https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XHV,Volume USDT
1660867200,2022-08-19 00:00:00,XHV/USDT,0.488,0.5403,0.44,0.4907,368665.2294,175450.83087091
1660780800,2022-08-18 00:00:00,XHV/USDT,0.5064,0.5273,0.485,0.4889,255852.93,128097.18510847
1660694400,2022-08-17 00:00:00,XHV/USDT,0.531,0.571,0.501,0.5064,365579.6799,193629.16982223
1660608000,2022-08-16 00:00:00,XHV/USDT,0.551,0.5582,0.5299,0.531,225452.0381,122737.12325136
1660521600,2022-08-15 00:00:00,XHV/USDT,0.6151,0.6289,0.55,0.551,489857.4221,286401.93840723
1660435200,2022-08-14 00:00:00,XHV/USDT,0.6468,0.655,0.6,0.62,254193.3012,158710.69810898
1660348800,2022-08-13 00:00:00,XHV/USDT,0.6128,0.66,0.599,0.643,241140.6542,151539.6645367
1660262400,2022-08-12 00:00:00,XHV/USDT,0.6223,0.669,0.5975,0.6128,458143.8018,285430.4415416
1660176000,2022-08-11 00:00:00,XHV/USDT,0.6866,0.7182,0.6133,0.6222,438109.7475,292778.96291029
1660089600,2022-08-10 00:00:00,XHV/USDT,0.6396,0.723,0.5787,0.688,502295.7228,329847.08359664
1660003200,2022-08-09 00:00:00,XHV/USDT,0.6517,0.7065,0.6114,0.6397,339048.91297527,220900.512470508815
1659916800,2022-08-08 00:00:00,XHV/USDT,0.6609,0.763,0.604,0.6517,827433.23431096,577973.20629052408
1659830400,2022-08-07 00:00:00,XHV/USDT,0.603,0.689,0.5961,0.6609,406120.228,262906.95692197
1659744000,2022-08-06 00:00:00,XHV/USDT,0.5878,0.64,0.581,0.603,335416.3962,206257.20009207
1659657600,2022-08-05 00:00:00,XHV/USDT,0.5821,0.6384,0.5722,0.5879,476095.6776,286811.2756609
1659571200,2022-08-04 00:00:00,XHV/USDT,0.535,0.65,0.535,0.5821,780050.1854,458980.43117891
1659484800,2022-08-03 00:00:00,XHV/USDT,0.5695,0.587,0.5208,0.531,574972.6498,318516.78812418
1659398400,2022-08-02 00:00:00,XHV/USDT,0.51,0.5899,0.485,0.57,578795.1255,316795.05025609
1659312000,2022-08-01 00:00:00,XHV/USDT,0.4967,0.5178,0.485,0.513,221085.7462,110269.94802966
1659225600,2022-07-31 00:00:00,XHV/USDT,0.4958,0.5328,0.4908,0.4991,285235.8572,146860.36457501
1659139200,2022-07-30 00:00:00,XHV/USDT,0.5032,0.579,0.4802,0.4958,582359.7977,308407.50441366
1659052800,2022-07-29 00:00:00,XHV/USDT,0.5291,0.538,0.4962,0.5045,219768.6649,112968.63218045
1658966400,2022-07-28 00:00:00,XHV/USDT,0.502,0.5455,0.4881,0.5302,333439.9099,172834.64312418
1658880000,2022-07-27 00:00:00,XHV/USDT,0.467,0.5137,0.4615,0.5023,186044.2348,91001.35943361
1658793600,2022-07-26 00:00:00,XHV/USDT,0.4565,0.478,0.4298,0.465,199063.28863213,90063.639454339474
1658707200,2022-07-25 00:00:00,XHV/USDT,0.4881,0.4909,0.4518,0.4565,188054.87370088,88289.427638663216
1658620800,2022-07-24 00:00:00,XHV/USDT,0.5057,0.517,0.4782,0.4896,208154.8422,104129.40160144
1658534400,2022-07-23 00:00:00,XHV/USDT,0.5179,0.5368,0.481,0.5056,310853.9281,156386.57980096
1658448000,2022-07-22 00:00:00,XHV/USDT,0.5407,0.5576,0.5,0.5183,240363.6753,127844.20964105
1658361600,2022-07-21 00:00:00,XHV/USDT,0.506,0.5671,0.4826,0.5407,429563.9195,220954.68198181553
1658275200,2022-07-20 00:00:00,XHV/USDT,0.5527,0.6035,0.49,0.5049,704520.379266,384510.117675470381
1658188800,2022-07-19 00:00:00,XHV/USDT,0.5118,0.579,0.5,0.5525,496582.88743219,266252.657080583743
1658102400,2022-07-18 00:00:00,XHV/USDT,0.498,0.5868,0.4731,0.5144,812465.01133071,428095.757855608948
1658016000,2022-07-17 00:00:00,XHV/USDT,0.5286,0.5705,0.491,0.4978,327479.90694413,172015.212749840886
1657929600,2022-07-16 00:00:00,XHV/USDT,0.5026,0.5387,0.4736,0.531,283462.33594388,143249.158442485991
1657843200,2022-07-15 00:00:00,XHV/USDT,0.5396,0.5559,0.4957,0.5029,267346.32750553,138025.928589737273
1657756800,2022-07-14 00:00:00,XHV/USDT,0.523,0.5528,0.464,0.5389,526961.16251157,264174.559312174146
1657670400,2022-07-13 00:00:00,XHV/USDT,0.4628,0.57,0.4492,0.523,707112.20525923,357620.471146723079
1657584000,2022-07-12 00:00:00,XHV/USDT,0.4709,0.4991,0.451,0.4634,340109.30580418,161458.092883617667
1657497600,2022-07-11 00:00:00,XHV/USDT,0.5191,0.5318,0.4637,0.4709,262071.15400679,132028.709842595229
1657411200,2022-07-10 00:00:00,XHV/USDT,0.5841,0.627,0.506,0.5214,543907.25254784,301826.089687841216
1657324800,2022-07-09 00:00:00,XHV/USDT,0.5822,0.6492,0.57,0.5844,520195.11012948,311493.037728413941
1657238400,2022-07-08 00:00:00,XHV/USDT,0.5655,0.7557,0.5579,0.5869,1590849.02326912,985951.944008090837
1657152000,2022-07-07 00:00:00,XHV/USDT,0.465,0.59,0.443,0.5655,651286.11315434,336217.247776671739
1657065600,2022-07-06 00:00:00,XHV/USDT,0.4401,0.47,0.416,0.4652,262971.41412474,116451.784542327891
1656979200,2022-07-05 00:00:00,XHV/USDT,0.467,0.4708,0.4152,0.4429,250479.59786321,109554.526187554184
1656892800,2022-07-04 00:00:00,XHV/USDT,0.4531,0.475,0.37,0.4647,1110305.89212093,464043.595544875996
1656806400,2022-07-03 00:00:00,XHV/USDT,0.4586,0.4999,0.4418,0.4539,306048.46702994,143309.641801451134
1656720000,2022-07-02 00:00:00,XHV/USDT,0.4673,0.4749,0.45,0.4565,195743.45511333,90605.325655793431
1656633600,2022-07-01 00:00:00,XHV/USDT,0.4857,0.5368,0.46,0.4651,313910.09801577,152742.701944602944
1656547200,2022-06-30 00:00:00,XHV/USDT,0.5155,0.538,0.44,0.486,360352.31998626,175370.726872669563
1656460800,2022-06-29 00:00:00,XHV/USDT,0.55,0.565,0.5,0.5155,361837.94526675,189973.215594800662
1656374400,2022-06-28 00:00:00,XHV/USDT,0.5233,0.6267,0.5051,0.5491,355220.46881311,198819.349171150231
1656288000,2022-06-27 00:00:00,XHV/USDT,0.556,0.5943,0.52,0.524,265621.98932827,146369.274147574079
1656201600,2022-06-26 00:00:00,XHV/USDT,0.5693,0.5987,0.5513,0.5552,173642.34122782,99771.408318402589
1656115200,2022-06-25 00:00:00,XHV/USDT,0.5799,0.5997,0.5432,0.5692,261382.36898733,148581.20137193944
1656028800,2022-06-24 00:00:00,XHV/USDT,0.6028,0.65,0.5611,0.5778,506116.50520436,300209.095946371608
1655942400,2022-06-23 00:00:00,XHV/USDT,0.528,0.611,0.5242,0.6026,362601.81524663,207099.073090375331
1655856000,2022-06-22 00:00:00,XHV/USDT,0.5635,0.597,0.519,0.528,345464.00457876,188897.593293242871
1655769600,2022-06-21 00:00:00,XHV/USDT,0.5968,0.6929,0.5594,0.5595,631215.97310344,382536.485806530833
1655683200,2022-06-20 00:00:00,XHV/USDT,0.5101,0.748,0.4648,0.599,1442912.06174055,879301.239848993019
1655596800,2022-06-19 00:00:00,XHV/USDT,0.424,0.524,0.4006,0.513,319744.01610378,147151.549348178276
1655510400,2022-06-18 00:00:00,XHV/USDT,0.4669,0.497,0.387,0.426,674382.77765047,286147.435340127841
1655424000,2022-06-17 00:00:00,XHV/USDT,0.4547,0.4922,0.4522,0.464,292359.01571423,137053.059319465638
1655337600,2022-06-16 00:00:00,XHV/USDT,0.576,0.598,0.45,0.4556,497694.75341158,251494.874804027638
1655251200,2022-06-15 00:00:00,XHV/USDT,0.544,0.58,0.443,0.576,1036231.68384104,519664.002834137504
1655164800,2022-06-14 00:00:00,XHV/USDT,0.556,0.623,0.51,0.544,693525.06127056,387197.52142300485
1655078400,2022-06-13 00:00:00,XHV/USDT,0.68,0.686,0.546,0.556,720423.72409802,428930.04446534908
1654992000,2022-06-12 00:00:00,XHV/USDT,0.782,0.783,0.679,0.679,457744.30898682,332149.82585960837
1654905600,2022-06-11 00:00:00,XHV/USDT,0.883,0.896,0.737,0.782,616789.38711517,489340.03142899235
1654819200,2022-06-10 00:00:00,XHV/USDT,0.949,0.97,0.815,0.878,673075.17865918,606801.05499923467
1654732800,2022-06-09 00:00:00,XHV/USDT,0.923,0.997,0.875,0.945,661496.6595625,619194.86603575717
1654646400,2022-06-08 00:00:00,XHV/USDT,0.819,1.042,0.791,0.923,1437460.38355545,1300457.83884206786
1654560000,2022-06-07 00:00:00,XHV/USDT,0.728,0.952,0.681,0.819,1280227.78550157,1044350.89021573713
1654473600,2022-06-06 00:00:00,XHV/USDT,0.751,0.81,0.652,0.725,726784.40903724,529097.17122590713
1654387200,2022-06-05 00:00:00,XHV/USDT,0.844,0.877,0.75,0.752,807283.38053286,665850.38001403902
1654300800,2022-06-04 00:00:00,XHV/USDT,0.745,0.981,0.642,0.85,3461272.29777836,2893589.1790194328
1654214400,2022-06-03 00:00:00,XHV/USDT,0.522,0.915,0.392,0.749,3279050.68770819,2016411.09495612687
1654128000,2022-06-02 00:00:00,XHV/USDT,0.628,0.64,0.499,0.519,1367132.89282166,727830.29048893596
1654041600,2022-06-01 00:00:00,XHV/USDT,0.697,0.738,0.595,0.631,584614.56197491,382635.02595366196
1653955200,2022-05-31 00:00:00,XHV/USDT,0.747,0.842,0.602,0.7,1433605.61104719,1025450.65845901462
1653868800,2022-05-30 00:00:00,XHV/USDT,0.8,0.844,0.693,0.742,937332.70534777,711879.69829364678
1653782400,2022-05-29 00:00:00,XHV/USDT,0.789,0.81,0.67,0.8,727692.013353,525705.66638776602
1653696000,2022-05-28 00:00:00,XHV/USDT,0.875,0.902,0.69,0.791,802350.90886177,605643.02464692461
1653609600,2022-05-27 00:00:00,XHV/USDT,0.969,0.975,0.688,0.875,1244535.46061913,1031373.95329216569
1653523200,2022-05-26 00:00:00,XHV/USDT,1.013,1.09,0.952,0.969,317536.79610975,321669.80585248725
1653436800,2022-05-25 00:00:00,XHV/USDT,1.149,1.157,0.961,1.015,406926.37339489,428790.52733290464
1653350400,2022-05-24 00:00:00,XHV/USDT,1.14,1.169,1.054,1.149,286863.428694,319317.68053130368
1653264000,2022-05-23 00:00:00,XHV/USDT,1.207,1.23,1.127,1.135,168704.22959187,198344.55367456515
1653177600,2022-05-22 00:00:00,XHV/USDT,1.206,1.3,1.137,1.209,288397.17385319,348528.7843095453
1653091200,2022-05-21 00:00:00,XHV/USDT,1.138,1.24,1.109,1.205,186654.16399391,218043.31285788749
1653004800,2022-05-20 00:00:00,XHV/USDT,1.175,1.311,1.105,1.146,471604.19391065,565998.07916827317
1652918400,2022-05-19 00:00:00,XHV/USDT,1.09,1.25,1.012,1.182,336698.505413,378762.51040307305
1652832000,2022-05-18 00:00:00,XHV/USDT,1.242,1.29,1,1.09,650194.06129224,726865.06606899441
1652745600,2022-05-17 00:00:00,XHV/USDT,1.376,1.4,1.194,1.242,548127.86031906,694242.05277483208
1652659200,2022-05-16 00:00:00,XHV/USDT,1.47,1.621,1.28,1.376,461662.45297667,644508.6540136728
1652572800,2022-05-15 00:00:00,XHV/USDT,1.369,1.61,1.265,1.47,591854.02694239,823522.87880675985
1652486400,2022-05-14 00:00:00,XHV/USDT,1.154,1.39,1.125,1.369,416911.132004,515158.82785615865
1652400000,2022-05-13 00:00:00,XHV/USDT,1.358,1.79,1.123,1.154,874848.87980806,1217838.30235986431
1652313600,2022-05-12 00:00:00,XHV/USDT,1.714,1.9,1.227,1.368,678320.48171558,943560.96299572103
1652227200,2022-05-11 00:00:00,XHV/USDT,2.587,2.596,1.2,1.711,1432549.14277675,2530056.10815373468
1652140800,2022-05-10 00:00:00,XHV/USDT,2.774,2.94,2.531,2.576,287010.71195674,792250.44293329776
1652054400,2022-05-09 00:00:00,XHV/USDT,3.108,3.232,2.654,2.774,392404.02350276,1139085.34566728983
1651968000,2022-05-08 00:00:00,XHV/USDT,3.099,3.372,2.97,3.109,232747.29527063,733294.37766176546
1651881600,2022-05-07 00:00:00,XHV/USDT,2.974,3.248,2.845,3.099,150624.20649943,456310.38684764216
1651795200,2022-05-06 00:00:00,XHV/USDT,2.999,3.004,2.806,2.974,173349.03745246,502742.74086750564
1651708800,2022-05-05 00:00:00,XHV/USDT,3.053,3.324,2.85,2.99,492090.33335107,1484565.91153015087
1651622400,2022-05-04 00:00:00,XHV/USDT,2.323,3.24,2.297,3.038,440238.13003841,1182377.58896714899
1651536000,2022-05-03 00:00:00,XHV/USDT,2.639,2.78,2.269,2.322,205528.18670696,519162.23048444372
1651449600,2022-05-02 00:00:00,XHV/USDT,2.706,2.737,2.328,2.639,277756.64521471,694316.50173295106
1651363200,2022-05-01 00:00:00,XHV/USDT,2.462,2.788,2.26,2.706,232435.15350246,579234.51024218485
1651276800,2022-04-30 00:00:00,XHV/USDT,2.933,2.964,2.401,2.465,281397.17420932,754335.57658334486
1651190400,2022-04-29 00:00:00,XHV/USDT,3.061,3.074,2.842,2.933,138879.13352105,411236.71654676248
1651104000,2022-04-28 00:00:00,XHV/USDT,3.07,3.316,2.858,3.05,175477.69270551,536049.21977706584
1651017600,2022-04-27 00:00:00,XHV/USDT,3.042,3.224,2.935,3.056,146223.72832817,451829.28196642992
1650931200,2022-04-26 00:00:00,XHV/USDT,3.579,3.66,3,3.028,205246.87410808,664916.53559158407
1650844800,2022-04-25 00:00:00,XHV/USDT,3.42,3.723,3.056,3.579,283450.31449987,947761.87583400066
1650758400,2022-04-24 00:00:00,XHV/USDT,3.611,3.68,3.421,3.423,105841.9973753,374903.83746712596
1650672000,2022-04-23 00:00:00,XHV/USDT,3.567,3.866,3.401,3.625,137576.65711743,496832.99385399492
1650585600,2022-04-22 00:00:00,XHV/USDT,4.053,4.15,3.451,3.585,242269.94042576,903876.42471101096
1650499200,2022-04-21 00:00:00,XHV/USDT,4.26,4.625,3.948,4.066,265873.57135145,1145493.77537145827
1650412800,2022-04-20 00:00:00,XHV/USDT,4.069,4.65,3.965,4.261,279633.08775273,1194494.71408521338
1650326400,2022-04-19 00:00:00,XHV/USDT,4.012,4.297,3.89,4.083,156881.13357444,641698.3027968805
1650240000,2022-04-18 00:00:00,XHV/USDT,3.692,4.247,3.2,4.014,381944.01164658,1394151.79224419292
1650153600,2022-04-17 00:00:00,XHV/USDT,3.843,3.95,3.67,3.692,86617.62149268,331331.71056718504
1650067200,2022-04-16 00:00:00,XHV/USDT,3.965,4.033,3.7,3.843,105508.9122978,405786.92192517198
1649980800,2022-04-15 00:00:00,XHV/USDT,3.845,4.118,3.78,3.962,129745.4265231,510969.73018744118
1649894400,2022-04-14 00:00:00,XHV/USDT,4.249,4.486,3.732,3.845,381240.88050587,1593332.4657295145
1649808000,2022-04-13 00:00:00,XHV/USDT,3.826,4.368,3.657,4.246,334448.79415105,1342895.85444367088
1649721600,2022-04-12 00:00:00,XHV/USDT,3.696,4.265,3.501,3.823,438520.40521405,1719673.66181964748
1649635200,2022-04-11 00:00:00,XHV/USDT,4.32,4.545,3.526,3.699,573885.15478385,2253485.41695292028
1649548800,2022-04-10 00:00:00,XHV/USDT,4.836,4.926,4.282,4.319,215064.19415052,982415.74646915384
1649462400,2022-04-09 00:00:00,XHV/USDT,4.072,4.973,4.007,4.836,378820.29530041,1667843.37993678175
1649376000,2022-04-08 00:00:00,XHV/USDT,5.211,5.6,3.98,4.071,538289.41901626,2597172.11465578718
1649289600,2022-04-07 00:00:00,XHV/USDT,4.702,5.735,4.441,5.212,544382.65269686,2770790.51958521137
1649203200,2022-04-06 00:00:00,XHV/USDT,4.873,5.161,3.684,4.71,1026451.04084313,4498726.1931073677
1649116800,2022-04-05 00:00:00,XHV/USDT,5.532,5.735,4.8,4.88,379736.96262752,2009896.2722539955
1649030400,2022-04-04 00:00:00,XHV/USDT,6.88,6.88,5.28,5.51,646576.98874549,3774999.97808282229
1648944000,2022-04-03 00:00:00,XHV/USDT,6.116,7.101,6.07,6.88,366246.09425785,2467243.41768986358
1648857600,2022-04-02 00:00:00,XHV/USDT,7.948,8.3,5.5,6.092,991058.31323292,6573098.28886547271
1648771200,2022-04-01 00:00:00,XHV/USDT,7.499,8.514,7.101,7.966,612465.74328496,4840814.71210244199
1648684800,2022-03-31 00:00:00,XHV/USDT,6.769,7.5,6.52,7.5,420116.47331561,2902954.50105953198
1648598400,2022-03-30 00:00:00,XHV/USDT,6.418,7.2,5.754,6.769,458339.19070882,2956793.62385166101
1648512000,2022-03-29 00:00:00,XHV/USDT,5.08,6.882,4.988,6.44,612232.45038046,3641713.33894661924
1648425600,2022-03-28 00:00:00,XHV/USDT,4.979,5.499,4.65,5.098,349026.38852535,1792167.7230152462
1648339200,2022-03-27 00:00:00,XHV/USDT,4.837,5.025,4.501,4.98,228453.67594054,1076802.03279350043
1648252800,2022-03-26 00:00:00,XHV/USDT,4.839,5.351,4.68,4.837,299288.60451603,1492942.29058953957
1648166400,2022-03-25 00:00:00,XHV/USDT,4.113,4.85,4.082,4.84,310275.60166775,1394139.57303465941
1648080000,2022-03-24 00:00:00,XHV/USDT,4.371,4.4,3.971,4.113,188741.61129294,774700.78510170352
1647993600,2022-03-23 00:00:00,XHV/USDT,4.215,4.4,3.912,4.373,186006.4329675,773832.18028296592
1647907200,2022-03-22 00:00:00,XHV/USDT,3.781,4.412,3.629,4.225,350727.09288915,1399269.81772595598
1647820800,2022-03-21 00:00:00,XHV/USDT,3.703,3.895,3.411,3.781,301947.06934961,1091420.51362313178
1647734400,2022-03-20 00:00:00,XHV/USDT,4.143,4.314,3.23,3.687,482911.41898476,1793492.16638722565
1647648000,2022-03-19 00:00:00,XHV/USDT,4.599,4.79,4.001,4.143,351592.89258337,1523642.32126478708
1647561600,2022-03-18 00:00:00,XHV/USDT,3.983,4.61,3.75,4.599,362929.95194366,1575798.88331898899
1647475200,2022-03-17 00:00:00,XHV/USDT,3.523,4.19,3.397,3.982,399936.37857316,1541383.28478783888
1647388800,2022-03-16 00:00:00,XHV/USDT,3.356,3.65,3.143,3.536,375225.48440514,1278074.58122066536
1647302400,2022-03-15 00:00:00,XHV/USDT,3.55,3.65,3.12,3.358,444317.16312348,1508607.31325022297
1647216000,2022-03-14 00:00:00,XHV/USDT,2.981,3.64,2.811,3.545,589680.7661798,1914724.03748754974
1647129600,2022-03-13 00:00:00,XHV/USDT,3.036,3.259,2.75,2.984,440097.35373444,1328310.24531832638
1647043200,2022-03-12 00:00:00,XHV/USDT,3.624,3.97,2.95,3.036,703599.46881469,2347538.76956651839
1646956800,2022-03-11 00:00:00,XHV/USDT,2.79,4.854,2.79,3.622,1877648.86745854,6660760.07183456629
1646870400,2022-03-10 00:00:00,XHV/USDT,2.363,2.85,2.221,2.79,374383.85159022,915101.18334179115
1646784000,2022-03-09 00:00:00,XHV/USDT,2.083,2.659,2.017,2.363,790206.47296267,1833116.35289396785
1646697600,2022-03-08 00:00:00,XHV/USDT,1.711,2.191,1.643,2.075,122243.37875413,223587.27991627874
1646611200,2022-03-07 00:00:00,XHV/USDT,1.908,1.92,1.661,1.711,154846.16087677,274920.12200189257
1646524800,2022-03-06 00:00:00,XHV/USDT,2,2.05,1.892,1.92,51551.02748032,101583.17572613647
1646438400,2022-03-05 00:00:00,XHV/USDT,1.912,2.071,1.883,1.992,45690.19478633,89932.08308510057
1646352000,2022-03-04 00:00:00,XHV/USDT,2.129,2.174,1.9,1.912,109565.89351795,224148.15115150051
1646265600,2022-03-03 00:00:00,XHV/USDT,2.285,2.301,2.07,2.137,55634.01243189,122487.492140789
1646179200,2022-03-02 00:00:00,XHV/USDT,2.282,2.5,2.206,2.286,77621.79220416,181244.01391426825
1646092800,2022-03-01 00:00:00,XHV/USDT,2.33,2.515,2.224,2.271,99675.46247057,232681.98009627273
1646006400,2022-02-28 00:00:00,XHV/USDT,2.051,2.428,1.97,2.319,117543.77878893,258808.05267772078
1645920000,2022-02-27 00:00:00,XHV/USDT,2.093,2.214,1.977,2.051,99682.71708772,209759.28537165492
1645833600,2022-02-26 00:00:00,XHV/USDT,2.005,2.157,1.996,2.101,50791.75755912,104981.46652388098
1645747200,2022-02-25 00:00:00,XHV/USDT,1.88,2.072,1.877,1.995,84374.75135278,165781.64501843341
1645660800,2022-02-24 00:00:00,XHV/USDT,2.029,2.035,1.61,1.871,209790.02565425,378280.17893361468
1645574400,2022-02-23 00:00:00,XHV/USDT,2.018,2.255,2.009,2.02,106167.09291896,226791.37516543239
1645488000,2022-02-22 00:00:00,XHV/USDT,1.915,2.049,1.891,2.011,54778.74160981,107263.52871960113
1645401600,2022-02-21 00:00:00,XHV/USDT,1.964,2.215,1.901,1.92,119374.6484039,247106.66785291857
1645315200,2022-02-20 00:00:00,XHV/USDT,2.106,2.123,1.9,1.969,95105.42316107,190151.22581171113
1645228800,2022-02-19 00:00:00,XHV/USDT,2.135,2.248,2.029,2.102,70289.91890821,149774.11363345438
1645142400,2022-02-18 00:00:00,XHV/USDT,2.049,2.179,2.04,2.135,107040.9838005,225619.18870782973
1645056000,2022-02-17 00:00:00,XHV/USDT,2.422,2.589,2.005,2.06,201184.55921212,451655.1946124798
1644969600,2022-02-16 00:00:00,XHV/USDT,2.491,2.65,2.318,2.422,110705.65010955,275339.11619483124
1644883200,2022-02-15 00:00:00,XHV/USDT,2.18,2.544,2.178,2.491,155488.83151001,374059.01333381621
1644796800,2022-02-14 00:00:00,XHV/USDT,2.152,2.288,1.985,2.19,83979.46464301,176897.40221227949
1644710400,2022-02-13 00:00:00,XHV/USDT,2.131,2.456,2.105,2.15,73145.05330438,165835.47568276751
1644624000,2022-02-12 00:00:00,XHV/USDT,2.157,2.335,2.097,2.139,81169.24767332,177945.09407785358
1644537600,2022-02-11 00:00:00,XHV/USDT,2.354,2.55,2.121,2.155,130240.80230621,302906.76131246871
1644451200,2022-02-10 00:00:00,XHV/USDT,2.726,2.86,2.306,2.36,202855.17846006,510075.43261601136
1644364800,2022-02-09 00:00:00,XHV/USDT,2.57,2.952,2.277,2.727,291077.12914767,749619.03715990817
1644278400,2022-02-08 00:00:00,XHV/USDT,2.422,2.62,2.177,2.57,198867.91292629,471342.92831749524
1644192000,2022-02-07 00:00:00,XHV/USDT,2.135,2.687,2.096,2.421,262351.71668373,649455.54781422635
1644105600,2022-02-06 00:00:00,XHV/USDT,2.16,2.275,1.963,2.145,185985.73299491,400015.34908817802
1644019200,2022-02-05 00:00:00,XHV/USDT,1.862,2.3,1.81,2.16,206730.40679973,409081.36476280364
1643932800,2022-02-04 00:00:00,XHV/USDT,1.655,1.869,1.618,1.862,197727.35147868,348365.01773330423
1643846400,2022-02-03 00:00:00,XHV/USDT,1.71,1.73,1.607,1.655,80178.86098838,132498.17950514096
1643760000,2022-02-02 00:00:00,XHV/USDT,1.762,1.89,1.68,1.71,213936.77654353,381060.63449320825
1643673600,2022-02-01 00:00:00,XHV/USDT,1.808,1.901,1.73,1.763,165191.38436088,301045.91189512725
1643587200,2022-01-31 00:00:00,XHV/USDT,1.767,1.825,1.661,1.808,77374.63720387,135709.62684547612
1643500800,2022-01-30 00:00:00,XHV/USDT,1.774,1.83,1.689,1.763,52532.08164633,93130.21251761717
1643414400,2022-01-29 00:00:00,XHV/USDT,1.772,1.849,1.766,1.777,84737.29568933,153827.71468974076
1643328000,2022-01-28 00:00:00,XHV/USDT,1.75,1.84,1.7,1.773,97260.99213009,171785.99308991744
1643241600,2022-01-27 00:00:00,XHV/USDT,1.828,1.831,1.658,1.759,119957.30996198,207205.15067244706
1643155200,2022-01-26 00:00:00,XHV/USDT,1.752,1.99,1.691,1.826,208752.31440508,386278.12637325791
1643068800,2022-01-25 00:00:00,XHV/USDT,1.83,1.896,1.688,1.754,222740.99175975,396176.40497448132
1642982400,2022-01-24 00:00:00,XHV/USDT,1.967,2.107,1.604,1.835,227869.19067677,417073.02585888884
1642896000,2022-01-23 00:00:00,XHV/USDT,1.85,2.08,1.796,1.967,116682.75841601,229330.82844694368
1642809600,2022-01-22 00:00:00,XHV/USDT,2.01,2.192,1.73,1.846,314807.6774757,624421.67075195917
1642723200,2022-01-21 00:00:00,XHV/USDT,2.756,2.869,1.98,2.01,376025.14497957,846989.74750610972
