https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LOOKS,Volume USDT
1659571200,2022-08-04 00:00:00,LOOKS/USDT,0.3553,0.3748,0.3481,0.3582,445362.3737,160052.49205664
1659484800,2022-08-03 00:00:00,LOOKS/USDT,0.3544,0.3856,0.3422,0.3543,559756.5673,206567.62702271
1659398400,2022-08-02 00:00:00,LOOKS/USDT,0.369,0.4,0.3402,0.3529,366519.0376,130592.51012824
1659312000,2022-08-01 00:00:00,LOOKS/USDT,0.3715,0.3884,0.355,0.3688,322167.3986,119510.80502784
1659225600,2022-07-31 00:00:00,LOOKS/USDT,0.3922,0.4116,0.365,0.3728,245092.7231,96310.06334695
1659139200,2022-07-30 00:00:00,LOOKS/USDT,0.3979,0.4269,0.3877,0.3922,391864.8163,160747.701153
1659052800,2022-07-29 00:00:00,LOOKS/USDT,0.4218,0.45,0.3899,0.3975,813693.6293,336294.81761593
1658966400,2022-07-28 00:00:00,LOOKS/USDT,0.3847,0.4754,0.3699,0.4217,791118.1244,331158.83023937
1658880000,2022-07-27 00:00:00,LOOKS/USDT,0.3429,0.3879,0.3308,0.3851,533165.3436,190736.89087967
1658793600,2022-07-26 00:00:00,LOOKS/USDT,0.3457,0.3487,0.3178,0.3441,165990.1364,55332.43838552
1658707200,2022-07-25 00:00:00,LOOKS/USDT,0.39,0.3916,0.3437,0.3446,285626.6755,104102.87684455
1658620800,2022-07-24 00:00:00,LOOKS/USDT,0.4015,0.4118,0.3857,0.3898,214429.7792,85172.90647813
1658534400,2022-07-23 00:00:00,LOOKS/USDT,0.3851,0.4139,0.3736,0.4001,349906.04819764,138733.56893895072
1658448000,2022-07-22 00:00:00,LOOKS/USDT,0.4275,0.4394,0.3782,0.3848,406839.12928781,168229.741300979515
1658361600,2022-07-21 00:00:00,LOOKS/USDT,0.3911,0.4423,0.371,0.4283,509643.7272,201045.32398298
1658275200,2022-07-20 00:00:00,LOOKS/USDT,0.4445,0.4638,0.38,0.3893,673316.75160415,283708.477582827334
1658188800,2022-07-19 00:00:00,LOOKS/USDT,0.4618,0.4795,0.4077,0.4444,993571.60456084,433942.286020667333
1658102400,2022-07-18 00:00:00,LOOKS/USDT,0.3974,0.5096,0.3902,0.464,1465839.17643822,674695.576594012367
1658016000,2022-07-17 00:00:00,LOOKS/USDT,0.4094,0.4256,0.3829,0.3949,537671.53320762,216654.758565908056
1657929600,2022-07-16 00:00:00,LOOKS/USDT,0.363,0.4662,0.3453,0.4083,578238.35533646,222947.275382679296
1657843200,2022-07-15 00:00:00,LOOKS/USDT,0.3134,0.3723,0.304,0.3634,808748.78455187,282683.38896045551
1657756800,2022-07-14 00:00:00,LOOKS/USDT,0.2973,0.3257,0.2812,0.3113,289597.55140613,86950.5062013302
1657670400,2022-07-13 00:00:00,LOOKS/USDT,0.2824,0.309,0.2638,0.2974,368597.44053088,104607.912285519201
1657584000,2022-07-12 00:00:00,LOOKS/USDT,0.281,0.3046,0.2779,0.2813,212019.0362994,61378.992789683902
1657497600,2022-07-11 00:00:00,LOOKS/USDT,0.32,0.3209,0.278,0.2823,333546.30805067,98912.974013565154
1657411200,2022-07-10 00:00:00,LOOKS/USDT,0.3177,0.3272,0.3065,0.3215,376830.36167514,119023.901428829652
1657324800,2022-07-09 00:00:00,LOOKS/USDT,0.3324,0.3363,0.313,0.3177,205973.32891425,66676.214038574674
1657238400,2022-07-08 00:00:00,LOOKS/USDT,0.3639,0.3649,0.3217,0.3314,350364.55995863,117893.406902122784
1657152000,2022-07-07 00:00:00,LOOKS/USDT,0.3477,0.3737,0.334,0.362,418292.18905463,147032.516052238705
1657065600,2022-07-06 00:00:00,LOOKS/USDT,0.3498,0.3595,0.3335,0.3477,938161.29884241,324786.731025956158
1656979200,2022-07-05 00:00:00,LOOKS/USDT,0.3339,0.3669,0.3089,0.3475,1044668.21647242,352729.900884965886
1656892800,2022-07-04 00:00:00,LOOKS/USDT,0.2816,0.3349,0.2716,0.3322,676885.8660285,204696.067817956859
1656806400,2022-07-03 00:00:00,LOOKS/USDT,0.2866,0.29,0.2694,0.2817,485543.8626775,134983.698622477414
1656720000,2022-07-02 00:00:00,LOOKS/USDT,0.3025,0.3131,0.2776,0.2853,479454.43338977,139999.677170210747
1656633600,2022-07-01 00:00:00,LOOKS/USDT,0.3122,0.3319,0.2885,0.3022,975568.23611136,301660.039971719364
1656547200,2022-06-30 00:00:00,LOOKS/USDT,0.2762,0.3139,0.2526,0.313,981018.81934439,274688.339390736627
1656460800,2022-06-29 00:00:00,LOOKS/USDT,0.306,0.3195,0.2685,0.2763,1284988.66277756,377236.261572505748
1656374400,2022-06-28 00:00:00,LOOKS/USDT,0.3358,0.3477,0.3014,0.3071,1004759.70155881,329054.132789307258
1656288000,2022-06-27 00:00:00,LOOKS/USDT,0.3271,0.3474,0.3155,0.3336,1081499.45923583,361840.915215816899
1656201600,2022-06-26 00:00:00,LOOKS/USDT,0.3789,0.3894,0.3245,0.3271,1448986.64599631,533072.813655600067
1656115200,2022-06-25 00:00:00,LOOKS/USDT,0.4127,0.4127,0.3569,0.3779,1177813.38558387,448927.837228518425
1656028800,2022-06-24 00:00:00,LOOKS/USDT,0.4118,0.434,0.3832,0.4114,1091670.80200214,440797.737834463184
1655942400,2022-06-23 00:00:00,LOOKS/USDT,0.3564,0.421,0.3539,0.4105,1370009.95462758,525907.436804381601
1655856000,2022-06-22 00:00:00,LOOKS/USDT,0.3643,0.4078,0.3468,0.3568,1155681.66146396,431859.327206438715
1655769600,2022-06-21 00:00:00,LOOKS/USDT,0.4184,0.44,0.345,0.3651,2140446.58709062,832124.832937209606
1655683200,2022-06-20 00:00:00,LOOKS/USDT,0.3442,0.4289,0.305,0.4187,2690285.98394926,1014217.905495350562
1655596800,2022-06-19 00:00:00,LOOKS/USDT,0.2746,0.3751,0.2549,0.3447,2057102.000064,615248.394814170907
1655510400,2022-06-18 00:00:00,LOOKS/USDT,0.2611,0.2965,0.2234,0.2737,3859915.47823543,1026015.708294791129
1655424000,2022-06-17 00:00:00,LOOKS/USDT,0.2177,0.3099,0.2131,0.2599,3643734.69879336,933768.420412120217
1655337600,2022-06-16 00:00:00,LOOKS/USDT,0.2486,0.2608,0.1958,0.218,1174495.65955062,260324.348260380598
1655251200,2022-06-15 00:00:00,LOOKS/USDT,0.1986,0.2575,0.1724,0.247,2195842.16768031,456071.917563480152
1655164800,2022-06-14 00:00:00,LOOKS/USDT,0.1799,0.2013,0.1617,0.2003,855802.57542156,159289.091109589635
1655078400,2022-06-13 00:00:00,LOOKS/USDT,0.2106,0.2169,0.1682,0.1799,1240276.7210512,232349.106897802014
1654992000,2022-06-12 00:00:00,LOOKS/USDT,0.2409,0.2441,0.2087,0.2111,1283481.70227754,283802.870886314008
1654905600,2022-06-11 00:00:00,LOOKS/USDT,0.2935,0.304,0.2382,0.2412,759676.99112536,197606.174143737955
1654819200,2022-06-10 00:00:00,LOOKS/USDT,0.3009,0.31,0.2783,0.2928,636067.30745625,186858.541732714125
1654732800,2022-06-09 00:00:00,LOOKS/USDT,0.3036,0.3209,0.2934,0.3017,574446.39225455,176547.452244875959
1654646400,2022-06-08 00:00:00,LOOKS/USDT,0.3386,0.3445,0.3024,0.3036,490895.6338643,159713.57946425415
1654560000,2022-06-07 00:00:00,LOOKS/USDT,0.3744,0.3781,0.3232,0.3367,1069516.87649095,363447.587156322857
1654473600,2022-06-06 00:00:00,LOOKS/USDT,0.3743,0.413,0.3574,0.3755,1107779.08637284,426748.280458601928
1654387200,2022-06-05 00:00:00,LOOKS/USDT,0.4196,0.4244,0.3508,0.3756,1098222.48962062,419056.359828607962
1654300800,2022-06-04 00:00:00,LOOKS/USDT,0.4345,0.4373,0.4069,0.4195,300324.36359804,125432.119850575016
1654214400,2022-06-03 00:00:00,LOOKS/USDT,0.4712,0.4799,0.4242,0.4346,694749.24544531,312054.534472640057
1654128000,2022-06-02 00:00:00,LOOKS/USDT,0.4471,0.4957,0.433,0.4717,607885.18672355,279907.050126719787
1654041600,2022-06-01 00:00:00,LOOKS/USDT,0.5165,0.5299,0.42,0.4457,826940.62766298,400717.831541623263
1653955200,2022-05-31 00:00:00,LOOKS/USDT,0.5706,0.5784,0.5038,0.5165,574178.92923798,306565.338675574354
1653868800,2022-05-30 00:00:00,LOOKS/USDT,0.4965,0.5745,0.4934,0.5696,729161.57841863,392397.599505427856
1653782400,2022-05-29 00:00:00,LOOKS/USDT,0.5125,0.56,0.4829,0.4962,1089156.82507527,549738.949150100082
1653696000,2022-05-28 00:00:00,LOOKS/USDT,0.4759,0.5348,0.4678,0.5128,535492.78554551,269642.761130163399
1653609600,2022-05-27 00:00:00,LOOKS/USDT,0.4945,0.523,0.4592,0.475,626360.51123536,308870.718304030544
1653523200,2022-05-26 00:00:00,LOOKS/USDT,0.5739,0.5947,0.4898,0.4946,846321.02993503,449065.657588901903
1653436800,2022-05-25 00:00:00,LOOKS/USDT,0.5676,0.5969,0.5463,0.5717,318918.78009845,184008.973364680608
1653350400,2022-05-24 00:00:00,LOOKS/USDT,0.5875,0.6127,0.502,0.5671,717994.53378076,396903.390509761942
1653264000,2022-05-23 00:00:00,LOOKS/USDT,0.5448,0.65,0.5418,0.5861,1202559.10087916,712971.950821402322
1653177600,2022-05-22 00:00:00,LOOKS/USDT,0.4731,0.5631,0.4715,0.547,982807.81876088,506492.141042587795
1653091200,2022-05-21 00:00:00,LOOKS/USDT,0.5206,0.5316,0.4594,0.4705,744697.52500314,363056.829258378805
1653004800,2022-05-20 00:00:00,LOOKS/USDT,0.5628,0.5846,0.505,0.5206,481292.66030092,262828.326281702726
1652918400,2022-05-19 00:00:00,LOOKS/USDT,0.4974,0.6017,0.4927,0.5631,504671.65343857,273130.986746424692
1652832000,2022-05-18 00:00:00,LOOKS/USDT,0.6773,0.6874,0.4936,0.4936,918367.44080085,548226.320804422733
1652745600,2022-05-17 00:00:00,LOOKS/USDT,0.6265,0.7034,0.619,0.6756,452418.24759632,298401.511363340231
1652659200,2022-05-16 00:00:00,LOOKS/USDT,0.7277,0.7277,0.6025,0.6255,560049.12851507,358823.255113113056
1652572800,2022-05-15 00:00:00,LOOKS/USDT,0.6518,0.7899,0.6082,0.7311,506121.38684692,339126.096314588262
1652486400,2022-05-14 00:00:00,LOOKS/USDT,0.67,0.7128,0.5559,0.6549,895572.8983353,550547.417821314549
1652400000,2022-05-13 00:00:00,LOOKS/USDT,0.6927,0.89,0.6595,0.667,1363172.79484644,1051073.640768117176
1652313600,2022-05-12 00:00:00,LOOKS/USDT,0.859,0.9431,0.5166,0.6925,1360574.07262803,924254.990410662959
1652227200,2022-05-11 00:00:00,LOOKS/USDT,1.0288,1.118,0.6084,0.8604,2010471.13703456,1725209.168193203986
1652140800,2022-05-10 00:00:00,LOOKS/USDT,0.9721,1.1881,0.9309,1.028,815404.61168888,866460.320432996161
1652054400,2022-05-09 00:00:00,LOOKS/USDT,1.26,1.3133,0.9655,0.9745,1502381.59748999,1585930.841314579007
1651968000,2022-05-08 00:00:00,LOOKS/USDT,1.3189,1.3633,1.2358,1.2639,256390.85018946,334744.717095433826
1651881600,2022-05-07 00:00:00,LOOKS/USDT,1.4202,1.4491,1.273,1.324,308688.07437465,425886.308256863659
1651795200,2022-05-06 00:00:00,LOOKS/USDT,1.6086,1.6086,1.356,1.4186,842049.54185137,1216472.738662147742
1651708800,2022-05-05 00:00:00,LOOKS/USDT,1.7934,1.882,1.4705,1.6106,770310.64526292,1274095.365733731875
1651622400,2022-05-04 00:00:00,LOOKS/USDT,1.535,1.8124,1.4837,1.7923,996435.82515026,1632610.32576465869
1651536000,2022-05-03 00:00:00,LOOKS/USDT,1.7204,1.821,1.528,1.5401,924205.21863713,1547003.077724089421
1651449600,2022-05-02 00:00:00,LOOKS/USDT,1.63,1.82,1.5448,1.7205,896143.45076097,1513826.096354539768
1651363200,2022-05-01 00:00:00,LOOKS/USDT,1.3033,1.72,1.234,1.6299,685216.87240401,1022757.731054253948
1651276800,2022-04-30 00:00:00,LOOKS/USDT,1.5134,1.5204,1.3021,1.3028,408850.76003183,587304.009895181891
1651190400,2022-04-29 00:00:00,LOOKS/USDT,1.4886,1.6059,1.4216,1.5168,895373.41047594,1340239.611233241851
1651104000,2022-04-28 00:00:00,LOOKS/USDT,1.4315,1.593,1.4,1.4867,912448.79917428,1351790.669838838699
1651017600,2022-04-27 00:00:00,LOOKS/USDT,1.4091,1.5003,1.3812,1.4262,229066.5916173,329410.700020254809
1650931200,2022-04-26 00:00:00,LOOKS/USDT,1.6142,1.6488,1.4,1.4171,452915.43141243,687816.197383807646
1650844800,2022-04-25 00:00:00,LOOKS/USDT,1.775,1.7776,1.44,1.6198,1010681.2877236,1581279.624386523801
1650758400,2022-04-24 00:00:00,LOOKS/USDT,1.594,1.826,1.594,1.7688,450100.61756496,770547.600023449997
1650672000,2022-04-23 00:00:00,LOOKS/USDT,1.802,1.8156,1.5867,1.5867,512351.8843821,862361.383543329167
1650585600,2022-04-22 00:00:00,LOOKS/USDT,1.9473,1.9689,1.69,1.7951,516825.30754977,927699.164230781387
1650499200,2022-04-21 00:00:00,LOOKS/USDT,2.0265,2.1523,1.811,1.9473,737298.1945392,1471122.678929718334
1650412800,2022-04-20 00:00:00,LOOKS/USDT,1.7084,2.1917,1.6572,2.0266,1367108.69452641,2668379.036073520652
1650326400,2022-04-19 00:00:00,LOOKS/USDT,1.5016,1.7199,1.4749,1.706,262740.93516433,417534.65817120208
1650240000,2022-04-18 00:00:00,LOOKS/USDT,1.4415,1.552,1.3624,1.5022,236792.88988628,346065.219475389598
1650153600,2022-04-17 00:00:00,LOOKS/USDT,1.4662,1.5969,1.418,1.44,83510.1135607,125142.694552366573
1650067200,2022-04-16 00:00:00,LOOKS/USDT,1.5068,1.5101,1.4079,1.4684,107686.44082182,157223.366725993924
1649980800,2022-04-15 00:00:00,LOOKS/USDT,1.495,1.539,1.3565,1.5101,329289.65430878,471253.839565343776
1649894400,2022-04-14 00:00:00,LOOKS/USDT,1.5974,1.6584,1.4152,1.4907,215746.36001695,333352.915680050012
1649808000,2022-04-13 00:00:00,LOOKS/USDT,1.4038,1.6017,1.388,1.591,272693.93088742,410605.001806785938
1649721600,2022-04-12 00:00:00,LOOKS/USDT,1.3496,1.447,1.3047,1.4088,312961.48470297,432996.52476171065
1649635200,2022-04-11 00:00:00,LOOKS/USDT,1.5601,1.5979,1.33,1.3496,202010.63419994,287054.057944039353
1649548800,2022-04-10 00:00:00,LOOKS/USDT,1.5472,1.7147,1.5019,1.5555,231885.52602843,371359.90934572785
1649462400,2022-04-09 00:00:00,LOOKS/USDT,1.6752,1.7068,1.4828,1.547,111998.79594518,175464.903125659757
1649376000,2022-04-08 00:00:00,LOOKS/USDT,1.7895,1.8831,1.6307,1.6752,182390.39109359,315797.071017649662
1649289600,2022-04-07 00:00:00,LOOKS/USDT,1.6697,1.9771,1.614,1.7895,361556.72319714,641897.3220280513
1649203200,2022-04-06 00:00:00,LOOKS/USDT,1.936,2,1.6389,1.6698,308967.73124404,549867.168544907076
1649116800,2022-04-05 00:00:00,LOOKS/USDT,2.256,2.2887,1.8,1.9361,245113.43756564,495621.343999796682
1649030400,2022-04-04 00:00:00,LOOKS/USDT,2.3865,2.3865,2.07,2.2493,235905.69904826,521042.748803943671
1648944000,2022-04-03 00:00:00,LOOKS/USDT,2.3353,2.559,2.2086,2.3869,326862.90181126,783578.682369933867
1648857600,2022-04-02 00:00:00,LOOKS/USDT,1.662,2.97,1.662,2.3354,429522.11644545,1126288.337036708864
