https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOV,Volume USDT
1662987600,2022-09-12 13:00:00,SOV/USDT,0.563,0.597,0.534,0.59,36252.7884,20386.5272991
1662984000,2022-09-12 12:00:00,SOV/USDT,0.538,0.59,0.538,0.563,17959.3206,10175.9960802
1662980400,2022-09-12 11:00:00,SOV/USDT,0.565,0.565,0.52,0.537,10295.5187,5485.6020382
1662976800,2022-09-12 10:00:00,SOV/USDT,0.517,0.597,0.517,0.568,24258.2825,13310.1750013
1662973200,2022-09-12 09:00:00,SOV/USDT,0.504,0.517,0.499,0.517,6279.0856,3215.7026435
1662969600,2022-09-12 08:00:00,SOV/USDT,0.498,0.509,0.498,0.508,9578.9015,4826.5054672
1662966000,2022-09-12 07:00:00,SOV/USDT,0.498,0.498,0.498,0.498,14.2786,7.1107428
1662962400,2022-09-12 06:00:00,SOV/USDT,0.499,0.499,0.499,0.499,20.04,9.99996
1662958800,2022-09-12 05:00:00,SOV/USDT,0.498,0.5,0.498,0.5,160.9719,80.3304431
1662955200,2022-09-12 04:00:00,SOV/USDT,0.497,0.498,0.486,0.497,180.994,88.4263565
1662951600,2022-09-12 03:00:00,SOV/USDT,0.497,0.497,0.497,0.497,23.3373,11.5986381
1662948000,2022-09-12 02:00:00,SOV/USDT,0.5,0.5,0.5,0.5,2901.8185,1450.90925
1662944400,2022-09-12 01:00:00,SOV/USDT,0.5,0.5,0.5,0.5,615.155,307.5775
1662940800,2022-09-12 00:00:00,SOV/USDT,0.499,0.499,0.499,0.499,0,0
1662937200,2022-09-11 23:00:00,SOV/USDT,0.499,0.499,0.499,0.499,157.88,78.78212
1662933600,2022-09-11 22:00:00,SOV/USDT,0.5,0.5,0.5,0.5,0,0
1662930000,2022-09-11 21:00:00,SOV/USDT,0.497,0.5,0.497,0.5,48.8554,24.3259881
1662926400,2022-09-11 20:00:00,SOV/USDT,0.493,0.497,0.493,0.497,226.7898,112.3292258
1662922800,2022-09-11 19:00:00,SOV/USDT,0.496,0.496,0.493,0.493,238.383,117.652263
1662919200,2022-09-11 18:00:00,SOV/USDT,0.493,0.497,0.493,0.497,166.0292,82.098832
1662915600,2022-09-11 17:00:00,SOV/USDT,0.499,0.499,0.493,0.493,669.6572,330.6934636
1662912000,2022-09-11 16:00:00,SOV/USDT,0.502,0.504,0.478,0.5,3359.3581,1631.8340271
1662908400,2022-09-11 15:00:00,SOV/USDT,0.513,0.513,0.489,0.503,2310.6312,1151.3529993
1662904800,2022-09-11 14:00:00,SOV/USDT,0.521,0.521,0.511,0.512,884.0449,454.1621179
1662901200,2022-09-11 13:00:00,SOV/USDT,0.526,0.526,0.516,0.521,320.0362,167.1505865
1662897600,2022-09-11 12:00:00,SOV/USDT,0.52,0.534,0.511,0.525,4099.425,2153.7742121
1662894000,2022-09-11 11:00:00,SOV/USDT,0.514,0.531,0.511,0.516,2181.4078,1129.182716
1662890400,2022-09-11 10:00:00,SOV/USDT,0.495,0.526,0.495,0.514,5523.1069,2816.2977727
1662886800,2022-09-11 09:00:00,SOV/USDT,0.494,0.495,0.494,0.494,2111.2193,1045.0401733
1662883200,2022-09-11 08:00:00,SOV/USDT,0.495,0.495,0.492,0.492,754.2796,372.2612986
1662879600,2022-09-11 07:00:00,SOV/USDT,0.494,0.494,0.494,0.494,0.234,0.115596
1662876000,2022-09-11 06:00:00,SOV/USDT,0.494,0.494,0.494,0.494,2.6675,1.317745
1662872400,2022-09-11 05:00:00,SOV/USDT,0.493,0.494,0.492,0.492,300.2592,147.7717869
1662868800,2022-09-11 04:00:00,SOV/USDT,0.493,0.495,0.493,0.495,150.5305,74.4865706
1662865200,2022-09-11 03:00:00,SOV/USDT,0.494,0.494,0.494,0.494,0,0
1662861600,2022-09-11 02:00:00,SOV/USDT,0.494,0.494,0.493,0.494,14.4571,7.1415202
1662858000,2022-09-11 01:00:00,SOV/USDT,0.492,0.492,0.492,0.492,786.8557,387.1330044
1662854400,2022-09-11 00:00:00,SOV/USDT,0.485,0.493,0.485,0.492,541.9499,266.6475659
1662850800,2022-09-10 23:00:00,SOV/USDT,0.494,0.494,0.484,0.492,64.492,31.5700994
1662847200,2022-09-10 22:00:00,SOV/USDT,0.492,0.494,0.492,0.494,492.9979,243.5377617
1662843600,2022-09-10 21:00:00,SOV/USDT,0.484,0.492,0.484,0.492,97.7171,48.0150552
1662840000,2022-09-10 20:00:00,SOV/USDT,0.497,0.497,0.486,0.486,368.9462,181.4758061
1662836400,2022-09-10 19:00:00,SOV/USDT,0.496,0.496,0.496,0.496,0.3526,0.1748896
1662832800,2022-09-10 18:00:00,SOV/USDT,0.495,0.498,0.495,0.496,427.7716,212.7228213
1662829200,2022-09-10 17:00:00,SOV/USDT,0.496,0.496,0.496,0.496,0,0
1662825600,2022-09-10 16:00:00,SOV/USDT,0.503,0.503,0.483,0.496,3983.0733,1945.1976632
1662822000,2022-09-10 15:00:00,SOV/USDT,0.503,0.503,0.503,0.503,0,0
1662818400,2022-09-10 14:00:00,SOV/USDT,0.503,0.503,0.501,0.503,571.0504,286.7661304
1662814800,2022-09-10 13:00:00,SOV/USDT,0.5,0.503,0.496,0.503,267.5979,134.5318969
1662811200,2022-09-10 12:00:00,SOV/USDT,0.504,0.504,0.504,0.504,49.6031,24.9999624
1662807600,2022-09-10 11:00:00,SOV/USDT,0.505,0.505,0.504,0.504,608.083,306.77884
1662804000,2022-09-10 10:00:00,SOV/USDT,0.507,0.507,0.5,0.505,66.4146,33.6014929
1662800400,2022-09-10 09:00:00,SOV/USDT,0.511,0.511,0.506,0.506,207.095,105.6324803
1662796800,2022-09-10 08:00:00,SOV/USDT,0.511,0.511,0.511,0.511,433.3366,221.4350026
1662793200,2022-09-10 07:00:00,SOV/USDT,0.517,0.517,0.502,0.511,980.322,497.2777872
1662789600,2022-09-10 06:00:00,SOV/USDT,0.515,0.518,0.515,0.517,4.5925,2.3714883
1662786000,2022-09-10 05:00:00,SOV/USDT,0.515,0.515,0.515,0.515,0,0
1662782400,2022-09-10 04:00:00,SOV/USDT,0.513,0.516,0.513,0.515,107.7703,55.4566011
1662778800,2022-09-10 03:00:00,SOV/USDT,0.508,0.513,0.508,0.513,98.619,50.5645821
1662775200,2022-09-10 02:00:00,SOV/USDT,0.498,0.508,0.498,0.508,227.081,114.6621695
1662771600,2022-09-10 01:00:00,SOV/USDT,0.498,0.498,0.498,0.498,0,0
1662768000,2022-09-10 00:00:00,SOV/USDT,0.494,0.498,0.494,0.498,5.7463,2.8503534
1662764400,2022-09-09 23:00:00,SOV/USDT,0.495,0.495,0.495,0.495,0,0
1662760800,2022-09-09 22:00:00,SOV/USDT,0.49,0.508,0.49,0.495,2073.759,1042.2470581
1662757200,2022-09-09 21:00:00,SOV/USDT,0.489,0.49,0.485,0.49,182.7898,88.8078019
1662753600,2022-09-09 20:00:00,SOV/USDT,0.49,0.49,0.489,0.489,11.9006,5.8308178
1662750000,2022-09-09 19:00:00,SOV/USDT,0.485,0.485,0.485,0.485,0,0
1662746400,2022-09-09 18:00:00,SOV/USDT,0.485,0.485,0.485,0.485,0,0
1662742800,2022-09-09 17:00:00,SOV/USDT,0.494,0.495,0.483,0.485,3787.7063,1839.0908426
1662739200,2022-09-09 16:00:00,SOV/USDT,0.494,0.494,0.494,0.494,2.674,1.320956
1662735600,2022-09-09 15:00:00,SOV/USDT,0.497,0.497,0.489,0.492,533.7885,261.7928862
1662732000,2022-09-09 14:00:00,SOV/USDT,0.5,0.503,0.489,0.496,575.1282,284.2936482
1662728400,2022-09-09 13:00:00,SOV/USDT,0.494,0.508,0.494,0.497,6936.8896,3472.6235499
1662724800,2022-09-09 12:00:00,SOV/USDT,0.509,0.509,0.494,0.494,806.5094,402.0211094
1662721200,2022-09-09 11:00:00,SOV/USDT,0.508,0.51,0.508,0.51,20.9062,10.6395473
1662717600,2022-09-09 10:00:00,SOV/USDT,0.506,0.506,0.506,0.506,1.2631,0.6391286
1662714000,2022-09-09 09:00:00,SOV/USDT,0.521,0.521,0.502,0.504,7527.4386,3819.3232616
1662710400,2022-09-09 08:00:00,SOV/USDT,0.517,0.517,0.517,0.517,0,0
1662706800,2022-09-09 07:00:00,SOV/USDT,0.53,0.53,0.517,0.517,868.3739,453.6328507
1662703200,2022-09-09 06:00:00,SOV/USDT,0.5,0.538,0.5,0.528,8501.283,4403.8648931
1662699600,2022-09-09 05:00:00,SOV/USDT,0.495,0.501,0.495,0.499,1466.9677,729.0556118
1662696000,2022-09-09 04:00:00,SOV/USDT,0.492,0.495,0.492,0.494,82.5758,40.8251415
1662692400,2022-09-09 03:00:00,SOV/USDT,0.493,0.493,0.488,0.488,538.6014,263.4617534
1662688800,2022-09-09 02:00:00,SOV/USDT,0.494,0.494,0.494,0.494,20.283,10.019802
1662685200,2022-09-09 01:00:00,SOV/USDT,0.493,0.493,0.49,0.49,116.1753,57.1607074
1662681600,2022-09-09 00:00:00,SOV/USDT,0.497,0.497,0.495,0.495,83.1361,41.2097702
1662678000,2022-09-08 23:00:00,SOV/USDT,0.497,0.497,0.497,0.497,7.1258,3.5415226
1662674400,2022-09-08 22:00:00,SOV/USDT,0.497,0.497,0.493,0.497,100.6016,49.8423997
1662670800,2022-09-08 21:00:00,SOV/USDT,0.501,0.501,0.493,0.493,1524.7206,753.6220748
1662667200,2022-09-08 20:00:00,SOV/USDT,0.5,0.502,0.498,0.5,94.5856,47.3469408
1662663600,2022-09-08 19:00:00,SOV/USDT,0.506,0.506,0.495,0.495,1385.9848,694.4851948
1662660000,2022-09-08 18:00:00,SOV/USDT,0.508,0.508,0.504,0.507,304.1281,153.9009039
1662656400,2022-09-08 17:00:00,SOV/USDT,0.493,0.508,0.493,0.508,1966.1767,992.2080981
1662652800,2022-09-08 16:00:00,SOV/USDT,0.493,0.495,0.493,0.494,69.485,34.3068183
1662649200,2022-09-08 15:00:00,SOV/USDT,0.502,0.504,0.49,0.49,2175.6342,1078.8362907
1662645600,2022-09-08 14:00:00,SOV/USDT,0.487,0.505,0.487,0.502,4750.6586,2389.4095307
1662642000,2022-09-08 13:00:00,SOV/USDT,0.484,0.484,0.484,0.484,0.8872,0.4294048
1662638400,2022-09-08 12:00:00,SOV/USDT,0.484,0.488,0.481,0.486,1318.5273,634.6905186
1662634800,2022-09-08 11:00:00,SOV/USDT,0.482,0.506,0.481,0.488,2068.9138,1002.894277
1662631200,2022-09-08 10:00:00,SOV/USDT,0.472,0.507,0.472,0.482,12360.6524,6063.4835552
1662627600,2022-09-08 09:00:00,SOV/USDT,0.469,0.485,0.468,0.472,1693.9834,815.4294395
1662624000,2022-09-08 08:00:00,SOV/USDT,0.466,0.466,0.466,0.466,0,0
1662620400,2022-09-08 07:00:00,SOV/USDT,0.469,0.472,0.466,0.466,421.4183,197.8653082
1662616800,2022-09-08 06:00:00,SOV/USDT,0.467,0.472,0.467,0.472,440.9202,206.8400908
1662613200,2022-09-08 05:00:00,SOV/USDT,0.463,0.47,0.463,0.469,1444.4712,676.4644832
1662609600,2022-09-08 04:00:00,SOV/USDT,0.468,0.468,0.455,0.465,3583.1617,1640.1381586
1662606000,2022-09-08 03:00:00,SOV/USDT,0.465,0.476,0.458,0.468,1114.2937,519.4317463
1662602400,2022-09-08 02:00:00,SOV/USDT,0.454,0.469,0.454,0.464,1504.1638,694.3576363
1662598800,2022-09-08 01:00:00,SOV/USDT,0.453,0.458,0.452,0.458,8326.4056,3788.7866407
1662595200,2022-09-08 00:00:00,SOV/USDT,0.462,0.462,0.445,0.454,6831.3386,3077.4909979
1662591600,2022-09-07 23:00:00,SOV/USDT,0.462,0.463,0.462,0.463,55.7225,25.7502476
1662588000,2022-09-07 22:00:00,SOV/USDT,0.464,0.464,0.451,0.462,2403.8129,1090.0889358
1662584400,2022-09-07 21:00:00,SOV/USDT,0.465,0.468,0.455,0.464,2043.0852,946.6643242
1662580800,2022-09-07 20:00:00,SOV/USDT,0.44,0.468,0.427,0.463,28333.2868,12617.8938599
1662577200,2022-09-07 19:00:00,SOV/USDT,0.465,0.466,0.428,0.443,31478.2014,13894.266719
1662573600,2022-09-07 18:00:00,SOV/USDT,0.463,0.471,0.448,0.468,5190.6505,2384.1246067
1662570000,2022-09-07 17:00:00,SOV/USDT,0.462,0.474,0.454,0.464,11643.9808,5401.8636511
1662566400,2022-09-07 16:00:00,SOV/USDT,0.462,0.474,0.448,0.453,28695.0589,13225.791114
1662562800,2022-09-07 15:00:00,SOV/USDT,0.464,0.474,0.46,0.46,7100.165,3306.8944569
1662559200,2022-09-07 14:00:00,SOV/USDT,0.461,0.469,0.46,0.464,3476.2186,1605.8178154
1662555600,2022-09-07 13:00:00,SOV/USDT,0.463,0.469,0.443,0.46,20669.2179,9378.5117025
1662552000,2022-09-07 12:00:00,SOV/USDT,0.504,0.504,0.46,0.464,18909.8409,8963.4176314
1662548400,2022-09-07 11:00:00,SOV/USDT,0.495,0.534,0.477,0.505,26960.9948,13385.2591872
1662544800,2022-09-07 10:00:00,SOV/USDT,0.628,0.641,0.481,0.491,96389.1229,52996.0728122
1662541200,2022-09-07 09:00:00,SOV/USDT,0.48,0.7,0.472,0.628,57516.535,34506.1404243
1662537600,2022-09-07 08:00:00,SOV/USDT,0.445,0.538,0.444,0.48,17424.4412,8561.1904635
1662534000,2022-09-07 07:00:00,SOV/USDT,0.446,0.446,0.446,0.446,10.7653,4.8013238
1662530400,2022-09-07 06:00:00,SOV/USDT,0.445,0.445,0.444,0.445,35.7704,15.9044982
1662526800,2022-09-07 05:00:00,SOV/USDT,0.447,0.447,0.443,0.447,171.0689,76.1408324
1662523200,2022-09-07 04:00:00,SOV/USDT,0.443,0.455,0.44,0.447,1039.8318,465.0336882
1662519600,2022-09-07 03:00:00,SOV/USDT,0.445,0.445,0.441,0.441,101.8649,45.0951948
1662516000,2022-09-07 02:00:00,SOV/USDT,0.45,0.45,0.44,0.445,1723.0779,761.7647051
1662512400,2022-09-07 01:00:00,SOV/USDT,0.453,0.454,0.451,0.451,17.8836,8.1074796
1662508800,2022-09-07 00:00:00,SOV/USDT,0.449,0.454,0.448,0.453,289.4038,130.5219228
1662505200,2022-09-06 23:00:00,SOV/USDT,0.453,0.454,0.443,0.449,1052.7896,472.5301675
1662501600,2022-09-06 22:00:00,SOV/USDT,0.448,0.461,0.447,0.454,1045.7472,475.2863256
1662498000,2022-09-06 21:00:00,SOV/USDT,0.448,0.448,0.44,0.447,652.6394,289.0311917
1662494400,2022-09-06 20:00:00,SOV/USDT,0.448,0.449,0.447,0.447,179.5163,80.4953402
1662490800,2022-09-06 19:00:00,SOV/USDT,0.463,0.463,0.447,0.448,3951.92,1774.5697474
1662487200,2022-09-06 18:00:00,SOV/USDT,0.457,0.47,0.456,0.462,859.2532,397.8951271
1662483600,2022-09-06 17:00:00,SOV/USDT,0.463,0.463,0.457,0.457,52.0909,23.8880554
1662480000,2022-09-06 16:00:00,SOV/USDT,0.469,0.469,0.464,0.466,119.8459,55.9136386
1662476400,2022-09-06 15:00:00,SOV/USDT,0.47,0.47,0.47,0.47,32.2272,15.146784
1662472800,2022-09-06 14:00:00,SOV/USDT,0.47,0.472,0.466,0.466,294.6898,138.5070058
1662469200,2022-09-06 13:00:00,SOV/USDT,0.484,0.484,0.466,0.466,567.2318,266.9570069
1662465600,2022-09-06 12:00:00,SOV/USDT,0.485,0.493,0.473,0.488,1154.5859,561.0823914
1662462000,2022-09-06 11:00:00,SOV/USDT,0.485,0.485,0.485,0.485,0.4,0.194
1662458400,2022-09-06 10:00:00,SOV/USDT,0.482,0.486,0.48,0.482,1064.5551,514.3929247
1662454800,2022-09-06 09:00:00,SOV/USDT,0.48,0.48,0.48,0.48,56.0826,26.919648
1662451200,2022-09-06 08:00:00,SOV/USDT,0.479,0.481,0.479,0.48,346.939,166.4541427
1662447600,2022-09-06 07:00:00,SOV/USDT,0.479,0.479,0.479,0.479,5.2849,2.5314671
1662444000,2022-09-06 06:00:00,SOV/USDT,0.477,0.481,0.477,0.481,631.8091,302.18264
1662440400,2022-09-06 05:00:00,SOV/USDT,0.483,0.483,0.471,0.476,312.6085,149.0932445
1662436800,2022-09-06 04:00:00,SOV/USDT,0.488,0.489,0.484,0.484,77.4748,37.6961694
1662433200,2022-09-06 03:00:00,SOV/USDT,0.489,0.489,0.482,0.485,138.0237,66.9009611
