https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FITFI,Volume USDT
1662163200,2022-09-03 00:00:00,FITFI/USDT,0.0783,0.0795,0.0749,0.0766,1255418.70162091,96335.104541923995
1662076800,2022-09-02 00:00:00,FITFI/USDT,0.076,0.0797,0.075,0.0782,1740444.59293402,134266.15739483744
1661990400,2022-09-01 00:00:00,FITFI/USDT,0.0754,0.0798,0.073,0.0761,3332934.30740586,251570.484621979896
1661904000,2022-08-31 00:00:00,FITFI/USDT,0.0784,0.0819,0.0724,0.0756,4973418.53490693,380645.457534179712
1661817600,2022-08-30 00:00:00,FITFI/USDT,0.0848,0.0877,0.0755,0.0783,3943188.06648979,325108.441816686016
1661731200,2022-08-29 00:00:00,FITFI/USDT,0.0805,0.0893,0.0786,0.0845,7166241.69595236,605287.134183669338
1661644800,2022-08-28 00:00:00,FITFI/USDT,0.0772,0.0919,0.0766,0.0805,6237942.51868497,508986.832422007507
1661558400,2022-08-27 00:00:00,FITFI/USDT,0.0731,0.0785,0.0711,0.0768,4747103.84434686,357607.951701631643
1661472000,2022-08-26 00:00:00,FITFI/USDT,0.0887,0.0887,0.0705,0.0734,8697482.70598996,712968.923252298626
1661385600,2022-08-25 00:00:00,FITFI/USDT,0.086,0.0905,0.086,0.0887,3013072.11180864,266244.370677218989
1661299200,2022-08-24 00:00:00,FITFI/USDT,0.0876,0.0909,0.0853,0.0859,4017659.68130455,352589.744266838961
1661212800,2022-08-23 00:00:00,FITFI/USDT,0.0855,0.0914,0.0845,0.0876,4498529.54642229,393991.014405318214
1661126400,2022-08-22 00:00:00,FITFI/USDT,0.0919,0.0919,0.0832,0.0858,6139985.56590951,531350.254307359081
1661040000,2022-08-21 00:00:00,FITFI/USDT,0.089,0.0937,0.0875,0.0916,5958407.43237071,538195.020368945868
1660953600,2022-08-20 00:00:00,FITFI/USDT,0.0841,0.0947,0.0841,0.0888,9545013.34801244,846876.471400471131
1660867200,2022-08-19 00:00:00,FITFI/USDT,0.0979,0.098,0.0816,0.0838,15093004.77347708,1317408.363228510344
1660780800,2022-08-18 00:00:00,FITFI/USDT,0.1075,0.1117,0.0968,0.0979,9428222.72807681,1014323.125414119644
1660694400,2022-08-17 00:00:00,FITFI/USDT,0.111,0.1205,0.1019,0.1084,10534190.23606326,1164229.266096896255
1660608000,2022-08-16 00:00:00,FITFI/USDT,0.1203,0.1325,0.109,0.1108,8787980.70774337,1046851.258763082626
1660521600,2022-08-15 00:00:00,FITFI/USDT,0.1301,0.1351,0.1171,0.1198,5627542.98898836,716627.782343088026
1660435200,2022-08-14 00:00:00,FITFI/USDT,0.141,0.1524,0.1234,0.13,11246452.19323181,1535246.770799082062
1660348800,2022-08-13 00:00:00,FITFI/USDT,0.1246,0.1556,0.12,0.141,15139674.13799963,2056634.303696230903
1660262400,2022-08-12 00:00:00,FITFI/USDT,0.1123,0.1284,0.1112,0.1252,5777626.53147213,703541.403040467596
1660176000,2022-08-11 00:00:00,FITFI/USDT,0.119,0.1278,0.1114,0.1123,4195766.27859921,496608.7985307412
1660089600,2022-08-10 00:00:00,FITFI/USDT,0.1101,0.128,0.1052,0.1195,3678244.44023484,426540.004717716737
1660003200,2022-08-09 00:00:00,FITFI/USDT,0.1143,0.1235,0.1019,0.1106,7137694.45586475,815149.639878985452
1659916800,2022-08-08 00:00:00,FITFI/USDT,0.1043,0.1162,0.1039,0.1139,3017544.77100445,333178.297966703414
1659830400,2022-08-07 00:00:00,FITFI/USDT,0.106,0.1072,0.1031,0.1042,1743349.15117792,182939.462141453438
1659744000,2022-08-06 00:00:00,FITFI/USDT,0.098,0.1113,0.0967,0.106,6493473.03369098,669405.630974607019
1659657600,2022-08-05 00:00:00,FITFI/USDT,0.095,0.0989,0.0942,0.0977,4057927.71043894,391300.66849175388
1659571200,2022-08-04 00:00:00,FITFI/USDT,0.0927,0.101,0.0918,0.0951,3739855.12363182,358389.862932862869
1659484800,2022-08-03 00:00:00,FITFI/USDT,0.0922,0.0984,0.0912,0.0928,2978743.08748247,283984.435411111813
1659398400,2022-08-02 00:00:00,FITFI/USDT,0.0914,0.099,0.0878,0.0923,3847202.85261477,353052.885165701539
1659312000,2022-08-01 00:00:00,FITFI/USDT,0.091,0.096,0.0868,0.0915,4872168.38176989,445524.454813921655
1659225600,2022-07-31 00:00:00,FITFI/USDT,0.0959,0.0986,0.0871,0.0912,5759618.232103,547659.782515113436
1659139200,2022-07-30 00:00:00,FITFI/USDT,0.0996,0.1067,0.095,0.0964,5939644.52225686,591771.958122577332
1659052800,2022-07-29 00:00:00,FITFI/USDT,0.1055,0.1173,0.0948,0.0996,15173038.79390834,1608205.847113557581
1658966400,2022-07-28 00:00:00,FITFI/USDT,0.0958,0.1088,0.0918,0.1054,16039655.96715769,1594171.206236485906
1658880000,2022-07-27 00:00:00,FITFI/USDT,0.0884,0.1009,0.0843,0.0955,11014500.85760916,1001649.406666348226
1658793600,2022-07-26 00:00:00,FITFI/USDT,0.0843,0.094,0.0802,0.0884,5511578.84566051,467988.422554604635
1658707200,2022-07-25 00:00:00,FITFI/USDT,0.0992,0.0998,0.0843,0.0844,9978075.45686554,910553.459515767061
1658620800,2022-07-24 00:00:00,FITFI/USDT,0.1022,0.1087,0.0967,0.099,9256813.79648624,946065.155903461454
1658534400,2022-07-23 00:00:00,FITFI/USDT,0.1127,0.1186,0.0957,0.1021,12137916.84838331,1255220.746154106411
1658448000,2022-07-22 00:00:00,FITFI/USDT,0.124,0.1343,0.1099,0.1127,12227464.74877178,1512720.928394429787
1658361600,2022-07-21 00:00:00,FITFI/USDT,0.0995,0.1335,0.0952,0.1238,14697054.60535771,1686739.662372961733
1658275200,2022-07-20 00:00:00,FITFI/USDT,0.0887,0.1188,0.0862,0.0994,11667405.81692876,1216068.085399130019
1658188800,2022-07-19 00:00:00,FITFI/USDT,0.0932,0.0992,0.0863,0.0886,8285368.68992796,763026.092989653891
1658102400,2022-07-18 00:00:00,FITFI/USDT,0.0696,0.0946,0.0696,0.0936,8692553.11318291,734533.275831635135
1658016000,2022-07-17 00:00:00,FITFI/USDT,0.0717,0.0724,0.0693,0.0695,1648596.57127417,116948.364983483338
1657929600,2022-07-16 00:00:00,FITFI/USDT,0.0722,0.0734,0.0694,0.0716,1875674.19646146,133680.376692733118
1657843200,2022-07-15 00:00:00,FITFI/USDT,0.0734,0.0747,0.0701,0.0721,2112406.54270284,152829.391621868223
1657756800,2022-07-14 00:00:00,FITFI/USDT,0.072,0.0749,0.0691,0.0731,1190087.00868352,86176.494571207404
1657670400,2022-07-13 00:00:00,FITFI/USDT,0.0694,0.0727,0.0667,0.0718,1074334.81468461,75356.641235668515
1657584000,2022-07-12 00:00:00,FITFI/USDT,0.0684,0.0721,0.0674,0.0693,1212110.18094372,84588.773114365411
1657497600,2022-07-11 00:00:00,FITFI/USDT,0.078,0.0785,0.0666,0.0684,1048374.49161617,75967.596195911878
1657411200,2022-07-10 00:00:00,FITFI/USDT,0.079,0.0804,0.077,0.0784,863473.2150584,68038.789409093869
1657324800,2022-07-09 00:00:00,FITFI/USDT,0.0787,0.081,0.0757,0.0788,1124493.9292343,88421.608902196024
1657238400,2022-07-08 00:00:00,FITFI/USDT,0.0822,0.0836,0.0788,0.0788,1566048.23704997,126606.620886298966
1657152000,2022-07-07 00:00:00,FITFI/USDT,0.08,0.0827,0.0793,0.082,1659061.65710553,134012.096943791966
1657065600,2022-07-06 00:00:00,FITFI/USDT,0.0813,0.0819,0.0789,0.0801,2608531.06566094,209234.907568430505
1656979200,2022-07-05 00:00:00,FITFI/USDT,0.0871,0.0893,0.0772,0.0811,4140638.31225366,341028.642692915799
1656892800,2022-07-04 00:00:00,FITFI/USDT,0.081,0.0874,0.0796,0.087,3299458.23872483,272721.251174478786
1656806400,2022-07-03 00:00:00,FITFI/USDT,0.0779,0.0834,0.0773,0.0808,4557750.95582111,367721.016936383351
1656720000,2022-07-02 00:00:00,FITFI/USDT,0.0815,0.0821,0.0701,0.0779,5567281.35490887,434382.702116270308
1656633600,2022-07-01 00:00:00,FITFI/USDT,0.0817,0.0933,0.0785,0.0816,8044034.99367402,678253.5078075708
1656547200,2022-06-30 00:00:00,FITFI/USDT,0.0807,0.0863,0.0722,0.0816,7951461.67290521,622115.836905226251
1656460800,2022-06-29 00:00:00,FITFI/USDT,0.0815,0.0845,0.0796,0.081,6913143.32518683,569106.993683123851
1656374400,2022-06-28 00:00:00,FITFI/USDT,0.0941,0.0974,0.0809,0.0817,7789640.82612938,710377.241390189176
1656288000,2022-06-27 00:00:00,FITFI/USDT,0.0988,0.1019,0.0899,0.0937,8657680.80911578,822998.950784796331
1656201600,2022-06-26 00:00:00,FITFI/USDT,0.101,0.1057,0.0985,0.0991,10386480.00253799,1063369.443906586778
1656115200,2022-06-25 00:00:00,FITFI/USDT,0.1036,0.1038,0.0973,0.1009,6550082.52071737,657273.721708116647
1656028800,2022-06-24 00:00:00,FITFI/USDT,0.1024,0.1066,0.099,0.1033,6731215.46464145,694344.052181494969
1655942400,2022-06-23 00:00:00,FITFI/USDT,0.0968,0.1067,0.0965,0.1027,7904648.99327997,809323.009963822163
1655856000,2022-06-22 00:00:00,FITFI/USDT,0.104,0.1166,0.0965,0.0968,18298086.12312726,1985330.232898721954
1655769600,2022-06-21 00:00:00,FITFI/USDT,0.1001,0.1149,0.0973,0.1042,9964812.03219956,1057850.422301575169
1655683200,2022-06-20 00:00:00,FITFI/USDT,0.0994,0.1184,0.0952,0.1,15074347.91568673,1573730.601673782333
1655596800,2022-06-19 00:00:00,FITFI/USDT,0.0852,0.1141,0.0792,0.0991,20582868.53615449,1981641.646651949992
1655510400,2022-06-18 00:00:00,FITFI/USDT,0.0887,0.0926,0.0752,0.085,10832051.41189525,898212.833589804296
1655424000,2022-06-17 00:00:00,FITFI/USDT,0.0861,0.0953,0.0848,0.0891,8795674.38392967,787238.931140233753
1655337600,2022-06-16 00:00:00,FITFI/USDT,0.1056,0.1227,0.0811,0.0865,29975525.60148935,2956863.472901803513
1655251200,2022-06-15 00:00:00,FITFI/USDT,0.0677,0.1097,0.0613,0.1062,40814387.98035127,3572866.253329052819
1655164800,2022-06-14 00:00:00,FITFI/USDT,0.0576,0.0778,0.0553,0.0678,14297766.65605059,926695.184890155644
1655078400,2022-06-13 00:00:00,FITFI/USDT,0.0539,0.07,0.051,0.0576,28438488.54715722,1733217.929529043341
1654992000,2022-06-12 00:00:00,FITFI/USDT,0.0584,0.0627,0.0497,0.0542,12853500.24210106,705470.014024892344
1654905600,2022-06-11 00:00:00,FITFI/USDT,0.0673,0.0733,0.0553,0.0583,12771448.25872822,789564.207662999386
1654819200,2022-06-10 00:00:00,FITFI/USDT,0.0796,0.082,0.0624,0.0672,11052403.90966254,777954.51495534562
1654732800,2022-06-09 00:00:00,FITFI/USDT,0.0743,0.0873,0.0734,0.08,8759747.341233,707801.20668917734
1654646400,2022-06-08 00:00:00,FITFI/USDT,0.1035,0.1047,0.0736,0.0737,8865633.79870992,820954.588003365866
1654560000,2022-06-07 00:00:00,FITFI/USDT,0.1131,0.1131,0.1,0.1038,8418783.65054688,888260.893494524187
1654473600,2022-06-06 00:00:00,FITFI/USDT,0.1076,0.1202,0.1059,0.1134,9171574.34553016,1032568.18862304934
1654387200,2022-06-05 00:00:00,FITFI/USDT,0.1155,0.1159,0.1059,0.1078,3753262.26518544,413202.656631285726
1654300800,2022-06-04 00:00:00,FITFI/USDT,0.117,0.118,0.114,0.1158,2367628.31369801,274551.148127599144
1654214400,2022-06-03 00:00:00,FITFI/USDT,0.1244,0.1244,0.1119,0.1171,3120767.5335854,367745.598874357652
1654128000,2022-06-02 00:00:00,FITFI/USDT,0.117,0.1267,0.1154,0.1247,5493355.60514539,665193.806363469308
1654041600,2022-06-01 00:00:00,FITFI/USDT,0.1322,0.1346,0.1135,0.1177,12391563.5859895,1528499.325791234661
1653955200,2022-05-31 00:00:00,FITFI/USDT,0.143,0.1542,0.128,0.1322,14089085.81362414,1994407.541426609444
1653868800,2022-05-30 00:00:00,FITFI/USDT,0.1155,0.16,0.1149,0.1434,17499664.66271963,2270408.642297024083
1653782400,2022-05-29 00:00:00,FITFI/USDT,0.1181,0.124,0.1021,0.1153,13939949.45725894,1622735.891686289263
1653696000,2022-05-28 00:00:00,FITFI/USDT,0.1155,0.138,0.1117,0.118,18892497.59611816,2313989.515758408383
1653609600,2022-05-27 00:00:00,FITFI/USDT,0.104,0.1217,0.1,0.1154,14444135.77316553,1596745.191409735262
1653523200,2022-05-26 00:00:00,FITFI/USDT,0.1307,0.14,0.1002,0.1043,19530573.698399,2322001.599965419964
1653436800,2022-05-25 00:00:00,FITFI/USDT,0.1515,0.1659,0.1248,0.1305,10784421.25626653,1571850.967385702692
1653350400,2022-05-24 00:00:00,FITFI/USDT,0.1711,0.1746,0.14,0.1511,10485236.90134703,1611381.490722973559
1653264000,2022-05-23 00:00:00,FITFI/USDT,0.1741,0.1966,0.1673,0.1711,11679210.7250637,2073180.792272914366
1653177600,2022-05-22 00:00:00,FITFI/USDT,0.1758,0.188,0.1653,0.174,9108911.32160125,1604446.58464336768
1653091200,2022-05-21 00:00:00,FITFI/USDT,0.1931,0.1978,0.162,0.1756,9627113.50026663,1742068.101983485702
1653004800,2022-05-20 00:00:00,FITFI/USDT,0.2108,0.2197,0.1848,0.1932,8713408.84525518,1733858.369362099838
1652918400,2022-05-19 00:00:00,FITFI/USDT,0.1879,0.2258,0.1862,0.2108,9867161.52456462,2031347.794563278587
1652832000,2022-05-18 00:00:00,FITFI/USDT,0.2455,0.2481,0.184,0.187,12454829.2731872,2591087.121415215866
1652745600,2022-05-17 00:00:00,FITFI/USDT,0.246,0.2602,0.2312,0.2453,8282469.01437169,2056024.708344368239
1652659200,2022-05-16 00:00:00,FITFI/USDT,0.289,0.2898,0.2243,0.246,12727502.44396741,3205405.310962212192
1652572800,2022-05-15 00:00:00,FITFI/USDT,0.27,0.297,0.2338,0.29,9829894.92139463,2516607.399127102549
1652486400,2022-05-14 00:00:00,FITFI/USDT,0.264,0.3,0.1856,0.2703,19673209.88261373,4716654.947852732359
1652400000,2022-05-13 00:00:00,FITFI/USDT,0.178,0.3234,0.17,0.264,23413716.81638931,6298498.840034765025
1652313600,2022-05-12 00:00:00,FITFI/USDT,0.1628,0.2282,0.0781,0.178,31289406.56212438,4730815.20976580101
1652227200,2022-05-11 00:00:00,FITFI/USDT,0.4024,0.4213,0.1193,0.1628,26172030.19095762,6779431.743955441737
1652140800,2022-05-10 00:00:00,FITFI/USDT,0.3223,0.45,0.2765,0.4018,15755654.46431867,6036625.337315334944
1652054400,2022-05-09 00:00:00,FITFI/USDT,0.5673,0.5684,0.3151,0.3216,20706357.55385974,8668239.005946458618
1651968000,2022-05-08 00:00:00,FITFI/USDT,0.6645,0.6652,0.5521,0.567,7192149.42964494,4350955.223801265655
1651881600,2022-05-07 00:00:00,FITFI/USDT,0.6547,0.7099,0.595,0.6644,8788534.38000315,5789944.618781728189
1651795200,2022-05-06 00:00:00,FITFI/USDT,0.48,0.7024,0.48,0.6537,10197966.10594573,6426521.36900653152
