https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume NGN,tradecount
1612598400000,2021-02-06 08:00:00,ETH/NGN,768138.00000000,782356.00000000,760000.00000000,771974.00000000,63.40234000,48963603.29678000,1213
1612594800000,2021-02-06 07:00:00,ETH/NGN,779714.00000000,779716.00000000,760738.00000000,768146.00000000,63.25064000,48547685.41952000,1146
1612591200000,2021-02-06 06:00:00,ETH/NGN,774374.00000000,779716.00000000,768851.00000000,779714.00000000,38.54229000,29859199.44426000,398
1612587600000,2021-02-06 05:00:00,ETH/NGN,777003.00000000,781899.00000000,765487.00000000,774376.00000000,53.83122000,41519515.40991000,704
1612584000000,2021-02-06 04:00:00,ETH/NGN,783001.00000000,786995.00000000,776999.00000000,777003.00000000,24.69399000,19272471.51574000,179
1612580400000,2021-02-06 03:00:00,ETH/NGN,786005.00000000,790782.00000000,776001.00000000,787002.00000000,66.73785000,52343007.53139000,332
1612576800000,2021-02-06 02:00:00,ETH/NGN,784456.00000000,794383.00000000,783840.00000000,786005.00000000,33.90583000,26699080.85587000,313
1612573200000,2021-02-06 01:00:00,ETH/NGN,808500.00000000,809544.00000000,773689.00000000,790383.00000000,56.28428000,44640093.48350000,605
1612569600000,2021-02-06 00:00:00,ETH/NGN,811624.00000000,819786.00000000,806225.00000000,808500.00000000,22.58520000,18376306.38730000,672
1612566000000,2021-02-05 23:00:00,ETH/NGN,808950.00000000,812294.00000000,803617.00000000,811624.00000000,48.16130000,38921952.52701000,533
1612562400000,2021-02-05 22:00:00,ETH/NGN,816716.00000000,820786.00000000,803116.00000000,805000.00000000,41.02240000,33325126.28950000,387
1612558800000,2021-02-05 21:00:00,ETH/NGN,821854.00000000,822997.00000000,815290.00000000,816716.00000000,75.97012000,62317632.98475000,477
1612555200000,2021-02-05 20:00:00,ETH/NGN,812024.00000000,823000.00000000,805920.00000000,817855.00000000,55.47194000,45172223.35278000,484
1612551600000,2021-02-05 19:00:00,ETH/NGN,804894.00000000,819787.00000000,802692.00000000,812018.00000000,73.26471000,59515035.75194000,661
1612548000000,2021-02-05 18:00:00,ETH/NGN,825001.00000000,829978.00000000,805385.00000000,805385.00000000,110.69124000,90386673.67658000,763
1612544400000,2021-02-05 17:00:00,ETH/NGN,825458.00000000,834104.00000000,823418.00000000,825000.00000000,103.54095000,85689832.79317000,1165
1612540800000,2021-02-05 16:00:00,ETH/NGN,831999.00000000,842107.00000000,818000.00000000,825457.00000000,181.40475000,151138310.84907000,2281
1612537200000,2021-02-05 15:00:00,ETH/NGN,827899.00000000,833000.00000000,818092.00000000,829185.00000000,179.29423000,148218825.39265000,1859
1612533600000,2021-02-05 14:00:00,ETH/NGN,817242.00000000,834945.00000000,814535.00000000,827899.00000000,280.42485000,230480412.70823000,1919
1612530000000,2021-02-05 13:00:00,ETH/NGN,799441.00000000,822149.00000000,795320.00000000,817240.00000000,230.38608000,185544110.59369000,999
1612526400000,2021-02-05 12:00:00,ETH/NGN,795501.00000000,802000.00000000,793797.00000000,799968.00000000,86.69601000,69249430.96863000,521
1612522800000,2021-02-05 11:00:00,ETH/NGN,791032.00000000,798000.00000000,788952.00000000,798000.00000000,102.59294000,81427924.56758000,407
1612519200000,2021-02-05 10:00:00,ETH/NGN,791600.00000000,799352.00000000,785366.00000000,792000.00000000,56.09069000,44436880.12629000,375
1612515600000,2021-02-05 09:00:00,ETH/NGN,800998.00000000,804000.00000000,791441.00000000,794479.00000000,59.60743000,47581713.93769000,434
1612512000000,2021-02-05 08:00:00,ETH/NGN,798325.00000000,804000.00000000,791441.00000000,800997.00000000,89.17359000,71143498.16203000,463
1612508400000,2021-02-05 07:00:00,ETH/NGN,793119.00000000,802999.00000000,790860.00000000,798325.00000000,74.53416000,59468680.53378000,426
1612504800000,2021-02-05 06:00:00,ETH/NGN,787047.00000000,798999.00000000,784999.00000000,793119.00000000,41.64358000,33060938.86638000,390
1612501200000,2021-02-05 05:00:00,ETH/NGN,787072.00000000,788999.00000000,780165.00000000,787047.00000000,11.39117000,8945062.84507000,177
1612497600000,2021-02-05 04:00:00,ETH/NGN,788252.00000000,789822.00000000,782692.00000000,783751.00000000,35.02433000,27534500.16518000,237
1612494000000,2021-02-05 03:00:00,ETH/NGN,779031.00000000,794886.00000000,779031.00000000,785384.00000000,31.07442000,24523860.94835000,200
1612490400000,2021-02-05 02:00:00,ETH/NGN,771919.00000000,778085.00000000,767032.00000000,775359.00000000,19.36614000,14916429.82153000,170
1612486800000,2021-02-05 01:00:00,ETH/NGN,778079.00000000,780434.00000000,767023.00000000,767032.00000000,27.07289000,20953341.32561000,217
1612483200000,2021-02-05 00:00:00,ETH/NGN,768000.00000000,780437.00000000,766174.00000000,774250.00000000,82.32768000,63428222.61388000,280
1612479600000,2021-02-04 23:00:00,ETH/NGN,781985.00000000,784059.00000000,765000.00000000,767344.00000000,48.62659000,37606567.87479000,426
1612476000000,2021-02-04 22:00:00,ETH/NGN,790158.00000000,790158.00000000,770737.00000000,781956.00000000,65.78184000,51326752.61518000,577
1612472400000,2021-02-04 21:00:00,ETH/NGN,797896.00000000,800693.00000000,785002.00000000,787911.00000000,92.32195000,73371124.05649000,480
1612468800000,2021-02-04 20:00:00,ETH/NGN,796889.00000000,804999.00000000,791400.00000000,798610.00000000,161.66019000,129180565.64715000,675
1612465200000,2021-02-04 19:00:00,ETH/NGN,795795.00000000,801000.00000000,787102.00000000,795560.00000000,182.53388000,145159207.11411000,557
1612461600000,2021-02-04 18:00:00,ETH/NGN,783970.00000000,795795.00000000,781500.00000000,795795.00000000,104.65329000,82658753.54397000,864
1612458000000,2021-02-04 17:00:00,ETH/NGN,787480.00000000,792997.00000000,776497.00000000,783970.00000000,143.50848000,113080820.27832000,907
1612454400000,2021-02-04 16:00:00,ETH/NGN,764845.00000000,787480.00000000,756299.00000000,784818.00000000,139.37816000,107386898.42912000,714
1612450800000,2021-02-04 15:00:00,ETH/NGN,765472.00000000,769948.00000000,750000.00000000,761598.00000000,119.03957000,90200781.09501000,800
1612447200000,2021-02-04 14:00:00,ETH/NGN,781611.00000000,786400.00000000,762463.00000000,765517.00000000,181.71299000,140561773.96845000,769
1612443600000,2021-02-04 13:00:00,ETH/NGN,786300.00000000,789253.00000000,776439.00000000,781611.00000000,40.34077000,31529723.11330000,458
1612440000000,2021-02-04 12:00:00,ETH/NGN,775055.00000000,790999.00000000,772800.00000000,786322.00000000,63.95936000,50083499.22842000,510
1612436400000,2021-02-04 11:00:00,ETH/NGN,791923.00000000,791923.00000000,775056.00000000,775056.00000000,76.72133000,60068630.33444000,522
1612432800000,2021-02-04 10:00:00,ETH/NGN,793324.00000000,796886.00000000,785001.00000000,791922.00000000,96.55137000,76250876.26316000,598
1612429200000,2021-02-04 09:00:00,ETH/NGN,784890.00000000,796888.00000000,750000.00000000,786565.00000000,360.23602000,280322205.05595000,1145
1612425600000,2021-02-04 08:00:00,ETH/NGN,800300.00000000,811000.00000000,784026.00000000,785706.00000000,195.03362000,156780917.09306000,1011
1612422000000,2021-02-04 07:00:00,ETH/NGN,803001.00000000,809949.00000000,800030.00000000,800322.00000000,106.19812000,85384399.22167000,671
1612418400000,2021-02-04 06:00:00,ETH/NGN,794987.00000000,806000.00000000,792000.00000000,803998.00000000,51.08431000,40924014.02511000,465
1612414800000,2021-02-04 05:00:00,ETH/NGN,799002.00000000,805999.00000000,794313.00000000,794987.00000000,88.24756000,70657887.23399000,564
1612411200000,2021-02-04 04:00:00,ETH/NGN,789282.00000000,804172.00000000,786089.00000000,802052.00000000,62.93822000,50203287.46246000,386
1612407600000,2021-02-04 03:00:00,ETH/NGN,804649.00000000,809337.00000000,786089.00000000,788230.00000000,140.80091000,112667440.79733000,521
1612404000000,2021-02-04 02:00:00,ETH/NGN,809999.00000000,811000.00000000,789769.00000000,802289.00000000,93.98741000,75319923.42381000,633
1612400400000,2021-02-04 01:00:00,ETH/NGN,800999.00000000,810000.00000000,797713.00000000,807890.00000000,160.38771000,129160974.56449000,719
1612396800000,2021-02-04 00:00:00,ETH/NGN,794003.00000000,805000.00000000,794002.00000000,801000.00000000,130.44571000,104283582.73077000,838
1612393200000,2021-02-03 23:00:00,ETH/NGN,784303.00000000,798000.00000000,782652.00000000,797997.00000000,155.68443000,123173136.62962000,745
1612389600000,2021-02-03 22:00:00,ETH/NGN,783002.00000000,790990.00000000,781108.00000000,784095.00000000,78.37487000,61726245.71530000,558
1612386000000,2021-02-03 21:00:00,ETH/NGN,784487.00000000,790000.00000000,777500.00000000,783002.00000000,86.14522000,67594007.59517000,526
1612382400000,2021-02-03 20:00:00,ETH/NGN,775074.00000000,785500.00000000,768000.00000000,781100.00000000,56.57254000,44032988.46381000,577
1612378800000,2021-02-03 19:00:00,ETH/NGN,790205.00000000,794398.00000000,775074.00000000,775074.00000000,164.13255000,128568945.17897000,973
1612375200000,2021-02-03 18:00:00,ETH/NGN,789951.00000000,794455.00000000,780592.00000000,790205.00000000,148.90939000,117272766.07647000,1480
1612371600000,2021-02-03 17:00:00,ETH/NGN,768932.00000000,790000.00000000,765302.00000000,789951.00000000,147.27097000,114448683.27409000,1227
1612368000000,2021-02-03 16:00:00,ETH/NGN,767000.00000000,775000.00000000,757500.00000000,771000.00000000,278.88882000,214219203.13131000,1430
1612364400000,2021-02-03 15:00:00,ETH/NGN,747365.00000000,767499.00000000,744322.00000000,767000.00000000,167.95529000,127479349.75663000,1013
1612360800000,2021-02-03 14:00:00,ETH/NGN,742805.00000000,748600.00000000,739000.00000000,747365.00000000,98.56157000,73321479.59336000,483
1612357200000,2021-02-03 13:00:00,ETH/NGN,742983.00000000,751333.00000000,737000.00000000,742805.00000000,90.51379000,67531875.06508000,543
1612353600000,2021-02-03 12:00:00,ETH/NGN,740067.00000000,744441.00000000,732482.00000000,742994.00000000,59.76776000,44236872.84886000,355
1612350000000,2021-02-03 11:00:00,ETH/NGN,736099.00000000,745000.00000000,734342.00000000,735850.00000000,68.92609000,51122443.48073000,581
1612346400000,2021-02-03 10:00:00,ETH/NGN,732942.00000000,736520.00000000,725691.00000000,736520.00000000,61.47005000,44926884.93996000,457
1612342800000,2021-02-03 09:00:00,ETH/NGN,734098.00000000,738530.00000000,723237.00000000,732949.00000000,64.49367000,47044448.15215000,559
1612339200000,2021-02-03 08:00:00,ETH/NGN,735507.00000000,739000.00000000,724000.00000000,734099.00000000,99.59852000,72903296.33083000,857
1612335600000,2021-02-03 07:00:00,ETH/NGN,743836.00000000,746966.00000000,735000.00000000,735501.00000000,61.18257000,45267888.06624000,510
1612332000000,2021-02-03 06:00:00,ETH/NGN,735975.00000000,748378.00000000,735975.00000000,746987.00000000,90.64818000,67339036.01799000,648
1612328400000,2021-02-03 05:00:00,ETH/NGN,743000.00000000,746203.00000000,735972.00000000,738481.00000000,49.65884000,36695029.61025000,411
1612324800000,2021-02-03 04:00:00,ETH/NGN,737000.00000000,746999.00000000,737000.00000000,743000.00000000,48.25624000,35833702.28596000,372
1612321200000,2021-02-03 03:00:00,ETH/NGN,731770.00000000,740000.00000000,730315.00000000,735002.00000000,51.05610000,37575019.70309000,433
1612317600000,2021-02-03 02:00:00,ETH/NGN,726026.00000000,731000.00000000,721089.00000000,731000.00000000,21.03984000,15285391.36187000,201
1612314000000,2021-02-03 01:00:00,ETH/NGN,727500.00000000,730509.00000000,722134.00000000,726006.00000000,23.58467000,17118731.81620000,267
1612310400000,2021-02-03 00:00:00,ETH/NGN,728997.00000000,737999.00000000,725807.00000000,727500.00000000,25.79237000,18848714.39330000,299
1612306800000,2021-02-02 23:00:00,ETH/NGN,735799.00000000,738781.00000000,723783.00000000,725252.00000000,67.49966000,49520906.15825000,513
1612303200000,2021-02-02 22:00:00,ETH/NGN,730498.00000000,744866.00000000,728004.00000000,735799.00000000,108.28334000,79911565.79737000,659
1612299600000,2021-02-02 21:00:00,ETH/NGN,736000.00000000,738346.00000000,725853.00000000,728001.00000000,93.32073000,68392883.75862000,764
1612296000000,2021-02-02 20:00:00,ETH/NGN,728992.00000000,743187.00000000,717937.00000000,736000.00000000,270.33531000,197531651.82448000,1383
1612292400000,2021-02-02 19:00:00,ETH/NGN,719801.00000000,730000.00000000,712793.00000000,726069.00000000,172.67783000,124204669.62402000,764
1612288800000,2021-02-02 18:00:00,ETH/NGN,709065.00000000,719802.00000000,709055.00000000,718001.00000000,134.89076000,96273335.62854000,844
1612285200000,2021-02-02 17:00:00,ETH/NGN,720994.00000000,721983.00000000,702493.00000000,709051.00000000,166.66697000,118817058.64028000,928
1612281600000,2021-02-02 16:00:00,ETH/NGN,688284.00000000,725770.00000000,685459.00000000,718000.00000000,392.50759000,277869212.04577000,1817
1612278000000,2021-02-02 15:00:00,ETH/NGN,688445.00000000,696436.00000000,683500.00000000,688285.00000000,127.49760000,88022443.42343000,500
1612274400000,2021-02-02 14:00:00,ETH/NGN,684576.00000000,691000.00000000,680403.00000000,690940.00000000,82.89969000,56908321.67171000,443
1612270800000,2021-02-02 13:00:00,ETH/NGN,685399.00000000,696438.00000000,681858.00000000,685117.00000000,68.35693000,47114368.84380000,413
1612267200000,2021-02-02 12:00:00,ETH/NGN,681000.00000000,692000.00000000,676500.00000000,685400.00000000,89.51773000,61334411.37414000,485
1612263600000,2021-02-02 11:00:00,ETH/NGN,692149.00000000,697793.00000000,680500.00000000,682064.00000000,100.99036000,69347963.91383000,490
1612260000000,2021-02-02 10:00:00,ETH/NGN,690257.00000000,694000.00000000,685143.00000000,689297.00000000,100.58408000,69428632.61765000,592
1612256400000,2021-02-02 09:00:00,ETH/NGN,701657.00000000,704250.00000000,688423.00000000,692400.00000000,293.76879000,204584273.04962000,1234
1612252800000,2021-02-02 08:00:00,ETH/NGN,684000.00000000,704044.00000000,678438.00000000,701999.00000000,283.46332000,195680162.59671000,1032
1612249200000,2021-02-02 07:00:00,ETH/NGN,679977.00000000,688500.00000000,677325.00000000,684000.00000000,159.83291000,109314458.65576000,957
1612245600000,2021-02-02 06:00:00,ETH/NGN,670662.00000000,680629.00000000,670000.00000000,677325.00000000,162.85828000,110190829.72570000,665
1612242000000,2021-02-02 05:00:00,ETH/NGN,667349.00000000,673965.00000000,664840.00000000,670628.00000000,30.99354000,20780268.47229000,231
1612238400000,2021-02-02 04:00:00,ETH/NGN,663952.00000000,668565.00000000,662205.00000000,664893.00000000,45.38124000,30197585.52886000,590
1612234800000,2021-02-02 03:00:00,ETH/NGN,661782.00000000,665000.00000000,657889.00000000,663984.00000000,40.58119000,26846339.93888000,205
1612231200000,2021-02-02 02:00:00,ETH/NGN,668547.00000000,670954.00000000,661782.00000000,661793.00000000,40.06642000,26745490.67060000,198
1612227600000,2021-02-02 01:00:00,ETH/NGN,666013.00000000,670550.00000000,660909.00000000,668550.00000000,113.56209000,75636721.04964000,332
1612224000000,2021-02-02 00:00:00,ETH/NGN,666299.00000000,682892.00000000,666002.00000000,666013.00000000,268.98409000,181242385.73205000,760
1612220400000,2021-02-01 23:00:00,ETH/NGN,659099.00000000,668000.00000000,656890.00000000,666299.00000000,98.92019000,65572430.79396000,485
1612216800000,2021-02-01 22:00:00,ETH/NGN,651948.00000000,659950.00000000,649332.00000000,659098.00000000,68.69929000,45095246.19991000,401
1612213200000,2021-02-01 21:00:00,ETH/NGN,645500.00000000,652899.00000000,642995.00000000,652878.00000000,45.26527000,29330007.48908000,247
1612209600000,2021-02-01 20:00:00,ETH/NGN,643200.00000000,647036.00000000,642796.00000000,645500.00000000,31.31827000,20194883.96334000,313
1612206000000,2021-02-01 19:00:00,ETH/NGN,640199.00000000,643999.00000000,638650.00000000,643000.00000000,29.04611000,18640347.61832000,197
1612202400000,2021-02-01 18:00:00,ETH/NGN,635818.00000000,641999.00000000,635626.00000000,640199.00000000,34.58830000,22104183.93915000,213
1612198800000,2021-02-01 17:00:00,ETH/NGN,632830.00000000,638286.00000000,630256.00000000,635626.00000000,38.15566000,24178707.97839000,204
1612195200000,2021-02-01 16:00:00,ETH/NGN,630001.00000000,636258.00000000,625001.00000000,633830.00000000,26.70029000,16860059.71055000,210
1612191600000,2021-02-01 15:00:00,ETH/NGN,634540.00000000,638284.00000000,630000.00000000,630000.00000000,42.97519000,27291106.04854000,392
1612188000000,2021-02-01 14:00:00,ETH/NGN,640024.00000000,644991.00000000,633001.00000000,637375.00000000,64.33770000,41024521.71824000,380
1612184400000,2021-02-01 13:00:00,ETH/NGN,642708.00000000,645277.00000000,639045.00000000,640017.00000000,83.05463000,53370591.33224000,470
1612180800000,2021-02-01 12:00:00,ETH/NGN,645166.00000000,650000.00000000,640868.00000000,641517.00000000,71.84877000,46382879.74198000,461
1612177200000,2021-02-01 11:00:00,ETH/NGN,640147.00000000,649979.00000000,637880.00000000,645166.00000000,64.41656000,41463623.47269000,436
1612173600000,2021-02-01 10:00:00,ETH/NGN,642152.00000000,645599.00000000,637409.00000000,640411.00000000,50.11278000,32196861.16133000,455
1612170000000,2021-02-01 09:00:00,ETH/NGN,644395.00000000,645500.00000000,639400.00000000,640996.00000000,48.57605000,31190217.52544000,918
