https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POSI,Volume USDT
1661299200,2022-08-24 00:00:00,POSI/USDT,0.1413,0.1419,0.1251,0.1395,93097.2796,12443.07186769
1661212800,2022-08-23 00:00:00,POSI/USDT,0.137,0.1429,0.1356,0.1413,69899.4785,9749.97689381
1661126400,2022-08-22 00:00:00,POSI/USDT,0.1388,0.1402,0.1301,0.1371,106146.4929,14346.12759423
1661040000,2022-08-21 00:00:00,POSI/USDT,0.145,0.151,0.137,0.1386,142436.4726,20468.39958913
1660953600,2022-08-20 00:00:00,POSI/USDT,0.1381,0.1498,0.1362,0.1439,80190.6262,11382.69003105
1660867200,2022-08-19 00:00:00,POSI/USDT,0.1451,0.148,0.1372,0.139,373869.0259,52700.36598936
1660780800,2022-08-18 00:00:00,POSI/USDT,0.15,0.1516,0.1409,0.1451,361230.2315,52970.03403098
1660694400,2022-08-17 00:00:00,POSI/USDT,0.1608,0.165,0.149,0.151,590118.3298,90665.76732193
1660608000,2022-08-16 00:00:00,POSI/USDT,0.1532,0.1714,0.1503,0.1606,1183219.9577,190761.08669533
1660521600,2022-08-15 00:00:00,POSI/USDT,0.1556,0.175,0.1492,0.1529,1508726.3219,239739.7845222
1660435200,2022-08-14 00:00:00,POSI/USDT,0.1515,0.1632,0.1481,0.1548,247135.4333,38476.15048858
1660348800,2022-08-13 00:00:00,POSI/USDT,0.15,0.1539,0.1494,0.1515,21654.173,3281.84014841
1660262400,2022-08-12 00:00:00,POSI/USDT,0.15,0.1513,0.1469,0.1494,39660.3513,5865.00605171
1660176000,2022-08-11 00:00:00,POSI/USDT,0.1513,0.1657,0.15,0.15,150527.2285,23180.42491803
1660089600,2022-08-10 00:00:00,POSI/USDT,0.1563,0.1625,0.1504,0.1519,90058.6401,13804.14196344
1660003200,2022-08-09 00:00:00,POSI/USDT,0.1523,0.16,0.15,0.1561,39263.0235,6034.31264117
1659916800,2022-08-08 00:00:00,POSI/USDT,0.1537,0.17,0.1501,0.1523,106681.0079,16970.41319588
1659830400,2022-08-07 00:00:00,POSI/USDT,0.1524,0.1595,0.1485,0.1537,58826.7332,9011.63724558
1659744000,2022-08-06 00:00:00,POSI/USDT,0.1516,0.1602,0.1484,0.1534,98019.5918,15020.95402405
1659657600,2022-08-05 00:00:00,POSI/USDT,0.1516,0.1573,0.1493,0.1516,89177.8427,13649.88314249
1659571200,2022-08-04 00:00:00,POSI/USDT,0.1604,0.1721,0.1465,0.1515,187230.5909,29075.12926078
1659484800,2022-08-03 00:00:00,POSI/USDT,0.1516,0.198,0.1484,0.1593,298032.6166,47853.16106435
1659398400,2022-08-02 00:00:00,POSI/USDT,0.148,0.1562,0.1449,0.1526,213304.6647,31717.15122602
1659312000,2022-08-01 00:00:00,POSI/USDT,0.1638,0.1806,0.1448,0.1484,689345.3373,109079.86691423
1659225600,2022-07-31 00:00:00,POSI/USDT,0.1312,0.285,0.1312,0.1631,1904692.82458573,304502.936664217548
1659139200,2022-07-30 00:00:00,POSI/USDT,0.1298,0.1343,0.1288,0.1308,26617.4416,3485.8215109
1659052800,2022-07-29 00:00:00,POSI/USDT,0.1336,0.1473,0.127,0.1296,83045.7006,10941.77862026
1658966400,2022-07-28 00:00:00,POSI/USDT,0.1317,0.1585,0.1261,0.1328,225285.2679,30559.12613973
1658880000,2022-07-27 00:00:00,POSI/USDT,0.1217,0.156,0.1182,0.1295,294024.0899,37271.98738349
1658793600,2022-07-26 00:00:00,POSI/USDT,0.1161,0.133,0.1126,0.121,172354.35,21058.2743623
1658707200,2022-07-25 00:00:00,POSI/USDT,0.1195,0.145,0.11,0.1169,249885.8262,30732.99242395
1658620800,2022-07-24 00:00:00,POSI/USDT,0.1203,0.1256,0.1084,0.1194,89036.62,10544.26098627
1658534400,2022-07-23 00:00:00,POSI/USDT,0.1185,0.1259,0.1185,0.119,18219.5507,2211.31373318
1658448000,2022-07-22 00:00:00,POSI/USDT,0.1199,0.126,0.1179,0.1189,52073.6915,6364.0486875
1658361600,2022-07-21 00:00:00,POSI/USDT,0.122,0.128,0.1162,0.1195,42181.3443,5111.74154839
1658275200,2022-07-20 00:00:00,POSI/USDT,0.1249,0.125,0.1174,0.122,23188.2632,2824.92120015
1658188800,2022-07-19 00:00:00,POSI/USDT,0.1234,0.125,0.119,0.1239,40306.28468316,4942.332623255466
1658102400,2022-07-18 00:00:00,POSI/USDT,0.1311,0.1333,0.1198,0.1234,136375.2965298,17131.572386401137
1658016000,2022-07-17 00:00:00,POSI/USDT,0.1319,0.1373,0.13,0.1315,32683.16320643,4294.514380285522
1657929600,2022-07-16 00:00:00,POSI/USDT,0.1306,0.1451,0.1291,0.132,134011.1268481,18107.355312432484
1657843200,2022-07-15 00:00:00,POSI/USDT,0.1339,0.1475,0.13,0.1306,58832.62887779,7847.230060003905
1657756800,2022-07-14 00:00:00,POSI/USDT,0.1334,0.1526,0.1244,0.1339,70680.98948851,9593.19612758377
1657670400,2022-07-13 00:00:00,POSI/USDT,0.1312,0.147,0.1312,0.1348,34478.6314167,4637.10789810124
1657584000,2022-07-12 00:00:00,POSI/USDT,0.1351,0.1355,0.1278,0.1312,59896.51310486,7970.359057695178
1657497600,2022-07-11 00:00:00,POSI/USDT,0.1361,0.1422,0.129,0.1352,73783.4046937,10078.667538749759
1657411200,2022-07-10 00:00:00,POSI/USDT,0.1394,0.143,0.1166,0.1361,170565.28860267,22389.366387448749
1657324800,2022-07-09 00:00:00,POSI/USDT,0.1418,0.1458,0.1338,0.1394,38269.29417763,5319.203799548347
1657238400,2022-07-08 00:00:00,POSI/USDT,0.1404,0.1498,0.1385,0.1402,66317.49678308,9479.625048248926
1657152000,2022-07-07 00:00:00,POSI/USDT,0.143,0.1458,0.139,0.139,98447.37898408,13907.877266508276
1657065600,2022-07-06 00:00:00,POSI/USDT,0.1457,0.176,0.1391,0.1444,314948.13304048,47105.331511956978
1656979200,2022-07-05 00:00:00,POSI/USDT,0.1431,0.1483,0.1386,0.1463,75497.67428066,10818.41732032035
1656892800,2022-07-04 00:00:00,POSI/USDT,0.1477,0.1519,0.14,0.143,101935.3876171,14785.428843984045
1656806400,2022-07-03 00:00:00,POSI/USDT,0.148,0.1518,0.1404,0.1468,115788.5331317,16926.264555582289
1656720000,2022-07-02 00:00:00,POSI/USDT,0.1497,0.25,0.1422,0.148,523689.42636362,83867.078996016127
1656633600,2022-07-01 00:00:00,POSI/USDT,0.1509,0.1571,0.1421,0.1498,90950.83901096,13791.643387877785
1656547200,2022-06-30 00:00:00,POSI/USDT,0.157,0.1589,0.1463,0.1509,69118.61127965,10462.961523658657
1656460800,2022-06-29 00:00:00,POSI/USDT,0.1593,0.1648,0.1521,0.157,68470.84367353,10694.516938025045
1656374400,2022-06-28 00:00:00,POSI/USDT,0.1633,0.1732,0.1568,0.1593,147323.01169716,23895.56960192451
1656288000,2022-06-27 00:00:00,POSI/USDT,0.1644,0.462,0.1527,0.1632,950803.20599421,190756.07863807214
1656201600,2022-06-26 00:00:00,POSI/USDT,0.1691,0.1738,0.1606,0.1644,75613.33016259,12597.074204895194
1656115200,2022-06-25 00:00:00,POSI/USDT,0.1712,0.1849,0.1672,0.1686,80975.61047516,14008.162127105363
1656028800,2022-06-24 00:00:00,POSI/USDT,0.1808,0.1871,0.1678,0.1706,111616.8349914,19581.481326461708
1655942400,2022-06-23 00:00:00,POSI/USDT,0.1718,0.191,0.165,0.1808,205678.37096584,36703.107576525585
1655856000,2022-06-22 00:00:00,POSI/USDT,0.1818,0.1836,0.1667,0.1718,113317.71287003,19982.265693256809
1655769600,2022-06-21 00:00:00,POSI/USDT,0.182,0.1908,0.175,0.1818,278223.20198342,50779.605484527951
1655683200,2022-06-20 00:00:00,POSI/USDT,0.1978,0.21,0.1643,0.1825,1270039.67699555,233194.730296797997
1655596800,2022-06-19 00:00:00,POSI/USDT,0.1621,3,0.1583,0.1978,2804536.40772176,739210.108513646996
1655510400,2022-06-18 00:00:00,POSI/USDT,0.1819,0.2665,0.1409,0.1621,455738.2493705,81993.307597634005
1655424000,2022-06-17 00:00:00,POSI/USDT,0.1901,0.2047,0.1777,0.1823,146095.73687566,27379.95055545626
1655337600,2022-06-16 00:00:00,POSI/USDT,0.1906,0.215,0.1773,0.19,171110.79615819,32595.339244922599
1655251200,2022-06-15 00:00:00,POSI/USDT,0.1865,0.1998,0.1733,0.1886,128936.18010536,23702.270754024432
1655164800,2022-06-14 00:00:00,POSI/USDT,0.1861,0.2066,0.1779,0.1872,240995.54577142,44894.664718380731
1655078400,2022-06-13 00:00:00,POSI/USDT,0.2027,0.2119,0.1807,0.1881,432532.2253311,84684.60418694868
1654992000,2022-06-12 00:00:00,POSI/USDT,0.2212,0.2259,0.2001,0.2026,401107.17995313,84312.906413355939
1654905600,2022-06-11 00:00:00,POSI/USDT,0.2241,0.2386,0.2084,0.2258,276213.11772619,60800.036450336223
1654819200,2022-06-10 00:00:00,POSI/USDT,0.2435,0.2472,0.2238,0.2247,221424.83774832,51838.21212727094
1654732800,2022-06-09 00:00:00,POSI/USDT,0.2483,0.2593,0.2396,0.2434,545008.29671275,133920.577656073526
1654646400,2022-06-08 00:00:00,POSI/USDT,0.2651,0.2728,0.2452,0.2483,135887.68396554,34710.253892075541
1654560000,2022-06-07 00:00:00,POSI/USDT,0.2774,0.2777,0.2542,0.2651,436649.06907395,114727.061629969751
1654473600,2022-06-06 00:00:00,POSI/USDT,0.2673,0.2929,0.2653,0.2774,311793.20748242,84670.800175228366
1654387200,2022-06-05 00:00:00,POSI/USDT,0.2791,0.3028,0.2643,0.2671,309924.60818898,85115.472849503828
1654300800,2022-06-04 00:00:00,POSI/USDT,0.292,0.3,0.2703,0.2797,307100.44520582,85330.562697196959
1654214400,2022-06-03 00:00:00,POSI/USDT,0.2989,0.312,0.2807,0.292,149760.1762109,43565.990762846347
1654128000,2022-06-02 00:00:00,POSI/USDT,0.2931,0.3013,0.2923,0.299,103776.43720688,30551.128023012405
1654041600,2022-06-01 00:00:00,POSI/USDT,0.3025,0.318,0.2914,0.293,452079.72105408,137375.472382758659
1653955200,2022-05-31 00:00:00,POSI/USDT,0.3094,0.318,0.3011,0.3026,341027.962457,104641.10088953672
1653868800,2022-05-30 00:00:00,POSI/USDT,0.3071,0.3239,0.3003,0.3094,235492.41429735,72375.520660968755
1653782400,2022-05-29 00:00:00,POSI/USDT,0.3071,0.3071,0.3037,0.3071,185347.2800952,56738.691653995797
1653696000,2022-05-28 00:00:00,POSI/USDT,0.3153,0.3161,0.3056,0.3069,46599.61806781,14361.753144042232
1653609600,2022-05-27 00:00:00,POSI/USDT,0.3175,0.319,0.3064,0.3153,53552.37101779,16783.641070888998
1653523200,2022-05-26 00:00:00,POSI/USDT,0.3579,0.3599,0.318,0.318,26848.89620486,9037.328769221037
1653436800,2022-05-25 00:00:00,POSI/USDT,0.3569,0.3636,0.3527,0.3581,438797.43051575,156189.79737643671
1653350400,2022-05-24 00:00:00,POSI/USDT,0.3476,0.36,0.344,0.357,332154.16362957,117412.877054205834
1653264000,2022-05-23 00:00:00,POSI/USDT,0.3387,0.3718,0.3377,0.348,513720.89776364,180516.966058322821
1653177600,2022-05-22 00:00:00,POSI/USDT,0.3439,0.393,0.3334,0.339,628647.61737258,218358.809332575464
1653091200,2022-05-21 00:00:00,POSI/USDT,0.3313,0.36,0.3282,0.3439,428108.0768981,145310.924038080005
1653004800,2022-05-20 00:00:00,POSI/USDT,0.3213,0.3491,0.3177,0.3293,1213464.78890817,401719.544670696148
1652918400,2022-05-19 00:00:00,POSI/USDT,0.3093,0.3387,0.3031,0.3214,1640304.81872186,510693.066393189698
1652832000,2022-05-18 00:00:00,POSI/USDT,0.3173,0.3191,0.3061,0.309,2499753.2928526,781512.605085819644
1652745600,2022-05-17 00:00:00,POSI/USDT,0.3212,0.3235,0.316,0.3175,328342.38521445,105621.276747375077
1652659200,2022-05-16 00:00:00,POSI/USDT,0.3282,0.331,0.3191,0.3212,451417.92528168,148083.786260995187
1652572800,2022-05-15 00:00:00,POSI/USDT,0.3286,0.3509,0.3212,0.3282,1042222.91515094,349434.205187628757
1652486400,2022-05-14 00:00:00,POSI/USDT,0.3381,0.3497,0.3188,0.3288,1083203.56385095,360320.973574057336
1652400000,2022-05-13 00:00:00,POSI/USDT,0.3318,0.355,0.3301,0.3381,1018691.77150865,346656.81343472641
1652313600,2022-05-12 00:00:00,POSI/USDT,0.3385,0.351,0.3064,0.3319,814817.42153487,268810.440063749301
1652227200,2022-05-11 00:00:00,POSI/USDT,0.3641,0.3732,0.3192,0.3378,1305263.75121029,454162.453011725755
1652140800,2022-05-10 00:00:00,POSI/USDT,0.3675,0.3929,0.356,0.3646,799761.01700403,294486.058595390779
1652054400,2022-05-09 00:00:00,POSI/USDT,0.419,0.4229,0.367,0.3704,685133.3922366,275508.171294984091
1651968000,2022-05-08 00:00:00,POSI/USDT,0.431,0.4529,0.4112,0.4194,1059392.20440977,450134.948796849102
1651881600,2022-05-07 00:00:00,POSI/USDT,0.4595,0.4799,0.4299,0.4312,1007466.1322411,453914.961534347476
1651795200,2022-05-06 00:00:00,POSI/USDT,0.4814,0.4884,0.4569,0.4596,1064475.94295638,500373.294525139845
1651708800,2022-05-05 00:00:00,POSI/USDT,0.4752,0.498,0.4532,0.4814,1224508.54411294,584396.974003491023
1651622400,2022-05-04 00:00:00,POSI/USDT,0.4745,0.5039,0.4662,0.4752,973666.29787225,465800.305075537026
1651536000,2022-05-03 00:00:00,POSI/USDT,0.4744,0.4917,0.4634,0.4746,1116911.832288,533774.14088654168
1651449600,2022-05-02 00:00:00,POSI/USDT,0.4653,0.496,0.4628,0.4744,1037932.03275835,489956.68273359816
1651363200,2022-05-01 00:00:00,POSI/USDT,0.4533,0.519,0.4444,0.4653,4428535.18014727,2041838.513077189202
1651276800,2022-04-30 00:00:00,POSI/USDT,0.4992,0.5009,0.4526,0.4533,5346856.55061714,2588728.824915309945
1651190400,2022-04-29 00:00:00,POSI/USDT,0.5609,0.5624,0.4958,0.4992,5519657.9710583,2944377.665245007913
1651104000,2022-04-28 00:00:00,POSI/USDT,0.6162,0.6338,0.5586,0.561,8816389.11783914,5231964.904868366337
1651017600,2022-04-27 00:00:00,POSI/USDT,0.6488,0.67,0.5915,0.6159,19964299.71140886,12669724.934848457585
1650931200,2022-04-26 00:00:00,POSI/USDT,0.568,1,0.568,0.6488,16135557.31647983,11592631.667118343776
