https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ACA,Volume USDT
1660262400,2022-08-12 00:00:00,ACA/USDT,0.3123,0.3401,0.3053,0.3221,2240307.41305837,705958.77092423469
1660176000,2022-08-11 00:00:00,ACA/USDT,0.321,0.3306,0.3071,0.3116,1239598.69128718,395862.63241898731
1660089600,2022-08-10 00:00:00,ACA/USDT,0.3097,0.3327,0.2999,0.322,1948867.01380947,611528.590807967575
1660003200,2022-08-09 00:00:00,ACA/USDT,0.3253,0.3346,0.2977,0.3087,1692004.15420429,530253.877115215345
1659916800,2022-08-08 00:00:00,ACA/USDT,0.326,0.3487,0.3211,0.3258,1845748.29834045,615996.38444702549
1659830400,2022-08-07 00:00:00,ACA/USDT,0.324,0.3511,0.3143,0.326,2439766.63202918,801042.201985565734
1659744000,2022-08-06 00:00:00,ACA/USDT,0.3014,0.3808,0.2986,0.3228,6865670.61645022,2291920.325517085902
1659657600,2022-08-05 00:00:00,ACA/USDT,0.2872,0.3014,0.2859,0.3014,1101287.49588831,324242.820827685919
1659571200,2022-08-04 00:00:00,ACA/USDT,0.2888,0.305,0.2799,0.2866,1728764.63680672,502504.287544269687
1659484800,2022-08-03 00:00:00,ACA/USDT,0.2894,0.3022,0.282,0.2886,1076117.68095894,314909.84699144049
1659398400,2022-08-02 00:00:00,ACA/USDT,0.3027,0.3153,0.28,0.29,1935403.02974686,563988.041025790609
1659312000,2022-08-01 00:00:00,ACA/USDT,0.2814,0.308,0.28,0.3027,2537013.88849545,747770.76623727172
1659225600,2022-07-31 00:00:00,ACA/USDT,0.277,0.298,0.2754,0.2814,1694372.41256813,488035.860839197106
1659139200,2022-07-30 00:00:00,ACA/USDT,0.2819,0.3085,0.2743,0.2766,2699565.28053975,788466.516096659848
1659052800,2022-07-29 00:00:00,ACA/USDT,0.29,0.3245,0.274,0.2817,7680919.64971759,2328791.860837794889
1658966400,2022-07-28 00:00:00,ACA/USDT,0.2728,0.295,0.259,0.2902,3048661.09092865,843384.47443276618
1658880000,2022-07-27 00:00:00,ACA/USDT,0.2542,0.2781,0.2495,0.2728,1619918.83015417,425829.164907083313
1658793600,2022-07-26 00:00:00,ACA/USDT,0.2631,0.264,0.2372,0.2538,1277423.75502264,318883.163152744716
1658707200,2022-07-25 00:00:00,ACA/USDT,0.2913,0.2926,0.2621,0.2635,1556757.6443199,432887.787612453331
1658620800,2022-07-24 00:00:00,ACA/USDT,0.2938,0.3178,0.2859,0.2912,1955203.69631472,586013.171589517453
1658534400,2022-07-23 00:00:00,ACA/USDT,0.302,0.305,0.2742,0.2933,3630153.44418305,1055828.421856973938
1658448000,2022-07-22 00:00:00,ACA/USDT,0.2768,0.3441,0.2728,0.3032,9913158.55656482,3041802.447819794585
1658361600,2022-07-21 00:00:00,ACA/USDT,0.249,0.3398,0.24,0.2768,3586532.54328069,1030708.349423997171
1658275200,2022-07-20 00:00:00,ACA/USDT,0.2681,0.2831,0.247,0.249,1046268.17131643,277302.533420399171
1658188800,2022-07-19 00:00:00,ACA/USDT,0.2594,0.2813,0.2426,0.2695,1551076.6691868,405195.780329344388
1658102400,2022-07-18 00:00:00,ACA/USDT,0.2363,0.2636,0.2363,0.2613,1142062.67894657,288515.29601993831
1658016000,2022-07-17 00:00:00,ACA/USDT,0.2387,0.2468,0.2339,0.2359,403935.98224389,97204.349528587565
1657929600,2022-07-16 00:00:00,ACA/USDT,0.2334,0.2428,0.2268,0.2392,381758.09241038,89236.919137980716
1657843200,2022-07-15 00:00:00,ACA/USDT,0.2363,0.2394,0.2286,0.2335,907030.71949069,212572.778256425078
1657756800,2022-07-14 00:00:00,ACA/USDT,0.2309,0.2386,0.2222,0.2363,536513.71551845,122773.754242504361
1657670400,2022-07-13 00:00:00,ACA/USDT,0.2215,0.2331,0.212,0.2308,647055.68711093,144438.409666455747
1657584000,2022-07-12 00:00:00,ACA/USDT,0.2229,0.2302,0.2186,0.2225,679524.65517645,151665.930528575049
1657497600,2022-07-11 00:00:00,ACA/USDT,0.2364,0.249,0.2214,0.2229,1256438.50135976,296819.937027638469
1657411200,2022-07-10 00:00:00,ACA/USDT,0.2516,0.2516,0.2329,0.2374,624014.39609653,149512.23425278171
1657324800,2022-07-09 00:00:00,ACA/USDT,0.2397,0.265,0.2373,0.2516,1157170.25274675,291270.907795804192
1657238400,2022-07-08 00:00:00,ACA/USDT,0.2492,0.2536,0.2346,0.2398,801556.74934082,194788.559492427878
1657152000,2022-07-07 00:00:00,ACA/USDT,0.2441,0.2509,0.2355,0.2484,944857.19258385,230521.376162305671
1657065600,2022-07-06 00:00:00,ACA/USDT,0.2371,0.247,0.2341,0.2443,776456.07934308,186315.864968442785
1656979200,2022-07-05 00:00:00,ACA/USDT,0.2496,0.2566,0.2311,0.2374,1733188.51490087,420248.040633081143
1656892800,2022-07-04 00:00:00,ACA/USDT,0.2287,0.2682,0.224,0.2499,3793635.54455633,931104.905376395923
1656806400,2022-07-03 00:00:00,ACA/USDT,0.2277,0.2379,0.2214,0.2298,1048527.59969311,239740.441872928294
1656720000,2022-07-02 00:00:00,ACA/USDT,0.2256,0.251,0.2161,0.2285,2372899.57888836,543636.065262496405
1656633600,2022-07-01 00:00:00,ACA/USDT,0.2288,0.2409,0.2241,0.2259,1574769.13239678,365188.094933655338
1656547200,2022-06-30 00:00:00,ACA/USDT,0.2249,0.2718,0.2161,0.2283,4040543.05496471,966197.85306792012
1656460800,2022-06-29 00:00:00,ACA/USDT,0.2297,0.2375,0.2106,0.2247,2066897.16820343,461871.364929401306
1656374400,2022-06-28 00:00:00,ACA/USDT,0.2525,0.2561,0.2297,0.2304,895584.39548857,217640.014051930539
1656288000,2022-06-27 00:00:00,ACA/USDT,0.2524,0.2648,0.2491,0.2524,1121398.83311952,288477.745717961963
1656201600,2022-06-26 00:00:00,ACA/USDT,0.269,0.2953,0.2525,0.2531,1687540.2664541,463261.72462810011
1656115200,2022-06-25 00:00:00,ACA/USDT,0.2767,0.2836,0.2589,0.2695,1211759.76699915,327057.981899421283
1656028800,2022-06-24 00:00:00,ACA/USDT,0.2695,0.2799,0.2635,0.2783,1335131.47600092,361592.693989420025
1655942400,2022-06-23 00:00:00,ACA/USDT,0.2511,0.2799,0.251,0.2694,943946.70104845,247383.18991581295
1655856000,2022-06-22 00:00:00,ACA/USDT,0.2661,0.2672,0.2471,0.2511,1173349.78175554,300378.52094064408
1655769600,2022-06-21 00:00:00,ACA/USDT,0.2634,0.2817,0.2594,0.2662,2041223.67732452,554645.319859573547
1655683200,2022-06-20 00:00:00,ACA/USDT,0.2607,0.279,0.249,0.2633,1631780.73421288,430326.622282504334
1655596800,2022-06-19 00:00:00,ACA/USDT,0.2461,0.2632,0.2339,0.2621,1943780.37187637,478920.362513471552
1655510400,2022-06-18 00:00:00,ACA/USDT,0.2597,0.2645,0.2303,0.2463,1721702.88025466,419707.431746075129
1655424000,2022-06-17 00:00:00,ACA/USDT,0.2581,0.2726,0.2552,0.2597,1724504.63930795,455249.285168893913
1655337600,2022-06-16 00:00:00,ACA/USDT,0.295,0.2975,0.2551,0.2577,1628447.01590277,435947.016313620249
1655251200,2022-06-15 00:00:00,ACA/USDT,0.2798,0.2999,0.2497,0.2955,3486896.93442585,939647.390763291549
1655164800,2022-06-14 00:00:00,ACA/USDT,0.2794,0.3019,0.2578,0.2804,4431722.37789453,1231611.404312584513
1655078400,2022-06-13 00:00:00,ACA/USDT,0.2698,0.33,0.2501,0.2783,6568940.38457775,1778636.735283340551
1654992000,2022-06-12 00:00:00,ACA/USDT,0.3135,0.3173,0.2666,0.2702,1984690.44857007,563892.248063177834
1654905600,2022-06-11 00:00:00,ACA/USDT,0.3342,0.3428,0.3029,0.3126,1164409.72950559,372501.114339654649
1654819200,2022-06-10 00:00:00,ACA/USDT,0.3598,0.3643,0.3334,0.3334,1322802.06329495,461244.279133953287
1654732800,2022-06-09 00:00:00,ACA/USDT,0.3599,0.3714,0.355,0.3598,915007.98378093,331632.214948843794
1654646400,2022-06-08 00:00:00,ACA/USDT,0.3711,0.3819,0.3582,0.3594,2029304.51501337,749090.935902969435
1654560000,2022-06-07 00:00:00,ACA/USDT,0.3816,0.3857,0.3555,0.3713,1592755.9258364,586645.674704184162
1654473600,2022-06-06 00:00:00,ACA/USDT,0.3706,0.3969,0.3703,0.3824,1471120.70873716,568574.196622232011
1654387200,2022-06-05 00:00:00,ACA/USDT,0.3814,0.392,0.3665,0.3713,692618.67570709,261303.320516968478
1654300800,2022-06-04 00:00:00,ACA/USDT,0.3669,0.3813,0.3615,0.3799,499319.01520459,185035.469735796099
1654214400,2022-06-03 00:00:00,ACA/USDT,0.4061,0.4061,0.3588,0.3679,1561076.01117523,584524.029460860728
1654128000,2022-06-02 00:00:00,ACA/USDT,0.3809,0.4129,0.3766,0.4082,1007920.06333909,396426.152703514645
1654041600,2022-06-01 00:00:00,ACA/USDT,0.4199,0.4341,0.3731,0.3816,1689826.77835843,683412.840292980197
1653955200,2022-05-31 00:00:00,ACA/USDT,0.4319,0.463,0.3962,0.4182,2588554.5239096,1111616.166447836923
1653868800,2022-05-30 00:00:00,ACA/USDT,0.3708,0.4588,0.3671,0.4312,5429445.35244471,2288341.70074568155
1653782400,2022-05-29 00:00:00,ACA/USDT,0.3575,0.3744,0.3468,0.3705,926949.2373652,333530.507060443973
1653696000,2022-05-28 00:00:00,ACA/USDT,0.3475,0.3619,0.3473,0.3581,824975.65666149,292074.115850284775
1653609600,2022-05-27 00:00:00,ACA/USDT,0.3612,0.369,0.3342,0.3472,2695847.10957235,949162.813471354971
1653523200,2022-05-26 00:00:00,ACA/USDT,0.3985,0.4047,0.3415,0.3601,3407439.40274157,1248059.592981191329
1653436800,2022-05-25 00:00:00,ACA/USDT,0.4195,0.4529,0.3808,0.3985,4932457.09262659,2051793.223229046573
1653350400,2022-05-24 00:00:00,ACA/USDT,0.3722,0.4719,0.3542,0.4197,9897501.07003319,4050331.604702944878
1653264000,2022-05-23 00:00:00,ACA/USDT,0.3925,0.4,0.3641,0.372,3172122.2531363,1232071.683693767261
1653177600,2022-05-22 00:00:00,ACA/USDT,0.3853,0.4026,0.3738,0.3923,2479149.42753756,962213.792172470961
1653091200,2022-05-21 00:00:00,ACA/USDT,0.3709,0.4,0.3531,0.3851,4284677.11067005,1599161.919889788311
1653004800,2022-05-20 00:00:00,ACA/USDT,0.3828,0.4096,0.358,0.3713,6918138.99263062,2666296.707821691653
1652918400,2022-05-19 00:00:00,ACA/USDT,0.4043,0.4217,0.3641,0.3831,7080824.94033645,2748327.046442525896
1652832000,2022-05-18 00:00:00,ACA/USDT,0.4757,0.4869,0.4001,0.4046,3075513.95014255,1317021.405590923357
1652745600,2022-05-17 00:00:00,ACA/USDT,0.4619,0.5114,0.455,0.4756,2260623.76319767,1087561.43856061757
1652659200,2022-05-16 00:00:00,ACA/USDT,0.5258,0.5259,0.4513,0.4618,1989459.30846453,937982.31499016225
1652572800,2022-05-15 00:00:00,ACA/USDT,0.4838,0.545,0.4672,0.5272,4276484.37555789,2155425.358030335204
1652486400,2022-05-14 00:00:00,ACA/USDT,0.4338,0.494,0.3896,0.4836,4241829.32952747,1808411.924033285976
1652400000,2022-05-13 00:00:00,ACA/USDT,0.396,0.53,0.3901,0.4332,4481303.21375341,2058096.082916320631
1652313600,2022-05-12 00:00:00,ACA/USDT,0.4622,0.4907,0.3195,0.3979,7204423.40534097,2861659.882601390011
1652227200,2022-05-11 00:00:00,ACA/USDT,0.672,0.6973,0.4095,0.4611,7843822.57012213,3986221.927703012959
1652140800,2022-05-10 00:00:00,ACA/USDT,0.7332,0.795,0.6574,0.6739,1733554.49805621,1285065.021606765032
1652054400,2022-05-09 00:00:00,ACA/USDT,0.8542,0.8646,0.71,0.7331,2534041.43838234,1982796.943955305665
1651968000,2022-05-08 00:00:00,ACA/USDT,0.918,0.9303,0.8272,0.8531,1239174.17536395,1075993.638433708755
1651881600,2022-05-07 00:00:00,ACA/USDT,0.9345,0.9377,0.8955,0.9197,731134.56964083,671127.417337509421
1651795200,2022-05-06 00:00:00,ACA/USDT,0.9415,0.9473,0.9021,0.9346,1451490.02881487,1342036.756301500107
1651708800,2022-05-05 00:00:00,ACA/USDT,1.09,1.13,0.9084,0.9435,2217352.19809429,2267533.201402079306
1651622400,2022-05-04 00:00:00,ACA/USDT,0.9529,1.1,0.9522,1.0902,2832727.0914246,2909703.276560804243
1651536000,2022-05-03 00:00:00,ACA/USDT,0.9215,0.9949,0.9035,0.9549,1452635.04824442,1372735.865175555126
1651449600,2022-05-02 00:00:00,ACA/USDT,0.9641,1.0294,0.8978,0.9208,1551724.34731849,1479008.049028085242
1651363200,2022-05-01 00:00:00,ACA/USDT,0.9726,0.9802,0.9326,0.9651,1151504.82749617,1101216.068161291422
1651276800,2022-04-30 00:00:00,ACA/USDT,1.0382,1.0863,0.96,0.9707,1635904.49397246,1691206.008265742166
1651190400,2022-04-29 00:00:00,ACA/USDT,1.1194,1.1278,1.0211,1.038,1369651.73405607,1462166.150077299927
1651104000,2022-04-28 00:00:00,ACA/USDT,1.1163,1.1859,1.0985,1.1212,1458646.19137746,1661911.532292499641
1651017600,2022-04-27 00:00:00,ACA/USDT,1.1012,1.1615,1.0823,1.114,1005993.85516371,1128430.903476156421
1650931200,2022-04-26 00:00:00,ACA/USDT,1.2438,1.2914,1.08,1.1015,1985960.31348709,2309845.302240078796
1650844800,2022-04-25 00:00:00,ACA/USDT,1.2268,1.2702,1.1036,1.247,1839352.86008621,2175584.107400350574
1650758400,2022-04-24 00:00:00,ACA/USDT,1.3318,1.35,1.2163,1.2295,1448573.80026437,1839958.548195133382
1650672000,2022-04-23 00:00:00,ACA/USDT,1.41,1.4259,1.3268,1.3316,932231.47118606,1267046.192632091719
1650585600,2022-04-22 00:00:00,ACA/USDT,1.4655,1.5439,1.3839,1.4081,1128124.51086889,1640328.512214813939
1650499200,2022-04-21 00:00:00,ACA/USDT,1.463,1.6552,1.4452,1.4668,2196109.12737248,3384162.851556393821
1650412800,2022-04-20 00:00:00,ACA/USDT,1.518,1.5438,1.4373,1.4651,1148977.68158392,1715838.27946923616
1650326400,2022-04-19 00:00:00,ACA/USDT,1.4955,1.5951,1.49,1.5162,1818166.41582275,2785499.105371073203
1650240000,2022-04-18 00:00:00,ACA/USDT,1.4578,1.5166,1.3401,1.492,1491100.26697641,2119937.716346250273
1650153600,2022-04-17 00:00:00,ACA/USDT,1.5218,1.6241,1.45,1.4627,1426820.15817585,2212972.035963717012
1650067200,2022-04-16 00:00:00,ACA/USDT,1.4317,1.5756,1.4159,1.5179,1044632.87204099,1557561.006676509071
1649980800,2022-04-15 00:00:00,ACA/USDT,1.4297,1.553,1.4076,1.433,1003077.99890007,1450002.351722014929
1649894400,2022-04-14 00:00:00,ACA/USDT,1.5145,1.5517,1.4242,1.4291,1011374.73628111,1506595.403526078893
1649808000,2022-04-13 00:00:00,ACA/USDT,1.4555,1.616,1.3853,1.5193,1702446.029966,2558860.221218491675
1649721600,2022-04-12 00:00:00,ACA/USDT,1.5117,1.6118,1.3946,1.4545,2221465.75907794,3337624.227882490374
1649635200,2022-04-11 00:00:00,ACA/USDT,1.7259,1.7379,1.4501,1.508,2614819.68984968,4096349.713229276939
1649548800,2022-04-10 00:00:00,ACA/USDT,1.5911,1.8617,1.578,1.7259,4366491.98927676,7567602.703404823388
1649462400,2022-04-09 00:00:00,ACA/USDT,1.4887,1.6474,1.4847,1.5911,1499061.76008462,2344576.588521819935
1649376000,2022-04-08 00:00:00,ACA/USDT,1.651,1.7603,1.4621,1.4887,1992460.39820997,3236692.964099050813
1649289600,2022-04-07 00:00:00,ACA/USDT,1.5208,1.698,1.4869,1.6511,1542844.82843944,2482167.984990065693
1649203200,2022-04-06 00:00:00,ACA/USDT,1.7334,1.8394,1.4792,1.5177,1807954.50867231,2954330.399775907675
1649116800,2022-04-05 00:00:00,ACA/USDT,1.9024,1.9492,1.6604,1.7375,2029893.0052506,3620677.34973962259
1649030400,2022-04-04 00:00:00,ACA/USDT,1.664,2.1,1.58,1.9036,5404268.86228486,9750378.240454153371
1648944000,2022-04-03 00:00:00,ACA/USDT,1.7283,1.98,1.6019,1.6643,3054062.49796835,5341838.268466638611
1648857600,2022-04-02 00:00:00,ACA/USDT,1.7276,2.1988,1.6204,1.727,5780995.154772,10575175.763100011921
1648771200,2022-04-01 00:00:00,ACA/USDT,1.4188,1.8178,1.411,1.7258,3671604.05293472,5817113.015273680631
1648684800,2022-03-31 00:00:00,ACA/USDT,1.3242,1.5576,1.3242,1.4188,2534587.99651657,3646525.30608509089
1648598400,2022-03-30 00:00:00,ACA/USDT,1.2827,1.3699,1.2367,1.324,1669600.64233156,2195708.844297296284
1648512000,2022-03-29 00:00:00,ACA/USDT,1.2304,1.3756,1.2234,1.2854,1591652.67221933,2073998.683257419343
1648425600,2022-03-28 00:00:00,ACA/USDT,1.241,1.3,1.1948,1.2304,1135058.25209277,1410856.506976119354
1648339200,2022-03-27 00:00:00,ACA/USDT,1.2013,1.3529,1.1461,1.241,702418.83429457,850799.97334462332
1648252800,2022-03-26 00:00:00,ACA/USDT,1.1853,1.2165,1.16,1.1992,829744.03518786,984785.596959649331
1648166400,2022-03-25 00:00:00,ACA/USDT,1.2745,1.3262,1.18,1.1851,523257.62437371,664444.278192478557
1648080000,2022-03-24 00:00:00,ACA/USDT,1.266,1.39,1.2505,1.2744,1080414.85429436,1418451.195283115294
1647993600,2022-03-23 00:00:00,ACA/USDT,1.2216,1.47,1.17,1.27,1645927.47239182,2144521.485506552175
1647907200,2022-03-22 00:00:00,ACA/USDT,1.2653,1.3007,1.1789,1.2193,527467.7628723,659914.686403305778
1647820800,2022-03-21 00:00:00,ACA/USDT,1.1766,1.3104,1.1697,1.2653,1011847.26162436,1248895.375007857149
1647734400,2022-03-20 00:00:00,ACA/USDT,1.1715,1.232,1.1202,1.1766,742723.18527259,873122.88408263518
1647648000,2022-03-19 00:00:00,ACA/USDT,1.1286,1.2302,1.1173,1.1715,881251.48995261,1020367.675033723379
1647561600,2022-03-18 00:00:00,ACA/USDT,1.072,1.15,1.0383,1.1287,536482.01151632,577731.774168304262
1647475200,2022-03-17 00:00:00,ACA/USDT,1.1054,1.1604,1.0712,1.0743,412531.10490178,455983.483279639136
1647388800,2022-03-16 00:00:00,ACA/USDT,1.0705,1.15,1.04,1.1043,658107.1011762,719036.034727640368
1647302400,2022-03-15 00:00:00,ACA/USDT,1.1487,1.349,1.0201,1.073,1482841.12111787,1696209.786297622147
1647216000,2022-03-14 00:00:00,ACA/USDT,0.9962,1.1968,0.9876,1.1515,1691393.56518142,1894392.342073112682
1647129600,2022-03-13 00:00:00,ACA/USDT,1.0418,1.0588,0.9862,0.9947,265994.80997843,271601.261359622862
1647043200,2022-03-12 00:00:00,ACA/USDT,1.0211,1.1127,1.0136,1.0419,294337.65773731,309957.980702467238
1646956800,2022-03-11 00:00:00,ACA/USDT,1.0695,1.135,1.0127,1.0211,677498.15812975,717448.942912573192
1646870400,2022-03-10 00:00:00,ACA/USDT,1.1426,1.1474,1.049,1.0695,383865.63489806,414130.237568880188
1646784000,2022-03-09 00:00:00,ACA/USDT,1.0823,1.2045,1.0652,1.1454,642372.64230738,735550.618477376262
1646697600,2022-03-08 00:00:00,ACA/USDT,1.068,1.1616,1.0543,1.0803,665209.03619627,730614.007094808078
1646611200,2022-03-07 00:00:00,ACA/USDT,1.1159,1.1813,1.0262,1.0683,1373855.87908319,1495034.047195254196
1646524800,2022-03-06 00:00:00,ACA/USDT,1.2128,1.5,1.0953,1.1127,621204.48617384,750420.689000309084
1646438400,2022-03-05 00:00:00,ACA/USDT,1.1834,1.2373,1.13,1.2128,544354.78707682,641888.296881852885
1646352000,2022-03-04 00:00:00,ACA/USDT,1.2825,1.3151,1.16,1.1844,539517.73612009,668295.178091863827
1646265600,2022-03-03 00:00:00,ACA/USDT,1.3952,1.5033,1.2501,1.2838,1351588.82696959,1812721.09135833932
1646179200,2022-03-02 00:00:00,ACA/USDT,1.3328,1.4488,1.2914,1.4033,1103287.81203567,1515475.707370634999
1646092800,2022-03-01 00:00:00,ACA/USDT,1.2598,1.4009,1.1919,1.3334,883572.3267285,1133699.449335467267
1646006400,2022-02-28 00:00:00,ACA/USDT,1.1319,1.3222,1.0946,1.26,1004999.31481278,1224929.642049806831
1645920000,2022-02-27 00:00:00,ACA/USDT,1.1096,1.252,1.05,1.1323,741836.43027877,848459.310972359446
1645833600,2022-02-26 00:00:00,ACA/USDT,1.1206,1.2218,1.1001,1.11,934633.30576635,1084974.011643364758
1645747200,2022-02-25 00:00:00,ACA/USDT,1.0658,1.3489,1.0457,1.1206,1711838.3280051,2036365.549315310345
1645660800,2022-02-24 00:00:00,ACA/USDT,1.0056,1.1716,0.8188,1.0658,2219294.38580833,2090343.344848634904
1645574400,2022-02-23 00:00:00,ACA/USDT,1.1176,1.1937,1.0008,1.0109,545647.8610609,603271.333120582653
1645488000,2022-02-22 00:00:00,ACA/USDT,1.0918,1.1695,1.039,1.1157,467972.99958523,514625.313965851693
1645401600,2022-02-21 00:00:00,ACA/USDT,1.2423,1.303,1.084,1.1016,639159.75396354,764083.388830102988
1645315200,2022-02-20 00:00:00,ACA/USDT,1.3517,1.3581,1.1533,1.2421,569423.80323283,703213.880853205189
1645228800,2022-02-19 00:00:00,ACA/USDT,1.401,1.4502,1.32,1.354,378427.90890049,519321.340450838677
1645142400,2022-02-18 00:00:00,ACA/USDT,1.3794,1.6269,1.3695,1.4034,1012634.71666959,1513686.11174540686
1645056000,2022-02-17 00:00:00,ACA/USDT,1.539,1.5523,1.35,1.3825,455245.01342941,658455.267861432027
1644969600,2022-02-16 00:00:00,ACA/USDT,1.62,1.628,1.461,1.5392,316385.20328814,487878.987188441477
1644883200,2022-02-15 00:00:00,ACA/USDT,1.47,1.664,1.4617,1.6291,360666.94651411,572591.537752172587
1644796800,2022-02-14 00:00:00,ACA/USDT,1.4696,1.4936,1.4088,1.4623,265059.35990128,382551.350046539669
1644710400,2022-02-13 00:00:00,ACA/USDT,1.4732,1.6547,1.4222,1.4641,577443.00791413,873879.871865989401
1644624000,2022-02-12 00:00:00,ACA/USDT,1.5592,1.6255,1.4309,1.4771,452872.83478092,687416.31720685523
1644537600,2022-02-11 00:00:00,ACA/USDT,1.7536,1.8323,1.532,1.5648,723632.53623131,1221634.87026860267
1644451200,2022-02-10 00:00:00,ACA/USDT,1.7812,1.9673,1.7141,1.7528,1069523.32197451,1957972.63855040388
1644364800,2022-02-09 00:00:00,ACA/USDT,1.7944,1.8606,1.69,1.7812,585113.19112168,1045175.624906947122
1644278400,2022-02-08 00:00:00,ACA/USDT,1.7482,1.9515,1.6207,1.7842,1430960.22377877,2516437.470091640503
1644192000,2022-02-07 00:00:00,ACA/USDT,1.6885,1.82,1.6,1.7515,782984.62861366,1305522.797210304855
1644105600,2022-02-06 00:00:00,ACA/USDT,1.6523,1.7499,1.572,1.6885,344240.12212769,563512.564075262583
1644019200,2022-02-05 00:00:00,ACA/USDT,1.6671,1.8683,1.618,1.6452,761690.76706758,1323833.958551730008
