https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TLOS,Volume USDT
1661558400,2022-08-27 00:00:00,TLOS/USDT,0.19636,0.19747,0.19,0.19222,531269.89872431,102591.7164585859157
1661472000,2022-08-26 00:00:00,TLOS/USDT,0.20684,0.2075,0.196,0.19684,730048.12603154,147247.3598024294164
1661385600,2022-08-25 00:00:00,TLOS/USDT,0.20634,0.21465,0.2032,0.20637,631216.41857584,131599.6447168653895
1661299200,2022-08-24 00:00:00,TLOS/USDT,0.20868,0.20909,0.198,0.20634,864948.49056836,175629.7950581838336
1661212800,2022-08-23 00:00:00,TLOS/USDT,0.20162,0.21076,0.19938,0.20944,735609.67390908,150696.8450671042444
1661126400,2022-08-22 00:00:00,TLOS/USDT,0.20385,0.20432,0.19662,0.20195,774671.75963136,155098.2609942333482
1661040000,2022-08-21 00:00:00,TLOS/USDT,0.19424,0.20479,0.19395,0.20413,586696.78328523,117138.7050803952713
1660953600,2022-08-20 00:00:00,TLOS/USDT,0.1935,0.19604,0.19172,0.19423,482037.67219758,93671.4245226070662
1660867200,2022-08-19 00:00:00,TLOS/USDT,0.21358,0.2142,0.19302,0.19399,1221510.18566786,243664.5595198497905
1660780800,2022-08-18 00:00:00,TLOS/USDT,0.20707,0.21977,0.20647,0.21365,707518.18844661,150777.3058810869987
1660694400,2022-08-17 00:00:00,TLOS/USDT,0.21576,0.22421,0.20504,0.20678,1044527.04282475,223911.7597065409999
1660608000,2022-08-16 00:00:00,TLOS/USDT,0.2127,0.21799,0.21008,0.21576,920505.3863333,196729.6693491574092
1660521600,2022-08-15 00:00:00,TLOS/USDT,0.20543,0.21397,0.2032,0.2127,1344660.13383112,281136.0719979695796
1660435200,2022-08-14 00:00:00,TLOS/USDT,0.21082,0.21105,0.20138,0.20543,1050387.38793039,216491.9672627534612
1660348800,2022-08-13 00:00:00,TLOS/USDT,0.21104,0.2196,0.209,0.21068,1219650.87484996,260119.3609696764052
1660262400,2022-08-12 00:00:00,TLOS/USDT,0.18975,0.23376,0.18778,0.2104,1952484.22409513,395941.5763225864676
1660176000,2022-08-11 00:00:00,TLOS/USDT,0.18825,0.1923,0.18788,0.18968,956900.22566372,181795.9835087217557
1660089600,2022-08-10 00:00:00,TLOS/USDT,0.18246,0.19087,0.18,0.1882,715722.20543049,133435.1130545677738
1660003200,2022-08-09 00:00:00,TLOS/USDT,0.18828,0.19005,0.18192,0.18246,690053.13334983,128053.1430806122789
1659916800,2022-08-08 00:00:00,TLOS/USDT,0.18988,0.1964,0.1856,0.18832,1265602.23122533,241502.9653875498909
1659830400,2022-08-07 00:00:00,TLOS/USDT,0.18879,0.19174,0.1874,0.18975,393386.73733311,74772.1034760383686
1659744000,2022-08-06 00:00:00,TLOS/USDT,0.1894,0.19014,0.18786,0.18862,382612.31783511,72405.8285270911088
1659657600,2022-08-05 00:00:00,TLOS/USDT,0.18632,0.19022,0.18606,0.18952,495612.63276427,93225.213292062381
1659571200,2022-08-04 00:00:00,TLOS/USDT,0.18772,0.19008,0.18453,0.18654,509085.46540206,95527.8849738856329
1659484800,2022-08-03 00:00:00,TLOS/USDT,0.18814,0.19174,0.18616,0.18786,694589.18952115,131409.3649935924038
1659398400,2022-08-02 00:00:00,TLOS/USDT,0.18919,0.19022,0.18501,0.18793,644546.42081347,121171.3497320950013
1659312000,2022-08-01 00:00:00,TLOS/USDT,0.19143,0.193,0.18716,0.18928,556301.20730321,105842.6745009291603
1659225600,2022-07-31 00:00:00,TLOS/USDT,0.19392,0.19722,0.19087,0.19166,491075.96261297,95085.0496418568194
1659139200,2022-07-30 00:00:00,TLOS/USDT,0.18907,0.2,0.1884,0.19387,814413.60501387,158320.8243939710278
1659052800,2022-07-29 00:00:00,TLOS/USDT,0.18823,0.193,0.18402,0.18922,981563.95913248,185628.2793525608032
1658966400,2022-07-28 00:00:00,TLOS/USDT,0.18635,0.19199,0.18389,0.18819,1167326.74248791,219178.6255702436238
1658880000,2022-07-27 00:00:00,TLOS/USDT,0.17801,0.18645,0.17561,0.18645,1213440.36781649,218789.604592803135
1658793600,2022-07-26 00:00:00,TLOS/USDT,0.17941,0.18047,0.17291,0.17814,1043866.28125309,184224.0274785857261
1658707200,2022-07-25 00:00:00,TLOS/USDT,0.19149,0.19197,0.1792,0.17966,1209033.95726405,222798.1680837099979
1658620800,2022-07-24 00:00:00,TLOS/USDT,0.18262,0.19353,0.1818,0.19142,994860.99467795,187142.595459124849
1658534400,2022-07-23 00:00:00,TLOS/USDT,0.18311,0.1856,0.1796,0.18262,402142.27388253,73530.5690957481307
1658448000,2022-07-22 00:00:00,TLOS/USDT,0.183,0.19048,0.18127,0.18311,940620.99725076,173972.4070306404858
1658361600,2022-07-21 00:00:00,TLOS/USDT,0.18104,0.18696,0.17511,0.18313,704309.26077155,126715.8325537565865
1658275200,2022-07-20 00:00:00,TLOS/USDT,0.1865,0.19086,0.17914,0.18098,1210697.36817589,225575.5309162826598
1658188800,2022-07-19 00:00:00,TLOS/USDT,0.18205,0.18872,0.17939,0.1865,1168877.62654296,214286.2300112363183
1658102400,2022-07-18 00:00:00,TLOS/USDT,0.17298,0.18333,0.17298,0.18251,792799.11548978,142424.461923426878
1658016000,2022-07-17 00:00:00,TLOS/USDT,0.17562,0.17849,0.17275,0.17298,453112.49761497,79580.3578142726259
1657929600,2022-07-16 00:00:00,TLOS/USDT,0.1736,0.181,0.17112,0.17587,747062.83873432,131257.1811477404196
1657843200,2022-07-15 00:00:00,TLOS/USDT,0.17254,0.17639,0.17007,0.17385,1033514.58344013,179416.2192667457178
1657756800,2022-07-14 00:00:00,TLOS/USDT,0.16999,0.175,0.168,0.17254,810737.13945519,138637.1827409080789
1657670400,2022-07-13 00:00:00,TLOS/USDT,0.16429,0.17066,0.16191,0.17041,556079.16422088,92375.6754926580335
1657584000,2022-07-12 00:00:00,TLOS/USDT,0.16911,0.1708,0.163,0.16412,616463.02216192,102805.4692128328997
1657497600,2022-07-11 00:00:00,TLOS/USDT,0.17384,0.17503,0.16878,0.16941,704109.98690085,120847.2104757359633
1657411200,2022-07-10 00:00:00,TLOS/USDT,0.17806,0.17905,0.16994,0.17394,1280950.72603958,224225.7814549846625
1657324800,2022-07-09 00:00:00,TLOS/USDT,0.17724,0.1822,0.17628,0.1781,581190.03398513,103714.9566487576528
1657238400,2022-07-08 00:00:00,TLOS/USDT,0.17873,0.184,0.17452,0.17733,986488.7308324,176222.1966408915837
1657152000,2022-07-07 00:00:00,TLOS/USDT,0.17375,0.18,0.1705,0.1785,911754.9888479,160126.3143817916632
1657065600,2022-07-06 00:00:00,TLOS/USDT,0.17288,0.17548,0.17111,0.17401,706871.56020073,122334.6519573826304
1656979200,2022-07-05 00:00:00,TLOS/USDT,0.17593,0.178,0.1695,0.17271,764406.67485278,133079.3094546039344
1656892800,2022-07-04 00:00:00,TLOS/USDT,0.17174,0.17664,0.16668,0.17622,968292.10569964,166645.511155153748
1656806400,2022-07-03 00:00:00,TLOS/USDT,0.17327,0.17578,0.16742,0.17151,907563.55356538,156386.0600377304551
1656720000,2022-07-02 00:00:00,TLOS/USDT,0.18002,0.18086,0.16804,0.17363,1077599.38445116,188556.5144808919197
1656633600,2022-07-01 00:00:00,TLOS/USDT,0.18458,0.18982,0.17753,0.18002,1019951.00968191,185483.745930507888
1656547200,2022-06-30 00:00:00,TLOS/USDT,0.19143,0.19208,0.179,0.18458,1207027.07220362,221703.9551615543164
1656460800,2022-06-29 00:00:00,TLOS/USDT,0.19925,0.20048,0.19052,0.19143,1103656.3274266,213777.0825871170828
1656374400,2022-06-28 00:00:00,TLOS/USDT,0.19386,0.20174,0.18863,0.19984,1356378.9628407,265878.5322501317285
1656288000,2022-06-27 00:00:00,TLOS/USDT,0.19154,0.19878,0.185,0.19367,1114942.45721016,214330.5117445271368
1656201600,2022-06-26 00:00:00,TLOS/USDT,0.1972,0.20051,0.19,0.19153,1050854.95227305,205881.2763115984292
1656115200,2022-06-25 00:00:00,TLOS/USDT,0.19708,0.19929,0.18689,0.19726,924971.37505422,179682.2404778187152
1656028800,2022-06-24 00:00:00,TLOS/USDT,0.19122,0.20095,0.18556,0.19554,1345308.93467196,260043.3089469556923
1655942400,2022-06-23 00:00:00,TLOS/USDT,0.18568,0.19211,0.18445,0.19151,746398.04652293,140780.1794228805898
1655856000,2022-06-22 00:00:00,TLOS/USDT,0.19588,0.2007,0.18516,0.18611,1123489.15219537,215304.2145625668009
1655769600,2022-06-21 00:00:00,TLOS/USDT,0.1914,0.20289,0.18819,0.19557,1089419.37780914,214369.2027718874556
1655683200,2022-06-20 00:00:00,TLOS/USDT,0.18878,0.19453,0.18503,0.19093,799042.21723837,151086.6918225725313
1655596800,2022-06-19 00:00:00,TLOS/USDT,0.1782,0.19054,0.17169,0.1896,1191260.95773193,216766.7516624806627
1655510400,2022-06-18 00:00:00,TLOS/USDT,0.18798,0.19121,0.1655,0.17865,1337905.73737662,238942.8205973817093
1655424000,2022-06-17 00:00:00,TLOS/USDT,0.18317,0.18973,0.18219,0.18821,512189.64421522,94990.4103278807546
1655337600,2022-06-16 00:00:00,TLOS/USDT,0.19934,0.20171,0.18204,0.183,1102758.19007216,209490.5867186694036
1655251200,2022-06-15 00:00:00,TLOS/USDT,0.19877,0.2085,0.18123,0.19897,1324090.65736746,253969.3355938962998
1655164800,2022-06-14 00:00:00,TLOS/USDT,0.18726,0.19956,0.1799,0.19887,1535584.97036065,295934.4953259203341
1655078400,2022-06-13 00:00:00,TLOS/USDT,0.21445,0.21606,0.18318,0.1872,2016200.73968909,392862.8001400763548
1654992000,2022-06-12 00:00:00,TLOS/USDT,0.23047,0.23152,0.21202,0.21445,1037749.64381673,230512.5505112846968
1654905600,2022-06-11 00:00:00,TLOS/USDT,0.25528,0.25907,0.22749,0.23074,1129704.70560745,272477.7046588706337
1654819200,2022-06-10 00:00:00,TLOS/USDT,0.26551,0.27499,0.252,0.2555,909315.86490881,238965.631268871963
1654732800,2022-06-09 00:00:00,TLOS/USDT,0.25948,0.2735,0.25619,0.26556,934599.77036822,248287.1505087776738
1654646400,2022-06-08 00:00:00,TLOS/USDT,0.26304,0.269,0.25617,0.25959,878176.52691907,230395.440256582966
1654560000,2022-06-07 00:00:00,TLOS/USDT,0.27154,0.27154,0.25577,0.26359,1121729.61874423,293210.9084767420308
1654473600,2022-06-06 00:00:00,TLOS/USDT,0.2561,0.29551,0.25555,0.27155,1225211.85937962,332932.4905401640518
1654387200,2022-06-05 00:00:00,TLOS/USDT,0.25927,0.26374,0.24881,0.25539,760107.45821348,193303.2228809177746
1654300800,2022-06-04 00:00:00,TLOS/USDT,0.25791,0.26828,0.25512,0.25926,522705.41956978,135653.2103375071701
1654214400,2022-06-03 00:00:00,TLOS/USDT,0.26565,0.273,0.25549,0.25817,702768.88594459,185684.5129828418782
1654128000,2022-06-02 00:00:00,TLOS/USDT,0.26002,0.27269,0.25934,0.26671,613057.74922097,162016.2767264088015
1654041600,2022-06-01 00:00:00,TLOS/USDT,0.29265,0.29729,0.25601,0.26079,1666301.51226928,457815.5410226175302
1653955200,2022-05-31 00:00:00,TLOS/USDT,0.2923,0.30491,0.2869,0.29348,1334145.32917393,393812.4023015474481
1653868800,2022-05-30 00:00:00,TLOS/USDT,0.28036,0.30185,0.27789,0.29298,1892632.05498493,545492.1579152532459
1653782400,2022-05-29 00:00:00,TLOS/USDT,0.27571,0.287,0.27367,0.281,499813.51890727,139364.7096662960724
1653696000,2022-05-28 00:00:00,TLOS/USDT,0.27377,0.28399,0.27094,0.27548,456551.03182395,125837.0648618399028
1653609600,2022-05-27 00:00:00,TLOS/USDT,0.28454,0.28716,0.26968,0.27311,1424902.37339558,393586.1905963479817
1653523200,2022-05-26 00:00:00,TLOS/USDT,0.30971,0.315,0.283,0.28614,1561125.44376554,461297.7957194660824
1653436800,2022-05-25 00:00:00,TLOS/USDT,0.32078,0.32576,0.30054,0.30973,1306029.4223542,408753.4239166960276
1653350400,2022-05-24 00:00:00,TLOS/USDT,0.32591,0.33057,0.3,0.32078,1756078.09263482,558307.4501462391726
1653264000,2022-05-23 00:00:00,TLOS/USDT,0.35946,0.37017,0.31528,0.32659,3367930.47442664,1165094.3838365647309
1653177600,2022-05-22 00:00:00,TLOS/USDT,0.33866,0.3843,0.33167,0.35946,1685552.68463017,588306.8644465552514
1653091200,2022-05-21 00:00:00,TLOS/USDT,0.30979,0.34453,0.30255,0.33904,2026027.59009745,659130.7019723342474
1653004800,2022-05-20 00:00:00,TLOS/USDT,0.344,0.34784,0.30291,0.3098,1717126.1007992,552874.9066462228718
1652918400,2022-05-19 00:00:00,TLOS/USDT,0.32433,0.35018,0.31631,0.344,957033.7145101,318405.8014511898558
1652832000,2022-05-18 00:00:00,TLOS/USDT,0.36872,0.3798,0.32171,0.32433,1366734.46515149,475729.7475703035993
1652745600,2022-05-17 00:00:00,TLOS/USDT,0.34797,0.37258,0.34752,0.36894,1110060.90876563,397990.9398032997955
1652659200,2022-05-16 00:00:00,TLOS/USDT,0.38105,0.38117,0.34043,0.34834,1187566.20807106,422359.4424058535897
1652572800,2022-05-15 00:00:00,TLOS/USDT,0.36296,0.38139,0.33496,0.38105,2031805.58131659,721387.2676941839875
1652486400,2022-05-14 00:00:00,TLOS/USDT,0.366,0.37487,0.33317,0.3618,1421506.98196729,504129.8399894672191
1652400000,2022-05-13 00:00:00,TLOS/USDT,0.31709,0.40751,0.31,0.36676,2459991.1559017,905778.051186153022
1652313600,2022-05-12 00:00:00,TLOS/USDT,0.33717,0.38855,0.28208,0.31791,2923108.67268933,921251.902996808724
1652227200,2022-05-11 00:00:00,TLOS/USDT,0.50232,0.50435,0.32703,0.33758,4840074.11260551,1984986.0579609734538
1652140800,2022-05-10 00:00:00,TLOS/USDT,0.52467,0.55335,0.49997,0.50215,2670513.53010258,1395075.499529610236
1652054400,2022-05-09 00:00:00,TLOS/USDT,0.64154,0.64232,0.52016,0.52268,3674442.69289431,2160659.6500176959072
1651968000,2022-05-08 00:00:00,TLOS/USDT,0.66034,0.66103,0.63903,0.64167,1956111.95203195,1265911.6274140483882
1651881600,2022-05-07 00:00:00,TLOS/USDT,0.67327,0.67495,0.65,0.66054,1947882.56143896,1295833.194777990736
1651795200,2022-05-06 00:00:00,TLOS/USDT,0.69642,0.69773,0.66,0.6733,1781577.93612472,1209329.972585451942
1651708800,2022-05-05 00:00:00,TLOS/USDT,0.71428,0.72,0.67,0.69582,2019007.49228336,1408374.3973501492461
1651622400,2022-05-04 00:00:00,TLOS/USDT,0.68223,0.719,0.67788,0.71429,1682038.17186722,1165265.233012255032
1651536000,2022-05-03 00:00:00,TLOS/USDT,0.71056,0.71703,0.67002,0.68223,1193327.10511193,824028.3622657018664
1651449600,2022-05-02 00:00:00,TLOS/USDT,0.7634,0.78023,0.69301,0.71062,1599001.21690942,1175993.5022013219951
1651363200,2022-05-01 00:00:00,TLOS/USDT,0.70727,0.81,0.7,0.76531,2984996.14184215,2240755.5827552680244
1651276800,2022-04-30 00:00:00,TLOS/USDT,0.67924,0.78001,0.6623,0.70731,2223094.50620868,1581913.1353434373983
1651190400,2022-04-29 00:00:00,TLOS/USDT,0.69172,0.71,0.6525,0.67552,1522853.51934116,1031349.2747040444783
1651104000,2022-04-28 00:00:00,TLOS/USDT,0.65204,0.7925,0.62,0.69176,3797007.4270857,2635412.7799697909497
1651017600,2022-04-27 00:00:00,TLOS/USDT,0.55633,0.65464,0.54578,0.65082,1597761.15352384,976641.1525811682048
1650931200,2022-04-26 00:00:00,TLOS/USDT,0.63115,0.64635,0.52645,0.55661,1277212.47966814,747434.2992422779132
1650844800,2022-04-25 00:00:00,TLOS/USDT,0.64192,0.64254,0.61004,0.6312,803176.92776878,501889.8653280701898
1650758400,2022-04-24 00:00:00,TLOS/USDT,0.66978,0.68133,0.63489,0.64224,801366.10026008,532781.8541533250388
1650672000,2022-04-23 00:00:00,TLOS/USDT,0.67018,0.6777,0.65514,0.66799,749316.10722915,501798.2654690982415
1650585600,2022-04-22 00:00:00,TLOS/USDT,0.67685,0.69781,0.66158,0.67012,954467.08470098,644489.0124166476695
1650499200,2022-04-21 00:00:00,TLOS/USDT,0.7016,0.72483,0.66838,0.67722,1725688.34761189,1208287.1122479344036
1650412800,2022-04-20 00:00:00,TLOS/USDT,0.70921,0.71,0.68491,0.70165,1545140.18131876,1087773.4893249274349
1650326400,2022-04-19 00:00:00,TLOS/USDT,0.71714,0.72,0.69146,0.70871,1837753.72664545,1300992.1599184943953
1650240000,2022-04-18 00:00:00,TLOS/USDT,0.73244,0.73544,0.68501,0.71716,1701217.27498512,1215556.5084325423959
1650153600,2022-04-17 00:00:00,TLOS/USDT,0.74604,0.75442,0.73015,0.73296,976220.03621071,725847.8615705104115
1650067200,2022-04-16 00:00:00,TLOS/USDT,0.75876,0.776,0.73511,0.74595,1391256.252065,1046791.4678920528987
1649980800,2022-04-15 00:00:00,TLOS/USDT,0.72761,0.76898,0.69116,0.75948,1727044.27953807,1246886.9762868998298
1649894400,2022-04-14 00:00:00,TLOS/USDT,0.74867,0.76142,0.71,0.72793,1650320.90815792,1229461.6041972390565
1649808000,2022-04-13 00:00:00,TLOS/USDT,0.74213,0.7581,0.73525,0.74878,1603363.79744504,1194602.0958814636369
1649721600,2022-04-12 00:00:00,TLOS/USDT,0.72852,0.78425,0.72786,0.7426,1889325.13100694,1410890.2241339682408
1649635200,2022-04-11 00:00:00,TLOS/USDT,0.81739,0.82719,0.71758,0.72922,1573665.33414056,1209671.0861197650959
1649548800,2022-04-10 00:00:00,TLOS/USDT,0.78654,0.84526,0.78654,0.81739,860558.06853414,699436.2268090134994
1649462400,2022-04-09 00:00:00,TLOS/USDT,0.77351,0.80007,0.75194,0.78654,655599.12316396,511477.1715601976739
1649376000,2022-04-08 00:00:00,TLOS/USDT,0.835,0.83604,0.75,0.77351,811382.75330076,640919.4117975233437
1649289600,2022-04-07 00:00:00,TLOS/USDT,0.78838,0.85597,0.77478,0.835,926894.04137559,745967.7796099889031
1649203200,2022-04-06 00:00:00,TLOS/USDT,0.89826,0.89826,0.77713,0.78868,1257389.35615476,1046530.9188090699455
1649116800,2022-04-05 00:00:00,TLOS/USDT,0.93988,0.94807,0.89,0.89827,1005673.05770418,927896.7506265690768
1649030400,2022-04-04 00:00:00,TLOS/USDT,0.95468,0.979,0.886,0.94195,1398379.99890505,1302647.8992083348286
1648944000,2022-04-03 00:00:00,TLOS/USDT,0.89547,0.98,0.86674,0.95706,1523969.57019529,1388557.526825812496
1648857600,2022-04-02 00:00:00,TLOS/USDT,0.79295,0.92758,0.78636,0.8967,2351658.81677111,2024296.5822037142026
1648771200,2022-04-01 00:00:00,TLOS/USDT,0.77042,0.82,0.752,0.7931,887061.78571221,700969.635038887544
1648684800,2022-03-31 00:00:00,TLOS/USDT,0.81144,0.83105,0.75663,0.76989,1242085.93063519,989807.9287908956889
1648598400,2022-03-30 00:00:00,TLOS/USDT,0.82465,0.836,0.80112,0.81145,695345.91344918,567492.7654439007852
1648512000,2022-03-29 00:00:00,TLOS/USDT,0.80215,0.869,0.78748,0.82474,897371.17679128,742345.4822148292015
1648425600,2022-03-28 00:00:00,TLOS/USDT,0.82677,0.891,0.79,0.80215,1898099.72216357,1600214.3324092954456
1648339200,2022-03-27 00:00:00,TLOS/USDT,0.72017,0.84872,0.71003,0.82741,1459687.88593744,1123469.8245737159215
1648252800,2022-03-26 00:00:00,TLOS/USDT,0.70692,0.74055,0.69998,0.72017,879589.07003625,631241.4766153303517
1648166400,2022-03-25 00:00:00,TLOS/USDT,0.77409,0.78751,0.69918,0.70692,1571578.56097758,1174951.7185396622222
1648080000,2022-03-24 00:00:00,TLOS/USDT,0.78116,0.7952,0.75,0.77413,1074981.16805928,832756.9511934623103
1647993600,2022-03-23 00:00:00,TLOS/USDT,0.80331,0.829,0.75003,0.77709,1045372.98888892,815069.5903180243101
1647907200,2022-03-22 00:00:00,TLOS/USDT,0.80282,0.8175,0.779,0.80247,511077.91390147,409590.381481848916
1647820800,2022-03-21 00:00:00,TLOS/USDT,0.83047,0.83088,0.79,0.80282,519503.57428013,417845.5819416354582
1647734400,2022-03-20 00:00:00,TLOS/USDT,0.81472,0.866,0.80084,0.83034,587428.40401096,485728.8571071099661
1647648000,2022-03-19 00:00:00,TLOS/USDT,0.83703,0.86006,0.80034,0.81472,686663.60514461,571312.3527717954015
1647561600,2022-03-18 00:00:00,TLOS/USDT,0.856,0.86162,0.79,0.83519,890796.71513499,738961.2013906998611
1647475200,2022-03-17 00:00:00,TLOS/USDT,0.82426,0.889,0.82293,0.85632,1559357.11189155,1333199.7519035659282
1647388800,2022-03-16 00:00:00,TLOS/USDT,0.78005,0.84859,0.76113,0.82374,1183771.4611918,958021.6803638531176
1647302400,2022-03-15 00:00:00,TLOS/USDT,0.7647,0.85,0.73221,0.78023,686834.79673487,525855.0724698946858
1647216000,2022-03-14 00:00:00,TLOS/USDT,0.76645,0.78672,0.74918,0.76187,641166.72698236,492020.8875829007483
1647129600,2022-03-13 00:00:00,TLOS/USDT,0.82242,0.83111,0.74441,0.76645,886960.650644,702574.7707470757446
1647043200,2022-03-12 00:00:00,TLOS/USDT,0.84987,0.86609,0.81999,0.82583,501463.38470646,419720.538974839776
1646956800,2022-03-11 00:00:00,TLOS/USDT,0.85503,0.89536,0.84314,0.8541,871863.29934408,756062.4818384915118
1646870400,2022-03-10 00:00:00,TLOS/USDT,0.91185,0.91689,0.84874,0.85558,701446.76601565,613136.4982310225367
1646784000,2022-03-09 00:00:00,TLOS/USDT,0.90418,0.94,0.8811,0.91412,1220152.70814068,1118760.8941649062907
1646697600,2022-03-08 00:00:00,TLOS/USDT,0.9031,0.92,0.85926,0.90448,1171222.98388012,1038328.4822126603632
1646611200,2022-03-07 00:00:00,TLOS/USDT,0.93758,0.94982,0.88888,0.9021,1014116.91108745,927071.6315595918468
1646524800,2022-03-06 00:00:00,TLOS/USDT,0.96135,0.999,0.91938,0.93722,691066.17093547,655455.7605331182488
1646438400,2022-03-05 00:00:00,TLOS/USDT,0.97443,0.99357,0.95,0.96275,511600.12193446,493937.6943495856188
1646352000,2022-03-04 00:00:00,TLOS/USDT,1.00892,1.02462,0.95996,0.97443,1011738.47995823,1000718.9863950673524
1646265600,2022-03-03 00:00:00,TLOS/USDT,1.00306,1.05278,0.9851,1.00992,1074637.09374236,1094005.0769517336147
1646179200,2022-03-02 00:00:00,TLOS/USDT,1.0002,1.055,0.97794,1.00308,937215.75125732,946548.0782261853101
1646092800,2022-03-01 00:00:00,TLOS/USDT,1.01763,1.054,0.99881,1.0002,1242191.36057671,1272320.7509984949497
1646006400,2022-02-28 00:00:00,TLOS/USDT,0.91699,1.04405,0.89397,1.01758,1704306.75265759,1632951.178324196982
1645920000,2022-02-27 00:00:00,TLOS/USDT,0.97033,1.00483,0.90769,0.91699,810266.16400357,777052.7729984060502
1645833600,2022-02-26 00:00:00,TLOS/USDT,0.95047,1.001,0.94001,0.97033,1007903.44916807,978085.1704829015167
1645747200,2022-02-25 00:00:00,TLOS/USDT,0.91134,0.991,0.90871,0.94866,1496834.80280603,1421679.6612610389222
1645660800,2022-02-24 00:00:00,TLOS/USDT,0.97107,0.9826,0.8254,0.91134,3286833.50086139,2919987.9527724589568
1645574400,2022-02-23 00:00:00,TLOS/USDT,1.01023,1.08,0.965,0.97124,1129659.94906136,1144057.8538900528976
1645488000,2022-02-22 00:00:00,TLOS/USDT,1.0222,1.05052,0.91,1.0116,1913373.23673969,1847628.1827553423097
1645401600,2022-02-21 00:00:00,TLOS/USDT,1.05959,1.13048,1.01116,1.01549,1421206.45932643,1534892.4059998757047
1645315200,2022-02-20 00:00:00,TLOS/USDT,1.08813,1.10948,1.001,1.05988,1379978.52004651,1437737.6097835704927
1645228800,2022-02-19 00:00:00,TLOS/USDT,1.10889,1.16999,1.05053,1.08905,1247083.22301344,1379752.6256566393946
1645142400,2022-02-18 00:00:00,TLOS/USDT,1.10858,1.18,1.06771,1.11104,1562678.81124181,1759552.1681903571742
1645056000,2022-02-17 00:00:00,TLOS/USDT,1.1913,1.23,1.04,1.10857,1708910.96522808,1938577.7345174486376
1644969600,2022-02-16 00:00:00,TLOS/USDT,1.12779,1.21,1.08,1.19854,1431412.33217793,1623659.5318042484604
1644883200,2022-02-15 00:00:00,TLOS/USDT,0.95195,1.17,0.94568,1.12726,1396312.53514981,1469629.0436435059912
1644796800,2022-02-14 00:00:00,TLOS/USDT,0.99399,0.99399,0.899,0.95,1018643.36743783,965780.7376283421698
1644710400,2022-02-13 00:00:00,TLOS/USDT,1.00275,1.04515,0.96304,0.9933,823772.24285253,823732.1284322810026
1644624000,2022-02-12 00:00:00,TLOS/USDT,1.02332,1.15202,0.99,1.00011,1166492.99978288,1204908.1026311202788
1644537600,2022-02-11 00:00:00,TLOS/USDT,1.09314,1.2427,1.00561,1.02151,2277827.17607374,2515332.752220489843
