https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAHA,Volume USDT
1643760000,2022-02-02 00:00:00,MAHA/USDT,3.2595,3.4027,3.19,3.223,24988.50862896,81935.74892822056
1643673600,2022-02-01 00:00:00,MAHA/USDT,3.3281,3.59,3.1503,3.2883,35873.27732331,117692.076891109246
1643587200,2022-01-31 00:00:00,MAHA/USDT,3.2723,3.5214,3.0481,3.3074,48539.76258834,160049.469835389644
1643500800,2022-01-30 00:00:00,MAHA/USDT,3.5894,3.6867,3.2126,3.2713,31711.01212877,110239.397660994528
1643414400,2022-01-29 00:00:00,MAHA/USDT,3.1432,3.6999,3.1152,3.5894,41489.26533613,145439.747962809934
1643328000,2022-01-28 00:00:00,MAHA/USDT,3.1159,3.1679,2.8697,3.1432,28129.25603848,85169.195406950413
1643241600,2022-01-27 00:00:00,MAHA/USDT,3.0397,3.1809,2.9114,3.116,25543.46617208,78256.264348277724
1643155200,2022-01-26 00:00:00,MAHA/USDT,3.1218,3.4162,2.98,3.0396,34705.94593925,112218.847993442162
1643068800,2022-01-25 00:00:00,MAHA/USDT,3.1123,3.25,2.9148,3.1152,45037.68495999,139258.855742959225
1642982400,2022-01-24 00:00:00,MAHA/USDT,3.5214,3.6581,2.4976,3.1023,108136.95061251,317119.925123934936
1642896000,2022-01-23 00:00:00,MAHA/USDT,3.4111,3.6996,3.3401,3.5215,33430.76307751,116950.03770634484
1642809600,2022-01-22 00:00:00,MAHA/USDT,3.9428,3.9535,3.1301,3.4087,91072.3531251,318091.56992975194
1642723200,2022-01-21 00:00:00,MAHA/USDT,5.0738,5.2182,3.8164,3.9544,51487.50906063,233611.306501880222
1642636800,2022-01-20 00:00:00,MAHA/USDT,5,5.2726,4.8554,5.0738,32120.45253402,163468.62701926899
1642550400,2022-01-19 00:00:00,MAHA/USDT,5.3813,5.3856,4.7704,5,34687.65207444,174274.726684583139
1642464000,2022-01-18 00:00:00,MAHA/USDT,5.6374,5.7879,5.2,5.3813,32951.76789007,178538.554510914938
1642377600,2022-01-17 00:00:00,MAHA/USDT,5.8084,5.9892,5.2,5.6151,80073.94167125,451906.268260482055
1642291200,2022-01-16 00:00:00,MAHA/USDT,6.2044,6.25,5.7343,5.8151,36065.06528193,219599.640660111325
1642204800,2022-01-15 00:00:00,MAHA/USDT,6.4877,7.2,6.2041,6.23,87923.23280337,579479.461201122309
1642118400,2022-01-14 00:00:00,MAHA/USDT,5.6915,6.6655,5.5391,6.4877,102581.10629302,628895.865666237825
1642032000,2022-01-13 00:00:00,MAHA/USDT,6.0728,6.3762,5.6238,5.6998,73529.46528788,443329.256801369432
1641945600,2022-01-12 00:00:00,MAHA/USDT,6.0989,6.3999,5.9242,6.0508,48112.9662535,298455.567913794014
1641859200,2022-01-11 00:00:00,MAHA/USDT,6.4171,6.9104,5.7719,6.0995,121192.58025613,754118.849553306764
1641772800,2022-01-10 00:00:00,MAHA/USDT,5.2838,6.4174,4.8229,6.4174,72020.06234005,395467.587523163036
1641686400,2022-01-09 00:00:00,MAHA/USDT,5.2102,5.792,4.8142,5.3092,78943.22974329,418030.004027769392
1641600000,2022-01-08 00:00:00,MAHA/USDT,5.6044,6.2,4.7,5.2099,146852.18898535,786476.505585699584
1641513600,2022-01-07 00:00:00,MAHA/USDT,6.135,6.5173,5.5256,5.6044,82289.15556804,489871.06480870663
1641427200,2022-01-06 00:00:00,MAHA/USDT,6.5034,6.5983,5.5342,6.135,57780.90568528,354849.930478000134
1641340800,2022-01-05 00:00:00,MAHA/USDT,7.784,7.8442,6.2181,6.5491,119583.00953432,866257.234821736975
1641254400,2022-01-04 00:00:00,MAHA/USDT,9.3019,9.7186,7.7018,7.8365,165738.11714386,1376199.691679853214
1641168000,2022-01-03 00:00:00,MAHA/USDT,7.9224,10.65,7.8565,9.3011,232587.09974202,2071953.910437790677
1641081600,2022-01-02 00:00:00,MAHA/USDT,8.6577,8.7227,7.6301,7.9635,163386.56084076,1304736.040470822965
1640995200,2022-01-01 00:00:00,MAHA/USDT,10.1179,10.5,8.2254,8.6001,152586.66632462,1420200.289303650458
1640908800,2021-12-31 00:00:00,MAHA/USDT,7.0056,10.9,6.984,10.0596,352941.00576236,2982586.890170953747
1640822400,2021-12-30 00:00:00,MAHA/USDT,6.3664,7.5495,6.0318,7.0408,151989.93229124,1037688.286573528475
1640736000,2021-12-29 00:00:00,MAHA/USDT,5.8715,7.5,5.8548,6.3561,295584.60800361,1958714.286317453119
1640649600,2021-12-28 00:00:00,MAHA/USDT,5.7619,6.673,5.5102,5.8713,264364.20870549,1575957.574715839813
