https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EWT,Volume USDT
1642204800,2022-01-15 00:00:00,EWT/USDT,7.676,8.469,7.62,8.073,60345.54039154,483485.61464666277
1642118400,2022-01-14 00:00:00,EWT/USDT,7.68,7.899,7.51,7.698,43559.33897523,335952.2711762854
1642032000,2022-01-13 00:00:00,EWT/USDT,8.462,8.473,7.645,7.68,56979.96810841,453734.53519027214
1641945600,2022-01-12 00:00:00,EWT/USDT,8.243,8.74,7.95,8.464,65814.97886847,547244.9507334136
1641859200,2022-01-11 00:00:00,EWT/USDT,7.51,8.362,7.4,8.243,97192.04102638,758010.14814441389
1641772800,2022-01-10 00:00:00,EWT/USDT,7.7,8.004,7.1,7.51,135585.38584571,1018329.45262090579
1641686400,2022-01-09 00:00:00,EWT/USDT,8.021,8.097,7.633,7.7,79166.97196646,624286.16119134226
1641600000,2022-01-08 00:00:00,EWT/USDT,8.183,8.537,7.58,8.011,68956.1551123,555837.44733668747
1641513600,2022-01-07 00:00:00,EWT/USDT,8.474,8.479,7.724,8.198,107281.38107048,870675.05640757131
1641427200,2022-01-06 00:00:00,EWT/USDT,8.538,9.046,8.071,8.476,92764.31035257,792722.24257045847
1641340800,2022-01-05 00:00:00,EWT/USDT,9.3,9.716,8.154,8.585,158703.44589217,1433239.26660004777
1641254400,2022-01-04 00:00:00,EWT/USDT,9.402,9.901,9.1,9.3,93434.1379653,876479.16586349316
1641168000,2022-01-03 00:00:00,EWT/USDT,10.081,10.265,9.084,9.402,108892.33802178,1040111.22741932885
1641081600,2022-01-02 00:00:00,EWT/USDT,9.129,10.3,9.053,10.084,126189.13967011,1222313.36672726784
1640995200,2022-01-01 00:00:00,EWT/USDT,8.846,9.22,8.827,9.13,61515.61442297,555772.55136281345
1640908800,2021-12-31 00:00:00,EWT/USDT,9.36,9.572,8.822,8.827,127948.27772036,1173797.3406183778
1640822400,2021-12-30 00:00:00,EWT/USDT,9.557,9.783,9,9.323,129131.04795097,1213462.41098391882
1640736000,2021-12-29 00:00:00,EWT/USDT,9.745,10.815,9.471,9.555,207613.09026734,2106988.46895126092
1640649600,2021-12-28 00:00:00,EWT/USDT,9.865,9.917,9,9.745,135625.38494214,1274695.40721426853
