https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RLC,Volume USDT
1662076800,2022-09-02 00:00:00,RLC/USDT,1.1456,1.1697,1.0816,1.1021,31391.36104341,35627.791446123853
1661990400,2022-09-01 00:00:00,RLC/USDT,1.1366,1.1476,1.0833,1.1469,44376.69256138,49395.692388027987
1661904000,2022-08-31 00:00:00,RLC/USDT,1.1927,1.2464,1.1303,1.1359,72568.81712521,85950.909406596048
1661817600,2022-08-30 00:00:00,RLC/USDT,1.2604,1.415,1.1591,1.1882,157194.41553146,195775.871722523786
1661731200,2022-08-29 00:00:00,RLC/USDT,1.2036,1.2656,1.1923,1.258,25622.43276323,31511.67000531981
1661644800,2022-08-28 00:00:00,RLC/USDT,1.3703,1.3703,1.1908,1.1987,44953.19390938,57376.640903096569
1661558400,2022-08-27 00:00:00,RLC/USDT,1.2428,1.3849,1.2379,1.371,82003.55227071,110126.437502606624
1661472000,2022-08-26 00:00:00,RLC/USDT,1.39,1.4092,1.2338,1.2483,65225.66784591,86474.084817849661
1661385600,2022-08-25 00:00:00,RLC/USDT,1.5457,1.5786,1.3849,1.3894,116363.7388749,170172.396798247465
1661299200,2022-08-24 00:00:00,RLC/USDT,1.3038,1.6888,1.2633,1.5408,244992.86206421,374189.893132533786
1661212800,2022-08-23 00:00:00,RLC/USDT,1.3582,1.3667,1.2585,1.3002,35134.41278699,45291.21965737739
1661126400,2022-08-22 00:00:00,RLC/USDT,1.2996,1.4315,1.246,1.3611,78427.01432197,105303.950068058569
1661040000,2022-08-21 00:00:00,RLC/USDT,1.3634,1.3634,1.2614,1.3025,52033.57730033,68395.755484562156
1660953600,2022-08-20 00:00:00,RLC/USDT,1.2387,1.4127,1.2387,1.3685,97590.98840528,130869.764502188035
1660867200,2022-08-19 00:00:00,RLC/USDT,1.388,1.3976,1.1723,1.2337,73018.68743285,93200.50793009893
1660780800,2022-08-18 00:00:00,RLC/USDT,1.4161,1.4484,1.3673,1.3853,31732.45624847,44683.783528071008
1660694400,2022-08-17 00:00:00,RLC/USDT,1.4708,1.5456,1.3952,1.4092,83272.44383845,119778.104642084276
1660608000,2022-08-16 00:00:00,RLC/USDT,1.4681,1.4937,1.429,1.4774,35834.7278394,52417.249227100333
1660521600,2022-08-15 00:00:00,RLC/USDT,1.4477,1.6626,1.4175,1.465,165731.47892719,258026.93857038874
1660435200,2022-08-14 00:00:00,RLC/USDT,1.4219,1.468,1.32,1.4544,56118.62855747,79133.671277567941
1660348800,2022-08-13 00:00:00,RLC/USDT,1.4305,1.4571,1.3752,1.4167,79301.0712689,112862.509604270005
1660262400,2022-08-12 00:00:00,RLC/USDT,1.4894,1.5877,1.3852,1.43,102763.21103816,148120.595376384779
1660176000,2022-08-11 00:00:00,RLC/USDT,1.4712,1.8952,1.42,1.4806,844118.6351246,1359376.77516662398
1660089600,2022-08-10 00:00:00,RLC/USDT,1.0365,1.6314,1.0113,1.4729,692542.59198387,978146.212106007281
1660003200,2022-08-09 00:00:00,RLC/USDT,1.0691,1.1449,1.0116,1.0343,64867.80515401,68925.119613673503
1659916800,2022-08-08 00:00:00,RLC/USDT,1.0452,1.15,1.0425,1.0691,24657.50110246,26578.394520442983
1659830400,2022-08-07 00:00:00,RLC/USDT,1.0938,1.0959,1.0296,1.0454,15746.22400876,16535.710258725628
1659744000,2022-08-06 00:00:00,RLC/USDT,1.0762,1.0988,1.0606,1.0881,9782.30625373,10486.612844523547
1659657600,2022-08-05 00:00:00,RLC/USDT,1.0328,1.0754,1.0111,1.0754,17556.07419561,18479.340310009199
1659571200,2022-08-04 00:00:00,RLC/USDT,1.0138,1.0584,1.01,1.0378,33015.38872032,34141.117449534753
1659484800,2022-08-03 00:00:00,RLC/USDT,1.0072,1.1574,0.998,1.0189,137621.81164458,149998.905526610744
1659398400,2022-08-02 00:00:00,RLC/USDT,1.0304,1.0418,0.9454,1.0032,34409.30698165,33907.832703689336
1659312000,2022-08-01 00:00:00,RLC/USDT,0.9931,1.0799,0.9925,1.0317,30645.22817637,31898.7701297384
1659225600,2022-07-31 00:00:00,RLC/USDT,0.9795,1.0855,0.9795,0.9995,112781.94319616,114894.543197932679
1659139200,2022-07-30 00:00:00,RLC/USDT,0.9853,1.085,0.9693,0.9787,55323.08538992,56757.200129989074
1659052800,2022-07-29 00:00:00,RLC/USDT,0.942,1.0165,0.925,0.985,36594.73420628,35454.398870624588
1658966400,2022-07-28 00:00:00,RLC/USDT,0.8911,0.9582,0.8805,0.9389,24386.76909182,22119.547450023084
1658880000,2022-07-27 00:00:00,RLC/USDT,0.8452,0.891,0.8263,0.8885,21859.38360751,18818.728272373568
1658793600,2022-07-26 00:00:00,RLC/USDT,0.8376,0.8541,0.8072,0.8466,18577.66910662,15479.465280987098
1658707200,2022-07-25 00:00:00,RLC/USDT,0.9043,0.9085,0.8406,0.8406,19071.90905453,16723.507122232085
1658620800,2022-07-24 00:00:00,RLC/USDT,0.912,0.9444,0.8244,0.9043,45989.68310064,41685.876513046416
1658534400,2022-07-23 00:00:00,RLC/USDT,0.9053,0.9318,0.8741,0.9067,9340.15787015,8445.82220272987
1658448000,2022-07-22 00:00:00,RLC/USDT,0.9438,0.9763,0.8945,0.9101,13034.98202212,12358.495791234535
1658361600,2022-07-21 00:00:00,RLC/USDT,0.9354,0.9499,0.8976,0.9435,21958.66779318,20487.673303840796
1658275200,2022-07-20 00:00:00,RLC/USDT,1.0095,1.041,0.9175,0.9295,42373.42665781,42159.057276973704
1658188800,2022-07-19 00:00:00,RLC/USDT,0.9795,1.028,0.9498,1.0049,37125.17268071,36922.829892538703
1658102400,2022-07-18 00:00:00,RLC/USDT,0.9415,1.0055,0.9415,0.9873,60128.59836899,58720.300932828347
1658016000,2022-07-17 00:00:00,RLC/USDT,0.9418,1.0645,0.9281,0.9341,90385.14310953,86444.200301935503
1657929600,2022-07-16 00:00:00,RLC/USDT,0.8945,0.9725,0.8841,0.9451,95597.85118757,90071.413179245292
1657843200,2022-07-15 00:00:00,RLC/USDT,0.9345,0.9364,0.8782,0.8979,40797.80895361,37100.462723515307
1657756800,2022-07-14 00:00:00,RLC/USDT,0.8572,1.0099,0.8485,0.9357,69957.75165944,64147.711026590377
1657670400,2022-07-13 00:00:00,RLC/USDT,0.8553,0.883,0.799,0.8574,53890.24441333,44469.86042624202
1657584000,2022-07-12 00:00:00,RLC/USDT,0.8553,0.9225,0.84,0.8571,80436.35109635,70869.213938375762
1657497600,2022-07-11 00:00:00,RLC/USDT,0.9374,0.9374,0.8483,0.8554,96904.2927857,86890.263151700001
1657411200,2022-07-10 00:00:00,RLC/USDT,1.0075,1.0186,0.925,0.9349,106859.47943071,102713.786186645004
1657324800,2022-07-09 00:00:00,RLC/USDT,0.9443,1.0423,0.9443,1.0108,67073.9403592,67640.613946967733
1657238400,2022-07-08 00:00:00,RLC/USDT,1.0094,1.0265,0.9315,0.9461,96533.22657009,93714.647869227743
1657152000,2022-07-07 00:00:00,RLC/USDT,1.0023,1.0295,0.99,1.0139,95229.69602214,96137.414634660971
1657065600,2022-07-06 00:00:00,RLC/USDT,1.0426,1.0562,0.9924,1.0032,53822.16113211,54621.873634165448
1656979200,2022-07-05 00:00:00,RLC/USDT,1.0111,1.1064,0.9853,1.0452,266548.16905278,280865.244413103189
1656892800,2022-07-04 00:00:00,RLC/USDT,1.0596,1.0717,0.973,1.0123,118005.732544,119150.763980188398
1656806400,2022-07-03 00:00:00,RLC/USDT,1.1429,1.1552,1.0167,1.0559,305824.65571824,333845.212698925942
1656720000,2022-07-02 00:00:00,RLC/USDT,1.3255,1.3835,1.1349,1.1428,496983.69726148,620623.750644312721
1656633600,2022-07-01 00:00:00,RLC/USDT,1.032,1.3963,1.02,1.3255,2032639.13348097,2459631.345853574542
1656547200,2022-06-30 00:00:00,RLC/USDT,0.8245,1.2238,0.7863,1.0317,1253068.3681457,1267863.094639177207
1656460800,2022-06-29 00:00:00,RLC/USDT,0.7259,0.8881,0.7259,0.8286,171162.34940458,139369.384040095844
1656374400,2022-06-28 00:00:00,RLC/USDT,0.772,0.7781,0.7181,0.7254,17222.82414518,12830.642148567546
1656288000,2022-06-27 00:00:00,RLC/USDT,0.7304,0.802,0.7299,0.771,26532.76883877,20539.998920702959
1656201600,2022-06-26 00:00:00,RLC/USDT,0.7783,0.8455,0.7251,0.7251,49221.3065666,39098.881425392399
1656115200,2022-06-25 00:00:00,RLC/USDT,0.794,0.8065,0.7511,0.7803,16679.73596178,13050.557291825609
1656028800,2022-06-24 00:00:00,RLC/USDT,0.7622,0.8364,0.7461,0.7913,47599.12506895,37735.355340588881
1655942400,2022-06-23 00:00:00,RLC/USDT,0.6691,0.8099,0.6691,0.7569,72692.96027289,55287.639714253987
1655856000,2022-06-22 00:00:00,RLC/USDT,0.6935,0.7034,0.6651,0.6703,50255.90917359,34265.267902098441
1655769600,2022-06-21 00:00:00,RLC/USDT,0.6873,0.7415,0.6703,0.6949,122584.83252566,86400.891725321906
1655683200,2022-06-20 00:00:00,RLC/USDT,0.6849,0.7112,0.6619,0.6873,112922.35171749,77376.912196310361
1655596800,2022-06-19 00:00:00,RLC/USDT,0.6123,0.6925,0.586,0.6851,73401.12214943,48986.298189933965
1655510400,2022-06-18 00:00:00,RLC/USDT,0.6382,0.6624,0.5642,0.6153,55062.02724205,33977.603974049114
1655424000,2022-06-17 00:00:00,RLC/USDT,0.6152,0.6623,0.6152,0.6402,9107.25093767,5792.462049830174
1655337600,2022-06-16 00:00:00,RLC/USDT,0.7279,0.7328,0.606,0.6152,45064.00103956,29509.094840699096
1655251200,2022-06-15 00:00:00,RLC/USDT,0.6789,0.7284,0.614,0.7251,37487.28425817,24796.401019937089
1655164800,2022-06-14 00:00:00,RLC/USDT,0.6838,0.7328,0.6311,0.685,21981.40991808,14974.28773724897
1655078400,2022-06-13 00:00:00,RLC/USDT,0.7113,0.7357,0.6307,0.6887,51642.52169508,34819.325419636617
1654992000,2022-06-12 00:00:00,RLC/USDT,0.7965,0.8063,0.7083,0.7083,33964.75815642,26127.270077561479
1654905600,2022-06-11 00:00:00,RLC/USDT,0.88,0.9016,0.7587,0.7928,65675.73795263,55086.879872501396
1654819200,2022-06-10 00:00:00,RLC/USDT,0.9125,0.9144,0.8461,0.88,62373.51673867,54500.476083381486
1654732800,2022-06-09 00:00:00,RLC/USDT,0.8943,1.02,0.8786,0.9125,125143.28416508,116621.716830598122
1654646400,2022-06-08 00:00:00,RLC/USDT,0.9477,0.9816,0.8896,0.896,26098.5188818,24193.285176182275
1654560000,2022-06-07 00:00:00,RLC/USDT,0.8749,1.1068,0.808,0.9461,157635.11588978,158449.09317532735
1654473600,2022-06-06 00:00:00,RLC/USDT,0.8672,0.9386,0.8616,0.8799,22403.93873969,20373.979907573322
1654387200,2022-06-05 00:00:00,RLC/USDT,0.8657,0.8856,0.8357,0.8628,16346.73497405,14090.763354242414
1654300800,2022-06-04 00:00:00,RLC/USDT,0.8823,0.8943,0.8516,0.8605,11528.68990782,10030.168821423488
1654214400,2022-06-03 00:00:00,RLC/USDT,0.9212,0.9265,0.8557,0.8823,12471.56684052,10987.920359322408
1654128000,2022-06-02 00:00:00,RLC/USDT,0.8925,0.9265,0.8616,0.9255,8351.29450017,7433.135471841409
1654041600,2022-06-01 00:00:00,RLC/USDT,0.9827,1.0598,0.8682,0.8922,48766.09416464,46701.32768482523
1653955200,2022-05-31 00:00:00,RLC/USDT,0.9876,1.0124,0.9148,0.9778,27955.11019188,26946.330433516393
1653868800,2022-05-30 00:00:00,RLC/USDT,0.846,0.9974,0.8314,0.9862,50077.79523636,46586.620098216658
1653782400,2022-05-29 00:00:00,RLC/USDT,0.8016,0.847,0.7769,0.8457,7646.4061948,6198.608568885067
1653696000,2022-05-28 00:00:00,RLC/USDT,0.7732,0.81,0.7569,0.8014,17150.98642603,13497.227946666536
1653609600,2022-05-27 00:00:00,RLC/USDT,0.7937,0.8032,0.741,0.7736,153336.38195745,119355.560409167646
1653523200,2022-05-26 00:00:00,RLC/USDT,0.87,0.8896,0.7671,0.7916,133956.93691205,108184.393346850977
1653436800,2022-05-25 00:00:00,RLC/USDT,0.9141,0.9212,0.8447,0.8651,37354.26256374,32734.984979357953
1653350400,2022-05-24 00:00:00,RLC/USDT,0.8733,0.9186,0.8282,0.9096,117866.77291286,102621.247067123042
1653264000,2022-05-23 00:00:00,RLC/USDT,0.9344,0.9848,0.8606,0.8743,54300.5226272,50695.922884413655
1653177600,2022-05-22 00:00:00,RLC/USDT,0.8927,0.9435,0.8749,0.9365,45167.99145654,41266.748896710788
1653091200,2022-05-21 00:00:00,RLC/USDT,0.8978,0.9477,0.8735,0.8886,68922.67281488,62497.595081271551
1653004800,2022-05-20 00:00:00,RLC/USDT,0.9159,0.9452,0.838,0.8992,68597.39052057,62197.596108868757
1652918400,2022-05-19 00:00:00,RLC/USDT,0.8282,0.926,0.7827,0.9134,83630.42094575,73382.920791634161
1652832000,2022-05-18 00:00:00,RLC/USDT,0.9106,0.95,0.8172,0.8282,60738.69052317,54404.688006170347
1652745600,2022-05-17 00:00:00,RLC/USDT,0.8144,0.9374,0.8144,0.9145,89406.17346915,76961.623350487125
1652659200,2022-05-16 00:00:00,RLC/USDT,0.8941,0.8941,0.7377,0.8161,72774.9582992,60806.342837553848
1652572800,2022-05-15 00:00:00,RLC/USDT,0.875,0.8956,0.821,0.8937,31585.46372809,27166.264974235853
1652486400,2022-05-14 00:00:00,RLC/USDT,0.8164,0.8828,0.7502,0.875,31162.09973361,25265.039107028295
1652400000,2022-05-13 00:00:00,RLC/USDT,0.7193,0.9122,0.7159,0.8186,42558.75370362,35680.169334968613
1652313600,2022-05-12 00:00:00,RLC/USDT,0.8278,0.8767,0.6299,0.7209,99022.29571697,71960.357048496243
1652227200,2022-05-11 00:00:00,RLC/USDT,1.1548,1.2133,0.7574,0.8156,151505.6408985,153196.303134217434
1652140800,2022-05-10 00:00:00,RLC/USDT,1.0943,1.2892,1.0561,1.1583,86961.76933532,103914.52723832674
1652054400,2022-05-09 00:00:00,RLC/USDT,1.3442,1.3834,1.09,1.092,55148.56309983,68001.691091914858
1651968000,2022-05-08 00:00:00,RLC/USDT,1.3662,1.3936,1.315,1.3408,37906.79518786,51473.914016156706
1651881600,2022-05-07 00:00:00,RLC/USDT,1.4945,1.497,1.3334,1.3705,46737.3002232,67756.668267619757
1651795200,2022-05-06 00:00:00,RLC/USDT,1.4773,1.521,1.4357,1.5015,65889.35885141,97470.055580653143
1651708800,2022-05-05 00:00:00,RLC/USDT,1.642,1.6586,1.4151,1.4833,76905.84696368,117472.937451238374
1651622400,2022-05-04 00:00:00,RLC/USDT,1.481,1.64,1.4803,1.64,43476.19354796,67759.366870207818
1651536000,2022-05-03 00:00:00,RLC/USDT,1.5107,1.5701,1.4545,1.4833,29915.45988281,45294.638146683069
1651449600,2022-05-02 00:00:00,RLC/USDT,1.5444,1.5829,1.4575,1.5135,39046.9362488,59244.743820973895
1651363200,2022-05-01 00:00:00,RLC/USDT,1.4624,1.6185,1.4468,1.5444,38457.27695961,59188.934121464556
1651276800,2022-04-30 00:00:00,RLC/USDT,1.6437,1.6892,1.3895,1.4702,21769.65469194,34039.80968435941
1651190400,2022-04-29 00:00:00,RLC/USDT,1.7921,1.8027,1.6157,1.6463,14603.90004267,24743.822710536068
1651104000,2022-04-28 00:00:00,RLC/USDT,1.7788,1.8269,1.7467,1.7888,16949.34215809,30358.334606138213
1651017600,2022-04-27 00:00:00,RLC/USDT,1.7471,1.8483,1.7259,1.7847,31159.64615745,56588.29949563947
1650931200,2022-04-26 00:00:00,RLC/USDT,1.9112,1.9326,1.7183,1.7401,25619.07478987,47206.788445292105
1650844800,2022-04-25 00:00:00,RLC/USDT,1.8908,1.915,1.76,1.912,29567.74352009,54391.178159540688
1650758400,2022-04-24 00:00:00,RLC/USDT,1.9447,1.9589,1.8777,1.887,17232.04529717,33025.356300712419
1650672000,2022-04-23 00:00:00,RLC/USDT,1.987,1.9984,1.9213,1.9302,35401.93322652,69412.124731458705
1650585600,2022-04-22 00:00:00,RLC/USDT,1.9597,2.0882,1.9492,1.9938,19570.95405244,39756.976741521971
1650499200,2022-04-21 00:00:00,RLC/USDT,2.0469,2.14,1.9278,1.9632,18761.80116966,38861.20614008896
1650412800,2022-04-20 00:00:00,RLC/USDT,2.0633,2.1397,1.9973,2.0338,17644.13441608,36437.11532203486
1650326400,2022-04-19 00:00:00,RLC/USDT,1.98,2.075,1.9615,2.075,19083.81962149,38413.75239035208
1650240000,2022-04-18 00:00:00,RLC/USDT,1.9347,1.9785,1.8321,1.9719,22451.93100804,43004.352098736502
1650153600,2022-04-17 00:00:00,RLC/USDT,2.0556,2.119,1.931,1.931,27916.07348522,56952.103742814571
1650067200,2022-04-16 00:00:00,RLC/USDT,2.0942,2.1247,2.0169,2.0556,24715.50371371,50864.436777044985
1649980800,2022-04-15 00:00:00,RLC/USDT,2.0719,2.12,2.0278,2.0967,31152.99639386,64488.462000614818
1649894400,2022-04-14 00:00:00,RLC/USDT,2.0639,2.19,1.9871,2.0781,76509.5992918,161029.462007812557
1649808000,2022-04-13 00:00:00,RLC/USDT,1.9743,2.07,1.9471,2.0693,29658.52104682,59577.443564118597
1649721600,2022-04-12 00:00:00,RLC/USDT,1.8284,2.0529,1.8257,1.9743,117011.52541556,230133.379460295985
1649635200,2022-04-11 00:00:00,RLC/USDT,1.9631,1.9758,1.7899,1.8209,100721.15548515,189779.984513930718
1649548800,2022-04-10 00:00:00,RLC/USDT,2.0564,2.092,1.9595,1.9595,36724.68656387,74753.536383794697
1649462400,2022-04-09 00:00:00,RLC/USDT,1.983,2.064,1.9737,2.0558,41764.11358871,84216.131023886047
1649376000,2022-04-08 00:00:00,RLC/USDT,2.1,2.1589,1.9582,1.9767,320888.83571642,673355.815516300188
1649289600,2022-04-07 00:00:00,RLC/USDT,1.9987,2.2257,1.957,2.102,125374.75633806,263193.212026697731
1649203200,2022-04-06 00:00:00,RLC/USDT,2.3302,2.3409,1.9871,2.0029,131769.039576,287468.851453229484
1649116800,2022-04-05 00:00:00,RLC/USDT,2.4454,2.5395,2.3271,2.3424,91653.92556102,224851.891167478999
1649030400,2022-04-04 00:00:00,RLC/USDT,2.5534,2.6001,2.3361,2.4508,177160.65462824,441884.767452931451
1648944000,2022-04-03 00:00:00,RLC/USDT,2.4132,2.587,2.3354,2.5505,130582.36159535,328794.363671000761
1648857600,2022-04-02 00:00:00,RLC/USDT,2.5235,2.5704,2.395,2.4022,94667.35421771,236056.344721418138
1648771200,2022-04-01 00:00:00,RLC/USDT,2.2408,2.6089,2.1598,2.5255,164382.48063537,387545.322622761315
1648684800,2022-03-31 00:00:00,RLC/USDT,2.4122,2.4845,2.1426,2.2408,135058.01842296,316052.419910059743
1648598400,2022-03-30 00:00:00,RLC/USDT,2.3005,2.4625,2.2036,2.4131,70140.18142594,167143.909368421973
1648512000,2022-03-29 00:00:00,RLC/USDT,2.1975,2.4004,2.1965,2.3067,34018.7362914,78421.77728947975
1648425600,2022-03-28 00:00:00,RLC/USDT,2.2775,2.3725,2.18,2.2048,66937.83354477,155131.77542438136
1648339200,2022-03-27 00:00:00,RLC/USDT,2.1587,2.3058,2.1282,2.277,68284.09959388,149903.605961679015
1648252800,2022-03-26 00:00:00,RLC/USDT,2.0793,2.4269,2.069,2.1652,147175.86385919,321046.818527776546
1648166400,2022-03-25 00:00:00,RLC/USDT,2.1189,2.1793,2.032,2.083,71832.93555161,151474.924358163634
1648080000,2022-03-24 00:00:00,RLC/USDT,2.0873,2.14,2.03,2.1173,64998.3981915,135448.42459994748
1647993600,2022-03-23 00:00:00,RLC/USDT,1.934,2.119,1.9082,2.0918,143749.28732678,291560.203085153021
1647907200,2022-03-22 00:00:00,RLC/USDT,1.9,2.0399,1.8868,1.9326,66879.72921465,132435.135693427027
1647820800,2022-03-21 00:00:00,RLC/USDT,1.8753,2,1.8292,1.8952,52558.60737154,100780.839319821919
1647734400,2022-03-20 00:00:00,RLC/USDT,1.9329,1.9422,1.8203,1.8805,54338.21788654,101910.851892776591
1647648000,2022-03-19 00:00:00,RLC/USDT,1.8507,1.9918,1.8334,1.9376,51626.09325897,98647.438853086196
1647561600,2022-03-18 00:00:00,RLC/USDT,1.8019,1.8562,1.745,1.8543,26515.26034593,47838.153718114823
1647475200,2022-03-17 00:00:00,RLC/USDT,1.8198,1.8426,1.7602,1.8095,22606.60691741,40827.400071174162
1647388800,2022-03-16 00:00:00,RLC/USDT,1.7088,1.8508,1.7008,1.8218,46111.97011578,81495.353960947778
1647302400,2022-03-15 00:00:00,RLC/USDT,1.6949,1.7342,1.6064,1.7132,34937.19418277,58789.001967485134
1647216000,2022-03-14 00:00:00,RLC/USDT,1.5932,1.7071,1.5817,1.692,26769.52361271,44723.922740837333
1647129600,2022-03-13 00:00:00,RLC/USDT,1.624,1.6851,1.5927,1.6014,21799.47406047,36057.775347428674
1647043200,2022-03-12 00:00:00,RLC/USDT,1.6304,1.6828,1.6291,1.6291,17266.17288432,28628.51411712246
1646956800,2022-03-11 00:00:00,RLC/USDT,1.6657,1.7017,1.6022,1.6349,19847.40738923,32871.671952366502
1646870400,2022-03-10 00:00:00,RLC/USDT,1.794,1.8044,1.6243,1.6694,36268.74460637,61343.208115859353
1646784000,2022-03-09 00:00:00,RLC/USDT,1.6876,1.8128,1.6876,1.7936,32679.64420447,57629.975871869036
1646697600,2022-03-08 00:00:00,RLC/USDT,1.6974,1.816,1.6691,1.6876,28931.14459265,50755.175406483301
1646611200,2022-03-07 00:00:00,RLC/USDT,1.7158,1.81,1.638,1.7013,28656.15942244,49876.855705653053
1646524800,2022-03-06 00:00:00,RLC/USDT,1.8187,1.8307,1.6923,1.7173,23204.73267681,40728.527863088363
1646438400,2022-03-05 00:00:00,RLC/USDT,1.7194,1.8434,1.6703,1.8198,12107.55602814,21409.317204535732
1646352000,2022-03-04 00:00:00,RLC/USDT,1.8545,1.9151,1.7031,1.7194,21532.90231477,39363.533908145317
1646265600,2022-03-03 00:00:00,RLC/USDT,1.9162,1.9778,1.811,1.8456,23110.12313127,43421.577069060996
1646179200,2022-03-02 00:00:00,RLC/USDT,1.996,1.9998,1.8845,1.9193,73654.47492028,144205.484322242176
1646092800,2022-03-01 00:00:00,RLC/USDT,1.8591,2.0364,1.827,1.9966,61803.14719464,119434.284150774695
1646006400,2022-02-28 00:00:00,RLC/USDT,1.5957,1.858,1.5752,1.858,35707.66624198,60630.276682929484
1645920000,2022-02-27 00:00:00,RLC/USDT,1.6715,1.7462,1.5648,1.6072,33193.89627252,54804.63868806588
1645833600,2022-02-26 00:00:00,RLC/USDT,1.6545,1.7239,1.6545,1.6715,33942.78528333,57503.802135496959
1645747200,2022-02-25 00:00:00,RLC/USDT,1.562,1.6713,1.5343,1.6492,48529.70580693,78235.244003083693
1645660800,2022-02-24 00:00:00,RLC/USDT,1.584,1.5989,1.3588,1.5621,115994.3741128,171183.404562166965
1645574400,2022-02-23 00:00:00,RLC/USDT,1.69,1.7598,1.5886,1.5886,35886.12823917,60670.302065984538
1645488000,2022-02-22 00:00:00,RLC/USDT,1.5817,1.707,1.5138,1.698,63005.21307078,101083.643545122504
1645401600,2022-02-21 00:00:00,RLC/USDT,1.732,1.848,1.5656,1.5752,57962.45323922,98601.612612620349
1645315200,2022-02-20 00:00:00,RLC/USDT,1.8186,1.8348,1.6974,1.7383,81707.31963826,143584.05281334442
1645228800,2022-02-19 00:00:00,RLC/USDT,1.8234,1.8683,1.7666,1.8246,64409.97524365,117103.515226367998
1645142400,2022-02-18 00:00:00,RLC/USDT,1.8979,1.9451,1.8049,1.8254,148193.23046878,277370.34500239697
1645056000,2022-02-17 00:00:00,RLC/USDT,2.1346,2.1571,1.8836,1.9042,169990.00351938,341284.714048762971
1644969600,2022-02-16 00:00:00,RLC/USDT,2.1462,2.1797,2.0918,2.1319,156016.32863995,333810.934322592833
1644883200,2022-02-15 00:00:00,RLC/USDT,1.9418,2.19,1.9407,2.1463,112410.29059151,233229.327319776409
1644796800,2022-02-14 00:00:00,RLC/USDT,1.9997,2.0083,1.8703,1.945,97889.29261171,188946.094419612872
1644710400,2022-02-13 00:00:00,RLC/USDT,2.0257,2.0605,1.9331,1.9966,78863.55058455,158548.015967618527
1644624000,2022-02-12 00:00:00,RLC/USDT,2.0619,2.1089,1.9725,2.0149,66459.70105415,135394.109538405049
1644537600,2022-02-11 00:00:00,RLC/USDT,2.1575,2.2822,2.0141,2.0652,83410.73785036,179320.590955397262
1644451200,2022-02-10 00:00:00,RLC/USDT,2.2853,2.2945,2.13,2.1648,64600.96677354,143977.586734841101
1644364800,2022-02-09 00:00:00,RLC/USDT,2.1977,2.5291,2.1642,2.2834,77946.7571238,180905.66052419322
1644278400,2022-02-08 00:00:00,RLC/USDT,2.2704,2.3232,2.0896,2.1925,69520.964395,151416.99289235143
1644192000,2022-02-07 00:00:00,RLC/USDT,2.1878,2.318,2.1496,2.2705,78343.43045699,177176.815174788863
1644105600,2022-02-06 00:00:00,RLC/USDT,2.1697,2.2295,2.099,2.185,50649.63636846,110042.473407428752
1644019200,2022-02-05 00:00:00,RLC/USDT,2.0893,2.2007,2.0797,2.1668,63202.40531218,135816.600796115844
1643932800,2022-02-04 00:00:00,RLC/USDT,1.8832,2.1009,1.8744,2.1003,93562.02209263,186978.635100624474
1643846400,2022-02-03 00:00:00,RLC/USDT,1.8805,1.8876,1.7785,1.8819,59047.80326314,108222.929891503926
1643760000,2022-02-02 00:00:00,RLC/USDT,1.9794,2.0344,1.8661,1.8735,40449.53575676,78585.40147499194
1643673600,2022-02-01 00:00:00,RLC/USDT,1.9466,2.006,1.9192,1.98,30644.91697619,60442.738109824734
