https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KCS,Volume USDT
1661558400,2022-08-27 00:00:00,KCS/USDT,9.235,9.355,9.037,9.134,125196.62702449,1146795.04973396816
1661472000,2022-08-26 00:00:00,KCS/USDT,9.764,9.809,9.2,9.232,160741.6631295,1533481.37852997877
1661385600,2022-08-25 00:00:00,KCS/USDT,9.629,9.815,9.615,9.763,98583.35360451,960943.18223153178
1661299200,2022-08-24 00:00:00,KCS/USDT,9.716,9.771,9.449,9.631,99979.30669564,963972.41563010852
1661212800,2022-08-23 00:00:00,KCS/USDT,9.584,9.756,9.429,9.713,101749.50374712,976227.605736441
1661126400,2022-08-22 00:00:00,KCS/USDT,9.631,9.634,9.336,9.582,92942.85229469,880408.52057476503
1661040000,2022-08-21 00:00:00,KCS/USDT,9.372,9.677,9.355,9.628,82467.52352179,785324.86392150784
1660953600,2022-08-20 00:00:00,KCS/USDT,9.36,9.523,9.2,9.372,107653.02543818,1011824.86790177699
1660867200,2022-08-19 00:00:00,KCS/USDT,10.11,10.11,9.349,9.359,226285.29518229,2198525.97471264269
1660780800,2022-08-18 00:00:00,KCS/USDT,10.256,10.381,10.08,10.11,107240.69724011,1099912.71453198197
1660694400,2022-08-17 00:00:00,KCS/USDT,10.391,10.625,10.124,10.256,171367.41571437,1769538.25011432507
1660608000,2022-08-16 00:00:00,KCS/USDT,10.527,10.614,10.328,10.39,148472.42270326,1551935.46697476916
1660521600,2022-08-15 00:00:00,KCS/USDT,10.647,10.875,10.433,10.526,141206.30437487,1496455.35121655797
1660435200,2022-08-14 00:00:00,KCS/USDT,10.696,10.875,10.557,10.646,110856.15626301,1189470.32340262368
1660348800,2022-08-13 00:00:00,KCS/USDT,10.655,10.861,10.634,10.697,119490.7863922,1284658.60115223915
1660262400,2022-08-12 00:00:00,KCS/USDT,10.513,10.698,10.46,10.654,125869.93841341,1333059.33829498914
1660176000,2022-08-11 00:00:00,KCS/USDT,10.778,10.899,10.49,10.512,266166.80333814,2856165.38613552625
1660089600,2022-08-10 00:00:00,KCS/USDT,10.536,10.975,10.35,10.779,236476.35840629,2541783.09629829689
1660003200,2022-08-09 00:00:00,KCS/USDT,10.767,10.808,10.417,10.536,168026.82713998,1783279.1180721833
1659916800,2022-08-08 00:00:00,KCS/USDT,10.606,10.881,10.518,10.767,304782.33955541,3255505.3447763332
1659830400,2022-08-07 00:00:00,KCS/USDT,10.502,10.72,10.42,10.602,182420.64835456,1929956.68426002042
1659744000,2022-08-06 00:00:00,KCS/USDT,10.44,10.591,10.384,10.501,184842.76211958,1944176.99690888022
1659657600,2022-08-05 00:00:00,KCS/USDT,10.036,10.451,10.019,10.44,187027.24091928,1922159.29118877698
1659571200,2022-08-04 00:00:00,KCS/USDT,10.029,10.185,9.896,10.035,188405.52759041,1890383.32046794316
1659484800,2022-08-03 00:00:00,KCS/USDT,9.939,10.149,9.834,10.028,149664.2612916,1501124.1275321735
1659398400,2022-08-02 00:00:00,KCS/USDT,9.965,10.123,9.74,9.938,197634.62526856,1960651.50668891473
1659312000,2022-08-01 00:00:00,KCS/USDT,10.049,10.224,9.9,9.963,186154.75140301,1868258.72216398652
1659225600,2022-07-31 00:00:00,KCS/USDT,10.182,10.368,10.034,10.05,175988.25807781,1799479.09241976919
1659139200,2022-07-30 00:00:00,KCS/USDT,10.197,10.432,10.109,10.183,197104.43579607,2022736.80186011868
1659052800,2022-07-29 00:00:00,KCS/USDT,10.341,10.485,10.042,10.197,260780.77573928,2675964.02462024168
1658966400,2022-07-28 00:00:00,KCS/USDT,10.227,10.483,9.915,10.343,292456.39084066,2993286.29723950888
1658880000,2022-07-27 00:00:00,KCS/USDT,9.665,10.23,9.528,10.224,188266.13185019,1856402.2198774341
1658793600,2022-07-26 00:00:00,KCS/USDT,9.46,9.677,9.3,9.664,179864.63830334,1701839.99929011311
1658707200,2022-07-25 00:00:00,KCS/USDT,9.868,9.915,9.438,9.46,216256.93335108,2098794.98550554341
1658620800,2022-07-24 00:00:00,KCS/USDT,9.842,10.123,9.8,9.873,204922.98629774,2036445.0411437466
1658534400,2022-07-23 00:00:00,KCS/USDT,10.153,10.329,9.8,9.84,275605.81719798,2750506.38544895292
1658448000,2022-07-22 00:00:00,KCS/USDT,10.162,10.461,10.001,10.153,262215.08106086,2688394.18552672039
1658361600,2022-07-21 00:00:00,KCS/USDT,10.277,10.377,9.879,10.162,334993.90520889,3386031.41631767678
1658275200,2022-07-20 00:00:00,KCS/USDT,10.251,10.581,10.141,10.277,307603.39049474,3192669.44421550149
1658188800,2022-07-19 00:00:00,KCS/USDT,9.854,10.399,9.736,10.25,487694.81444286,4907930.517338293
1658102400,2022-07-18 00:00:00,KCS/USDT,9.07,9.956,9.05,9.854,452831.15367158,4344474.07038463202
1658016000,2022-07-17 00:00:00,KCS/USDT,9.29,9.488,9.061,9.07,212963.62696969,1973432.9219894367
1657929600,2022-07-16 00:00:00,KCS/USDT,9.192,9.483,9.053,9.29,179722.79093756,1666570.93807172641
1657843200,2022-07-15 00:00:00,KCS/USDT,9.099,9.274,8.996,9.19,177732.82129425,1626038.05002846335
1657756800,2022-07-14 00:00:00,KCS/USDT,8.932,9.25,8.756,9.1,173950.17328588,1560553.48466812723
1657670400,2022-07-13 00:00:00,KCS/USDT,8.658,9.04,8.522,8.937,239287.29332505,2106591.46150857254
1657584000,2022-07-12 00:00:00,KCS/USDT,8.867,8.934,8.646,8.659,180668.37911438,1588440.66303428735
1657497600,2022-07-11 00:00:00,KCS/USDT,9.271,9.276,8.823,8.867,149791.42678,1354239.86146006114
1657411200,2022-07-10 00:00:00,KCS/USDT,9.638,9.638,9.121,9.27,157947.36275378,1477110.15183903836
1657324800,2022-07-09 00:00:00,KCS/USDT,9.146,9.863,9.07,9.637,333551.40591357,3185374.69327236888
1657238400,2022-07-08 00:00:00,KCS/USDT,8.943,9.378,8.867,9.144,282928.45890467,2579419.21460478817
1657152000,2022-07-07 00:00:00,KCS/USDT,8.979,9.243,8.818,8.944,330761.97174164,2992383.67856692406
1657065600,2022-07-06 00:00:00,KCS/USDT,8.816,9.023,8.706,8.979,202853.40448506,1799150.25587994123
1656979200,2022-07-05 00:00:00,KCS/USDT,9.013,9.157,8.31,8.821,649167.06396841,5662720.21059897047
1656892800,2022-07-04 00:00:00,KCS/USDT,8.304,9.045,8.09,9.013,479992.4568717,4104451.67026456802
1656806400,2022-07-03 00:00:00,KCS/USDT,8.651,8.651,8.034,8.304,606649.21076507,5049987.55905584474
1656720000,2022-07-02 00:00:00,KCS/USDT,8.798,9.514,8.611,8.651,848145.97386703,7732507.84992610047
1656633600,2022-07-01 00:00:00,KCS/USDT,9.916,10.149,8.731,8.797,493842.36690127,4628748.73522570849
1656547200,2022-06-30 00:00:00,KCS/USDT,9.995,10.02,9.516,9.908,194074.73143821,1884143.46528939887
1656460800,2022-06-29 00:00:00,KCS/USDT,10.181,10.26,9.902,9.995,196408.79654976,1978720.45283747663
1656374400,2022-06-28 00:00:00,KCS/USDT,10.588,10.758,10.156,10.181,165114.94009328,1731584.67929199163
1656288000,2022-06-27 00:00:00,KCS/USDT,10.715,11.01,10.485,10.591,134537.70475786,1442020.26282896916
1656201600,2022-06-26 00:00:00,KCS/USDT,10.92,11.169,10.686,10.716,184553.90468746,2020816.92860816735
1656115200,2022-06-25 00:00:00,KCS/USDT,10.936,11.051,10.645,10.919,182878.61001437,1986734.37614127169
1656028800,2022-06-24 00:00:00,KCS/USDT,10.671,11.127,10.539,10.928,227211.20336197,2457826.44554875444
1655942400,2022-06-23 00:00:00,KCS/USDT,10.433,10.704,10,10.674,282844.77979902,2942425.76522465681
1655856000,2022-06-22 00:00:00,KCS/USDT,10.874,10.964,10.428,10.437,213200.10269996,2272390.7632426363
1655769600,2022-06-21 00:00:00,KCS/USDT,10.347,11.11,10.228,10.874,383865.46464866,4150931.12350722851
1655683200,2022-06-20 00:00:00,KCS/USDT,10.628,10.668,10.04,10.353,323379.22865078,3341481.15340940801
1655596800,2022-06-19 00:00:00,KCS/USDT,9.572,10.867,9.201,10.625,565188.68211938,5587999.90759203818
1655510400,2022-06-18 00:00:00,KCS/USDT,11.096,11.186,9.1,9.571,631965.70659567,6294644.26728869862
1655424000,2022-06-17 00:00:00,KCS/USDT,11.081,11.399,10.897,11.096,181245.93262209,2022620.59783764195
1655337600,2022-06-16 00:00:00,KCS/USDT,11.832,11.989,11,11.087,277016.07078615,3163092.4205132105
1655251200,2022-06-15 00:00:00,KCS/USDT,11.915,11.958,10.69,11.832,607273.46105979,6862602.08950484453
1655164800,2022-06-14 00:00:00,KCS/USDT,11.708,12.278,11.1,11.914,556334.55266701,6546585.01835033041
1655078400,2022-06-13 00:00:00,KCS/USDT,14.118,14.199,11.092,11.706,1060749.37328524,12913071.01521009783
1654992000,2022-06-12 00:00:00,KCS/USDT,15.02,15.067,14.1,14.122,305775.35546603,4449702.51711220076
1654905600,2022-06-11 00:00:00,KCS/USDT,15.54,15.613,14.752,15.02,210260.87906882,3194419.65504011221
1654819200,2022-06-10 00:00:00,KCS/USDT,15.989,16.1,15.405,15.538,197418.6372269,3121119.90058083417
1654732800,2022-06-09 00:00:00,KCS/USDT,15.97,16.304,15.921,15.989,146573.45020064,2359901.89833277818
1654646400,2022-06-08 00:00:00,KCS/USDT,16.191,16.307,15.862,15.968,133025.21141339,2139297.98935597225
1654560000,2022-06-07 00:00:00,KCS/USDT,16.56,16.58,15.64,16.189,229890.06058139,3703031.20713467034
1654473600,2022-06-06 00:00:00,KCS/USDT,16.331,16.96,16.234,16.559,181914.68216545,3038211.93301284733
1654387200,2022-06-05 00:00:00,KCS/USDT,16.78,16.786,16.318,16.331,164614.57558572,2733700.01708535598
1654300800,2022-06-04 00:00:00,KCS/USDT,17.045,17.533,16.42,16.779,289779.10347617,4912485.96026995603
1654214400,2022-06-03 00:00:00,KCS/USDT,17.522,17.63,16.862,17.046,166824.92082343,2866812.07710431202
1654128000,2022-06-02 00:00:00,KCS/USDT,16.663,17.632,16.554,17.521,312494.36148348,5377047.05522859804
1654041600,2022-06-01 00:00:00,KCS/USDT,17.918,17.967,16.2,16.661,486745.73046464,8394445.4965765661
1653955200,2022-05-31 00:00:00,KCS/USDT,17.059,17.978,16.841,17.918,400398.82279643,6929497.99738662154
1653868800,2022-05-30 00:00:00,KCS/USDT,16.474,17.066,16.399,17.06,299177.47039795,5025023.05716073042
1653782400,2022-05-29 00:00:00,KCS/USDT,15.304,16.479,15.188,16.474,301341.91356507,4764964.58232514163
1653696000,2022-05-28 00:00:00,KCS/USDT,15.17,15.474,15.124,15.304,215431.35334641,3299071.1974609629
1653609600,2022-05-27 00:00:00,KCS/USDT,15.509,15.552,14.922,15.17,306482.3853056,4681734.83938178539
1653523200,2022-05-26 00:00:00,KCS/USDT,16.113,16.264,15.081,15.514,410979.72794321,6466148.34265502226
1653436800,2022-05-25 00:00:00,KCS/USDT,16.06,16.289,15.825,16.114,319890.13130178,5150575.29012522622
1653350400,2022-05-24 00:00:00,KCS/USDT,16.3,17.04,15.64,16.061,566543.42301688,9333609.34677476919
1653264000,2022-05-23 00:00:00,KCS/USDT,16.929,17.147,16.226,16.3,670681.8823086,11214350.42051125634
1653177600,2022-05-22 00:00:00,KCS/USDT,15.94,17,15.936,16.926,486720.31782664,8009114.76029682938
1653091200,2022-05-21 00:00:00,KCS/USDT,15.425,16,15.34,15.94,420008.3066465,6608453.51178728207
1653004800,2022-05-20 00:00:00,KCS/USDT,15.31,15.943,14.848,15.424,583441.97543524,8986218.1424856533
1652918400,2022-05-19 00:00:00,KCS/USDT,14.378,15.32,14.221,15.307,466330.71079825,6851696.00273681397
1652832000,2022-05-18 00:00:00,KCS/USDT,14.914,15.334,14.136,14.375,630243.93351554,9298222.81160141121
1652745600,2022-05-17 00:00:00,KCS/USDT,13.821,14.933,13.794,14.916,442465.15583108,6381479.59223387985
1652659200,2022-05-16 00:00:00,KCS/USDT,14.506,14.508,13.511,13.821,442612.85137983,6139545.92963227556
1652572800,2022-05-15 00:00:00,KCS/USDT,12.968,14.52,12.909,14.507,585422.68326292,7951196.70810454868
1652486400,2022-05-14 00:00:00,KCS/USDT,12.511,13,12.069,12.968,642947.66826976,8074615.59412141203
1652400000,2022-05-13 00:00:00,KCS/USDT,10.959,13.209,10.731,12.511,907571.51757628,11182187.50458394541
1652313600,2022-05-12 00:00:00,KCS/USDT,11.385,11.669,9.467,10.951,1267070.51568507,13255300.33774462537
1652227200,2022-05-11 00:00:00,KCS/USDT,13.922,14.357,11.046,11.39,1497298.89742341,19264168.80355105187
1652140800,2022-05-10 00:00:00,KCS/USDT,13.6,15.171,13.4,13.919,911614.54961316,13025313.4804335992
1652054400,2022-05-09 00:00:00,KCS/USDT,15.901,16.064,13.316,13.608,792519.65016395,11474195.96428227832
1651968000,2022-05-08 00:00:00,KCS/USDT,16.732,16.753,15.845,15.896,237200.60645244,3829293.33276863862
1651881600,2022-05-07 00:00:00,KCS/USDT,16.944,17.33,16.446,16.731,204501.37358344,3461177.73281296757
1651795200,2022-05-06 00:00:00,KCS/USDT,17.27,17.345,16.888,16.943,198892.85521791,3400725.15650522395
1651708800,2022-05-05 00:00:00,KCS/USDT,18.407,18.41,17.04,17.27,377389.33414829,6657034.4448559333
1651622400,2022-05-04 00:00:00,KCS/USDT,17.812,18.44,17.761,18.408,196599.50992894,3565521.94440267166
1651536000,2022-05-03 00:00:00,KCS/USDT,18.018,18.021,17.582,17.812,185477.58108546,3307711.20191879685
1651449600,2022-05-02 00:00:00,KCS/USDT,17.874,18.157,17.801,18.018,187927.2116908,3379657.57163018635
1651363200,2022-05-01 00:00:00,KCS/USDT,17.262,17.999,17.2,17.88,234346.39031557,4134317.59837087744
1651276800,2022-04-30 00:00:00,KCS/USDT,18.804,18.9,17.2,17.262,416446.85504379,7517424.8902519886
1651190400,2022-04-29 00:00:00,KCS/USDT,19.416,19.526,18.71,18.802,213450.69130964,4065287.01498691322
1651104000,2022-04-28 00:00:00,KCS/USDT,19.033,19.56,18.969,19.415,208826.39398342,4031997.58538260708
1651017600,2022-04-27 00:00:00,KCS/USDT,18.817,19.129,18.72,19.033,165120.50327055,3129735.37257181556
1650931200,2022-04-26 00:00:00,KCS/USDT,19.764,19.931,18.72,18.817,210818.42369785,4077410.59895955694
1650844800,2022-04-25 00:00:00,KCS/USDT,19.562,19.78,19,19.759,250917.41908867,4859126.67132675267
1650758400,2022-04-24 00:00:00,KCS/USDT,20.015,20.124,19.55,19.561,143717.15789474,2854651.66414592672
1650672000,2022-04-23 00:00:00,KCS/USDT,20.234,20.3,20.004,20.011,101670.54291058,2048727.82543035997
1650585600,2022-04-22 00:00:00,KCS/USDT,20.613,20.771,20.121,20.234,173887.34967537,3561039.92051726712
1650499200,2022-04-21 00:00:00,KCS/USDT,20.912,21.24,20.4,20.612,240637.03266578,5021379.51678388684
1650412800,2022-04-20 00:00:00,KCS/USDT,20.958,21.3,20.615,20.915,292681.65433248,6141431.91537524909
1650326400,2022-04-19 00:00:00,KCS/USDT,20.26,20.96,20.259,20.958,279411.2233867,5768201.51391489006
1650240000,2022-04-18 00:00:00,KCS/USDT,19.934,20.325,19.51,20.26,240628.25506855,4796757.39950074777
1650153600,2022-04-17 00:00:00,KCS/USDT,20.314,20.407,19.901,19.932,181399.99178859,3675231.82811172314
1650067200,2022-04-16 00:00:00,KCS/USDT,19.983,20.339,19.913,20.314,160390.19110483,3217787.56369553806
1649980800,2022-04-15 00:00:00,KCS/USDT,19.589,20.057,19.546,19.984,254642.70911657,5063799.73713201626
1649894400,2022-04-14 00:00:00,KCS/USDT,19.758,19.982,19.301,19.589,237166.83176943,4672191.29622545178
1649808000,2022-04-13 00:00:00,KCS/USDT,19.165,19.775,19.12,19.758,221068.81161978,4288599.36825587026
1649721600,2022-04-12 00:00:00,KCS/USDT,18.988,19.497,18.828,19.16,356332.94341202,6830657.1043045841
1649635200,2022-04-11 00:00:00,KCS/USDT,20.098,20.196,18.8,18.988,390446.07401497,7579334.63549106025
1649548800,2022-04-10 00:00:00,KCS/USDT,20.199,20.643,20.08,20.098,197684.17148003,4012920.04880940912
1649462400,2022-04-09 00:00:00,KCS/USDT,19.402,20.199,19.401,20.199,178932.84776687,3546343.60988532906
1649376000,2022-04-08 00:00:00,KCS/USDT,20.098,20.4,19.358,19.402,346091.04179494,6942417.00118877783
1649289600,2022-04-07 00:00:00,KCS/USDT,19.676,20.134,19.56,20.103,282932.53953362,5622263.40796318249
1649203200,2022-04-06 00:00:00,KCS/USDT,21.066,21.241,19.591,19.679,524286.00323778,10669062.1663220505
1649116800,2022-04-05 00:00:00,KCS/USDT,21.461,21.519,21,21.065,303184.43387191,6446974.84755367029
1649030400,2022-04-04 00:00:00,KCS/USDT,21.35,21.47,20.65,21.46,476268.31734163,10052416.76387000111
1648944000,2022-04-03 00:00:00,KCS/USDT,20.729,21.418,20.6,21.35,469388.96009675,9847420.21952996765
1648857600,2022-04-02 00:00:00,KCS/USDT,20.904,21.556,20.668,20.729,530438.33630255,11240303.44558166189
1648771200,2022-04-01 00:00:00,KCS/USDT,20.465,21.2,20.1,20.903,325138.51858023,6725789.78493309726
1648684800,2022-03-31 00:00:00,KCS/USDT,21.318,21.462,20.227,20.465,695198.93872593,14549669.61566806135
1648598400,2022-03-30 00:00:00,KCS/USDT,21.714,21.725,20.801,21.318,665888.46763488,14200508.32997769849
1648512000,2022-03-29 00:00:00,KCS/USDT,19.506,21.999,19.5,21.714,1172737.32511999,24676891.93331643411
1648425600,2022-03-28 00:00:00,KCS/USDT,19.247,20.017,19.054,19.506,471919.5151146,9245789.06265449636
1648339200,2022-03-27 00:00:00,KCS/USDT,18.766,19.247,18.67,19.247,276976.2973388,5229571.40077460246
1648252800,2022-03-26 00:00:00,KCS/USDT,18.674,18.912,18.6,18.766,172283.17340136,3228062.11971337459
1648166400,2022-03-25 00:00:00,KCS/USDT,18.833,19.165,18.67,18.674,291645.8664849,5511411.98386374404
1648080000,2022-03-24 00:00:00,KCS/USDT,18.559,19.053,18.286,18.833,285979.4998242,5354574.89226802738
1647993600,2022-03-23 00:00:00,KCS/USDT,18.261,18.576,18.16,18.559,161673.07733712,2966234.57843638228
1647907200,2022-03-22 00:00:00,KCS/USDT,18.09,18.681,18.063,18.261,267704.44710349,4938158.03917935657
1647820800,2022-03-21 00:00:00,KCS/USDT,18.206,18.254,17.9,18.09,160540.18170107,2909745.5663272877
1647734400,2022-03-20 00:00:00,KCS/USDT,18.628,18.658,18.1,18.205,149696.61126013,2744989.62350386156
1647648000,2022-03-19 00:00:00,KCS/USDT,18.259,18.72,18.226,18.631,191862.34589529,3548396.34692820953
1647561600,2022-03-18 00:00:00,KCS/USDT,18.162,18.518,18,18.259,180737.19194417,3290075.37424676212
1647475200,2022-03-17 00:00:00,KCS/USDT,18.299,18.448,18.092,18.162,201878.84896625,3682219.82547894213
1647388800,2022-03-16 00:00:00,KCS/USDT,18.08,18.773,17.92,18.299,371238.15583314,6801648.20723000054
1647302400,2022-03-15 00:00:00,KCS/USDT,18.086,18.309,17.68,18.08,188826.83653984,3398443.78509797026
1647216000,2022-03-14 00:00:00,KCS/USDT,17.695,18.098,17.58,18.087,210917.67776427,3773380.87581023402
1647129600,2022-03-13 00:00:00,KCS/USDT,18.015,18.171,17.552,17.691,162587.15893006,2912163.46202761643
1647043200,2022-03-12 00:00:00,KCS/USDT,18.171,18.262,18,18.015,117245.94318011,2122798.28661981162
1646956800,2022-03-11 00:00:00,KCS/USDT,18.084,18.4,18,18.17,256828.85085422,4658456.03065538905
1646870400,2022-03-10 00:00:00,KCS/USDT,18.777,18.798,17.976,18.083,298668.91221752,5448148.72584447956
1646784000,2022-03-09 00:00:00,KCS/USDT,18.038,19.168,17.992,18.777,335147.1186625,6288488.85154790155
1646697600,2022-03-08 00:00:00,KCS/USDT,17.753,18.474,17.74,18.038,336369.55522742,6088784.1297953588
1646611200,2022-03-07 00:00:00,KCS/USDT,18.072,18.5,17.528,17.761,338284.0384879,6087984.00505909639
1646524800,2022-03-06 00:00:00,KCS/USDT,18.593,18.681,18.01,18.061,156232.60032028,2870353.94478693598
1646438400,2022-03-05 00:00:00,KCS/USDT,18.238,18.735,18.06,18.59,184402.15009507,3399593.08613821076
1646352000,2022-03-04 00:00:00,KCS/USDT,19.524,19.532,18.12,18.238,419370.36038988,7892712.09319110011
1646265600,2022-03-03 00:00:00,KCS/USDT,20.353,20.438,19.181,19.526,471317.95609436,9330697.38582296124
1646179200,2022-03-02 00:00:00,KCS/USDT,20.751,21.086,20.322,20.355,403085.8215648,8351747.56675127661
1646092800,2022-03-01 00:00:00,KCS/USDT,20.678,21.15,20.185,20.746,573576.42414177,11892514.98840532431
1646006400,2022-02-28 00:00:00,KCS/USDT,19.035,20.68,18.8,20.677,545466.68820409,10799222.20986921297
1645920000,2022-02-27 00:00:00,KCS/USDT,19.708,19.95,18.8,19.035,458860.01389031,8902509.88689250916
1645833600,2022-02-26 00:00:00,KCS/USDT,19.47,19.982,19.15,19.708,426611.08922362,8329758.63558766988
1645747200,2022-02-25 00:00:00,KCS/USDT,18.173,19.589,17.93,19.466,527374.73138589,9845371.81063685641
1645660800,2022-02-24 00:00:00,KCS/USDT,18.755,18.762,16.024,18.173,1246642.8785821,21406050.38787793569
1645574400,2022-02-23 00:00:00,KCS/USDT,18.942,19.5,18.691,18.749,395645.38557442,7557281.77915315306
1645488000,2022-02-22 00:00:00,KCS/USDT,18.138,18.95,17.676,18.94,459401.49093636,8419893.76493603244
1645401600,2022-02-21 00:00:00,KCS/USDT,18.962,19.604,18,18.137,685354.24773065,12996360.34214806759
1645315200,2022-02-20 00:00:00,KCS/USDT,19.843,19.854,18.824,18.962,373625.84317257,7153559.3959624642
1645228800,2022-02-19 00:00:00,KCS/USDT,19.552,19.95,19.309,19.839,305114.6446967,6004432.38374794286
1645142400,2022-02-18 00:00:00,KCS/USDT,19.716,20.19,19,19.552,510697.54785764,10011867.53832835721
1645056000,2022-02-17 00:00:00,KCS/USDT,20.855,21,19.53,19.71,484690.26112545,9887262.85058467933
1644969600,2022-02-16 00:00:00,KCS/USDT,20.577,20.94,20.144,20.855,427614.37466619,8792777.49018167552
1644883200,2022-02-15 00:00:00,KCS/USDT,19.607,20.6,19.589,20.577,411597.8841779,8313510.21736506071
1644796800,2022-02-14 00:00:00,KCS/USDT,19.127,19.675,18.776,19.607,360581.81358566,6958915.59622378574
1644710400,2022-02-13 00:00:00,KCS/USDT,19.111,19.67,18.893,19.126,289014.96183436,5575829.23978638595
1644624000,2022-02-12 00:00:00,KCS/USDT,19.083,19.361,18.6,19.111,461147.29899834,8728708.16925823804
1644537600,2022-02-11 00:00:00,KCS/USDT,20.477,20.492,18.801,19.087,521213.61726694,10364652.99731034352
1644451200,2022-02-10 00:00:00,KCS/USDT,20.705,21.189,20.179,20.473,611880.63869649,12691307.03871043456
1644364800,2022-02-09 00:00:00,KCS/USDT,20.237,20.96,19.832,20.705,478865.54778954,9840946.52432855308
1644278400,2022-02-08 00:00:00,KCS/USDT,20.309,20.9,19.801,20.237,536885.41052318,10891345.97981911889
1644192000,2022-02-07 00:00:00,KCS/USDT,20.001,20.89,19.68,20.309,580825.21090941,11840320.41787219873
1644105600,2022-02-06 00:00:00,KCS/USDT,19.686,20.1,19.38,20.001,298416.67434133,5888468.39966899113
1644019200,2022-02-05 00:00:00,KCS/USDT,19.447,20.266,19.276,19.686,475856.5168787,9393733.88075065471
1643932800,2022-02-04 00:00:00,KCS/USDT,17.927,19.56,17.891,19.447,557793.91909329,10462509.18913456918
1643846400,2022-02-03 00:00:00,KCS/USDT,17.784,18.1,17.315,17.927,420889.14942559,7439807.47728666782
1643760000,2022-02-02 00:00:00,KCS/USDT,18.494,18.62,17.6,17.776,464689.57749045,8396256.15296463634
1643673600,2022-02-01 00:00:00,KCS/USDT,18.069,18.639,17.674,18.496,522858.43846949,9535994.71598508753
1643587200,2022-01-31 00:00:00,KCS/USDT,17.4,18.131,16.68,18.065,586404.47250202,10173143.55239010426
1643500800,2022-01-30 00:00:00,KCS/USDT,17.549,17.723,16.97,17.407,532592.4018782,9257853.53791442461
1643414400,2022-01-29 00:00:00,KCS/USDT,16.846,17.6,16.761,17.542,548729.28066161,9433974.36571990241
1643328000,2022-01-28 00:00:00,KCS/USDT,16.062,16.879,15.563,16.846,620761.93131247,10081378.0973399756
1643241600,2022-01-27 00:00:00,KCS/USDT,16.167,16.51,15.016,16.064,1008916.77391796,15940946.98755931849
1643155200,2022-01-26 00:00:00,KCS/USDT,16.01,17.199,15.894,16.167,880341.42377246,14514326.15178597662
1643068800,2022-01-25 00:00:00,KCS/USDT,15.604,16.144,15.18,16.01,626090.53688803,9873488.24564278787
1642982400,2022-01-24 00:00:00,KCS/USDT,15.875,15.888,14.06,15.591,1073617.14189082,15962993.00537405693
1642896000,2022-01-23 00:00:00,KCS/USDT,15.129,16.475,14.915,15.88,900453.66446488,14102826.14031477436
1642809600,2022-01-22 00:00:00,KCS/USDT,16.809,17.142,13.4,15.129,1876674.34427424,28157934.16572804133
1642723200,2022-01-21 00:00:00,KCS/USDT,19.421,19.685,16.45,16.808,1399591.21595078,25293070.48730536394
