https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FORTH,Volume USDT
1654300800,2022-06-04 00:00:00,FORTH/USDT,3.4436,3.5151,3.3336,3.3735,1909.86068899,6527.772184291876
1654214400,2022-06-03 00:00:00,FORTH/USDT,3.5277,3.8577,3.2702,3.4185,15902.73969811,55512.332263616559
1654128000,2022-06-02 00:00:00,FORTH/USDT,3.179,3.9647,3.12,3.5397,39936.76036018,145167.381453827912
1654041600,2022-06-01 00:00:00,FORTH/USDT,3.4767,3.5283,3.1574,3.1807,3881.24454631,12918.429322579929
1653955200,2022-05-31 00:00:00,FORTH/USDT,3.6053,3.6168,3.3663,3.4817,17543.85821987,61209.891232564238
1653868800,2022-05-30 00:00:00,FORTH/USDT,3.5074,3.7676,3.4557,3.5855,23786.89919548,85612.693829806335
1653782400,2022-05-29 00:00:00,FORTH/USDT,3.6721,4.3452,3.3934,3.5068,127764.07709332,503250.27902366709
1653696000,2022-05-28 00:00:00,FORTH/USDT,2.8587,4.2396,2.8266,3.6553,92047.26337198,324933.078181091373
1653609600,2022-05-27 00:00:00,FORTH/USDT,3.0306,3.0736,2.82,2.8461,16789.06911062,49753.240752969845
1653523200,2022-05-26 00:00:00,FORTH/USDT,3.3935,3.4031,3.0241,3.0241,14213.60991928,45473.825078237554
1653436800,2022-05-25 00:00:00,FORTH/USDT,3.3734,3.4588,3.3137,3.3911,7525.22669105,25451.365112329996
1653350400,2022-05-24 00:00:00,FORTH/USDT,3.2611,3.4249,3.204,3.3861,7009.50243361,23227.45943862888
1653264000,2022-05-23 00:00:00,FORTH/USDT,3.4675,3.5664,3.232,3.2472,11171.12902644,38624.602521603571
1653177600,2022-05-22 00:00:00,FORTH/USDT,3.3444,3.5141,3.2757,3.4854,7550.76604769,25894.823845162563
1653091200,2022-05-21 00:00:00,FORTH/USDT,3.3838,3.4675,3.2778,3.3436,8525.92027339,28675.730229885296
1653004800,2022-05-20 00:00:00,FORTH/USDT,3.4675,3.6349,3.2643,3.3771,8817.49531521,30561.803096527326
1652918400,2022-05-19 00:00:00,FORTH/USDT,3.2937,3.8491,3.2257,3.4733,49885.88362427,173228.035906369857
1652832000,2022-05-18 00:00:00,FORTH/USDT,3.815,4.086,3.2932,3.3036,55768.09821443,206652.940900761462
1652745600,2022-05-17 00:00:00,FORTH/USDT,3.39,4.1762,3.39,3.825,105346.58618064,398469.309717420859
1652659200,2022-05-16 00:00:00,FORTH/USDT,3.197,4.75,3.0349,3.3996,287058.41960205,1111730.935877287804
1652572800,2022-05-15 00:00:00,FORTH/USDT,2.7843,3.9347,2.605,3.2102,87780.04214574,292042.995458175592
1652486400,2022-05-14 00:00:00,FORTH/USDT,2.5652,2.88,2.4768,2.798,24245.29324967,63740.566903689166
1652400000,2022-05-13 00:00:00,FORTH/USDT,2.3028,3.0295,2.2605,2.5641,25123.73882436,68315.460849970251
1652313600,2022-05-12 00:00:00,FORTH/USDT,2.6808,2.8498,1.9663,2.2957,52773.32825112,124244.9783031365
1652227200,2022-05-11 00:00:00,FORTH/USDT,4.1931,4.2517,2.615,2.6651,100303.94414073,344148.260451462293
1652140800,2022-05-10 00:00:00,FORTH/USDT,4.9392,5.5012,4,4.1776,119350.22995583,570263.892518292486
1652054400,2022-05-09 00:00:00,FORTH/USDT,4.6217,7.1959,4.2689,4.9393,457255.19466293,2725334.911528879552
1651968000,2022-05-08 00:00:00,FORTH/USDT,3.9791,5.7,3.9214,4.6435,147442.09819101,703796.566498105861
1651881600,2022-05-07 00:00:00,FORTH/USDT,4.0878,4.1,3.9501,4,4967.29327484,20117.84822246706
1651795200,2022-05-06 00:00:00,FORTH/USDT,4.202,4.2088,3.9764,4.0898,8155.26419363,33352.393143992208
1651708800,2022-05-05 00:00:00,FORTH/USDT,4.5842,5.0364,4.112,4.2104,20722.96025179,92241.066071278008
1651622400,2022-05-04 00:00:00,FORTH/USDT,4.2533,4.7729,4.2318,4.5859,18507.55680972,83387.520655998898
1651536000,2022-05-03 00:00:00,FORTH/USDT,4.3617,4.4216,4.175,4.2319,10497.09697376,45128.948680410344
1651449600,2022-05-02 00:00:00,FORTH/USDT,4.6114,4.6587,4.2618,4.3954,8246.57139265,36750.350673953902
1651363200,2022-05-01 00:00:00,FORTH/USDT,4.3542,4.692,4.2732,4.6401,6144.0468452,27743.383588285793
1651276800,2022-04-30 00:00:00,FORTH/USDT,4.86,4.9806,4.3217,4.3424,7837.83029098,37007.858917863648
1651190400,2022-04-29 00:00:00,FORTH/USDT,5.2646,5.2646,4.8123,4.8308,5484.62535998,27404.050479521322
1651104000,2022-04-28 00:00:00,FORTH/USDT,5.2411,5.3352,5.1347,5.2588,7412.26624362,38943.942393702027
1651017600,2022-04-27 00:00:00,FORTH/USDT,5.1545,5.3102,5.1181,5.2448,9365.72752434,48973.859268539633
1650931200,2022-04-26 00:00:00,FORTH/USDT,5.6084,5.6665,5.1335,5.1546,10527.07413146,56354.222783782999
1650844800,2022-04-25 00:00:00,FORTH/USDT,5.6827,5.6827,5.276,5.5996,8074.36339609,44264.915880782435
1650758400,2022-04-24 00:00:00,FORTH/USDT,5.76,5.857,5.6851,5.6851,6533.85157009,37581.648141119683
1650672000,2022-04-23 00:00:00,FORTH/USDT,5.9085,6.32,5.72,5.74,18427.93536266,110083.995410666555
1650585600,2022-04-22 00:00:00,FORTH/USDT,5.94,6.0399,5.7956,5.9164,4530.00228541,26773.491146626651
1650499200,2022-04-21 00:00:00,FORTH/USDT,6.2255,6.312,5.9121,5.9544,8805.11819699,54363.730934746664
1650412800,2022-04-20 00:00:00,FORTH/USDT,6.1695,6.3333,6.12,6.2261,8962.82777194,55905.413034313401
1650326400,2022-04-19 00:00:00,FORTH/USDT,6.0351,6.25,6.0309,6.17,11269.12205059,69131.646303701322
1650240000,2022-04-18 00:00:00,FORTH/USDT,6.02,6.1337,5.7669,6.0351,11562.07103249,68029.744911129462
1650153600,2022-04-17 00:00:00,FORTH/USDT,6.2051,6.2324,6,6.0098,4247.82738054,26099.865810404848
1650067200,2022-04-16 00:00:00,FORTH/USDT,6.271,6.3087,6.205,6.205,3123.91099471,19561.896681849592
1649980800,2022-04-15 00:00:00,FORTH/USDT,6.2294,6.3629,6.2203,6.2858,5738.17163345,36225.023743875439
1649894400,2022-04-14 00:00:00,FORTH/USDT,6.3449,6.7529,6.1377,6.235,39180.86485442,255041.239136543696
1649808000,2022-04-13 00:00:00,FORTH/USDT,6.2158,6.3917,6.1053,6.3497,8923.72450312,55474.522775111714
1649721600,2022-04-12 00:00:00,FORTH/USDT,5.7827,6.6318,5.7827,6.2259,44956.11343529,279230.518573862234
1649635200,2022-04-11 00:00:00,FORTH/USDT,6.5858,6.5928,5.7127,5.7888,14458.46688375,90184.544631947179
1649548800,2022-04-10 00:00:00,FORTH/USDT,6.9175,6.974,6.5669,6.5929,16100.70962742,109255.746352952714
1649462400,2022-04-09 00:00:00,FORTH/USDT,6.9115,6.96,6.735,6.9177,14835.51258958,101804.943705923378
1649376000,2022-04-08 00:00:00,FORTH/USDT,7.1792,7.3116,6.9157,6.9157,105465.62391803,751763.448208194584
1649289600,2022-04-07 00:00:00,FORTH/USDT,7.0453,7.4307,6.8473,7.1813,24964.69426411,178957.453881792516
1649203200,2022-04-06 00:00:00,FORTH/USDT,7.8305,7.9833,7.0339,7.0354,79171.58392446,602621.888326349867
1649116800,2022-04-05 00:00:00,FORTH/USDT,8.0059,8.255,7.8305,7.8414,41442.38088117,330525.14214901027
1649030400,2022-04-04 00:00:00,FORTH/USDT,7.9401,8.4322,7.6114,8.0059,32624.583073,259897.788805109903
1648944000,2022-04-03 00:00:00,FORTH/USDT,7.58,8.5451,7.52,7.9613,63914.65830636,515350.534695375503
1648857600,2022-04-02 00:00:00,FORTH/USDT,7.6846,7.8903,7.5145,7.5729,19996.98077983,153941.414962908645
1648771200,2022-04-01 00:00:00,FORTH/USDT,7.3474,7.9706,7.0957,7.685,41323.51664015,315249.955373551607
1648684800,2022-03-31 00:00:00,FORTH/USDT,7.6109,7.7998,7.2231,7.3298,19993.60448906,150837.704026859409
1648598400,2022-03-30 00:00:00,FORTH/USDT,7.5563,7.6683,7.2586,7.6482,11126.86104434,83346.298123935935
1648512000,2022-03-29 00:00:00,FORTH/USDT,7.5501,7.7498,7.4559,7.596,10399.5446847,79309.373382403445
1648425600,2022-03-28 00:00:00,FORTH/USDT,7.7526,7.8746,7.5501,7.5501,10200.23979421,78880.71893338536
1648339200,2022-03-27 00:00:00,FORTH/USDT,7.6447,7.7775,7.3457,7.7487,12658.87078639,94834.172931252429
1648252800,2022-03-26 00:00:00,FORTH/USDT,7.0171,7.8642,7,7.6461,42984.40103506,327002.927691253213
1648166400,2022-03-25 00:00:00,FORTH/USDT,7.2113,7.2709,7,7.0171,20787.73004913,147827.742292610347
1648080000,2022-03-24 00:00:00,FORTH/USDT,7.2278,7.4406,7.0893,7.2189,12178.62550759,87994.130291246964
1647993600,2022-03-23 00:00:00,FORTH/USDT,7.1529,7.3,6.9625,7.1953,6774.39275514,48209.386983174925
1647907200,2022-03-22 00:00:00,FORTH/USDT,6.9799,7.2998,6.9448,7.142,7450.65882825,53477.685481334741
1647820800,2022-03-21 00:00:00,FORTH/USDT,7.0073,7.1672,6.7898,7,8128.34699641,56917.363460806898
1647734400,2022-03-20 00:00:00,FORTH/USDT,7.1093,7.5829,6.8761,7.0163,45679.10122739,331332.115098731221
1647648000,2022-03-19 00:00:00,FORTH/USDT,6.7775,7.664,6.7256,7.0944,48110.54430358,339896.113219394474
1647561600,2022-03-18 00:00:00,FORTH/USDT,6.5748,6.9031,6.4893,6.7498,15733.23742073,105362.390773206241
1647475200,2022-03-17 00:00:00,FORTH/USDT,6.6856,6.8803,6.5517,6.5779,8420.09012173,56505.628213546835
1647388800,2022-03-16 00:00:00,FORTH/USDT,6.4543,6.7183,6.3926,6.6856,25798.99836503,169136.528791121327
1647302400,2022-03-15 00:00:00,FORTH/USDT,6.7125,6.804,6.3226,6.454,27801.25005995,181126.245836282645
1647216000,2022-03-14 00:00:00,FORTH/USDT,6.4186,7.0323,6.3666,6.7387,17096.15948486,114603.116621466833
1647129600,2022-03-13 00:00:00,FORTH/USDT,6.6284,6.8655,6.4186,6.4399,17226.28863065,114635.475855419555
1647043200,2022-03-12 00:00:00,FORTH/USDT,6.8977,7.672,6.6313,6.6665,51112.71501983,355437.934685199709
1646956800,2022-03-11 00:00:00,FORTH/USDT,6.4458,8.1,6.4327,6.8977,89379.40566828,640164.500763920292
1646870400,2022-03-10 00:00:00,FORTH/USDT,6.7437,6.7437,6.3625,6.4539,15795.8556351,103265.129034561696
1646784000,2022-03-09 00:00:00,FORTH/USDT,6.3399,6.9761,6.3398,6.7488,56589.6742237,380817.080565422691
1646697600,2022-03-08 00:00:00,FORTH/USDT,6.1921,6.8089,6.187,6.3398,8426.14076148,54812.401161767467
1646611200,2022-03-07 00:00:00,FORTH/USDT,6.2708,6.5435,6.165,6.1921,5086.46338549,31954.444706656614
1646524800,2022-03-06 00:00:00,FORTH/USDT,6.8993,7.1507,6.2499,6.2708,15001.0931302,101079.092897469006
1646438400,2022-03-05 00:00:00,FORTH/USDT,6.046,7.3384,6.01,6.884,33020.40810996,228338.533184491693
1646352000,2022-03-04 00:00:00,FORTH/USDT,6.6333,6.6333,6.0165,6.0662,7457.62825223,48046.595205175829
1646265600,2022-03-03 00:00:00,FORTH/USDT,6.874,7.0851,6.5118,6.6298,8420.91592126,57182.834389020593
1646179200,2022-03-02 00:00:00,FORTH/USDT,7.39,7.6661,6.7806,6.8539,31680.67242404,225926.815519504787
1646092800,2022-03-01 00:00:00,FORTH/USDT,6.37,8.6,6.2064,7.3537,74196.40480733,553779.918658943997
1646006400,2022-02-28 00:00:00,FORTH/USDT,5.9242,6.381,5.9117,6.37,4424.39882912,27066.979897044958
1645920000,2022-02-27 00:00:00,FORTH/USDT,6.2154,6.35,5.864,5.9578,4895.70481787,29762.261212217357
1645833600,2022-02-26 00:00:00,FORTH/USDT,6.473,6.6767,6.1816,6.2129,6592.57179335,41698.466837098408
1645747200,2022-02-25 00:00:00,FORTH/USDT,5.9083,7.0323,5.7981,6.4459,30148.7822537,193053.581098084821
1645660800,2022-02-24 00:00:00,FORTH/USDT,6.418,6.418,5.3361,5.9233,34883.53743649,204639.266538738768
1645574400,2022-02-23 00:00:00,FORTH/USDT,7.4999,8.0924,6.3067,6.4278,82315.61144181,589318.755154003842
1645488000,2022-02-22 00:00:00,FORTH/USDT,5.5,8.8,5.311,7.4999,172484.04687028,1272864.568911861096
1645401600,2022-02-21 00:00:00,FORTH/USDT,6.0302,6.312,5.492,5.5346,9528.32544044,55668.15960203327
1645315200,2022-02-20 00:00:00,FORTH/USDT,6.56,6.56,5.854,6.0355,31148.47369291,189972.814923430474
1645228800,2022-02-19 00:00:00,FORTH/USDT,6.6452,6.7163,6.3096,6.56,2894.97229952,18924.701045995553
1645142400,2022-02-18 00:00:00,FORTH/USDT,6.6655,6.941,6.571,6.6745,22314.17097288,150016.346184764472
1645056000,2022-02-17 00:00:00,FORTH/USDT,7.1745,7.3774,6.5569,6.6655,31051.39972326,216245.865504957388
1644969600,2022-02-16 00:00:00,FORTH/USDT,7.3394,7.845,6.9867,7.1779,12338.69293987,90744.074065811105
1644883200,2022-02-15 00:00:00,FORTH/USDT,6.949,7.5046,6.9,7.3172,12896.91240512,92233.860877789281
1644796800,2022-02-14 00:00:00,FORTH/USDT,7.1034,7.5292,6.7849,6.9339,29533.66867107,208249.547032186041
1644710400,2022-02-13 00:00:00,FORTH/USDT,6.7494,8.9281,6.7494,7.1065,60791.51989332,462876.176023027671
1644624000,2022-02-12 00:00:00,FORTH/USDT,6.6805,7.2236,6.2788,6.7589,13126.83735911,87550.257597503268
1644537600,2022-02-11 00:00:00,FORTH/USDT,7.4094,7.5082,6.581,6.6607,9030.44927408,63861.362368132445
1644451200,2022-02-10 00:00:00,FORTH/USDT,7.4961,7.8888,7.1498,7.4063,19922.69476071,148137.715194480972
1644364800,2022-02-09 00:00:00,FORTH/USDT,7.1918,8.2886,7.1437,7.4961,60171.69492491,469376.504623381676
1644278400,2022-02-08 00:00:00,FORTH/USDT,7.5794,7.8335,6.8746,7.17,8231.92253816,60267.737881704612
1644192000,2022-02-07 00:00:00,FORTH/USDT,7.3839,8.3506,7.2173,7.5594,15728.97332899,122506.342084321644
1644105600,2022-02-06 00:00:00,FORTH/USDT,7.6647,7.9472,7.1589,7.4063,13484.65360142,101465.570613577665
1644019200,2022-02-05 00:00:00,FORTH/USDT,8.3109,8.3109,7.4399,7.6623,22726.52189653,179163.446789722766
1643932800,2022-02-04 00:00:00,FORTH/USDT,8.3719,8.9331,7.669,8.3109,73427.66380584,600466.349178768105
1643846400,2022-02-03 00:00:00,FORTH/USDT,7.2426,12.3,6.5445,8.3781,347392.78665696,3348198.898378121455
