https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STX,Volume USDT
1661731200,2022-08-29 00:00:00,STX/USDT,0.3532,0.37,0.3524,0.37,772216.70342635,278417.421272689398
1661644800,2022-08-28 00:00:00,STX/USDT,0.3629,0.3692,0.3525,0.3529,238360.7285474,86649.811735191068
1661558400,2022-08-27 00:00:00,STX/USDT,0.3605,0.3759,0.356,0.3626,493252.69867334,179275.72806592708
1661472000,2022-08-26 00:00:00,STX/USDT,0.3996,0.4069,0.3578,0.3605,1390096.82615437,542362.535582730884
1661385600,2022-08-25 00:00:00,STX/USDT,0.387,0.4248,0.387,0.3995,915133.36521365,366589.288968019154
1661299200,2022-08-24 00:00:00,STX/USDT,0.3899,0.4003,0.3785,0.387,702906.51699194,272065.106697979587
1661212800,2022-08-23 00:00:00,STX/USDT,0.386,0.3917,0.3717,0.389,571399.96026574,219091.987330863799
1661126400,2022-08-22 00:00:00,STX/USDT,0.3959,0.3959,0.3682,0.3861,616910.33986279,232947.354535464774
1661040000,2022-08-21 00:00:00,STX/USDT,0.39,0.4046,0.3832,0.3951,292201.34382129,115254.001838554799
1660953600,2022-08-20 00:00:00,STX/USDT,0.3907,0.4005,0.3804,0.39,388471.64904272,152249.30527762483
1660867200,2022-08-19 00:00:00,STX/USDT,0.4453,0.4456,0.3896,0.3903,701075.71369436,288686.895020442274
1660780800,2022-08-18 00:00:00,STX/USDT,0.4568,0.4683,0.4449,0.4455,589446.29821178,271546.017657701768
1660694400,2022-08-17 00:00:00,STX/USDT,0.4757,0.492,0.4513,0.4575,519785.20498472,243784.226854948797
1660608000,2022-08-16 00:00:00,STX/USDT,0.4862,0.4892,0.471,0.4762,378523.24404935,181041.195504661582
1660521600,2022-08-15 00:00:00,STX/USDT,0.4917,0.5091,0.477,0.4859,641572.25292021,315062.0632735039
1660435200,2022-08-14 00:00:00,STX/USDT,0.5093,0.5155,0.4889,0.4926,459761.92507014,230177.985525132295
1660348800,2022-08-13 00:00:00,STX/USDT,0.5089,0.5213,0.5033,0.5093,442729.24413645,227243.523252614856
1660262400,2022-08-12 00:00:00,STX/USDT,0.5031,0.511,0.4904,0.5094,489715.75655421,244534.895810041647
1660176000,2022-08-11 00:00:00,STX/USDT,0.4967,0.5129,0.4927,0.5026,405148.44419395,203269.870555153341
1660089600,2022-08-10 00:00:00,STX/USDT,0.4771,0.4976,0.4572,0.4976,672419.1131248,319494.886086574384
1660003200,2022-08-09 00:00:00,STX/USDT,0.5087,0.5087,0.4682,0.4775,487379.02160207,237198.478791088142
1659916800,2022-08-08 00:00:00,STX/USDT,0.491,0.5222,0.491,0.5086,1088663.12327868,554317.473537712036
1659830400,2022-08-07 00:00:00,STX/USDT,0.4845,0.4988,0.4787,0.4909,242225.71906606,118420.063918277438
1659744000,2022-08-06 00:00:00,STX/USDT,0.4921,0.4921,0.4816,0.4838,247549.44301748,120609.185533278697
1659657600,2022-08-05 00:00:00,STX/USDT,0.4736,0.4925,0.4654,0.4919,443489.48607439,212848.542375324163
1659571200,2022-08-04 00:00:00,STX/USDT,0.4662,0.481,0.4568,0.4739,943674.8663665,440365.234016793945
1659484800,2022-08-03 00:00:00,STX/USDT,0.4405,0.4926,0.43,0.4662,1844981.07297832,860751.061054659163
1659398400,2022-08-02 00:00:00,STX/USDT,0.4619,0.4652,0.4231,0.4401,1105919.06006292,485329.754273784383
1659312000,2022-08-01 00:00:00,STX/USDT,0.441,0.4709,0.4384,0.4622,2043480.72201854,929790.290548796158
1659225600,2022-07-31 00:00:00,STX/USDT,0.4365,0.4727,0.428,0.441,1504909.96260586,673957.12676840086
1659139200,2022-07-30 00:00:00,STX/USDT,0.4336,0.4572,0.431,0.4358,1016414.23195233,451704.72745236695
1659052800,2022-07-29 00:00:00,STX/USDT,0.435,0.4462,0.421,0.4338,1583299.83233697,687354.973684099964
1658966400,2022-07-28 00:00:00,STX/USDT,0.4173,0.4384,0.4105,0.435,1561679.61307468,660021.905312047436
1658880000,2022-07-27 00:00:00,STX/USDT,0.3954,0.4194,0.3884,0.4168,837394.35280472,340015.652200660827
1658793600,2022-07-26 00:00:00,STX/USDT,0.4009,0.4119,0.3825,0.3949,432807.3980589,171436.284683179154
1658707200,2022-07-25 00:00:00,STX/USDT,0.4378,0.438,0.4005,0.4009,928710.06696854,385654.735510320776
1658620800,2022-07-24 00:00:00,STX/USDT,0.4251,0.46,0.4251,0.4369,1158554.38758101,514746.214199320435
1658534400,2022-07-23 00:00:00,STX/USDT,0.4276,0.4451,0.4123,0.425,1274169.53147465,544799.781017443778
1658448000,2022-07-22 00:00:00,STX/USDT,0.4306,0.4499,0.4183,0.4275,1859003.82956277,808548.833399681252
1658361600,2022-07-21 00:00:00,STX/USDT,0.414,0.4329,0.4061,0.4299,2032690.0824546,857976.430376255265
1658275200,2022-07-20 00:00:00,STX/USDT,0.4473,0.4816,0.412,0.414,2344869.37625617,1054184.793186569808
1658188800,2022-07-19 00:00:00,STX/USDT,0.4257,0.455,0.408,0.4471,1580236.26116494,677413.06918651104
1658102400,2022-07-18 00:00:00,STX/USDT,0.3865,0.4294,0.385,0.4253,1190553.0149333,485430.252672671231
1658016000,2022-07-17 00:00:00,STX/USDT,0.3952,0.3988,0.3843,0.3864,583447.87144121,228313.839729887355
1657929600,2022-07-16 00:00:00,STX/USDT,0.383,0.396,0.3749,0.3955,699551.25081949,270236.431502667314
1657843200,2022-07-15 00:00:00,STX/USDT,0.3809,0.399,0.3753,0.3831,657673.90185442,251244.483483078255
1657756800,2022-07-14 00:00:00,STX/USDT,0.3778,0.3815,0.3579,0.3809,1188600.01559751,440502.931973667217
1657670400,2022-07-13 00:00:00,STX/USDT,0.3606,0.3799,0.3455,0.3783,1323165.59085496,480472.392286354775
1657584000,2022-07-12 00:00:00,STX/USDT,0.3757,0.3805,0.36,0.3607,713137.35415973,263635.564521792192
1657497600,2022-07-11 00:00:00,STX/USDT,0.4052,0.4086,0.3732,0.3763,792655.82923286,307458.496532426674
1657411200,2022-07-10 00:00:00,STX/USDT,0.4143,0.4327,0.3997,0.406,1130019.04582323,470635.894360970828
1657324800,2022-07-09 00:00:00,STX/USDT,0.4058,0.4174,0.403,0.4143,368703.06322099,151691.685964766036
1657238400,2022-07-08 00:00:00,STX/USDT,0.4115,0.4194,0.3982,0.4063,872227.09742292,354796.814387462232
1657152000,2022-07-07 00:00:00,STX/USDT,0.3981,0.4135,0.3901,0.4107,866434.91422726,348009.921038581453
1657065600,2022-07-06 00:00:00,STX/USDT,0.3995,0.4004,0.3872,0.3981,760183.21826325,299619.843446049751
1656979200,2022-07-05 00:00:00,STX/USDT,0.3946,0.417,0.3847,0.3992,962033.31175759,382540.914803417437
1656892800,2022-07-04 00:00:00,STX/USDT,0.3849,0.3953,0.3681,0.3938,408270.20188993,155897.717862475341
1656806400,2022-07-03 00:00:00,STX/USDT,0.3854,0.389,0.3759,0.3851,578545.41497982,220724.699897075144
1656720000,2022-07-02 00:00:00,STX/USDT,0.3883,0.4028,0.373,0.386,1142697.11677622,442374.331419205669
1656633600,2022-07-01 00:00:00,STX/USDT,0.4089,0.4164,0.3797,0.3889,865398.32799353,342293.313421829893
1656547200,2022-06-30 00:00:00,STX/USDT,0.4441,0.4486,0.3824,0.4088,727638.5159254,292266.770001009765
1656460800,2022-06-29 00:00:00,STX/USDT,0.4143,0.4693,0.4129,0.4454,1904271.38124588,844754.768675701258
1656374400,2022-06-28 00:00:00,STX/USDT,0.4402,0.4874,0.4111,0.415,2982234.33990553,1357826.056091170552
1656288000,2022-06-27 00:00:00,STX/USDT,0.4014,0.552,0.398,0.4401,6695775.25283987,3214467.610441818398
1656201600,2022-06-26 00:00:00,STX/USDT,0.4084,0.4406,0.3994,0.4015,809440.98219222,341765.323125979833
1656115200,2022-06-25 00:00:00,STX/USDT,0.4115,0.4144,0.3914,0.408,408710.11367583,165050.532250549055
1656028800,2022-06-24 00:00:00,STX/USDT,0.4025,0.4162,0.3955,0.4111,748265.7405489,303419.58361042413
1655942400,2022-06-23 00:00:00,STX/USDT,0.3793,0.4068,0.3759,0.4019,707971.68287031,276223.557601675046
1655856000,2022-06-22 00:00:00,STX/USDT,0.4024,0.4026,0.3772,0.3802,679900.41376344,262424.532660287096
1655769600,2022-06-21 00:00:00,STX/USDT,0.3742,0.4385,0.374,0.4025,2543896.31977217,1050261.561579104375
1655683200,2022-06-20 00:00:00,STX/USDT,0.3557,0.381,0.3378,0.3752,1292981.61018548,471935.203297894676
1655596800,2022-06-19 00:00:00,STX/USDT,0.3392,0.3595,0.316,0.356,609779.51799054,204197.016630836319
1655510400,2022-06-18 00:00:00,STX/USDT,0.381,0.3869,0.3175,0.3387,1918954.1624518,659903.039318366283
1655424000,2022-06-17 00:00:00,STX/USDT,0.3288,0.4425,0.3259,0.3826,3825109.80469878,1510387.940739797823
1655337600,2022-06-16 00:00:00,STX/USDT,0.3646,0.375,0.3237,0.3288,860107.68966319,294183.734416591499
1655251200,2022-06-15 00:00:00,STX/USDT,0.3425,0.365,0.3033,0.3645,1325833.12704534,442197.266635107189
1655164800,2022-06-14 00:00:00,STX/USDT,0.3465,0.3536,0.3063,0.3424,906597.62349865,305096.194043370598
1655078400,2022-06-13 00:00:00,STX/USDT,0.4161,0.4198,0.3356,0.3462,1092454.09286674,392759.650939634871
1654992000,2022-06-12 00:00:00,STX/USDT,0.4686,0.4712,0.414,0.4167,534857.37204006,231783.044806411168
1654905600,2022-06-11 00:00:00,STX/USDT,0.4955,0.5076,0.4622,0.4686,711580.11977686,341333.459708414336
1654819200,2022-06-10 00:00:00,STX/USDT,0.538,0.5387,0.4919,0.4959,351242.48332183,178852.179561909199
1654732800,2022-06-09 00:00:00,STX/USDT,0.5492,0.5636,0.5344,0.538,203306.9370532,111567.155687401612
1654646400,2022-06-08 00:00:00,STX/USDT,0.5419,0.5661,0.5381,0.5497,411462.06658221,226365.891625375198
1654560000,2022-06-07 00:00:00,STX/USDT,0.5598,0.5599,0.5217,0.5399,531696.33341959,286710.049111550656
1654473600,2022-06-06 00:00:00,STX/USDT,0.5333,0.5825,0.5326,0.5598,1207924.13717537,678962.41384791994
1654387200,2022-06-05 00:00:00,STX/USDT,0.5294,0.5462,0.5218,0.5334,442746.34046264,236420.887871043846
1654300800,2022-06-04 00:00:00,STX/USDT,0.5363,0.5378,0.5188,0.5292,327589.59985222,172904.722064155773
1654214400,2022-06-03 00:00:00,STX/USDT,0.5673,0.5674,0.5271,0.5372,539930.86128998,293854.067056596188
1654128000,2022-06-02 00:00:00,STX/USDT,0.5294,0.5771,0.5264,0.5667,859358.35718141,477020.828238447466
1654041600,2022-06-01 00:00:00,STX/USDT,0.5656,0.5853,0.517,0.5273,722861.47270469,403028.243322902552
1653955200,2022-05-31 00:00:00,STX/USDT,0.5715,0.5831,0.5474,0.5655,803484.3374475,456161.079248010591
1653868800,2022-05-30 00:00:00,STX/USDT,0.5256,0.5738,0.5165,0.5714,794131.54599585,434574.645123998384
1653782400,2022-05-29 00:00:00,STX/USDT,0.5184,0.5284,0.4955,0.5254,592566.80202304,302606.63662844263
1653696000,2022-05-28 00:00:00,STX/USDT,0.5151,0.528,0.5034,0.5195,794151.03040991,411317.133159427618
1653609600,2022-05-27 00:00:00,STX/USDT,0.5362,0.5587,0.4944,0.5152,2029165.11874897,1055161.636307968446
1653523200,2022-05-26 00:00:00,STX/USDT,0.5857,0.59,0.5093,0.5366,1806659.73587153,992368.878608307131
1653436800,2022-05-25 00:00:00,STX/USDT,0.5901,0.637,0.5647,0.5856,2305832.78402337,1365211.824229752008
1653350400,2022-05-24 00:00:00,STX/USDT,0.6317,0.6317,0.5535,0.5905,2215467.64483735,1280497.980337592396
1653264000,2022-05-23 00:00:00,STX/USDT,0.553,0.6333,0.5426,0.6319,2455219.16801638,1403700.911335922186
1653177600,2022-05-22 00:00:00,STX/USDT,0.527,0.5645,0.5198,0.5529,1203970.06940749,654576.26481305091
1653091200,2022-05-21 00:00:00,STX/USDT,0.51,0.5279,0.495,0.5271,991180.66076792,508078.849037188182
1653004800,2022-05-20 00:00:00,STX/USDT,0.5345,0.5432,0.4937,0.5093,1764653.29545372,908585.303699198849
1652918400,2022-05-19 00:00:00,STX/USDT,0.5042,0.5396,0.4832,0.5345,1310006.95598537,681180.465730479567
1652832000,2022-05-18 00:00:00,STX/USDT,0.5732,0.5804,0.5018,0.5031,628129.06128966,331489.971542633592
1652745600,2022-05-17 00:00:00,STX/USDT,0.5506,0.58,0.5387,0.573,930534.56717471,521139.469593455478
1652659200,2022-05-16 00:00:00,STX/USDT,0.6114,0.6114,0.5449,0.5513,630097.35687967,357383.401351691281
1652572800,2022-05-15 00:00:00,STX/USDT,0.5608,0.6123,0.534,0.6122,818810.09539092,474454.877852027192
1652486400,2022-05-14 00:00:00,STX/USDT,0.535,0.581,0.5043,0.5594,1473172.82371605,797946.699558497834
1652400000,2022-05-13 00:00:00,STX/USDT,0.5019,0.6128,0.4939,0.5337,2054948.75903579,1142877.638827877586
1652313600,2022-05-12 00:00:00,STX/USDT,0.5831,0.6078,0.46,0.5027,2465220.19252777,1266089.518257430684
1652227200,2022-05-11 00:00:00,STX/USDT,0.6694,0.7164,0.5243,0.5842,2631085.05844592,1607562.214723946414
1652140800,2022-05-10 00:00:00,STX/USDT,0.6429,0.7415,0.6129,0.6691,1516686.4577464,1029858.537386677941
1652054400,2022-05-09 00:00:00,STX/USDT,0.7778,0.7907,0.64,0.6416,1585850.10126336,1133116.352792282381
1651968000,2022-05-08 00:00:00,STX/USDT,0.814,0.8186,0.7621,0.7768,480236.07984064,376776.61883580361
1651881600,2022-05-07 00:00:00,STX/USDT,0.8606,0.8688,0.7875,0.8145,289670.49453537,243029.659242893121
1651795200,2022-05-06 00:00:00,STX/USDT,0.881,0.8946,0.8325,0.8607,546890.6899744,468915.447485316094
1651708800,2022-05-05 00:00:00,STX/USDT,0.9866,1.003,0.8638,0.8806,1036426.75343137,956813.951086613115
1651622400,2022-05-04 00:00:00,STX/USDT,0.9161,0.9895,0.9085,0.9855,658844.21959976,621629.159577086617
1651536000,2022-05-03 00:00:00,STX/USDT,0.9404,0.9494,0.9071,0.9172,321793.91847484,300254.62029555749
1651449600,2022-05-02 00:00:00,STX/USDT,0.9461,1.0109,0.9097,0.9389,701962.08332344,670622.347369644069
1651363200,2022-05-01 00:00:00,STX/USDT,0.9195,0.96,0.8937,0.9475,592641.66221659,549192.084746152074
1651276800,2022-04-30 00:00:00,STX/USDT,1.003,1.0078,0.9166,0.9186,539290.17040557,521095.387240474437
1651190400,2022-04-29 00:00:00,STX/USDT,1.0486,1.1107,0.9876,1.0022,798041.6215263,832788.575520877473
1651104000,2022-04-28 00:00:00,STX/USDT,1.0499,1.0829,1.0266,1.0483,884224.73994951,931560.008710379577
1651017600,2022-04-27 00:00:00,STX/USDT,1.0294,1.0591,1.0113,1.0496,840259.79305973,872679.35031445484
1650931200,2022-04-26 00:00:00,STX/USDT,1.1123,1.1203,1.023,1.0296,803207.68102568,863968.340998568325
1650844800,2022-04-25 00:00:00,STX/USDT,1.1166,1.121,1.0382,1.1137,1157397.95585922,1243675.982876830394
1650758400,2022-04-24 00:00:00,STX/USDT,1.1277,1.2088,1.1113,1.1166,1582764.60190574,1815153.394981108853
1650672000,2022-04-23 00:00:00,STX/USDT,1.1406,1.147,1.1159,1.1267,351015.89155314,397083.195116463107
1650585600,2022-04-22 00:00:00,STX/USDT,1.1483,1.1957,1.1239,1.1415,765183.25468156,881338.930825294474
1650499200,2022-04-21 00:00:00,STX/USDT,1.1841,1.215,1.1434,1.149,529216.02989497,629596.91822694403
1650412800,2022-04-20 00:00:00,STX/USDT,1.2249,1.2249,1.1675,1.1841,624226.2745948,749406.357960757411
1650326400,2022-04-19 00:00:00,STX/USDT,1.211,1.292,1.1922,1.225,1138711.3320402,1387685.641211819489
1650240000,2022-04-18 00:00:00,STX/USDT,1.1288,1.3006,1.0767,1.213,3885101.75398666,4707893.097021569639
1650153600,2022-04-17 00:00:00,STX/USDT,1.1752,1.1759,1.1276,1.128,185309.75397294,215335.044282545803
1650067200,2022-04-16 00:00:00,STX/USDT,1.1821,1.1853,1.1498,1.1752,137294.52618217,160297.468622004146
1649980800,2022-04-15 00:00:00,STX/USDT,1.1836,1.1999,1.1644,1.1832,327544.87342926,386380.793594426196
1649894400,2022-04-14 00:00:00,STX/USDT,1.2068,1.2731,1.1682,1.184,377043.42401397,460162.431886601253
1649808000,2022-04-13 00:00:00,STX/USDT,1.1562,1.2274,1.1386,1.2067,328416.44488055,389376.875093900316
1649721600,2022-04-12 00:00:00,STX/USDT,1.1174,1.1827,1.1174,1.1571,457897.98213482,525916.860361904903
1649635200,2022-04-11 00:00:00,STX/USDT,1.2229,1.2445,1.1104,1.1173,506292.57459061,589635.350089619441
1649548800,2022-04-10 00:00:00,STX/USDT,1.2768,1.285,1.2228,1.2256,258099.64406329,324504.461165681109
1649462400,2022-04-09 00:00:00,STX/USDT,1.2367,1.338,1.234,1.2759,363010.7662136,465723.911522069987
1649376000,2022-04-08 00:00:00,STX/USDT,1.299,1.3116,1.2205,1.2353,248065.9926881,313582.97968763206
1649289600,2022-04-07 00:00:00,STX/USDT,1.2554,1.3069,1.2316,1.299,289674.88314014,370304.659031962643
1649203200,2022-04-06 00:00:00,STX/USDT,1.4037,1.405,1.2533,1.2558,536119.16953713,710247.217610581788
1649116800,2022-04-05 00:00:00,STX/USDT,1.4563,1.4759,1.4037,1.4037,335787.29869048,484266.220418909643
1649030400,2022-04-04 00:00:00,STX/USDT,1.5308,1.5386,1.4023,1.4591,473148.10986325,696040.034243575495
1648944000,2022-04-03 00:00:00,STX/USDT,1.4899,1.5714,1.475,1.5305,788476.70951298,1197038.01058964783
1648857600,2022-04-02 00:00:00,STX/USDT,1.46,1.5471,1.4584,1.4877,531091.68571865,794391.647582082548
1648771200,2022-04-01 00:00:00,STX/USDT,1.4415,1.4663,1.3852,1.4605,368802.13733354,527251.151461205064
1648684800,2022-03-31 00:00:00,STX/USDT,1.5128,1.6,1.4153,1.4389,786742.2756949,1189149.226838640909
1648598400,2022-03-30 00:00:00,STX/USDT,1.4505,1.5602,1.4113,1.5128,1345480.1228913,2005311.10090061364
1648512000,2022-03-29 00:00:00,STX/USDT,1.4154,1.5187,1.4125,1.4506,1074005.42151218,1571700.550259292136
1648425600,2022-03-28 00:00:00,STX/USDT,1.4448,1.5841,1.3962,1.4177,839371.70259033,1224431.161015222782
1648339200,2022-03-27 00:00:00,STX/USDT,1.3598,1.4494,1.3527,1.4448,588499.87086985,825693.888445703104
1648252800,2022-03-26 00:00:00,STX/USDT,1.344,1.3691,1.3361,1.3596,429989.99228606,579384.184223539978
1648166400,2022-03-25 00:00:00,STX/USDT,1.3697,1.3992,1.3272,1.3458,302048.68574858,411363.335751988783
1648080000,2022-03-24 00:00:00,STX/USDT,1.3393,1.3899,1.3284,1.3726,536697.7553132,730058.536368029754
1647993600,2022-03-23 00:00:00,STX/USDT,1.3064,1.4764,1.2839,1.339,833401.13586814,1133516.704193007422
1647907200,2022-03-22 00:00:00,STX/USDT,1.2948,1.3225,1.2789,1.3071,300882.38010098,393725.829699778155
1647820800,2022-03-21 00:00:00,STX/USDT,1.2613,1.3257,1.2571,1.2983,478987.4354631,620072.341493418136
1647734400,2022-03-20 00:00:00,STX/USDT,1.3147,1.3147,1.2517,1.2598,220523.0518716,281762.7909977622
1647648000,2022-03-19 00:00:00,STX/USDT,1.2951,1.332,1.2881,1.3159,441334.80449875,576668.942720071046
1647561600,2022-03-18 00:00:00,STX/USDT,1.2694,1.3597,1.2246,1.2946,590775.68841304,759120.474241865615
1647475200,2022-03-17 00:00:00,STX/USDT,1.2725,1.2754,1.2388,1.2703,240764.493137,302085.739139694561
1647388800,2022-03-16 00:00:00,STX/USDT,1.2215,1.2759,1.2041,1.2724,819492.58487343,1016305.487047065273
1647302400,2022-03-15 00:00:00,STX/USDT,1.2715,1.2755,1.2036,1.2212,301507.68782366,369200.921195186016
1647216000,2022-03-14 00:00:00,STX/USDT,1.2233,1.3357,1.205,1.2732,626095.6177174,784688.0092645278
1647129600,2022-03-13 00:00:00,STX/USDT,1.3233,1.3323,1.2163,1.2238,517109.55206999,667193.967516099275
1647043200,2022-03-12 00:00:00,STX/USDT,1.355,1.411,1.3009,1.3217,1100704.16950228,1487463.328924403024
1646956800,2022-03-11 00:00:00,STX/USDT,1.4993,1.6269,1.3306,1.359,6080377.86643964,8816667.485846301919
1646870400,2022-03-10 00:00:00,STX/USDT,1.1226,1.918,1.056,1.4979,7078962.45588945,10746331.188044933019
1646784000,2022-03-09 00:00:00,STX/USDT,1.0607,1.1733,1.0598,1.1238,404561.80844464,453259.330018782648
1646697600,2022-03-08 00:00:00,STX/USDT,1.0461,1.0762,1.0417,1.0588,341722.95866884,362617.117074151971
1646611200,2022-03-07 00:00:00,STX/USDT,1.0766,1.0956,1.032,1.0494,417018.57035148,441258.963694490605
1646524800,2022-03-06 00:00:00,STX/USDT,1.132,1.1393,1.0679,1.0769,372515.65593069,406296.255685395514
1646438400,2022-03-05 00:00:00,STX/USDT,1.1102,1.1423,1.0876,1.1295,235981.03246268,263104.204895515423
1646352000,2022-03-04 00:00:00,STX/USDT,1.1992,1.2021,1.1,1.1097,372064.13995188,425255.502713470558
1646265600,2022-03-03 00:00:00,STX/USDT,1.2377,1.2632,1.1817,1.2019,452593.46351687,550352.361042621126
1646179200,2022-03-02 00:00:00,STX/USDT,1.2809,1.2866,1.2155,1.2395,748465.30572026,933301.854885359944
1646092800,2022-03-01 00:00:00,STX/USDT,1.2466,1.2926,1.2167,1.2829,575707.42624998,719321.602277333609
1646006400,2022-02-28 00:00:00,STX/USDT,1.1175,1.2622,1.0951,1.2469,1039877.08642081,1247988.916248748862
1645920000,2022-02-27 00:00:00,STX/USDT,1.1836,1.1973,1.112,1.1186,543966.88543128,628949.32958835471
1645833600,2022-02-26 00:00:00,STX/USDT,1.1587,1.2079,1.1536,1.1836,494436.91979369,583212.666796446472
1645747200,2022-02-25 00:00:00,STX/USDT,1.1118,1.1725,1.1056,1.1601,713187.7014264,808454.640209124023
1645660800,2022-02-24 00:00:00,STX/USDT,1.1374,1.1508,0.9743,1.1134,2071122.76037486,2195948.641664311526
1645574400,2022-02-23 00:00:00,STX/USDT,1.1645,1.2756,1.1359,1.1426,307013.74106044,367147.686819072049
1645488000,2022-02-22 00:00:00,STX/USDT,1.112,1.1647,1.0482,1.1643,365236.30633417,403992.691550362289
1645401600,2022-02-21 00:00:00,STX/USDT,1.226,1.282,1.1069,1.1106,578118.35755676,692596.909841402411
1645315200,2022-02-20 00:00:00,STX/USDT,1.3169,1.3175,1.2088,1.2308,306229.55960759,384328.077955897054
1645228800,2022-02-19 00:00:00,STX/USDT,1.3368,1.3485,1.2712,1.3164,158753.87527702,209134.489403943256
1645142400,2022-02-18 00:00:00,STX/USDT,1.3911,1.4218,1.3145,1.3389,397034.00577103,545359.791689525721
1645056000,2022-02-17 00:00:00,STX/USDT,1.5478,1.5563,1.3827,1.3904,412236.36417507,593966.733346747304
1644969600,2022-02-16 00:00:00,STX/USDT,1.5855,1.5882,1.4984,1.5478,306111.71182055,472405.655326279722
1644883200,2022-02-15 00:00:00,STX/USDT,1.4697,1.6312,1.4618,1.5877,348625.48693442,543739.108675658502
1644796800,2022-02-14 00:00:00,STX/USDT,1.4574,1.4752,1.4037,1.4681,341586.37520277,488600.487294436421
1644710400,2022-02-13 00:00:00,STX/USDT,1.518,1.5392,1.4424,1.4545,370974.76977644,557729.59338768744
1644624000,2022-02-12 00:00:00,STX/USDT,1.5112,1.5181,1.43,1.5169,412875.4176418,610202.010879943834
1644537600,2022-02-11 00:00:00,STX/USDT,1.6141,1.6374,1.486,1.51,512583.79848925,805091.161860745736
1644451200,2022-02-10 00:00:00,STX/USDT,1.7207,1.7782,1.6142,1.6197,596724.92935708,1017077.794116099132
1644364800,2022-02-09 00:00:00,STX/USDT,1.687,1.7441,1.6171,1.7212,313005.86604505,526434.325461170956
1644278400,2022-02-08 00:00:00,STX/USDT,1.7184,1.7803,1.5906,1.6886,674661.51344076,1119807.016713918562
1644192000,2022-02-07 00:00:00,STX/USDT,1.6767,1.7608,1.6422,1.718,352518.25029897,603580.647871665604
1644105600,2022-02-06 00:00:00,STX/USDT,1.5841,1.6946,1.5841,1.6775,430307.57637887,707263.004680920228
1644019200,2022-02-05 00:00:00,STX/USDT,1.5412,1.6339,1.5271,1.58,540427.13789955,857116.059106281518
1643932800,2022-02-04 00:00:00,STX/USDT,1.4233,1.5514,1.4142,1.5422,508948.9643272,756554.908832163016
1643846400,2022-02-03 00:00:00,STX/USDT,1.4081,1.4295,1.35,1.4225,535870.78768124,742331.829762770839
1643760000,2022-02-02 00:00:00,STX/USDT,1.4887,1.5224,1.4031,1.4069,438715.44782518,637464.218251363081
1643673600,2022-02-01 00:00:00,STX/USDT,1.4939,1.5322,1.4606,1.4896,482599.88226605,721894.339745225416
1643587200,2022-01-31 00:00:00,STX/USDT,1.49,1.519,1.414,1.494,471732.28267035,694267.605504941283
1643500800,2022-01-30 00:00:00,STX/USDT,1.5135,1.5622,1.4535,1.4914,470112.34584935,707851.768347168118
