https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GODS,Volume EUR
1651276800,2022-04-30 00:00:00,GODS/EUR,0.81,0.81,0.64,0.67,22981.06,15397.310200000002
1651190400,2022-04-29 00:00:00,GODS/EUR,0.89,0.90,0.78,0.79,6985.69,5518.6951
1651104000,2022-04-28 00:00:00,GODS/EUR,0.89,0.95,0.89,0.90,7690.93,6921.837
1651017600,2022-04-27 00:00:00,GODS/EUR,1.02,1.02,1.02,1.02,0.00,0.0
1650931200,2022-04-26 00:00:00,GODS/EUR,1.02,1.02,1.02,1.02,0.00,0.0
1650844800,2022-04-25 00:00:00,GODS/EUR,1.02,1.02,1.02,1.02,0.00,0.0
1650758400,2022-04-24 00:00:00,GODS/EUR,1.02,1.02,1.02,1.02,0.00,0.0
1650672000,2022-04-23 00:00:00,GODS/EUR,1.02,1.02,1.02,1.02,0.00,0.0
1650585600,2022-04-22 00:00:00,GODS/EUR,1.02,1.02,1.02,1.02,0.00,0.0
1650499200,2022-04-21 00:00:00,GODS/EUR,1.02,1.02,1.02,1.02,0.00,0.0
1650412800,2022-04-20 00:00:00,GODS/EUR,1.02,1.02,1.02,1.02,0.00,0.0
