https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume BTC,tradecount
1661385600000,2022-08-25 00:00:00,EOS/BTC,0.00008290,0.00008310,0.00007690,0.00008030,2880928.20000000,231.22356639,22095
1661299200000,2022-08-24 00:00:00,EOS/BTC,0.00008390,0.00008430,0.00007780,0.00008300,2213704.20000000,178.70671917,17507
1661212800000,2022-08-23 00:00:00,EOS/BTC,0.00008580,0.00008870,0.00008000,0.00008390,4930253.70000000,413.97144211,45140
1661126400000,2022-08-22 00:00:00,EOS/BTC,0.00007290,0.00009200,0.00006960,0.00008590,6866997.70000000,550.83891170,60932
1661040000000,2022-08-21 00:00:00,EOS/BTC,0.00006680,0.00007370,0.00006510,0.00007290,3412335.90000000,236.40975219,35884
1660953600000,2022-08-20 00:00:00,EOS/BTC,0.00006110,0.00006730,0.00006050,0.00006680,1607512.10000000,103.16675175,12509
1660867200000,2022-08-19 00:00:00,EOS/BTC,0.00006400,0.00006430,0.00005850,0.00006110,2251779.30000000,137.66165218,17095
1660780800000,2022-08-18 00:00:00,EOS/BTC,0.00006340,0.00006690,0.00006050,0.00006390,2176285.70000000,137.24521452,17766
1660694400000,2022-08-17 00:00:00,EOS/BTC,0.00005790,0.00006980,0.00005760,0.00006340,5031159.40000000,327.65905349,39597
1660608000000,2022-08-16 00:00:00,EOS/BTC,0.00005280,0.00005800,0.00005210,0.00005790,1014620.50000000,55.89890261,10938
1660521600000,2022-08-15 00:00:00,EOS/BTC,0.00005380,0.00005440,0.00005220,0.00005280,420800.90000000,22.30923231,7089
1660435200000,2022-08-14 00:00:00,EOS/BTC,0.00005520,0.00005620,0.00005330,0.00005380,458846.90000000,25.19036349,6572
1660348800000,2022-08-13 00:00:00,EOS/BTC,0.00005450,0.00005780,0.00005400,0.00005520,497367.30000000,27.55238356,7914
1660262400000,2022-08-12 00:00:00,EOS/BTC,0.00005480,0.00005490,0.00005350,0.00005440,646862.50000000,35.05175900,4628
1660176000000,2022-08-11 00:00:00,EOS/BTC,0.00005330,0.00005510,0.00005260,0.00005480,584812.80000000,31.37748929,6318
1660089600000,2022-08-10 00:00:00,EOS/BTC,0.00005090,0.00005410,0.00005060,0.00005330,674094.40000000,35.07612695,5202
1660003200000,2022-08-09 00:00:00,EOS/BTC,0.00005260,0.00005270,0.00005050,0.00005090,460224.50000000,23.66663203,3838
1659916800000,2022-08-08 00:00:00,EOS/BTC,0.00005310,0.00005380,0.00005230,0.00005250,331510.80000000,17.52148942,3066
1659830400000,2022-08-07 00:00:00,EOS/BTC,0.00005340,0.00005400,0.00005240,0.00005300,356656.10000000,19.05742872,3026
1659744000000,2022-08-06 00:00:00,EOS/BTC,0.00005410,0.00005450,0.00005310,0.00005340,335223.30000000,18.01801535,2764
1659657600000,2022-08-05 00:00:00,EOS/BTC,0.00005260,0.00005460,0.00005240,0.00005390,558170.50000000,29.78720498,5204
1659571200000,2022-08-04 00:00:00,EOS/BTC,0.00005140,0.00005270,0.00005130,0.00005260,573783.00000000,29.80865111,4131
1659484800000,2022-08-03 00:00:00,EOS/BTC,0.00005160,0.00005250,0.00005040,0.00005140,577509.30000000,29.89024084,5870
1659398400000,2022-08-02 00:00:00,EOS/BTC,0.00005400,0.00005440,0.00005050,0.00005160,1455193.10000000,75.25791833,10436
1659312000000,2022-08-01 00:00:00,EOS/BTC,0.00005720,0.00005840,0.00005360,0.00005400,861133.20000000,48.40699966,7820
1659225600000,2022-07-31 00:00:00,EOS/BTC,0.00005530,0.00006100,0.00005420,0.00005720,1491929.50000000,86.33664132,12192
1659139200000,2022-07-30 00:00:00,EOS/BTC,0.00005460,0.00005670,0.00005340,0.00005530,621083.90000000,33.94917153,7719
1659052800000,2022-07-29 00:00:00,EOS/BTC,0.00005510,0.00005540,0.00005300,0.00005470,801200.00000000,43.33907064,7221
1658966400000,2022-07-28 00:00:00,EOS/BTC,0.00005460,0.00005660,0.00005400,0.00005520,1245166.20000000,68.65271190,9165
1658880000000,2022-07-27 00:00:00,EOS/BTC,0.00005240,0.00005520,0.00005170,0.00005470,665362.70000000,35.32297177,5631
1658793600000,2022-07-26 00:00:00,EOS/BTC,0.00005200,0.00005270,0.00005120,0.00005230,643743.90000000,33.44593859,6280
1658707200000,2022-07-25 00:00:00,EOS/BTC,0.00005330,0.00005370,0.00005180,0.00005200,675600.80000000,35.59187660,7033
1658620800000,2022-07-24 00:00:00,EOS/BTC,0.00005190,0.00005620,0.00005150,0.00005330,1947726.30000000,106.16411101,12420
1658534400000,2022-07-23 00:00:00,EOS/BTC,0.00005180,0.00005220,0.00005050,0.00005180,1076737.10000000,55.32331339,7971
1658448000000,2022-07-22 00:00:00,EOS/BTC,0.00004550,0.00005350,0.00004510,0.00005180,2252127.90000000,111.49729237,13807
1658361600000,2022-07-21 00:00:00,EOS/BTC,0.00004480,0.00004560,0.00004420,0.00004550,401242.70000000,18.04651259,3100
1658275200000,2022-07-20 00:00:00,EOS/BTC,0.00004600,0.00004650,0.00004450,0.00004480,924689.70000000,42.12603231,5837
1658188800000,2022-07-19 00:00:00,EOS/BTC,0.00004710,0.00004790,0.00004560,0.00004600,932116.50000000,43.64095198,5521
1658102400000,2022-07-18 00:00:00,EOS/BTC,0.00004730,0.00004830,0.00004680,0.00004700,1027717.40000000,48.72106985,4774
1658016000000,2022-07-17 00:00:00,EOS/BTC,0.00004750,0.00004780,0.00004640,0.00004740,643058.80000000,30.31558088,3247
1657929600000,2022-07-16 00:00:00,EOS/BTC,0.00004680,0.00004760,0.00004630,0.00004750,801746.70000000,37.62494202,2826
1657843200000,2022-07-15 00:00:00,EOS/BTC,0.00004710,0.00004770,0.00004650,0.00004680,632557.20000000,29.66798528,3696
1657756800000,2022-07-14 00:00:00,EOS/BTC,0.00004690,0.00004740,0.00004630,0.00004710,631999.70000000,29.56229747,5081
1657670400000,2022-07-13 00:00:00,EOS/BTC,0.00004740,0.00004800,0.00004640,0.00004690,733922.70000000,34.58074607,5428
1657584000000,2022-07-12 00:00:00,EOS/BTC,0.00004700,0.00004780,0.00004670,0.00004740,502802.80000000,23.80329302,4175
1657497600000,2022-07-11 00:00:00,EOS/BTC,0.00004810,0.00004840,0.00004690,0.00004710,447003.00000000,21.38262445,4359
1657411200000,2022-07-10 00:00:00,EOS/BTC,0.00004820,0.00004840,0.00004770,0.00004810,469548.40000000,22.55389881,3497
1657324800000,2022-07-09 00:00:00,EOS/BTC,0.00004690,0.00004830,0.00004680,0.00004820,423658.70000000,20.24787189,3251
1657238400000,2022-07-08 00:00:00,EOS/BTC,0.00004770,0.00004830,0.00004660,0.00004690,920717.60000000,43.59714384,5177
1657152000000,2022-07-07 00:00:00,EOS/BTC,0.00004860,0.00004920,0.00004720,0.00004770,521132.50000000,25.30057614,5063
1657065600000,2022-07-06 00:00:00,EOS/BTC,0.00004820,0.00004910,0.00004820,0.00004860,493658.20000000,24.04961931,4664
1656979200000,2022-07-05 00:00:00,EOS/BTC,0.00004870,0.00004920,0.00004740,0.00004820,870663.90000000,42.04964600,6696
1656892800000,2022-07-04 00:00:00,EOS/BTC,0.00004890,0.00004920,0.00004800,0.00004870,514032.40000000,24.99620574,5226
1656806400000,2022-07-03 00:00:00,EOS/BTC,0.00004870,0.00004910,0.00004770,0.00004890,632650.30000000,30.55146794,4687
1656720000000,2022-07-02 00:00:00,EOS/BTC,0.00004710,0.00004900,0.00004700,0.00004870,564627.80000000,27.07293068,3932
1656633600000,2022-07-01 00:00:00,EOS/BTC,0.00004650,0.00004740,0.00004570,0.00004730,829506.90000000,38.65148850,4227
1656547200000,2022-06-30 00:00:00,EOS/BTC,0.00004660,0.00004780,0.00004570,0.00004650,818956.10000000,38.28690724,4255
1656460800000,2022-06-29 00:00:00,EOS/BTC,0.00004660,0.00004710,0.00004620,0.00004650,626670.80000000,29.20646451,3616
1656374400000,2022-06-28 00:00:00,EOS/BTC,0.00004750,0.00004770,0.00004640,0.00004660,616989.10000000,29.08101392,4669
1656288000000,2022-06-27 00:00:00,EOS/BTC,0.00004710,0.00004790,0.00004690,0.00004750,846220.90000000,40.13892424,5911
1656201600000,2022-06-26 00:00:00,EOS/BTC,0.00004690,0.00004820,0.00004660,0.00004710,911341.00000000,43.25240053,5499
1656115200000,2022-06-25 00:00:00,EOS/BTC,0.00004730,0.00004780,0.00004620,0.00004690,553433.20000000,25.99274699,4113
1656028800000,2022-06-24 00:00:00,EOS/BTC,0.00004620,0.00004840,0.00004620,0.00004730,1076594.00000000,50.88933361,6241
1655942400000,2022-06-23 00:00:00,EOS/BTC,0.00004630,0.00004720,0.00004580,0.00004610,1027849.40000000,47.89792852,4012
1655856000000,2022-06-22 00:00:00,EOS/BTC,0.00004650,0.00004750,0.00004570,0.00004630,1355612.50000000,62.66938172,4958
1655769600000,2022-06-21 00:00:00,EOS/BTC,0.00004670,0.00004760,0.00004580,0.00004650,1106367.90000000,51.48868424,5160
1655683200000,2022-06-20 00:00:00,EOS/BTC,0.00004710,0.00004760,0.00004620,0.00004680,1142251.50000000,53.58181921,6899
1655596800000,2022-06-19 00:00:00,EOS/BTC,0.00004680,0.00004820,0.00004650,0.00004690,1524438.70000000,72.06764279,7464
1655510400000,2022-06-18 00:00:00,EOS/BTC,0.00004580,0.00004760,0.00004500,0.00004670,2104496.90000000,97.49059565,10138
1655424000000,2022-06-17 00:00:00,EOS/BTC,0.00004460,0.00004610,0.00004450,0.00004580,1051568.50000000,47.61853425,5415
1655337600000,2022-06-16 00:00:00,EOS/BTC,0.00004470,0.00004570,0.00004360,0.00004460,1300836.30000000,57.77061902,6616
1655251200000,2022-06-15 00:00:00,EOS/BTC,0.00004250,0.00004490,0.00004170,0.00004460,2009681.00000000,86.30267511,10722
1655164800000,2022-06-14 00:00:00,EOS/BTC,0.00004070,0.00004270,0.00004040,0.00004250,1712789.80000000,71.22170505,9982
1655078400000,2022-06-13 00:00:00,EOS/BTC,0.00003880,0.00004090,0.00003650,0.00004080,2294744.04000000,88.47790164,11102
1654992000000,2022-06-12 00:00:00,EOS/BTC,0.00003930,0.00003970,0.00003780,0.00003880,889056.40000000,34.58013862,4451
1654905600000,2022-06-11 00:00:00,EOS/BTC,0.00004070,0.00004140,0.00003890,0.00003930,675083.00000000,27.12388923,4194
1654819200000,2022-06-10 00:00:00,EOS/BTC,0.00004120,0.00004150,0.00004010,0.00004070,780549.15000000,31.94517167,3825
1654732800000,2022-06-09 00:00:00,EOS/BTC,0.00004150,0.00004170,0.00004110,0.00004120,487308.10000000,20.19044270,3642
1654646400000,2022-06-08 00:00:00,EOS/BTC,0.00004130,0.00004230,0.00004120,0.00004150,540667.50000000,22.52062067,3548
1654560000000,2022-06-07 00:00:00,EOS/BTC,0.00004160,0.00004240,0.00004100,0.00004120,559211.90000000,23.37271362,4803
1654473600000,2022-06-06 00:00:00,EOS/BTC,0.00004240,0.00004310,0.00004100,0.00004160,533159.20000000,22.40767295,4539
1654387200000,2022-06-05 00:00:00,EOS/BTC,0.00004310,0.00004330,0.00004230,0.00004240,215754.70000000,9.20750319,3170
1654300800000,2022-06-04 00:00:00,EOS/BTC,0.00004260,0.00004330,0.00004210,0.00004310,390233.70000000,16.66329480,2660
1654214400000,2022-06-03 00:00:00,EOS/BTC,0.00004250,0.00004270,0.00004170,0.00004260,517146.00000000,21.85023319,2612
1654128000000,2022-06-02 00:00:00,EOS/BTC,0.00004250,0.00004280,0.00004190,0.00004240,470140.30000000,19.90578565,3180
1654041600000,2022-06-01 00:00:00,EOS/BTC,0.00004340,0.00004400,0.00004220,0.00004250,941209.40000000,40.37731382,6447
1653955200000,2022-05-31 00:00:00,EOS/BTC,0.00004370,0.00004400,0.00004210,0.00004340,704996.10000000,30.37972847,5120
1653868800000,2022-05-30 00:00:00,EOS/BTC,0.00004390,0.00004460,0.00004340,0.00004370,472794.40000000,20.78154595,4057
1653782400000,2022-05-29 00:00:00,EOS/BTC,0.00004320,0.00004440,0.00004260,0.00004390,260960.20000000,11.29834953,3090
1653696000000,2022-05-28 00:00:00,EOS/BTC,0.00004240,0.00004350,0.00004220,0.00004340,364285.20000000,15.69259342,2459
1653609600000,2022-05-27 00:00:00,EOS/BTC,0.00004240,0.00004320,0.00004130,0.00004240,534026.70000000,22.58947578,5476
1653523200000,2022-05-26 00:00:00,EOS/BTC,0.00004490,0.00004510,0.00004200,0.00004240,836290.00000000,35.95828188,5316
1653436800000,2022-05-25 00:00:00,EOS/BTC,0.00004540,0.00004560,0.00004420,0.00004480,508958.80000000,22.82799119,4720
1653350400000,2022-05-24 00:00:00,EOS/BTC,0.00004490,0.00004560,0.00004410,0.00004540,414489.60000000,18.66766307,3350
1653264000000,2022-05-23 00:00:00,EOS/BTC,0.00004470,0.00004720,0.00004420,0.00004490,1255770.10000000,57.39250248,7572
1653177600000,2022-05-22 00:00:00,EOS/BTC,0.00004440,0.00004610,0.00004420,0.00004480,690917.00000000,31.11485403,4687
1653091200000,2022-05-21 00:00:00,EOS/BTC,0.00004360,0.00004470,0.00004300,0.00004440,472812.00000000,20.77887980,3325
1653004800000,2022-05-20 00:00:00,EOS/BTC,0.00004360,0.00004400,0.00004310,0.00004360,535000.60000000,23.30610297,3573
1652918400000,2022-05-19 00:00:00,EOS/BTC,0.00004420,0.00004430,0.00004270,0.00004360,607111.70000000,26.40417149,4084
1652832000000,2022-05-18 00:00:00,EOS/BTC,0.00004530,0.00004560,0.00004390,0.00004410,500854.70000000,22.43146393,3768
1652745600000,2022-05-17 00:00:00,EOS/BTC,0.00004410,0.00004580,0.00004410,0.00004530,751017.10000000,33.80932093,4504
1652659200000,2022-05-16 00:00:00,EOS/BTC,0.00004490,0.00004510,0.00004340,0.00004410,844831.10000000,37.35248727,5458
1652572800000,2022-05-15 00:00:00,EOS/BTC,0.00004510,0.00004590,0.00004410,0.00004490,522382.60000000,23.43289359,4514
1652486400000,2022-05-14 00:00:00,EOS/BTC,0.00004580,0.00004650,0.00004360,0.00004500,768237.80000000,34.75126696,5291
1652400000000,2022-05-13 00:00:00,EOS/BTC,0.00004390,0.00004760,0.00004370,0.00004570,1067111.90000000,49.06114919,7629
1652313600000,2022-05-12 00:00:00,EOS/BTC,0.00004830,0.00004860,0.00004080,0.00004380,4658875.60000000,209.06797040,25724
1652227200000,2022-05-11 00:00:00,EOS/BTC,0.00005520,0.00005570,0.00004740,0.00004830,2702727.30000000,138.09880632,23664
1652140800000,2022-05-10 00:00:00,EOS/BTC,0.00005280,0.00005650,0.00005270,0.00005540,1710566.70000000,94.07505678,15515
1652054400000,2022-05-09 00:00:00,EOS/BTC,0.00005730,0.00005780,0.00005060,0.00005280,1579752.00000000,88.40138264,13520
1651968000000,2022-05-08 00:00:00,EOS/BTC,0.00005570,0.00005790,0.00005570,0.00005720,645829.60000000,36.65353911,5528
1651881600000,2022-05-07 00:00:00,EOS/BTC,0.00005620,0.00005680,0.00005540,0.00005580,511086.70000000,28.74769500,5438
1651795200000,2022-05-06 00:00:00,EOS/BTC,0.00005510,0.00005680,0.00005470,0.00005620,628573.20000000,34.88596262,6838
1651708800000,2022-05-05 00:00:00,EOS/BTC,0.00005600,0.00005670,0.00005420,0.00005510,817017.80000000,45.13645983,8460
1651622400000,2022-05-04 00:00:00,EOS/BTC,0.00005450,0.00005630,0.00005380,0.00005610,662458.90000000,36.21837150,7543
1651536000000,2022-05-03 00:00:00,EOS/BTC,0.00005450,0.00005520,0.00005380,0.00005450,372779.60000000,20.30332176,4801
1651449600000,2022-05-02 00:00:00,EOS/BTC,0.00005480,0.00005520,0.00005280,0.00005440,580986.80000000,31.41499562,7041
1651363200000,2022-05-01 00:00:00,EOS/BTC,0.00005350,0.00005490,0.00005330,0.00005480,597730.70000000,32.33179303,7225
1651276800000,2022-04-30 00:00:00,EOS/BTC,0.00005900,0.00005940,0.00005080,0.00005350,1459694.60000000,81.47174410,11994
1651190400000,2022-04-29 00:00:00,EOS/BTC,0.00005820,0.00006060,0.00005800,0.00005890,1201303.40000000,71.02593719,11591
1651104000000,2022-04-28 00:00:00,EOS/BTC,0.00005740,0.00005930,0.00005700,0.00005820,919436.10000000,53.44637907,6661
1651017600000,2022-04-27 00:00:00,EOS/BTC,0.00005730,0.00005880,0.00005670,0.00005740,595235.10000000,34.29519806,5228
1650931200000,2022-04-26 00:00:00,EOS/BTC,0.00005880,0.00006050,0.00005680,0.00005730,919236.90000000,53.84823722,9924
1650844800000,2022-04-25 00:00:00,EOS/BTC,0.00005960,0.00005970,0.00005780,0.00005880,886669.20000000,52.04305860,11338
1650758400000,2022-04-24 00:00:00,EOS/BTC,0.00006090,0.00006150,0.00005950,0.00005960,564856.20000000,34.10219108,6587
1650672000000,2022-04-23 00:00:00,EOS/BTC,0.00006190,0.00006260,0.00006050,0.00006100,744204.10000000,45.62831148,7414
1650585600000,2022-04-22 00:00:00,EOS/BTC,0.00006190,0.00006370,0.00006170,0.00006190,996527.20000000,62.44518881,9075
1650499200000,2022-04-21 00:00:00,EOS/BTC,0.00006680,0.00006880,0.00006070,0.00006190,3314911.70000000,213.37229444,21111
1650412800000,2022-04-20 00:00:00,EOS/BTC,0.00006380,0.00006990,0.00006060,0.00006680,3786385.40000000,249.46023719,28675
1650326400000,2022-04-19 00:00:00,EOS/BTC,0.00005990,0.00006520,0.00005950,0.00006380,1527031.80000000,95.28382879,9755
1650240000000,2022-04-18 00:00:00,EOS/BTC,0.00006090,0.00006140,0.00005910,0.00005990,1163732.60000000,69.78178052,6350
1650153600000,2022-04-17 00:00:00,EOS/BTC,0.00006460,0.00006660,0.00006030,0.00006100,1829181.30000000,116.47742161,12778
1650067200000,2022-04-16 00:00:00,EOS/BTC,0.00005960,0.00006520,0.00005930,0.00006460,1339035.80000000,83.73924681,10631
1649980800000,2022-04-15 00:00:00,EOS/BTC,0.00005780,0.00006040,0.00005740,0.00005970,1086688.00000000,64.28457518,8358
1649894400000,2022-04-14 00:00:00,EOS/BTC,0.00005730,0.00005820,0.00005590,0.00005780,572873.60000000,32.70072466,5833
1649808000000,2022-04-13 00:00:00,EOS/BTC,0.00005600,0.00005870,0.00005550,0.00005730,794103.10000000,45.08897908,5699
1649721600000,2022-04-12 00:00:00,EOS/BTC,0.00005470,0.00005610,0.00005460,0.00005590,442126.80000000,24.40991850,3161
1649635200000,2022-04-11 00:00:00,EOS/BTC,0.00005610,0.00005620,0.00005340,0.00005470,1138894.10000000,62.03652375,7230
1649548800000,2022-04-10 00:00:00,EOS/BTC,0.00005660,0.00005740,0.00005560,0.00005600,644124.90000000,36.33886991,4020
1649462400000,2022-04-09 00:00:00,EOS/BTC,0.00005630,0.00005760,0.00005590,0.00005660,796130.50000000,45.17353993,4940
1649376000000,2022-04-08 00:00:00,EOS/BTC,0.00005760,0.00005790,0.00005500,0.00005630,1127431.00000000,63.53235325,6911
1649289600000,2022-04-07 00:00:00,EOS/BTC,0.00005630,0.00005800,0.00005590,0.00005760,999612.40000000,56.86348437,6953
1649203200000,2022-04-06 00:00:00,EOS/BTC,0.00006050,0.00006070,0.00005600,0.00005620,1299153.70000000,75.96607287,9074
1649116800000,2022-04-05 00:00:00,EOS/BTC,0.00006210,0.00006250,0.00006010,0.00006040,809026.80000000,49.46463145,6027
1649030400000,2022-04-04 00:00:00,EOS/BTC,0.00006130,0.00006430,0.00006000,0.00006210,2804630.50000000,173.58291407,15544
1648944000000,2022-04-03 00:00:00,EOS/BTC,0.00006080,0.00006140,0.00005970,0.00006120,915403.90000000,55.36581452,4623
1648857600000,2022-04-02 00:00:00,EOS/BTC,0.00006130,0.00006300,0.00006050,0.00006080,1329496.00000000,81.90090759,5992
1648771200000,2022-04-01 00:00:00,EOS/BTC,0.00006210,0.00006280,0.00005970,0.00006130,1565302.20000000,95.61189514,8666
1648684800000,2022-03-31 00:00:00,EOS/BTC,0.00006240,0.00006390,0.00005950,0.00006210,1966975.90000000,121.70768072,12234
1648598400000,2022-03-30 00:00:00,EOS/BTC,0.00006100,0.00006470,0.00006010,0.00006240,1671645.50000000,104.12433669,10988
1648512000000,2022-03-29 00:00:00,EOS/BTC,0.00006070,0.00006210,0.00005860,0.00006100,1846906.80000000,112.42245940,10992
1648425600000,2022-03-28 00:00:00,EOS/BTC,0.00005690,0.00006760,0.00005640,0.00006070,6515607.80000000,410.62697887,34384
1648339200000,2022-03-27 00:00:00,EOS/BTC,0.00005650,0.00005820,0.00005590,0.00005700,1431698.10000000,81.58970154,9627
1648252800000,2022-03-26 00:00:00,EOS/BTC,0.00005650,0.00005650,0.00005570,0.00005650,524523.50000000,29.47321144,4549
1648166400000,2022-03-25 00:00:00,EOS/BTC,0.00005770,0.00005830,0.00005520,0.00005660,1084688.50000000,61.63217838,8716
1648080000000,2022-03-24 00:00:00,EOS/BTC,0.00005830,0.00005960,0.00005700,0.00005780,988034.70000000,57.24318159,8667
1647993600000,2022-03-23 00:00:00,EOS/BTC,0.00006020,0.00006100,0.00005790,0.00005830,1643550.20000000,97.32287010,11041
1647907200000,2022-03-22 00:00:00,EOS/BTC,0.00005730,0.00006080,0.00005560,0.00006020,3413526.10000000,198.58321133,18387
1647820800000,2022-03-21 00:00:00,EOS/BTC,0.00005360,0.00005960,0.00005290,0.00005720,2664057.40000000,151.40705577,13950
1647734400000,2022-03-20 00:00:00,EOS/BTC,0.00005260,0.00005430,0.00005200,0.00005370,1067243.10000000,56.60267927,7918
1647648000000,2022-03-19 00:00:00,EOS/BTC,0.00005100,0.00005260,0.00005100,0.00005250,580057.80000000,30.02045133,6097
1647561600000,2022-03-18 00:00:00,EOS/BTC,0.00005090,0.00005150,0.00005060,0.00005090,415001.30000000,21.16333202,3704
1647475200000,2022-03-17 00:00:00,EOS/BTC,0.00005070,0.00005120,0.00005040,0.00005090,400771.70000000,20.36514932,4871
1647388800000,2022-03-16 00:00:00,EOS/BTC,0.00005050,0.00005140,0.00004950,0.00005070,875522.30000000,44.23015055,6835
1647302400000,2022-03-15 00:00:00,EOS/BTC,0.00004960,0.00005070,0.00004950,0.00005060,290618.10000000,14.59781421,1862
1647216000000,2022-03-14 00:00:00,EOS/BTC,0.00005040,0.00005070,0.00004920,0.00004960,396946.00000000,19.86744211,2581
1647129600000,2022-03-13 00:00:00,EOS/BTC,0.00005070,0.00005130,0.00005020,0.00005050,319456.40000000,16.20136785,2020
1647043200000,2022-03-12 00:00:00,EOS/BTC,0.00005100,0.00005120,0.00005050,0.00005070,211288.80000000,10.74473037,1632
1646956800000,2022-03-11 00:00:00,EOS/BTC,0.00005030,0.00005120,0.00005000,0.00005110,648887.30000000,32.76365981,2775
1646870400000,2022-03-10 00:00:00,EOS/BTC,0.00004930,0.00005070,0.00004930,0.00005040,702648.30000000,35.34855768,3316
1646784000000,2022-03-09 00:00:00,EOS/BTC,0.00005090,0.00005120,0.00004850,0.00004930,725472.64000000,35.79744555,3613
1646697600000,2022-03-08 00:00:00,EOS/BTC,0.00005050,0.00005110,0.00005050,0.00005090,249707.80000000,12.68330164,2295
1646611200000,2022-03-07 00:00:00,EOS/BTC,0.00005110,0.00005170,0.00005010,0.00005050,404994.30000000,20.67142276,2845
1646524800000,2022-03-06 00:00:00,EOS/BTC,0.00005190,0.00005210,0.00005100,0.00005110,359505.00000000,18.58621670,1981
1646438400000,2022-03-05 00:00:00,EOS/BTC,0.00005120,0.00005200,0.00005060,0.00005180,268967.60000000,13.83364545,1987
1646352000000,2022-03-04 00:00:00,EOS/BTC,0.00005070,0.00005150,0.00005000,0.00005120,399938.50000000,20.26538911,2964
1646265600000,2022-03-03 00:00:00,EOS/BTC,0.00005040,0.00005140,0.00004990,0.00005080,272002.90000000,13.78664598,2463
1646179200000,2022-03-02 00:00:00,EOS/BTC,0.00005100,0.00005140,0.00004960,0.00005030,488503.76000000,24.67824683,5563
1646092800000,2022-03-01 00:00:00,EOS/BTC,0.00005290,0.00005310,0.00005060,0.00005100,727958.00000000,37.71674053,6870
1646006400000,2022-02-28 00:00:00,EOS/BTC,0.00005540,0.00005640,0.00005130,0.00005290,908383.00000000,48.71361953,6573
1645920000000,2022-02-27 00:00:00,EOS/BTC,0.00005530,0.00005790,0.00005470,0.00005550,780027.30000000,43.93417769,4982
1645833600000,2022-02-26 00:00:00,EOS/BTC,0.00005470,0.00005710,0.00005440,0.00005530,403476.60000000,22.39048571,3131
