https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume DOG
1650337200000,2022-04-19 03:00:00,DOG/BTC,3.448,3.4999,3.4001,3.4009,0.002872502167,0.00084463
1650333600000,2022-04-19 02:00:00,DOG/BTC,3.4542,3.4611,3.4022,3.4607,0.003111653798,0.00089914
1650330000000,2022-04-19 01:00:00,DOG/BTC,3.4683,3.4683,3.4014,3.4544,0.002593356256,0.00075074
1650326400000,2022-04-19 00:00:00,DOG/BTC,3.4413,3.4999,3.4002,3.4013,0.002808181306,0.00082562
1650322800000,2022-04-18 23:00:00,DOG/BTC,3.4012,3.4425,3.4008,3.4414,0.0027965848819999995,0.00081263
1650319200000,2022-04-18 22:00:00,DOG/BTC,3.4,3.4529,3.4,3.4426,0.002793945308,0.00081158
1650315600000,2022-04-18 21:00:00,DOG/BTC,3.4427,3.4562,3.3701,3.4562,0.00281542052,0.0008146
1650312000000,2022-04-18 20:00:00,DOG/BTC,3.4181,3.4499,3.3702,3.4497,0.002797120251,0.00081083
1650308400000,2022-04-18 19:00:00,DOG/BTC,3.424,3.4331,3.3701,3.3701,0.003239845635,0.00096135
1650304800000,2022-04-18 18:00:00,DOG/BTC,3.4018,3.4515,3.3701,3.4241,0.06576069652500001,0.01920525
1650301200000,2022-04-18 17:00:00,DOG/BTC,3.4652,3.4723,3.4,3.4017,0.004225863876,0.00124228
1650297600000,2022-04-18 16:00:00,DOG/BTC,3.4999,3.4999,3.42,3.4653,0.003363905322,0.00097074
1650294000000,2022-04-18 15:00:00,DOG/BTC,3.4509,3.5422,3.42,3.42,0.0029970827999999997,0.00087634
1650290400000,2022-04-18 14:00:00,DOG/BTC,3.4821,3.5425,3.4204,3.5004,0.00281817204,0.0008051
1650286800000,2022-04-18 13:00:00,DOG/BTC,3.4862,3.4862,3.4229,3.4822,0.002839002838,0.00081529
1650283200000,2022-04-18 12:00:00,DOG/BTC,3.4534,3.5293,3.4201,3.4228,0.003015178748,0.0008809099999999999
1650279600000,2022-04-18 11:00:00,DOG/BTC,3.5,3.5499,3.45,3.492,0.0030924104400000003,0.00088557
1650276000000,2022-04-18 10:00:00,DOG/BTC,3.4202,3.5007,3.4201,3.5,0.002896775,0.00082765
1650272400000,2022-04-18 09:00:00,DOG/BTC,3.485,3.4997,3.4202,3.4997,0.00290545094,0.0008302
1650268800000,2022-04-18 08:00:00,DOG/BTC,3.4999,3.4999,3.4201,3.4998,0.0027818860260000002,0.00079487
1650265200000,2022-04-18 07:00:00,DOG/BTC,3.4754,3.4999,3.4201,3.4895,0.00208406898,0.00059724
1650261600000,2022-04-18 06:00:00,DOG/BTC,3.4763,3.4763,3.4227,3.4756,0.001152300424,0.00033154
1650258000000,2022-04-18 05:00:00,DOG/BTC,3.45,3.4998,3.4201,3.4226,0.003687543466,0.00107741
1650254400000,2022-04-18 04:00:00,DOG/BTC,3.541,3.55,3.45,3.45,0.004419105,0.0012809
1650250800000,2022-04-18 03:00:00,DOG/BTC,3.5354,3.5498,3.4502,3.5498,0.002858085972,0.00080514
1650247200000,2022-04-18 02:00:00,DOG/BTC,3.55,3.55,3.4522,3.4524,0.002806594056,0.0008129400000000001
1650243600000,2022-04-18 01:00:00,DOG/BTC,3.5179,3.5503,3.4533,3.4533,0.0026485429680000003,0.00076696
1650240000000,2022-04-18 00:00:00,DOG/BTC,3.4522,3.5188,3.4522,3.5179,0.0016133089399999999,0.0004586
1650236400000,2022-04-17 23:00:00,DOG/BTC,3.5107,3.5727,3.452,3.5277,0.016456614669,0.00466497
1650232800000,2022-04-17 22:00:00,DOG/BTC,3.5997,3.5998,3.5074,3.5727,0.0028314719310000005,0.0007925300000000001
1650229200000,2022-04-17 21:00:00,DOG/BTC,3.5394,3.6,3.5054,3.5856,0.003572476704,0.00099634
1650225600000,2022-04-17 20:00:00,DOG/BTC,3.5497,3.5499,3.457,3.5396,0.003232114948,0.00091313
1650222000000,2022-04-17 19:00:00,DOG/BTC,3.5074,3.5996,3.4558,3.5434,0.002911328308,0.00082162
1650218400000,2022-04-17 18:00:00,DOG/BTC,3.5059,3.5798,3.5059,3.5595,0.002850269625,0.00080075
1650214800000,2022-04-17 17:00:00,DOG/BTC,3.5997,3.6,3.5001,3.5058,0.0027075293399999997,0.0007723
1650211200000,2022-04-17 16:00:00,DOG/BTC,3.5996,3.5999,3.5002,3.5817,0.003036350358,0.00084774
1650207600000,2022-04-17 15:00:00,DOG/BTC,3.5943,3.6,3.5001,3.5001,0.0026201048580000003,0.00074858
1650204000000,2022-04-17 14:00:00,DOG/BTC,3.5977,3.6,3.5097,3.5999,0.002990724922,0.00083078
1650200400000,2022-04-17 13:00:00,DOG/BTC,3.5817,3.6,3.5052,3.594,0.0028764579,0.00080035
1650196800000,2022-04-17 12:00:00,DOG/BTC,3.5813,3.5993,3.5001,3.581,0.003022364,0.000844
1650193200000,2022-04-17 11:00:00,DOG/BTC,3.5667,3.5993,3.5001,3.5002,0.002926657228,0.00083614
1650189600000,2022-04-17 10:00:00,DOG/BTC,3.5997,3.5997,3.5001,3.5004,0.0043430162880000005,0.00124072
1650186000000,2022-04-17 09:00:00,DOG/BTC,3.5883,3.5997,3.5001,3.5829,0.002847366459,0.00079471
1650182400000,2022-04-17 08:00:00,DOG/BTC,3.591,3.591,3.5001,3.5884,0.00316658358,0.00088245
1650178800000,2022-04-17 07:00:00,DOG/BTC,3.5514,3.5934,3.55,3.55,0.0028812509999999996,0.00081162
1650175200000,2022-04-17 06:00:00,DOG/BTC,3.55,3.6031,3.55,3.5932,0.003014227684,0.00083887
1650171600000,2022-04-17 05:00:00,DOG/BTC,3.5802,3.6,3.5022,3.6,0.0026769240000000002,0.00074359
1650168000000,2022-04-17 04:00:00,DOG/BTC,3.5777,3.5999,3.502,3.5818,0.002397692738,0.0006694100000000001
1650164400000,2022-04-17 03:00:00,DOG/BTC,3.5999,3.5999,3.5,3.5791,0.002982213493,0.00083323
1650160800000,2022-04-17 02:00:00,DOG/BTC,3.5859,3.6,3.5055,3.5785,0.0027600254800000004,0.0007712800000000001
1650157200000,2022-04-17 01:00:00,DOG/BTC,3.5682,3.6,3.5,3.5856,0.002740976064,0.00076444
1650153600000,2022-04-17 00:00:00,DOG/BTC,3.5996,3.5996,3.5001,3.5683,0.0033505623339999996,0.00093898
1650150000000,2022-04-16 23:00:00,DOG/BTC,3.5991,3.5999,3.5013,3.582,0.0029129182199999996,0.00081321
1650146400000,2022-04-16 22:00:00,DOG/BTC,3.5103,3.5996,3.5003,3.5825,0.0030285738499999998,0.00084538
1650142800000,2022-04-16 21:00:00,DOG/BTC,3.5677,3.5997,3.5063,3.5724,0.002687195004,0.00075221
1650139200000,2022-04-16 20:00:00,DOG/BTC,3.5633,3.5996,3.5051,3.5693,0.002936284645,0.00082265
1650135600000,2022-04-16 19:00:00,DOG/BTC,3.5636,3.5996,3.5017,3.505,0.00277101795,0.00079059
1650132000000,2022-04-16 18:00:00,DOG/BTC,3.5685,3.5693,3.5001,3.5637,0.002944792221,0.00082633
1650128400000,2022-04-16 17:00:00,DOG/BTC,3.5702,3.5998,3.505,3.5084,0.003043642252,0.00086753
1650124800000,2022-04-16 16:00:00,DOG/BTC,3.5005,3.5996,3.5002,3.5056,0.002960549312,0.00084452
1650121200000,2022-04-16 15:00:00,DOG/BTC,3.5909,3.5998,3.5001,3.5004,0.002721876036,0.00077759
1650117600000,2022-04-16 14:00:00,DOG/BTC,3.5821,3.5999,3.5001,3.5909,0.002906259006,0.00080934
1650114000000,2022-04-16 13:00:00,DOG/BTC,3.5791,3.5999,3.5001,3.5844,0.00264457032,0.0007378
1650110400000,2022-04-16 12:00:00,DOG/BTC,3.5925,3.5925,3.5002,3.5792,0.002917191168,0.0008150400000000001
1650106800000,2022-04-16 11:00:00,DOG/BTC,3.5691,3.6132,3.5027,3.5027,0.011779334910999998,0.0033629299999999997
1650103200000,2022-04-16 10:00:00,DOG/BTC,3.5679,3.6482,3.5679,3.569,0.00334347489,0.0009368099999999999
1650099600000,2022-04-16 09:00:00,DOG/BTC,3.629,3.6499,3.5628,3.5678,0.0031646386,0.000887
1650096000000,2022-04-16 08:00:00,DOG/BTC,3.625,3.6466,3.5628,3.6291,0.003299033355,0.00090905
1650092400000,2022-04-16 07:00:00,DOG/BTC,3.6208,3.6497,3.5628,3.6497,0.003022754534,0.00082822
1650088800000,2022-04-16 06:00:00,DOG/BTC,3.6245,3.6245,3.5733,3.6209,0.0025053369189999997,0.00069191
1650085200000,2022-04-16 05:00:00,DOG/BTC,3.601,3.642,3.5698,3.5732,0.004396643939999999,0.00123045
1650081600000,2022-04-16 04:00:00,DOG/BTC,3.657,3.6595,3.6001,3.6449,0.00252846713,0.0006937
1650078000000,2022-04-16 03:00:00,DOG/BTC,3.66,3.6633,3.6028,3.6571,0.0029419540949999997,0.00080445
1650074400000,2022-04-16 02:00:00,DOG/BTC,3.6,3.6997,3.5682,3.6028,0.0025557182359999997,0.00070937
1650070800000,2022-04-16 01:00:00,DOG/BTC,3.6474,3.6571,3.5666,3.6,0.003028644,0.00084129
1650067200000,2022-04-16 00:00:00,DOG/BTC,3.6225,3.65,3.5633,3.6499,0.00324512609,0.0008891
1650063600000,2022-04-15 23:00:00,DOG/BTC,3.6377,3.6499,3.5631,3.5632,0.0029632283840000002,0.00083162
1650060000000,2022-04-15 22:00:00,DOG/BTC,3.6228,3.6499,3.5638,3.6499,0.0034312344910000002,0.00094009
1650056400000,2022-04-15 21:00:00,DOG/BTC,3.5807,3.6486,3.5628,3.5629,0.0028130164369999998,0.00078953
1650052800000,2022-04-15 20:00:00,DOG/BTC,3.5756,3.6499,3.5756,3.6338,0.003813963804,0.00104958
1650049200000,2022-04-15 19:00:00,DOG/BTC,3.6499,3.6499,3.5756,3.6322,0.003322445984,0.0009147199999999999
1650045600000,2022-04-15 18:00:00,DOG/BTC,3.6496,3.6499,3.5683,3.6411,0.0029350907099999998,0.0008061
1650042000000,2022-04-15 17:00:00,DOG/BTC,3.633,3.6499,3.5564,3.5758,0.002496730834,0.00069823
1650038400000,2022-04-15 16:00:00,DOG/BTC,3.6316,3.6497,3.567,3.5715,0.0030025243350000003,0.0008406900000000001
1650034800000,2022-04-15 15:00:00,DOG/BTC,3.6462,3.6462,3.5501,3.6317,0.001736824208,0.00047824
1650031200000,2022-04-15 14:00:00,DOG/BTC,3.6494,3.6627,3.6,3.6462,0.003136862322,0.00086031
1650027600000,2022-04-15 13:00:00,DOG/BTC,3.6497,3.6701,3.6,3.6169,0.003178206199,0.00087871
1650024000000,2022-04-15 12:00:00,DOG/BTC,3.6998,3.7068,3.6022,3.6041,0.014549859822999998,0.00403703
