https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KYL,Volume USDT
1661731200,2022-08-29 00:00:00,KYL/USDT,0.02055,0.0218,0.0196,0.01995,9161837.2329,190479.393452355
1661644800,2022-08-28 00:00:00,KYL/USDT,0.02042,0.02325,0.02026,0.02055,3173125.6891,68488.317148196
1661558400,2022-08-27 00:00:00,KYL/USDT,0.01966,0.0211,0.01948,0.02041,9907557.8275,199158.981886726
1661472000,2022-08-26 00:00:00,KYL/USDT,0.02107,0.0245,0.01944,0.01966,11748228.4032,244651.784618124
1661385600,2022-08-25 00:00:00,KYL/USDT,0.0246,0.02468,0.02068,0.02107,10355019.8984,232901.845781445
1661299200,2022-08-24 00:00:00,KYL/USDT,0.0212,0.025,0.02088,0.02457,11865847.3707,274070.084623745
1661212800,2022-08-23 00:00:00,KYL/USDT,0.02038,0.0239,0.0193,0.0212,11594339.7719,242507.813848465
1661126400,2022-08-22 00:00:00,KYL/USDT,0.01991,0.02062,0.01949,0.0205,9834740.2253,196742.195902603
1661040000,2022-08-21 00:00:00,KYL/USDT,0.01982,0.02062,0.01912,0.01991,9701418.4753,190507.780074661
1660953600,2022-08-20 00:00:00,KYL/USDT,0.01864,0.02025,0.01859,0.01982,10331136.3888,201571.803804771
1660867200,2022-08-19 00:00:00,KYL/USDT,0.02038,0.02038,0.01851,0.01864,9394807.0068,178435.750794999
1660780800,2022-08-18 00:00:00,KYL/USDT,0.02055,0.02107,0.0195,0.02038,7835648.0138,158424.242562771
1660694400,2022-08-17 00:00:00,KYL/USDT,0.02061,0.02145,0.0194,0.02055,10276055.8415,210933.879998134
1660608000,2022-08-16 00:00:00,KYL/USDT,0.02011,0.02144,0.01915,0.02045,6841318.8969,136996.122459156
1660521600,2022-08-15 00:00:00,KYL/USDT,0.02012,0.02113,0.0195,0.02011,10003668.3733,204572.026306378
1660435200,2022-08-14 00:00:00,KYL/USDT,0.0209,0.02144,0.0195,0.02012,10596741.8123,214393.123190052
1660348800,2022-08-13 00:00:00,KYL/USDT,0.02041,0.02343,0.02002,0.0209,10815796.5003,230074.107566782
1660262400,2022-08-12 00:00:00,KYL/USDT,0.02001,0.02082,0.01851,0.02046,8911225.8044,177935.668503442
1660176000,2022-08-11 00:00:00,KYL/USDT,0.02055,0.0215,0.0195,0.01997,4297446.2807,86448.116262782
1660089600,2022-08-10 00:00:00,KYL/USDT,0.01936,0.02083,0.01858,0.02046,4239552.3042,81551.633792197
1660003200,2022-08-09 00:00:00,KYL/USDT,0.02117,0.02117,0.0188,0.01936,8505511.4562,166916.916598156
1659916800,2022-08-08 00:00:00,KYL/USDT,0.022,0.022,0.02001,0.02117,10196531.2679,216079.680664091
1659830400,2022-08-07 00:00:00,KYL/USDT,0.01993,0.022,0.01963,0.022,8935976.4389,183478.094970547
1659744000,2022-08-06 00:00:00,KYL/USDT,0.0175,0.025,0.01746,0.01998,10937936.9087,221857.877257184
1659657600,2022-08-05 00:00:00,KYL/USDT,0.01681,0.01895,0.01635,0.0175,8440287.4027,150138.656937417
1659571200,2022-08-04 00:00:00,KYL/USDT,0.01624,0.01734,0.01624,0.01689,1907161.0162,32123.77089642
1659484800,2022-08-03 00:00:00,KYL/USDT,0.01651,0.01738,0.016,0.01624,1469773.2931,24843.314909085
1659398400,2022-08-02 00:00:00,KYL/USDT,0.01855,0.01977,0.01519,0.01661,8144000.4294,135641.284457446
1659312000,2022-08-01 00:00:00,KYL/USDT,0.01601,0.0288,0.01508,0.01843,23493053.89969935,468291.5975805563431
1659225600,2022-07-31 00:00:00,KYL/USDT,0.01476,0.0166,0.01405,0.01585,1237904.3779,19070.566715324
1659139200,2022-07-30 00:00:00,KYL/USDT,0.0143,0.01532,0.0143,0.01489,743694.8573,11039.90151129
1659052800,2022-07-29 00:00:00,KYL/USDT,0.01464,0.01509,0.014,0.01424,1382650.1085,20046.944186209
1658966400,2022-07-28 00:00:00,KYL/USDT,0.01366,0.015,0.01366,0.01464,718533.6837,10207.690631627
1658880000,2022-07-27 00:00:00,KYL/USDT,0.01304,0.014,0.0129,0.01359,569386.7462,7658.384242505
1658793600,2022-07-26 00:00:00,KYL/USDT,0.01409,0.01425,0.012,0.01286,1668722.9844,21515.454410907
1658707200,2022-07-25 00:00:00,KYL/USDT,0.01403,0.0145,0.01387,0.01409,890446.9241,12521.639379126
1658620800,2022-07-24 00:00:00,KYL/USDT,0.01376,0.01582,0.01376,0.01407,1209556.0487,17281.555262883
1658534400,2022-07-23 00:00:00,KYL/USDT,0.01409,0.01488,0.01344,0.01376,1506490.9174,21236.80392699
1658448000,2022-07-22 00:00:00,KYL/USDT,0.0133,0.016,0.01319,0.01425,3007226.56260316,43639.7873472431268
1658361600,2022-07-21 00:00:00,KYL/USDT,0.01247,0.01368,0.01221,0.01328,1416961.1909,18261.215503007
1658275200,2022-07-20 00:00:00,KYL/USDT,0.01362,0.01554,0.01243,0.0125,3672953.09617584,51888.3875904835486
1658188800,2022-07-19 00:00:00,KYL/USDT,0.01161,0.018,0.01138,0.01362,12047570.89308333,154305.2013308730129
1658102400,2022-07-18 00:00:00,KYL/USDT,0.01177,0.01185,0.01118,0.01157,29311946.8930251,335369.5195496342736
1658016000,2022-07-17 00:00:00,KYL/USDT,0.01169,0.01285,0.01143,0.01179,26688327.62361501,319520.0323815457249
1657929600,2022-07-16 00:00:00,KYL/USDT,0.01217,0.01219,0.01101,0.01168,25802192.55073315,297980.9900421561297
1657843200,2022-07-15 00:00:00,KYL/USDT,0.01239,0.01334,0.01201,0.01219,26151284.99574242,318741.420444900993
1657756800,2022-07-14 00:00:00,KYL/USDT,0.01361,0.01377,0.01198,0.01237,26636703.88160012,338039.2765700810811
1657670400,2022-07-13 00:00:00,KYL/USDT,0.0135,0.01464,0.013,0.01356,24395243.16713904,333344.8437815946454
1657584000,2022-07-12 00:00:00,KYL/USDT,0.01372,0.01386,0.01328,0.01349,22958906.03887529,311236.1847674067559
1657497600,2022-07-11 00:00:00,KYL/USDT,0.01354,0.0141,0.0133,0.01371,22374266.03511311,305732.9005876185009
1657411200,2022-07-10 00:00:00,KYL/USDT,0.01475,0.01479,0.0133,0.01353,21415351.88165256,298918.8468000442715
1657324800,2022-07-09 00:00:00,KYL/USDT,0.01461,0.01519,0.0142,0.01478,22419513.9258248,330604.718661138506
1657238400,2022-07-08 00:00:00,KYL/USDT,0.01429,0.01484,0.01401,0.01458,19436332.78746248,280528.013775774548
1657152000,2022-07-07 00:00:00,KYL/USDT,0.01412,0.01439,0.01368,0.01429,26164784.9088016,367049.9056828204293
1657065600,2022-07-06 00:00:00,KYL/USDT,0.0153,0.01649,0.01342,0.01404,22922563.4206777,323003.6675163863916
1656979200,2022-07-05 00:00:00,KYL/USDT,0.0136,0.01617,0.01351,0.0153,25237254.67793399,354966.7025854867969
1656892800,2022-07-04 00:00:00,KYL/USDT,0.0135,0.01366,0.01307,0.01366,26669915.39859755,357204.3494449843578
1656806400,2022-07-03 00:00:00,KYL/USDT,0.01452,0.01464,0.013,0.01349,21444060.79820607,294659.61000106221
1656720000,2022-07-02 00:00:00,KYL/USDT,0.01433,0.01496,0.01393,0.01452,26094727.67470768,373222.8371311055334
1656633600,2022-07-01 00:00:00,KYL/USDT,0.01386,0.01456,0.01333,0.01435,23829337.18587853,329673.9235270994907
1656547200,2022-06-30 00:00:00,KYL/USDT,0.01498,0.01522,0.01307,0.01379,23055744.00720254,327321.0555215283965
1656460800,2022-06-29 00:00:00,KYL/USDT,0.01582,0.016,0.01465,0.01498,21044914.77809544,322568.0263748141351
1656374400,2022-06-28 00:00:00,KYL/USDT,0.01645,0.01648,0.01512,0.01585,18475437.26331998,292558.1200358926319
1656288000,2022-06-27 00:00:00,KYL/USDT,0.01674,0.01703,0.01602,0.01643,19353775.07890371,320178.3598119367915
1656201600,2022-06-26 00:00:00,KYL/USDT,0.01741,0.01749,0.01655,0.01672,16984914.90988302,290894.363995843697
1656115200,2022-06-25 00:00:00,KYL/USDT,0.0172,0.01773,0.0171,0.01738,20060308.51661983,347329.3286851014776
1656028800,2022-06-24 00:00:00,KYL/USDT,0.01709,0.01753,0.01636,0.01717,21485509.07476714,363256.3039075245665
1655942400,2022-06-23 00:00:00,KYL/USDT,0.01721,0.01754,0.01621,0.01712,21721343.51065266,370486.936306311626
1655856000,2022-06-22 00:00:00,KYL/USDT,0.01769,0.01814,0.01661,0.01722,17877175.83766786,310830.8680805605426
1655769600,2022-06-21 00:00:00,KYL/USDT,0.01747,0.0201,0.01687,0.01768,20110551.74506232,366314.6423933012979
1655683200,2022-06-20 00:00:00,KYL/USDT,0.01643,0.01798,0.01596,0.01747,19738141.51081464,335055.8684082272087
1655596800,2022-06-19 00:00:00,KYL/USDT,0.01664,0.01863,0.0151,0.01641,23838091.77675446,389501.5768672305165
1655510400,2022-06-18 00:00:00,KYL/USDT,0.0196,0.0224,0.0157,0.01661,23068197.96412085,416635.6723773287695
1655424000,2022-06-17 00:00:00,KYL/USDT,0.01607,0.022,0.01563,0.01969,25448118.57220439,462264.6396403209263
1655337600,2022-06-16 00:00:00,KYL/USDT,0.01573,0.02777,0.014,0.01603,24170216.77616742,410343.235416679616
1655251200,2022-06-15 00:00:00,KYL/USDT,0.01643,0.01645,0.01338,0.01574,18129962.50150599,274134.5594333152936
1655164800,2022-06-14 00:00:00,KYL/USDT,0.01642,0.01919,0.0154,0.01638,19583175.43118947,332660.5001914636977
1655078400,2022-06-13 00:00:00,KYL/USDT,0.01587,0.0195,0.01233,0.01642,21158539.0088612,321097.7639657624438
1654992000,2022-06-12 00:00:00,KYL/USDT,0.01658,0.01804,0.01574,0.01584,18383493.29388567,312301.0206526028165
1654905600,2022-06-11 00:00:00,KYL/USDT,0.01938,0.02035,0.01501,0.01658,14008794.57889186,258730.7724238699056
1654819200,2022-06-10 00:00:00,KYL/USDT,0.02039,0.02104,0.0192,0.01937,16086481.67239039,325253.7397873601801
1654732800,2022-06-09 00:00:00,KYL/USDT,0.02141,0.02205,0.02035,0.02036,16338490.58866452,343360.3066720265686
1654646400,2022-06-08 00:00:00,KYL/USDT,0.02058,0.0235,0.01934,0.02142,15012753.58003886,307263.0781831421079
1654560000,2022-06-07 00:00:00,KYL/USDT,0.02119,0.02143,0.019,0.02055,17026294.11262603,345306.2528835377569
1654473600,2022-06-06 00:00:00,KYL/USDT,0.01925,0.02408,0.01916,0.02119,15915789.24344743,329354.5928416558138
1654387200,2022-06-05 00:00:00,KYL/USDT,0.01811,0.02408,0.01789,0.01927,17842061.30375692,342566.5333527893208
1654300800,2022-06-04 00:00:00,KYL/USDT,0.01988,0.02099,0.01761,0.01808,15599112.57030883,302428.5244085748474
1654214400,2022-06-03 00:00:00,KYL/USDT,0.02216,0.02226,0.01893,0.0199,13477446.47377084,285630.3480225870448
1654128000,2022-06-02 00:00:00,KYL/USDT,0.02212,0.02336,0.0216,0.02213,16597420.21482634,370505.3460389963593
1654041600,2022-06-01 00:00:00,KYL/USDT,0.02256,0.02337,0.0221,0.02212,14616416.9592771,328358.814070892034
1653955200,2022-05-31 00:00:00,KYL/USDT,0.02243,0.02506,0.02173,0.02256,15205506.14184464,351605.8908280459757
1653868800,2022-05-30 00:00:00,KYL/USDT,0.02392,0.026,0.02144,0.02247,24270509.97369656,577960.2921457815455
1653782400,2022-05-29 00:00:00,KYL/USDT,0.0286,0.11,0.02057,0.02405,47338879.18972008,1663730.6979739316263
1653696000,2022-05-28 00:00:00,KYL/USDT,0.02569,0.0299,0.02492,0.02858,11074667.87319972,295654.6927344009586
1653609600,2022-05-27 00:00:00,KYL/USDT,0.02649,0.02779,0.02454,0.02568,11379211.01524994,291405.1117990643137
1653523200,2022-05-26 00:00:00,KYL/USDT,0.02882,0.03,0.02583,0.02652,12171997.62834487,331782.8973502162634
1653436800,2022-05-25 00:00:00,KYL/USDT,0.02718,0.0297,0.02677,0.02885,12447021.32334481,347019.9059058135001
1653350400,2022-05-24 00:00:00,KYL/USDT,0.02692,0.03,0.02516,0.02731,13160378.41951962,354953.1375086905213
1653264000,2022-05-23 00:00:00,KYL/USDT,0.02283,0.03,0.02152,0.0269,17699798.42297623,439252.8490931441424
1653177600,2022-05-22 00:00:00,KYL/USDT,0.02346,0.02448,0.02077,0.02285,13422323.9630749,309393.9962222880575
1653091200,2022-05-21 00:00:00,KYL/USDT,0.02695,0.027,0.02317,0.02346,14280543.04337557,361072.441990274433
1653004800,2022-05-20 00:00:00,KYL/USDT,0.02854,0.03009,0.0262,0.02693,7759167.93644589,217151.7765090118693
1652918400,2022-05-19 00:00:00,KYL/USDT,0.02977,0.03043,0.025,0.02851,12537910.63583893,346924.363006563231
1652832000,2022-05-18 00:00:00,KYL/USDT,0.02715,0.03499,0.02512,0.02981,13411737.73868757,380639.4031694778954
1652745600,2022-05-17 00:00:00,KYL/USDT,0.03014,0.0321,0.02555,0.02707,9026890.28941948,253335.5973518858774
1652659200,2022-05-16 00:00:00,KYL/USDT,0.03115,0.03385,0.027,0.03013,7741089.93624855,224953.2901361005332
1652572800,2022-05-15 00:00:00,KYL/USDT,0.02984,0.03142,0.02501,0.03113,9847232.03963045,280309.498610661681
1652486400,2022-05-14 00:00:00,KYL/USDT,0.02025,0.03,0.01987,0.02986,8808750.28108056,220424.6792653504833
1652400000,2022-05-13 00:00:00,KYL/USDT,0.019,0.025,0.016,0.02023,5709253.26577515,119259.8465691107894
1652313600,2022-05-12 00:00:00,KYL/USDT,0.018,0.0275,0.00403,0.01888,8705194.87495051,136244.9810049819331
