https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLD,Volume USDT
1661212800,2022-08-23 00:00:00,PLD/USDT,0.0703,0.0733,0.0684,0.0699,2928746.0281001,205679.383015168873
1661126400,2022-08-22 00:00:00,PLD/USDT,0.072,0.074,0.068,0.0705,3148402.11621224,221609.149005734557
1661040000,2022-08-21 00:00:00,PLD/USDT,0.0715,0.0755,0.0688,0.0723,4632739.35413262,329045.361484171013
1660953600,2022-08-20 00:00:00,PLD/USDT,0.0725,0.079,0.0692,0.0717,5226686.06970542,377798.04577081444
1660867200,2022-08-19 00:00:00,PLD/USDT,0.0729,0.0755,0.068,0.0725,3811825.03887499,270856.6146645202
1660780800,2022-08-18 00:00:00,PLD/USDT,0.0816,0.0851,0.0715,0.0728,2532352.86840313,197957.9537549295
1660694400,2022-08-17 00:00:00,PLD/USDT,0.0853,0.0925,0.0772,0.0815,6485287.60265851,539040.048236308553
1660608000,2022-08-16 00:00:00,PLD/USDT,0.0784,0.126,0.07,0.0853,12452180.66920309,1111175.986622258854
1660521600,2022-08-15 00:00:00,PLD/USDT,0.0675,0.0785,0.067,0.0784,4781246.66330679,336872.624655621719
1660435200,2022-08-14 00:00:00,PLD/USDT,0.0727,0.0727,0.0665,0.0677,3053035.36261895,207787.040988822404
1660348800,2022-08-13 00:00:00,PLD/USDT,0.0685,0.0787,0.0674,0.0727,1953936.79454597,136435.925158099617
1660262400,2022-08-12 00:00:00,PLD/USDT,0.0707,0.0708,0.0667,0.0685,3736444.86692043,254376.13173882103
1660176000,2022-08-11 00:00:00,PLD/USDT,0.0694,0.0755,0.0676,0.0706,2724928.02530802,193950.831782388226
1660089600,2022-08-10 00:00:00,PLD/USDT,0.0673,0.0853,0.0673,0.0692,8573475.12118899,651353.672302673803
1660003200,2022-08-09 00:00:00,PLD/USDT,0.0665,0.072,0.0634,0.0675,5911682.08325238,383966.702637252654
1659916800,2022-08-08 00:00:00,PLD/USDT,0.066,0.0679,0.0651,0.0665,1148248.94225774,76176.998909266722
1659830400,2022-08-07 00:00:00,PLD/USDT,0.069,0.0701,0.0627,0.0661,843147.91168765,55756.240161848996
1659744000,2022-08-06 00:00:00,PLD/USDT,0.0726,0.0726,0.0603,0.069,2006828.17017209,136095.343153414222
1659657600,2022-08-05 00:00:00,PLD/USDT,0.0717,0.0735,0.0702,0.0726,691183.84573896,49544.822107096853
1659571200,2022-08-04 00:00:00,PLD/USDT,0.0737,0.075,0.07,0.0718,878419.62220173,63470.061044709032
1659484800,2022-08-03 00:00:00,PLD/USDT,0.0825,0.0832,0.0715,0.0738,2091558.20276572,160628.436791078103
1659398400,2022-08-02 00:00:00,PLD/USDT,0.0739,0.09,0.067,0.0825,5833542.26092307,457919.890380521813
1659312000,2022-08-01 00:00:00,PLD/USDT,0.0711,0.0739,0.0657,0.0739,1491197.70097578,102764.756532056361
1659225600,2022-07-31 00:00:00,PLD/USDT,0.071,0.0722,0.0683,0.071,622792.03847688,44031.857439840751
1659139200,2022-07-30 00:00:00,PLD/USDT,0.0726,0.0764,0.0699,0.0709,1208659.47708656,88141.482329003552
1659052800,2022-07-29 00:00:00,PLD/USDT,0.0746,0.0753,0.0689,0.0727,1182683.99587191,85327.963422092092
1658966400,2022-07-28 00:00:00,PLD/USDT,0.074,0.08,0.0733,0.0744,1761640.25118443,135658.777265410627
1658880000,2022-07-27 00:00:00,PLD/USDT,0.0724,0.0789,0.0698,0.0743,3230543.52930918,236981.038491562294
1658793600,2022-07-26 00:00:00,PLD/USDT,0.0781,0.0794,0.0643,0.0723,2742183.19528244,195392.871235290787
1658707200,2022-07-25 00:00:00,PLD/USDT,0.0845,0.085,0.0757,0.0784,1897806.94574891,153297.680520706143
1658620800,2022-07-24 00:00:00,PLD/USDT,0.0834,0.09,0.0816,0.0845,1646354.79968556,138329.17995099224
1658534400,2022-07-23 00:00:00,PLD/USDT,0.0853,0.0931,0.081,0.0833,2247182.52153929,192803.017147885686
1658448000,2022-07-22 00:00:00,PLD/USDT,0.0855,0.087,0.083,0.0853,2119516.89033049,180371.731923298898
1658361600,2022-07-21 00:00:00,PLD/USDT,0.0872,0.0893,0.083,0.0854,2447890.53076518,208847.136808587012
1658275200,2022-07-20 00:00:00,PLD/USDT,0.0954,0.0968,0.085,0.0872,3888699.80826395,348431.233101614548
1658188800,2022-07-19 00:00:00,PLD/USDT,0.0975,0.0991,0.0939,0.0956,1915514.04755477,184519.321251276505
1658102400,2022-07-18 00:00:00,PLD/USDT,0.0948,0.1029,0.0939,0.0979,2430809.75983905,236256.585248486793
1658016000,2022-07-17 00:00:00,PLD/USDT,0.0956,0.0991,0.0936,0.0949,2101850.38751024,202416.939906324728
1657929600,2022-07-16 00:00:00,PLD/USDT,0.0937,0.1018,0.0931,0.096,2291035.5955616,219453.088582082306
1657843200,2022-07-15 00:00:00,PLD/USDT,0.0907,0.1023,0.09,0.0942,2878974.43475868,277574.782134953581
1657756800,2022-07-14 00:00:00,PLD/USDT,0.0919,0.0976,0.0896,0.0907,1657741.71419303,152984.430386053074
1657670400,2022-07-13 00:00:00,PLD/USDT,0.0953,0.0965,0.0884,0.092,2063441.22868452,190723.407853921016
1657584000,2022-07-12 00:00:00,PLD/USDT,0.1005,0.101,0.0938,0.0956,2904269.74003835,281244.701845288846
1657497600,2022-07-11 00:00:00,PLD/USDT,0.0982,0.1015,0.0922,0.1001,4596273.25734659,444673.729007931614
1657411200,2022-07-10 00:00:00,PLD/USDT,0.1072,0.1076,0.0919,0.0985,4474816.52299088,435235.197546719457
1657324800,2022-07-09 00:00:00,PLD/USDT,0.0944,0.125,0.0923,0.1071,7688056.04950506,831667.688909889364
1657238400,2022-07-08 00:00:00,PLD/USDT,0.0901,0.099,0.0879,0.0949,3430164.73848052,317136.275518960652
1657152000,2022-07-07 00:00:00,PLD/USDT,0.0976,0.0982,0.0857,0.0905,5280538.04080487,472805.513390036525
1657065600,2022-07-06 00:00:00,PLD/USDT,0.0853,0.145,0.0846,0.0976,14353289.9388932,1599636.368444944967
1656979200,2022-07-05 00:00:00,PLD/USDT,0.0845,0.0898,0.0814,0.0855,3059586.45472901,259826.933536627101
1656892800,2022-07-04 00:00:00,PLD/USDT,0.089,0.099,0.0799,0.0849,4229181.97130596,365547.4362498331
1656806400,2022-07-03 00:00:00,PLD/USDT,0.0904,0.097,0.0878,0.089,2648842.46041046,243490.225109533177
1656720000,2022-07-02 00:00:00,PLD/USDT,0.0957,0.096,0.09,0.0907,2628398.65848075,242714.82526763558
1656633600,2022-07-01 00:00:00,PLD/USDT,0.0945,0.1012,0.0927,0.096,2143988.77781678,205699.30505077572
1656547200,2022-06-30 00:00:00,PLD/USDT,0.1011,0.1095,0.093,0.0941,1792725.67782502,178372.009003132965
1656460800,2022-06-29 00:00:00,PLD/USDT,0.1085,0.12,0.0957,0.1005,3553305.94873587,365997.255620359445
1656374400,2022-06-28 00:00:00,PLD/USDT,0.1112,0.13,0.0933,0.1091,4932326.91580205,557678.33737596511
1656288000,2022-06-27 00:00:00,PLD/USDT,0.1199,0.1199,0.109,0.1116,1666475.58770232,189908.433281196928
1656201600,2022-06-26 00:00:00,PLD/USDT,0.1182,0.1348,0.1148,0.1195,3318308.41293794,406669.538928489468
1656115200,2022-06-25 00:00:00,PLD/USDT,0.1222,0.1278,0.1114,0.1187,3209159.48922485,380578.51126073356
1656028800,2022-06-24 00:00:00,PLD/USDT,0.1297,0.1359,0.1164,0.1223,6821906.71964547,835375.908751634623
1655942400,2022-06-23 00:00:00,PLD/USDT,0.1202,0.1625,0.1172,0.1293,7391041.37221911,989767.174939656599
1655856000,2022-06-22 00:00:00,PLD/USDT,0.1377,0.1387,0.1185,0.1196,2033170.89930806,257651.583918354958
1655769600,2022-06-21 00:00:00,PLD/USDT,0.136,0.143,0.127,0.1377,1853706.96855533,250598.574931123506
1655683200,2022-06-20 00:00:00,PLD/USDT,0.1458,0.1477,0.133,0.1358,1888070.20264915,263041.280036472853
1655596800,2022-06-19 00:00:00,PLD/USDT,0.143,0.1508,0.1305,0.1455,2594106.96090285,370511.26720371367
1655510400,2022-06-18 00:00:00,PLD/USDT,0.1749,0.1851,0.1211,0.1432,4850797.67610393,713347.34558295644
1655424000,2022-06-17 00:00:00,PLD/USDT,0.1882,0.198,0.1708,0.1748,3626805.97912561,672424.078414793082
1655337600,2022-06-16 00:00:00,PLD/USDT,0.2255,0.226,0.187,0.1871,3061804.49223844,620665.775621082425
1655251200,2022-06-15 00:00:00,PLD/USDT,0.2116,0.2288,0.2,0.2258,4373673.1556079,927149.346561354296
1655164800,2022-06-14 00:00:00,PLD/USDT,0.1922,0.265,0.1879,0.2115,6521664.19282209,1418491.091587220876
1655078400,2022-06-13 00:00:00,PLD/USDT,0.227,0.24,0.1783,0.1917,5681615.60839542,1172884.693366177382
1654992000,2022-06-12 00:00:00,PLD/USDT,0.2385,0.2584,0.1886,0.2266,8796130.88343334,1936675.512388998438
1654905600,2022-06-11 00:00:00,PLD/USDT,0.1895,0.2688,0.1489,0.2387,9972514.75805387,2044897.706977531849
1654819200,2022-06-10 00:00:00,PLD/USDT,0.3111,0.3374,0.17,0.1881,10654712.54444927,2479537.124685836727
1654732800,2022-06-09 00:00:00,PLD/USDT,0.1178,0.35,0.1154,0.3111,28994715.52818774,7268656.763469005746
1654646400,2022-06-08 00:00:00,PLD/USDT,0.1427,0.1512,0.1125,0.1168,6300661.5651765,805831.810071440194
1654560000,2022-06-07 00:00:00,PLD/USDT,0.2066,0.222,0.128,0.1423,7719081.61461634,1319773.881272937027
1654473600,2022-06-06 00:00:00,PLD/USDT,0.5688,0.59,0.171,0.2081,22068265.11888451,5677195.425272393016
1654387200,2022-06-05 00:00:00,PLD/USDT,0.241,1.08,0.2166,0.5688,35797072.22824253,22389755.312907248047
1654300800,2022-06-04 00:00:00,PLD/USDT,0.0413,0.364,0.0412,0.241,20178546.46398674,2359750.115514437769
1654214400,2022-06-03 00:00:00,PLD/USDT,0.0422,0.044,0.041,0.0414,2261741.13238014,95281.767304591072
1654128000,2022-06-02 00:00:00,PLD/USDT,0.0423,0.0447,0.041,0.0424,2479512.57344019,104999.880384420938
1654041600,2022-06-01 00:00:00,PLD/USDT,0.047,0.0485,0.0421,0.0423,3081153.59646585,140341.525010804727
1653955200,2022-05-31 00:00:00,PLD/USDT,0.0541,0.0566,0.0453,0.047,3649992.68413415,185668.932715424525
1653868800,2022-05-30 00:00:00,PLD/USDT,0.0558,0.0611,0.0517,0.0542,4269258.21704138,240798.014075290895
1653782400,2022-05-29 00:00:00,PLD/USDT,0.0598,0.06,0.0551,0.0559,1595038.42057192,92541.004991811191
1653696000,2022-05-28 00:00:00,PLD/USDT,0.0539,0.07,0.0538,0.0599,2829507.09163244,169069.589319458677
1653609600,2022-05-27 00:00:00,PLD/USDT,0.0545,0.0556,0.0524,0.0541,2431141.27925474,130724.615651651882
1653523200,2022-05-26 00:00:00,PLD/USDT,0.0557,0.0586,0.0532,0.0547,2171774.99131425,120141.120640757348
1653436800,2022-05-25 00:00:00,PLD/USDT,0.0584,0.0604,0.0525,0.0559,2640741.55663897,149875.067534977492
1653350400,2022-05-24 00:00:00,PLD/USDT,0.0578,0.0609,0.057,0.0587,2631131.31346856,154322.913737980365
1653264000,2022-05-23 00:00:00,PLD/USDT,0.0687,0.0738,0.057,0.0583,4282535.52908965,268444.243908005306
1653177600,2022-05-22 00:00:00,PLD/USDT,0.0688,0.0699,0.0661,0.0692,2870337.7033652,195218.112053787015
1653091200,2022-05-21 00:00:00,PLD/USDT,0.065,0.0725,0.0636,0.0691,3273911.34099796,222424.453694048219
1653004800,2022-05-20 00:00:00,PLD/USDT,0.0736,0.081,0.063,0.0654,8770650.50530084,600197.153516692097
1652918400,2022-05-19 00:00:00,PLD/USDT,0.0741,0.082,0.071,0.0733,1831383.46349378,137561.945091461615
1652832000,2022-05-18 00:00:00,PLD/USDT,0.073,0.1234,0.0708,0.0741,4053205.64485005,344130.848113740324
1652745600,2022-05-17 00:00:00,PLD/USDT,0.0717,0.0772,0.0699,0.0733,1339527.8136852,96908.854803887332
1652659200,2022-05-16 00:00:00,PLD/USDT,0.0905,0.092,0.0683,0.0722,2477264.88920188,194279.523298136518
1652572800,2022-05-15 00:00:00,PLD/USDT,0.0613,0.26,0.0603,0.0904,4590642.40012613,417999.542302998746
1652486400,2022-05-14 00:00:00,PLD/USDT,0.0706,0.0802,0.0539,0.0614,957358.89704301,62310.099284056975
1652400000,2022-05-13 00:00:00,PLD/USDT,0.0674,0.0855,0.065,0.071,1025633.78750862,71347.935111841845
1652313600,2022-05-12 00:00:00,PLD/USDT,0.0714,0.0783,0.0617,0.0675,1107085.59136412,75672.027778844222
1652227200,2022-05-11 00:00:00,PLD/USDT,0.1109,0.1196,0.0006,0.0714,2094389.7874695,182885.028619977951
1652140800,2022-05-10 00:00:00,PLD/USDT,0.1274,0.1299,0.1021,0.1109,4229045.66145399,507473.756687550302
1652054400,2022-05-09 00:00:00,PLD/USDT,0.1533,0.1534,0.1267,0.1279,1418086.79016818,189195.053322907275
1651968000,2022-05-08 00:00:00,PLD/USDT,0.1318,0.18,0.1306,0.1524,2814144.38360046,413097.998059562909
1651881600,2022-05-07 00:00:00,PLD/USDT,0.1357,0.165,0.1305,0.1318,1320456.19140162,181898.435572651792
1651795200,2022-05-06 00:00:00,PLD/USDT,0.1343,0.1544,0.1305,0.1357,1413152.8972999,189508.739323719968
1651708800,2022-05-05 00:00:00,PLD/USDT,0.1489,0.1589,0.1332,0.1332,1161264.02162665,167388.834842828816
1651622400,2022-05-04 00:00:00,PLD/USDT,0.1371,0.17,0.1349,0.1496,2135958.8428325,298955.721175577516
1651536000,2022-05-03 00:00:00,PLD/USDT,0.1433,0.154,0.1348,0.1369,7325620.87300815,1017769.338078110566
1651449600,2022-05-02 00:00:00,PLD/USDT,0.1527,0.166,0.14,0.1438,4516027.43385992,664616.306890176774
1651363200,2022-05-01 00:00:00,PLD/USDT,0.1908,0.201,0.1514,0.152,1807992.71670609,304079.801265781676
1651276800,2022-04-30 00:00:00,PLD/USDT,0.1319,0.229,0.13,0.1898,5359172.10094191,936610.797000105929
1651190400,2022-04-29 00:00:00,PLD/USDT,0.1909,0.225,0.131,0.1327,6506390.64982892,1018487.123245170551
1651104000,2022-04-28 00:00:00,PLD/USDT,0.2467,0.273,0.1893,0.1915,2798045.93994539,646061.666603683301
1651017600,2022-04-27 00:00:00,PLD/USDT,0.166,0.312,0.166,0.2467,4805644.42432966,1309914.255624775766
