https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IMX,Volume USDT
1663315200,2022-09-16 08:00:00,IMX/USDT,0.8027,0.805,0.7895,0.7895,65296.75992384,52206.736727738395
1663311600,2022-09-16 07:00:00,IMX/USDT,0.8072,0.8087,0.8013,0.802,10356.27766433,8305.749474937682
1663308000,2022-09-16 06:00:00,IMX/USDT,0.8089,0.8096,0.8053,0.8069,6753.62920147,5453.052392806174
1663304400,2022-09-16 05:00:00,IMX/USDT,0.8067,0.8126,0.8067,0.8086,5097.52067085,4129.456164961767
1663300800,2022-09-16 04:00:00,IMX/USDT,0.8077,0.8111,0.805,0.8086,17245.43770485,13937.297430104615
1663297200,2022-09-16 03:00:00,IMX/USDT,0.8055,0.8079,0.8017,0.8079,12490.43185404,10068.903748109089
1663293600,2022-09-16 02:00:00,IMX/USDT,0.8014,0.8053,0.7929,0.8049,37382.95073837,29890.667091435994
1663290000,2022-09-16 01:00:00,IMX/USDT,0.8039,0.8044,0.797,0.7993,19133.48132717,15323.096399895199
1663286400,2022-09-16 00:00:00,IMX/USDT,0.7979,0.8038,0.7867,0.8038,20689.21069958,16396.603906867692
1663282800,2022-09-15 23:00:00,IMX/USDT,0.7987,0.7998,0.7908,0.798,68193.0858372,54198.647082177288
1663279200,2022-09-15 22:00:00,IMX/USDT,0.8033,0.8033,0.7907,0.798,6831.75616807,5427.792703491741
1663275600,2022-09-15 21:00:00,IMX/USDT,0.8053,0.8053,0.7991,0.8019,3434.41670594,2756.37559904253
1663272000,2022-09-15 20:00:00,IMX/USDT,0.8066,0.8073,0.801,0.8066,13554.24007849,10910.089629073788
1663268400,2022-09-15 19:00:00,IMX/USDT,0.8025,0.8064,0.7988,0.8035,19818.29402754,15889.762082745941
1663264800,2022-09-15 18:00:00,IMX/USDT,0.7998,0.8035,0.7944,0.8035,21672.38043032,17341.56277347536
1663261200,2022-09-15 17:00:00,IMX/USDT,0.7956,0.8014,0.7956,0.7991,22581.6625883,18044.168038574947
1663257600,2022-09-15 16:00:00,IMX/USDT,0.7876,0.7955,0.7853,0.7942,35665.40750809,28203.778956984693
1663254000,2022-09-15 15:00:00,IMX/USDT,0.7877,0.7909,0.7741,0.7867,81970.61261463,64238.061488774987
1663250400,2022-09-15 14:00:00,IMX/USDT,0.8097,0.8109,0.7846,0.788,114583.02591864,90599.763958131614
1663246800,2022-09-15 13:00:00,IMX/USDT,0.8104,0.8137,0.8013,0.8094,15157.81618013,12271.784259474039
1663243200,2022-09-15 12:00:00,IMX/USDT,0.8053,0.8148,0.804,0.8094,20431.51785987,16554.933540734453
1663239600,2022-09-15 11:00:00,IMX/USDT,0.8031,0.808,0.801,0.8045,16691.76651819,13435.625742798025
1663236000,2022-09-15 10:00:00,IMX/USDT,0.8088,0.8108,0.802,0.8035,6206.74986222,4997.038663863189
1663232400,2022-09-15 09:00:00,IMX/USDT,0.8093,0.8109,0.8045,0.8083,11683.51213017,9443.129354130094
1663228800,2022-09-15 08:00:00,IMX/USDT,0.8169,0.817,0.8053,0.8085,24255.68280363,19727.719410400165
1663225200,2022-09-15 07:00:00,IMX/USDT,0.8107,0.8266,0.8107,0.8165,42291.86401998,34635.930770628514
1663221600,2022-09-15 06:00:00,IMX/USDT,0.8024,0.8167,0.7854,0.8109,53423.54028153,42699.101057189032
1663218000,2022-09-15 05:00:00,IMX/USDT,0.7889,0.8039,0.7869,0.8012,25880.2251,20617.05148374
1663214400,2022-09-15 04:00:00,IMX/USDT,0.7917,0.7938,0.781,0.7902,72486.91507447,57100.569225853931
1663210800,2022-09-15 03:00:00,IMX/USDT,0.8006,0.8012,0.788,0.792,23897.48924304,18937.058725692121
1663207200,2022-09-15 02:00:00,IMX/USDT,0.8135,0.8135,0.7943,0.8016,25210.78371526,20194.494995289068
1663203600,2022-09-15 01:00:00,IMX/USDT,0.8145,0.8148,0.8023,0.8128,25129.3533606,20300.459928832812
1663200000,2022-09-15 00:00:00,IMX/USDT,0.8237,0.8249,0.808,0.8145,13770.86056805,11193.74714697562
1663196400,2022-09-14 23:00:00,IMX/USDT,0.825,0.8277,0.8212,0.8238,20865.53104915,17200.884445845034
1663192800,2022-09-14 22:00:00,IMX/USDT,0.8241,0.8299,0.8211,0.8263,12867.6212687,10618.697867030258
1663189200,2022-09-14 21:00:00,IMX/USDT,0.8176,0.825,0.8156,0.825,5693.76771002,4669.875032522929
1663185600,2022-09-14 20:00:00,IMX/USDT,0.8193,0.821,0.816,0.816,18531.22689014,15172.95663413087
1663182000,2022-09-14 19:00:00,IMX/USDT,0.8141,0.8204,0.8101,0.8182,11287.30644818,9174.257504729387
1663178400,2022-09-14 18:00:00,IMX/USDT,0.8157,0.8194,0.7974,0.8141,57544.32554383,46377.112018408714
1663174800,2022-09-14 17:00:00,IMX/USDT,0.8143,0.8211,0.812,0.8159,6279.0296,5132.43909586
1663171200,2022-09-14 16:00:00,IMX/USDT,0.816,0.828,0.81,0.8132,36636.96519029,30000.825095140292
1663167600,2022-09-14 15:00:00,IMX/USDT,0.8195,0.8208,0.8149,0.8178,11908.52490358,9733.483409827953
1663164000,2022-09-14 14:00:00,IMX/USDT,0.8169,0.8228,0.8111,0.8203,23658.44658697,19368.804725362648
1663160400,2022-09-14 13:00:00,IMX/USDT,0.817,0.8217,0.808,0.8204,18381.44831949,15006.128783343537
1663156800,2022-09-14 12:00:00,IMX/USDT,0.8068,0.8253,0.798,0.8174,22243.02337806,17976.623016778824
1663153200,2022-09-14 11:00:00,IMX/USDT,0.8122,0.813,0.8025,0.8054,6835.85695679,5519.87252742717
1663149600,2022-09-14 10:00:00,IMX/USDT,0.8151,0.8151,0.8097,0.8126,3508.21542389,2855.933737082126
1663146000,2022-09-14 09:00:00,IMX/USDT,0.8137,0.8156,0.8092,0.8127,5279.1215,4289.57853085
1663142400,2022-09-14 08:00:00,IMX/USDT,0.8062,0.8155,0.7962,0.8144,23360.81906888,18753.35116729847
1663138800,2022-09-14 07:00:00,IMX/USDT,0.8141,0.8192,0.7987,0.8064,29715.28609884,24211.987476550132
1663135200,2022-09-14 06:00:00,IMX/USDT,0.818,0.821,0.8123,0.8135,101577.50243592,82988.792937272773
1663131600,2022-09-14 05:00:00,IMX/USDT,0.8237,0.8237,0.817,0.817,62700.23540737,51474.47722235893
1663128000,2022-09-14 04:00:00,IMX/USDT,0.816,0.8247,0.815,0.8235,1411.12212307,1156.366934326648
1663124400,2022-09-14 03:00:00,IMX/USDT,0.8161,0.8201,0.8133,0.8176,14369.23443994,11730.066366994113
1663120800,2022-09-14 02:00:00,IMX/USDT,0.8139,0.8165,0.8099,0.8153,6860.21487296,5577.573572093352
1663117200,2022-09-14 01:00:00,IMX/USDT,0.8107,0.8157,0.8097,0.8124,6555.14371527,5327.083309844467
1663113600,2022-09-14 00:00:00,IMX/USDT,0.8057,0.8105,0.7965,0.8105,25951.05753545,20831.127728740015
1663110000,2022-09-13 23:00:00,IMX/USDT,0.8044,0.8073,0.7968,0.8062,14772.59978107,11880.461411484884
1663106400,2022-09-13 22:00:00,IMX/USDT,0.8098,0.8101,0.7983,0.8075,23028.47386536,18528.803635393625
1663102800,2022-09-13 21:00:00,IMX/USDT,0.8112,0.8133,0.8019,0.8124,15236.27981789,12323.66537801198
1663099200,2022-09-13 20:00:00,IMX/USDT,0.811,0.818,0.8108,0.8114,86528.36232996,70413.466162105069
1663095600,2022-09-13 19:00:00,IMX/USDT,0.802,0.8135,0.7957,0.8114,24228.63959671,19471.912912318177
1663092000,2022-09-13 18:00:00,IMX/USDT,0.824,0.824,0.801,0.8018,47816.65952807,38759.213249753794
1663088400,2022-09-13 17:00:00,IMX/USDT,0.8223,0.8283,0.82,0.8241,15939.03144741,13146.472864401883
1663084800,2022-09-13 16:00:00,IMX/USDT,0.8146,0.826,0.8138,0.8244,43935.65711413,36037.576270293487
1663081200,2022-09-13 15:00:00,IMX/USDT,0.8187,0.8231,0.811,0.8152,39726.79632917,32444.709978279377
1663077600,2022-09-13 14:00:00,IMX/USDT,0.8212,0.8291,0.8138,0.8198,49528.32231381,40718.622905737814
1663074000,2022-09-13 13:00:00,IMX/USDT,0.8103,0.8293,0.8099,0.8224,98019.61483689,80283.439867620232
1663070400,2022-09-13 12:00:00,IMX/USDT,0.8739,0.8781,0.8066,0.8133,286167.66239258,239856.610680282295
1663066800,2022-09-13 11:00:00,IMX/USDT,0.8759,0.8771,0.8676,0.8731,24199.86726326,21140.313585451511
1663063200,2022-09-13 10:00:00,IMX/USDT,0.8703,0.8786,0.8697,0.8769,26491.24901827,23170.358042710443
1663059600,2022-09-13 09:00:00,IMX/USDT,0.8742,0.8841,0.8623,0.8714,108188.09593626,94237.996631064936
1663056000,2022-09-13 08:00:00,IMX/USDT,0.885,0.8878,0.8714,0.874,53704.38218703,47259.839364141111
1663052400,2022-09-13 07:00:00,IMX/USDT,0.8683,0.8914,0.8683,0.8847,74110.56343856,65409.877268626407
1663048800,2022-09-13 06:00:00,IMX/USDT,0.8712,0.8804,0.8653,0.8676,68776.39182452,60013.981110793033
1663045200,2022-09-13 05:00:00,IMX/USDT,0.8631,0.8729,0.8629,0.869,11674.61577727,10151.780457492686
1663041600,2022-09-13 04:00:00,IMX/USDT,0.8633,0.8723,0.8587,0.8653,21639.33024355,18727.600472921594
1663038000,2022-09-13 03:00:00,IMX/USDT,0.8565,0.8659,0.8485,0.8645,17751.29160658,15187.192479779856
1663034400,2022-09-13 02:00:00,IMX/USDT,0.8491,0.8578,0.8402,0.8564,21150.175652,17979.470278772125
1663030800,2022-09-13 01:00:00,IMX/USDT,0.8435,0.8531,0.8427,0.8492,22290.71722729,18902.142326824437
1663027200,2022-09-13 00:00:00,IMX/USDT,0.8642,0.8652,0.8396,0.8434,87160.77558578,73913.233449433109
1663023600,2022-09-12 23:00:00,IMX/USDT,0.8609,0.866,0.8583,0.8645,21580.91397575,18608.282813470083
1663020000,2022-09-12 22:00:00,IMX/USDT,0.8612,0.8633,0.8557,0.8605,15351.63803159,13219.754469891647
1663016400,2022-09-12 21:00:00,IMX/USDT,0.8623,0.8654,0.8547,0.8634,10428.11187378,8972.105428547332
1663012800,2022-09-12 20:00:00,IMX/USDT,0.8625,0.8667,0.857,0.8638,25242.67147221,21770.490123504658
1663009200,2022-09-12 19:00:00,IMX/USDT,0.8616,0.8644,0.8558,0.8607,21916.47971891,18824.409776506386
1663005600,2022-09-12 18:00:00,IMX/USDT,0.861,0.8643,0.853,0.8609,30307.0959297,25964.914597339795
1663002000,2022-09-12 17:00:00,IMX/USDT,0.8524,0.8609,0.8489,0.8609,17832.62628587,15209.940177254256
1662998400,2022-09-12 16:00:00,IMX/USDT,0.8695,0.8734,0.8343,0.8515,146352.56266267,123750.875014320033
1662994800,2022-09-12 15:00:00,IMX/USDT,0.8786,0.8786,0.8627,0.8668,113160.44552178,98417.534608859502
1662991200,2022-09-12 14:00:00,IMX/USDT,0.8971,0.8983,0.8782,0.88,79800.99440205,70893.615702243222
1662987600,2022-09-12 13:00:00,IMX/USDT,0.8824,0.9309,0.8815,0.8992,331306.7304421,300179.355915867253
1662984000,2022-09-12 12:00:00,IMX/USDT,0.8856,0.8873,0.8783,0.8821,47515.88050015,41944.665431044689
1662980400,2022-09-12 11:00:00,IMX/USDT,0.8929,0.8989,0.8829,0.8855,51956.50896514,46331.448007311174
1662976800,2022-09-12 10:00:00,IMX/USDT,0.88,0.8977,0.8701,0.894,48529.61375551,42918.629627189714
1662973200,2022-09-12 09:00:00,IMX/USDT,0.8801,0.8806,0.8752,0.8804,11443.75557911,10050.943488076491
1662969600,2022-09-12 08:00:00,IMX/USDT,0.8691,0.8822,0.8648,0.8807,46403.21043214,40560.46592583452
1662966000,2022-09-12 07:00:00,IMX/USDT,0.8688,0.8726,0.8619,0.8684,21599.00569171,18742.893311170722
1662962400,2022-09-12 06:00:00,IMX/USDT,0.8633,0.8694,0.8592,0.8691,13936.11157806,12033.662890884094
1662958800,2022-09-12 05:00:00,IMX/USDT,0.865,0.8678,0.8599,0.8629,22421.3597,19358.84752172
1662955200,2022-09-12 04:00:00,IMX/USDT,0.861,0.8648,0.861,0.8618,7914.6944,6830.15264645
1662951600,2022-09-12 03:00:00,IMX/USDT,0.8656,0.8691,0.8507,0.8613,25095.55326786,21576.768806628168
1662948000,2022-09-12 02:00:00,IMX/USDT,0.8852,0.8864,0.8619,0.863,32250.84383319,28075.744247696296
1662944400,2022-09-12 01:00:00,IMX/USDT,0.85,0.8889,0.8489,0.8826,62682.38290342,54840.381330093046
1662940800,2022-09-12 00:00:00,IMX/USDT,0.867,0.867,0.8502,0.8506,80857.5671464,69325.801844993003
1662937200,2022-09-11 23:00:00,IMX/USDT,0.8572,0.8675,0.8527,0.8664,21506.32412885,18577.433686540753
1662933600,2022-09-11 22:00:00,IMX/USDT,0.8512,0.8637,0.8512,0.8561,5539.37853217,4754.907957677461
1662930000,2022-09-11 21:00:00,IMX/USDT,0.8626,0.8661,0.8451,0.8479,18490.56550189,15844.480347710684
1662926400,2022-09-11 20:00:00,IMX/USDT,0.8682,0.8698,0.8534,0.8634,33994.50889767,29271.500408057787
1662922800,2022-09-11 19:00:00,IMX/USDT,0.8669,0.87,0.8652,0.8667,8644.48901573,7503.766365814807
1662919200,2022-09-11 18:00:00,IMX/USDT,0.8757,0.8757,0.8647,0.8673,30015.79595603,26077.602485800726
1662915600,2022-09-11 17:00:00,IMX/USDT,0.879,0.8864,0.874,0.875,54316.36368769,47869.166894190988
1662912000,2022-09-11 16:00:00,IMX/USDT,0.8716,0.8789,0.8716,0.8789,18775.69508006,16434.629960410851
1662908400,2022-09-11 15:00:00,IMX/USDT,0.8708,0.8734,0.8675,0.8688,19905.12989502,17306.065769408996
1662904800,2022-09-11 14:00:00,IMX/USDT,0.8732,0.8742,0.8652,0.8717,19012.109835,16544.328058230448
1662901200,2022-09-11 13:00:00,IMX/USDT,0.8773,0.8782,0.8674,0.8727,27597.16448058,24080.265927966748
1662897600,2022-09-11 12:00:00,IMX/USDT,0.8706,0.8819,0.8652,0.8764,22529.5584819,19722.48669228888
1662894000,2022-09-11 11:00:00,IMX/USDT,0.8684,0.872,0.868,0.8702,9521.28356781,8288.118415602903
1662890400,2022-09-11 10:00:00,IMX/USDT,0.8653,0.87,0.865,0.8662,9801.76035335,8497.275275960802
1662886800,2022-09-11 09:00:00,IMX/USDT,0.8673,0.8691,0.863,0.8674,8801.78327135,7623.064267115356
1662883200,2022-09-11 08:00:00,IMX/USDT,0.8657,0.8696,0.8649,0.8685,11770.8656508,10209.953170774782
1662879600,2022-09-11 07:00:00,IMX/USDT,0.8571,0.8653,0.8567,0.8653,23692.28737981,20377.19712271946
1662876000,2022-09-11 06:00:00,IMX/USDT,0.8682,0.8713,0.8461,0.8579,89161.04461155,76186.615641774904
1662872400,2022-09-11 05:00:00,IMX/USDT,0.8716,0.8738,0.8665,0.8681,20668.74084737,17990.881943172239
1662868800,2022-09-11 04:00:00,IMX/USDT,0.8713,0.8769,0.87,0.873,12696.61123909,11076.177270022312
1662865200,2022-09-11 03:00:00,IMX/USDT,0.8673,0.8726,0.8667,0.8706,6471.26440124,5627.660329819792
1662861600,2022-09-11 02:00:00,IMX/USDT,0.8753,0.8781,0.8627,0.8672,39798.5996584,34633.376276270725
1662858000,2022-09-11 01:00:00,IMX/USDT,0.8752,0.885,0.8732,0.8739,84885.86806468,74613.549940292231
1662854400,2022-09-11 00:00:00,IMX/USDT,0.8707,0.882,0.8707,0.8745,24302.43117096,21337.585164718068
1662850800,2022-09-10 23:00:00,IMX/USDT,0.8803,0.8803,0.8707,0.8714,6601.66507543,5771.787740708056
1662847200,2022-09-10 22:00:00,IMX/USDT,0.8709,0.8803,0.8693,0.88,5336.79322018,4684.716584061578
1662843600,2022-09-10 21:00:00,IMX/USDT,0.8676,0.8759,0.865,0.8682,16023.85038861,13943.186668712575
1662840000,2022-09-10 20:00:00,IMX/USDT,0.8703,0.8703,0.861,0.8677,17580.55982476,15202.078372681608
1662836400,2022-09-10 19:00:00,IMX/USDT,0.8693,0.8701,0.865,0.8682,12640.3039299,10957.554047798608
1662832800,2022-09-10 18:00:00,IMX/USDT,0.8669,0.8701,0.863,0.8691,10187.0031,8842.64065464
1662829200,2022-09-10 17:00:00,IMX/USDT,0.8696,0.8696,0.8613,0.8674,13014.2560941,11245.87463329653
1662825600,2022-09-10 16:00:00,IMX/USDT,0.8681,0.876,0.863,0.8707,12509.1417147,10906.683062365859
1662822000,2022-09-10 15:00:00,IMX/USDT,0.8644,0.8707,0.8643,0.8647,9125.2152547,7905.531000946452
1662818400,2022-09-10 14:00:00,IMX/USDT,0.8657,0.8737,0.8647,0.8657,23949.00776388,20784.233211610671
1662814800,2022-09-10 13:00:00,IMX/USDT,0.8767,0.8775,0.8623,0.8659,23047.63074453,20009.753644769376
1662811200,2022-09-10 12:00:00,IMX/USDT,0.8729,0.8778,0.864,0.8763,14202.04731203,12366.298528233459
1662807600,2022-09-10 11:00:00,IMX/USDT,0.8705,0.8776,0.868,0.8728,24609.81861758,21505.439596315688
1662804000,2022-09-10 10:00:00,IMX/USDT,0.8722,0.8742,0.8652,0.8699,12210.38917375,10612.124064469104
1662800400,2022-09-10 09:00:00,IMX/USDT,0.8677,0.8795,0.8677,0.8741,26054.87054479,22820.999279735483
1662796800,2022-09-10 08:00:00,IMX/USDT,0.8672,0.8779,0.8613,0.8666,122768.92995002,106844.300261850265
1662793200,2022-09-10 07:00:00,IMX/USDT,0.8844,0.8851,0.8592,0.8672,54386.61680585,47289.03832143514
1662789600,2022-09-10 06:00:00,IMX/USDT,0.8733,0.8862,0.8721,0.8841,38848.31088182,34231.207509254324
1662786000,2022-09-10 05:00:00,IMX/USDT,0.8657,0.8741,0.8647,0.8721,25798.71775222,22452.390049831289
1662782400,2022-09-10 04:00:00,IMX/USDT,0.8726,0.885,0.8623,0.8645,48429.57341032,42400.068145370116
1662778800,2022-09-10 03:00:00,IMX/USDT,0.884,0.885,0.8704,0.873,23671.56335563,20758.709660673688
1662775200,2022-09-10 02:00:00,IMX/USDT,0.8779,0.888,0.877,0.8859,20480.93934126,18076.768192822154
1662771600,2022-09-10 01:00:00,IMX/USDT,0.8839,0.8916,0.8763,0.8771,66216.83103232,58633.327093861016
1662768000,2022-09-10 00:00:00,IMX/USDT,0.8803,0.8845,0.8677,0.8845,65661.21351145,57518.082787137948
1662764400,2022-09-09 23:00:00,IMX/USDT,0.8665,0.884,0.8661,0.8806,53791.03722168,47200.288168520678
1662760800,2022-09-09 22:00:00,IMX/USDT,0.8663,0.8769,0.8632,0.8666,43794.3283936,38173.577884093416
1662757200,2022-09-09 21:00:00,IMX/USDT,0.8659,0.8693,0.863,0.8674,3074.9707,2662.81773479
1662753600,2022-09-09 20:00:00,IMX/USDT,0.8647,0.8703,0.8612,0.866,17108.76554796,14811.596011597431
1662750000,2022-09-09 19:00:00,IMX/USDT,0.8538,0.8648,0.8538,0.8638,19253.92333246,16562.550734467626
1662746400,2022-09-09 18:00:00,IMX/USDT,0.8532,0.8612,0.85,0.8544,36953.69717578,31582.888323645276
1662742800,2022-09-09 17:00:00,IMX/USDT,0.8679,0.8679,0.8522,0.8522,32039.15506428,27539.671890506504
1662739200,2022-09-09 16:00:00,IMX/USDT,0.8594,0.8682,0.8506,0.8682,31212.6261905,26767.758454351211
1662735600,2022-09-09 15:00:00,IMX/USDT,0.872,0.872,0.8583,0.8591,25905.50803365,22324.418035701806
1662732000,2022-09-09 14:00:00,IMX/USDT,0.8713,0.876,0.8678,0.8694,19082.1653169,16613.056164702206
1662728400,2022-09-09 13:00:00,IMX/USDT,0.8717,0.8717,0.8627,0.8699,25890.05854357,22421.733166069689
1662724800,2022-09-09 12:00:00,IMX/USDT,0.8676,0.8806,0.8658,0.8717,46104.99475325,40378.221716222423
1662721200,2022-09-09 11:00:00,IMX/USDT,0.8725,0.8726,0.8641,0.867,20388.48541029,17668.756402073034
1662717600,2022-09-09 10:00:00,IMX/USDT,0.8697,0.8796,0.8674,0.8727,45478.74670431,39739.999182479796
1662714000,2022-09-09 09:00:00,IMX/USDT,0.8726,0.8727,0.8674,0.8692,28700.9454897,24957.96262416488
1662710400,2022-09-09 08:00:00,IMX/USDT,0.862,0.8772,0.862,0.8729,35583.06436997,30943.684839654991
1662706800,2022-09-09 07:00:00,IMX/USDT,0.8614,0.865,0.8578,0.8596,39302.19749325,33865.837172013889
1662703200,2022-09-09 06:00:00,IMX/USDT,0.8632,0.8674,0.8583,0.8593,40569.25114674,35062.502439032686
1662699600,2022-09-09 05:00:00,IMX/USDT,0.8605,0.87,0.8588,0.8621,60186.57084805,52014.000166759604
1662696000,2022-09-09 04:00:00,IMX/USDT,0.8418,0.864,0.8415,0.8589,109949.95597959,93660.167804685856
1662692400,2022-09-09 03:00:00,IMX/USDT,0.8266,0.8456,0.8265,0.8421,98382.06768082,82602.146160599163
1662688800,2022-09-09 02:00:00,IMX/USDT,0.8251,0.8294,0.8226,0.8232,2127.16860504,1759.937838718603
1662685200,2022-09-09 01:00:00,IMX/USDT,0.8258,0.8296,0.8227,0.8256,14180.58544229,11724.731759709158
1662681600,2022-09-09 00:00:00,IMX/USDT,0.8187,0.8296,0.8187,0.8253,30059.47591822,24823.622769516353
1662678000,2022-09-08 23:00:00,IMX/USDT,0.8178,0.8205,0.814,0.818,4262.17430566,3484.890138605492
1662674400,2022-09-08 22:00:00,IMX/USDT,0.8207,0.8212,0.815,0.8173,9170.8035,7487.54479491
1662670800,2022-09-08 21:00:00,IMX/USDT,0.8214,0.8219,0.8157,0.8203,3656.70335386,2994.448093050864
1662667200,2022-09-08 20:00:00,IMX/USDT,0.825,0.8296,0.8192,0.8214,29395.91105264,24216.040265116296
1662663600,2022-09-08 19:00:00,IMX/USDT,0.819,0.8253,0.815,0.8236,19108.88480632,15624.962999666855
1662660000,2022-09-08 18:00:00,IMX/USDT,0.8168,0.8242,0.8148,0.8201,45790.29116358,37514.792754107328
1662656400,2022-09-08 17:00:00,IMX/USDT,0.8119,0.8194,0.8085,0.8163,22666.40739683,18489.6657987105
1662652800,2022-09-08 16:00:00,IMX/USDT,0.8163,0.8163,0.804,0.8106,35558.41349983,28774.452287016268
1662649200,2022-09-08 15:00:00,IMX/USDT,0.8268,0.828,0.8152,0.8152,18340.74136476,15069.929762769499
1662645600,2022-09-08 14:00:00,IMX/USDT,0.817,0.8266,0.8073,0.8259,42068.76840729,34364.816372410677
1662642000,2022-09-08 13:00:00,IMX/USDT,0.8045,0.817,0.7951,0.816,123984.73534407,99447.879404201373
1662638400,2022-09-08 12:00:00,IMX/USDT,0.8153,0.8217,0.8022,0.8038,77613.66346401,62831.377921290928
