https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CLV,Volume USDT
1659830400,2022-08-07 00:00:00,CLV/USDT,0.1155,0.1193,0.1138,0.1168,367721.38484912,42690.599494510962
1659744000,2022-08-06 00:00:00,CLV/USDT,0.1197,0.1205,0.1151,0.1155,579801.8821685,68181.398143964068
1659657600,2022-08-05 00:00:00,CLV/USDT,0.1093,0.1293,0.1091,0.1196,2015522.42137068,240221.293894345115
1659571200,2022-08-04 00:00:00,CLV/USDT,0.1108,0.1132,0.1064,0.1092,676132.06214732,74051.385506524261
1659484800,2022-08-03 00:00:00,CLV/USDT,0.109,0.117,0.1073,0.1105,1118991.69736552,125798.810628276843
1659398400,2022-08-02 00:00:00,CLV/USDT,0.1112,0.1122,0.104,0.1093,818635.40887512,87835.868821646711
1659312000,2022-08-01 00:00:00,CLV/USDT,0.1128,0.1169,0.1061,0.1112,983872.22913715,109523.826638703484
1659225600,2022-07-31 00:00:00,CLV/USDT,0.1124,0.1222,0.1106,0.1132,1064357.51914718,124984.754065764571
1659139200,2022-07-30 00:00:00,CLV/USDT,0.1078,0.1343,0.1071,0.1121,3919351.51850283,456429.774110990176
1659052800,2022-07-29 00:00:00,CLV/USDT,0.1078,0.1164,0.1038,0.1078,3063419.31710963,334706.874028489509
1658966400,2022-07-28 00:00:00,CLV/USDT,0.1011,0.1189,0.0983,0.1078,5943664.88169723,637068.248437614519
1658880000,2022-07-27 00:00:00,CLV/USDT,0.0921,0.1145,0.0901,0.1012,10130710.61170333,1035792.804747989874
1658793600,2022-07-26 00:00:00,CLV/USDT,0.0921,0.0924,0.088,0.0922,858103.00595729,76567.20479739498
1658707200,2022-07-25 00:00:00,CLV/USDT,0.1011,0.1012,0.0921,0.0921,410838.74745459,39723.853069679772
1658620800,2022-07-24 00:00:00,CLV/USDT,0.1017,0.1032,0.0993,0.1009,430927.04382612,43390.952044287623
1658534400,2022-07-23 00:00:00,CLV/USDT,0.0978,0.1055,0.0974,0.1013,625709.56469645,63110.066943631545
1658448000,2022-07-22 00:00:00,CLV/USDT,0.1,0.1062,0.0975,0.0984,1059567.84716937,107697.302159732357
1658361600,2022-07-21 00:00:00,CLV/USDT,0.0996,0.1042,0.095,0.0998,539849.64515158,53200.931542190275
1658275200,2022-07-20 00:00:00,CLV/USDT,0.1079,0.1143,0.0974,0.0992,1556453.04912838,162699.749401381445
1658188800,2022-07-19 00:00:00,CLV/USDT,0.1014,0.1149,0.0983,0.1078,3544043.08868106,380280.497399525807
1658102400,2022-07-18 00:00:00,CLV/USDT,0.0928,0.1045,0.0922,0.1017,781744.46062908,78141.39274575411
1658016000,2022-07-17 00:00:00,CLV/USDT,0.0956,0.0993,0.0923,0.0925,556756.51927021,53103.072172163077
1657929600,2022-07-16 00:00:00,CLV/USDT,0.092,0.0995,0.0903,0.0957,1190692.67176512,114125.851976717267
1657843200,2022-07-15 00:00:00,CLV/USDT,0.0921,0.0957,0.0907,0.092,406508.01521737,37670.081281025461
1657756800,2022-07-14 00:00:00,CLV/USDT,0.0895,0.0964,0.0885,0.0921,623013.19247049,57307.231905130993
1657670400,2022-07-13 00:00:00,CLV/USDT,0.0844,0.0898,0.0817,0.0888,791952.12730286,68132.126840513055
1657584000,2022-07-12 00:00:00,CLV/USDT,0.0856,0.0876,0.0841,0.0841,395245.66745026,34103.597616556102
1657497600,2022-07-11 00:00:00,CLV/USDT,0.0919,0.0919,0.0853,0.0858,1081227.42125234,96948.095423187162
1657411200,2022-07-10 00:00:00,CLV/USDT,0.0957,0.0975,0.0917,0.0919,545081.43672625,51113.114261476188
1657324800,2022-07-09 00:00:00,CLV/USDT,0.0929,0.0972,0.092,0.0961,299989.73332093,28448.402311079836
1657238400,2022-07-08 00:00:00,CLV/USDT,0.097,0.0988,0.0916,0.0926,801627.64214399,75640.090403666107
1657152000,2022-07-07 00:00:00,CLV/USDT,0.0912,0.1015,0.0902,0.0968,1866190.70765963,179407.170598761024
1657065600,2022-07-06 00:00:00,CLV/USDT,0.0897,0.0929,0.0874,0.0917,488623.15590169,43877.303607817916
1656979200,2022-07-05 00:00:00,CLV/USDT,0.092,0.0928,0.0865,0.0891,956859.49740996,83990.392094145925
1656892800,2022-07-04 00:00:00,CLV/USDT,0.0887,0.0953,0.088,0.0923,276553.05710225,25079.174011146352
1656806400,2022-07-03 00:00:00,CLV/USDT,0.09,0.0918,0.0873,0.0893,354812.23871056,31648.505144087248
1656720000,2022-07-02 00:00:00,CLV/USDT,0.0908,0.092,0.0887,0.09,403795.02189625,36522.254678529175
1656633600,2022-07-01 00:00:00,CLV/USDT,0.0919,0.11,0.0864,0.0908,1603976.17035066,151636.717216466691
1656547200,2022-06-30 00:00:00,CLV/USDT,0.0913,0.093,0.0857,0.0921,780695.54407147,69640.404434757534
1656460800,2022-06-29 00:00:00,CLV/USDT,0.0923,0.0954,0.09,0.0914,19471845.18992563,1801822.950119163126
1656374400,2022-06-28 00:00:00,CLV/USDT,0.0996,0.102,0.0908,0.0922,15527470.54408495,1509279.432939936166
1656288000,2022-06-27 00:00:00,CLV/USDT,0.1001,0.1052,0.099,0.0993,3400840.28825874,345254.977667595235
1656201600,2022-06-26 00:00:00,CLV/USDT,0.1089,0.1119,0.1002,0.1002,1766759.96155273,189691.700516437119
1656115200,2022-06-25 00:00:00,CLV/USDT,0.1054,0.1115,0.1018,0.1096,1614550.310634,171179.844665446585
1656028800,2022-06-24 00:00:00,CLV/USDT,0.1052,0.1071,0.1014,0.1061,2032918.66196205,212365.546513884126
1655942400,2022-06-23 00:00:00,CLV/USDT,0.0969,0.1068,0.0963,0.1052,2944265.68783961,297648.022877268628
1655856000,2022-06-22 00:00:00,CLV/USDT,0.1021,0.1029,0.0959,0.0973,3932723.83131056,391517.719352718205
1655769600,2022-06-21 00:00:00,CLV/USDT,0.0977,0.11,0.0954,0.1021,4198948.57716319,436243.987279217491
1655683200,2022-06-20 00:00:00,CLV/USDT,0.0925,0.1076,0.0889,0.0974,2920103.10141412,284573.795461689699
1655596800,2022-06-19 00:00:00,CLV/USDT,0.0897,0.0957,0.085,0.0926,1125688.99091454,101633.013684412442
1655510400,2022-06-18 00:00:00,CLV/USDT,0.095,0.097,0.0837,0.09,1077408.2600568,95756.045296839237
1655424000,2022-06-17 00:00:00,CLV/USDT,0.0939,0.0996,0.0928,0.0953,628432.8721668,60024.935639667439
1655337600,2022-06-16 00:00:00,CLV/USDT,0.1076,0.1084,0.0919,0.0935,1640523.27754941,162185.767168179707
1655251200,2022-06-15 00:00:00,CLV/USDT,0.1015,0.1145,0.0923,0.1075,3170069.58573621,319263.281506056455
1655164800,2022-06-14 00:00:00,CLV/USDT,0.0954,0.1265,0.09,0.1019,2569561.22536579,269205.848493401026
1655078400,2022-06-13 00:00:00,CLV/USDT,0.1049,0.1065,0.0886,0.0955,3588007.44355099,347595.83708342687
1654992000,2022-06-12 00:00:00,CLV/USDT,0.1151,0.1168,0.1015,0.1043,1570495.5409779,167959.239737699107
1654905600,2022-06-11 00:00:00,CLV/USDT,0.118,0.1237,0.1101,0.1149,746873.14413793,86551.172126562568
1654819200,2022-06-10 00:00:00,CLV/USDT,0.1359,0.136,0.1164,0.1179,722971.86364391,92289.50381574467
1654732800,2022-06-09 00:00:00,CLV/USDT,0.1319,0.1484,0.1292,0.1357,1524687.21106782,209798.979820596435
1654646400,2022-06-08 00:00:00,CLV/USDT,0.1347,0.1395,0.1308,0.1321,1720896.13454107,232251.218889693834
1654560000,2022-06-07 00:00:00,CLV/USDT,0.1363,0.1406,0.1266,0.1345,1276417.01983177,170205.442096725352
1654473600,2022-06-06 00:00:00,CLV/USDT,0.1345,0.1407,0.1335,0.1362,972624.70254084,133280.443693510946
1654387200,2022-06-05 00:00:00,CLV/USDT,0.135,0.1366,0.1318,0.1338,658113.38407657,88126.581842968404
1654300800,2022-06-04 00:00:00,CLV/USDT,0.136,0.136,0.1311,0.1348,439959.2151305,58809.827722466225
1654214400,2022-06-03 00:00:00,CLV/USDT,0.1421,0.1422,0.1312,0.1359,751145.88088441,101668.791700657275
1654128000,2022-06-02 00:00:00,CLV/USDT,0.1389,0.1429,0.135,0.1421,873794.87297278,121723.465124857582
1654041600,2022-06-01 00:00:00,CLV/USDT,0.1574,0.1579,0.1333,0.1396,1502401.80336858,222982.641101603576
1653955200,2022-05-31 00:00:00,CLV/USDT,0.1489,0.176,0.1414,0.157,2637235.58766207,412988.591563493794
1653868800,2022-05-30 00:00:00,CLV/USDT,0.1381,0.1513,0.1376,0.1493,1093427.45246413,157965.984035903022
1653782400,2022-05-29 00:00:00,CLV/USDT,0.1302,0.144,0.13,0.137,803580.17530484,110079.556200911006
1653696000,2022-05-28 00:00:00,CLV/USDT,0.1279,0.1331,0.1274,0.1307,447593.92541145,58528.916888497235
1653609600,2022-05-27 00:00:00,CLV/USDT,0.1327,0.1349,0.1248,0.1277,1550783.05015313,201779.518847805698
1653523200,2022-05-26 00:00:00,CLV/USDT,0.1468,0.1509,0.1286,0.1327,1750789.99257141,240884.124692804036
1653436800,2022-05-25 00:00:00,CLV/USDT,0.1463,0.1549,0.1443,0.147,1275669.09794655,189337.338663451982
1653350400,2022-05-24 00:00:00,CLV/USDT,0.1456,0.1527,0.1399,0.1463,1450071.32783744,213885.974120943974
1653264000,2022-05-23 00:00:00,CLV/USDT,0.1528,0.1591,0.1441,0.1456,1112938.69256524,170484.87921130275
1653177600,2022-05-22 00:00:00,CLV/USDT,0.1484,0.1562,0.1458,0.1533,871683.66449863,131717.992818658095
1653091200,2022-05-21 00:00:00,CLV/USDT,0.1438,0.151,0.1418,0.1484,641100.6939274,93943.649300869364
1653004800,2022-05-20 00:00:00,CLV/USDT,0.1553,0.1597,0.1388,0.1441,1124798.67669384,167087.849589099133
1652918400,2022-05-19 00:00:00,CLV/USDT,0.142,0.1581,0.1377,0.1558,1156396.18394345,171893.908956876685
1652832000,2022-05-18 00:00:00,CLV/USDT,0.1605,0.1636,0.1408,0.1411,1040157.3445899,156936.862279073009
1652745600,2022-05-17 00:00:00,CLV/USDT,0.1524,0.1734,0.1524,0.1607,897256.27805192,144529.500816527887
1652659200,2022-05-16 00:00:00,CLV/USDT,0.1562,0.2095,0.143,0.1528,2942428.75941272,498053.222879806439
1652572800,2022-05-15 00:00:00,CLV/USDT,0.146,0.1568,0.137,0.1567,296740.16388151,43424.386217247498
1652486400,2022-05-14 00:00:00,CLV/USDT,0.1383,0.1491,0.1269,0.147,461512.54307373,63868.43664518679
1652400000,2022-05-13 00:00:00,CLV/USDT,0.1202,0.1634,0.1169,0.1383,546036.59946159,78538.169487449741
1652313600,2022-05-12 00:00:00,CLV/USDT,0.1298,0.1364,0.0999,0.1192,1587224.2080054,184886.484000624017
1652227200,2022-05-11 00:00:00,CLV/USDT,0.1981,0.2174,0.1202,0.1299,3686619.42756361,613481.028123956531
1652140800,2022-05-10 00:00:00,CLV/USDT,0.204,0.2227,0.1916,0.1989,2937310.04823614,610816.147946263517
1652054400,2022-05-09 00:00:00,CLV/USDT,0.2456,0.2521,0.2037,0.2041,2748315.62027728,617123.289378096154
1651968000,2022-05-08 00:00:00,CLV/USDT,0.2588,0.2597,0.2428,0.2458,1009286.51873415,252932.782116200134
1651881600,2022-05-07 00:00:00,CLV/USDT,0.2669,0.2679,0.2517,0.2589,390467.38293612,102732.655600966564
1651795200,2022-05-06 00:00:00,CLV/USDT,0.2679,0.2692,0.2564,0.2674,773502.86727227,204182.140300186912
1651708800,2022-05-05 00:00:00,CLV/USDT,0.298,0.2995,0.2576,0.2682,1281812.00140601,353860.767851051536
1651622400,2022-05-04 00:00:00,CLV/USDT,0.2696,0.2988,0.2692,0.298,889706.48505305,250039.498726781817
1651536000,2022-05-03 00:00:00,CLV/USDT,0.2636,0.2924,0.2616,0.269,1144714.30258034,314322.345709425298
1651449600,2022-05-02 00:00:00,CLV/USDT,0.2707,0.2731,0.2553,0.2636,712119.04278497,188236.559538605196
1651363200,2022-05-01 00:00:00,CLV/USDT,0.2575,0.2707,0.2498,0.2707,625474.88649383,163680.581207676555
1651276800,2022-04-30 00:00:00,CLV/USDT,0.2866,0.2902,0.2518,0.2567,750976.23049816,206612.713687839478
1651190400,2022-04-29 00:00:00,CLV/USDT,0.3032,0.3067,0.2843,0.2861,783935.29636116,229604.561161663949
1651104000,2022-04-28 00:00:00,CLV/USDT,0.3062,0.3187,0.2979,0.3032,872746.49074167,267347.14309912747
1651017600,2022-04-27 00:00:00,CLV/USDT,0.2968,0.3062,0.2928,0.3062,558920.18891505,168017.471769411496
1650931200,2022-04-26 00:00:00,CLV/USDT,0.3164,0.3287,0.2908,0.2968,1164890.44683685,361221.078015958498
1650844800,2022-04-25 00:00:00,CLV/USDT,0.3201,0.3201,0.3,0.3164,1040079.79644045,320285.650504777325
1650758400,2022-04-24 00:00:00,CLV/USDT,0.3272,0.3315,0.32,0.32,416750.44142773,135656.012017743803
1650672000,2022-04-23 00:00:00,CLV/USDT,0.3344,0.3364,0.3247,0.3267,556985.80110418,183513.552219420626
1650585600,2022-04-22 00:00:00,CLV/USDT,0.3322,0.3407,0.3241,0.3345,614242.65185729,203443.068980768458
1650499200,2022-04-21 00:00:00,CLV/USDT,0.3433,0.3593,0.327,0.333,878782.23254708,303714.527341884721
1650412800,2022-04-20 00:00:00,CLV/USDT,0.3519,0.3656,0.3383,0.3435,901678.09133738,315926.312810690531
1650326400,2022-04-19 00:00:00,CLV/USDT,0.3478,0.3601,0.3422,0.3519,1167291.22791377,407810.436433864096
1650240000,2022-04-18 00:00:00,CLV/USDT,0.3305,0.3478,0.3198,0.3475,718862.00945294,239126.936279414979
1650153600,2022-04-17 00:00:00,CLV/USDT,0.3506,0.3518,0.3272,0.3311,948827.06964247,321150.160013227207
1650067200,2022-04-16 00:00:00,CLV/USDT,0.3545,0.3669,0.3444,0.3496,1438283.7350463,511559.918432398378
1649980800,2022-04-15 00:00:00,CLV/USDT,0.3342,0.3683,0.333,0.3556,2612319.63411129,918950.398148167164
1649894400,2022-04-14 00:00:00,CLV/USDT,0.3494,0.3577,0.3299,0.3351,1188400.36197207,410833.446626937523
1649808000,2022-04-13 00:00:00,CLV/USDT,0.3403,0.3581,0.3294,0.3492,1951373.39486318,666667.5908778135
1649721600,2022-04-12 00:00:00,CLV/USDT,0.3203,0.3531,0.3168,0.3401,1500303.8310332,505024.109571004252
1649635200,2022-04-11 00:00:00,CLV/USDT,0.3572,0.3668,0.3185,0.3194,1246349.75695555,424057.04350149484
1649548800,2022-04-10 00:00:00,CLV/USDT,0.3677,0.3994,0.3574,0.358,2300557.23704621,875446.513681579283
1649462400,2022-04-09 00:00:00,CLV/USDT,0.3629,0.3714,0.3562,0.3677,578920.23308874,209827.184255887395
1649376000,2022-04-08 00:00:00,CLV/USDT,0.3979,0.4037,0.3621,0.3622,1164923.24391512,445196.910959861657
1649289600,2022-04-07 00:00:00,CLV/USDT,0.3967,0.4072,0.3806,0.3971,780123.57826706,306743.659726459933
1649203200,2022-04-06 00:00:00,CLV/USDT,0.4638,0.4673,0.3956,0.3956,1714301.98587656,727600.785196639284
1649116800,2022-04-05 00:00:00,CLV/USDT,0.4584,0.5025,0.4493,0.4644,2301385.12335808,1087180.051121140193
1649030400,2022-04-04 00:00:00,CLV/USDT,0.5067,0.5334,0.4455,0.4596,3208260.12805022,1565135.860511407939
1648944000,2022-04-03 00:00:00,CLV/USDT,0.4898,0.6189,0.4889,0.5059,5980264.93394655,3248993.561890640652
1648857600,2022-04-02 00:00:00,CLV/USDT,0.4556,0.5943,0.4392,0.4907,6290509.85520972,3223094.584394761914
1648771200,2022-04-01 00:00:00,CLV/USDT,0.395,0.4708,0.3776,0.4551,4253052.82615475,1853368.952458671591
1648684800,2022-03-31 00:00:00,CLV/USDT,0.416,0.4312,0.3867,0.3948,1810779.58923967,743527.928761211068
1648598400,2022-03-30 00:00:00,CLV/USDT,0.4072,0.4379,0.3965,0.4169,1817694.37434151,759919.412538320599
1648512000,2022-03-29 00:00:00,CLV/USDT,0.3964,0.4457,0.3964,0.4061,2224194.39541474,924521.146852520846
1648425600,2022-03-28 00:00:00,CLV/USDT,0.377,0.4478,0.3748,0.3968,1769436.12896366,718298.187491564892
1648339200,2022-03-27 00:00:00,CLV/USDT,0.3591,0.398,0.3584,0.377,770288.61356621,286148.380039963963
1648252800,2022-03-26 00:00:00,CLV/USDT,0.3569,0.3615,0.3435,0.3592,836614.16225233,293941.788438369173
1648166400,2022-03-25 00:00:00,CLV/USDT,0.3726,0.3762,0.3518,0.3563,797880.12633589,289710.051095212183
1648080000,2022-03-24 00:00:00,CLV/USDT,0.371,0.4017,0.3586,0.3725,1160165.92404738,429165.136203668046
1647993600,2022-03-23 00:00:00,CLV/USDT,0.3529,0.3985,0.3354,0.3721,2699816.07607659,985928.995375571599
1647907200,2022-03-22 00:00:00,CLV/USDT,0.343,0.36,0.3404,0.353,553836.30592073,194469.046520735924
1647820800,2022-03-21 00:00:00,CLV/USDT,0.3252,0.3935,0.3137,0.3439,2089255.24561073,751795.992357400717
1647734400,2022-03-20 00:00:00,CLV/USDT,0.3399,0.3416,0.318,0.3254,643498.63934807,212025.168045847244
1647648000,2022-03-19 00:00:00,CLV/USDT,0.317,0.3704,0.3166,0.3407,2444629.80314201,831561.26998038282
1647561600,2022-03-18 00:00:00,CLV/USDT,0.3138,0.3241,0.3027,0.3165,541288.42636356,169209.603884645931
1647475200,2022-03-17 00:00:00,CLV/USDT,0.3171,0.3255,0.3096,0.3141,548562.06405448,173997.67192247167
1647388800,2022-03-16 00:00:00,CLV/USDT,0.299,0.3192,0.2948,0.3179,696657.54296449,211392.108662296133
1647302400,2022-03-15 00:00:00,CLV/USDT,0.3038,0.3045,0.2912,0.2991,520880.3745486,154953.550622098432
1647216000,2022-03-14 00:00:00,CLV/USDT,0.2965,0.3129,0.2954,0.3035,407731.55277426,123582.588491505346
1647129600,2022-03-13 00:00:00,CLV/USDT,0.301,0.3291,0.2954,0.2973,1671940.1012384,515645.527306767483
1647043200,2022-03-12 00:00:00,CLV/USDT,0.2979,0.324,0.2976,0.301,1689091.49521499,521963.64194154136
1646956800,2022-03-11 00:00:00,CLV/USDT,0.3059,0.3071,0.294,0.298,472036.19349798,141340.747493605653
1646870400,2022-03-10 00:00:00,CLV/USDT,0.3183,0.3208,0.2949,0.3065,2421254.87780575,729193.557389064901
1646784000,2022-03-09 00:00:00,CLV/USDT,0.3098,0.3315,0.3098,0.319,1843555.25382375,594165.35052921864
1646697600,2022-03-08 00:00:00,CLV/USDT,0.3208,0.3314,0.3053,0.3094,1538002.47731289,488781.337884612502
1646611200,2022-03-07 00:00:00,CLV/USDT,0.334,0.3386,0.315,0.3209,519235.31959901,169116.224412531333
1646524800,2022-03-06 00:00:00,CLV/USDT,0.3368,0.3661,0.3301,0.3342,867595.52972958,299539.624804000199
1646438400,2022-03-05 00:00:00,CLV/USDT,0.327,0.3367,0.32,0.3359,537573.65434949,176821.856819144869
1646352000,2022-03-04 00:00:00,CLV/USDT,0.3541,0.3575,0.3255,0.3277,1042876.67574244,359805.555412304917
1646265600,2022-03-03 00:00:00,CLV/USDT,0.3626,0.3994,0.35,0.3558,2361151.57173762,881650.24456502731
1646179200,2022-03-02 00:00:00,CLV/USDT,0.3502,0.4064,0.3403,0.3628,2279655.25133006,834833.424299667419
1646092800,2022-03-01 00:00:00,CLV/USDT,0.3409,0.3619,0.3345,0.3502,1140270.54640799,394164.845999616805
1646006400,2022-02-28 00:00:00,CLV/USDT,0.3186,0.3439,0.3103,0.3407,846534.23967644,278111.934534350068
1645920000,2022-02-27 00:00:00,CLV/USDT,0.33,0.3416,0.3137,0.3183,1522573.41753079,498912.201390233745
1645833600,2022-02-26 00:00:00,CLV/USDT,0.3276,0.3512,0.3216,0.331,1129868.59126766,379484.682974510148
1645747200,2022-02-25 00:00:00,CLV/USDT,0.316,0.3351,0.3091,0.329,1293739.13565092,411246.532131023287
1645660800,2022-02-24 00:00:00,CLV/USDT,0.331,0.3318,0.278,0.3159,3505498.05892413,1081855.303097241787
1645574400,2022-02-23 00:00:00,CLV/USDT,0.3519,0.3586,0.3306,0.3321,950213.43185286,330117.298656019344
1645488000,2022-02-22 00:00:00,CLV/USDT,0.3226,0.3787,0.3157,0.3519,1852030.30015976,641236.512225736452
1645401600,2022-02-21 00:00:00,CLV/USDT,0.3523,0.3709,0.3204,0.3226,1425505.37014485,497877.555325416096
1645315200,2022-02-20 00:00:00,CLV/USDT,0.3778,0.3778,0.348,0.3528,897918.85481897,319905.01335387677
1645228800,2022-02-19 00:00:00,CLV/USDT,0.3878,0.413,0.3689,0.3785,1818674.47442324,712217.995411173729
1645142400,2022-02-18 00:00:00,CLV/USDT,0.3655,0.4,0.3554,0.3879,1110203.09573599,422402.447952061564
1645056000,2022-02-17 00:00:00,CLV/USDT,0.4125,0.4156,0.355,0.3658,975919.06445662,377736.376788968987
1644969600,2022-02-16 00:00:00,CLV/USDT,0.434,0.4344,0.4061,0.4142,639928.58113507,267258.576109549138
1644883200,2022-02-15 00:00:00,CLV/USDT,0.4128,0.4418,0.411,0.4337,1034134.26227541,442454.646674008222
1644796800,2022-02-14 00:00:00,CLV/USDT,0.4028,0.436,0.3839,0.4122,1422834.2312914,586175.080354002988
1644710400,2022-02-13 00:00:00,CLV/USDT,0.4418,0.4506,0.3873,0.4028,2064931.61929025,873129.817069514632
1644624000,2022-02-12 00:00:00,CLV/USDT,0.4491,0.502,0.4286,0.442,4952935.77166454,2252150.071819525225
1644537600,2022-02-11 00:00:00,CLV/USDT,0.5096,0.6304,0.4338,0.4501,15603186.5029135,8538659.48717230194
1644451200,2022-02-10 00:00:00,CLV/USDT,0.402,0.638,0.392,0.5098,9939762.68120587,5240210.109431744541
1644364800,2022-02-09 00:00:00,CLV/USDT,0.3945,0.4049,0.3767,0.4038,536282.32807086,212455.627505718569
1644278400,2022-02-08 00:00:00,CLV/USDT,0.411,0.416,0.3736,0.3936,1220497.89025021,483699.746325855623
1644192000,2022-02-07 00:00:00,CLV/USDT,0.3853,0.4184,0.3672,0.4093,1531299.63092595,616073.845503902308
1644105600,2022-02-06 00:00:00,CLV/USDT,0.3736,0.3873,0.3534,0.3853,535233.23012494,198183.163911705884
1644019200,2022-02-05 00:00:00,CLV/USDT,0.3696,0.3891,0.3603,0.3734,897314.30978279,335544.95333902876
1643932800,2022-02-04 00:00:00,CLV/USDT,0.3364,0.385,0.3306,0.3685,1223700.018404,438417.567231250342
1643846400,2022-02-03 00:00:00,CLV/USDT,0.3253,0.3418,0.315,0.3377,864605.32177044,286259.968205408958
1643760000,2022-02-02 00:00:00,CLV/USDT,0.3515,0.354,0.3211,0.325,647519.87457008,217706.834071160304
