https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL3S,Volume USDT
1663354800,2022-09-16 19:00:00,SOL3S/USDT,0.4694,0.4718,0.4631,0.4631,18455.4598,8607.81778763
1663351200,2022-09-16 18:00:00,SOL3S/USDT,0.4761,0.4891,0.4683,0.4705,41836.2301,19896.20062855
1663347600,2022-09-16 17:00:00,SOL3S/USDT,0.4707,0.4875,0.4701,0.4794,61866.4532,29611.72240144
1663344000,2022-09-16 16:00:00,SOL3S/USDT,0.464,0.4861,0.4598,0.474,71551.2116,33854.50445491
1663340400,2022-09-16 15:00:00,SOL3S/USDT,0.4565,0.4688,0.4514,0.4637,46107.1027,21293.49685154
1663336800,2022-09-16 14:00:00,SOL3S/USDT,0.4669,0.4699,0.4507,0.4565,63854.0951,29243.46757302
1663333200,2022-09-16 13:00:00,SOL3S/USDT,0.4475,0.4716,0.438,0.4669,82677.4133,37679.60039191
1663329600,2022-09-16 12:00:00,SOL3S/USDT,0.4299,0.4475,0.4295,0.4475,21091.1825,9223.16874057
1663326000,2022-09-16 11:00:00,SOL3S/USDT,0.4358,0.4397,0.4287,0.4287,16523.386,7162.453984
1663322400,2022-09-16 10:00:00,SOL3S/USDT,0.4433,0.4454,0.4356,0.4358,29297.9069,12899.00889742
1663318800,2022-09-16 09:00:00,SOL3S/USDT,0.4579,0.458,0.443,0.443,15300.6115,6851.70505424
1663315200,2022-09-16 08:00:00,SOL3S/USDT,0.4407,0.4585,0.4407,0.4585,38320.3658,17225.19928681
1663311600,2022-09-16 07:00:00,SOL3S/USDT,0.4355,0.4411,0.4321,0.4395,16652.2768,7269.87295067
1663308000,2022-09-16 06:00:00,SOL3S/USDT,0.4361,0.4387,0.43,0.4355,11215.9097,4881.2435953
1663304400,2022-09-16 05:00:00,SOL3S/USDT,0.4355,0.4361,0.4316,0.4361,1783.8197,774.94238085
1663300800,2022-09-16 04:00:00,SOL3S/USDT,0.4403,0.4406,0.4305,0.4355,21494.2954,9306.83423493
1663297200,2022-09-16 03:00:00,SOL3S/USDT,0.4456,0.4482,0.4383,0.4383,19227.6156,8527.87787417
1663293600,2022-09-16 02:00:00,SOL3S/USDT,0.4304,0.4499,0.4303,0.4452,28643.7447,12696.49759445
1663290000,2022-09-16 01:00:00,SOL3S/USDT,0.4243,0.4336,0.4243,0.4329,15781.8941,6789.01433487
1663286400,2022-09-16 00:00:00,SOL3S/USDT,0.4295,0.4489,0.4243,0.4243,72000.9014,31412.22177589
1663282800,2022-09-15 23:00:00,SOL3S/USDT,0.431,0.437,0.425,0.4325,46888.2518,20179.50131965
1663279200,2022-09-15 22:00:00,SOL3S/USDT,0.4225,0.4372,0.4209,0.431,35237.6195,15117.86671759
1663275600,2022-09-15 21:00:00,SOL3S/USDT,0.4107,0.4228,0.4086,0.42,9113.8516,3800.99873806
1663272000,2022-09-15 20:00:00,SOL3S/USDT,0.4143,0.4153,0.4057,0.4081,20670.5624,8483.88630428
1663268400,2022-09-15 19:00:00,SOL3S/USDT,0.4173,0.4241,0.4121,0.4164,19083.5468,7998.92753833
1663264800,2022-09-15 18:00:00,SOL3S/USDT,0.4156,0.4219,0.4101,0.4173,28264.177,11815.79281316
1663261200,2022-09-15 17:00:00,SOL3S/USDT,0.4201,0.4216,0.4095,0.4156,33274.3878,13858.62015221
1663257600,2022-09-15 16:00:00,SOL3S/USDT,0.4354,0.4372,0.42,0.4201,75693.8861,32523.08836275
1663254000,2022-09-15 15:00:00,SOL3S/USDT,0.4301,0.454,0.4209,0.4354,106937.2255,46324.75608957
1663250400,2022-09-15 14:00:00,SOL3S/USDT,0.3994,0.43,0.3952,0.4273,82590.4015,34480.97847961
1663246800,2022-09-15 13:00:00,SOL3S/USDT,0.4008,0.4155,0.3992,0.401,41187.0066,16776.14241843
1663243200,2022-09-15 12:00:00,SOL3S/USDT,0.3972,0.4091,0.3923,0.3996,58903.6334,23592.96610115
1663239600,2022-09-15 11:00:00,SOL3S/USDT,0.4009,0.4009,0.393,0.3974,5834.6855,2309.89140176
1663236000,2022-09-15 10:00:00,SOL3S/USDT,0.4009,0.4032,0.3965,0.4008,39672.3671,15837.18659951
1663232400,2022-09-15 09:00:00,SOL3S/USDT,0.394,0.4039,0.3939,0.4039,13872.1886,5542.72166733
1663228800,2022-09-15 08:00:00,SOL3S/USDT,0.3743,0.4015,0.3705,0.3974,66753.6465,25653.61074616
1663225200,2022-09-15 07:00:00,SOL3S/USDT,0.4006,0.4009,0.3728,0.3728,98409.6853,37705.47898135
1663221600,2022-09-15 06:00:00,SOL3S/USDT,0.4151,0.4351,0.3851,0.4008,199615.6202,82210.40631243
1663218000,2022-09-15 05:00:00,SOL3S/USDT,0.422,0.4257,0.4133,0.4135,31276.0446,13108.89208209
1663214400,2022-09-15 04:00:00,SOL3S/USDT,0.4275,0.4277,0.4216,0.4228,50096.2691,21309.44183438
1663210800,2022-09-15 03:00:00,SOL3S/USDT,0.4123,0.4306,0.4123,0.4253,91623.6558,38830.43311021
1663207200,2022-09-15 02:00:00,SOL3S/USDT,0.3984,0.4123,0.3981,0.4102,23019.8501,9387.41569196
1663203600,2022-09-15 01:00:00,SOL3S/USDT,0.397,0.4114,0.397,0.3983,48373.6555,19483.19065982
1663200000,2022-09-15 00:00:00,SOL3S/USDT,0.3913,0.4011,0.3907,0.397,19962.2609,7889.06848011
1663196400,2022-09-14 23:00:00,SOL3S/USDT,0.3913,0.3989,0.3892,0.3901,61102.0563,24131.32724641
1663192800,2022-09-14 22:00:00,SOL3S/USDT,0.3977,0.4008,0.3807,0.3907,98907.917,38470.87057083
1663189200,2022-09-14 21:00:00,SOL3S/USDT,0.4185,0.4227,0.3929,0.3963,44799.4035,18233.94478176
1663185600,2022-09-14 20:00:00,SOL3S/USDT,0.4169,0.4198,0.4142,0.4166,48287.576,20140.0399486
1663182000,2022-09-14 19:00:00,SOL3S/USDT,0.4304,0.4335,0.4169,0.4169,92012.0736,39301.26265747
1663178400,2022-09-14 18:00:00,SOL3S/USDT,0.4218,0.4491,0.4191,0.4314,136087.6926,58858.40693843
1663174800,2022-09-14 17:00:00,SOL3S/USDT,0.423,0.4234,0.4115,0.4218,26564.9836,11111.97870324
1663171200,2022-09-14 16:00:00,SOL3S/USDT,0.416,0.4273,0.4153,0.423,57422.645,24189.60096691
1663167600,2022-09-14 15:00:00,SOL3S/USDT,0.4133,0.4175,0.4083,0.416,35715.229,14714.42229196
1663164000,2022-09-14 14:00:00,SOL3S/USDT,0.4148,0.4246,0.4125,0.4163,34887.6126,14580.64791403
1663160400,2022-09-14 13:00:00,SOL3S/USDT,0.4164,0.4248,0.4104,0.4149,68196.6193,28511.6023773
1663156800,2022-09-14 12:00:00,SOL3S/USDT,0.4279,0.4367,0.4044,0.415,93982.0084,39497.21636432
1663153200,2022-09-14 11:00:00,SOL3S/USDT,0.4153,0.4348,0.4153,0.4279,32856.8113,13949.15700676
1663149600,2022-09-14 10:00:00,SOL3S/USDT,0.4154,0.4169,0.4112,0.415,13561.5864,5616.49008652
1663146000,2022-09-14 09:00:00,SOL3S/USDT,0.415,0.4192,0.4118,0.4154,16184.8016,6733.50722344
1663142400,2022-09-14 08:00:00,SOL3S/USDT,0.43,0.4333,0.4112,0.412,58063.4791,24608.74876593
1663138800,2022-09-14 07:00:00,SOL3S/USDT,0.4175,0.4366,0.4121,0.4279,65112.8989,27582.53272678
1663135200,2022-09-14 06:00:00,SOL3S/USDT,0.4148,0.4194,0.4104,0.4175,26202.0827,10865.88917922
1663131600,2022-09-14 05:00:00,SOL3S/USDT,0.4036,0.415,0.4025,0.4129,34909.2084,14227.68131906
1663128000,2022-09-14 04:00:00,SOL3S/USDT,0.4143,0.4153,0.4017,0.4061,29118.0974,11790.94806481
1663124400,2022-09-14 03:00:00,SOL3S/USDT,0.4023,0.4143,0.4023,0.4143,26328.5413,10779.45296278
1663120800,2022-09-14 02:00:00,SOL3S/USDT,0.4174,0.4185,0.393,0.4011,148853.7447,60047.37579438
1663117200,2022-09-14 01:00:00,SOL3S/USDT,0.4239,0.4239,0.4174,0.4174,38864.8751,16382.03750167
1663113600,2022-09-14 00:00:00,SOL3S/USDT,0.4377,0.446,0.424,0.424,124747.8039,54206.25872393
1663110000,2022-09-13 23:00:00,SOL3S/USDT,0.4197,0.4377,0.4194,0.4371,105646.5783,45245.78768551
1663106400,2022-09-13 22:00:00,SOL3S/USDT,0.411,0.4203,0.411,0.4194,87371.6682,36293.9415441
1663102800,2022-09-13 21:00:00,SOL3S/USDT,0.4087,0.4211,0.4045,0.4093,98218.8351,40456.75303646
1663099200,2022-09-13 20:00:00,SOL3S/USDT,0.4015,0.4087,0.3988,0.4087,57237.3619,22974.23216646
1663095600,2022-09-13 19:00:00,SOL3S/USDT,0.3999,0.4199,0.3965,0.4015,199322.4807,81106.12771135
1663092000,2022-09-13 18:00:00,SOL3S/USDT,0.382,0.3999,0.3811,0.3999,71522.8589,27893.8563218
1663088400,2022-09-13 17:00:00,SOL3S/USDT,0.38,0.3836,0.3734,0.382,116644.9355,44230.41431002
1663084800,2022-09-13 16:00:00,SOL3S/USDT,0.3895,0.3929,0.3779,0.38,211477.7307,81257.01669681
1663081200,2022-09-13 15:00:00,SOL3S/USDT,0.3827,0.3967,0.3796,0.3895,79581.5368,30934.69579731
1663077600,2022-09-13 14:00:00,SOL3S/USDT,0.3707,0.3909,0.3628,0.3827,115113.894,43567.61552499
1663074000,2022-09-13 13:00:00,SOL3S/USDT,0.36,0.3728,0.3549,0.3707,332371.1248,121641.28889026
1663070400,2022-09-13 12:00:00,SOL3S/USDT,0.2936,0.37,0.2864,0.36,477803.9705,163262.04509404
1663066800,2022-09-13 11:00:00,SOL3S/USDT,0.2921,0.3021,0.2841,0.2963,88395.3046,25738.08683581
1663063200,2022-09-13 10:00:00,SOL3S/USDT,0.2971,0.3003,0.2881,0.2912,30229.0907,8966.61133461
1663059600,2022-09-13 09:00:00,SOL3S/USDT,0.3015,0.3015,0.2894,0.297,19658.8282,5771.95171473
1663056000,2022-09-13 08:00:00,SOL3S/USDT,0.2921,0.3025,0.2912,0.2988,28504.8835,8500.60971503
1663052400,2022-09-13 07:00:00,SOL3S/USDT,0.3036,0.3054,0.2886,0.2912,87854.9777,26026.1096265
1663048800,2022-09-13 06:00:00,SOL3S/USDT,0.3008,0.3068,0.2876,0.3054,123147.1141,36502.09011014
1663045200,2022-09-13 05:00:00,SOL3S/USDT,0.3097,0.3097,0.2971,0.3008,27445.1791,8261.61214661
1663041600,2022-09-13 04:00:00,SOL3S/USDT,0.296,0.3097,0.289,0.3072,70728.4255,20991.45667697
1663038000,2022-09-13 03:00:00,SOL3S/USDT,0.3136,0.3174,0.2917,0.2955,160379.5453,49214.30139563
1663034400,2022-09-13 02:00:00,SOL3S/USDT,0.3301,0.3339,0.3042,0.312,103375.3462,32473.01264169
1663030800,2022-09-13 01:00:00,SOL3S/USDT,0.3326,0.3388,0.329,0.329,79225.1204,26471.1185296
1663027200,2022-09-13 00:00:00,SOL3S/USDT,0.3241,0.341,0.3224,0.3316,89219.5054,29610.989066
1663023600,2022-09-12 23:00:00,SOL3S/USDT,0.329,0.3292,0.3208,0.3226,44757.8293,14581.82083914
1663020000,2022-09-12 22:00:00,SOL3S/USDT,0.324,0.33,0.3201,0.3291,34089.8755,11143.53599204
1663016400,2022-09-12 21:00:00,SOL3S/USDT,0.3145,0.3313,0.3137,0.3229,66776.686,21522.06471685
1663012800,2022-09-12 20:00:00,SOL3S/USDT,0.3171,0.3228,0.3098,0.3138,48261.9658,15319.88715538
1663009200,2022-09-12 19:00:00,SOL3S/USDT,0.314,0.3196,0.31,0.3152,42668.358,13413.50113465
1663005600,2022-09-12 18:00:00,SOL3S/USDT,0.316,0.3274,0.3112,0.3145,59881.1157,19097.74214541
1663002000,2022-09-12 17:00:00,SOL3S/USDT,0.3273,0.3371,0.3153,0.316,101072.6184,32742.80409457
1662998400,2022-09-12 16:00:00,SOL3S/USDT,0.3325,0.3421,0.3213,0.3281,191028.2113,63444.02177534
1662994800,2022-09-12 15:00:00,SOL3S/USDT,0.3224,0.34,0.3151,0.3304,133157.294,43484.78229591
1662991200,2022-09-12 14:00:00,SOL3S/USDT,0.311,0.3273,0.3,0.3224,126432.5667,39476.22766514
1662987600,2022-09-12 13:00:00,SOL3S/USDT,0.3145,0.326,0.2982,0.313,166554.9854,51414.71998089
1662984000,2022-09-12 12:00:00,SOL3S/USDT,0.3219,0.331,0.307,0.313,177165.5784,56431.11212237
1662980400,2022-09-12 11:00:00,SOL3S/USDT,0.3116,0.3231,0.306,0.3192,62699.8495,19701.19579436
1662976800,2022-09-12 10:00:00,SOL3S/USDT,0.3241,0.3365,0.3001,0.3116,147647.95371374,46515.618350535198
1662973200,2022-09-12 09:00:00,SOL3S/USDT,0.3695,0.3719,0.3237,0.3238,152729.14642746,53347.13479048647
1662969600,2022-09-12 08:00:00,SOL3S/USDT,0.3916,0.3955,0.3695,0.3695,50520.1279,19315.85714003
1662966000,2022-09-12 07:00:00,SOL3S/USDT,0.4133,0.4134,0.3886,0.3895,49911.172,20065.32090941
1662962400,2022-09-12 06:00:00,SOL3S/USDT,0.4152,0.4196,0.4122,0.4134,40978.3632,17052.45308209
1662958800,2022-09-12 05:00:00,SOL3S/USDT,0.4127,0.4198,0.4105,0.4147,28597.6479,11835.72631301
1662955200,2022-09-12 04:00:00,SOL3S/USDT,0.4105,0.4129,0.4062,0.4129,31460.7791,12908.01722756
1662951600,2022-09-12 03:00:00,SOL3S/USDT,0.4053,0.4184,0.4,0.4086,58560.7198,23984.2616931
1662948000,2022-09-12 02:00:00,SOL3S/USDT,0.3797,0.41,0.375,0.404,39838.098,15714.99547369
1662944400,2022-09-12 01:00:00,SOL3S/USDT,0.4245,0.4254,0.3695,0.378,91536.44697254,36135.63561033353
1662940800,2022-09-12 00:00:00,SOL3S/USDT,0.4087,0.4264,0.4087,0.4264,42409.9015,17611.64045901
1662937200,2022-09-11 23:00:00,SOL3S/USDT,0.4146,0.4227,0.4069,0.4069,37898.9037,15696.01772481
1662933600,2022-09-11 22:00:00,SOL3S/USDT,0.4254,0.4254,0.4085,0.4146,29540.4996,12195.80966793
1662930000,2022-09-11 21:00:00,SOL3S/USDT,0.4035,0.4293,0.3988,0.4233,39481.6716,16383.26919064
1662926400,2022-09-11 20:00:00,SOL3S/USDT,0.3971,0.4157,0.3901,0.4035,63992.178,25946.71970516
1662922800,2022-09-11 19:00:00,SOL3S/USDT,0.3986,0.4032,0.3933,0.3978,16609.3718,6628.30023311
1662919200,2022-09-11 18:00:00,SOL3S/USDT,0.3984,0.4015,0.3939,0.3994,25661.3906,10231.4980361
1662915600,2022-09-11 17:00:00,SOL3S/USDT,0.38,0.3987,0.38,0.3985,21953.7175,8484.40069472
1662912000,2022-09-11 16:00:00,SOL3S/USDT,0.4008,0.4008,0.3758,0.3817,90562.09692113,34902.224986479423
1662908400,2022-09-11 15:00:00,SOL3S/USDT,0.4156,0.4156,0.4011,0.4011,20801.3683,8455.04068961
1662904800,2022-09-11 14:00:00,SOL3S/USDT,0.4145,0.4169,0.4122,0.4152,10734.0995,4449.25199881
1662901200,2022-09-11 13:00:00,SOL3S/USDT,0.4192,0.4228,0.4139,0.4139,4597.286,1928.11043218
1662897600,2022-09-11 12:00:00,SOL3S/USDT,0.4151,0.4187,0.414,0.418,1131.6593,472.10612009
1662894000,2022-09-11 11:00:00,SOL3S/USDT,0.4198,0.4198,0.4129,0.415,17594.4894,7319.55022574
1662890400,2022-09-11 10:00:00,SOL3S/USDT,0.4229,0.4233,0.4191,0.4207,5013.0764,2116.40370783
1662886800,2022-09-11 09:00:00,SOL3S/USDT,0.4191,0.4263,0.4173,0.4239,29670.9634,12472.59726747
1662883200,2022-09-11 08:00:00,SOL3S/USDT,0.4227,0.4242,0.4179,0.419,5287.9323,2224.85121306
1662879600,2022-09-11 07:00:00,SOL3S/USDT,0.4281,0.4302,0.4208,0.4222,17787.9856,7539.41533007
1662876000,2022-09-11 06:00:00,SOL3S/USDT,0.4189,0.4406,0.417,0.4289,54299.8889,23439.24231838
1662872400,2022-09-11 05:00:00,SOL3S/USDT,0.4198,0.4204,0.4144,0.4169,18247.1369,7618.85435358
1662868800,2022-09-11 04:00:00,SOL3S/USDT,0.4161,0.4193,0.4093,0.4193,8375.885,3467.88778881
1662865200,2022-09-11 03:00:00,SOL3S/USDT,0.4047,0.4232,0.4045,0.4171,61031.2053,24887.94867694
1662861600,2022-09-11 02:00:00,SOL3S/USDT,0.4022,0.4088,0.3984,0.4034,20383.019,8187.3573241
1662858000,2022-09-11 01:00:00,SOL3S/USDT,0.4083,0.4087,0.3995,0.4044,7086.8903,2854.7414162
1662854400,2022-09-11 00:00:00,SOL3S/USDT,0.4054,0.4102,0.4022,0.4062,9307.9452,3793.77516063
1662850800,2022-09-10 23:00:00,SOL3S/USDT,0.3989,0.4054,0.3958,0.4054,19490.7996,7787.37421245
1662847200,2022-09-10 22:00:00,SOL3S/USDT,0.4128,0.4128,0.3952,0.3989,38231.3695,15433.93348733
1662843600,2022-09-10 21:00:00,SOL3S/USDT,0.4164,0.4198,0.4084,0.4161,18832.6329,7783.50295996
1662840000,2022-09-10 20:00:00,SOL3S/USDT,0.4116,0.4216,0.4114,0.4168,5791.1072,2419.59826274
1662836400,2022-09-10 19:00:00,SOL3S/USDT,0.413,0.4164,0.411,0.4121,16240.1206,6710.88022715
1662832800,2022-09-10 18:00:00,SOL3S/USDT,0.42,0.4205,0.4102,0.4137,30123.9068,12530.56508077
1662829200,2022-09-10 17:00:00,SOL3S/USDT,0.4192,0.4238,0.4192,0.4205,5573.5882,2344.67635151
1662825600,2022-09-10 16:00:00,SOL3S/USDT,0.4253,0.4328,0.417,0.417,23373.2457,9879.08877198
1662822000,2022-09-10 15:00:00,SOL3S/USDT,0.4308,0.4321,0.424,0.4277,14710.5398,6268.38059484
1662818400,2022-09-10 14:00:00,SOL3S/USDT,0.4277,0.433,0.4233,0.432,10031.5417,4277.05757319
1662814800,2022-09-10 13:00:00,SOL3S/USDT,0.4194,0.433,0.419,0.4274,14902.4804,6326.10709529
1662811200,2022-09-10 12:00:00,SOL3S/USDT,0.4157,0.4337,0.4121,0.4177,31307.4991,13174.89811835
1662807600,2022-09-10 11:00:00,SOL3S/USDT,0.4184,0.4219,0.4145,0.418,5143.4404,2139.26722971
1662804000,2022-09-10 10:00:00,SOL3S/USDT,0.4172,0.4256,0.4171,0.4197,12280.9038,5171.38508025
1662800400,2022-09-10 09:00:00,SOL3S/USDT,0.4236,0.4236,0.4158,0.4184,16779.1732,7054.32039331
1662796800,2022-09-10 08:00:00,SOL3S/USDT,0.4339,0.4339,0.419,0.424,16993.2503,7233.16805932
1662793200,2022-09-10 07:00:00,SOL3S/USDT,0.4053,0.4365,0.4027,0.4349,22094.8958,9200.74321138
1662789600,2022-09-10 06:00:00,SOL3S/USDT,0.4096,0.41,0.4041,0.4053,12188.536,4966.28248713
1662786000,2022-09-10 05:00:00,SOL3S/USDT,0.4175,0.4205,0.4067,0.4096,16503.7115,6807.88725343
1662782400,2022-09-10 04:00:00,SOL3S/USDT,0.4165,0.4215,0.4088,0.4171,27370.7884,11334.3364015
1662778800,2022-09-10 03:00:00,SOL3S/USDT,0.4096,0.4192,0.4089,0.4187,5183.2979,2141.68802633
1662775200,2022-09-10 02:00:00,SOL3S/USDT,0.4177,0.4212,0.4096,0.4096,32358.4059,13528.48638057
1662771600,2022-09-10 01:00:00,SOL3S/USDT,0.419,0.4211,0.407,0.4155,45447.6009,18843.8322718
1662768000,2022-09-10 00:00:00,SOL3S/USDT,0.4205,0.4324,0.4179,0.4191,13635.0823,5784.50186808
1662764400,2022-09-09 23:00:00,SOL3S/USDT,0.4156,0.4368,0.4025,0.4192,51693.7371,21766.49338598
1662760800,2022-09-09 22:00:00,SOL3S/USDT,0.4211,0.4268,0.4108,0.4187,17656.0252,7381.6959758
1662757200,2022-09-09 21:00:00,SOL3S/USDT,0.4177,0.4276,0.417,0.424,6969.5263,2938.56873184
1662753600,2022-09-09 20:00:00,SOL3S/USDT,0.4176,0.421,0.4149,0.4171,14428.6907,6032.12437329
1662750000,2022-09-09 19:00:00,SOL3S/USDT,0.4257,0.4293,0.4132,0.4169,27831.1657,11698.050522
1662746400,2022-09-09 18:00:00,SOL3S/USDT,0.4219,0.4302,0.4219,0.4264,12528.326,5358.51128128
1662742800,2022-09-09 17:00:00,SOL3S/USDT,0.4027,0.4302,0.4027,0.4215,40624.4569,17248.74977898
1662739200,2022-09-09 16:00:00,SOL3S/USDT,0.4088,0.4294,0.4035,0.4035,117518.8458,48869.32236087
1662735600,2022-09-09 15:00:00,SOL3S/USDT,0.4022,0.4096,0.4,0.4088,12040.2955,4874.55404112
1662732000,2022-09-09 14:00:00,SOL3S/USDT,0.4008,0.4117,0.3952,0.4008,27071.6739,10910.66737505
1662728400,2022-09-09 13:00:00,SOL3S/USDT,0.3954,0.4114,0.3907,0.4036,58674.5252,23457.37293176
1662724800,2022-09-09 12:00:00,SOL3S/USDT,0.3935,0.396,0.3714,0.3954,82680.0517,32092.85007605
1662721200,2022-09-09 11:00:00,SOL3S/USDT,0.3771,0.4007,0.3759,0.3914,41098.4685,15995.57753636
1662717600,2022-09-09 10:00:00,SOL3S/USDT,0.3898,0.4035,0.3734,0.3771,65634.2731,25257.10273537
1662714000,2022-09-09 09:00:00,SOL3S/USDT,0.3815,0.4099,0.3815,0.3898,88183.6312,34730.72534881
1662710400,2022-09-09 08:00:00,SOL3S/USDT,0.3925,0.3966,0.3717,0.3809,83560.7489,31855.24323332
1662706800,2022-09-09 07:00:00,SOL3S/USDT,0.4031,0.4153,0.3907,0.3926,105419.6523,42730.61192921
1662703200,2022-09-09 06:00:00,SOL3S/USDT,0.4089,0.4123,0.393,0.4029,48055.8073,19482.56905706
1662699600,2022-09-09 05:00:00,SOL3S/USDT,0.4053,0.4115,0.3849,0.4088,71682.1786,28638.06345046
1662696000,2022-09-09 04:00:00,SOL3S/USDT,0.4216,0.4278,0.4016,0.4054,113955.245,47380.65629873
1662692400,2022-09-09 03:00:00,SOL3S/USDT,0.4504,0.4506,0.4149,0.421,75749.61047904,32334.3095180172
1662688800,2022-09-09 02:00:00,SOL3S/USDT,0.4494,0.4506,0.4403,0.45,6879.1355,3075.58502258
1662685200,2022-09-09 01:00:00,SOL3S/USDT,0.4454,0.4495,0.4399,0.4495,10227.8259,4548.2932179
1662681600,2022-09-09 00:00:00,SOL3S/USDT,0.4697,0.4697,0.4372,0.4473,51062.2522,22935.29217436
1662678000,2022-09-08 23:00:00,SOL3S/USDT,0.4698,0.487,0.4668,0.4695,28991.529,13755.17651357
1662674400,2022-09-08 22:00:00,SOL3S/USDT,0.4659,0.4773,0.4649,0.4728,13833.2231,6540.88476219
1662670800,2022-09-08 21:00:00,SOL3S/USDT,0.4693,0.4786,0.4629,0.4658,38275.9015,17965.08201089
1662667200,2022-09-08 20:00:00,SOL3S/USDT,0.4766,0.4779,0.466,0.4695,28379.1594,13384.22579375
1662663600,2022-09-08 19:00:00,SOL3S/USDT,0.4903,0.4986,0.474,0.474,22427.3662,10866.30410346
1662660000,2022-09-08 18:00:00,SOL3S/USDT,0.4845,0.4919,0.4833,0.4879,5289.5017,2581.21205399
1662656400,2022-09-08 17:00:00,SOL3S/USDT,0.4802,0.4908,0.4727,0.4827,45791.4484,21913.31363853
1662652800,2022-09-08 16:00:00,SOL3S/USDT,0.4789,0.505,0.4771,0.4823,41150.8158,20260.55807527
1662649200,2022-09-08 15:00:00,SOL3S/USDT,0.4683,0.4833,0.4531,0.4763,100017.6858261,47041.73646803263
1662645600,2022-09-08 14:00:00,SOL3S/USDT,0.488,0.4988,0.4683,0.4683,65822.2491739,32001.18354157737
1662642000,2022-09-08 13:00:00,SOL3S/USDT,0.5214,0.5324,0.4807,0.4891,146526.7224,74447.59541973
1662638400,2022-09-08 12:00:00,SOL3S/USDT,0.4983,0.5273,0.4912,0.52,96155.4983,49307.14993171
