https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KP3R,Volume USDT
1656547200,2022-06-30 00:00:00,KP3R/USDT,117.75,120.077,108.489,116.802,312.78399759,36023.27403494691
1656460800,2022-06-29 00:00:00,KP3R/USDT,122.945,125.25,115.925,117.748,331.89907917,40093.73505477029
1656374400,2022-06-28 00:00:00,KP3R/USDT,136.579,140.034,112.822,122.945,779.57276203,99834.3870592356
1656288000,2022-06-27 00:00:00,KP3R/USDT,128.25,142.071,128.25,136.229,688.59092513,93236.38794427134
1656201600,2022-06-26 00:00:00,KP3R/USDT,139.568,144.75,126.86,127.22,564.95065042,77575.76841079883
1656115200,2022-06-25 00:00:00,KP3R/USDT,141.34,168.433,129.759,140.412,2106.27519561,314787.43609122155
1656028800,2022-06-24 00:00:00,KP3R/USDT,106.137,182.413,105.404,141.04,4666.29580054,673234.06120451634
1655942400,2022-06-23 00:00:00,KP3R/USDT,98.88,108.47,98.831,106.189,294.43697796,30629.51035326785
1655856000,2022-06-22 00:00:00,KP3R/USDT,104.058,105.307,98.3,98.927,120.28340668,12150.66130648538
1655769600,2022-06-21 00:00:00,KP3R/USDT,103.946,110.402,102.51,104.518,229.96673136,24647.86155295739
1655683200,2022-06-20 00:00:00,KP3R/USDT,100.822,117.783,96.021,104.544,617.9039032,64666.98418294833
1655596800,2022-06-19 00:00:00,KP3R/USDT,93.75,104.626,88.484,100.822,312.34873691,30606.74431460276
1655510400,2022-06-18 00:00:00,KP3R/USDT,102.96,103.572,86.53,93.75,392.35382473,36644.66379028663
1655424000,2022-06-17 00:00:00,KP3R/USDT,99,112.078,99,102.668,235.85567404,24685.83804001155
1655337600,2022-06-16 00:00:00,KP3R/USDT,114,129.155,97,99,1797.77081408,207225.34468556729
1655251200,2022-06-15 00:00:00,KP3R/USDT,95.862,128.783,85.5,113.791,1843.82071962,209749.86710278476
1655164800,2022-06-14 00:00:00,KP3R/USDT,95.317,98.86,87.553,96.6,379.36068385,36241.29472650084
1655078400,2022-06-13 00:00:00,KP3R/USDT,101.863,103.197,87,95.25,526.7568895,50002.79743518772
1654992000,2022-06-12 00:00:00,KP3R/USDT,112.091,112.118,101.11,101.196,456.84051411,48498.51792800437
1654905600,2022-06-11 00:00:00,KP3R/USDT,122.979,124.283,109.098,111.216,386.20014386,44727.28041155125
1654819200,2022-06-10 00:00:00,KP3R/USDT,129.581,132.365,121.484,122.179,196.67642778,24834.12590553561
1654732800,2022-06-09 00:00:00,KP3R/USDT,130.036,134.008,127,129.735,150.89343172,19563.41610507627
1654646400,2022-06-08 00:00:00,KP3R/USDT,126.879,134.455,125.319,129.975,219.5491775,28290.96043319382
1654560000,2022-06-07 00:00:00,KP3R/USDT,129.568,131.018,122.392,128.372,185.18169552,23325.38558242465
1654473600,2022-06-06 00:00:00,KP3R/USDT,128.372,136.679,127.967,130.8,140.57549538,18380.98277117979
1654387200,2022-06-05 00:00:00,KP3R/USDT,129.944,136.933,127,128.561,184.42237881,24184.23040298512
1654300800,2022-06-04 00:00:00,KP3R/USDT,128.68,138.211,125.832,129.733,442.93428056,59217.66235603315
1654214400,2022-06-03 00:00:00,KP3R/USDT,135.172,135.227,125.98,129.212,91.97345864,11981.27404792139
1654128000,2022-06-02 00:00:00,KP3R/USDT,130.419,139,129.126,136.039,141.15620331,18878.5405342238
1654041600,2022-06-01 00:00:00,KP3R/USDT,143.661,145.412,126.578,131.848,76.70004644,10368.07375521807
1653955200,2022-05-31 00:00:00,KP3R/USDT,148.704,150.877,137.23,143.24,201.73011314,28838.12574272098
1653868800,2022-05-30 00:00:00,KP3R/USDT,130.84,153.074,130.275,146.883,536.68142454,76821.38787954101
1653782400,2022-05-29 00:00:00,KP3R/USDT,133.76,136.33,128.446,131.518,153.69631388,20174.76746026618
1653696000,2022-05-28 00:00:00,KP3R/USDT,120.107,145.212,118.44,134.395,419.09340708,55039.41452436946
1653609600,2022-05-27 00:00:00,KP3R/USDT,126.53,129.012,116.985,119.84,200.9064186,24547.55408980393
1653523200,2022-05-26 00:00:00,KP3R/USDT,145,146.164,124,126.53,217.31079239,29153.8084605748
1653436800,2022-05-25 00:00:00,KP3R/USDT,145,152.73,140.6,143.547,316.08459311,46458.79218220718
1653350400,2022-05-24 00:00:00,KP3R/USDT,142.8,151.291,136.732,145.622,174.8354876,25288.54661255426
1653264000,2022-05-23 00:00:00,KP3R/USDT,147.437,171.999,140.873,142.8,821.26392184,128762.23276142535
1653177600,2022-05-22 00:00:00,KP3R/USDT,148.423,150.182,140.755,146.264,369.60473052,53794.58796319498
1653091200,2022-05-21 00:00:00,KP3R/USDT,144.1,164.73,141.5,148.237,852.45537157,128119.01671875269
1653004800,2022-05-20 00:00:00,KP3R/USDT,164,187.615,139,143.904,3628.0761334,599485.85002898395
1652918400,2022-05-19 00:00:00,KP3R/USDT,113.289,175,112,164,5825.12735408,877923.21917270282
1652832000,2022-05-18 00:00:00,KP3R/USDT,125.202,127.5,112.1,112.627,322.78230561,38410.67159363242
1652745600,2022-05-17 00:00:00,KP3R/USDT,115.5,128.479,115.5,125.436,306.20169036,37185.43172958574
1652659200,2022-05-16 00:00:00,KP3R/USDT,137.853,137.853,112.32,114,200.23166567,23577.26282481576
1652572800,2022-05-15 00:00:00,KP3R/USDT,119.729,139.426,111.6,137.6,355.07321961,46019.02041697322
1652486400,2022-05-14 00:00:00,KP3R/USDT,124.6,125.9,103.44,119.929,186.55361524,21135.51837104225
1652400000,2022-05-13 00:00:00,KP3R/USDT,103.8,141.5,99.488,123.3,442.68880789,56269.08833172664
1652313600,2022-05-12 00:00:00,KP3R/USDT,143.557,151.758,96.794,104.151,285.61784723,32428.8111939346
1652227200,2022-05-11 00:00:00,KP3R/USDT,229.113,229.234,137.199,142.205,265.59618871,50540.57759143111
1652140800,2022-05-10 00:00:00,KP3R/USDT,218.42,249.483,215.32,221.675,166.89123432,38681.59372118582
1652054400,2022-05-09 00:00:00,KP3R/USDT,269.115,277.293,221,221,385.15293785,99221.15474996556
1651968000,2022-05-08 00:00:00,KP3R/USDT,282.62,285.471,263.915,265.632,145.06202792,39879.90298859801
1651881600,2022-05-07 00:00:00,KP3R/USDT,298.08,308.473,276.973,282.67,249.88231406,74444.83387883591
1651795200,2022-05-06 00:00:00,KP3R/USDT,290.24,318.183,287.568,298.256,482.40792395,147732.80806379647
1651708800,2022-05-05 00:00:00,KP3R/USDT,321.21,322.489,285,291.36,64.89283155,19466.34256115137
1651622400,2022-05-04 00:00:00,KP3R/USDT,299.101,328.33,298.08,321.056,340.23112438,107042.41172097918
1651536000,2022-05-03 00:00:00,KP3R/USDT,304,311.071,293.6,297.822,50.13633906,15226.66796835877
1651449600,2022-05-02 00:00:00,KP3R/USDT,309.471,319.36,296.232,304.527,299.77932289,92231.29280291437
1651363200,2022-05-01 00:00:00,KP3R/USDT,300.819,320.201,295.782,308.16,159.88530913,49153.61469660067
1651276800,2022-04-30 00:00:00,KP3R/USDT,333.472,337.899,293.403,299.583,189.64424515,60394.8969945892
1651190400,2022-04-29 00:00:00,KP3R/USDT,355.138,358.631,326.631,334.36,87.89899689,30030.66687225556
1651104000,2022-04-28 00:00:00,KP3R/USDT,361.151,363.855,353.65,355.066,55.80015807,19983.33559094222
1651017600,2022-04-27 00:00:00,KP3R/USDT,346.551,374.339,344.04,361.151,331.20984582,119674.29469694982
1650931200,2022-04-26 00:00:00,KP3R/USDT,376.125,387.395,344.04,346.093,146.43376617,53013.55335513483
1650844800,2022-04-25 00:00:00,KP3R/USDT,375.91,385.252,354.386,376.215,147.40556409,53557.70355759113
1650758400,2022-04-24 00:00:00,KP3R/USDT,379.277,386.716,370.417,376.099,38.73481421,14725.15214952729
1650672000,2022-04-23 00:00:00,KP3R/USDT,385.36,390.042,374.239,378.227,84.1359966,32072.78479873762
1650585600,2022-04-22 00:00:00,KP3R/USDT,390.433,396.151,380.427,384.143,97.23029824,37694.95321949469
1650499200,2022-04-21 00:00:00,KP3R/USDT,400.711,414.337,384.622,390.701,154.25780699,61919.27223247499
1650412800,2022-04-20 00:00:00,KP3R/USDT,408.038,413.2,395.899,399.68,88.35410615,35515.84830942139
1650326400,2022-04-19 00:00:00,KP3R/USDT,402.61,416.98,392.601,408.023,160.3673003,65492.52631669636
1650240000,2022-04-18 00:00:00,KP3R/USDT,387.303,402.756,374.157,401.375,106.6543054,41165.33916239126
1650153600,2022-04-17 00:00:00,KP3R/USDT,405.776,414.139,386.453,387.962,94.74973411,38023.63798977273
1650067200,2022-04-16 00:00:00,KP3R/USDT,406.491,418,399.299,406.145,102.98212246,41798.58840853884
1649980800,2022-04-15 00:00:00,KP3R/USDT,402.104,412.309,400.946,406.491,108.66275469,43981.81055179185
1649894400,2022-04-14 00:00:00,KP3R/USDT,416.145,417.832,398.342,402.104,137.85170664,56616.47460290522
1649808000,2022-04-13 00:00:00,KP3R/USDT,411.07,419.603,405.657,417.59,77.39405865,32042.8509558811
1649721600,2022-04-12 00:00:00,KP3R/USDT,400.286,420.92,393.037,411.112,134.99998278,55715.05856391862
1649635200,2022-04-11 00:00:00,KP3R/USDT,442.861,444.859,393.858,398.596,222.04911416,92486.28528954389
1649548800,2022-04-10 00:00:00,KP3R/USDT,465.37,473.507,438.661,441.304,379.78781808,174348.46519611597
1649462400,2022-04-09 00:00:00,KP3R/USDT,432.246,486.358,431.877,465.356,443.01261945,205356.87967706526
1649376000,2022-04-08 00:00:00,KP3R/USDT,444.599,495.385,424.666,433.533,418.44236816,195071.84058575698
1649289600,2022-04-07 00:00:00,KP3R/USDT,436,459.198,426.415,445.777,152.78702153,68080.27085445769
1649203200,2022-04-06 00:00:00,KP3R/USDT,488.301,494.694,435.615,435.615,172.73608291,79832.25323751124
1649116800,2022-04-05 00:00:00,KP3R/USDT,506.997,516.466,488.599,488.599,116.51492517,59136.17012946756
1649030400,2022-04-04 00:00:00,KP3R/USDT,520.12,528.2,454.401,507.015,189.32133831,95488.43964422536
1648944000,2022-04-03 00:00:00,KP3R/USDT,528.52,530.739,510,519.602,235.92954577,122563.37046688429
1648857600,2022-04-02 00:00:00,KP3R/USDT,387.23,587,387.23,529.831,979.89390784,523556.14778227962
