https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GAFI,Volume USDT
1663380000,2022-09-17 02:00:00,GAFI/USDT,9.3,9.3,9.201,9.298,343.9968,3197.8854142
1663376400,2022-09-17 01:00:00,GAFI/USDT,9.2,9.3,9.036,9.3,380.4822,3518.2236357
1663372800,2022-09-17 00:00:00,GAFI/USDT,9.08,9.341,9.007,9.199,442.0036,4063.989413
1663369200,2022-09-16 23:00:00,GAFI/USDT,9.003,9.132,8.992,9.037,285.3638,2571.9742847
1663365600,2022-09-16 22:00:00,GAFI/USDT,8.992,9.029,8.992,8.992,332.6717,2993.7339264
1663362000,2022-09-16 21:00:00,GAFI/USDT,8.989,9.015,8.959,8.992,391.1392,3516.5921853
1663358400,2022-09-16 20:00:00,GAFI/USDT,9.289,9.346,8.925,8.989,482.7356,4432.7609916
1663354800,2022-09-16 19:00:00,GAFI/USDT,9.11,9.343,9.11,9.289,430.9427,4010.178679
1663351200,2022-09-16 18:00:00,GAFI/USDT,9.054,9.19,9.054,9.11,279.9543,2543.5611615
1663347600,2022-09-16 17:00:00,GAFI/USDT,9.083,9.252,9.043,9.054,301.4454,2737.6146679
1663344000,2022-09-16 16:00:00,GAFI/USDT,9.231,9.252,9,9.083,655.2133,5991.7543859
1663340400,2022-09-16 15:00:00,GAFI/USDT,9.388,9.419,9.22,9.231,464.4569,4341.8129774
1663336800,2022-09-16 14:00:00,GAFI/USDT,9.301,9.497,9.27,9.388,766.0178,7183.1774345
1663333200,2022-09-16 13:00:00,GAFI/USDT,9.368,9.466,9.286,9.301,379.9119,3535.0738481
1663329600,2022-09-16 12:00:00,GAFI/USDT,9.477,9.477,9.276,9.331,493.8005,4651.0010998
1663326000,2022-09-16 11:00:00,GAFI/USDT,9.497,9.498,9.467,9.477,207.3389,1967.9177755
1663322400,2022-09-16 10:00:00,GAFI/USDT,9.522,9.532,9.343,9.498,316.2784,3001.101727
1663318800,2022-09-16 09:00:00,GAFI/USDT,9.473,9.532,9.4,9.522,158.8785,1511.8396398
1663315200,2022-09-16 08:00:00,GAFI/USDT,9.421,9.64,9.27,9.478,1200.8075,11366.4934517
1663311600,2022-09-16 07:00:00,GAFI/USDT,9.264,9.421,9.264,9.421,365.5975,3393.694035
1663308000,2022-09-16 06:00:00,GAFI/USDT,9.363,9.398,9.173,9.264,562.1072,5195.6017005
1663304400,2022-09-16 05:00:00,GAFI/USDT,9.471,9.508,9.273,9.363,289.8452,2737.3224742
1663300800,2022-09-16 04:00:00,GAFI/USDT,9.499,9.509,9.316,9.471,248.7829,2354.7889008
1663297200,2022-09-16 03:00:00,GAFI/USDT,9.404,9.51,9.326,9.499,242.6281,2300.2714626
1663293600,2022-09-16 02:00:00,GAFI/USDT,9.496,9.556,9.28,9.404,434.6683,4120.1644716
1663290000,2022-09-16 01:00:00,GAFI/USDT,9.382,9.555,9.133,9.496,1080.9961,10016.2185876
1663286400,2022-09-16 00:00:00,GAFI/USDT,9.45,9.523,9.2,9.381,643.1077,5994.8363347
1663282800,2022-09-15 23:00:00,GAFI/USDT,9.51,9.556,9.316,9.45,273.3017,2592.9258175
1663279200,2022-09-15 22:00:00,GAFI/USDT,9.533,9.533,9.333,9.51,276.0465,2626.59526
1663275600,2022-09-15 21:00:00,GAFI/USDT,9.282,9.555,9.234,9.533,392.5408,3717.3968492
1663272000,2022-09-15 20:00:00,GAFI/USDT,9.554,9.554,9.231,9.298,313.9313,2958.522539
1663268400,2022-09-15 19:00:00,GAFI/USDT,9.437,9.585,9.251,9.554,499.906,4686.4325381
1663264800,2022-09-15 18:00:00,GAFI/USDT,9.298,9.489,9.266,9.438,797.5993,7428.6811566
1663261200,2022-09-15 17:00:00,GAFI/USDT,9.275,9.475,9.264,9.282,345.9854,3224.1983177
1663257600,2022-09-15 16:00:00,GAFI/USDT,9.313,9.398,9.222,9.278,358.5122,3326.804364
1663254000,2022-09-15 15:00:00,GAFI/USDT,9.488,9.488,9.222,9.313,499.0442,4635.613466
1663250400,2022-09-15 14:00:00,GAFI/USDT,9.505,9.557,9.42,9.488,327.846,3119.2591826
1663246800,2022-09-15 13:00:00,GAFI/USDT,9.399,9.511,9.399,9.505,318.6764,3030.0421331
1663243200,2022-09-15 12:00:00,GAFI/USDT,9.287,9.399,9.255,9.399,359.1862,3328.1628515
1663239600,2022-09-15 11:00:00,GAFI/USDT,9.244,9.33,9.244,9.287,349.6519,3239.4421129
1663236000,2022-09-15 10:00:00,GAFI/USDT,9.267,9.463,9.23,9.244,222.3165,2072.4136957
1663232400,2022-09-15 09:00:00,GAFI/USDT,9.494,9.547,9.267,9.267,423.581,3988.4897668
1663228800,2022-09-15 08:00:00,GAFI/USDT,9.42,9.585,9.27,9.494,577.5381,5468.503429
1663225200,2022-09-15 07:00:00,GAFI/USDT,9.283,9.461,9.283,9.42,347.9804,3238.2405507
1663221600,2022-09-15 06:00:00,GAFI/USDT,9.528,9.586,9.27,9.283,509.6078,4822.8089437
1663218000,2022-09-15 05:00:00,GAFI/USDT,9.233,9.585,9.233,9.528,464.0631,4378.8642407
1663214400,2022-09-15 04:00:00,GAFI/USDT,9.451,9.474,9.196,9.233,432.719,3998.622687
1663210800,2022-09-15 03:00:00,GAFI/USDT,9.529,9.571,9.381,9.451,234.9812,2235.003308
1663207200,2022-09-15 02:00:00,GAFI/USDT,9.579,9.586,9.413,9.529,261.6585,2495.1132833
1663203600,2022-09-15 01:00:00,GAFI/USDT,9.579,9.579,9.578,9.579,259.011,2481.066358
1663200000,2022-09-15 00:00:00,GAFI/USDT,9.544,9.589,9.288,9.579,406.5114,3874.7896534
1663196400,2022-09-14 23:00:00,GAFI/USDT,9.259,9.589,9.225,9.545,662.7109,6265.7421302
1663192800,2022-09-14 22:00:00,GAFI/USDT,9.233,9.261,9.233,9.259,262.3466,2428.3796314
1663189200,2022-09-14 21:00:00,GAFI/USDT,9.65,9.65,9.123,9.232,759.7137,7105.3695076
1663185600,2022-09-14 20:00:00,GAFI/USDT,9.579,9.73,9.503,9.65,249.6995,2406.5046488
1663182000,2022-09-14 19:00:00,GAFI/USDT,9.454,9.654,9.432,9.579,244.7641,2340.7997042
1663178400,2022-09-14 18:00:00,GAFI/USDT,9.543,9.572,9.421,9.454,340.6164,3220.9742303
1663174800,2022-09-14 17:00:00,GAFI/USDT,9.629,9.629,9.422,9.499,282.5008,2701.6013712
1663171200,2022-09-14 16:00:00,GAFI/USDT,9.7,9.847,9.353,9.629,838.739,8076.8534452
1663167600,2022-09-14 15:00:00,GAFI/USDT,9.486,9.724,9.43,9.7,601.6825,5739.7062334
1663164000,2022-09-14 14:00:00,GAFI/USDT,9.399,9.665,9.324,9.488,648.3437,6188.2830002
1663160400,2022-09-14 13:00:00,GAFI/USDT,9.706,9.873,9.343,9.399,999.3266,9569.6144325
1663156800,2022-09-14 12:00:00,GAFI/USDT,9.569,9.932,9.359,9.706,860.5064,8315.042173
1663153200,2022-09-14 11:00:00,GAFI/USDT,9.474,9.848,9.291,9.569,1032.9021,9905.1208768
1663149600,2022-09-14 10:00:00,GAFI/USDT,9.305,9.494,9.213,9.474,372.441,3454.9768819
1663146000,2022-09-14 09:00:00,GAFI/USDT,9.233,9.343,9.214,9.305,375.2606,3467.1835561
1663142400,2022-09-14 08:00:00,GAFI/USDT,9.346,9.561,9.228,9.233,498.7118,4728.9437698
1663138800,2022-09-14 07:00:00,GAFI/USDT,9.46,9.649,9.271,9.377,567.5192,5400.8762207
1663135200,2022-09-14 06:00:00,GAFI/USDT,9.241,9.504,9.241,9.46,395.9684,3672.5342861
1663131600,2022-09-14 05:00:00,GAFI/USDT,9.323,9.43,9.211,9.241,464.7917,4303.0061629
1663128000,2022-09-14 04:00:00,GAFI/USDT,9.579,9.612,9.322,9.323,431.5047,4110.6409543
1663124400,2022-09-14 03:00:00,GAFI/USDT,9.363,9.688,9.292,9.579,567.5216,5415.9303424
1663120800,2022-09-14 02:00:00,GAFI/USDT,9.254,9.384,9.198,9.363,352.233,3267.9421356
1663117200,2022-09-14 01:00:00,GAFI/USDT,9.23,9.485,9.207,9.254,414.0946,3851.1074505
1663113600,2022-09-14 00:00:00,GAFI/USDT,9.309,9.311,9.17,9.233,404.6661,3732.2949867
1663110000,2022-09-13 23:00:00,GAFI/USDT,9.463,9.654,9.213,9.278,508.1879,4752.3025566
1663106400,2022-09-13 22:00:00,GAFI/USDT,9.512,9.654,9.463,9.463,296.9306,2840.1410761
1663102800,2022-09-13 21:00:00,GAFI/USDT,9.595,9.631,9.401,9.512,311.2927,2983.0954601
1663099200,2022-09-13 20:00:00,GAFI/USDT,9.654,9.654,9.388,9.595,374.8536,3582.2164655
1663095600,2022-09-13 19:00:00,GAFI/USDT,9.591,9.67,9.43,9.654,450.919,4325.9806473
1663092000,2022-09-13 18:00:00,GAFI/USDT,9.46,9.724,9.291,9.591,1036.8068,9950.6508207
1663088400,2022-09-13 17:00:00,GAFI/USDT,9.333,9.46,9.169,9.46,461.5888,4278.2342192
1663084800,2022-09-13 16:00:00,GAFI/USDT,9.24,9.349,9.141,9.333,418.877,3872.8923798
1663081200,2022-09-13 15:00:00,GAFI/USDT,9.554,9.554,8.951,9.24,986.1558,9105.9609457
1663077600,2022-09-13 14:00:00,GAFI/USDT,9.569,9.778,9.408,9.444,830.6855,8001.3576877
1663074000,2022-09-13 13:00:00,GAFI/USDT,9.402,9.798,9.271,9.569,922.1279,8847.5594986
1663070400,2022-09-13 12:00:00,GAFI/USDT,9.279,9.45,9.279,9.402,445.3355,4142.4526564
1663066800,2022-09-13 11:00:00,GAFI/USDT,9.278,9.532,9.19,9.278,534.1064,4971.0012146
1663063200,2022-09-13 10:00:00,GAFI/USDT,9.54,9.729,9.268,9.278,626.0429,5958.4189064
1663059600,2022-09-13 09:00:00,GAFI/USDT,9.591,9.73,9.533,9.54,414.9191,4014.3903703
1663056000,2022-09-13 08:00:00,GAFI/USDT,9.406,9.798,9.387,9.591,830.6316,7990.7752087
1663052400,2022-09-13 07:00:00,GAFI/USDT,9.3,9.406,9.266,9.406,304.3693,2827.8763898
1663048800,2022-09-13 06:00:00,GAFI/USDT,9.266,9.339,9.266,9.301,375.7246,3489.3661436
1663045200,2022-09-13 05:00:00,GAFI/USDT,9.364,9.364,9.258,9.266,398.4648,3693.110173
1663041600,2022-09-13 04:00:00,GAFI/USDT,9.614,9.751,9.359,9.365,598.3555,5755.8444195
1663038000,2022-09-13 03:00:00,GAFI/USDT,9.333,9.798,9.302,9.614,574.2031,5489.0314948
1663034400,2022-09-13 02:00:00,GAFI/USDT,9.233,9.798,9.109,9.333,414.0762,3848.9415827
1663030800,2022-09-13 01:00:00,GAFI/USDT,9.283,9.325,9.19,9.233,345.3793,3189.6166906
1663027200,2022-09-13 00:00:00,GAFI/USDT,9.466,9.587,9.16,9.283,716.9637,6706.0043262
1663023600,2022-09-12 23:00:00,GAFI/USDT,9.7,9.708,9.46,9.466,344.4988,3315.9645411
1663020000,2022-09-12 22:00:00,GAFI/USDT,9.63,9.771,9.318,9.7,594.0812,5706.1627145
1663016400,2022-09-12 21:00:00,GAFI/USDT,9.7,9.7,9.604,9.648,307.0603,2967.1326102
1663012800,2022-09-12 20:00:00,GAFI/USDT,9.601,9.734,9.467,9.7,379.8576,3645.0769226
1663009200,2022-09-12 19:00:00,GAFI/USDT,9.603,9.771,9.532,9.62,407.4745,3912.6129053
1663005600,2022-09-12 18:00:00,GAFI/USDT,9.622,9.733,9.469,9.531,416.9834,4021.7968332
1663002000,2022-09-12 17:00:00,GAFI/USDT,9.501,9.798,9.286,9.622,1075.987,10358.9750978
1662998400,2022-09-12 16:00:00,GAFI/USDT,9.235,9.612,9.156,9.501,605.8586,5628.6201142
1662994800,2022-09-12 15:00:00,GAFI/USDT,9.233,9.323,9.193,9.322,378.5584,3498.0203979
1662991200,2022-09-12 14:00:00,GAFI/USDT,9.323,9.489,9.151,9.233,574.3125,5314.6320969
1662987600,2022-09-12 13:00:00,GAFI/USDT,9.364,9.678,9.305,9.323,694.5819,6607.8698351
1662984000,2022-09-12 12:00:00,GAFI/USDT,9.264,9.485,9.17,9.363,617.6684,5736.3487444
1662980400,2022-09-12 11:00:00,GAFI/USDT,9.242,9.459,9.142,9.239,664.1129,6150.5525
1662976800,2022-09-12 10:00:00,GAFI/USDT,9.48,9.557,9.125,9.242,379.331,3572.3617754
1662973200,2022-09-12 09:00:00,GAFI/USDT,9.535,9.574,9.477,9.48,392.8712,3743.2009782
1662969600,2022-09-12 08:00:00,GAFI/USDT,9.522,9.612,9.421,9.534,386.5666,3681.9148563
1662966000,2022-09-12 07:00:00,GAFI/USDT,9.252,9.68,9.169,9.522,636.1493,6011.8849588
1662962400,2022-09-12 06:00:00,GAFI/USDT,9.221,9.3,9.087,9.197,371.9483,3401.9585431
1662958800,2022-09-12 05:00:00,GAFI/USDT,9.135,9.352,9.117,9.221,456.5798,4175.3033379
1662955200,2022-09-12 04:00:00,GAFI/USDT,9.25,9.412,9.028,9.135,692.8344,6345.4710231
1662951600,2022-09-12 03:00:00,GAFI/USDT,9.496,9.617,9.22,9.25,509.5352,4821.5666839
1662948000,2022-09-12 02:00:00,GAFI/USDT,9.501,9.501,9.375,9.436,330.6619,3129.8559495
1662944400,2022-09-12 01:00:00,GAFI/USDT,9.409,9.557,9.268,9.501,491.6474,4650.648842
1662940800,2022-09-12 00:00:00,GAFI/USDT,9.062,9.548,9.062,9.363,538.8902,5003.1990718
1662937200,2022-09-11 23:00:00,GAFI/USDT,9.062,9.067,9.062,9.062,328.783,2979.4382387
1662933600,2022-09-11 22:00:00,GAFI/USDT,9.142,9.144,9.025,9.062,377.0345,3415.6198737
1662930000,2022-09-11 21:00:00,GAFI/USDT,9.288,9.491,9.142,9.161,360.5637,3371.4249725
1662926400,2022-09-11 20:00:00,GAFI/USDT,9.358,9.497,9.286,9.288,241.1513,2273.3433772
1662922800,2022-09-11 19:00:00,GAFI/USDT,9.454,9.64,9.287,9.358,410.662,3879.475764
1662919200,2022-09-11 18:00:00,GAFI/USDT,9.267,9.654,9.094,9.454,849.2055,7982.8950692
1662915600,2022-09-11 17:00:00,GAFI/USDT,9.436,9.436,9.062,9.267,837.6756,7798.3543604
1662912000,2022-09-11 16:00:00,GAFI/USDT,9.262,9.548,9.102,9.436,573.3068,5376.1905356
1662908400,2022-09-11 15:00:00,GAFI/USDT,9.212,9.425,9.081,9.266,566.0317,5196.5548496
1662904800,2022-09-11 14:00:00,GAFI/USDT,9.155,9.268,9.068,9.212,358.7702,3270.9015017
1662901200,2022-09-11 13:00:00,GAFI/USDT,9.068,9.155,9.068,9.155,270.6478,2456.2221375
1662897600,2022-09-11 12:00:00,GAFI/USDT,9.26,9.271,9.025,9.068,512.8976,4674.6094097
1662894000,2022-09-11 11:00:00,GAFI/USDT,9.396,9.396,9.261,9.261,259.8957,2440.2027245
1662890400,2022-09-11 10:00:00,GAFI/USDT,9.344,9.485,9.132,9.396,458.479,4299.3418847
1662886800,2022-09-11 09:00:00,GAFI/USDT,9.226,9.488,9.083,9.344,839.7024,7834.3628811
1662883200,2022-09-11 08:00:00,GAFI/USDT,9.055,9.376,9.044,9.226,499.7767,4548.6114179
1662879600,2022-09-11 07:00:00,GAFI/USDT,9.143,9.335,9.033,9.055,455.6055,4134.3572221
1662876000,2022-09-11 06:00:00,GAFI/USDT,9.32,9.488,9.033,9.143,569.9477,5286.543899
1662872400,2022-09-11 05:00:00,GAFI/USDT,9.192,9.487,9.156,9.32,460.3851,4324.3050105
1662868800,2022-09-11 04:00:00,GAFI/USDT,9.091,9.192,9.041,9.192,394.9415,3586.3918739
1662865200,2022-09-11 03:00:00,GAFI/USDT,9.206,9.312,9.043,9.091,378.9828,3442.875056
1662861600,2022-09-11 02:00:00,GAFI/USDT,9.419,9.463,9.194,9.206,365.4249,3431.8919199
1662858000,2022-09-11 01:00:00,GAFI/USDT,9.28,9.478,9.28,9.419,379.4199,3572.1934494
1662854400,2022-09-11 00:00:00,GAFI/USDT,9.14,9.317,9.066,9.28,341.3895,3118.0206571
1662850800,2022-09-10 23:00:00,GAFI/USDT,9.053,9.192,9.043,9.14,410.2781,3724.6144283
1662847200,2022-09-10 22:00:00,GAFI/USDT,9.077,9.346,9.033,9.053,364.785,3314.5922596
1662843600,2022-09-10 21:00:00,GAFI/USDT,9.312,9.35,9.076,9.076,382.4292,3523.1657483
1662840000,2022-09-10 20:00:00,GAFI/USDT,9.21,9.349,9.172,9.311,330.2053,3054.2656504
1662836400,2022-09-10 19:00:00,GAFI/USDT,9.308,9.349,9.076,9.211,421.2523,3889.9003961
1662832800,2022-09-10 18:00:00,GAFI/USDT,9.375,9.375,9.301,9.331,346.0444,3228.0502796
1662829200,2022-09-10 17:00:00,GAFI/USDT,9.338,9.379,9.304,9.328,381.2644,3556.8798076
1662825600,2022-09-10 16:00:00,GAFI/USDT,9.422,9.422,9.202,9.354,468.3949,4383.1046197
1662822000,2022-09-10 15:00:00,GAFI/USDT,9.416,9.482,9.241,9.422,343.6259,3230.9816815
1662818400,2022-09-10 14:00:00,GAFI/USDT,9.379,9.437,9.235,9.416,369.196,3466.7043648
1662814800,2022-09-10 13:00:00,GAFI/USDT,9.115,9.497,9.052,9.379,620.5045,5770.3547446
1662811200,2022-09-10 12:00:00,GAFI/USDT,9.081,9.242,9.021,9.115,412.6187,3739.6884316
1662807600,2022-09-10 11:00:00,GAFI/USDT,9.219,9.306,9.022,9.081,471.0321,4274.0429924
1662804000,2022-09-10 10:00:00,GAFI/USDT,9.46,9.472,9.219,9.219,402.5503,3792.1564811
1662800400,2022-09-10 09:00:00,GAFI/USDT,9.385,9.474,9.305,9.46,372.2369,3516.2445428
1662796800,2022-09-10 08:00:00,GAFI/USDT,9.233,9.46,9.192,9.385,564.1947,5275.7522963
1662793200,2022-09-10 07:00:00,GAFI/USDT,9.079,9.233,9.046,9.233,389.2643,3537.3627249
1662789600,2022-09-10 06:00:00,GAFI/USDT,9.043,9.19,9.036,9.079,381.0155,3451.5261609
1662786000,2022-09-10 05:00:00,GAFI/USDT,9.251,9.3,8.995,9.043,508.2443,4610.78
1662782400,2022-09-10 04:00:00,GAFI/USDT,9.388,9.46,9.173,9.251,483.4916,4525.9810109
1662778800,2022-09-10 03:00:00,GAFI/USDT,9.026,9.526,9.013,9.388,529.146,4931.4859553
1662775200,2022-09-10 02:00:00,GAFI/USDT,9.091,9.343,8.992,9.026,409.0261,3708.4973039
1662771600,2022-09-10 01:00:00,GAFI/USDT,9.167,9.284,9,9.091,513.1383,4680.3905289
1662768000,2022-09-10 00:00:00,GAFI/USDT,9.305,9.305,9.025,9.192,394.2435,3599.5823165
1662764400,2022-09-09 23:00:00,GAFI/USDT,9.305,9.305,9.21,9.305,312.3454,2897.7672335
1662760800,2022-09-09 22:00:00,GAFI/USDT,9.199,9.337,9.121,9.305,335.581,3098.9992539
1662757200,2022-09-09 21:00:00,GAFI/USDT,9.002,9.382,9.002,9.203,395.509,3640.6398085
1662753600,2022-09-09 20:00:00,GAFI/USDT,9.206,9.223,8.995,9.002,340.8379,3075.7152507
1662750000,2022-09-09 19:00:00,GAFI/USDT,9.39,9.39,9.202,9.206,218.5214,2047.4467343
1662746400,2022-09-09 18:00:00,GAFI/USDT,9.306,9.426,9.139,9.39,573.1783,5338.5880759
1662742800,2022-09-09 17:00:00,GAFI/USDT,9.094,9.812,9.094,9.306,1007.4125,9416.3907127
1662739200,2022-09-09 16:00:00,GAFI/USDT,8.989,9.298,8.989,9.094,303.0116,2739.7038397
1662735600,2022-09-09 15:00:00,GAFI/USDT,9.224,9.363,8.888,8.989,551.4127,5082.874733
1662732000,2022-09-09 14:00:00,GAFI/USDT,9.002,9.426,9.002,9.224,445.09,4096.8653555
1662728400,2022-09-09 13:00:00,GAFI/USDT,9.191,9.308,8.871,9.002,646.4562,5854.698153
1662724800,2022-09-09 12:00:00,GAFI/USDT,9.331,9.365,9.169,9.191,401.2834,3731.0730699
1662721200,2022-09-09 11:00:00,GAFI/USDT,9.292,9.364,8.946,9.332,943.6957,8630.3721889
1662717600,2022-09-09 10:00:00,GAFI/USDT,9.189,9.518,9.103,9.292,886.1614,8253.6035501
1662714000,2022-09-09 09:00:00,GAFI/USDT,9.033,9.19,8.993,9.189,494.4344,4486.2276414
1662710400,2022-09-09 08:00:00,GAFI/USDT,9.341,9.342,8.914,9.033,634.344,5798.7082776
1662706800,2022-09-09 07:00:00,GAFI/USDT,9.525,9.525,9.002,9.342,715.2433,6660.0005791
1662703200,2022-09-09 06:00:00,GAFI/USDT,9.553,9.829,9.28,9.525,923.2446,8762.2205326
1662699600,2022-09-09 05:00:00,GAFI/USDT,9.355,9.577,9.144,9.553,501.0841,4726.850305
1662696000,2022-09-09 04:00:00,GAFI/USDT,9.311,9.358,9.002,9.355,786.3407,7216.4954426
1662692400,2022-09-09 03:00:00,GAFI/USDT,9.241,9.333,9.153,9.312,470.1674,4369.9664287
1662688800,2022-09-09 02:00:00,GAFI/USDT,9.133,9.284,9.024,9.241,343.8795,3136.7150002
1662685200,2022-09-09 01:00:00,GAFI/USDT,9.011,9.133,9.011,9.133,367.9835,3326.1565124
1662681600,2022-09-09 00:00:00,GAFI/USDT,9.016,9.102,9,9.011,329.2668,2977.2060693
1662678000,2022-09-08 23:00:00,GAFI/USDT,9.066,9.101,9.001,9.068,356.1475,3226.4130054
1662674400,2022-09-08 22:00:00,GAFI/USDT,9.045,9.098,9.012,9.075,363.0139,3287.5878759
1662670800,2022-09-08 21:00:00,GAFI/USDT,9.022,9.13,9,9.036,391.3077,3536.320221
1662667200,2022-09-08 20:00:00,GAFI/USDT,9.114,9.162,9,9.029,365.5308,3316.450358
1662663600,2022-09-08 19:00:00,GAFI/USDT,9.094,9.159,9.072,9.116,340.3475,3097.5340092
1662660000,2022-09-08 18:00:00,GAFI/USDT,8.896,9.104,8.878,9.089,348.8608,3152.9564136
1662656400,2022-09-08 17:00:00,GAFI/USDT,9.028,9.426,8.893,8.897,1232.8816,11284.8489571
1662652800,2022-09-08 16:00:00,GAFI/USDT,9.18,9.399,8.928,8.99,536.9039,4992.2252548
1662649200,2022-09-08 15:00:00,GAFI/USDT,9.385,9.504,9.056,9.174,425.0869,3954.5004937
1662645600,2022-09-08 14:00:00,GAFI/USDT,9.246,9.504,9.119,9.385,467.5496,4365.0793166
1662642000,2022-09-08 13:00:00,GAFI/USDT,9.284,9.42,9.007,9.176,472.684,4404.2174836
1662638400,2022-09-08 12:00:00,GAFI/USDT,9.422,9.508,9.214,9.284,569.1977,5338.5062981
1662634800,2022-09-08 11:00:00,GAFI/USDT,9.306,9.511,9.066,9.422,898.4202,8428.6606044
1662631200,2022-09-08 10:00:00,GAFI/USDT,9.142,9.306,9.001,9.306,362.1694,3283.6508292
1662627600,2022-09-08 09:00:00,GAFI/USDT,9.001,9.146,8.808,9.142,509.6992,4612.9685943
1662624000,2022-09-08 08:00:00,GAFI/USDT,9.075,9.13,8.84,9.001,475.2429,4274.9153077
1662620400,2022-09-08 07:00:00,GAFI/USDT,9.157,9.432,9.072,9.075,365.3643,3402.1374776
1662616800,2022-09-08 06:00:00,GAFI/USDT,9.305,9.468,9.157,9.157,405.8474,3806.0694037
1662613200,2022-09-08 05:00:00,GAFI/USDT,9.456,9.506,9.223,9.305,315.6404,2974.393684
1662609600,2022-09-08 04:00:00,GAFI/USDT,9.351,9.503,9.053,9.456,497.4285,4676.2392515
1662606000,2022-09-08 03:00:00,GAFI/USDT,9.184,9.355,9.043,9.351,395.7804,3605.2705749
1662602400,2022-09-08 02:00:00,GAFI/USDT,8.992,9.184,8.992,9.184,283.6662,2568.5370949
1662598800,2022-09-08 01:00:00,GAFI/USDT,9.106,9.127,8.892,8.992,384.3731,3483.8836327
1662595200,2022-09-08 00:00:00,GAFI/USDT,9.317,9.317,9,9.11,622.0528,5701.5453544
1662591600,2022-09-07 23:00:00,GAFI/USDT,9.343,9.482,9.316,9.317,384.1194,3612.5383128
1662588000,2022-09-07 22:00:00,GAFI/USDT,9.415,9.499,9.316,9.343,266.1322,2517.6838432
1662584400,2022-09-07 21:00:00,GAFI/USDT,9.519,9.568,9.341,9.415,282.1329,2668.8513167
1662580800,2022-09-07 20:00:00,GAFI/USDT,9.498,9.566,9.353,9.528,348.8817,3324.7610253
1662577200,2022-09-07 19:00:00,GAFI/USDT,9.396,9.762,9.269,9.497,825.6387,7859.5986817
1662573600,2022-09-07 18:00:00,GAFI/USDT,9.316,9.597,9.117,9.396,689.2534,6498.5276185
1662570000,2022-09-07 17:00:00,GAFI/USDT,9.221,9.494,9.073,9.316,492.0334,4598.2874967
1662566400,2022-09-07 16:00:00,GAFI/USDT,9.086,9.267,9.072,9.221,299.0878,2721.8678147
1662562800,2022-09-07 15:00:00,GAFI/USDT,9.322,9.46,9.085,9.086,266.3212,2492.8407755
1662559200,2022-09-07 14:00:00,GAFI/USDT,9.131,9.495,9.131,9.327,321.444,2998.4240302
1662555600,2022-09-07 13:00:00,GAFI/USDT,9.191,9.215,9.107,9.151,425.8732,3895.1819008
1662552000,2022-09-07 12:00:00,GAFI/USDT,9.196,9.256,9.169,9.198,324.0309,2985.4774961
