https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YOP,Volume USDT
1663318800,2022-09-16 09:00:00,YOP/USDT,0.0581,0.0583,0.0581,0.0583,7541.0866,439.6192295
1663315200,2022-09-16 08:00:00,YOP/USDT,0.0574,0.0582,0.0573,0.0582,1711.5235,99.45555145
1663311600,2022-09-16 07:00:00,YOP/USDT,0.0574,0.0574,0.0573,0.0573,12901.4272,739.4216311
1663308000,2022-09-16 06:00:00,YOP/USDT,0.0577,0.0582,0.0574,0.0574,8650.3408,502.48833213
1663304400,2022-09-16 05:00:00,YOP/USDT,0.0573,0.0573,0.0573,0.0573,0,0
1663300800,2022-09-16 04:00:00,YOP/USDT,0.0573,0.0573,0.0573,0.0573,3405.5998,195.14086854
1663297200,2022-09-16 03:00:00,YOP/USDT,0.0573,0.0573,0.0573,0.0573,103.2702,5.91738246
1663293600,2022-09-16 02:00:00,YOP/USDT,0.0572,0.0573,0.0572,0.0572,943.4058,53.96927841
1663290000,2022-09-16 01:00:00,YOP/USDT,0.0572,0.0573,0.0572,0.0572,1220.3656,69.80612215
1663286400,2022-09-16 00:00:00,YOP/USDT,0.058,0.0582,0.0572,0.0572,12810.8224,733.1972068
1663282800,2022-09-15 23:00:00,YOP/USDT,0.0581,0.0581,0.0581,0.0581,0,0
1663279200,2022-09-15 22:00:00,YOP/USDT,0.0579,0.0581,0.0579,0.0581,646.6878,37.47704072
1663275600,2022-09-15 21:00:00,YOP/USDT,0.0582,0.0582,0.058,0.058,554.9722,32.2897831
1663272000,2022-09-15 20:00:00,YOP/USDT,0.0591,0.0591,0.0579,0.0582,15381.7185,895.89536605
1663268400,2022-09-15 19:00:00,YOP/USDT,0.0577,0.0596,0.0577,0.0596,13988.976,820.60409105
1663264800,2022-09-15 18:00:00,YOP/USDT,0.0578,0.0578,0.0571,0.0573,771.1054,44.44838078
1663261200,2022-09-15 17:00:00,YOP/USDT,0.0579,0.0585,0.0572,0.0572,4978.7881,286.22538198
1663257600,2022-09-15 16:00:00,YOP/USDT,0.0571,0.0586,0.0571,0.0585,1912.7074,110.2764079
1663254000,2022-09-15 15:00:00,YOP/USDT,0.0584,0.0588,0.0571,0.0572,5706.8584,329.05503511
1663250400,2022-09-15 14:00:00,YOP/USDT,0.0595,0.0595,0.0586,0.0586,4509.9247,267.99104228
1663246800,2022-09-15 13:00:00,YOP/USDT,0.0606,0.0606,0.0606,0.0606,0,0
1663243200,2022-09-15 12:00:00,YOP/USDT,0.0604,0.0606,0.0604,0.0606,1929.509,116.83519785
1663239600,2022-09-15 11:00:00,YOP/USDT,0.0595,0.0595,0.0595,0.0595,0,0
1663236000,2022-09-15 10:00:00,YOP/USDT,0.0605,0.0605,0.0594,0.0595,2138.8131,127.32196729
1663232400,2022-09-15 09:00:00,YOP/USDT,0.0605,0.0605,0.0594,0.0594,10925.3792,650.40132582
1663228800,2022-09-15 08:00:00,YOP/USDT,0.0599,0.0605,0.0594,0.0605,11290.5676,678.38699683
1663225200,2022-09-15 07:00:00,YOP/USDT,0.0614,0.0614,0.0602,0.0602,1130.8495,68.28771342
1663221600,2022-09-15 06:00:00,YOP/USDT,0.0602,0.0614,0.0599,0.0614,2783.5699,170.12871987
1663218000,2022-09-15 05:00:00,YOP/USDT,0.0599,0.0599,0.0599,0.0599,0,0
1663214400,2022-09-15 04:00:00,YOP/USDT,0.0598,0.0599,0.0598,0.0599,170.2047,10.1806408
1663210800,2022-09-15 03:00:00,YOP/USDT,0.0611,0.0611,0.0611,0.0611,0,0
1663207200,2022-09-15 02:00:00,YOP/USDT,0.061,0.0611,0.061,0.0611,91.5042,5.58192151
1663203600,2022-09-15 01:00:00,YOP/USDT,0.0596,0.0611,0.0596,0.0596,564.1097,34.25923597
1663200000,2022-09-15 00:00:00,YOP/USDT,0.0606,0.0611,0.0597,0.0597,9029.2644,548.47453173
1663196400,2022-09-14 23:00:00,YOP/USDT,0.0593,0.0606,0.0593,0.0606,1343.258,81.16648069
1663192800,2022-09-14 22:00:00,YOP/USDT,0.0592,0.0592,0.0592,0.0592,0,0
1663189200,2022-09-14 21:00:00,YOP/USDT,0.0585,0.0601,0.0583,0.0592,33037.8717,1952.21631629
1663185600,2022-09-14 20:00:00,YOP/USDT,0.0587,0.0587,0.0587,0.0587,357.7512,20.99999544
1663182000,2022-09-14 19:00:00,YOP/USDT,0.0587,0.0587,0.057,0.0583,20099.7344,1167.89076222
1663178400,2022-09-14 18:00:00,YOP/USDT,0.0588,0.0588,0.0587,0.0587,223.2673,13.10819024
1663174800,2022-09-14 17:00:00,YOP/USDT,0.0595,0.0595,0.0575,0.0592,38713.7134,2275.95397692
1663171200,2022-09-14 16:00:00,YOP/USDT,0.0608,0.0609,0.0595,0.0595,859.0258,52.2271257
1663167600,2022-09-14 15:00:00,YOP/USDT,0.0594,0.0609,0.0594,0.0595,17000.4697,1021.2736821
1663164000,2022-09-14 14:00:00,YOP/USDT,0.058,0.0595,0.0579,0.0595,26348.2832,1543.05343384
1663160400,2022-09-14 13:00:00,YOP/USDT,0.0579,0.0579,0.0579,0.0579,52.2354,3.02442966
1663156800,2022-09-14 12:00:00,YOP/USDT,0.0589,0.059,0.0572,0.0579,21217.8566,1230.8507914
1663153200,2022-09-14 11:00:00,YOP/USDT,0.0589,0.0589,0.0589,0.0589,321.7933,18.95362537
1663149600,2022-09-14 10:00:00,YOP/USDT,0.0589,0.0602,0.0588,0.0602,3172.7477,189.03330301
1663146000,2022-09-14 09:00:00,YOP/USDT,0.0589,0.0589,0.0589,0.0589,550.8972,32.44784508
1663142400,2022-09-14 08:00:00,YOP/USDT,0.0589,0.0589,0.0589,0.0589,2419.4434,142.50521626
1663138800,2022-09-14 07:00:00,YOP/USDT,0.0596,0.0597,0.0589,0.0589,6774.3043,400.58161604
1663135200,2022-09-14 06:00:00,YOP/USDT,0.0594,0.0594,0.0594,0.0594,189.9513,11.28310722
1663131600,2022-09-14 05:00:00,YOP/USDT,0.0607,0.0607,0.0607,0.0607,73.361,4.4530127
1663128000,2022-09-14 04:00:00,YOP/USDT,0.0607,0.0607,0.0607,0.0607,122.2382,7.41985874
1663124400,2022-09-14 03:00:00,YOP/USDT,0.0607,0.0607,0.0607,0.0607,0,0
1663120800,2022-09-14 02:00:00,YOP/USDT,0.0606,0.0607,0.0606,0.0607,1644.2265,99.80039971
1663117200,2022-09-14 01:00:00,YOP/USDT,0.0603,0.0607,0.0594,0.0594,8294.4989,502.13217771
1663113600,2022-09-14 00:00:00,YOP/USDT,0.0601,0.0602,0.0593,0.0593,10376.9939,621.23790505
1663110000,2022-09-13 23:00:00,YOP/USDT,0.0601,0.0601,0.0601,0.0601,937.6883,56.35506683
1663106400,2022-09-13 22:00:00,YOP/USDT,0.0602,0.0602,0.0601,0.0601,257.7957,15.50483814
1663102800,2022-09-13 21:00:00,YOP/USDT,0.0602,0.0602,0.0601,0.0601,71.9921,4.32822663
1663099200,2022-09-13 20:00:00,YOP/USDT,0.061,0.0613,0.0601,0.0612,10614.741,644.2846803
1663095600,2022-09-13 19:00:00,YOP/USDT,0.061,0.061,0.061,0.061,810.7842,49.4578362
1663092000,2022-09-13 18:00:00,YOP/USDT,0.0603,0.061,0.0602,0.061,20214.2183,1222.12748226
1663088400,2022-09-13 17:00:00,YOP/USDT,0.0601,0.0611,0.0601,0.0611,8557.1081,517.85461543
1663084800,2022-09-13 16:00:00,YOP/USDT,0.0599,0.0601,0.0592,0.0601,18267.6695,1093.49893507
1663081200,2022-09-13 15:00:00,YOP/USDT,0.0584,0.0599,0.058,0.0592,25585.4519,1516.16191069
1663077600,2022-09-13 14:00:00,YOP/USDT,0.0578,0.0585,0.0578,0.0578,837.3582,48.51292285
1663074000,2022-09-13 13:00:00,YOP/USDT,0.0577,0.0588,0.0574,0.0578,33496.0398,1949.22951575
1663070400,2022-09-13 12:00:00,YOP/USDT,0.0632,0.0644,0.0567,0.0577,196550.4911,11603.01299619
1663066800,2022-09-13 11:00:00,YOP/USDT,0.0635,0.0635,0.0627,0.0632,3775.0607,239.26463093
1663063200,2022-09-13 10:00:00,YOP/USDT,0.0636,0.0644,0.0621,0.0635,53892.3638,3372.08989659
1663059600,2022-09-13 09:00:00,YOP/USDT,0.0634,0.0636,0.0632,0.0635,3558.9634,225.6787632
1663056000,2022-09-13 08:00:00,YOP/USDT,0.0635,0.065,0.0635,0.0636,2596.9299,165.16140827
1663052400,2022-09-13 07:00:00,YOP/USDT,0.064,0.0646,0.0639,0.0646,7106.8318,457.21734546
1663048800,2022-09-13 06:00:00,YOP/USDT,0.0637,0.0641,0.0637,0.0639,2238.9093,143.33330745
1663045200,2022-09-13 05:00:00,YOP/USDT,0.0641,0.0641,0.0641,0.0641,66.9438,4.29109758
1663041600,2022-09-13 04:00:00,YOP/USDT,0.0629,0.0629,0.0629,0.0629,4.3535,0.27383515
1663038000,2022-09-13 03:00:00,YOP/USDT,0.0628,0.0641,0.0628,0.0629,553.6973,35.18511456
1663034400,2022-09-13 02:00:00,YOP/USDT,0.0628,0.0628,0.0628,0.0628,0,0
1663030800,2022-09-13 01:00:00,YOP/USDT,0.0629,0.0629,0.0628,0.0628,702.8833,44.14193448
1663027200,2022-09-13 00:00:00,YOP/USDT,0.0635,0.0635,0.0628,0.0628,4411.5923,278.68948159
1663023600,2022-09-12 23:00:00,YOP/USDT,0.0634,0.0643,0.0634,0.0634,847.66,54.27075117
1663020000,2022-09-12 22:00:00,YOP/USDT,0.0636,0.0636,0.0631,0.0631,1536.0983,97.53955101
1663016400,2022-09-12 21:00:00,YOP/USDT,0.0636,0.0646,0.0636,0.0636,13966.0367,890.96812628
1663012800,2022-09-12 20:00:00,YOP/USDT,0.0626,0.0638,0.0626,0.0638,6057.3035,384.32653671
1663009200,2022-09-12 19:00:00,YOP/USDT,0.0631,0.0631,0.0626,0.0626,6286.152,394.970464
1663005600,2022-09-12 18:00:00,YOP/USDT,0.0638,0.0638,0.063,0.0638,1149.5642,73.27925612
1663002000,2022-09-12 17:00:00,YOP/USDT,0.0638,0.0638,0.0638,0.0638,0,0
1662998400,2022-09-12 16:00:00,YOP/USDT,0.064,0.064,0.0631,0.0638,9251.1031,590.15210458
1662994800,2022-09-12 15:00:00,YOP/USDT,0.0633,0.0638,0.0629,0.0629,8531.8943,542.08192561
1662991200,2022-09-12 14:00:00,YOP/USDT,0.0641,0.0643,0.0633,0.0633,21830.0959,1400.35512198
1662987600,2022-09-12 13:00:00,YOP/USDT,0.0661,0.0662,0.0627,0.0641,30568.5383,1967.75156426
1662984000,2022-09-12 12:00:00,YOP/USDT,0.0673,0.0686,0.0627,0.0666,101413.2456,6638.75298439
1662980400,2022-09-12 11:00:00,YOP/USDT,0.07,0.07,0.0663,0.0675,92490.3868,6346.85775901
1662976800,2022-09-12 10:00:00,YOP/USDT,0.0691,0.07,0.0691,0.07,101538.6368,7101.72323762
1662973200,2022-09-12 09:00:00,YOP/USDT,0.0687,0.0691,0.0684,0.0691,3480.5471,238.79537338
1662969600,2022-09-12 08:00:00,YOP/USDT,0.0693,0.0693,0.0687,0.0687,2639.8529,182.16467987
1662966000,2022-09-12 07:00:00,YOP/USDT,0.0689,0.0689,0.0688,0.0689,1088.0298,74.93523817
1662962400,2022-09-12 06:00:00,YOP/USDT,0.0688,0.0689,0.0688,0.0689,1197.3497,82.46170233
1662958800,2022-09-12 05:00:00,YOP/USDT,0.0689,0.0689,0.0689,0.0689,1839.9097,126.76977833
1662955200,2022-09-12 04:00:00,YOP/USDT,0.0695,0.0699,0.0677,0.0689,38785.5827,2689.89108284
1662951600,2022-09-12 03:00:00,YOP/USDT,0.0691,0.0691,0.0678,0.0678,430.9467,29.66816224
1662948000,2022-09-12 02:00:00,YOP/USDT,0.0672,0.073,0.0672,0.0686,71967.6395,5045.96858437
1662944400,2022-09-12 01:00:00,YOP/USDT,0.0659,0.0672,0.0658,0.0662,5671.257,379.95134586
1662940800,2022-09-12 00:00:00,YOP/USDT,0.0658,0.0707,0.0638,0.0659,341577.5329,22966.80728732
1662937200,2022-09-11 23:00:00,YOP/USDT,0.0642,0.0642,0.0642,0.0642,0,0
1662933600,2022-09-11 22:00:00,YOP/USDT,0.0657,0.0657,0.0642,0.0642,9912.3721,641.00226638
1662930000,2022-09-11 21:00:00,YOP/USDT,0.0657,0.0657,0.0657,0.0657,0,0
1662926400,2022-09-11 20:00:00,YOP/USDT,0.0665,0.0665,0.0657,0.0657,576.9722,38.29457858
1662922800,2022-09-11 19:00:00,YOP/USDT,0.0665,0.0665,0.0657,0.0665,5875.0491,386.18570958
1662919200,2022-09-11 18:00:00,YOP/USDT,0.0658,0.0658,0.0657,0.0657,9587.1257,630.60781005
1662915600,2022-09-11 17:00:00,YOP/USDT,0.0665,0.0666,0.0658,0.0658,12560.5356,828.84140824
1662912000,2022-09-11 16:00:00,YOP/USDT,0.0664,0.067,0.0657,0.067,20648.0888,1374.43381318
1662908400,2022-09-11 15:00:00,YOP/USDT,0.0672,0.0673,0.0664,0.0664,12336.1199,824.19619103
1662904800,2022-09-11 14:00:00,YOP/USDT,0.0689,0.0689,0.0663,0.0672,50455.2239,3400.71921169
1662901200,2022-09-11 13:00:00,YOP/USDT,0.069,0.0696,0.0689,0.0689,3746.9976,258.81628114
1662897600,2022-09-11 12:00:00,YOP/USDT,0.0695,0.0699,0.069,0.0697,5520.6904,384.22358912
1662894000,2022-09-11 11:00:00,YOP/USDT,0.0691,0.0696,0.0689,0.069,2898.7223,200.73435578
1662890400,2022-09-11 10:00:00,YOP/USDT,0.0687,0.0691,0.0687,0.0689,8279.3632,570.06893733
1662886800,2022-09-11 09:00:00,YOP/USDT,0.0676,0.0689,0.0676,0.0689,7922.1198,543.20359417
1662883200,2022-09-11 08:00:00,YOP/USDT,0.0681,0.0681,0.0676,0.0676,3942.4054,267.45018609
1662879600,2022-09-11 07:00:00,YOP/USDT,0.0667,0.0667,0.0667,0.0667,15.7792,1.05247264
1662876000,2022-09-11 06:00:00,YOP/USDT,0.0667,0.0686,0.0667,0.0686,23016.0416,1561.15731169
1662872400,2022-09-11 05:00:00,YOP/USDT,0.0675,0.0675,0.0675,0.0675,0,0
1662868800,2022-09-11 04:00:00,YOP/USDT,0.0676,0.0677,0.0659,0.0675,9973.9747,668.82095779
1662865200,2022-09-11 03:00:00,YOP/USDT,0.0676,0.0678,0.0676,0.0678,777.9531,52.60025578
1662861600,2022-09-11 02:00:00,YOP/USDT,0.0677,0.0677,0.0677,0.0677,3199.9409,216.63599893
1662858000,2022-09-11 01:00:00,YOP/USDT,0.0683,0.0683,0.0676,0.0677,2539.6548,171.81804509
1662854400,2022-09-11 00:00:00,YOP/USDT,0.0683,0.0683,0.0681,0.0681,1436.7816,97.86298994
1662850800,2022-09-10 23:00:00,YOP/USDT,0.0677,0.0699,0.0677,0.0699,5781.7114,402.72126065
1662847200,2022-09-10 22:00:00,YOP/USDT,0.0688,0.0697,0.067,0.0695,61408.2807,4175.15612186
1662843600,2022-09-10 21:00:00,YOP/USDT,0.0688,0.0689,0.0669,0.0669,3253.9599,221.20674565
1662840000,2022-09-10 20:00:00,YOP/USDT,0.068,0.0698,0.0671,0.0671,43927.8861,3011.9284958
1662836400,2022-09-10 19:00:00,YOP/USDT,0.0689,0.0696,0.0679,0.0679,39231.2555,2701.73364412
1662832800,2022-09-10 18:00:00,YOP/USDT,0.0687,0.0694,0.0685,0.0689,8336.5891,572.85171995
1662829200,2022-09-10 17:00:00,YOP/USDT,0.0687,0.0696,0.0686,0.0687,16386.7512,1132.69607113
1662825600,2022-09-10 16:00:00,YOP/USDT,0.0683,0.0693,0.0683,0.0693,1094.137,75.63032428
1662822000,2022-09-10 15:00:00,YOP/USDT,0.0687,0.0695,0.0678,0.0695,28820.0982,1977.42760951
1662818400,2022-09-10 14:00:00,YOP/USDT,0.068,0.0699,0.0679,0.0698,60947.3189,4207.31457315
1662814800,2022-09-10 13:00:00,YOP/USDT,0.0701,0.0701,0.0657,0.068,66192.7926,4476.91733813
1662811200,2022-09-10 12:00:00,YOP/USDT,0.0676,0.0717,0.0676,0.0701,69013.7328,4802.47580084
1662807600,2022-09-10 11:00:00,YOP/USDT,0.0669,0.0676,0.0669,0.0675,10862.0145,730.82594107
1662804000,2022-09-10 10:00:00,YOP/USDT,0.0665,0.0669,0.0663,0.0663,2942.5452,195.6791094
1662800400,2022-09-10 09:00:00,YOP/USDT,0.0666,0.0666,0.0666,0.0666,0,0
1662796800,2022-09-10 08:00:00,YOP/USDT,0.0668,0.0669,0.0665,0.0666,5515.0987,367.55696594
1662793200,2022-09-10 07:00:00,YOP/USDT,0.0668,0.0668,0.0668,0.0668,0,0
1662789600,2022-09-10 06:00:00,YOP/USDT,0.0668,0.0668,0.0665,0.0668,120.282,8.02886532
1662786000,2022-09-10 05:00:00,YOP/USDT,0.0668,0.0669,0.0668,0.0669,904.1679,60.48559933
1662782400,2022-09-10 04:00:00,YOP/USDT,0.0669,0.0669,0.0664,0.0664,138.3814,9.24155846
1662778800,2022-09-10 03:00:00,YOP/USDT,0.0669,0.0669,0.0669,0.0669,0,0
1662775200,2022-09-10 02:00:00,YOP/USDT,0.0664,0.0669,0.0658,0.0669,2384.9264,158.70729312
1662771600,2022-09-10 01:00:00,YOP/USDT,0.0675,0.0675,0.0658,0.0668,3408.4406,227.48549155
1662768000,2022-09-10 00:00:00,YOP/USDT,0.0668,0.0668,0.0658,0.0658,10652.4314,704.56149967
1662764400,2022-09-09 23:00:00,YOP/USDT,0.0673,0.0675,0.066,0.0675,2179.6361,146.25649589
1662760800,2022-09-09 22:00:00,YOP/USDT,0.0665,0.0673,0.066,0.0673,4811.4549,318.2294886
1662757200,2022-09-09 21:00:00,YOP/USDT,0.0672,0.0673,0.0664,0.0664,2609.3229,174.31698993
1662753600,2022-09-09 20:00:00,YOP/USDT,0.067,0.0675,0.0664,0.0675,4524.7985,302.605311
1662750000,2022-09-09 19:00:00,YOP/USDT,0.0693,0.0693,0.067,0.067,32145.181,2168.07407026
1662746400,2022-09-09 18:00:00,YOP/USDT,0.0682,0.0698,0.0672,0.0694,42293.4832,2899.87285064
1662742800,2022-09-09 17:00:00,YOP/USDT,0.0659,0.0682,0.0657,0.0673,77202.5246,5172.59364973
1662739200,2022-09-09 16:00:00,YOP/USDT,0.0658,0.0659,0.0657,0.0659,2467.2524,162.38231307
1662735600,2022-09-09 15:00:00,YOP/USDT,0.0659,0.0659,0.0657,0.0657,2032.5269,133.76896081
1662732000,2022-09-09 14:00:00,YOP/USDT,0.0658,0.0659,0.0657,0.0659,1287.0152,84.67737752
1662728400,2022-09-09 13:00:00,YOP/USDT,0.0651,0.0658,0.0651,0.0658,1860.7764,122.06861541
1662724800,2022-09-09 12:00:00,YOP/USDT,0.0655,0.0658,0.065,0.0651,2810.4167,183.02798483
1662721200,2022-09-09 11:00:00,YOP/USDT,0.0655,0.0659,0.0655,0.0655,15185.5321,994.71305055
1662717600,2022-09-09 10:00:00,YOP/USDT,0.0656,0.0656,0.0655,0.0655,300.3468,19.68093908
1662714000,2022-09-09 09:00:00,YOP/USDT,0.0655,0.0655,0.0655,0.0655,0,0
1662710400,2022-09-09 08:00:00,YOP/USDT,0.0657,0.0669,0.0655,0.0655,11606.5211,761.59344034
1662706800,2022-09-09 07:00:00,YOP/USDT,0.0655,0.0655,0.0655,0.0655,0,0
1662703200,2022-09-09 06:00:00,YOP/USDT,0.0619,0.0674,0.0619,0.0655,67666.695,4411.69657033
1662699600,2022-09-09 05:00:00,YOP/USDT,0.0627,0.0629,0.0619,0.0619,10249.3367,641.95098009
1662696000,2022-09-09 04:00:00,YOP/USDT,0.0617,0.0628,0.0617,0.0628,7518.0593,471.31261246
1662692400,2022-09-09 03:00:00,YOP/USDT,0.0617,0.0617,0.0617,0.0617,177.6439,10.96062863
1662688800,2022-09-09 02:00:00,YOP/USDT,0.0619,0.0619,0.0616,0.0617,3629.674,224.05054042
1662685200,2022-09-09 01:00:00,YOP/USDT,0.0623,0.0624,0.0618,0.0618,690.4401,42.79536751
1662681600,2022-09-09 00:00:00,YOP/USDT,0.0613,0.062,0.0613,0.0618,13082.7404,807.49286687
1662678000,2022-09-08 23:00:00,YOP/USDT,0.0608,0.0608,0.0608,0.0608,0,0
1662674400,2022-09-08 22:00:00,YOP/USDT,0.0608,0.0608,0.0608,0.0608,0,0
1662670800,2022-09-08 21:00:00,YOP/USDT,0.0608,0.0608,0.0608,0.0608,74.905,4.554224
1662667200,2022-09-08 20:00:00,YOP/USDT,0.0613,0.0614,0.0604,0.0614,6908.2213,423.92266046
1662663600,2022-09-08 19:00:00,YOP/USDT,0.06,0.0609,0.06,0.0607,2992.8633,180.76332379
1662660000,2022-09-08 18:00:00,YOP/USDT,0.061,0.061,0.0607,0.0608,2313.0942,140.7375867
1662656400,2022-09-08 17:00:00,YOP/USDT,0.061,0.0615,0.0599,0.0599,23405.7259,1423.34537819
1662652800,2022-09-08 16:00:00,YOP/USDT,0.0616,0.0617,0.0599,0.0611,17861.1355,1080.11173709
1662649200,2022-09-08 15:00:00,YOP/USDT,0.0618,0.0628,0.0616,0.0616,14430.3249,889.96057236
1662645600,2022-09-08 14:00:00,YOP/USDT,0.0619,0.0619,0.0618,0.0618,2456.1792,151.95251712
1662642000,2022-09-08 13:00:00,YOP/USDT,0.061,0.0627,0.0599,0.0627,39214.8489,2415.67328149
1662638400,2022-09-08 12:00:00,YOP/USDT,0.0625,0.0626,0.061,0.061,7659.8817,474.68802969
1662634800,2022-09-08 11:00:00,YOP/USDT,0.0628,0.0637,0.0613,0.0617,16169.8312,1009.59483608
1662631200,2022-09-08 10:00:00,YOP/USDT,0.0637,0.0637,0.0625,0.0625,708.8172,44.4308232
1662627600,2022-09-08 09:00:00,YOP/USDT,0.0643,0.0644,0.0619,0.0619,21366.498,1361.76013939
1662624000,2022-09-08 08:00:00,YOP/USDT,0.0651,0.0652,0.0651,0.0652,1534.3951,99.99999532
1662620400,2022-09-08 07:00:00,YOP/USDT,0.0658,0.0658,0.0643,0.0643,8018.1995,523.54929753
1662616800,2022-09-08 06:00:00,YOP/USDT,0.0653,0.0659,0.065,0.0653,23338.0095,1528.9255788
1662613200,2022-09-08 05:00:00,YOP/USDT,0.0649,0.0651,0.0649,0.065,33227.1965,2158.75493212
1662609600,2022-09-08 04:00:00,YOP/USDT,0.0625,0.0649,0.0625,0.0649,17978.9372,1145.91180436
1662606000,2022-09-08 03:00:00,YOP/USDT,0.0633,0.0633,0.0616,0.0626,18742.4469,1167.6235065
1662602400,2022-09-08 02:00:00,YOP/USDT,0.0623,0.0636,0.0612,0.0636,21165.1843,1325.46664079
1662598800,2022-09-08 01:00:00,YOP/USDT,0.0625,0.0634,0.0622,0.0622,4389.7886,275.21011595
1662595200,2022-09-08 00:00:00,YOP/USDT,0.0621,0.0621,0.0621,0.0621,49.9733,3.10334193
1662591600,2022-09-07 23:00:00,YOP/USDT,0.0629,0.0632,0.0629,0.0632,3171.0675,200.09999451
1662588000,2022-09-07 22:00:00,YOP/USDT,0.0629,0.0634,0.0618,0.0618,6509.3572,403.50318652
1662584400,2022-09-07 21:00:00,YOP/USDT,0.0645,0.0647,0.0622,0.0628,36069.4115,2270.72432029
