https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HNT,Volume BTC
1647820800,2022-03-21 00:00:00,HNT/BTC,0.0005382,0.0005564,0.0005183,0.0005548,5488.92269895,2.9380859148921
1647734400,2022-03-20 00:00:00,HNT/BTC,0.0005713,0.0005769,0.0005236,0.0005374,2807.3172659,1.552527740995048
1647648000,2022-03-19 00:00:00,HNT/BTC,0.0005768,0.0005914,0.0005626,0.0005709,6252.17178698,3.584025382775683
1647561600,2022-03-18 00:00:00,HNT/BTC,0.00055,0.0005995,0.0005478,0.0005747,6841.51398312,3.970287679863897
1647475200,2022-03-17 00:00:00,HNT/BTC,0.0005468,0.0005641,0.0005429,0.0005525,3366.41646926,1.860006503709552
1647388800,2022-03-16 00:00:00,HNT/BTC,0.0005375,0.0005651,0.0005166,0.0005459,5901.95969208,3.172404556659623
1647302400,2022-03-15 00:00:00,HNT/BTC,0.0005254,0.0005416,0.0005159,0.0005402,933.52043916,0.49242465837816
1647216000,2022-03-14 00:00:00,HNT/BTC,0.0005291,0.0005455,0.0005185,0.0005297,790.45899972,0.419937977849865
1647129600,2022-03-13 00:00:00,HNT/BTC,0.0005466,0.0005566,0.0005305,0.0005312,302.29091218,0.163763098203546
1647043200,2022-03-12 00:00:00,HNT/BTC,0.0005411,0.0005559,0.0005365,0.0005421,572.77770007,0.314373275354763
1646956800,2022-03-11 00:00:00,HNT/BTC,0.0005395,0.000559,0.0005313,0.0005369,758.86450466,0.415885663216131
1646870400,2022-03-10 00:00:00,HNT/BTC,0.0005186,0.0005483,0.0005141,0.0005394,1435.13511601,0.75408352165916
1646784000,2022-03-09 00:00:00,HNT/BTC,0.0005503,0.000555,0.0005132,0.0005175,1823.23168388,0.961355616935578
1646697600,2022-03-08 00:00:00,HNT/BTC,0.0005585,0.0005862,0.0005358,0.000546,2029.33523663,1.150013901380545
1646611200,2022-03-07 00:00:00,HNT/BTC,0.0005458,0.0005639,0.0005271,0.0005585,750.18014869,0.407973757706682
1646524800,2022-03-06 00:00:00,HNT/BTC,0.0005576,0.0005669,0.0005465,0.0005465,300.16674726,0.166418068208372
1646438400,2022-03-05 00:00:00,HNT/BTC,0.0005466,0.0005701,0.0005372,0.0005577,643.45316381,0.355143157016837
1646352000,2022-03-04 00:00:00,HNT/BTC,0.0005439,0.0005855,0.0005307,0.0005438,1828.04156505,1.001094139273096
1646265600,2022-03-03 00:00:00,HNT/BTC,0.0005742,0.0005927,0.0005336,0.0005387,2700.43550776,1.508645798031646
1646179200,2022-03-02 00:00:00,HNT/BTC,0.0005847,0.0005972,0.0005634,0.0005743,897.75397268,0.518751092135067
1646092800,2022-03-01 00:00:00,HNT/BTC,0.000614,0.0006165,0.000579,0.0005868,907.9203765,0.541237409836882
1646006400,2022-02-28 00:00:00,HNT/BTC,0.000645,0.0006809,0.0005996,0.0006141,1281.7018316,0.827234784598724
1645920000,2022-02-27 00:00:00,HNT/BTC,0.0006538,0.0006787,0.0006309,0.0006451,1125.74912748,0.728848060961788
1645833600,2022-02-26 00:00:00,HNT/BTC,0.0006304,0.0006762,0.0006202,0.0006538,814.70168789,0.524170021630995
1645747200,2022-02-25 00:00:00,HNT/BTC,0.0005986,0.0006423,0.0005886,0.0006304,1441.49174031,0.879957260999676
1645660800,2022-02-24 00:00:00,HNT/BTC,0.0006094,0.0006836,0.0005729,0.0005985,2665.90381666,1.681995552360455
1645574400,2022-02-23 00:00:00,HNT/BTC,0.000613,0.0006673,0.0006093,0.0006094,1306.1744965,0.815976688624944
1645488000,2022-02-22 00:00:00,HNT/BTC,0.0006033,0.0006373,0.000582,0.0006129,1831.50079738,1.117460647305764
1645401600,2022-02-21 00:00:00,HNT/BTC,0.000613,0.0006376,0.0005888,0.0006075,1089.52494055,0.661724764754664
1645315200,2022-02-20 00:00:00,HNT/BTC,0.000614,0.0006464,0.0005799,0.000614,2353.96639805,1.396758545723602
1645228800,2022-02-19 00:00:00,HNT/BTC,0.0006374,0.0006543,0.000614,0.000614,388.25448549,0.244456432898906
1645142400,2022-02-18 00:00:00,HNT/BTC,0.0006123,0.0006726,0.0006077,0.0006402,6963.85650365,4.508011224828839
1645056000,2022-02-17 00:00:00,HNT/BTC,0.0006433,0.0006433,0.0005978,0.0006123,4411.79760934,2.729273412205881
1644969600,2022-02-16 00:00:00,HNT/BTC,0.0006197,0.0006479,0.0005985,0.0006445,1973.02384839,1.218838419768121
1644883200,2022-02-15 00:00:00,HNT/BTC,0.0006053,0.0006318,0.0006049,0.0006185,1357.12393724,0.840686476538136
1644796800,2022-02-14 00:00:00,HNT/BTC,0.0005955,0.0006327,0.0005743,0.0006075,4099.23912581,2.503683878103703
1644710400,2022-02-13 00:00:00,HNT/BTC,0.0006474,0.0006543,0.0005964,0.0005964,1655.82435787,1.046872022535469
1644624000,2022-02-12 00:00:00,HNT/BTC,0.0006433,0.0006627,0.0006287,0.0006466,1508.59133689,0.973367403107538
