https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QUICK,Volume USDT
1663347600,2022-09-16 17:00:00,QUICK/USDT,56.99,56.99,56.62,56.62,0.2,11.390317
1663344000,2022-09-16 16:00:00,QUICK/USDT,56.77,56.8,56.51,56.51,16.2865,922.100005
1663340400,2022-09-16 15:00:00,QUICK/USDT,57.37,57.51,56.82,56.82,6.5629,375.004679
1663336800,2022-09-16 14:00:00,QUICK/USDT,56.82,57.74,56.82,57.74,2.0317,116.640557
1663333200,2022-09-16 13:00:00,QUICK/USDT,57.04,57.34,57.04,57.04,1.1037,62.971622
1663329600,2022-09-16 12:00:00,QUICK/USDT,57.42,57.42,57.05,57.05,3.4863,200.159936
1663326000,2022-09-16 11:00:00,QUICK/USDT,57.23,57.42,57.23,57.42,0.5257,30.11332
1663322400,2022-09-16 10:00:00,QUICK/USDT,56.86,57.18,56.86,57.18,0.1112,6.343011
1663318800,2022-09-16 09:00:00,QUICK/USDT,56.6,56.91,56.36,56.91,0.0311,1.758893
1663315200,2022-09-16 08:00:00,QUICK/USDT,56.26,57.49,55.83,56.6,7.0159,400.336766
1663311600,2022-09-16 07:00:00,QUICK/USDT,56.36,56.48,56.36,56.38,3.0294,170.79753
1663308000,2022-09-16 06:00:00,QUICK/USDT,56.37,56.38,56.37,56.38,0.0048,0.270606
1663304400,2022-09-16 05:00:00,QUICK/USDT,56.66,56.66,56.43,56.57,2.7611,155.81006
1663300800,2022-09-16 04:00:00,QUICK/USDT,56.28,56.28,56.28,56.28,0,0
1663297200,2022-09-16 03:00:00,QUICK/USDT,56.28,56.28,56.28,56.28,0.3127,17.598756
1663293600,2022-09-16 02:00:00,QUICK/USDT,56.36,56.36,56.28,56.28,0.2096,11.806962
1663290000,2022-09-16 01:00:00,QUICK/USDT,56.58,56.82,56.53,56.66,3.3852,191.39031
1663286400,2022-09-16 00:00:00,QUICK/USDT,56.37,56.43,55.72,56.4,2.523,141.722859
1663282800,2022-09-15 23:00:00,QUICK/USDT,56.66,56.66,56.57,56.6,0.7514,42.520267
1663279200,2022-09-15 22:00:00,QUICK/USDT,56.88,56.88,56.28,56.37,0.6826,38.497862
1663275600,2022-09-15 21:00:00,QUICK/USDT,57.18,57.24,56.66,56.66,0.9397,53.623417
1663272000,2022-09-15 20:00:00,QUICK/USDT,57.24,57.24,57.18,57.18,0.1985,11.361792
1663268400,2022-09-15 19:00:00,QUICK/USDT,57.38,57.38,57.12,57.12,0.9466,54.298514
1663264800,2022-09-15 18:00:00,QUICK/USDT,57.28,57.28,57.12,57.12,0.5944,33.9718
1663261200,2022-09-15 17:00:00,QUICK/USDT,57.06,63.8,57.06,57.61,244.4226,14396.889052
1663257600,2022-09-15 16:00:00,QUICK/USDT,56.88,57.06,56.88,57.06,0.9556,54.508155
1663254000,2022-09-15 15:00:00,QUICK/USDT,56.77,57.04,56,57.04,5.7411,322.539985
1663250400,2022-09-15 14:00:00,QUICK/USDT,58.33,58.33,56.77,56.77,12.9042,744.74367
1663246800,2022-09-15 13:00:00,QUICK/USDT,57.84,58.34,57.59,58.34,2.701,157.058516
1663243200,2022-09-15 12:00:00,QUICK/USDT,58.37,58.37,57.86,57.86,1.7237,100.57978
1663239600,2022-09-15 11:00:00,QUICK/USDT,57.96,57.96,57.83,57.84,10.546,610.00248
1663236000,2022-09-15 10:00:00,QUICK/USDT,58.45,58.45,57.84,57.84,5.6562,327.894385
1663232400,2022-09-15 09:00:00,QUICK/USDT,58.5,58.5,58.18,58.18,3.058,178.086991
1663228800,2022-09-15 08:00:00,QUICK/USDT,59.08,59.08,58.43,58.43,0.4118,24.193344
1663225200,2022-09-15 07:00:00,QUICK/USDT,58.8,59.3,58.71,59.3,3.6199,213.494028
1663221600,2022-09-15 06:00:00,QUICK/USDT,57.97,59,57.63,58.61,4.8843,286.112893
1663218000,2022-09-15 05:00:00,QUICK/USDT,58.06,58.06,58.06,58.06,0.0027,0.156762
1663214400,2022-09-15 04:00:00,QUICK/USDT,58.32,58.32,57.97,57.97,0.8009,46.462778
1663210800,2022-09-15 03:00:00,QUICK/USDT,58.56,58.56,57.97,57.97,0.7576,44.033162
1663207200,2022-09-15 02:00:00,QUICK/USDT,58.74,58.74,58.56,58.56,0.0745,4.368516
1663203600,2022-09-15 01:00:00,QUICK/USDT,58.56,58.81,58.56,58.81,1.6119,94.792348
1663200000,2022-09-15 00:00:00,QUICK/USDT,58.61,58.61,58.6,58.6,0.0139,0.814647
1663196400,2022-09-14 23:00:00,QUICK/USDT,58.9,59.02,58.9,59.02,0.0065,0.38339
1663192800,2022-09-14 22:00:00,QUICK/USDT,58.95,59,58.95,59,0.0954,5.624063
1663189200,2022-09-14 21:00:00,QUICK/USDT,58.4,58.95,58.11,58.95,3.909,229.907526
1663185600,2022-09-14 20:00:00,QUICK/USDT,58.12,58.41,58.03,58.41,5.3579,311.699413
1663182000,2022-09-14 19:00:00,QUICK/USDT,58,58.18,57.91,58.01,0.0197,1.14174
1663178400,2022-09-14 18:00:00,QUICK/USDT,58.44,58.44,57.33,57.95,6.693,387.203498
1663174800,2022-09-14 17:00:00,QUICK/USDT,58.81,58.87,58.44,58.87,2.1596,126.986757
1663171200,2022-09-14 16:00:00,QUICK/USDT,58.94,58.94,58.64,58.64,0.618,36.287985
1663167600,2022-09-14 15:00:00,QUICK/USDT,58.94,59.35,58.94,58.94,1.3571,80.534241
1663164000,2022-09-14 14:00:00,QUICK/USDT,59.32,59.48,58.6,59.35,5.6447,333.800156
1663160400,2022-09-14 13:00:00,QUICK/USDT,59.24,59.83,58.89,58.89,12.8843,765.228016
1663156800,2022-09-14 12:00:00,QUICK/USDT,58.6,59.24,58.1,59.24,4.9632,292.183488
1663153200,2022-09-14 11:00:00,QUICK/USDT,58.87,58.87,58.65,58.65,2.0111,118.13648
1663149600,2022-09-14 10:00:00,QUICK/USDT,58.79,59.3,58.79,58.99,1.0198,59.960819
1663146000,2022-09-14 09:00:00,QUICK/USDT,59.11,59.11,59.11,59.11,0.2498,14.765678
1663142400,2022-09-14 08:00:00,QUICK/USDT,58.84,58.88,58.65,58.66,1.9595,115.277397
1663138800,2022-09-14 07:00:00,QUICK/USDT,59.58,59.58,58.65,58.86,6.9062,406.218684
1663135200,2022-09-14 06:00:00,QUICK/USDT,59.7,59.87,59.59,59.67,3.4356,205.00456
1663131600,2022-09-14 05:00:00,QUICK/USDT,59.88,59.89,59.78,59.78,0.009,0.538431
1663128000,2022-09-14 04:00:00,QUICK/USDT,59.71,60.15,59.7,59.7,1.5501,93.140191
1663124400,2022-09-14 03:00:00,QUICK/USDT,59.58,60.08,59.39,59.71,7.4582,445.777879
1663120800,2022-09-14 02:00:00,QUICK/USDT,59.99,60.45,58.88,59.58,36.6469,2192.92972
1663117200,2022-09-14 01:00:00,QUICK/USDT,59.97,60.08,59.32,59.48,23.912,1426.065432
1663113600,2022-09-14 00:00:00,QUICK/USDT,59.66,59.66,59.65,59.65,0.0075,0.447433
1663110000,2022-09-13 23:00:00,QUICK/USDT,59.64,59.64,59.64,59.64,0.0025,0.1491
1663106400,2022-09-13 22:00:00,QUICK/USDT,59.95,60.05,59.95,60.05,3.2107,192.587815
1663102800,2022-09-13 21:00:00,QUICK/USDT,59.77,59.77,59.61,59.61,0.1782,10.632186
1663099200,2022-09-13 20:00:00,QUICK/USDT,60.16,60.2,60,60,0.0905,5.447066
1663095600,2022-09-13 19:00:00,QUICK/USDT,59.74,60.08,59.5,60.08,1.0875,65.069519
1663092000,2022-09-13 18:00:00,QUICK/USDT,60.21,60.46,59.72,59.72,3.2663,196.247008
1663088400,2022-09-13 17:00:00,QUICK/USDT,60.21,60.46,60.21,60.46,0.9459,56.953589
1663084800,2022-09-13 16:00:00,QUICK/USDT,59.65,60.88,59.65,60.38,4.3392,261.793051
1663081200,2022-09-13 15:00:00,QUICK/USDT,59.7,60.05,59.4,59.71,0.1279,7.640263
1663077600,2022-09-13 14:00:00,QUICK/USDT,60.1,60.1,59.31,59.31,2.4455,145.437278
1663074000,2022-09-13 13:00:00,QUICK/USDT,60.55,60.55,59.42,60.38,6.6987,400.123063
1663070400,2022-09-13 12:00:00,QUICK/USDT,63.98,64,60.23,60.99,46.9953,2931.953231
1663066800,2022-09-13 11:00:00,QUICK/USDT,63.94,63.98,63.72,63.89,0.4788,30.546358
1663063200,2022-09-13 10:00:00,QUICK/USDT,63.41,64.26,62.55,63.92,33.5546,2131.412665
1663059600,2022-09-13 09:00:00,QUICK/USDT,63.55,63.55,62.93,62.99,6.7556,426.792027
1663056000,2022-09-13 08:00:00,QUICK/USDT,63.78,63.78,63.55,63.55,0.0303,1.931313
1663052400,2022-09-13 07:00:00,QUICK/USDT,64.42,64.42,63.72,64.14,0.8196,52.2803
1663048800,2022-09-13 06:00:00,QUICK/USDT,64.49,64.64,64.22,64.22,0.0321,2.070822
1663045200,2022-09-13 05:00:00,QUICK/USDT,64.45,64.45,64.17,64.17,0.0054,0.347414
1663041600,2022-09-13 04:00:00,QUICK/USDT,63.91,64.7,63.9,63.9,2.5137,161.268712
1663038000,2022-09-13 03:00:00,QUICK/USDT,63.7,63.7,63.57,63.7,0.5545,35.317282
1663034400,2022-09-13 02:00:00,QUICK/USDT,63.51,63.7,63.51,63.7,2.8641,182.428198
1663030800,2022-09-13 01:00:00,QUICK/USDT,63.56,63.7,63.55,63.55,9.5199,606.415707
1663027200,2022-09-13 00:00:00,QUICK/USDT,63.86,63.86,63.67,63.7,50.1273,3193.097212
1663023600,2022-09-12 23:00:00,QUICK/USDT,64.26,64.26,63.99,63.99,8.1999,525.039404
1663020000,2022-09-12 22:00:00,QUICK/USDT,64.15,64.26,63.99,63.99,1.6319,104.663556
1663016400,2022-09-12 21:00:00,QUICK/USDT,64.45,64.45,63.7,64,10.0748,642.866312
1663012800,2022-09-12 20:00:00,QUICK/USDT,64.3,64.34,64.3,64.34,0.4436,28.53873
1663009200,2022-09-12 19:00:00,QUICK/USDT,64.06,65.27,64.06,64.46,10.6321,690.952636
1663005600,2022-09-12 18:00:00,QUICK/USDT,63.73,64.04,63.72,64.04,0.1465,9.342918
1663002000,2022-09-12 17:00:00,QUICK/USDT,63.51,63.99,63.51,63.62,0.1145,7.312507
1662998400,2022-09-12 16:00:00,QUICK/USDT,63.74,63.74,63.38,63.39,0.7111,45.136623
1662994800,2022-09-12 15:00:00,QUICK/USDT,64.26,64.26,63.8,63.8,1.0654,68.186056
1662991200,2022-09-12 14:00:00,QUICK/USDT,64.64,64.73,64.29,64.65,7.8829,507.965564
1662987600,2022-09-12 13:00:00,QUICK/USDT,64.64,64.87,64.64,64.64,0.6408,41.565499
1662984000,2022-09-12 12:00:00,QUICK/USDT,64.44,65.09,64.44,65.09,1.3628,88.305374
1662980400,2022-09-12 11:00:00,QUICK/USDT,64.09,64.45,64.09,64.45,0.1561,10.03878
1662976800,2022-09-12 10:00:00,QUICK/USDT,63.88,64.26,63.74,64.09,0.892,57.141564
1662973200,2022-09-12 09:00:00,QUICK/USDT,64.09,64.42,64.09,64.2,0.0178,1.144375
1662969600,2022-09-12 08:00:00,QUICK/USDT,63.81,64.26,63.81,64.26,0.0957,6.147832
1662966000,2022-09-12 07:00:00,QUICK/USDT,63.6,64.77,63.3,63.85,31.5524,2022.521131
1662962400,2022-09-12 06:00:00,QUICK/USDT,63.2,63.38,63.2,63.38,0.0086,0.544474
1662958800,2022-09-12 05:00:00,QUICK/USDT,63.38,63.38,63.12,63.12,0.0249,1.575026
1662955200,2022-09-12 04:00:00,QUICK/USDT,63.3,63.53,63.3,63.53,0.0051,0.323476
1662951600,2022-09-12 03:00:00,QUICK/USDT,63.74,63.74,62.86,63.66,20.3372,1282.471005
1662948000,2022-09-12 02:00:00,QUICK/USDT,64.5,64.5,63.74,63.74,10.1314,646.904163
1662944400,2022-09-12 01:00:00,QUICK/USDT,63.38,64.76,63.26,64.76,31.4005,2026.237573
1662940800,2022-09-12 00:00:00,QUICK/USDT,64.6,64.6,63.41,63.59,13.2601,846.82657
1662937200,2022-09-11 23:00:00,QUICK/USDT,64.76,64.78,64.69,64.78,38.9973,2525.891696
1662933600,2022-09-11 22:00:00,QUICK/USDT,64.7,64.76,64.7,64.76,0.0639,4.136328
1662930000,2022-09-11 21:00:00,QUICK/USDT,64.5,64.5,64.3,64.3,0.8134,52.326764
1662926400,2022-09-11 20:00:00,QUICK/USDT,65.03,65.03,64.45,64.75,17.6953,1144.11849
1662922800,2022-09-11 19:00:00,QUICK/USDT,65.1,65.39,65.09,65.3,4.7014,306.30138
1662919200,2022-09-11 18:00:00,QUICK/USDT,65.56,65.56,65.1,65.1,0.6263,40.889348
1662915600,2022-09-11 17:00:00,QUICK/USDT,65.76,66.19,65.6,65.6,1.9546,129.105399
1662912000,2022-09-11 16:00:00,QUICK/USDT,65.77,65.78,65.77,65.78,0.0475,3.124472
1662908400,2022-09-11 15:00:00,QUICK/USDT,65.99,65.99,65.38,65.49,1.8791,122.980539
1662904800,2022-09-11 14:00:00,QUICK/USDT,65.99,66.08,65.99,66.08,0.0348,2.297898
1662901200,2022-09-11 13:00:00,QUICK/USDT,66.31,66.56,65.14,65.87,30.848,2036.819662
1662897600,2022-09-11 12:00:00,QUICK/USDT,65.39,68.31,65.39,66.31,155.1591,10307.861733
1662894000,2022-09-11 11:00:00,QUICK/USDT,65.16,65.16,65.16,65.16,0,0
1662890400,2022-09-11 10:00:00,QUICK/USDT,65.1,65.16,65.1,65.16,0.2174,14.16576
1662886800,2022-09-11 09:00:00,QUICK/USDT,65.39,65.49,65.1,65.1,3.6504,238.117281
1662883200,2022-09-11 08:00:00,QUICK/USDT,65.17,65.39,65.17,65.39,1.2172,79.423924
1662879600,2022-09-11 07:00:00,QUICK/USDT,64.39,65.39,64.39,65.39,3.0216,197.240868
1662876000,2022-09-11 06:00:00,QUICK/USDT,65,65.19,64.39,64.39,6.856,444.456384
1662872400,2022-09-11 05:00:00,QUICK/USDT,64.89,65.07,64.87,64.87,1.9893,129.435145
1662868800,2022-09-11 04:00:00,QUICK/USDT,65,65.1,64.99,65.1,2.1004,136.568355
1662865200,2022-09-11 03:00:00,QUICK/USDT,64.97,65.02,64.97,65.02,0.028,1.820395
1662861600,2022-09-11 02:00:00,QUICK/USDT,65.89,65.89,64.54,64.99,10.0205,647.819732
1662858000,2022-09-11 01:00:00,QUICK/USDT,65.63,65.9,65.63,65.9,0.0598,3.93972
1662854400,2022-09-11 00:00:00,QUICK/USDT,65.8,65.88,64.85,65.6,11.5443,752.800907
1662850800,2022-09-10 23:00:00,QUICK/USDT,65.51,66.68,65.51,65.8,10.1407,674.272307
1662847200,2022-09-10 22:00:00,QUICK/USDT,65.1,65.51,65.1,65.51,0.2532,16.546283
1662843600,2022-09-10 21:00:00,QUICK/USDT,65.23,65.23,64.64,65.23,22.5817,1463.382929
1662840000,2022-09-10 20:00:00,QUICK/USDT,64.93,66.71,64.89,65.3,40.8554,2695.8996
1662836400,2022-09-10 19:00:00,QUICK/USDT,64.28,65.87,64.28,64.93,21.6814,1416.400063
1662832800,2022-09-10 18:00:00,QUICK/USDT,64.22,64.28,64.22,64.28,0.2452,15.761256
1662829200,2022-09-10 17:00:00,QUICK/USDT,64.47,64.47,64.02,64.29,0.0318,2.047565
1662825600,2022-09-10 16:00:00,QUICK/USDT,64.14,64.49,64.09,64.49,4.3614,279.763724
1662822000,2022-09-10 15:00:00,QUICK/USDT,64.31,64.34,64.23,64.34,0.5959,38.31941
1662818400,2022-09-10 14:00:00,QUICK/USDT,64.07,64.44,63.91,64.29,1.8159,116.202506
1662814800,2022-09-10 13:00:00,QUICK/USDT,64.91,64.91,63.81,64.45,10.0972,646.645776
1662811200,2022-09-10 12:00:00,QUICK/USDT,64.71,64.71,64.71,64.71,0.002,0.12942
1662807600,2022-09-10 11:00:00,QUICK/USDT,65.03,65.03,65.03,65.03,0.0708,4.604124
1662804000,2022-09-10 10:00:00,QUICK/USDT,64.71,64.95,64.71,64.92,0.0123,0.798117
1662800400,2022-09-10 09:00:00,QUICK/USDT,65.1,66.75,64.79,64.79,30.7729,2020.211644
1662796800,2022-09-10 08:00:00,QUICK/USDT,64.4,65.09,64.4,65.09,0.5594,36.39755
1662793200,2022-09-10 07:00:00,QUICK/USDT,65.6,65.64,64.4,64.41,65.2501,4233.724274
1662789600,2022-09-10 06:00:00,QUICK/USDT,64.94,65.56,64.94,65.39,5.084,331.815941
1662786000,2022-09-10 05:00:00,QUICK/USDT,64.95,64.95,64.94,64.94,52.8055,3429.451388
1662782400,2022-09-10 04:00:00,QUICK/USDT,64.95,65.28,64.95,64.99,2.8448,185.704184
1662778800,2022-09-10 03:00:00,QUICK/USDT,64.94,65.33,64.69,65,4.2094,272.538746
1662775200,2022-09-10 02:00:00,QUICK/USDT,64.69,64.69,64.69,64.69,0.006,0.38814
1662771600,2022-09-10 01:00:00,QUICK/USDT,64.59,64.93,64.59,64.69,0.0798,5.157274
1662768000,2022-09-10 00:00:00,QUICK/USDT,64.59,64.84,64.59,64.84,0.2078,13.458045
1662764400,2022-09-09 23:00:00,QUICK/USDT,64.45,64.45,64.34,64.42,0.5199,33.489753
1662760800,2022-09-09 22:00:00,QUICK/USDT,64.11,65.27,64.11,64.49,11.808,767.022142
1662757200,2022-09-09 21:00:00,QUICK/USDT,63.88,65.38,63.75,64.17,51.5172,3319.862932
1662753600,2022-09-09 20:00:00,QUICK/USDT,63.74,63.88,63.5,63.72,0.2893,18.456515
1662750000,2022-09-09 19:00:00,QUICK/USDT,63.72,63.74,63.33,63.62,0.6903,43.780915
1662746400,2022-09-09 18:00:00,QUICK/USDT,63.88,63.88,63.12,63.69,11.1217,704.138616
1662742800,2022-09-09 17:00:00,QUICK/USDT,64.4,64.4,63.88,63.88,0.9996,64.27229
1662739200,2022-09-09 16:00:00,QUICK/USDT,64.84,65.08,63.34,63.89,76.6354,4906.988467
1662735600,2022-09-09 15:00:00,QUICK/USDT,64.8,65.23,64.8,64.91,2.6826,174.140248
1662732000,2022-09-09 14:00:00,QUICK/USDT,64.44,66.26,63.93,64.8,42.5887,2773.909632
1662728400,2022-09-09 13:00:00,QUICK/USDT,64.45,66.27,63.5,64.04,39.4791,2554.631725
1662724800,2022-09-09 12:00:00,QUICK/USDT,64.7,66.8,64.44,64.87,72.0064,4711.388906
1662721200,2022-09-09 11:00:00,QUICK/USDT,64.1,65.19,64.06,64.81,13.7804,893.109427
1662717600,2022-09-09 10:00:00,QUICK/USDT,63.65,64.47,63.6,64.47,0.3512,22.574729
1662714000,2022-09-09 09:00:00,QUICK/USDT,64.08,64.08,63.5,63.5,0.3945,25.208557
1662710400,2022-09-09 08:00:00,QUICK/USDT,64.26,64.26,63.71,63.91,2.5135,160.231432
1662706800,2022-09-09 07:00:00,QUICK/USDT,63.8,64.66,63.66,64.66,3.1809,204.512838
1662703200,2022-09-09 06:00:00,QUICK/USDT,63.21,63.8,63.21,63.8,0.7196,45.7099
1662699600,2022-09-09 05:00:00,QUICK/USDT,63.49,63.5,63.04,63.16,4.1966,266.223239
1662696000,2022-09-09 04:00:00,QUICK/USDT,62.26,63.49,62.26,63.49,2.9172,183.00822
1662692400,2022-09-09 03:00:00,QUICK/USDT,61.48,62.26,61.48,62.26,11.7002,728.162223
1662688800,2022-09-09 02:00:00,QUICK/USDT,61.61,61.8,61.27,61.65,2.1976,134.814292
1662685200,2022-09-09 01:00:00,QUICK/USDT,61.73,61.73,61.67,61.67,1.1978,73.868706
1662681600,2022-09-09 00:00:00,QUICK/USDT,61.22,62.26,61.22,62.26,2.0046,124.096085
1662678000,2022-09-08 23:00:00,QUICK/USDT,61.08,61.08,60.81,60.81,3.5716,218.075729
1662674400,2022-09-08 22:00:00,QUICK/USDT,61.57,61.57,61.08,61.08,6.4438,393.638387
1662670800,2022-09-08 21:00:00,QUICK/USDT,61.24,61.47,61.24,61.47,2.6036,159.853404
1662667200,2022-09-08 20:00:00,QUICK/USDT,61.6,62.27,61.16,61.64,23.0853,1416.692195
1662663600,2022-09-08 19:00:00,QUICK/USDT,60.93,61.86,60.91,61.22,6.4907,398.864331
1662660000,2022-09-08 18:00:00,QUICK/USDT,60.85,60.91,60.85,60.89,2.9173,177.681823
1662656400,2022-09-08 17:00:00,QUICK/USDT,60.8,61.46,60.8,60.84,7.1805,440.592817
1662652800,2022-09-08 16:00:00,QUICK/USDT,60.5,60.89,60.23,60.78,1.7243,104.557142
1662649200,2022-09-08 15:00:00,QUICK/USDT,61.3,61.69,60.49,60.5,216.3,13160.847584
1662645600,2022-09-08 14:00:00,QUICK/USDT,60.84,61.56,60.12,61.56,6.3466,386.150885
1662642000,2022-09-08 13:00:00,QUICK/USDT,60.16,61.26,59.81,61.26,9.3675,572.016236
1662638400,2022-09-08 12:00:00,QUICK/USDT,61.33,61.33,60.2,60.2,7.0611,427.594566
1662634800,2022-09-08 11:00:00,QUICK/USDT,60.97,61.55,60.97,61.55,1.4803,90.316038
1662631200,2022-09-08 10:00:00,QUICK/USDT,60.38,61.45,60.38,61,9.4324,577.438376
1662627600,2022-09-08 09:00:00,QUICK/USDT,60.54,60.59,59.89,59.89,7.302,438.896469
1662624000,2022-09-08 08:00:00,QUICK/USDT,60.48,60.49,60.1,60.2,1.2528,75.502261
1662620400,2022-09-08 07:00:00,QUICK/USDT,60.66,60.66,59.92,60.66,11.3203,681.184667
1662616800,2022-09-08 06:00:00,QUICK/USDT,60.81,61.35,60.72,60.72,4.1054,250.31953
1662613200,2022-09-08 05:00:00,QUICK/USDT,60.89,60.89,60.89,60.89,0,0
1662609600,2022-09-08 04:00:00,QUICK/USDT,60.89,60.89,60.89,60.89,0,0
1662606000,2022-09-08 03:00:00,QUICK/USDT,60.89,60.89,60.89,60.89,0,0
1662602400,2022-09-08 02:00:00,QUICK/USDT,60.89,60.89,60.89,60.89,0.1607,9.785023
1662598800,2022-09-08 01:00:00,QUICK/USDT,60.89,60.89,60.89,60.89,0.0162,0.986418
1662595200,2022-09-08 00:00:00,QUICK/USDT,61.32,61.33,60.8,60.8,2.1137,129.050125
1662591600,2022-09-07 23:00:00,QUICK/USDT,60.95,60.99,60.94,60.99,2.0779,126.647328
1662588000,2022-09-07 22:00:00,QUICK/USDT,60.96,61,60.9,60.9,3.6603,223.135472
1662584400,2022-09-07 21:00:00,QUICK/USDT,61.32,61.38,61.08,61.08,0.3518,21.511742
1662580800,2022-09-07 20:00:00,QUICK/USDT,59.99,61.63,59.99,61.32,18.8023,1148.597568
1662577200,2022-09-07 19:00:00,QUICK/USDT,60.21,60.29,59.9,60.29,0.1998,11.991106
1662573600,2022-09-07 18:00:00,QUICK/USDT,59.89,60.46,59.89,60.46,0.3196,19.159683
1662570000,2022-09-07 17:00:00,QUICK/USDT,59.58,60.36,59.58,60.36,3.178,191.080154
1662566400,2022-09-07 16:00:00,QUICK/USDT,59.11,59.31,59.11,59.31,2.0103,119.170283
1662562800,2022-09-07 15:00:00,QUICK/USDT,58.84,59.54,58.8,59.09,8.2534,490.021513
1662559200,2022-09-07 14:00:00,QUICK/USDT,58.77,58.95,58.77,58.95,0.5018,29.577812
1662555600,2022-09-07 13:00:00,QUICK/USDT,58.4,58.75,58.37,58.45,2.9443,172.392413
1662552000,2022-09-07 12:00:00,QUICK/USDT,58.65,59.32,57.56,58.2,15.8165,924.462677
1662548400,2022-09-07 11:00:00,QUICK/USDT,58.57,58.57,58.57,58.57,0.0302,1.768814
1662544800,2022-09-07 10:00:00,QUICK/USDT,58.88,58.88,58.88,58.88,0.0849,4.998912
1662541200,2022-09-07 09:00:00,QUICK/USDT,58.57,58.88,58.57,58.88,0.3534,20.727236
1662537600,2022-09-07 08:00:00,QUICK/USDT,58.77,58.85,58.56,58.56,5.1453,302.389247
1662534000,2022-09-07 07:00:00,QUICK/USDT,58.57,58.77,58.57,58.77,0.034,1.9974
1662530400,2022-09-07 06:00:00,QUICK/USDT,58.67,58.67,58.67,58.67,0.0083,0.486961
1662526800,2022-09-07 05:00:00,QUICK/USDT,58.64,58.64,58.64,58.64,0.0045,0.26388
1662523200,2022-09-07 04:00:00,QUICK/USDT,58.58,58.94,58.56,58.56,0.0283,1.660698
1662519600,2022-09-07 03:00:00,QUICK/USDT,58.39,58.98,58.39,58.97,7.9094,464.368388
