https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RBTC,Volume BTC
1655683200,2022-06-20 00:00:00,RBTC/BTC,0.99501001,0.99797,0.993,0.99501,3.17710699,3.161133114930199
1655596800,2022-06-19 00:00:00,RBTC/BTC,0.99500001,0.9995,0.99500001,0.99501001,0.58560753,0.5844323896827245
1655510400,2022-06-18 00:00:00,RBTC/BTC,0.99530009,0.999462,0.99500001,0.99500001,0.63560685,0.6329558438946715
1655424000,2022-06-17 00:00:00,RBTC/BTC,0.99706063,0.99706064,0.99530008,0.99530009,0.15676467,0.1562992024970029
1655337600,2022-06-16 00:00:00,RBTC/BTC,0.99949,0.9995,0.99468,0.99530005,0.34924363,0.3475188714529681
1655251200,2022-06-15 00:00:00,RBTC/BTC,0.99501,0.9995,0.995,0.99501,0.93917019,0.93806220030955
1655164800,2022-06-14 00:00:00,RBTC/BTC,0.996,0.9979,0.995,0.99501,0.82628552,0.8238578938992167
1655078400,2022-06-13 00:00:00,RBTC/BTC,0.991,0.99612,0.882,0.995,20.1616245,19.7444771154939211
1654992000,2022-06-12 00:00:00,RBTC/BTC,0.995,0.9988,0.99112,0.992,3.81336741,3.7882218859505577
1654905600,2022-06-11 00:00:00,RBTC/BTC,0.99300004,0.995,0.99300004,0.995,0.60740678,0.6037799682557928
1654819200,2022-06-10 00:00:00,RBTC/BTC,0.99300005,0.996,0.99300004,0.99300004,4.90783568,4.8856849858739202
1654732800,2022-06-09 00:00:00,RBTC/BTC,0.995,0.996,0.99300004,0.995,2.26649199,2.2535874625313174
1654646400,2022-06-08 00:00:00,RBTC/BTC,0.995,0.996,0.99301,0.995,3.81581457,3.7966291833547
1654560000,2022-06-07 00:00:00,RBTC/BTC,0.9953,0.9995,0.995,0.995,2.943988,2.9332393081798754
1654473600,2022-06-06 00:00:00,RBTC/BTC,0.99702001,1.0005,0.993,0.9953,15.87109485,15.8179982984184326
1654387200,2022-06-05 00:00:00,RBTC/BTC,0.99701001,1.0005,0.99700001,0.99702001,0.95345069,0.9537908565544624
1654300800,2022-06-04 00:00:00,RBTC/BTC,0.99700001,1.00046557,0.99700001,0.99701001,0.0088979,0.0088845424119863
1654214400,2022-06-03 00:00:00,RBTC/BTC,0.99701001,1.0005,0.99700001,0.99700001,0.13666899,0.1362649800792482
1654128000,2022-06-02 00:00:00,RBTC/BTC,0.99701002,1.0005,0.99700001,0.99701001,0.88032162,0.8776878374897795
1654041600,2022-06-01 00:00:00,RBTC/BTC,0.997001,1.0005,0.99700002,0.99701002,0.1590916,0.158790942706493
1653955200,2022-05-31 00:00:00,RBTC/BTC,0.99701001,1.0016047,0.997001,0.997001,0.02845521,0.0284092249950385
1653868800,2022-05-30 00:00:00,RBTC/BTC,0.99700001,1.0019,0.99700001,1.0016047,0.12708596,0.1271141543279216
1653782400,2022-05-29 00:00:00,RBTC/BTC,0.99827,1.00172701,0.99700001,0.99700001,0.14785644,0.1474388619361004
1653696000,2022-05-28 00:00:00,RBTC/BTC,0.99826,1.0019,0.99704,0.99827,0.04912918,0.0491095263162871
1653609600,2022-05-27 00:00:00,RBTC/BTC,0.99701001,1.0019,0.99700001,0.99827,1.22918655,1.2268853892613375
1653523200,2022-05-26 00:00:00,RBTC/BTC,0.99701001,1.002,0.99700001,0.99701001,1.09591429,1.0961129262712238
1653436800,2022-05-25 00:00:00,RBTC/BTC,0.99700001,0.9995,0.99700001,0.99701001,0.07341328,0.0732134526847545
1653350400,2022-05-24 00:00:00,RBTC/BTC,0.99701001,0.99701001,0.99700001,0.99700001,0.00215563,0.0021491660276563
1653264000,2022-05-23 00:00:00,RBTC/BTC,0.99700002,0.999769,0.99700001,0.99701001,0.09476399,0.0944869148495065
1653177600,2022-05-22 00:00:00,RBTC/BTC,0.9997,0.9997,0.997,0.99700001,0.13559206,0.1351872070200426
1653091200,2022-05-21 00:00:00,RBTC/BTC,0.99956873,0.999779,0.997,0.99701,0.13041954,0.1300349153738992
1653004800,2022-05-20 00:00:00,RBTC/BTC,0.99970538,0.99999999,0.997,0.997,0.41145166,0.4102662001928045
1652918400,2022-05-19 00:00:00,RBTC/BTC,0.997,1,0.997,0.997,0.22992709,0.2298075382589505
1652832000,2022-05-18 00:00:00,RBTC/BTC,0.997,0.99986,0.997,0.997,0.10190553,0.1016082884612976
1652745600,2022-05-17 00:00:00,RBTC/BTC,0.997,0.99986,0.997,0.99986,0.00564111,0.0056388115188138
1652659200,2022-05-16 00:00:00,RBTC/BTC,0.997,0.99979,0.997,0.997,0.19652811,0.1959485377501538
1652572800,2022-05-15 00:00:00,RBTC/BTC,0.9999,0.9999,0.997,0.997,0.03831019,0.0382778700278
1652486400,2022-05-14 00:00:00,RBTC/BTC,0.997,0.9999,0.997,0.997,0.51476366,0.513219519004
1652400000,2022-05-13 00:00:00,RBTC/BTC,0.9970375,1.0011468,0.997,0.997,0.88660837,0.8839674397087205
1652313600,2022-05-12 00:00:00,RBTC/BTC,0.997,1.0013,0.997,0.997,1.96457374,1.9588919864577233
1652227200,2022-05-11 00:00:00,RBTC/BTC,0.99700001,1.002,0.997,0.997,5.54380316,5.5278835324078742
1652140800,2022-05-10 00:00:00,RBTC/BTC,0.99701001,1.00125358,0.99700001,0.99700001,0.08808798,0.0879530657996464
1652054400,2022-05-09 00:00:00,RBTC/BTC,0.99701001,1.00189416,0.99700001,0.99711,0.18421856,0.1839091651239992
1651968000,2022-05-08 00:00:00,RBTC/BTC,0.99700001,1.00102578,0.99700001,0.99700001,0.09176351,0.0915869100583653
1651881600,2022-05-07 00:00:00,RBTC/BTC,0.99700001,1.002,0.99700001,0.99700001,0.29676582,0.296695288456936
1651795200,2022-05-06 00:00:00,RBTC/BTC,0.99700151,0.999,0.99700001,0.99700001,0.24031517,0.2399023730518355
1651708800,2022-05-05 00:00:00,RBTC/BTC,0.99700001,0.9984,0.99700001,0.99700001,0.20452016,0.2040961817516331
1651622400,2022-05-04 00:00:00,RBTC/BTC,0.99700002,0.9984,0.99700001,0.99700001,1.44428608,1.4399613012328774
1651536000,2022-05-03 00:00:00,RBTC/BTC,0.9978,0.9984,0.997,0.9971,0.26407643,0.2634468340268145
1651449600,2022-05-02 00:00:00,RBTC/BTC,0.99702259,0.9978,0.997,0.997,0.41407429,0.4128380727547163
1651363200,2022-05-01 00:00:00,RBTC/BTC,0.99600001,0.99787,0.99600001,0.9971,1.1966173,1.1930405207496107
1651276800,2022-04-30 00:00:00,RBTC/BTC,0.9978,0.99789,0.996,0.996,0.37832572,0.3768307953869
1651190400,2022-04-29 00:00:00,RBTC/BTC,0.9951,0.9979,0.99500007,0.996,0.54605542,0.5437822847759512
1651104000,2022-04-28 00:00:00,RBTC/BTC,0.99511,0.99799,0.99500006,0.9979,0.66045975,0.657217673756349
1651017600,2022-04-27 00:00:00,RBTC/BTC,0.997,1,0.99500006,0.998,2.57311048,2.5625692577865611
1650931200,2022-04-26 00:00:00,RBTC/BTC,0.99700001,1.001,0.99500006,0.9954,1.42363867,1.4197835287302536
1650844800,2022-04-25 00:00:00,RBTC/BTC,0.99703001,0.99997201,0.99700001,0.99700001,0.5196058,0.518049501842688
1650758400,2022-04-24 00:00:00,RBTC/BTC,0.99701001,1.002,0.99700001,0.99703001,0.50708975,0.5065836147829047
1650672000,2022-04-23 00:00:00,RBTC/BTC,0.997,0.9995,0.997,0.99700001,0.18968765,0.1891908569089988
1650585600,2022-04-22 00:00:00,RBTC/BTC,0.99711,0.99947158,0.997,0.997,0.56116739,0.5594943951621389
1650499200,2022-04-21 00:00:00,RBTC/BTC,0.997,0.99941822,0.997,0.99941822,0.92636101,0.9235875725295606
1650412800,2022-04-20 00:00:00,RBTC/BTC,0.9961,0.99949703,0.996,0.997,0.07925776,0.0790287532513951
1650326400,2022-04-19 00:00:00,RBTC/BTC,0.99501222,0.9994,0.99501222,0.9994,0.2876773,0.2870592635525588
1650240000,2022-04-18 00:00:00,RBTC/BTC,0.99500022,0.998,0.99500022,0.99501222,0.35524985,0.3541031426779038
1650153600,2022-04-17 00:00:00,RBTC/BTC,0.99500022,0.99799,0.99500022,0.99501022,0.11261411,0.1120636261278472
1650067200,2022-04-16 00:00:00,RBTC/BTC,0.99579,0.99799,0.99500022,0.99501022,0.38839546,0.3864903602102113
1649980800,2022-04-15 00:00:00,RBTC/BTC,0.99591,0.998,0.99579,0.998,0.0572599,0.0571415473284
1649894400,2022-04-14 00:00:00,RBTC/BTC,0.99839,0.9984,0.995101,0.9959,0.22063522,0.21965125925542
1649808000,2022-04-13 00:00:00,RBTC/BTC,0.99500022,0.9984,0.99500022,0.9954,0.45771267,0.456853370995762
1649721600,2022-04-12 00:00:00,RBTC/BTC,0.99500006,0.9983,0.99500006,0.99500022,1.78826703,1.7837444817129236
1649635200,2022-04-11 00:00:00,RBTC/BTC,0.99501006,0.997,0.99500006,0.99500006,3.26759324,3.2515159185809571
1649548800,2022-04-10 00:00:00,RBTC/BTC,0.99501006,0.9976,0.99500006,0.99501006,0.36694564,0.3651827508383326
1649462400,2022-04-09 00:00:00,RBTC/BTC,0.9951,0.9976,0.99500006,0.99501006,2.2245495,2.2134988498787516
1649376000,2022-04-08 00:00:00,RBTC/BTC,0.9951,0.9976,0.9951,0.99512,0.0412497,0.04108481409315
1649289600,2022-04-07 00:00:00,RBTC/BTC,0.99501006,0.99838997,0.99500006,0.9951,0.04878309,0.0485459583475426
1649203200,2022-04-06 00:00:00,RBTC/BTC,0.9950101,0.9984,0.99500006,0.99839,0.24935329,0.2483497775841748
1649116800,2022-04-05 00:00:00,RBTC/BTC,0.99541,0.998399,0.99500006,0.99818,1.24110619,1.2349485174996617
1649030400,2022-04-04 00:00:00,RBTC/BTC,0.99769,1.0019,0.99500006,0.99551,0.79292878,0.7901085525006726
1648944000,2022-04-03 00:00:00,RBTC/BTC,0.9995,1.0019,0.99768,0.99769,0.10836323,0.1081351167432166
1648857600,2022-04-02 00:00:00,RBTC/BTC,0.99829,1.00499999,0.99500006,1.00499998,2.55626684,2.5528572435168166
1648771200,2022-04-01 00:00:00,RBTC/BTC,0.99500008,0.9983,0.99500007,0.9952301,0.03987716,0.0397491535416738
1648684800,2022-03-31 00:00:00,RBTC/BTC,0.99755,0.9983,0.99500006,0.99501007,0.90132068,0.899235305196557
1648598400,2022-03-30 00:00:00,RBTC/BTC,0.9951,0.9977,0.99500006,0.99501008,0.08397009,0.0836366460501006
1648512000,2022-03-29 00:00:00,RBTC/BTC,0.99500008,0.9983,0.99500008,0.9951,1.0388892,1.0337913137892825
1648425600,2022-03-28 00:00:00,RBTC/BTC,0.99500009,0.99829,0.99500008,0.99500008,1.0269216,1.0217906000580796
1648339200,2022-03-27 00:00:00,RBTC/BTC,0.99827,0.99827,0.99500008,0.99500008,0.19458671,0.193624307968562
1648252800,2022-03-26 00:00:00,RBTC/BTC,0.99520005,0.998389,0.99500008,0.99500008,10.39192637,10.3404971872182556
1648166400,2022-03-25 00:00:00,RBTC/BTC,0.99520005,0.9984,0.99520005,0.99520005,0.12115287,0.1206915113116554
1648080000,2022-03-24 00:00:00,RBTC/BTC,0.99520005,1.0011,0.99520005,0.99520005,1.32641396,1.3201386039063841
1647993600,2022-03-23 00:00:00,RBTC/BTC,0.99739,1.0013,0.99520005,0.99520005,0.10001794,0.0995471444052546
1647907200,2022-03-22 00:00:00,RBTC/BTC,0.99521006,1.0025,0.99520005,1.00129001,0.10669811,0.1065300375301881
1647820800,2022-03-21 00:00:00,RBTC/BTC,0.99828999,1,0.99520005,0.99521005,0.53133128,0.5307129475926884
1647734400,2022-03-20 00:00:00,RBTC/BTC,0.99511001,0.99838,0.99500008,0.99500008,0.94028989,0.9357570858115918
1647648000,2022-03-19 00:00:00,RBTC/BTC,0.99758899,0.99758899,0.99500008,0.99511001,0.11576746,0.1152613465932593
1647561600,2022-03-18 00:00:00,RBTC/BTC,0.99512,0.99769999,0.99500008,0.99749,0.66651439,0.6632657572775516
1647475200,2022-03-17 00:00:00,RBTC/BTC,0.99500008,0.99769999,0.99500008,0.99512,0.07600979,0.0756941005134709
1647388800,2022-03-16 00:00:00,RBTC/BTC,0.99500008,0.99649997,0.99500008,0.99500008,0.12770078,0.1270859573273916
1647302400,2022-03-15 00:00:00,RBTC/BTC,0.99500006,0.99649997,0.99500006,0.9951,1.55918214,1.5526115659906886
1647216000,2022-03-14 00:00:00,RBTC/BTC,0.99500006,0.9961,0.99500006,0.99500006,1.07410463,1.068820927634042
1647129600,2022-03-13 00:00:00,RBTC/BTC,0.99500006,0.996,0.99500006,0.99500007,0.05621458,0.0559468332871291
1647043200,2022-03-12 00:00:00,RBTC/BTC,0.99501006,0.9974,0.99500006,0.99500006,0.63977911,0.6365900428999366
1646956800,2022-03-11 00:00:00,RBTC/BTC,0.99500006,0.9982,0.99500006,0.99748334,0.05776411,0.0574812432300538
1646870400,2022-03-10 00:00:00,RBTC/BTC,0.99501004,0.99839999,0.99500004,0.99500006,0.5624737,0.5604781549177837
1646784000,2022-03-09 00:00:00,RBTC/BTC,0.99795,0.99795,0.99500004,0.99769,0.03495322,0.0347876480274341
1646697600,2022-03-08 00:00:00,RBTC/BTC,0.99500004,0.99799,0.99500004,0.99500004,0.55474215,0.5526177618282218
1646611200,2022-03-07 00:00:00,RBTC/BTC,0.99500002,0.99649,0.99500002,0.99500004,0.86181745,0.8576060278389992
1646524800,2022-03-06 00:00:00,RBTC/BTC,0.99500002,0.99649,0.99500002,0.99500002,0.76406732,0.7603497859797326
1646438400,2022-03-05 00:00:00,RBTC/BTC,0.99500002,0.99649,0.99500002,0.99500002,0.12789643,0.127264502863252
1646352000,2022-03-04 00:00:00,RBTC/BTC,0.99500002,0.99649,0.99500002,0.99500002,0.12876212,0.1281779477999952
1646265600,2022-03-03 00:00:00,RBTC/BTC,0.99500001,0.9963,0.99500001,0.99500002,0.02147308,0.021380433870267
1646179200,2022-03-02 00:00:00,RBTC/BTC,0.991,0.99556,0.991,0.99500001,0.09298669,0.0925196366750255
1646092800,2022-03-01 00:00:00,RBTC/BTC,0.99500003,0.99679999,0.991,0.991,11.21218479,11.1555025392251217
1646006400,2022-02-28 00:00:00,RBTC/BTC,0.99500004,0.99669999,0.99500003,0.99500003,0.14601817,0.1452890899261127
1645920000,2022-02-27 00:00:00,RBTC/BTC,0.99500002,0.9983,0.99500002,0.99500003,0.51804065,0.5154652458261082
1645833600,2022-02-26 00:00:00,RBTC/BTC,0.99511001,0.9984,0.99500001,0.99500002,0.38753572,0.3861490911691171
1645747200,2022-02-25 00:00:00,RBTC/BTC,0.99500001,0.9964,0.995,0.99511001,0.30108346,0.2997232759285754
1645660800,2022-02-24 00:00:00,RBTC/BTC,0.9952,0.99609999,0.99500001,0.99500001,0.64461684,0.6414619965989977
1645574400,2022-02-23 00:00:00,RBTC/BTC,0.9952,0.996,0.995,0.9952,0.61974332,0.6168294157594047
1645488000,2022-02-22 00:00:00,RBTC/BTC,0.99490058,0.99540002,0.993,0.995,0.59052241,0.5874117316893114
1645401600,2022-02-21 00:00:00,RBTC/BTC,0.99510002,0.9984,0.99490058,0.99490058,0.82118076,0.8182765868348823
1645315200,2022-02-20 00:00:00,RBTC/BTC,0.99501001,0.99799,0.99500003,0.9951,0.17546905,0.1750353532673165
1645228800,2022-02-19 00:00:00,RBTC/BTC,0.995,0.99629998,0.995,0.99501001,0.61927065,0.6164448024944043
1645142400,2022-02-18 00:00:00,RBTC/BTC,0.99550001,0.99550001,0.99000001,0.99500009,4.89447045,4.8652065591336517
1645056000,2022-02-17 00:00:00,RBTC/BTC,0.99562,0.9974,0.9954,0.99560001,0.03299613,0.0328590437856573
1644969600,2022-02-16 00:00:00,RBTC/BTC,0.99540001,0.99809999,0.99540001,0.99562,0.06603137,0.0657644919802617
1644883200,2022-02-15 00:00:00,RBTC/BTC,0.99450053,0.9984,0.99450053,0.99540001,0.60081077,0.5985913365183547
1644796800,2022-02-14 00:00:00,RBTC/BTC,0.99450054,0.9947,0.99000001,0.99450053,1.02755798,1.0207282802435959
1644710400,2022-02-13 00:00:00,RBTC/BTC,0.99480051,0.99559999,0.99450054,0.99450054,0.61514869,0.611936478103108
1644624000,2022-02-12 00:00:00,RBTC/BTC,0.99480051,0.99559999,0.99000001,0.99480051,0.59424672,0.5907939021975156
1644537600,2022-02-11 00:00:00,RBTC/BTC,0.99890001,0.99890001,0.99000001,0.99480051,1.66587064,1.6552092374340491
1644451200,2022-02-10 00:00:00,RBTC/BTC,0.9989,1.00499,0.998,0.99890001,0.40239102,0.4031509941646315
1644364800,2022-02-09 00:00:00,RBTC/BTC,0.99569666,1.00499,0.995,0.99890001,0.72316595,0.7245150233275319
1644278400,2022-02-08 00:00:00,RBTC/BTC,0.9981,1.00499,0.9944,0.99888,2.64702819,2.644109546472445
1644192000,2022-02-07 00:00:00,RBTC/BTC,0.99070712,0.9981,0.99060806,0.9981,1.02563058,1.0209639730426108
1644105600,2022-02-06 00:00:00,RBTC/BTC,0.99462052,0.99462052,0.97713418,0.99070712,1.73799119,1.7106266702396992
