https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RAD,Volume EUR
1663232400,2022-09-15 09:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663228800,2022-09-15 08:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663225200,2022-09-15 07:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663221600,2022-09-15 06:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663218000,2022-09-15 05:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663214400,2022-09-15 04:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663210800,2022-09-15 03:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663207200,2022-09-15 02:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663203600,2022-09-15 01:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663200000,2022-09-15 00:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663196400,2022-09-14 23:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663192800,2022-09-14 22:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663189200,2022-09-14 21:00:00,RAD/EUR,2.32,2.32,2.32,2.32,0.00,0.0
1663185600,2022-09-14 20:00:00,RAD/EUR,2.30,2.32,2.30,2.32,54.27,125.9064
1663182000,2022-09-14 19:00:00,RAD/EUR,2.30,2.30,2.30,2.30,0.00,0.0
1663178400,2022-09-14 18:00:00,RAD/EUR,2.30,2.30,2.30,2.30,0.00,0.0
1663174800,2022-09-14 17:00:00,RAD/EUR,2.30,2.30,2.30,2.30,0.00,0.0
1663171200,2022-09-14 16:00:00,RAD/EUR,2.30,2.30,2.30,2.30,0.00,0.0
1663167600,2022-09-14 15:00:00,RAD/EUR,2.30,2.30,2.30,2.30,0.00,0.0
1663164000,2022-09-14 14:00:00,RAD/EUR,2.30,2.30,2.30,2.30,0.00,0.0
1663160400,2022-09-14 13:00:00,RAD/EUR,2.30,2.30,2.30,2.30,0.00,0.0
1663156800,2022-09-14 12:00:00,RAD/EUR,2.30,2.30,2.30,2.30,0.00,0.0
1663153200,2022-09-14 11:00:00,RAD/EUR,2.30,2.30,2.30,2.30,37.92,87.216
1663149600,2022-09-14 10:00:00,RAD/EUR,2.33,2.33,2.33,2.33,0.00,0.0
1663146000,2022-09-14 09:00:00,RAD/EUR,2.33,2.33,2.33,2.33,0.00,0.0
1663142400,2022-09-14 08:00:00,RAD/EUR,2.33,2.33,2.33,2.33,0.00,0.0
1663138800,2022-09-14 07:00:00,RAD/EUR,2.33,2.33,2.33,2.33,0.00,0.0
1663135200,2022-09-14 06:00:00,RAD/EUR,2.33,2.33,2.33,2.33,0.00,0.0
1663131600,2022-09-14 05:00:00,RAD/EUR,2.33,2.33,2.33,2.33,0.00,0.0
1663128000,2022-09-14 04:00:00,RAD/EUR,2.33,2.33,2.33,2.33,0.00,0.0
1663124400,2022-09-14 03:00:00,RAD/EUR,2.33,2.33,2.33,2.33,0.00,0.0
1663120800,2022-09-14 02:00:00,RAD/EUR,2.33,2.33,2.33,2.33,61.69,143.7377
1663117200,2022-09-14 01:00:00,RAD/EUR,2.34,2.34,2.34,2.34,0.00,0.0
1663113600,2022-09-14 00:00:00,RAD/EUR,2.34,2.34,2.34,2.34,0.00,0.0
1663110000,2022-09-13 23:00:00,RAD/EUR,2.34,2.34,2.34,2.34,0.00,0.0
1663106400,2022-09-13 22:00:00,RAD/EUR,2.34,2.34,2.34,2.34,151.74,355.0716
1663102800,2022-09-13 21:00:00,RAD/EUR,2.35,2.35,2.35,2.35,0.00,0.0
1663099200,2022-09-13 20:00:00,RAD/EUR,2.35,2.35,2.35,2.35,0.00,0.0
1663095600,2022-09-13 19:00:00,RAD/EUR,2.35,2.35,2.35,2.35,0.00,0.0
1663092000,2022-09-13 18:00:00,RAD/EUR,2.35,2.35,2.35,2.35,0.00,0.0
1663088400,2022-09-13 17:00:00,RAD/EUR,2.35,2.35,2.35,2.35,84.78,199.233
1663084800,2022-09-13 16:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663081200,2022-09-13 15:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663077600,2022-09-13 14:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663074000,2022-09-13 13:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663070400,2022-09-13 12:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663066800,2022-09-13 11:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663063200,2022-09-13 10:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663059600,2022-09-13 09:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663056000,2022-09-13 08:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663052400,2022-09-13 07:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663048800,2022-09-13 06:00:00,RAD/EUR,2.45,2.45,2.45,2.45,13.23,32.413500000000006
1663045200,2022-09-13 05:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663041600,2022-09-13 04:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663038000,2022-09-13 03:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663034400,2022-09-13 02:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663030800,2022-09-13 01:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663027200,2022-09-13 00:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663023600,2022-09-12 23:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663020000,2022-09-12 22:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663016400,2022-09-12 21:00:00,RAD/EUR,2.45,2.45,2.45,2.45,0.00,0.0
1663012800,2022-09-12 20:00:00,RAD/EUR,2.46,2.46,2.45,2.45,289.57,709.4465
1663009200,2022-09-12 19:00:00,RAD/EUR,2.50,2.50,2.50,2.50,0.00,0.0
1663005600,2022-09-12 18:00:00,RAD/EUR,2.50,2.50,2.50,2.50,0.00,0.0
1663002000,2022-09-12 17:00:00,RAD/EUR,2.50,2.50,2.50,2.50,0.00,0.0
1662998400,2022-09-12 16:00:00,RAD/EUR,2.50,2.50,2.50,2.50,0.00,0.0
1662994800,2022-09-12 15:00:00,RAD/EUR,2.50,2.50,2.50,2.50,300.00,750.0
1662991200,2022-09-12 14:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662987600,2022-09-12 13:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662984000,2022-09-12 12:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662980400,2022-09-12 11:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662976800,2022-09-12 10:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662973200,2022-09-12 09:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662969600,2022-09-12 08:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662966000,2022-09-12 07:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662962400,2022-09-12 06:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662958800,2022-09-12 05:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662955200,2022-09-12 04:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662951600,2022-09-12 03:00:00,RAD/EUR,2.60,2.60,2.60,2.60,37.91,98.56599999999999
1662948000,2022-09-12 02:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662944400,2022-09-12 01:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662940800,2022-09-12 00:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662937200,2022-09-11 23:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662933600,2022-09-11 22:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662930000,2022-09-11 21:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662926400,2022-09-11 20:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662922800,2022-09-11 19:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662919200,2022-09-11 18:00:00,RAD/EUR,2.64,2.64,2.64,2.64,0.00,0.0
1662915600,2022-09-11 17:00:00,RAD/EUR,2.64,2.64,2.64,2.64,18.86,49.7904
1662912000,2022-09-11 16:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662908400,2022-09-11 15:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662904800,2022-09-11 14:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662901200,2022-09-11 13:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662897600,2022-09-11 12:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662894000,2022-09-11 11:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662890400,2022-09-11 10:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662886800,2022-09-11 09:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662883200,2022-09-11 08:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662879600,2022-09-11 07:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662876000,2022-09-11 06:00:00,RAD/EUR,2.57,2.57,2.57,2.57,0.00,0.0
1662872400,2022-09-11 05:00:00,RAD/EUR,2.57,2.57,2.57,2.57,60.63,155.8191
1662868800,2022-09-11 04:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662865200,2022-09-11 03:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662861600,2022-09-11 02:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662858000,2022-09-11 01:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662854400,2022-09-11 00:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662850800,2022-09-10 23:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662847200,2022-09-10 22:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662843600,2022-09-10 21:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662840000,2022-09-10 20:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662836400,2022-09-10 19:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662832800,2022-09-10 18:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662829200,2022-09-10 17:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662825600,2022-09-10 16:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662822000,2022-09-10 15:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662818400,2022-09-10 14:00:00,RAD/EUR,2.58,2.58,2.58,2.58,0.00,0.0
1662814800,2022-09-10 13:00:00,RAD/EUR,2.58,2.58,2.58,2.58,13.92,35.9136
1662811200,2022-09-10 12:00:00,RAD/EUR,2.57,2.57,2.57,2.57,117.80,302.746
1662807600,2022-09-10 11:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662804000,2022-09-10 10:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662800400,2022-09-10 09:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662796800,2022-09-10 08:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662793200,2022-09-10 07:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662789600,2022-09-10 06:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662786000,2022-09-10 05:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662782400,2022-09-10 04:00:00,RAD/EUR,2.60,2.60,2.60,2.60,0.00,0.0
1662778800,2022-09-10 03:00:00,RAD/EUR,2.60,2.60,2.60,2.60,58.71,152.64600000000002
1662775200,2022-09-10 02:00:00,RAD/EUR,2.55,2.55,2.55,2.55,0.00,0.0
1662771600,2022-09-10 01:00:00,RAD/EUR,2.55,2.55,2.55,2.55,0.00,0.0
1662768000,2022-09-10 00:00:00,RAD/EUR,2.55,2.55,2.55,2.55,0.00,0.0
1662764400,2022-09-09 23:00:00,RAD/EUR,2.55,2.55,2.55,2.55,0.00,0.0
1662760800,2022-09-09 22:00:00,RAD/EUR,2.55,2.55,2.55,2.55,0.00,0.0
1662757200,2022-09-09 21:00:00,RAD/EUR,2.55,2.55,2.55,2.55,20.40,52.019999999999996
1662753600,2022-09-09 20:00:00,RAD/EUR,2.56,2.56,2.55,2.55,174.18,444.159
1662750000,2022-09-09 19:00:00,RAD/EUR,2.61,2.61,2.61,2.61,0.00,0.0
1662746400,2022-09-09 18:00:00,RAD/EUR,2.61,2.61,2.61,2.61,0.00,0.0
1662742800,2022-09-09 17:00:00,RAD/EUR,2.61,2.61,2.61,2.61,0.00,0.0
1662739200,2022-09-09 16:00:00,RAD/EUR,2.61,2.61,2.61,2.61,0.00,0.0
1662735600,2022-09-09 15:00:00,RAD/EUR,2.61,2.61,2.61,2.61,0.00,0.0
1662732000,2022-09-09 14:00:00,RAD/EUR,2.61,2.61,2.61,2.61,0.00,0.0
1662728400,2022-09-09 13:00:00,RAD/EUR,2.61,2.61,2.61,2.61,300.00,783.0
1662724800,2022-09-09 12:00:00,RAD/EUR,2.61,2.61,2.61,2.61,0.00,0.0
1662721200,2022-09-09 11:00:00,RAD/EUR,2.61,2.61,2.61,2.61,67.59,176.4099
1662717600,2022-09-09 10:00:00,RAD/EUR,2.60,2.60,2.60,2.60,67.59,175.734
1662714000,2022-09-09 09:00:00,RAD/EUR,2.60,2.60,2.60,2.60,42.73,111.098
1662710400,2022-09-09 08:00:00,RAD/EUR,2.62,2.62,2.62,2.62,45.56,119.36720000000001
1662706800,2022-09-09 07:00:00,RAD/EUR,2.67,2.67,2.67,2.67,0.00,0.0
1662703200,2022-09-09 06:00:00,RAD/EUR,2.67,2.67,2.67,2.67,0.00,0.0
1662699600,2022-09-09 05:00:00,RAD/EUR,2.67,2.67,2.67,2.67,0.00,0.0
1662696000,2022-09-09 04:00:00,RAD/EUR,2.67,2.67,2.67,2.67,0.00,0.0
1662692400,2022-09-09 03:00:00,RAD/EUR,2.67,2.67,2.67,2.67,0.00,0.0
1662688800,2022-09-09 02:00:00,RAD/EUR,2.67,2.67,2.67,2.67,0.00,0.0
1662685200,2022-09-09 01:00:00,RAD/EUR,2.67,2.67,2.67,2.67,36.97,98.70989999999999
1662681600,2022-09-09 00:00:00,RAD/EUR,2.61,2.68,2.61,2.68,44.69,119.7692
1662678000,2022-09-08 23:00:00,RAD/EUR,2.61,2.61,2.60,2.60,196.68,511.36800000000005
1662674400,2022-09-08 22:00:00,RAD/EUR,2.69,2.69,2.69,2.69,0.00,0.0
1662670800,2022-09-08 21:00:00,RAD/EUR,2.69,2.69,2.69,2.69,0.00,0.0
1662667200,2022-09-08 20:00:00,RAD/EUR,2.69,2.69,2.69,2.69,0.00,0.0
1662663600,2022-09-08 19:00:00,RAD/EUR,2.69,2.69,2.69,2.69,0.00,0.0
1662660000,2022-09-08 18:00:00,RAD/EUR,2.69,2.69,2.69,2.69,0.00,0.0
1662656400,2022-09-08 17:00:00,RAD/EUR,2.69,2.69,2.69,2.69,118.96,320.00239999999997
1662652800,2022-09-08 16:00:00,RAD/EUR,2.80,2.80,2.80,2.80,0.00,0.0
1662649200,2022-09-08 15:00:00,RAD/EUR,2.80,2.80,2.80,2.80,78.76,220.528
1662645600,2022-09-08 14:00:00,RAD/EUR,2.84,2.84,2.84,2.84,0.00,0.0
1662642000,2022-09-08 13:00:00,RAD/EUR,2.87,3.00,2.84,2.84,2203.51,6257.968400000001
1662638400,2022-09-08 12:00:00,RAD/EUR,2.74,2.74,2.74,2.74,53.34,146.15160000000003
1662634800,2022-09-08 11:00:00,RAD/EUR,2.80,2.80,2.80,2.80,0.00,0.0
1662631200,2022-09-08 10:00:00,RAD/EUR,2.80,2.80,2.80,2.80,115.00,322.0
1662627600,2022-09-08 09:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662624000,2022-09-08 08:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662620400,2022-09-08 07:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662616800,2022-09-08 06:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662613200,2022-09-08 05:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662609600,2022-09-08 04:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662606000,2022-09-08 03:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662602400,2022-09-08 02:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662598800,2022-09-08 01:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662595200,2022-09-08 00:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662591600,2022-09-07 23:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662588000,2022-09-07 22:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662584400,2022-09-07 21:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662580800,2022-09-07 20:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662577200,2022-09-07 19:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662573600,2022-09-07 18:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662570000,2022-09-07 17:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662566400,2022-09-07 16:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662562800,2022-09-07 15:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662559200,2022-09-07 14:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
1662555600,2022-09-07 13:00:00,RAD/EUR,2.65,2.65,2.65,2.65,0.00,0.0
