https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume EUR
1655164800,2022-06-14 00:00:00,YFI/EUR,4402.37,4903.00,4390.03,4559.36,3.78416918,17253.3895925248
1655078400,2022-06-13 00:00:00,YFI/EUR,5719.50,5719.50,4587.67,4674.28,4.69864372,21962.776367521597
1654992000,2022-06-12 00:00:00,YFI/EUR,5961.30,6076.45,5730.38,5819.59,4.50181893,26198.7404268387
1654905600,2022-06-11 00:00:00,YFI/EUR,6719.08,6798.75,5977.69,6027.93,2.86444277,17266.660506566102
1654819200,2022-06-10 00:00:00,YFI/EUR,6917.41,7099.51,6676.04,6707.95,3.98722018,26746.073606431
1654732800,2022-06-09 00:00:00,YFI/EUR,6900.00,7220.85,6900.00,7070.11,1.12291317,7939.119632348699
1654646400,2022-06-08 00:00:00,YFI/EUR,7078.59,7201.98,6967.55,6976.17,0.78059922,5445.5928605874005
1654560000,2022-06-07 00:00:00,YFI/EUR,6826.84,7287.44,6715.55,7111.58,2.92995991,20836.6442967578
1654473600,2022-06-06 00:00:00,YFI/EUR,7143.77,7268.64,6903.99,7002.98,2.95098432,20665.6841732736
1654387200,2022-06-05 00:00:00,YFI/EUR,7006.70,7006.70,6845.25,6971.25,0.80758556,5629.88083515
1654300800,2022-06-04 00:00:00,YFI/EUR,6889.07,7035.80,6871.83,6952.82,1.02324965,7114.470631512999
1654214400,2022-06-03 00:00:00,YFI/EUR,7015.28,7015.28,6686.98,6915.18,1.22819595,8493.196069521
1654128000,2022-06-02 00:00:00,YFI/EUR,7046.06,7058.47,6840.00,7058.47,1.28803799,9091.577511275302
1654041600,2022-06-01 00:00:00,YFI/EUR,7507.96,7620.01,6959.08,7094.56,2.23903804,15884.9897170624
1653955200,2022-05-31 00:00:00,YFI/EUR,7875.00,7875.00,7408.19,7560.96,6.18572085,46769.987918016
1653868800,2022-05-30 00:00:00,YFI/EUR,6891.96,7831.18,6891.96,7831.18,3.30602804,25890.100666287202
1653782400,2022-05-29 00:00:00,YFI/EUR,7086.85,7100.42,6939.99,6976.47,0.75519742,5268.6121447074
1653696000,2022-05-28 00:00:00,YFI/EUR,6929.43,7182.29,6840.00,7074.26,1.35686717,9598.8311460442
1653609600,2022-05-27 00:00:00,YFI/EUR,7176.61,7440.10,6900.00,6999.47,7.24170037,50688.0644888039
1653523200,2022-05-26 00:00:00,YFI/EUR,8049.45,8049.45,7250.00,7285.88,3.13276766,22824.9692386408
1653436800,2022-05-25 00:00:00,YFI/EUR,8404.89,9237.67,7515.00,7991.36,7.07373545,56528.766525711995
1653350400,2022-05-24 00:00:00,YFI/EUR,8431.34,8686.21,8233.18,8432.61,1.79698192,15153.2477084112
1653264000,2022-05-23 00:00:00,YFI/EUR,8923.53,9145.28,8328.48,8328.48,1.69229075,14094.209665559998
1653177600,2022-05-22 00:00:00,YFI/EUR,8853.78,9114.40,8801.38,8958.50,1.14615581,10267.836823885
1653091200,2022-05-21 00:00:00,YFI/EUR,8625.69,8888.65,8509.24,8785.07,2.69413944,23668.203570160797
1653004800,2022-05-20 00:00:00,YFI/EUR,8976.24,9270.59,8597.11,8704.75,1.94154675,16900.6790720625
1652918400,2022-05-19 00:00:00,YFI/EUR,8760.75,9109.02,8499.02,8992.67,3.14188375,28253.9237421125
1652832000,2022-05-18 00:00:00,YFI/EUR,9461.22,9581.42,8885.04,8905.12,4.39558550,39143.216347760004
1652745600,2022-05-17 00:00:00,YFI/EUR,9376.20,9922.22,9338.52,9404.52,2.17257104,20431.9877971008
1652659200,2022-05-16 00:00:00,YFI/EUR,10137.13,10137.13,9249.79,9249.79,2.99731878,27724.569278056202
1652572800,2022-05-15 00:00:00,YFI/EUR,9769.82,10109.60,9464.06,10087.28,1.62915351,16433.7276183528
1652486400,2022-05-14 00:00:00,YFI/EUR,9604.59,9946.31,9277.21,9946.31,3.01273361,29965.5824324791
1652400000,2022-05-13 00:00:00,YFI/EUR,9759.82,10656.10,9319.01,9319.01,2.21669629,20657.4148934729
1652313600,2022-05-12 00:00:00,YFI/EUR,10749.11,11321.90,8872.67,9255.64,5.04097053,46657.408476289194
1652227200,2022-05-11 00:00:00,YFI/EUR,13272.62,14076.46,10750.00,10750.00,5.59138865,60107.4279875
1652140800,2022-05-10 00:00:00,YFI/EUR,11888.10,14001.10,11829.35,12985.48,5.46954633,71024.68447728839
1652054400,2022-05-09 00:00:00,YFI/EUR,14859.29,14859.29,12000.00,12208.79,3.18587982,38895.7376876178
1651968000,2022-05-08 00:00:00,YFI/EUR,15162.76,15381.30,14700.00,14702.81,1.51148378,22223.0588354218
1651881600,2022-05-07 00:00:00,YFI/EUR,15803.84,15972.72,15300.80,15617.65,0.37656808,5881.1084746120005
1651795200,2022-05-06 00:00:00,YFI/EUR,16178.57,16178.57,15740.58,15921.88,0.48989624,7800.0691457312
1651708800,2022-05-05 00:00:00,YFI/EUR,17291.78,17291.78,15808.39,16029.49,0.69262831,11102.4785688619
1651622400,2022-05-04 00:00:00,YFI/EUR,16535.77,17399.30,16535.77,17236.51,0.90988471,15683.236902762099
1651536000,2022-05-03 00:00:00,YFI/EUR,16562.54,16868.20,16397.23,16555.81,0.70756787,11714.3592178247
1651449600,2022-05-02 00:00:00,YFI/EUR,16366.43,16530.91,15841.88,16530.91,0.89744975,14835.6610467725
1651363200,2022-05-01 00:00:00,YFI/EUR,15874.18,16415.56,15736.06,16081.12,1.02380608,16463.9484292096
1651276800,2022-04-30 00:00:00,YFI/EUR,16136.37,16263.30,15207.71,15750.76,0.72725130,11454.760685988002
1651190400,2022-04-29 00:00:00,YFI/EUR,16995.27,16999.74,16000.00,16013.93,0.82325987,13183.6259299891
1651104000,2022-04-28 00:00:00,YFI/EUR,16807.55,17239.29,16807.55,17169.06,0.51331498,8813.1356905188
1651017600,2022-04-27 00:00:00,YFI/EUR,16596.47,16926.83,16596.47,16816.69,0.21317759,3584.9414459770996
1650931200,2022-04-26 00:00:00,YFI/EUR,17466.53,17881.77,16425.92,16601.92,2.49366428,41399.6148834176
1650844800,2022-04-25 00:00:00,YFI/EUR,16814.41,17424.84,16341.48,17424.84,1.13086859,19705.2042417756
1650758400,2022-04-24 00:00:00,YFI/EUR,17064.46,17360.65,17064.46,17079.54,0.68746210,11741.536435434
1650672000,2022-04-23 00:00:00,YFI/EUR,17281.58,17333.81,17000.00,17000.00,0.23115237,3929.59029
1650585600,2022-04-22 00:00:00,YFI/EUR,17453.95,17604.56,17193.18,17317.60,0.84818921,14688.601463096
1650499200,2022-04-21 00:00:00,YFI/EUR,17772.43,18523.27,17320.92,17320.92,2.54073282,44007.8299165944
1650412800,2022-04-20 00:00:00,YFI/EUR,17719.12,17914.43,17468.72,17703.38,0.92213438,16324.8953402044
1650326400,2022-04-19 00:00:00,YFI/EUR,17578.81,18088.33,17509.55,17950.59,0.42483103,7625.9676388077
1650240000,2022-04-18 00:00:00,YFI/EUR,17294.29,17689.20,16702.07,17623.20,1.25529397,22122.296692104002
1650153600,2022-04-17 00:00:00,YFI/EUR,17742.56,17966.70,17243.57,17243.57,0.36040650,6214.694711205
1650067200,2022-04-16 00:00:00,YFI/EUR,17789.47,17853.79,17504.64,17742.56,0.32708777,5803.3743844912005
1649980800,2022-04-15 00:00:00,YFI/EUR,17656.28,17809.14,17607.51,17774.74,0.79710371,14168.311198285402
1649894400,2022-04-14 00:00:00,YFI/EUR,17883.16,17883.16,17310.02,17388.63,0.41076199,7142.588262173701
1649808000,2022-04-13 00:00:00,YFI/EUR,17589.97,17834.24,17231.89,17834.24,1.27288783,22700.987053299203
1649721600,2022-04-12 00:00:00,YFI/EUR,17027.75,17871.88,16992.73,17268.92,2.26256537,39072.060369300394
1649635200,2022-04-11 00:00:00,YFI/EUR,18398.56,18411.26,16799.06,17160.24,5.71199973,98019.2862467352
1649548800,2022-04-10 00:00:00,YFI/EUR,18876.33,19179.22,18500.00,18500.00,0.62073639,11483.623215
1649462400,2022-04-09 00:00:00,YFI/EUR,18751.45,18910.68,18717.84,18910.68,0.41667605,7879.6274452140005
1649376000,2022-04-08 00:00:00,YFI/EUR,19609.95,20067.93,18850.28,18850.28,1.50223946,28317.634448048797
1649289600,2022-04-07 00:00:00,YFI/EUR,19752.00,20112.50,19446.12,19629.88,2.21890501,43556.8390776988
1649203200,2022-04-06 00:00:00,YFI/EUR,21606.89,21608.24,19888.09,19888.09,8.89447295,176894.07853216553
1649116800,2022-04-05 00:00:00,YFI/EUR,21763.34,22397.40,21349.01,21803.33,1.62214206,35368.098641059805
1649030400,2022-04-04 00:00:00,YFI/EUR,22884.53,22938.63,21078.27,21585.56,3.09465820,66799.930255592
1648944000,2022-04-03 00:00:00,YFI/EUR,21140.46,23000.00,21041.84,22987.91,3.33172918,76589.4905342138
1648857600,2022-04-02 00:00:00,YFI/EUR,21667.00,21667.00,21072.76,21306.00,1.12449920,23958.5799552
1648771200,2022-04-01 00:00:00,YFI/EUR,19944.12,21360.90,19842.00,21279.10,2.73932524,58290.37571448399
1648684800,2022-03-31 00:00:00,YFI/EUR,21745.39,21745.39,20200.00,20200.00,3.64680751,73665.511702
1648598400,2022-03-30 00:00:00,YFI/EUR,20782.41,22031.90,20455.79,21599.26,3.63459095,78504.474922697
1648512000,2022-03-29 00:00:00,YFI/EUR,20436.63,21461.85,20115.90,20957.00,2.94568957,61732.81631849
1648425600,2022-03-28 00:00:00,YFI/EUR,20247.10,21763.46,20247.10,20400.00,4.99855999,101970.62379600001
