https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GALA,Volume EUR
1659398400,2022-08-02 00:00:00,GALA/EUR,0.06140,0.06140,0.05723,0.05983,131803.23899824,7885.787789264699
1659312000,2022-08-01 00:00:00,GALA/EUR,0.05737,0.06276,0.05421,0.06232,301575.41445166,18794.179828627453
1659225600,2022-07-31 00:00:00,GALA/EUR,0.05864,0.06146,0.05510,0.05544,265886.78035731,14740.763103009269
1659139200,2022-07-30 00:00:00,GALA/EUR,0.05648,0.05939,0.05400,0.05421,297390.06872508,16121.515625586588
1659052800,2022-07-29 00:00:00,GALA/EUR,0.05333,0.05596,0.05220,0.05449,1243651.00273790,67766.54313918817
1658966400,2022-07-28 00:00:00,GALA/EUR,0.04971,0.05252,0.04908,0.05222,208887.74864213,10908.11823409203
1658880000,2022-07-27 00:00:00,GALA/EUR,0.04634,0.04963,0.04634,0.04905,204366.41039126,10024.172429691303
1658793600,2022-07-26 00:00:00,GALA/EUR,0.04600,0.04683,0.04565,0.04601,130087.69917426,5985.335039007703
1658707200,2022-07-25 00:00:00,GALA/EUR,0.05010,0.05010,0.04641,0.04641,259820.86405507,12058.286300795799
1658620800,2022-07-24 00:00:00,GALA/EUR,0.05312,0.05346,0.05197,0.05198,39861.23866772,2071.9871859480854
1658534400,2022-07-23 00:00:00,GALA/EUR,0.05141,0.05355,0.05070,0.05170,94520.81609267,4886.726191991039
1658448000,2022-07-22 00:00:00,GALA/EUR,0.05253,0.05536,0.05066,0.05130,173506.01248936,8900.858440704167
1658361600,2022-07-21 00:00:00,GALA/EUR,0.05270,0.05338,0.05050,0.05252,434402.03818323,22814.795045383238
1658275200,2022-07-20 00:00:00,GALA/EUR,0.05588,0.06000,0.05200,0.05329,1008858.89011681,53762.0902543248
1658188800,2022-07-19 00:00:00,GALA/EUR,0.05700,0.06058,0.05625,0.05743,1107380.18935266,63596.84427452327
1658102400,2022-07-18 00:00:00,GALA/EUR,0.05202,0.05700,0.05200,0.05475,276074.75427055,15115.09279631261
1658016000,2022-07-17 00:00:00,GALA/EUR,0.05132,0.05300,0.05059,0.05071,117148.91965819,5940.621715866815
1657929600,2022-07-16 00:00:00,GALA/EUR,0.04828,0.05097,0.04817,0.05000,130893.95571762,6544.6977858810005
1657843200,2022-07-15 00:00:00,GALA/EUR,0.04975,0.05042,0.04912,0.04912,143600.00043057,7053.632021149599
1657756800,2022-07-14 00:00:00,GALA/EUR,0.04825,0.05009,0.04687,0.04907,407253.12875247,19983.911027883703
1657670400,2022-07-13 00:00:00,GALA/EUR,0.04640,0.04923,0.04410,0.04714,152640.74454816,7195.484698000263
1657584000,2022-07-12 00:00:00,GALA/EUR,0.04821,0.04850,0.04700,0.04706,105971.23296901,4987.00622352161
1657497600,2022-07-11 00:00:00,GALA/EUR,0.05101,0.05153,0.04752,0.04762,320131.90009629,15244.68108258533
1657411200,2022-07-10 00:00:00,GALA/EUR,0.05404,0.05405,0.05156,0.05219,123658.20038834,6453.721478267465
1657324800,2022-07-09 00:00:00,GALA/EUR,0.05324,0.05469,0.05288,0.05459,67725.27224306,3697.1226117486453
1657238400,2022-07-08 00:00:00,GALA/EUR,0.05621,0.05682,0.05331,0.05438,290871.15199744,15817.573245620788
1657152000,2022-07-07 00:00:00,GALA/EUR,0.05359,0.05715,0.05346,0.05629,935247.73040592,52645.094744549235
1657065600,2022-07-06 00:00:00,GALA/EUR,0.05156,0.05400,0.05152,0.05346,530751.70761466,28373.986289079727
1656979200,2022-07-05 00:00:00,GALA/EUR,0.05319,0.05332,0.05043,0.05184,844521.94690118,43780.01772735717
1656892800,2022-07-04 00:00:00,GALA/EUR,0.05122,0.05311,0.04929,0.05303,717245.31585880,38035.51909999216
1656806400,2022-07-03 00:00:00,GALA/EUR,0.05061,0.05166,0.04951,0.05073,708412.34708750,35937.75836774887
1656720000,2022-07-02 00:00:00,GALA/EUR,0.05031,0.05231,0.04886,0.05134,551000.06331201,28288.343250438593
1656633600,2022-07-01 00:00:00,GALA/EUR,0.05273,0.05273,0.04889,0.04991,617483.31954430,30818.592478456012
1656547200,2022-06-30 00:00:00,GALA/EUR,0.05390,0.05390,0.04888,0.05188,693892.54202891,35999.14508045985
1656460800,2022-06-29 00:00:00,GALA/EUR,0.05382,0.05548,0.05265,0.05381,106698.19195940,5741.429709335314
1656374400,2022-06-28 00:00:00,GALA/EUR,0.05710,0.05879,0.05384,0.05384,310892.46743214,16738.45044654642
1656288000,2022-06-27 00:00:00,GALA/EUR,0.05802,0.06017,0.05580,0.05746,759055.31245440,43615.31825362982
1656201600,2022-06-26 00:00:00,GALA/EUR,0.06482,0.07096,0.05688,0.05740,1396884.94892026,80181.19606802292
1656115200,2022-06-25 00:00:00,GALA/EUR,0.05792,0.06618,0.05561,0.06541,913080.96394702,59724.625851774574
1656028800,2022-06-24 00:00:00,GALA/EUR,0.05531,0.05930,0.05491,0.05893,562413.48006578,33143.02638027642
1655942400,2022-06-23 00:00:00,GALA/EUR,0.05205,0.05517,0.05205,0.05499,1226612.97773375,67451.4476455789
1655856000,2022-06-22 00:00:00,GALA/EUR,0.05322,0.05400,0.05084,0.05182,1210122.78436711,62708.56268590364
1655769600,2022-06-21 00:00:00,GALA/EUR,0.05381,0.05788,0.05288,0.05315,1056006.84706701,56126.76392161158
1655683200,2022-06-20 00:00:00,GALA/EUR,0.05266,0.05468,0.05049,0.05374,673800.91727255,36210.06129422684
1655596800,2022-06-19 00:00:00,GALA/EUR,0.05096,0.05399,0.04898,0.05327,653656.60575112,34820.287388362165
1655510400,2022-06-18 00:00:00,GALA/EUR,0.05428,0.05486,0.04778,0.05131,503039.54897157,25810.959257731258
1655424000,2022-06-17 00:00:00,GALA/EUR,0.05255,0.05482,0.05253,0.05378,444444.62841407,23902.232116108684
1655337600,2022-06-16 00:00:00,GALA/EUR,0.06317,0.06317,0.05261,0.05353,444851.80113303,23812.916914651094
1655251200,2022-06-15 00:00:00,GALA/EUR,0.05763,0.06249,0.05100,0.06249,742941.74695551,46426.429767249814
1655164800,2022-06-14 00:00:00,GALA/EUR,0.05673,0.06294,0.05381,0.05713,357996.44430384,20452.336863078377
1655078400,2022-06-13 00:00:00,GALA/EUR,0.05545,0.05962,0.04880,0.05772,925531.04754210,53421.65206413001
1654992000,2022-06-12 00:00:00,GALA/EUR,0.06025,0.06025,0.05435,0.05601,232207.38049758,13005.935381669455
1654905600,2022-06-11 00:00:00,GALA/EUR,0.06595,0.06697,0.05906,0.06086,346559.27207658,21091.597298580655
1654819200,2022-06-10 00:00:00,GALA/EUR,0.07180,0.07180,0.06500,0.06588,110920.80747854,7307.4627966862145
1654732800,2022-06-09 00:00:00,GALA/EUR,0.07013,0.07199,0.07009,0.07129,210169.36195757,14982.973813955168
1654646400,2022-06-08 00:00:00,GALA/EUR,0.07312,0.07469,0.07000,0.07001,80381.76736225,5627.527533031122
1654560000,2022-06-07 00:00:00,GALA/EUR,0.08179,0.08180,0.07200,0.07512,205482.21361427,15435.823886703964
1654473600,2022-06-06 00:00:00,GALA/EUR,0.06981,0.08179,0.06981,0.08137,241367.97089988,19640.111792123233
1654387200,2022-06-05 00:00:00,GALA/EUR,0.06873,0.07104,0.06871,0.07029,120965.60016173,8502.672035368003
1654300800,2022-06-04 00:00:00,GALA/EUR,0.06876,0.07082,0.06677,0.06887,48940.65406368,3370.5428453656414
1654214400,2022-06-03 00:00:00,GALA/EUR,0.07082,0.07082,0.06627,0.06894,104903.93077110,7232.076987359635
1654128000,2022-06-02 00:00:00,GALA/EUR,0.06885,0.07162,0.06794,0.07090,89304.80317701,6331.71054525001
1654041600,2022-06-01 00:00:00,GALA/EUR,0.07797,0.07797,0.06831,0.06949,182181.77028608,12659.811217179698
1653955200,2022-05-31 00:00:00,GALA/EUR,0.07875,0.08113,0.07508,0.07775,62041.49025554,4823.7258673682345
1653868800,2022-05-30 00:00:00,GALA/EUR,0.07245,0.07875,0.07245,0.07875,296421.33936627,23343.180475093763
1653782400,2022-05-29 00:00:00,GALA/EUR,0.06683,0.07137,0.06683,0.06958,108538.26484032,7552.092467589466
1653696000,2022-05-28 00:00:00,GALA/EUR,0.06667,0.06771,0.06556,0.06771,357251.63932567,24189.50849874112
1653609600,2022-05-27 00:00:00,GALA/EUR,0.06833,0.06857,0.06369,0.06610,504375.69190213,33339.2332347308
1653523200,2022-05-26 00:00:00,GALA/EUR,0.07642,0.07704,0.06645,0.06902,139693.99092580,9641.679253698716
1653436800,2022-05-25 00:00:00,GALA/EUR,0.07800,0.07801,0.07420,0.07591,84506.07050847,6414.855812297958
1653350400,2022-05-24 00:00:00,GALA/EUR,0.07588,0.07794,0.07255,0.07794,75353.41491214,5873.045158252191
1653264000,2022-05-23 00:00:00,GALA/EUR,0.08316,0.08512,0.07463,0.07463,607617.05257619,45346.46063376106
1653177600,2022-05-22 00:00:00,GALA/EUR,0.07898,0.08097,0.07817,0.07979,11373.31167900,907.47653886741
1653091200,2022-05-21 00:00:00,GALA/EUR,0.07656,0.07961,0.07651,0.07809,174380.66246518,13617.385931905908
1653004800,2022-05-20 00:00:00,GALA/EUR,0.08125,0.08125,0.07381,0.07945,180727.88444734,14358.830419341164
1652918400,2022-05-19 00:00:00,GALA/EUR,0.07222,0.08138,0.07222,0.07943,427770.59975860,33977.8187388256
1652832000,2022-05-18 00:00:00,GALA/EUR,0.08552,0.08569,0.07339,0.07366,449691.70356980,33124.29088495147
1652745600,2022-05-17 00:00:00,GALA/EUR,0.08497,0.08755,0.07977,0.08286,274189.40275258,22719.33391207878
1652659200,2022-05-16 00:00:00,GALA/EUR,0.09599,0.09599,0.08174,0.08248,288743.49638492,23815.563581828203
1652572800,2022-05-15 00:00:00,GALA/EUR,0.09720,0.09841,0.08727,0.09642,99372.80111974,9581.525483965332
1652486400,2022-05-14 00:00:00,GALA/EUR,0.09000,0.09683,0.07864,0.09683,361940.92071830,35046.73935315299
1652400000,2022-05-13 00:00:00,GALA/EUR,0.06562,0.10051,0.06562,0.08746,1148277.77267622,100428.37399826219
1652313600,2022-05-12 00:00:00,GALA/EUR,0.06244,0.09377,0.04415,0.06666,824922.82661117,54989.355621900584
1652227200,2022-05-11 00:00:00,GALA/EUR,0.10372,0.10500,0.05702,0.06136,1414239.81116600,86777.75481314576
1652140800,2022-05-10 00:00:00,GALA/EUR,0.10320,0.11658,0.09930,0.10465,412270.09235199,43144.06516463576
1652054400,2022-05-09 00:00:00,GALA/EUR,0.12578,0.12578,0.09988,0.09988,367674.58712743,36723.33776228771
1651968000,2022-05-08 00:00:00,GALA/EUR,0.12875,0.12980,0.12336,0.12387,324660.18432991,40215.65703294594
1651881600,2022-05-07 00:00:00,GALA/EUR,0.13622,0.13656,0.12500,0.12871,150663.77993089,19391.935114904853
1651795200,2022-05-06 00:00:00,GALA/EUR,0.13218,0.13871,0.12750,0.13545,123354.14626973,16708.319112234927
1651708800,2022-05-05 00:00:00,GALA/EUR,0.15288,0.15333,0.12650,0.13092,405436.01410205,53079.68296624039
1651622400,2022-05-04 00:00:00,GALA/EUR,0.13003,0.15539,0.13003,0.15211,299518.12567440,45559.702096332985
1651536000,2022-05-03 00:00:00,GALA/EUR,0.12869,0.13672,0.12659,0.12818,267419.15340452,34277.78708339137
1651449600,2022-05-02 00:00:00,GALA/EUR,0.13344,0.13352,0.12723,0.13040,98366.25491757,12826.959641251127
1651363200,2022-05-01 00:00:00,GALA/EUR,0.12524,0.13685,0.12524,0.13249,125098.13756502,16574.2522459895
1651276800,2022-04-30 00:00:00,GALA/EUR,0.14736,0.14908,0.11881,0.12515,227068.02373339,28417.56317023376
1651190400,2022-04-29 00:00:00,GALA/EUR,0.16043,0.16144,0.14486,0.14670,137271.48507678,20137.726860763625
1651104000,2022-04-28 00:00:00,GALA/EUR,0.16216,0.16423,0.16070,0.16070,26012.36171057,4180.1865268885995
1651017600,2022-04-27 00:00:00,GALA/EUR,0.15449,0.16280,0.15447,0.16196,220101.61845508,35647.65812498475
1650931200,2022-04-26 00:00:00,GALA/EUR,0.17049,0.17060,0.15300,0.15327,177071.70845846,27139.78075542816
1650844800,2022-04-25 00:00:00,GALA/EUR,0.17208,0.17208,0.15990,0.17125,132332.17972287,22661.88577754149
1650758400,2022-04-24 00:00:00,GALA/EUR,0.17462,0.17588,0.17155,0.17305,177641.57518101,30740.874585073783
1650672000,2022-04-23 00:00:00,GALA/EUR,0.17783,0.17785,0.17257,0.17638,121318.68985049,21398.19051582943
1650585600,2022-04-22 00:00:00,GALA/EUR,0.17447,0.17895,0.17356,0.17828,158424.32864781,28243.889311331568
1650499200,2022-04-21 00:00:00,GALA/EUR,0.18084,0.18543,0.17150,0.17417,342496.36623001,59652.59210628084
1650412800,2022-04-20 00:00:00,GALA/EUR,0.18281,0.19137,0.17800,0.18007,695507.07388450,125239.9587943819
1650326400,2022-04-19 00:00:00,GALA/EUR,0.18140,0.18776,0.17857,0.18379,238102.58437179,43760.873981691286
1650240000,2022-04-18 00:00:00,GALA/EUR,0.18098,0.18098,0.16905,0.18089,471360.06341764,85264.32187161689
1650153600,2022-04-17 00:00:00,GALA/EUR,0.18754,0.18754,0.17734,0.17734,256203.90483966,45435.200484265304
1650067200,2022-04-16 00:00:00,GALA/EUR,0.18672,0.18889,0.18616,0.18813,21557.68526199,4055.6473283381783
1649980800,2022-04-15 00:00:00,GALA/EUR,0.18706,0.18706,0.18460,0.18540,53718.92092420,9959.48793934668
1649894400,2022-04-14 00:00:00,GALA/EUR,0.19087,0.19087,0.18201,0.18320,73006.70783280,13374.828874968962
1649808000,2022-04-13 00:00:00,GALA/EUR,0.18612,0.19025,0.18323,0.19008,143729.50697408,27320.104685633127
1649721600,2022-04-12 00:00:00,GALA/EUR,0.17841,0.18970,0.17765,0.18255,145351.02606252,26533.829807713024
1649635200,2022-04-11 00:00:00,GALA/EUR,0.19435,0.19757,0.17500,0.17694,223246.56891366,39501.247903583
1649548800,2022-04-10 00:00:00,GALA/EUR,0.20332,0.20606,0.19844,0.20000,50133.79900249,10026.759800498001
1649462400,2022-04-09 00:00:00,GALA/EUR,0.19650,0.20214,0.19650,0.20129,35865.65534061,7219.397763511387
1649376000,2022-04-08 00:00:00,GALA/EUR,0.21181,0.21181,0.19505,0.19505,80127.76556304,15628.920673070952
1649289600,2022-04-07 00:00:00,GALA/EUR,0.20006,0.21148,0.19870,0.20805,193230.34314988,40201.57289233254
1649203200,2022-04-06 00:00:00,GALA/EUR,0.22760,0.22760,0.20090,0.20090,225881.36587231,45379.56640374708
1649116800,2022-04-05 00:00:00,GALA/EUR,0.23516,0.23920,0.22879,0.22879,136807.74715100,31300.244470677288
1649030400,2022-04-04 00:00:00,GALA/EUR,0.23965,0.23965,0.22400,0.23450,105917.42758345,24837.636768319022
1648944000,2022-04-03 00:00:00,GALA/EUR,0.23145,0.24370,0.22765,0.23728,160366.93373778,38051.86603730044
1648857600,2022-04-02 00:00:00,GALA/EUR,0.24026,0.25000,0.23290,0.23584,166469.12319522,39260.07801436068
1648771200,2022-04-01 00:00:00,GALA/EUR,0.22678,0.23984,0.21800,0.23740,292396.46261616,69414.92022507638
1648684800,2022-03-31 00:00:00,GALA/EUR,0.24923,0.25210,0.22466,0.22923,115992.99853627,26589.07505446917
1648598400,2022-03-30 00:00:00,GALA/EUR,0.24215,0.25239,0.23152,0.24389,164584.00589982,40140.3931989071
1648512000,2022-03-29 00:00:00,GALA/EUR,0.23989,0.25239,0.23700,0.24525,209782.61241927,51449.18569582597
1648425600,2022-03-28 00:00:00,GALA/EUR,0.23889,0.26500,0.23678,0.23697,419753.91088351,99469.08426206536
