https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEXO,Volume EUR
1661212800,2022-08-23 00:00:00,NEXO/EUR,0.91,0.95,0.91,0.95,676.55,642.7225
1661126400,2022-08-22 00:00:00,NEXO/EUR,0.90,0.90,0.90,0.90,15.00,13.5
1661040000,2022-08-21 00:00:00,NEXO/EUR,0.87,0.90,0.87,0.90,166.04,149.436
1660953600,2022-08-20 00:00:00,NEXO/EUR,0.88,0.88,0.86,0.86,589.07,506.60020000000003
1660867200,2022-08-19 00:00:00,NEXO/EUR,0.90,0.90,0.84,0.84,1873.70,1573.908
1660780800,2022-08-18 00:00:00,NEXO/EUR,0.93,0.93,0.93,0.93,94.86,88.2198
1660694400,2022-08-17 00:00:00,NEXO/EUR,0.95,0.97,0.93,0.93,637.13,592.5309
1660608000,2022-08-16 00:00:00,NEXO/EUR,0.98,0.98,0.94,0.95,6300.67,5985.6365
1660521600,2022-08-15 00:00:00,NEXO/EUR,0.99,0.99,0.96,0.98,1610.98,1578.7604
1660435200,2022-08-14 00:00:00,NEXO/EUR,1.06,1.06,0.96,0.97,2779.72,2696.3284
1660348800,2022-08-13 00:00:00,NEXO/EUR,0.94,1.01,0.94,1.01,4730.10,4777.401000000001
1660262400,2022-08-12 00:00:00,NEXO/EUR,0.90,0.93,0.89,0.91,5986.19,5447.4329
1660176000,2022-08-11 00:00:00,NEXO/EUR,0.88,0.98,0.87,0.88,6665.62,5865.7456
1660089600,2022-08-10 00:00:00,NEXO/EUR,0.81,0.88,0.81,0.83,1333.18,1106.5394
1660003200,2022-08-09 00:00:00,NEXO/EUR,0.76,0.81,0.75,0.80,610.08,488.0640000000001
1659916800,2022-08-08 00:00:00,NEXO/EUR,0.76,0.82,0.76,0.78,1213.28,946.3584
1659830400,2022-08-07 00:00:00,NEXO/EUR,0.73,0.75,0.73,0.75,873.59,655.1925
1659744000,2022-08-06 00:00:00,NEXO/EUR,0.74,0.74,0.73,0.73,744.78,543.6894
1659657600,2022-08-05 00:00:00,NEXO/EUR,0.75,0.75,0.73,0.73,1994.69,1456.1237
1659571200,2022-08-04 00:00:00,NEXO/EUR,0.72,0.72,0.71,0.71,669.43,475.29529999999994
1659484800,2022-08-03 00:00:00,NEXO/EUR,0.72,0.75,0.72,0.75,2501.43,1876.0724999999998
1659398400,2022-08-02 00:00:00,NEXO/EUR,0.70,0.86,0.63,0.74,13657.05,10106.216999999999
1659312000,2022-08-01 00:00:00,NEXO/EUR,0.71,0.75,0.70,0.73,10435.73,7618.082899999999
1659225600,2022-07-31 00:00:00,NEXO/EUR,0.73,0.73,0.73,0.73,0.00,0.0
1659139200,2022-07-30 00:00:00,NEXO/EUR,0.69,0.74,0.69,0.73,1773.24,1294.4651999999999
1659052800,2022-07-29 00:00:00,NEXO/EUR,0.70,0.72,0.70,0.72,320.93,231.0696
1658966400,2022-07-28 00:00:00,NEXO/EUR,0.70,0.70,0.69,0.70,810.12,567.084
1658880000,2022-07-27 00:00:00,NEXO/EUR,0.64,0.68,0.63,0.68,95.54,64.9672
1658793600,2022-07-26 00:00:00,NEXO/EUR,0.66,0.66,0.64,0.64,565.13,361.6832
1658707200,2022-07-25 00:00:00,NEXO/EUR,0.67,0.75,0.67,0.68,6213.11,4224.9148000000005
1658620800,2022-07-24 00:00:00,NEXO/EUR,0.69,0.69,0.68,0.68,60.76,41.3168
1658534400,2022-07-23 00:00:00,NEXO/EUR,0.70,0.70,0.68,0.68,1195.53,812.9604
1658448000,2022-07-22 00:00:00,NEXO/EUR,0.69,0.71,0.68,0.71,550.15,390.6065
1658361600,2022-07-21 00:00:00,NEXO/EUR,0.67,0.70,0.67,0.70,845.49,591.843
1658275200,2022-07-20 00:00:00,NEXO/EUR,0.71,0.73,0.68,0.68,6244.08,4245.9744
1658188800,2022-07-19 00:00:00,NEXO/EUR,0.65,1.00,0.65,0.76,12965.34,9853.6584
1658102400,2022-07-18 00:00:00,NEXO/EUR,0.62,0.64,0.62,0.64,1623.56,1039.0783999999999
1658016000,2022-07-17 00:00:00,NEXO/EUR,0.59,0.65,0.58,0.60,2978.81,1787.2859999999998
1657929600,2022-07-16 00:00:00,NEXO/EUR,0.58,0.59,0.57,0.58,399.19,231.53019999999998
1657843200,2022-07-15 00:00:00,NEXO/EUR,0.63,0.63,0.55,0.58,2171.05,1259.209
1657756800,2022-07-14 00:00:00,NEXO/EUR,0.56,0.56,0.56,0.56,0.00,0.0
1657670400,2022-07-13 00:00:00,NEXO/EUR,0.60,0.60,0.56,0.56,133.10,74.536
1657584000,2022-07-12 00:00:00,NEXO/EUR,0.60,0.61,0.60,0.61,120.98,73.7978
1657497600,2022-07-11 00:00:00,NEXO/EUR,0.60,0.61,0.60,0.61,1301.03,793.6283
1657411200,2022-07-10 00:00:00,NEXO/EUR,0.63,0.63,0.61,0.61,1485.82,906.3502
1657324800,2022-07-09 00:00:00,NEXO/EUR,0.69,0.69,0.65,0.65,384.90,250.185
1657238400,2022-07-08 00:00:00,NEXO/EUR,0.65,0.67,0.64,0.64,394.87,252.7168
1657152000,2022-07-07 00:00:00,NEXO/EUR,0.66,0.72,0.64,0.65,538.46,349.999
1657065600,2022-07-06 00:00:00,NEXO/EUR,0.60,0.62,0.60,0.61,2997.12,1828.2432
1656979200,2022-07-05 00:00:00,NEXO/EUR,0.59,0.59,0.56,0.56,341.55,191.26800000000003
1656892800,2022-07-04 00:00:00,NEXO/EUR,0.56,0.56,0.56,0.56,0.00,0.0
1656806400,2022-07-03 00:00:00,NEXO/EUR,0.56,0.56,0.56,0.56,0.00,0.0
1656720000,2022-07-02 00:00:00,NEXO/EUR,0.56,0.56,0.56,0.56,17.76,9.945600000000002
1656633600,2022-07-01 00:00:00,NEXO/EUR,0.57,0.57,0.57,0.57,193.81,110.4717
1656547200,2022-06-30 00:00:00,NEXO/EUR,0.56,0.57,0.54,0.57,489.34,278.92379999999997
1656460800,2022-06-29 00:00:00,NEXO/EUR,0.57,0.58,0.55,0.58,7214.00,4184.12
1656374400,2022-06-28 00:00:00,NEXO/EUR,0.63,0.64,0.59,0.59,12818.03,7562.6377
1656288000,2022-06-27 00:00:00,NEXO/EUR,0.63,0.64,0.63,0.63,725.23,456.8949
1656201600,2022-06-26 00:00:00,NEXO/EUR,0.68,0.68,0.64,0.65,4170.10,2710.5650000000005
1656115200,2022-06-25 00:00:00,NEXO/EUR,0.65,0.67,0.65,0.67,740.81,496.3427
1656028800,2022-06-24 00:00:00,NEXO/EUR,0.67,0.68,0.65,0.65,1326.35,862.1274999999999
1655942400,2022-06-23 00:00:00,NEXO/EUR,0.62,0.68,0.62,0.64,3818.32,2443.7248
1655856000,2022-06-22 00:00:00,NEXO/EUR,0.66,0.66,0.62,0.62,3629.77,2250.4574
1655769600,2022-06-21 00:00:00,NEXO/EUR,0.65,0.69,0.65,0.67,3600.36,2412.2412000000004
1655683200,2022-06-20 00:00:00,NEXO/EUR,0.62,0.65,0.62,0.64,3623.85,2319.264
1655596800,2022-06-19 00:00:00,NEXO/EUR,0.55,0.63,0.55,0.62,118.08,73.2096
1655510400,2022-06-18 00:00:00,NEXO/EUR,0.56,0.58,0.53,0.58,480.38,278.62039999999996
1655424000,2022-06-17 00:00:00,NEXO/EUR,0.65,0.65,0.61,0.61,243.03,148.2483
1655337600,2022-06-16 00:00:00,NEXO/EUR,0.73,0.73,0.63,0.63,1158.22,729.6786000000001
1655251200,2022-06-15 00:00:00,NEXO/EUR,0.68,0.74,0.60,0.74,3057.05,2262.217
1655164800,2022-06-14 00:00:00,NEXO/EUR,0.74,0.77,0.69,0.69,5151.93,3554.8316999999997
1655078400,2022-06-13 00:00:00,NEXO/EUR,0.90,0.90,0.69,0.80,2720.66,2176.528
1654992000,2022-06-12 00:00:00,NEXO/EUR,1.00,1.00,0.92,0.92,92.73,85.31160000000001
1654905600,2022-06-11 00:00:00,NEXO/EUR,1.12,1.12,1.05,1.05,291.36,305.92800000000005
1654819200,2022-06-10 00:00:00,NEXO/EUR,1.14,1.16,1.13,1.13,971.49,1097.7837
1654732800,2022-06-09 00:00:00,NEXO/EUR,1.15,1.16,1.15,1.16,1002.06,1162.3895999999997
1654646400,2022-06-08 00:00:00,NEXO/EUR,1.19,1.19,1.19,1.19,0.00,0.0
1654560000,2022-06-07 00:00:00,NEXO/EUR,1.16,1.20,1.16,1.19,1121.90,1335.0610000000001
1654473600,2022-06-06 00:00:00,NEXO/EUR,1.16,1.17,1.13,1.13,277.46,313.52979999999997
1654387200,2022-06-05 00:00:00,NEXO/EUR,1.10,1.13,1.10,1.13,438.21,495.17729999999995
1654300800,2022-06-04 00:00:00,NEXO/EUR,1.10,1.10,1.10,1.10,150.32,165.352
1654214400,2022-06-03 00:00:00,NEXO/EUR,1.15,1.15,1.15,1.15,0.00,0.0
1654128000,2022-06-02 00:00:00,NEXO/EUR,1.15,1.15,1.15,1.15,41.09,47.2535
1654041600,2022-06-01 00:00:00,NEXO/EUR,1.19,1.20,1.16,1.20,457.20,548.64
1653955200,2022-05-31 00:00:00,NEXO/EUR,1.19,1.23,1.19,1.21,856.12,1035.9052
1653868800,2022-05-30 00:00:00,NEXO/EUR,1.20,1.20,1.12,1.20,453.41,544.092
1653782400,2022-05-29 00:00:00,NEXO/EUR,1.16,1.17,1.15,1.17,97.50,114.07499999999999
1653696000,2022-05-28 00:00:00,NEXO/EUR,1.13,1.15,1.12,1.15,2084.39,2397.0485
1653609600,2022-05-27 00:00:00,NEXO/EUR,1.10,1.17,1.09,1.15,594.12,683.2379999999999
1653523200,2022-05-26 00:00:00,NEXO/EUR,1.20,1.20,1.13,1.13,519.32,586.8316
1653436800,2022-05-25 00:00:00,NEXO/EUR,1.19,1.50,1.19,1.20,1041.17,1249.404
1653350400,2022-05-24 00:00:00,NEXO/EUR,1.23,1.23,1.16,1.16,1177.17,1365.5172
1653264000,2022-05-23 00:00:00,NEXO/EUR,1.29,1.29,1.29,1.29,77.13,99.4977
1653177600,2022-05-22 00:00:00,NEXO/EUR,1.24,1.24,1.24,1.24,259.59,321.8916
1653091200,2022-05-21 00:00:00,NEXO/EUR,1.24,1.24,1.24,1.24,0.00,0.0
1653004800,2022-05-20 00:00:00,NEXO/EUR,1.28,1.28,1.24,1.24,1346.95,1670.218
1652918400,2022-05-19 00:00:00,NEXO/EUR,1.29,1.29,1.27,1.27,467.40,593.598
1652832000,2022-05-18 00:00:00,NEXO/EUR,1.32,1.32,1.27,1.27,938.85,1192.3395
1652745600,2022-05-17 00:00:00,NEXO/EUR,1.34,1.35,1.28,1.28,879.28,1125.4784
1652659200,2022-05-16 00:00:00,NEXO/EUR,1.30,1.31,1.30,1.31,600.13,786.1703
1652572800,2022-05-15 00:00:00,NEXO/EUR,1.27,1.34,1.27,1.34,1245.08,1668.4072
1652486400,2022-05-14 00:00:00,NEXO/EUR,1.27,1.33,1.25,1.33,6015.55,8000.681500000001
1652400000,2022-05-13 00:00:00,NEXO/EUR,1.17,1.37,1.17,1.27,5368.58,6818.0966
1652313600,2022-05-12 00:00:00,NEXO/EUR,1.29,1.60,1.11,1.20,2933.18,3519.816
1652227200,2022-05-11 00:00:00,NEXO/EUR,1.57,1.62,1.01,1.11,6319.91,7015.100100000001
1652140800,2022-05-10 00:00:00,NEXO/EUR,1.55,1.74,1.49,1.63,5806.99,9465.393699999999
1652054400,2022-05-09 00:00:00,NEXO/EUR,1.75,1.77,1.55,1.64,13351.47,21896.410799999998
1651968000,2022-05-08 00:00:00,NEXO/EUR,1.74,1.81,1.72,1.80,2685.83,4834.494
1651881600,2022-05-07 00:00:00,NEXO/EUR,1.76,1.88,1.76,1.86,645.96,1201.4856000000002
1651795200,2022-05-06 00:00:00,NEXO/EUR,1.90,1.90,1.74,1.78,4729.19,8417.9582
1651708800,2022-05-05 00:00:00,NEXO/EUR,2.06,2.06,1.80,1.93,5260.39,10152.5527
1651622400,2022-05-04 00:00:00,NEXO/EUR,1.94,2.14,1.93,2.05,10427.31,21375.9855
1651536000,2022-05-03 00:00:00,NEXO/EUR,2.09,2.12,1.89,1.95,16095.89,31386.9855
1651449600,2022-05-02 00:00:00,NEXO/EUR,2.14,2.22,2.04,2.12,12325.82,26130.738400000002
1651363200,2022-05-01 00:00:00,NEXO/EUR,2.24,2.41,2.09,2.16,35797.81,77323.2696
1651276800,2022-04-30 00:00:00,NEXO/EUR,2.18,2.89,2.18,2.21,65039.29,143736.8309
1651190400,2022-04-29 00:00:00,NEXO/EUR,2.08,3.40,2.02,2.19,76590.54,167733.28259999998
1651104000,2022-04-28 00:00:00,NEXO/EUR,1.99,2.12,1.99,2.11,1375.85,2903.0434999999998
1651017600,2022-04-27 00:00:00,NEXO/EUR,1.98,2.11,1.98,2.05,2232.66,4576.9529999999995
1650931200,2022-04-26 00:00:00,NEXO/EUR,2.10,2.11,2.00,2.00,1081.58,2163.16
1650844800,2022-04-25 00:00:00,NEXO/EUR,2.00,2.09,1.99,2.07,2652.19,5490.0333
1650758400,2022-04-24 00:00:00,NEXO/EUR,2.12,2.14,2.12,2.14,677.86,1450.6204
1650672000,2022-04-23 00:00:00,NEXO/EUR,2.12,2.17,2.12,2.17,774.73,1681.1641
1650585600,2022-04-22 00:00:00,NEXO/EUR,2.14,2.16,2.14,2.16,205.00,442.8
1650499200,2022-04-21 00:00:00,NEXO/EUR,2.15,2.18,2.14,2.14,555.66,1189.1124
1650412800,2022-04-20 00:00:00,NEXO/EUR,2.24,2.24,2.24,2.24,0.00,0.0
1650326400,2022-04-19 00:00:00,NEXO/EUR,2.21,2.26,2.21,2.24,535.94,1200.5056000000002
1650240000,2022-04-18 00:00:00,NEXO/EUR,2.05,2.19,2.03,2.19,462.96,1013.8824
1650153600,2022-04-17 00:00:00,NEXO/EUR,2.20,2.20,2.20,2.20,11.36,24.992
1650067200,2022-04-16 00:00:00,NEXO/EUR,2.26,2.28,2.20,2.20,4587.40,10092.28
1649980800,2022-04-15 00:00:00,NEXO/EUR,2.22,2.24,2.15,2.23,1159.99,2586.7777
1649894400,2022-04-14 00:00:00,NEXO/EUR,2.23,2.23,2.19,2.19,150.00,328.5
1649808000,2022-04-13 00:00:00,NEXO/EUR,2.03,2.19,2.03,2.19,36.32,79.5408
1649721600,2022-04-12 00:00:00,NEXO/EUR,2.08,2.15,2.08,2.13,222.43,473.7759
1649635200,2022-04-11 00:00:00,NEXO/EUR,2.19,2.21,2.06,2.07,2937.05,6079.6935
1649548800,2022-04-10 00:00:00,NEXO/EUR,2.25,2.30,2.21,2.30,289.04,664.792
1649462400,2022-04-09 00:00:00,NEXO/EUR,2.20,2.20,2.20,2.20,76.73,168.806
1649376000,2022-04-08 00:00:00,NEXO/EUR,2.28,2.30,2.28,2.30,379.64,873.1719999999999
1649289600,2022-04-07 00:00:00,NEXO/EUR,2.21,2.30,2.21,2.27,830.14,1884.4178
1649203200,2022-04-06 00:00:00,NEXO/EUR,2.28,2.35,2.20,2.20,398.62,876.964
1649116800,2022-04-05 00:00:00,NEXO/EUR,2.36,2.36,2.30,2.33,716.32,1669.0256000000002
1649030400,2022-04-04 00:00:00,NEXO/EUR,2.50,2.50,2.28,2.32,2587.65,6003.348
1648944000,2022-04-03 00:00:00,NEXO/EUR,2.29,2.30,2.21,2.24,1492.03,3342.1472000000003
1648857600,2022-04-02 00:00:00,NEXO/EUR,2.31,2.32,2.27,2.27,9068.88,20586.3576
1648771200,2022-04-01 00:00:00,NEXO/EUR,2.13,2.28,2.10,2.25,1510.43,3398.4675
1648684800,2022-03-31 00:00:00,NEXO/EUR,2.17,2.24,2.15,2.15,2085.14,4483.0509999999995
1648598400,2022-03-30 00:00:00,NEXO/EUR,2.19,2.20,2.13,2.14,5038.15,10781.641
1648512000,2022-03-29 00:00:00,NEXO/EUR,2.20,2.27,2.19,2.19,977.13,2139.9147
1648425600,2022-03-28 00:00:00,NEXO/EUR,2.10,2.10,2.10,2.10,0.00,0.0
