https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLN,Volume USDT
1661299200000,2022-08-24 00:00:00,USDT/PLN,4.797754,4.839193,4.770001,4.792507,61548.918658570714,12842.73943858
1661212800000,2022-08-23 00:00:00,USDT/PLN,4.778441,4.847305,4.765834,4.7846,67923.15643679594,14196.20374468
1661126400000,2022-08-22 00:00:00,USDT/PLN,4.75885,4.760867,4.742602,4.749784,3514.84016,740.0
1661040000000,2022-08-21 00:00:00,USDT/PLN,4.74369,4.794359,4.709893,4.753036,64718.58343074601,13616.26199144
1660953600000,2022-08-20 00:00:00,USDT/PLN,4.755913,4.770977,4.709893,4.746829,57424.44571225141,12097.43298363
1660867200000,2022-08-19 00:00:00,USDT/PLN,4.683705,4.774724,4.675797,4.757501,96784.74743813497,20343.61052959
1660780800000,2022-08-18 00:00:00,USDT/PLN,4.63828,4.715479,4.618602,4.695423,52333.64848198768,11145.67281414
1660694400000,2022-08-17 00:00:00,USDT/PLN,4.612607,4.67401,4.605,4.633462,59084.77945229633,12751.75655963
1660608000000,2022-08-16 00:00:00,USDT/PLN,4.609507,4.654937,4.596773,4.614755,53653.161030405616,11626.43759645
1660521600000,2022-08-15 00:00:00,USDT/PLN,4.573829,4.624556,4.555,4.604327,64419.359857639414,13991.04795503
1660435200000,2022-08-14 00:00:00,USDT/PLN,4.55604,4.582757,4.535275,4.576757,50974.74085381641,11137.74247875
1660348800000,2022-08-13 00:00:00,USDT/PLN,4.556269,4.571648,4.518747,4.55277,50853.71308134898,11169.84013718
1660262400000,2022-08-12 00:00:00,USDT/PLN,4.54604,4.584711,4.527007,4.554322,54812.7215181485,12035.31975081
1660176000000,2022-08-11 00:00:00,USDT/PLN,4.536108,4.591176,4.503686,4.542186,42835.31847813317,9430.55138608
1660089600000,2022-08-10 00:00:00,USDT/PLN,4.648945,4.650871,4.513769,4.542368,50358.56783326583,11086.41304123
1660003200000,2022-08-09 00:00:00,USDT/PLN,4.637058,4.637287,4.603419,4.615726,2936.677187003181,636.23299715
1659916800000,2022-08-08 00:00:00,USDT/PLN,4.636539,4.664364,4.584001,4.636818,61223.11514292574,13203.69165728
1659830400000,2022-08-07 00:00:00,USDT/PLN,4.640165,4.65749,4.616228,4.635957,52243.506649915675,11269.1956914
1659744000000,2022-08-06 00:00:00,USDT/PLN,4.638974,4.65749,4.620001,4.64023,50037.241761240715,10783.35379092
1659657600000,2022-08-05 00:00:00,USDT/PLN,4.611455,4.664858,4.58801,4.641984,71433.65550280089,15388.60442061
1659571200000,2022-08-04 00:00:00,USDT/PLN,4.622696,4.673146,4.55,4.611468,54087.988674581335,11729.01745704
1659484800000,2022-08-03 00:00:00,USDT/PLN,4.643348,4.745486,4.593526,4.633214,55013.78343430346,11873.78425307
1659398400000,2022-08-02 00:00:00,USDT/PLN,4.609835,4.837293,4.6,4.654927,55557.10116171534,11935.11759942
1659312000000,2022-08-01 00:00:00,USDT/PLN,4.632413,4.765609,4.60756,4.607864,53568.581963063705,11625.46940688
1659225600000,2022-07-31 00:00:00,USDT/PLN,4.633588,4.670323,4.606742,4.642718,55896.59588324204,12039.627624
1659139200000,2022-07-30 00:00:00,USDT/PLN,4.627175,4.670323,4.598654,4.631172,59741.79650062404,12899.93040652
1659052800000,2022-07-29 00:00:00,USDT/PLN,4.656937,4.745424,4.605681,4.62442,50350.691061968435,10888.00131951
1658966400000,2022-07-28 00:00:00,USDT/PLN,4.789999,4.922591,4.624404,4.667078,34042.218632237484,7294.11821106
1658880000000,2022-07-27 00:00:00,USDT/PLN,4.881477,4.901949,4.651001,4.739523,10740.710704688023,2266.20077689
1658793600000,2022-07-26 00:00:00,USDT/PLN,4.947139,5.666891,4.651,4.820658,13117.622878260308,2721.1270491
1658707200000,2022-07-25 00:00:00,USDT/PLN,6.034066,6.30124,4.6512,4.939645,21748.155350300953,4402.77699112
1658620800000,2022-07-24 00:00:00,USDT/PLN,6.210039,6.311599,5.940002,6.089746,12533.654607250699,2058.15720512
1658534400000,2022-07-23 00:00:00,USDT/PLN,6.243305,6.31217,6.003,6.192676,11789.340290301103,1903.75538625
1658448000000,2022-07-22 00:00:00,USDT/PLN,5.967316,6.31217,5.87,6.211056,12507.108356181483,2013.68468682
1658361600000,2022-07-21 00:00:00,USDT/PLN,6.147651,6.293288,5.750001,6.06762,12585.596568626625,2074.22293562
1658275200000,2022-07-20 00:00:00,USDT/PLN,6.110534,6.29329,5.945112,6.052958,14591.557604258618,2410.64907509
1658188800000,2022-07-19 00:00:00,USDT/PLN,6.178136,6.465262,5.934934,6.122336,14006.5152674169,2287.77304405
1658102400000,2022-07-18 00:00:00,USDT/PLN,6.144715,6.35,5.75,6.170783,14281.31842563639,2314.34461812
1658016000000,2022-07-17 00:00:00,USDT/PLN,6.037944,6.330601,5.792951,6.103738,7383.784340607054,1209.7151517
1657929600000,2022-07-16 00:00:00,USDT/PLN,6.017381,6.35,5.781545,5.958952,7805.29831173817,1309.84413228
1657843200000,2022-07-15 00:00:00,USDT/PLN,6.109854,6.3563,5.839214,6.102429,9615.635015448217,1575.70616806
1657756800000,2022-07-14 00:00:00,USDT/PLN,6.189483,6.55,5.910095,6.152463,7212.6510186273445,1172.31928394
1657670400000,2022-07-13 00:00:00,USDT/PLN,6.293395,6.55,6.050954,6.062086,7171.922561312737,1183.07832672
1657584000000,2022-07-12 00:00:00,USDT/PLN,6.302519,6.55,6.100044,6.369407,7991.168782493474,1254.61738942
1657497600000,2022-07-11 00:00:00,USDT/PLN,6.252582,6.54,6.021854,6.324488,9212.860042380835,1456.6965804
1657411200000,2022-07-10 00:00:00,USDT/PLN,6.106919,6.129951,6.058474,6.064668,363.88008,60.0
1657324800000,2022-07-09 00:00:00,USDT/PLN,6.006934,6.4,5.600001,6.065327,7570.386373493719,1248.14150556
1657238400000,2022-07-08 00:00:00,USDT/PLN,6.113426,6.349999,5.200016,5.852167,9340.935873661005,1596.1499174
1657152000000,2022-07-07 00:00:00,USDT/PLN,6.357245,6.55,5.1,6.089588,16844.934661785697,2766.18626117
1657065600000,2022-07-06 00:00:00,USDT/PLN,6.06224,6.55,6.04136,6.355517,6750.129259608864,1062.08971821
1656979200000,2022-07-05 00:00:00,USDT/PLN,6.395111,6.55,5.821866,6.283553,8286.281301257379,1318.72545696
1656892800000,2022-07-04 00:00:00,USDT/PLN,6.310845,6.549999,6.151512,6.344106,8185.123828528793,1290.19342182
1656806400000,2022-07-03 00:00:00,USDT/PLN,6.204366,6.548916,5.959881,6.315764,7520.577831764612,1190.76295944
1656720000000,2022-07-02 00:00:00,USDT/PLN,6.159903,6.55,5.956364,6.259541,8087.067176135526,1291.95849602
1656633600000,2022-07-01 00:00:00,USDT/PLN,6.261766,6.55,5.821759,5.993153,6318.762639939263,1054.33027322
1656547200000,2022-06-30 00:00:00,USDT/PLN,5.927827,6.55,5.700125,6.127223,8799.405386881604,1436.11639186
1656460800000,2022-06-29 00:00:00,USDT/PLN,5.883549,6.349997,5.7,6.098695,7217.384194458999,1183.43091341
1656374400000,2022-06-28 00:00:00,USDT/PLN,5.801515,5.874039,5.749196,5.77553,277.22544,48.0
1656288000000,2022-06-27 00:00:00,USDT/PLN,5.700674,6.065371,5.300029,5.757231,7501.102899696931,1302.90115156
1656201600000,2022-06-26 00:00:00,USDT/PLN,5.730865,5.962947,5.500001,5.85798,9103.623479710135,1554.0550633
1656115200000,2022-06-25 00:00:00,USDT/PLN,5.619398,5.856718,5.33971,5.743597,8882.349862744733,1546.47860265
1656028800000,2022-06-24 00:00:00,USDT/PLN,5.480977,5.740895,5.350234,5.556782,10908.978364365576,1963.18271337
1655942400000,2022-06-23 00:00:00,USDT/PLN,5.682379,5.899995,5.28961,5.65499,7336.496276018542,1297.34911574
1655856000000,2022-06-22 00:00:00,USDT/PLN,5.443179,5.891925,5.337731,5.725537,7376.177331044018,1288.29441344
1655769600000,2022-06-21 00:00:00,USDT/PLN,5.765703,5.899998,5.1,5.392986,9284.367624193375,1721.56345746
1655683200000,2022-06-20 00:00:00,USDT/PLN,5.109973,5.9,5.021775,5.73729,12452.879346053853,2170.51593105
1655596800000,2022-06-19 00:00:00,USDT/PLN,5.09304,5.9,4.852638,5.031123,12435.711498421664,2471.75660353
1655510400000,2022-06-18 00:00:00,USDT/PLN,4.981199,5.683853,4.6512,5.045679,13247.70659933757,2625.55477654
1655424000000,2022-06-17 00:00:00,USDT/PLN,5.408432,5.7,4.567493,5.096772,124926.00375300918,24510.80875366
1655337600000,2022-06-16 00:00:00,USDT/PLN,5.657867,6.243675,4.550001,5.423864,126538.14567585684,23329.8891115
1655251200000,2022-06-15 00:00:00,USDT/PLN,5.828235,6.449384,5.429998,5.729268,11350.922449815329,1981.21687619
1655164800000,2022-06-14 00:00:00,USDT/PLN,5.866512,6.55,5.24469,5.964604,11449.347500513783,1919.5486407
1655078400000,2022-06-13 00:00:00,USDT/PLN,4.864663,6.016775,4.819419,5.775133,11264.188345377155,1950.46388462
1654992000000,2022-06-12 00:00:00,USDT/PLN,4.760732,5.164354,4.475095,4.86549,5329.287266621139,1095.32385569
1654905600000,2022-06-11 00:00:00,USDT/PLN,4.427134,5.149566,4.18106,4.535368,5775.545481220434,1273.44583311
1654819200000,2022-06-10 00:00:00,USDT/PLN,4.373649,4.622505,4.182706,4.321141,4887.626536339115,1131.09628599
1654732800000,2022-06-09 00:00:00,USDT/PLN,4.245426,4.499033,4.040111,4.311759,5172.961459116311,1199.73344037
1654646400000,2022-06-08 00:00:00,USDT/PLN,3.926511,4.407087,3.550056,4.210978,6167.882251922974,1464.71490754
1654560000000,2022-06-07 00:00:00,USDT/PLN,3.773966,5.024173,3.500001,4.071197,5150.1862214203675,1265.02997065
1654473600000,2022-06-06 00:00:00,USDT/PLN,4.240675,5.164336,3.31425,4.218882,6950.671169353152,1647.51495049
1654387200000,2022-06-05 00:00:00,USDT/PLN,4.275398,5.164336,3.700018,4.382205,5781.541142912472,1319.32238289
1654300800000,2022-06-04 00:00:00,USDT/PLN,3.916558,5.011951,3.510452,4.053032,4609.130689324655,1137.20560048
1654214400000,2022-06-03 00:00:00,USDT/PLN,5.084545,5.499999,3.91934,4.195966,8544.569827409023,2036.37727937
1654128000000,2022-06-02 00:00:00,USDT/PLN,5.233966,5.889999,4.700001,5.020785,6754.751518997651,1345.35765204
1654041600000,2022-06-01 00:00:00,USDT/PLN,5.683273,5.709703,5.033468,5.407383,6448.198480880274,1192.48044403
1653955200000,2022-05-31 00:00:00,USDT/PLN,5.340615,5.88898,5.058653,5.683299,6031.80185397379,1061.3205207
1653868800000,2022-05-30 00:00:00,USDT/PLN,5.196614,5.988758,5.0,5.091705,6089.3164991766935,1195.92877026
1653782400000,2022-05-29 00:00:00,USDT/PLN,5.60292,5.989999,4.626783,5.303095,6215.187888632335,1171.99256069
1653696000000,2022-05-28 00:00:00,USDT/PLN,5.255152,5.989239,5.131787,5.286708,6105.509309687663,1154.87923859
1653609600000,2022-05-27 00:00:00,USDT/PLN,5.191992,5.361963,4.967113,5.215795,6077.368179533311,1165.18539926
1653523200000,2022-05-26 00:00:00,USDT/PLN,4.928331,5.350634,4.885359,5.245995,7453.14336795931,1420.73016996
1653436800000,2022-05-25 00:00:00,USDT/PLN,4.800818,5.117938,4.502961,4.94272,13638.207219044421,2759.25142817
1653350400000,2022-05-24 00:00:00,USDT/PLN,4.825181,5.0,4.746249,4.807614,19585.679044705885,4073.88759678
1653264000000,2022-05-23 00:00:00,USDT/PLN,4.854797,4.982014,4.762974,4.878129,20132.02750779677,4126.99777062
1653177600000,2022-05-22 00:00:00,USDT/PLN,4.786964,4.942111,4.698848,4.883834,21373.794398903763,4376.43752816
1653091200000,2022-05-21 00:00:00,USDT/PLN,4.744293,4.907951,4.65,4.78374,21737.88090807886,4544.11839023
1653004800000,2022-05-20 00:00:00,USDT/PLN,5.028106,5.499836,4.162461,4.737406,23000.299334207677,4855.0407827
1652918400000,2022-05-19 00:00:00,USDT/PLN,5.281511,6.981725,4.16256,4.794745,23248.89113919393,4848.82744321
1652832000000,2022-05-18 00:00:00,USDT/PLN,5.112352,5.321395,5.057194,5.279667,24137.548446645662,4571.79372234
1652745600000,2022-05-17 00:00:00,USDT/PLN,5.116103,5.242287,5.032279,5.091396,22170.40967240851,4354.48542451
1652659200000,2022-05-16 00:00:00,USDT/PLN,4.889189,5.181133,4.770953,5.128302,23056.411238304252,4495.91526363
1652572800000,2022-05-15 00:00:00,USDT/PLN,4.938209,5.117437,4.752904,4.786423,21506.96473184817,4493.32721572
1652486400000,2022-05-14 00:00:00,USDT/PLN,5.076654,5.682048,4.733933,5.036717,25136.32201479613,4990.61631114
1652400000000,2022-05-13 00:00:00,USDT/PLN,5.681398,5.687882,4.83,5.10576,22947.019749545867,4494.33967706
1652313600000,2022-05-12 00:00:00,USDT/PLN,5.392004,5.786974,5.258014,5.546423,24467.426632400828,4411.38849893
1652227200000,2022-05-11 00:00:00,USDT/PLN,5.424707,15.755091,5.296073,5.358463,24632.230558857642,4596.88357629
1652140800000,2022-05-10 00:00:00,USDT/PLN,5.612799,5.734135,5.268967,5.425,24124.371905679498,4446.88883054
1652054400000,2022-05-09 00:00:00,USDT/PLN,5.150648,5.666894,4.946316,5.666894,27220.326288945555,4803.39429129
1651968000000,2022-05-08 00:00:00,USDT/PLN,5.150165,5.185357,5.055437,5.127473,24167.150516679136,4713.26724035
1651881600000,2022-05-07 00:00:00,USDT/PLN,4.933699,5.094633,4.841648,5.085143,22426.581350290307,4410.21645808
1651795200000,2022-05-06 00:00:00,USDT/PLN,4.988563,5.132648,4.841779,4.860081,20159.14926280598,4147.90396761
1651708800000,2022-05-05 00:00:00,USDT/PLN,4.729565,5.031675,4.652265,4.96884,22949.232349298414,4618.62977059
1651622400000,2022-05-04 00:00:00,USDT/PLN,4.812766,4.907952,4.701104,4.767416,20205.226099368334,4238.19236655
1651536000000,2022-05-03 00:00:00,USDT/PLN,4.675077,4.8744,4.592033,4.827123,19216.299585642035,3980.90116735
1651449600000,2022-05-02 00:00:00,USDT/PLN,4.705932,4.759998,4.592883,4.622006,21506.201138867535,4653.00156228
1651363200000,2022-05-01 00:00:00,USDT/PLN,4.58605,4.730667,4.570571,4.722722,22812.420733541047,4830.35434513
1651276800000,2022-04-30 00:00:00,USDT/PLN,4.546246,4.649995,4.501355,4.636418,21656.871202501636,4671.03509703
1651190400000,2022-04-29 00:00:00,USDT/PLN,4.394822,4.649997,4.003041,4.575768,19819.658233007434,4331.43862036
1651104000000,2022-04-28 00:00:00,USDT/PLN,4.372405,4.649998,4.187571,4.524867,21318.399354557056,4711.38695448
1651017600000,2022-04-27 00:00:00,USDT/PLN,4.446572,4.473232,4.356306,4.376621,19756.04025537255,4513.99384488
1650931200000,2022-04-26 00:00:00,USDT/PLN,4.262117,4.471672,4.21626,4.439564,18968.911945486154,4272.69703635
1650844800000,2022-04-25 00:00:00,USDT/PLN,4.438302,4.460022,4.213787,4.273515,19727.30620071342,4616.17806436
1650758400000,2022-04-24 00:00:00,USDT/PLN,4.316181,4.412209,4.316181,4.373155,1071.422975,245
1650672000000,2022-04-23 00:00:00,USDT/PLN,4.372603,4.41736,4.301417,4.319928,18018.419688,4171
1650585600000,2022-04-22 00:00:00,USDT/PLN,4.296068,4.39886,4.268724,4.334146,9179.829377598406,2118.02495292
1650240000000,2022-04-18 00:00:00,USDT/PLN,4.362111,4.704697,3.89,4.704697,165.19604951971985,35.11300505
1650067200000,2022-04-16 00:00:00,USDT/PLN,4.362111,4.362111,4.362111,4.362111,1.90999998579429,0.43786139
1649980800000,2022-04-15 00:00:00,USDT/PLN,4.22,4.455205,4.218908,4.362111,146.5352097683046,33.59272833
1649808000000,2022-04-13 00:00:00,USDT/PLN,4.3001,4.3001,4.3001,4.3001,4.300530009999999,1.0001
