https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BOND,Volume USDT
1663347600,2022-09-16 17:00:00,BOND/USDT,5.79,5.82,5.76,5.8,315.9106,1828.0416652
1663344000,2022-09-16 16:00:00,BOND/USDT,5.834,5.852,5.785,5.785,91.5804,533.3716421
1663340400,2022-09-16 15:00:00,BOND/USDT,5.897,5.919,5.793,5.834,622.8484,3655.273219
1663336800,2022-09-16 14:00:00,BOND/USDT,5.783,5.91,5.771,5.882,524.458,3070.1787487
1663333200,2022-09-16 13:00:00,BOND/USDT,5.786,5.86,5.765,5.789,745.121,4329.8213248
1663329600,2022-09-16 12:00:00,BOND/USDT,5.821,5.825,5.787,5.8,250.503,1453.5965009
1663326000,2022-09-16 11:00:00,BOND/USDT,5.829,5.835,5.819,5.824,611.9961,3563.056014
1663322400,2022-09-16 10:00:00,BOND/USDT,5.821,5.834,5.812,5.823,161.1655,938.3163012
1663318800,2022-09-16 09:00:00,BOND/USDT,5.785,5.829,5.785,5.829,108.2523,628.2179865
1663315200,2022-09-16 08:00:00,BOND/USDT,5.888,5.899,5.777,5.777,747.4449,4350.8559809
1663311600,2022-09-16 07:00:00,BOND/USDT,5.924,5.945,5.889,5.891,182.0003,1078.3511462
1663308000,2022-09-16 06:00:00,BOND/USDT,5.92,5.936,5.886,5.899,778.9146,4596.3742871
1663304400,2022-09-16 05:00:00,BOND/USDT,5.986,6.072,5.885,5.885,836.4917,5005.7922517
1663300800,2022-09-16 04:00:00,BOND/USDT,5.915,5.99,5.911,5.99,406.3736,2411.711779
1663297200,2022-09-16 03:00:00,BOND/USDT,5.896,5.934,5.896,5.928,80.0554,473.3463312
1663293600,2022-09-16 02:00:00,BOND/USDT,5.863,5.932,5.828,5.91,315.0888,1854.2272112
1663290000,2022-09-16 01:00:00,BOND/USDT,5.97,5.97,5.848,5.862,548.7556,3236.6222903
1663286400,2022-09-16 00:00:00,BOND/USDT,5.84,6,5.827,5.981,640.8673,3810.4552008
1663282800,2022-09-15 23:00:00,BOND/USDT,5.88,5.895,5.841,5.861,116.3042,681.6966422
1663279200,2022-09-15 22:00:00,BOND/USDT,5.936,5.947,5.85,5.85,324.5964,1911.1881151
1663275600,2022-09-15 21:00:00,BOND/USDT,5.958,5.958,5.92,5.936,134.6272,801.0354992
1663272000,2022-09-15 20:00:00,BOND/USDT,5.951,5.971,5.951,5.965,40.338,240.5675025
1663268400,2022-09-15 19:00:00,BOND/USDT,5.919,5.95,5.912,5.941,199.5508,1180.7839097
1663264800,2022-09-15 18:00:00,BOND/USDT,5.908,5.965,5.9,5.917,484.9408,2882.9113115
1663261200,2022-09-15 17:00:00,BOND/USDT,5.95,5.97,5.905,5.912,589.3534,3491.7757203
1663257600,2022-09-15 16:00:00,BOND/USDT,5.906,5.94,5.895,5.918,145.085,859.0867616
1663254000,2022-09-15 15:00:00,BOND/USDT,5.902,5.955,5.86,5.9,395.5662,2335.5391484
1663250400,2022-09-15 14:00:00,BOND/USDT,6.003,6.003,5.888,5.926,2182.989,12945.0125517
1663246800,2022-09-15 13:00:00,BOND/USDT,6.019,6.019,5.97,6.01,48.4863,290.3067784
1663243200,2022-09-15 12:00:00,BOND/USDT,6.046,6.05,5.998,6.014,240.1958,1445.1698108
1663239600,2022-09-15 11:00:00,BOND/USDT,6.076,6.088,6.023,6.088,361.5031,2188.3465252
1663236000,2022-09-15 10:00:00,BOND/USDT,6.176,6.26,6.042,6.07,914.6184,5626.8762752
1663232400,2022-09-15 09:00:00,BOND/USDT,6.123,6.186,6.068,6.186,675.5836,4137.0075517
1663228800,2022-09-15 08:00:00,BOND/USDT,6.094,6.161,6.009,6.131,1212.9675,7392.1249155
1663225200,2022-09-15 07:00:00,BOND/USDT,6.105,6.193,6.076,6.095,687.7127,4216.4613077
1663221600,2022-09-15 06:00:00,BOND/USDT,6.015,6.123,5.971,6.123,678.2279,4110.6527774
1663218000,2022-09-15 05:00:00,BOND/USDT,5.98,6.058,5.98,6.002,282.5721,1703.8030469
1663214400,2022-09-15 04:00:00,BOND/USDT,5.97,5.98,5.945,5.959,402.0878,2396.3719464
1663210800,2022-09-15 03:00:00,BOND/USDT,6.05,6.05,5.924,5.95,748.7569,4482.5457888
1663207200,2022-09-15 02:00:00,BOND/USDT,6.1,6.26,6.036,6.064,3310.6756,20305.991052
1663203600,2022-09-15 01:00:00,BOND/USDT,5.982,6.127,5.929,6.105,953.0685,5756.6092369
1663200000,2022-09-15 00:00:00,BOND/USDT,5.942,6.055,5.918,5.981,962.7009,5767.3315926
1663196400,2022-09-14 23:00:00,BOND/USDT,6.009,6.009,5.912,5.949,734.6186,4377.2702284
1663192800,2022-09-14 22:00:00,BOND/USDT,5.999,6.055,5.999,6.026,309.6995,1867.7097615
1663189200,2022-09-14 21:00:00,BOND/USDT,5.91,5.995,5.896,5.995,240.8026,1438.3375517
1663185600,2022-09-14 20:00:00,BOND/USDT,5.953,5.957,5.901,5.901,171.253,1016.8274029
1663182000,2022-09-14 19:00:00,BOND/USDT,5.922,5.987,5.895,5.977,470.8101,2800.0505216
1663178400,2022-09-14 18:00:00,BOND/USDT,5.931,5.979,5.861,5.925,1467.4212,8691.3059215
1663174800,2022-09-14 17:00:00,BOND/USDT,5.934,5.98,5.92,5.952,150.5495,893.7270384
1663171200,2022-09-14 16:00:00,BOND/USDT,6.031,6.053,5.937,5.951,724.5957,4334.4432412
1663167600,2022-09-14 15:00:00,BOND/USDT,6.05,6.099,6.008,6.056,744.3426,4516.1698062
1663164000,2022-09-14 14:00:00,BOND/USDT,6.01,6.098,5.967,6.049,3296.5578,19848.5916629
1663160400,2022-09-14 13:00:00,BOND/USDT,6.061,6.105,5.918,5.981,1781.2615,10699.1934368
1663156800,2022-09-14 12:00:00,BOND/USDT,5.902,6.155,5.844,6.073,2388.2699,14268.988467
1663153200,2022-09-14 11:00:00,BOND/USDT,5.87,5.914,5.865,5.91,394.3882,2320.0336572
1663149600,2022-09-14 10:00:00,BOND/USDT,5.889,5.921,5.848,5.869,412.1861,2429.0402084
1663146000,2022-09-14 09:00:00,BOND/USDT,5.94,5.976,5.857,5.881,719.1721,4245.4410311
1663142400,2022-09-14 08:00:00,BOND/USDT,5.884,6.024,5.821,5.97,1591.64,9416.4916523
1663138800,2022-09-14 07:00:00,BOND/USDT,6.055,6.064,5.87,5.876,1044.4397,6230.934798
1663135200,2022-09-14 06:00:00,BOND/USDT,6.207,6.207,6.013,6.052,2263.6928,13860.4078905
1663131600,2022-09-14 05:00:00,BOND/USDT,6.169,6.295,6.136,6.217,3413.9879,21289.7028968
1663128000,2022-09-14 04:00:00,BOND/USDT,6.064,6.232,6.03,6.169,4648.3462,28415.1659444
1663124400,2022-09-14 03:00:00,BOND/USDT,6.266,6.48,6.04,6.093,7126.962,44641.2261923
1663120800,2022-09-14 02:00:00,BOND/USDT,5.856,6.28,5.856,6.28,2405.3494,14554.4842591
1663117200,2022-09-14 01:00:00,BOND/USDT,5.794,5.868,5.794,5.868,122.4315,716.2502116
1663113600,2022-09-14 00:00:00,BOND/USDT,5.784,5.81,5.75,5.79,105.1189,606.5197985
1663110000,2022-09-13 23:00:00,BOND/USDT,5.819,5.826,5.794,5.794,269.4916,1564.6739751
1663106400,2022-09-13 22:00:00,BOND/USDT,5.794,5.83,5.777,5.83,74.938,434.579622
1663102800,2022-09-13 21:00:00,BOND/USDT,5.758,5.83,5.754,5.794,1063.2922,6176.6107546
1663099200,2022-09-13 20:00:00,BOND/USDT,5.786,5.786,5.74,5.765,373.6001,2152.0497486
1663095600,2022-09-13 19:00:00,BOND/USDT,5.813,5.837,5.754,5.775,504.1876,2919.7361314
1663092000,2022-09-13 18:00:00,BOND/USDT,5.866,5.87,5.807,5.814,286.4765,1670.6628219
1663088400,2022-09-13 17:00:00,BOND/USDT,5.852,5.915,5.852,5.868,616.0818,3625.9739764
1663084800,2022-09-13 16:00:00,BOND/USDT,5.866,5.907,5.82,5.86,207.8126,1218.6085956
1663081200,2022-09-13 15:00:00,BOND/USDT,5.911,5.911,5.868,5.868,383.9566,2262.4556148
1663077600,2022-09-13 14:00:00,BOND/USDT,5.892,5.941,5.857,5.941,795.1421,4694.345992
1663074000,2022-09-13 13:00:00,BOND/USDT,5.889,5.911,5.8,5.896,3694.5958,21549.3258577
1663070400,2022-09-13 12:00:00,BOND/USDT,6.097,6.132,5.77,5.883,6832.77481267,40258.5337399059
1663066800,2022-09-13 11:00:00,BOND/USDT,6.137,6.137,6.077,6.077,610.5884,3721.8241894
1663063200,2022-09-13 10:00:00,BOND/USDT,6.082,6.139,6.082,6.118,147.0367,898.8301492
1663059600,2022-09-13 09:00:00,BOND/USDT,6.135,6.135,6.063,6.065,341.5316,2081.0172932
1663056000,2022-09-13 08:00:00,BOND/USDT,6.14,6.181,6.138,6.138,3883.7314,23943.269306
1663052400,2022-09-13 07:00:00,BOND/USDT,6.1,6.14,6.092,6.128,95.6368,584.1622301
1663048800,2022-09-13 06:00:00,BOND/USDT,6.143,6.143,6.056,6.101,363.3218,2219.6093838
1663045200,2022-09-13 05:00:00,BOND/USDT,6.127,6.15,6.127,6.141,191.8145,1177.7994262
1663041600,2022-09-13 04:00:00,BOND/USDT,6.145,6.162,6.116,6.129,542.8939,3327.9722369
1663038000,2022-09-13 03:00:00,BOND/USDT,6.13,6.143,6.099,6.14,88.1747,540.7204348
1663034400,2022-09-13 02:00:00,BOND/USDT,6.057,6.186,6.04,6.14,841.8082,5148.6490083
1663030800,2022-09-13 01:00:00,BOND/USDT,6.089,6.092,6.053,6.059,41.0691,249.6475512
1663027200,2022-09-13 00:00:00,BOND/USDT,6.143,6.171,6.073,6.078,502.7125,3079.3212354
1663023600,2022-09-12 23:00:00,BOND/USDT,6.095,6.14,6.077,6.14,325.2718,1983.3445136
1663020000,2022-09-12 22:00:00,BOND/USDT,6.101,6.108,6.093,6.093,5.6998,34.7581815
1663016400,2022-09-12 21:00:00,BOND/USDT,6.167,6.167,6.09,6.104,219.9081,1346.7153542
1663012800,2022-09-12 20:00:00,BOND/USDT,6.17,6.187,6.155,6.166,18.372,113.275119
1663009200,2022-09-12 19:00:00,BOND/USDT,6.168,6.195,6.139,6.195,313.4008,1932.9141261
1663005600,2022-09-12 18:00:00,BOND/USDT,6.162,6.19,6.143,6.179,173.1168,1067.2896997
1663002000,2022-09-12 17:00:00,BOND/USDT,6.123,6.204,6.098,6.163,460.6983,2833.0349881
1662998400,2022-09-12 16:00:00,BOND/USDT,6.155,6.162,6.07,6.12,1437.6635,8791.6928169
1662994800,2022-09-12 15:00:00,BOND/USDT,6.234,6.234,6.108,6.164,3480.0003,21493.2646463
1662991200,2022-09-12 14:00:00,BOND/USDT,6.293,6.298,6.233,6.239,395.262,2474.3852901
1662987600,2022-09-12 13:00:00,BOND/USDT,6.297,6.32,6.273,6.296,1618.7897,10197.2158496
1662984000,2022-09-12 12:00:00,BOND/USDT,6.307,6.31,6.238,6.289,717.1361,4496.319435
1662980400,2022-09-12 11:00:00,BOND/USDT,6.335,6.405,6.287,6.293,1027.5265,6523.7866243
1662976800,2022-09-12 10:00:00,BOND/USDT,6.28,6.436,6.27,6.33,1247.4374,7948.2799543
1662973200,2022-09-12 09:00:00,BOND/USDT,6.34,6.348,6.278,6.298,606.6484,3833.9713526
1662969600,2022-09-12 08:00:00,BOND/USDT,6.326,6.362,6.326,6.35,524.0659,3326.7849669
1662966000,2022-09-12 07:00:00,BOND/USDT,6.322,6.374,6.309,6.326,479.4742,3043.6433481
1662962400,2022-09-12 06:00:00,BOND/USDT,6.336,6.336,6.306,6.336,180.5964,1142.6429194
1662958800,2022-09-12 05:00:00,BOND/USDT,6.288,6.352,6.288,6.327,405.3144,2570.848201
1662955200,2022-09-12 04:00:00,BOND/USDT,6.288,6.296,6.267,6.291,9.922,62.312071
1662951600,2022-09-12 03:00:00,BOND/USDT,6.283,6.287,6.234,6.281,323.4963,2026.2747744
1662948000,2022-09-12 02:00:00,BOND/USDT,6.336,6.336,6.265,6.27,168.7689,1062.1726522
1662944400,2022-09-12 01:00:00,BOND/USDT,6.253,6.344,6.249,6.333,280.9752,1769.1291982
1662940800,2022-09-12 00:00:00,BOND/USDT,6.313,6.318,6.231,6.231,1247.4352,7839.6938028
1662937200,2022-09-11 23:00:00,BOND/USDT,6.315,6.337,6.311,6.318,517.4136,3275.1992558
1662933600,2022-09-11 22:00:00,BOND/USDT,6.342,6.342,6.316,6.336,340.8434,2154.2115138
1662930000,2022-09-11 21:00:00,BOND/USDT,6.354,6.372,6.321,6.321,420.2504,2669.3777357
1662926400,2022-09-11 20:00:00,BOND/USDT,6.47,6.493,6.334,6.338,833.764,5346.0562001
1662922800,2022-09-11 19:00:00,BOND/USDT,6.314,6.486,6.309,6.459,1416.8817,9082.1713838
1662919200,2022-09-11 18:00:00,BOND/USDT,6.338,6.364,6.3,6.3,194.4782,1231.8619539
1662915600,2022-09-11 17:00:00,BOND/USDT,6.347,6.395,6.337,6.338,670.5998,4263.3272081
1662912000,2022-09-11 16:00:00,BOND/USDT,6.311,6.358,6.298,6.332,385.4352,2440.1712475
1662908400,2022-09-11 15:00:00,BOND/USDT,6.295,6.387,6.295,6.323,1089.2323,6892.7162665
1662904800,2022-09-11 14:00:00,BOND/USDT,6.32,6.6,6.233,6.302,5305.1208,33845.0605201
1662901200,2022-09-11 13:00:00,BOND/USDT,6.4,6.406,6.314,6.322,1068.1079,6783.4127609
1662897600,2022-09-11 12:00:00,BOND/USDT,6.297,6.438,6.253,6.385,3996.2908,25309.597318
1662894000,2022-09-11 11:00:00,BOND/USDT,6.279,6.308,6.279,6.304,469.1914,2955.3102619
1662890400,2022-09-11 10:00:00,BOND/USDT,6.283,6.298,6.257,6.28,320.6225,2013.6845755
1662886800,2022-09-11 09:00:00,BOND/USDT,6.3,6.3,6.286,6.286,559.52,3521.4584816
1662883200,2022-09-11 08:00:00,BOND/USDT,6.317,6.344,6.301,6.301,217.7019,1376.8523165
1662879600,2022-09-11 07:00:00,BOND/USDT,6.273,6.333,6.27,6.302,530.7792,3351.7833329
1662876000,2022-09-11 06:00:00,BOND/USDT,6.302,6.313,6.232,6.277,1313.3088,8219.6582856
1662872400,2022-09-11 05:00:00,BOND/USDT,6.298,6.33,6.286,6.303,195.5253,1231.7206541
1662868800,2022-09-11 04:00:00,BOND/USDT,6.367,6.367,6.3,6.3,396.0557,2504.8091515
1662865200,2022-09-11 03:00:00,BOND/USDT,6.368,6.371,6.341,6.351,163.2797,1036.9252713
1662861600,2022-09-11 02:00:00,BOND/USDT,6.387,6.387,6.355,6.37,1437.0042,9150.7992677
1662858000,2022-09-11 01:00:00,BOND/USDT,6.412,6.426,6.394,6.394,171.7234,1102.3551243
1662854400,2022-09-11 00:00:00,BOND/USDT,6.423,6.5,6.373,6.403,679.0772,4364.8408199
1662850800,2022-09-10 23:00:00,BOND/USDT,6.315,6.575,6.315,6.398,4773.5481,30694.6962097
1662847200,2022-09-10 22:00:00,BOND/USDT,6.27,6.32,6.27,6.315,344.1411,2168.813128
1662843600,2022-09-10 21:00:00,BOND/USDT,6.282,6.301,6.266,6.294,427.4844,2687.4916765
1662840000,2022-09-10 20:00:00,BOND/USDT,6.275,6.275,6.249,6.266,761.7914,4770.9198683
1662836400,2022-09-10 19:00:00,BOND/USDT,6.291,6.291,6.262,6.262,423.5673,2660.6279669
1662832800,2022-09-10 18:00:00,BOND/USDT,6.279,6.307,6.265,6.289,925.6015,5817.9043683
1662829200,2022-09-10 17:00:00,BOND/USDT,6.291,6.296,6.245,6.261,111.6905,700.3931808
1662825600,2022-09-10 16:00:00,BOND/USDT,6.213,6.293,6.213,6.291,917.5806,5723.4901416
1662822000,2022-09-10 15:00:00,BOND/USDT,6.232,6.259,6.201,6.205,1153.4446,7191.1558228
1662818400,2022-09-10 14:00:00,BOND/USDT,6.23,6.269,6.219,6.247,454.9491,2843.64869
1662814800,2022-09-10 13:00:00,BOND/USDT,6.32,6.333,6.213,6.228,1688.3949,10630.4952454
1662811200,2022-09-10 12:00:00,BOND/USDT,6.325,6.327,6.264,6.32,334.0349,2107.3033142
1662807600,2022-09-10 11:00:00,BOND/USDT,6.31,6.364,6.296,6.332,399.5321,2528.3099761
1662804000,2022-09-10 10:00:00,BOND/USDT,6.371,6.385,6.265,6.321,2011.6157,12730.1103933
1662800400,2022-09-10 09:00:00,BOND/USDT,6.38,6.4,6.367,6.374,198.2175,1264.144949
1662796800,2022-09-10 08:00:00,BOND/USDT,6.4,6.407,6.365,6.394,234.0969,1494.8108615
1662793200,2022-09-10 07:00:00,BOND/USDT,6.498,6.503,6.372,6.372,902.5924,5817.0582664
1662789600,2022-09-10 06:00:00,BOND/USDT,6.4,6.523,6.395,6.499,1702.883,10994.9309276
1662786000,2022-09-10 05:00:00,BOND/USDT,6.535,6.535,6.395,6.404,9371.0279,60064.4469811
1662782400,2022-09-10 04:00:00,BOND/USDT,6.416,6.608,6.416,6.536,3127.488,20398.5216405
1662778800,2022-09-10 03:00:00,BOND/USDT,6.41,6.43,6.376,6.408,376.5838,2409.8011279
1662775200,2022-09-10 02:00:00,BOND/USDT,6.586,6.586,6.382,6.406,1132.8873,7307.2975356
1662771600,2022-09-10 01:00:00,BOND/USDT,6.371,6.605,6.371,6.584,3361.2581,21859.2154791
1662768000,2022-09-10 00:00:00,BOND/USDT,6.371,6.395,6.332,6.34,205.4015,1305.7848215
1662764400,2022-09-09 23:00:00,BOND/USDT,6.351,6.4,6.343,6.362,291.6099,1854.6078555
1662760800,2022-09-09 22:00:00,BOND/USDT,6.34,6.358,6.322,6.341,504.3684,3200.4741393
1662757200,2022-09-09 21:00:00,BOND/USDT,6.328,6.342,6.321,6.33,145.3676,920.2988726
1662753600,2022-09-09 20:00:00,BOND/USDT,6.377,6.387,6.323,6.34,1324.5767,8396.1992955
1662750000,2022-09-09 19:00:00,BOND/USDT,6.333,6.426,6.318,6.372,4065.4763,25832.1833103
1662746400,2022-09-09 18:00:00,BOND/USDT,6.307,6.366,6.286,6.344,857.0478,5413.4262274
1662742800,2022-09-09 17:00:00,BOND/USDT,6.309,6.329,6.278,6.314,491.344,3095.5991044
1662739200,2022-09-09 16:00:00,BOND/USDT,6.256,6.36,6.213,6.288,13003.5116,82208.6282106
1662735600,2022-09-09 15:00:00,BOND/USDT,6.299,6.306,6.253,6.264,1109.8159,6959.9625421
1662732000,2022-09-09 14:00:00,BOND/USDT,6.274,6.344,6.274,6.299,2396.0084,15111.2777133
1662728400,2022-09-09 13:00:00,BOND/USDT,6.306,6.306,6.2,6.258,1988.9889,12425.6902084
1662724800,2022-09-09 12:00:00,BOND/USDT,6.248,6.36,6.232,6.324,2879.2775,18168.5270544
1662721200,2022-09-09 11:00:00,BOND/USDT,6.378,6.378,6.2,6.246,4531.8957,28452.1336752
1662717600,2022-09-09 10:00:00,BOND/USDT,6.403,6.456,6.362,6.366,2790.2319,17860.4820011
1662714000,2022-09-09 09:00:00,BOND/USDT,6.337,6.438,6.319,6.438,472.6748,3006.5532435
1662710400,2022-09-09 08:00:00,BOND/USDT,6.332,6.363,6.307,6.345,825.0764,5220.7317672
1662706800,2022-09-09 07:00:00,BOND/USDT,6.456,6.456,6.324,6.363,898.9668,5736.6172068
1662703200,2022-09-09 06:00:00,BOND/USDT,6.358,6.5,6.339,6.423,3121.5162,20094.4980801
1662699600,2022-09-09 05:00:00,BOND/USDT,6.32,6.375,6.298,6.375,1605.5445,10179.5337983
1662696000,2022-09-09 04:00:00,BOND/USDT,6.22,6.34,6.22,6.307,2322.3065,14560.4083884
1662692400,2022-09-09 03:00:00,BOND/USDT,6.159,6.219,6.152,6.219,315.5414,1955.9738328
1662688800,2022-09-09 02:00:00,BOND/USDT,6.123,6.184,6.123,6.156,990.4486,6108.7619753
1662685200,2022-09-09 01:00:00,BOND/USDT,6.139,6.139,6.099,6.119,465.2017,2850.0042061
1662681600,2022-09-09 00:00:00,BOND/USDT,6.137,6.162,6.122,6.151,277.1841,1704.9294238
1662678000,2022-09-08 23:00:00,BOND/USDT,6.11,6.145,6.099,6.137,307.6888,1884.152684
1662674400,2022-09-08 22:00:00,BOND/USDT,6.09,6.117,6.079,6.1,397.0791,2417.4505488
1662670800,2022-09-08 21:00:00,BOND/USDT,6.123,6.151,6.09,6.1,601.6418,3677.4620514
1662667200,2022-09-08 20:00:00,BOND/USDT,6.099,6.162,6.099,6.106,1476.5852,9039.342877
1662663600,2022-09-08 19:00:00,BOND/USDT,6.065,6.132,6.061,6.097,703.9216,4293.8919574
1662660000,2022-09-08 18:00:00,BOND/USDT,6.091,6.092,6.053,6.061,865.18,5252.4798426
1662656400,2022-09-08 17:00:00,BOND/USDT,6.062,6.14,6.052,6.09,9388.5492,57518.5487732
1662652800,2022-09-08 16:00:00,BOND/USDT,6.099,6.102,6.052,6.052,1726.8952,10483.650139
1662649200,2022-09-08 15:00:00,BOND/USDT,6.143,6.162,6.099,6.113,565.5941,3461.6692272
1662645600,2022-09-08 14:00:00,BOND/USDT,6.077,6.155,6.053,6.155,1762.7329,10777.6493125
1662642000,2022-09-08 13:00:00,BOND/USDT,6.085,6.11,6.013,6.083,3599.5056,21776.9516154
1662638400,2022-09-08 12:00:00,BOND/USDT,6.151,6.178,6.051,6.074,2494.7721,15241.3699466
1662634800,2022-09-08 11:00:00,BOND/USDT,6.148,6.16,6.128,6.146,5321.5489,32701.1268457
1662631200,2022-09-08 10:00:00,BOND/USDT,6.171,6.194,6.15,6.15,1784.4692,10994.26252
1662627600,2022-09-08 09:00:00,BOND/USDT,6.232,6.237,6.171,6.171,253.8426,1573.6415232
1662624000,2022-09-08 08:00:00,BOND/USDT,6.183,6.229,6.174,6.212,307.413,1905.329138
1662620400,2022-09-08 07:00:00,BOND/USDT,6.257,6.271,6.175,6.181,955.6438,5938.6661649
1662616800,2022-09-08 06:00:00,BOND/USDT,6.136,6.313,6.136,6.269,4690.5308,29390.5399242
1662613200,2022-09-08 05:00:00,BOND/USDT,6.17,6.17,6.108,6.108,1001.3751,6155.9513153
1662609600,2022-09-08 04:00:00,BOND/USDT,6.165,6.19,6.164,6.164,854.0759,5269.0040544
1662606000,2022-09-08 03:00:00,BOND/USDT,6.204,6.204,6.143,6.169,500.2759,3085.6867246
1662602400,2022-09-08 02:00:00,BOND/USDT,6.175,6.234,6.175,6.213,683.0292,4232.6267214
1662598800,2022-09-08 01:00:00,BOND/USDT,6.169,6.178,6.129,6.151,669.5068,4119.5729306
1662595200,2022-09-08 00:00:00,BOND/USDT,6.16,6.222,6.122,6.169,6728.6959,41552.4328563
1662591600,2022-09-07 23:00:00,BOND/USDT,6.187,6.207,6.138,6.156,971.034,5980.4698785
1662588000,2022-09-07 22:00:00,BOND/USDT,6.201,6.206,6.178,6.186,1144.6897,7087.7358267
1662584400,2022-09-07 21:00:00,BOND/USDT,6.265,6.299,6.174,6.175,1121.4964,7001.5606116
1662580800,2022-09-07 20:00:00,BOND/USDT,6.103,6.264,6.103,6.25,1695.5532,10519.7149014
1662577200,2022-09-07 19:00:00,BOND/USDT,6.151,6.162,6.086,6.113,1979.7469,12096.95324
1662573600,2022-09-07 18:00:00,BOND/USDT,6.14,6.201,6.109,6.134,2156.4683,13289.4362452
1662570000,2022-09-07 17:00:00,BOND/USDT,6.118,6.136,6.052,6.136,839.3959,5117.5553388
1662566400,2022-09-07 16:00:00,BOND/USDT,6.166,6.173,6.11,6.117,1014.51,6233.9965787
1662562800,2022-09-07 15:00:00,BOND/USDT,6.169,6.181,6.158,6.165,185.318,1141.8903435
1662559200,2022-09-07 14:00:00,BOND/USDT,6.125,6.176,6.114,6.165,1382.6722,8504.6083712
1662555600,2022-09-07 13:00:00,BOND/USDT,6.088,6.257,6.078,6.127,1809.8592,11174.3828656
1662552000,2022-09-07 12:00:00,BOND/USDT,6.034,6.11,6.007,6.088,853.6073,5174.8288519
1662548400,2022-09-07 11:00:00,BOND/USDT,6.059,6.059,6.01,6.01,638.1751,3850.9695351
1662544800,2022-09-07 10:00:00,BOND/USDT,6.086,6.127,6.06,6.06,616.5271,3755.6612768
1662541200,2022-09-07 09:00:00,BOND/USDT,6.141,6.162,6.077,6.08,2027.85,12377.2169295
