https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BADGER,Volume USDT
1663387200,2022-09-17 04:00:00,BADGER/USDT,4.0988,4.0988,4.0988,4.0988,0,0
1663383600,2022-09-17 03:00:00,BADGER/USDT,4.1096,4.116,4.0988,4.0988,2.8944,11.89342744
1663380000,2022-09-17 02:00:00,BADGER/USDT,4.0977,4.0977,4.0977,4.0977,0.3814,1.56286278
1663376400,2022-09-17 01:00:00,BADGER/USDT,4.0927,4.0927,4.0927,4.0927,0.1561,0.63887047
1663372800,2022-09-17 00:00:00,BADGER/USDT,4.0529,4.0949,4.0529,4.0925,103.0003,419.23910412
1663369200,2022-09-16 23:00:00,BADGER/USDT,4.0451,4.046,4.0451,4.046,0.5382,2.17713843
1663365600,2022-09-16 22:00:00,BADGER/USDT,4.0428,4.0685,4.0426,4.0526,3.1598,12.83676541
1663362000,2022-09-16 21:00:00,BADGER/USDT,4.0326,4.0526,4.0326,4.0526,27.837,112.6355826
1663358400,2022-09-16 20:00:00,BADGER/USDT,4.0136,4.046,4.0127,4.046,36.5569,147.74237773
1663354800,2022-09-16 19:00:00,BADGER/USDT,4.0038,4.0038,4.0038,4.0038,0.356,1.4253528
1663351200,2022-09-16 18:00:00,BADGER/USDT,3.9958,4.0145,3.984,4.0145,3.8372,15.29280632
1663347600,2022-09-16 17:00:00,BADGER/USDT,3.9877,3.9877,3.9628,3.9873,71.0039,281.76753693
1663344000,2022-09-16 16:00:00,BADGER/USDT,4.032,4.032,3.9929,3.9929,11.3611,45.4733678
1663340400,2022-09-16 15:00:00,BADGER/USDT,4.0484,4.0484,4.0413,4.0413,0.3991,1.61462856
1663336800,2022-09-16 14:00:00,BADGER/USDT,4.0027,4.078,4.0027,4.0457,9.8785,39.93010838
1663333200,2022-09-16 13:00:00,BADGER/USDT,4.0681,4.0682,3.987,3.987,99.1086,395.88931439
1663329600,2022-09-16 12:00:00,BADGER/USDT,4.0881,4.0979,4.0777,4.0777,19.5692,80.0403556
1663326000,2022-09-16 11:00:00,BADGER/USDT,4.0788,4.0884,4.0788,4.0881,1.8394,7.50492132
1663322400,2022-09-16 10:00:00,BADGER/USDT,4.0682,4.116,4.0682,4.093,5.923,24.34558858
1663318800,2022-09-16 09:00:00,BADGER/USDT,4.0579,4.0859,4.0579,4.0859,54.4511,221.2235656
1663315200,2022-09-16 08:00:00,BADGER/USDT,4.093,4.093,4.0562,4.068,2.025,8.2487289
1663311600,2022-09-16 07:00:00,BADGER/USDT,4.0863,4.1168,4.0828,4.0828,97.9607,402.5319912
1663308000,2022-09-16 06:00:00,BADGER/USDT,4.0704,4.0809,4.0704,4.0727,39.093,159.22829506
1663304400,2022-09-16 05:00:00,BADGER/USDT,4.0526,4.0728,4.0526,4.0728,46.6029,188.86345188
1663300800,2022-09-16 04:00:00,BADGER/USDT,4.0582,4.0774,4.0582,4.0774,15.9086,64.5662625
1663297200,2022-09-16 03:00:00,BADGER/USDT,4.0593,4.0678,4.059,4.059,0.6919,2.80942597
1663293600,2022-09-16 02:00:00,BADGER/USDT,4.0756,4.0756,4.0526,4.0577,36.5214,148.15657818
1663290000,2022-09-16 01:00:00,BADGER/USDT,4.0749,4.0749,4.0749,4.0749,0.3148,1.28277852
1663286400,2022-09-16 00:00:00,BADGER/USDT,4.0681,4.0699,4.0621,4.068,1.0079,4.10016068
1663282800,2022-09-15 23:00:00,BADGER/USDT,4.0796,4.0796,4.0689,4.0689,28.7011,116.78317267
1663279200,2022-09-15 22:00:00,BADGER/USDT,4.1026,4.1026,4.0863,4.0863,2.9216,11.97046416
1663275600,2022-09-15 21:00:00,BADGER/USDT,4.1249,4.1249,4.1,4.1,486.3363,1994.41161001
1663272000,2022-09-15 20:00:00,BADGER/USDT,4.1327,4.1463,4.1219,4.1219,0.1131,0.46763377
1663268400,2022-09-15 19:00:00,BADGER/USDT,4.1226,4.139,4.1156,4.139,57.7459,238.30546408
1663264800,2022-09-15 18:00:00,BADGER/USDT,4.1058,4.1349,4.1058,4.112,10.102,41.48972508
1663261200,2022-09-15 17:00:00,BADGER/USDT,4.1426,4.1426,4.1264,4.1264,28.7874,119.18169534
1663257600,2022-09-15 16:00:00,BADGER/USDT,4.0863,4.137,4.0863,4.1067,52.0181,214.29988711
1663254000,2022-09-15 15:00:00,BADGER/USDT,4.0527,4.0825,4.0526,4.0762,19.6937,79.83002098
1663250400,2022-09-15 14:00:00,BADGER/USDT,4.1538,4.1624,4.0326,4.0579,751.2935,3086.55239949
1663246800,2022-09-15 13:00:00,BADGER/USDT,4.1467,4.1467,4.1327,4.1327,11.7218,48.60639746
1663243200,2022-09-15 12:00:00,BADGER/USDT,4.1526,4.1526,4.1526,4.1526,9.2816,38.54277216
1663239600,2022-09-15 11:00:00,BADGER/USDT,4.1299,4.1722,4.1297,4.1722,12.7567,52.72249754
1663236000,2022-09-15 10:00:00,BADGER/USDT,4.1502,4.1502,4.1297,4.1297,21.3814,88.38531327
1663232400,2022-09-15 09:00:00,BADGER/USDT,4.136,4.15,4.134,4.1341,81.0023,334.87303381
1663228800,2022-09-15 08:00:00,BADGER/USDT,4.186,4.186,4.134,4.15,22.1577,92.4645764
1663225200,2022-09-15 07:00:00,BADGER/USDT,4.183,4.223,4.173,4.186,119.5793,502.39814873
1663221600,2022-09-15 06:00:00,BADGER/USDT,4.1662,4.2052,4.1341,4.1753,14.0368,58.36632422
1663218000,2022-09-15 05:00:00,BADGER/USDT,4.1648,4.1736,4.1648,4.1676,41.3703,172.33239589
1663214400,2022-09-15 04:00:00,BADGER/USDT,4.1865,4.1865,4.1524,4.153,100.4841,418.04551846
1663210800,2022-09-15 03:00:00,BADGER/USDT,4.1767,4.1767,4.1548,4.1766,0.6966,2.9062036
1663207200,2022-09-15 02:00:00,BADGER/USDT,4.1974,4.1974,4.1766,4.1766,24.0145,100.67203142
1663203600,2022-09-15 01:00:00,BADGER/USDT,4.2253,4.2253,4.182,4.2042,18.9725,79.90212184
1663200000,2022-09-15 00:00:00,BADGER/USDT,4.2538,4.2603,4.2253,4.2253,18.6704,79.32997465
1663196400,2022-09-14 23:00:00,BADGER/USDT,4.2524,4.2562,4.2524,4.2562,0.4821,2.0505939
1663192800,2022-09-14 22:00:00,BADGER/USDT,4.2622,4.269,4.2522,4.269,48.6503,207.54848993
1663189200,2022-09-14 21:00:00,BADGER/USDT,4.2252,4.2557,4.212,4.2557,68.1612,288.44315997
1663185600,2022-09-14 20:00:00,BADGER/USDT,4.2121,4.2423,4.203,4.2323,119.6692,505.0657524
1663182000,2022-09-14 19:00:00,BADGER/USDT,4.2067,4.2276,4.1936,4.2276,35.0925,147.20036133
1663178400,2022-09-14 18:00:00,BADGER/USDT,4.2557,4.2557,4.143,4.2031,165.5848,692.66516804
1663174800,2022-09-14 17:00:00,BADGER/USDT,4.2671,4.2954,4.2669,4.2799,113.1564,484.38259377
1663171200,2022-09-14 16:00:00,BADGER/USDT,4.332,4.3361,4.2677,4.2677,4.5843,19.64863009
1663167600,2022-09-14 15:00:00,BADGER/USDT,4.3221,4.3319,4.3121,4.3121,35.8627,155.22478567
1663164000,2022-09-14 14:00:00,BADGER/USDT,4.323,4.3291,4.3136,4.3291,39.4318,170.14993478
1663160400,2022-09-14 13:00:00,BADGER/USDT,4.33,4.3521,4.302,4.3031,32.7642,142.17556439
1663156800,2022-09-14 12:00:00,BADGER/USDT,4.2549,4.3347,4.2423,4.3347,519.975,2230.74461623
1663153200,2022-09-14 11:00:00,BADGER/USDT,4.165,4.2825,4.159,4.249,418.6684,1769.64230536
1663149600,2022-09-14 10:00:00,BADGER/USDT,4.1624,4.1688,4.1524,4.1688,7.5977,31.62075228
1663146000,2022-09-14 09:00:00,BADGER/USDT,4.1766,4.1766,4.1485,4.1485,255.4873,1061.52378277
1663142400,2022-09-14 08:00:00,BADGER/USDT,4.182,4.182,4.1298,4.1753,1013.0739,4193.4832291
1663138800,2022-09-14 07:00:00,BADGER/USDT,4.2124,4.2223,4.2123,4.2123,45.082,189.9041526
1663135200,2022-09-14 06:00:00,BADGER/USDT,4.2223,4.235,4.1923,4.1923,21.2192,89.07120058
1663131600,2022-09-14 05:00:00,BADGER/USDT,4.2323,4.25,4.2249,4.2249,1.8063,7.66212757
1663128000,2022-09-14 04:00:00,BADGER/USDT,4.2219,4.2368,4.2074,4.2293,457.2763,1932.40711367
1663124400,2022-09-14 03:00:00,BADGER/USDT,4.2258,4.2289,4.2123,4.2123,61.1344,258.28464234
1663120800,2022-09-14 02:00:00,BADGER/USDT,4.2067,4.2123,4.2067,4.2123,0.7979,3.36013544
1663117200,2022-09-14 01:00:00,BADGER/USDT,4.1824,4.2067,4.1824,4.2067,0.2531,1.06298292
1663113600,2022-09-14 00:00:00,BADGER/USDT,4.1683,4.1724,4.1607,4.1724,20.5548,85.62707904
1663110000,2022-09-13 23:00:00,BADGER/USDT,4.1859,4.1859,4.1782,4.181,2.5503,10.65653608
1663106400,2022-09-13 22:00:00,BADGER/USDT,4.2067,4.2083,4.1724,4.1925,81.9533,343.06363801
1663102800,2022-09-13 21:00:00,BADGER/USDT,4.2253,4.233,4.212,4.212,48.3073,203.72558381
1663099200,2022-09-13 20:00:00,BADGER/USDT,4.2538,4.2615,4.2289,4.2289,41.4784,176.35815689
1663095600,2022-09-13 19:00:00,BADGER/USDT,4.2465,4.2465,4.2043,4.2427,747.4344,3155.24942629
1663092000,2022-09-13 18:00:00,BADGER/USDT,4.3155,4.3155,4.2465,4.2465,55.8558,240.25812729
1663088400,2022-09-13 17:00:00,BADGER/USDT,4.3272,4.3427,4.3121,4.3155,60.7097,263.24433088
1663084800,2022-09-13 16:00:00,BADGER/USDT,4.3321,4.343,4.327,4.341,65.0718,282.30160035
1663081200,2022-09-13 15:00:00,BADGER/USDT,4.3221,4.3321,4.3121,4.3221,56.9822,246.09880047
1663077600,2022-09-13 14:00:00,BADGER/USDT,4.3477,4.3767,4.3121,4.3303,173.7312,755.87275592
1663074000,2022-09-13 13:00:00,BADGER/USDT,4.3421,4.3777,4.3271,4.3613,1053.7259,4582.03479823
1663070400,2022-09-13 12:00:00,BADGER/USDT,4.6309,4.6468,4.3219,4.376,1497.3118,6693.25163617
1663066800,2022-09-13 11:00:00,BADGER/USDT,4.6041,4.6499,4.6038,4.6038,604.2654,2794.92982371
1663063200,2022-09-13 10:00:00,BADGER/USDT,4.5839,4.602,4.5839,4.602,97.6177,448.00902491
1663059600,2022-09-13 09:00:00,BADGER/USDT,4.5617,4.5938,4.5617,4.5816,1333.2178,6105.57380732
1663056000,2022-09-13 08:00:00,BADGER/USDT,4.58,4.58,4.544,4.544,393.4769,1797.02752177
1663052400,2022-09-13 07:00:00,BADGER/USDT,4.5545,4.58,4.5517,4.58,129.2141,589.79923899
1663048800,2022-09-13 06:00:00,BADGER/USDT,4.5816,4.59,4.5596,4.563,656.4236,3002.7631061
1663045200,2022-09-13 05:00:00,BADGER/USDT,4.573,4.59,4.5717,4.5816,371.2237,1697.71899615
1663041600,2022-09-13 04:00:00,BADGER/USDT,4.6261,4.6326,4.573,4.573,55.0935,253.9806051
1663038000,2022-09-13 03:00:00,BADGER/USDT,4.6216,4.6216,4.5931,4.6132,62.2073,286.16479248
1663034400,2022-09-13 02:00:00,BADGER/USDT,4.6038,4.6281,4.5739,4.6281,293.7174,1345.00116738
1663030800,2022-09-13 01:00:00,BADGER/USDT,4.6528,4.6528,4.5661,4.6041,2087.3757,9556.11700407
1663027200,2022-09-13 00:00:00,BADGER/USDT,4.6952,4.6985,4.6216,4.6316,356.3783,1658.19164207
1663023600,2022-09-12 23:00:00,BADGER/USDT,4.7214,4.7379,4.7214,4.7379,1.0335,4.88305005
1663020000,2022-09-12 22:00:00,BADGER/USDT,4.7114,4.7379,4.7114,4.7172,29.9245,141.20321955
1663016400,2022-09-12 21:00:00,BADGER/USDT,4.73,4.7314,4.6835,4.7114,316.219,1487.31728336
1663012800,2022-09-12 20:00:00,BADGER/USDT,4.7218,4.7399,4.7114,4.7114,47.6598,225.0006281
1663009200,2022-09-12 19:00:00,BADGER/USDT,4.7214,4.7216,4.7214,4.7216,16.8839,79.71901582
1663005600,2022-09-12 18:00:00,BADGER/USDT,4.7033,4.7393,4.7014,4.7216,235.7825,1115.63721566
1663002000,2022-09-12 17:00:00,BADGER/USDT,4.6863,4.7034,4.6715,4.7034,73.4917,344.98792992
1662998400,2022-09-12 16:00:00,BADGER/USDT,4.6717,4.6863,4.6316,4.6835,337.9399,1578.1438237
1662994800,2022-09-12 15:00:00,BADGER/USDT,4.7537,4.7537,4.6715,4.6717,776.5547,3637.63121373
1662991200,2022-09-12 14:00:00,BADGER/USDT,4.7815,4.8202,4.7522,4.7715,517.7564,2477.58088545
1662987600,2022-09-12 13:00:00,BADGER/USDT,4.7917,4.8089,4.7814,4.8089,61.3678,295.08339439
1662984000,2022-09-12 12:00:00,BADGER/USDT,4.8151,4.8498,4.7713,4.8012,348.1417,1682.48879932
1662980400,2022-09-12 11:00:00,BADGER/USDT,4.7649,4.8183,4.7522,4.8183,131.2579,630.6708383
1662976800,2022-09-12 10:00:00,BADGER/USDT,4.7613,4.7964,4.7414,4.7876,51.0015,242.45089636
1662973200,2022-09-12 09:00:00,BADGER/USDT,4.8114,4.8312,4.7551,4.7813,4054.2697,19396.05548988
1662969600,2022-09-12 08:00:00,BADGER/USDT,4.7786,4.8312,4.7786,4.8026,429.7701,2065.69910808
1662966000,2022-09-12 07:00:00,BADGER/USDT,4.6939,4.7713,4.6939,4.7713,410.5854,1953.86725105
1662962400,2022-09-12 06:00:00,BADGER/USDT,4.6453,4.692,4.64,4.6914,927.7071,4309.31302208
1662958800,2022-09-12 05:00:00,BADGER/USDT,4.6559,4.6686,4.6421,4.6686,44.3717,206.82824434
1662955200,2022-09-12 04:00:00,BADGER/USDT,4.6347,4.6651,4.6347,4.6615,143.5452,668.31665915
1662951600,2022-09-12 03:00:00,BADGER/USDT,4.6915,4.6915,4.6238,4.6238,162.9536,758.43254263
1662948000,2022-09-12 02:00:00,BADGER/USDT,4.7649,4.7649,4.6883,4.6883,13.4299,63.1014682
1662944400,2022-09-12 01:00:00,BADGER/USDT,4.662,4.7957,4.6436,4.7901,624.2629,2956.5962266
1662940800,2022-09-12 00:00:00,BADGER/USDT,4.7214,4.7214,4.6688,4.6688,29.7025,138.9433487
1662937200,2022-09-11 23:00:00,BADGER/USDT,4.6781,4.7258,4.6615,4.7258,1000.4802,4710.27870414
1662933600,2022-09-11 22:00:00,BADGER/USDT,4.6515,4.6845,4.6515,4.6781,176.5459,822.98512729
1662930000,2022-09-11 21:00:00,BADGER/USDT,4.6919,4.7099,4.6344,4.6344,401.7475,1874.34508638
1662926400,2022-09-11 20:00:00,BADGER/USDT,4.6977,4.71,4.66,4.6815,2036.1734,9515.3706371
1662922800,2022-09-11 19:00:00,BADGER/USDT,4.6982,4.7,4.6637,4.6815,692.3819,3241.58451719
1662919200,2022-09-11 18:00:00,BADGER/USDT,4.8312,4.8312,4.67,4.7033,5311.0075,24982.57507429
1662915600,2022-09-11 17:00:00,BADGER/USDT,4.8261,4.867,4.8261,4.8312,262.645,1273.20245032
1662912000,2022-09-11 16:00:00,BADGER/USDT,4.812,4.8224,4.8112,4.8213,19.7433,95.1373312
1662908400,2022-09-11 15:00:00,BADGER/USDT,4.7713,4.8222,4.7713,4.8022,143.0599,684.43178308
1662904800,2022-09-11 14:00:00,BADGER/USDT,4.8113,4.8202,4.7513,4.7713,902.5113,4299.19641169
1662901200,2022-09-11 13:00:00,BADGER/USDT,4.8449,4.8546,4.7913,4.818,398.705,1919.44525074
1662897600,2022-09-11 12:00:00,BADGER/USDT,4.841,4.843,4.8213,4.843,258.915,1253.30799382
1662894000,2022-09-11 11:00:00,BADGER/USDT,4.8412,4.8689,4.833,4.833,744.8089,3604.48927719
1662890400,2022-09-11 10:00:00,BADGER/USDT,4.839,4.8578,4.823,4.8412,824.3146,3987.7897774
1662886800,2022-09-11 09:00:00,BADGER/USDT,4.8512,4.8592,4.8412,4.8592,127.5009,618.40825924
1662883200,2022-09-11 08:00:00,BADGER/USDT,4.8261,4.8702,4.8012,4.8412,622.2748,2999.89793596
1662879600,2022-09-11 07:00:00,BADGER/USDT,4.7913,4.8261,4.7678,4.8261,26.2913,125.52477516
1662876000,2022-09-11 06:00:00,BADGER/USDT,4.8212,4.8383,4.7713,4.7713,155.2012,743.1532586
1662872400,2022-09-11 05:00:00,BADGER/USDT,4.8312,4.8312,4.813,4.8212,876.6062,4220.47585347
1662868800,2022-09-11 04:00:00,BADGER/USDT,4.842,4.8486,4.8314,4.8314,22.0687,106.83056976
1662865200,2022-09-11 03:00:00,BADGER/USDT,4.8412,4.8412,4.8112,4.8112,27.7278,133.78742452
1662861600,2022-09-11 02:00:00,BADGER/USDT,4.84,4.8516,4.8212,4.8212,137.0901,663.36701391
1662858000,2022-09-11 01:00:00,BADGER/USDT,4.8453,4.8533,4.8312,4.8412,88.2588,426.91377053
1662854400,2022-09-11 00:00:00,BADGER/USDT,4.8767,4.8903,4.8512,4.8512,191.603,934.08367562
1662850800,2022-09-10 23:00:00,BADGER/USDT,4.9024,4.9103,4.8529,4.8612,242.4681,1181.03320475
1662847200,2022-09-10 22:00:00,BADGER/USDT,4.9164,4.932,4.8711,4.932,382.2463,1871.12495876
1662843600,2022-09-10 21:00:00,BADGER/USDT,4.86,4.9255,4.86,4.9011,1082.9289,5305.25285641
1662840000,2022-09-10 20:00:00,BADGER/USDT,4.7601,4.896,4.7601,4.86,1328.6012,6392.94582686
1662836400,2022-09-10 19:00:00,BADGER/USDT,4.7799,4.8001,4.7563,4.76,378.5202,1808.1936434
1662832800,2022-09-10 18:00:00,BADGER/USDT,4.7104,4.7801,4.7027,4.7513,267.4809,1270.62993929
1662829200,2022-09-10 17:00:00,BADGER/USDT,4.73,4.73,4.7,4.7099,266.0476,1253.09645326
1662825600,2022-09-10 16:00:00,BADGER/USDT,4.6981,4.749,4.6901,4.7399,286.8366,1350.50878218
1662822000,2022-09-10 15:00:00,BADGER/USDT,4.7042,4.7192,4.6902,4.6902,1239.8728,5829.84336358
1662818400,2022-09-10 14:00:00,BADGER/USDT,4.6991,4.7192,4.69,4.7,884.7491,4159.00749017
1662814800,2022-09-10 13:00:00,BADGER/USDT,4.7251,4.77,4.69,4.69,3565.5627,16776.64446082
1662811200,2022-09-10 12:00:00,BADGER/USDT,4.7381,4.7493,4.71,4.7163,1671.583,7897.43819834
1662807600,2022-09-10 11:00:00,BADGER/USDT,4.7356,4.7694,4.7305,4.7375,1159.3775,5513.28803431
1662804000,2022-09-10 10:00:00,BADGER/USDT,4.7422,4.7688,4.7356,4.7356,3738.5168,17727.95351899
1662800400,2022-09-10 09:00:00,BADGER/USDT,4.7493,4.76,4.742,4.742,1109.3364,5272.22498842
1662796800,2022-09-10 08:00:00,BADGER/USDT,4.7594,4.9111,4.7382,4.74,4762.9275,22688.62996276
1662793200,2022-09-10 07:00:00,BADGER/USDT,4.8099,5,4.7314,4.7594,8628.306,41312.18720972
1662789600,2022-09-10 06:00:00,BADGER/USDT,4.8316,4.8811,4.7813,4.7826,664.3169,3219.04423065
1662786000,2022-09-10 05:00:00,BADGER/USDT,4.662,4.853,4.662,4.8316,553.5786,2648.40390053
1662782400,2022-09-10 04:00:00,BADGER/USDT,4.6696,4.6998,4.6696,4.6888,43.1599,201.97922192
1662778800,2022-09-10 03:00:00,BADGER/USDT,4.6939,4.6939,4.662,4.6797,43.5934,203.78956473
1662775200,2022-09-10 02:00:00,BADGER/USDT,4.6585,4.692,4.6585,4.692,0.1378,0.64513473
1662771600,2022-09-10 01:00:00,BADGER/USDT,4.6577,4.6919,4.65,4.6883,44.4725,208.47084664
1662768000,2022-09-10 00:00:00,BADGER/USDT,4.6625,4.6965,4.6229,4.6553,332.0753,1536.48559738
1662764400,2022-09-09 23:00:00,BADGER/USDT,4.6497,4.6987,4.6322,4.6859,144.8941,675.71741253
1662760800,2022-09-09 22:00:00,BADGER/USDT,4.632,4.662,4.6316,4.662,6.2499,29.00648441
1662757200,2022-09-09 21:00:00,BADGER/USDT,4.6365,4.662,4.6365,4.662,39.3913,183.25329604
1662753600,2022-09-09 20:00:00,BADGER/USDT,4.6379,4.6546,4.6118,4.6146,22.0752,102.38122499
1662750000,2022-09-09 19:00:00,BADGER/USDT,4.6577,4.6577,4.6264,4.6264,37.3711,172.98100474
1662746400,2022-09-09 18:00:00,BADGER/USDT,4.6416,4.6577,4.6216,4.6311,1.3888,6.44452996
1662742800,2022-09-09 17:00:00,BADGER/USDT,4.649,4.668,4.6259,4.6259,102.706,476.6064172
1662739200,2022-09-09 16:00:00,BADGER/USDT,4.58,4.6687,4.58,4.649,67.1725,312.11110701
1662735600,2022-09-09 15:00:00,BADGER/USDT,4.5646,4.6116,4.5609,4.6016,64.8162,298.53881848
1662732000,2022-09-09 14:00:00,BADGER/USDT,4.5679,4.5809,4.5509,4.5709,39.5041,180.17721991
1662728400,2022-09-09 13:00:00,BADGER/USDT,4.5874,4.5874,4.531,4.5418,116.282,528.86435644
1662724800,2022-09-09 12:00:00,BADGER/USDT,4.6029,4.626,4.1485,4.598,2801.6887,12746.31808622
1662721200,2022-09-09 11:00:00,BADGER/USDT,4.662,4.662,4.5846,4.6061,77.1446,356.26577873
1662717600,2022-09-09 10:00:00,BADGER/USDT,4.5222,4.6998,4.5118,4.6998,240.0535,1107.73043402
1662714000,2022-09-09 09:00:00,BADGER/USDT,4.48,4.5396,4.4776,4.512,253.7699,1143.03705853
1662710400,2022-09-09 08:00:00,BADGER/USDT,4.4686,4.4969,4.4686,4.4969,1.1424,5.13064563
1662706800,2022-09-09 07:00:00,BADGER/USDT,4.5077,4.5077,4.4549,4.4782,301.402,1347.53096298
1662703200,2022-09-09 06:00:00,BADGER/USDT,4.4594,4.9277,4.4519,4.5195,2485.1378,11342.44116146
1662699600,2022-09-09 05:00:00,BADGER/USDT,4.4219,4.452,4.4219,4.4419,2.1796,9.6902708
1662696000,2022-09-09 04:00:00,BADGER/USDT,4.3572,4.4376,4.3572,4.4376,687.1833,3005.39678606
1662692400,2022-09-09 03:00:00,BADGER/USDT,4.2729,4.3521,4.272,4.3521,68.1119,293.34922769
1662688800,2022-09-09 02:00:00,BADGER/USDT,4.2825,4.2975,4.2722,4.2759,33.8615,144.66804004
1662685200,2022-09-09 01:00:00,BADGER/USDT,4.2557,4.3438,4.2557,4.2922,81.3086,348.22593433
1662681600,2022-09-09 00:00:00,BADGER/USDT,4.2225,4.2522,4.2225,4.2522,8.8981,37.6708894
1662678000,2022-09-08 23:00:00,BADGER/USDT,4.203,4.2123,4.203,4.2123,0.1345,0.56622513
1662674400,2022-09-08 22:00:00,BADGER/USDT,4.2112,4.2173,4.203,4.203,2.5459,10.73548544
1662670800,2022-09-08 21:00:00,BADGER/USDT,4.2526,4.2526,4.193,4.193,6.9547,29.28705537
1662667200,2022-09-08 20:00:00,BADGER/USDT,4.2522,4.2669,4.2289,4.2289,2.0908,8.89799812
1662663600,2022-09-08 19:00:00,BADGER/USDT,4.2125,4.2518,4.2053,4.2474,393.1707,1661.54908484
1662660000,2022-09-08 18:00:00,BADGER/USDT,4.2362,4.2473,4.2133,4.2223,161.9194,686.38718046
1662656400,2022-09-08 17:00:00,BADGER/USDT,4.208,4.2362,4.1923,4.2223,90.0495,377.78852517
1662652800,2022-09-08 16:00:00,BADGER/USDT,4.212,4.212,4.1766,4.1923,4.8782,20.43978119
1662649200,2022-09-08 15:00:00,BADGER/USDT,4.2267,4.2489,4.2267,4.2365,19.3259,81.84545168
1662645600,2022-09-08 14:00:00,BADGER/USDT,4.1988,4.238,4.1988,4.2342,2.7194,11.48290989
1662642000,2022-09-08 13:00:00,BADGER/USDT,4.1766,4.2021,4.1483,4.2021,569.7795,2368.90765536
1662638400,2022-09-08 12:00:00,BADGER/USDT,4.2361,4.2361,4.1653,4.1766,333.8071,1394.75193269
1662634800,2022-09-08 11:00:00,BADGER/USDT,4.2323,4.2362,4.2023,4.2123,53.7708,226.6258987
1662631200,2022-09-08 10:00:00,BADGER/USDT,4.1964,4.2289,4.1964,4.2223,0.2772,1.16911923
1662627600,2022-09-08 09:00:00,BADGER/USDT,4.1837,4.1837,4.1825,4.1825,1.9098,7.98997278
1662624000,2022-09-08 08:00:00,BADGER/USDT,4.178,4.2134,4.178,4.1951,41.0766,172.53473965
1662620400,2022-09-08 07:00:00,BADGER/USDT,4.152,4.1786,4.1287,4.1786,40.0306,165.4224009
1662616800,2022-09-08 06:00:00,BADGER/USDT,4.1952,4.228,4.152,4.152,82.5872,346.73521094
1662613200,2022-09-08 05:00:00,BADGER/USDT,4.1717,4.198,4.1717,4.1873,99.7084,417.97416267
1662609600,2022-09-08 04:00:00,BADGER/USDT,4.1853,4.2052,4.1753,4.2021,12.894,53.97577374
1662606000,2022-09-08 03:00:00,BADGER/USDT,4.1916,4.1916,4.1617,4.1617,9.1952,38.28388011
1662602400,2022-09-08 02:00:00,BADGER/USDT,4.1724,4.1771,4.1717,4.1717,16.8317,70.22870271
1662598800,2022-09-08 01:00:00,BADGER/USDT,4.1923,4.1923,4.1606,4.1724,827.4871,3453.56921102
