https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RENBTC,Volume USD
1652108400,2022-05-09 15:00:00,RENBTC/USD,32250.0,32250.0,32250.0,32250.0,0.001,32.25
1651780800,2022-05-05 20:00:00,RENBTC/USD,34567.7,34567.7,34567.7,34567.7,0.000229,7.9160033
1651158000,2022-04-28 15:00:00,RENBTC/USD,40022.2,40022.3,40022.2,40022.3,0.000505,20.211261500000003
1650999600,2022-04-26 19:00:00,RENBTC/USD,38420.2,38420.2,38420.2,38420.2,0.000259,9.9508318
1650952800,2022-04-26 06:00:00,RENBTC/USD,41190.7,41190.7,41190.7,41190.7,5e-06,0.2059535
1650927600,2022-04-25 23:00:00,RENBTC/USD,43849.5,43849.5,41190.7,41190.7,0.002724,112.20346679999999
1650020400,2022-04-15 11:00:00,RENBTC/USD,43538.1,43538.1,43538.1,43538.1,0.0003,13.061429999999998
1649667600,2022-04-11 09:00:00,RENBTC/USD,41542.3,41542.3,41542.3,41542.3,0.000998,41.459215400000005
1649372400,2022-04-07 23:00:00,RENBTC/USD,43450.2,43450.2,43450.2,43450.2,0.000371,16.1200242
1649088000,2022-04-04 16:00:00,RENBTC/USD,45412.1,45412.1,45412.1,45412.1,0.00121,54.948640999999995
1649059200,2022-04-04 08:00:00,RENBTC/USD,46536.4,46536.4,46536.4,46536.4,0.0002,9.30728
1649001600,2022-04-03 16:00:00,RENBTC/USD,45564.1,45564.1,45564.1,45564.1,0.000374,17.0409734
1648918800,2022-04-02 17:00:00,RENBTC/USD,44386.8,49536.1,44386.8,49536.1,0.001369,67.8149209
1648904400,2022-04-02 13:00:00,RENBTC/USD,46493.0,46493.0,46493.0,46493.0,0.00021,9.763530000000001
1648893600,2022-04-02 10:00:00,RENBTC/USD,46332.0,46332.0,46332.0,46332.0,0.00021,9.72972
1648857600,2022-04-02 00:00:00,RENBTC/USD,46023.1,46079.9,46023.1,46079.9,0.002,92.1598
1648821600,2022-04-01 14:00:00,RENBTC/USD,45809.1,45809.1,45809.1,45809.1,0.00021,9.619911
1648756800,2022-03-31 20:00:00,RENBTC/USD,44485.2,44485.2,44485.2,44485.2,0.001039,46.2201228
1648749600,2022-03-31 18:00:00,RENBTC/USD,45729.3,45729.3,45729.3,45729.3,0.00092,42.070956
1648746000,2022-03-31 17:00:00,RENBTC/USD,47484.6,47484.6,45952.3,45952.3,0.00121,55.602283
1648742400,2022-03-31 16:00:00,RENBTC/USD,52958.7,52958.7,52958.7,52958.7,0.000214,11.3331618
1648738800,2022-03-31 15:00:00,RENBTC/USD,49450.5,49450.5,45240.3,45240.3,0.006678,302.1147234
1648720800,2022-03-31 10:00:00,RENBTC/USD,47070.9,47070.9,47070.9,47070.9,0.000441,20.7582669
1648681200,2022-03-30 23:00:00,RENBTC/USD,46635.4,46635.4,46635.4,46635.4,0.0005,23.317700000000002
1648666800,2022-03-30 19:00:00,RENBTC/USD,46828.5,46828.5,46828.5,46828.5,0.001133,53.056690499999995
1648656000,2022-03-30 16:00:00,RENBTC/USD,51953.7,56676.9,47782.0,47782.0,0.008477,405.048014
1648645200,2022-03-30 13:00:00,RENBTC/USD,47474.4,47474.4,47474.4,47474.4,0.001159,55.02282960000001
1648623600,2022-03-30 07:00:00,RENBTC/USD,47712.1,47712.1,47712.1,47712.1,0.00145,69.18254499999999
1648605600,2022-03-30 02:00:00,RENBTC/USD,47044.3,47044.3,47044.3,47044.3,0.005223,245.71237890000003
1648483200,2022-03-28 16:00:00,RENBTC/USD,47252.2,51874.7,47252.2,51874.7,0.002067,107.22500489999999
1648476000,2022-03-28 14:00:00,RENBTC/USD,51844.7,51844.7,51844.7,51844.7,0.000384,19.9083648
1648425600,2022-03-28 00:00:00,RENBTC/USD,46594.7,46594.7,46594.7,46594.7,0.001,46.594699999999996
1648418400,2022-03-27 22:00:00,RENBTC/USD,45169.6,45767.6,43799.7,45767.6,0.001566,71.67206159999999
1648414800,2022-03-27 21:00:00,RENBTC/USD,49116.6,49116.6,49116.6,49116.6,0.000575,28.242044999999997
1648382400,2022-03-27 12:00:00,RENBTC/USD,43537.9,43537.9,43537.9,43537.9,0.004609,200.66618110000002
1648335600,2022-03-26 23:00:00,RENBTC/USD,44267.7,44267.7,44267.7,44267.7,0.001002,44.3562354
1648155600,2022-03-24 21:00:00,RENBTC/USD,43607.9,43607.9,43607.9,43607.9,0.000554,24.158776600000003
1648123200,2022-03-24 12:00:00,RENBTC/USD,43278.7,43278.7,43278.7,43278.7,0.004609,199.4715283
1648119600,2022-03-24 11:00:00,RENBTC/USD,42446.4,42446.4,42446.4,42446.4,0.000351,14.8986864
1648105200,2022-03-24 07:00:00,RENBTC/USD,42998.9,42998.9,42998.9,42998.9,0.001673,71.93715970000001
1648094400,2022-03-24 04:00:00,RENBTC/USD,42565.6,42565.6,42565.6,42565.6,0.000573,24.3900888
1648062000,2022-03-23 19:00:00,RENBTC/USD,45372.0,45372.0,45372.0,45372.0,0.000371,16.833012
1648036800,2022-03-23 12:00:00,RENBTC/USD,43633.4,43633.4,43633.4,43633.4,0.000488,21.2930992
1648000800,2022-03-23 02:00:00,RENBTC/USD,43443.7,43443.7,43443.7,43443.7,0.000573,24.8932401
1647997200,2022-03-23 01:00:00,RENBTC/USD,42158.3,42158.3,37051.0,41161.0,0.002441,100.474001
1647982800,2022-03-22 21:00:00,RENBTC/USD,42620.3,42620.3,42620.3,42620.3,0.00158,67.340074
1647975600,2022-03-22 19:00:00,RENBTC/USD,42419.4,42419.4,42419.4,42419.4,0.001583,67.14991020000001
1647964800,2022-03-22 16:00:00,RENBTC/USD,44266.0,44266.0,44266.0,44266.0,0.00045,19.9197
1647954000,2022-03-22 13:00:00,RENBTC/USD,44596.7,44596.7,44596.7,44596.7,0.000351,15.6534417
1647925200,2022-03-22 05:00:00,RENBTC/USD,41613.1,46738.9,41613.1,42738.0,0.015074,644.232612
1647921600,2022-03-22 04:00:00,RENBTC/USD,45772.9,45772.9,41613.1,45772.6,0.008264,378.2647664
1647918000,2022-03-22 03:00:00,RENBTC/USD,41867.0,41867.0,41867.0,41867.0,0.001185,49.61239500000001
1647792000,2022-03-20 16:00:00,RENBTC/USD,41382.6,41382.6,41382.6,41382.6,0.000912,37.7409312
1647784800,2022-03-20 14:00:00,RENBTC/USD,40563.0,40563.0,40563.0,40563.0,0.005864,237.861432
1647777600,2022-03-20 12:00:00,RENBTC/USD,46349.2,46349.2,46349.2,46349.2,0.001075,49.82539
1647727200,2022-03-19 22:00:00,RENBTC/USD,42615.7,42615.7,41902.5,41902.5,0.006579,275.67654749999997
1647716400,2022-03-19 19:00:00,RENBTC/USD,42286.3,42286.3,42286.3,42286.3,0.001179,49.8555477
1647709200,2022-03-19 17:00:00,RENBTC/USD,42524.1,42524.1,42524.1,42524.1,0.000835,35.5076235
1647702000,2022-03-19 15:00:00,RENBTC/USD,39208.1,39208.1,39208.1,39208.1,0.000615,24.1129815
1647698400,2022-03-19 14:00:00,RENBTC/USD,40895.3,40895.3,40895.3,40895.3,0.000218,8.9151754
1647655200,2022-03-19 02:00:00,RENBTC/USD,44953.3,44953.3,43127.8,43127.8,0.003431,147.97148180000002
1647633600,2022-03-18 20:00:00,RENBTC/USD,42517.7,42517.7,37607.8,42127.5,0.002925,123.2229375
1647630000,2022-03-18 19:00:00,RENBTC/USD,37051.1,45619.5,37051.1,43428.1,0.000646,28.054552599999997
1647626400,2022-03-18 18:00:00,RENBTC/USD,42335.0,45619.6,37051.1,45619.5,0.002993,136.5391635
1647622800,2022-03-18 17:00:00,RENBTC/USD,44090.4,44090.4,44090.4,44090.4,0.00021,9.258984
1647543600,2022-03-17 19:00:00,RENBTC/USD,44140.0,65000.0,44140.0,65000.0,0.000242,15.73
1647540000,2022-03-17 18:00:00,RENBTC/USD,43641.3,43641.3,35186.5,35186.5,0.00042,14.77833
1646341200,2022-03-03 21:00:00,RENBTC/USD,42067.7,42067.7,42067.7,42067.7,0.00403,169.532831
1646096400,2022-03-01 01:00:00,RENBTC/USD,43262.2,43262.2,43262.2,43262.2,0.000647,27.9906434
1646085600,2022-02-28 22:00:00,RENBTC/USD,41885.0,41885.0,41885.0,41885.0,0.002576,107.89576000000001
1646078400,2022-02-28 20:00:00,RENBTC/USD,41876.9,41876.9,41876.9,41876.9,0.000647,27.094354300000003
1646064000,2022-02-28 16:00:00,RENBTC/USD,37310.1,37310.1,37310.1,37310.1,0.000269,10.036416899999999
1646035200,2022-02-28 08:00:00,RENBTC/USD,40801.7,40801.7,40801.7,40801.7,0.000269,10.975657299999998
