https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AURY,Volume USDT
1661299200,2022-08-24 00:00:00,AURY/USDT,2.017,2.028,1.999,2.008,761.8957,1532.6268522
1661212800,2022-08-23 00:00:00,AURY/USDT,2.047,2.053,1.999,2.032,1457.501,2954.5765969
1661126400,2022-08-22 00:00:00,AURY/USDT,2.037,2.051,2.025,2.047,6047.4527,12342.6765235
1661040000,2022-08-21 00:00:00,AURY/USDT,2.05,2.053,2.028,2.028,2480.9778,5061.5033143
1660953600,2022-08-20 00:00:00,AURY/USDT,2.05,2.07,2.038,2.051,1329.1431,2724.8103387
1660867200,2022-08-19 00:00:00,AURY/USDT,2.079,2.091,2.04,2.05,2357.3643,4847.8222999
1660780800,2022-08-18 00:00:00,AURY/USDT,2.055,2.093,2.021,2.087,5007.842,10409.5191145
1660694400,2022-08-17 00:00:00,AURY/USDT,2.072,2.074,2.043,2.055,2806.9138,5779.4470518
1660608000,2022-08-16 00:00:00,AURY/USDT,2.064,2.08,2.058,2.058,3653.7291,7541.4530416
1660521600,2022-08-15 00:00:00,AURY/USDT,2.079,2.098,2.064,2.064,1595.8658,3319.7205637
1660435200,2022-08-14 00:00:00,AURY/USDT,2.094,2.117,2.081,2.092,13020.814,27404.0560229
1660348800,2022-08-13 00:00:00,AURY/USDT,2.081,2.099,2.074,2.096,1656.8472,3458.5065441
1660262400,2022-08-12 00:00:00,AURY/USDT,2.092,2.103,1.863,2.085,19898.2311,39664.4116812
1660176000,2022-08-11 00:00:00,AURY/USDT,2.06,2.207,2.05,2.092,23267.002,49471.9028745
1660089600,2022-08-10 00:00:00,AURY/USDT,2.002,2.243,1.99,2.069,15386.644,31636.2565006
1660003200,2022-08-09 00:00:00,AURY/USDT,2.023,2.031,1.977,2,4548.1587,9134.3642383
1659916800,2022-08-08 00:00:00,AURY/USDT,1.978,2.034,1.967,2.023,4740.1512,9458.0263381
1659830400,2022-08-07 00:00:00,AURY/USDT,1.994,1.994,1.953,1.965,3134.6604,6177.3726598
1659744000,2022-08-06 00:00:00,AURY/USDT,2.008,2.019,1.981,1.981,2166.3862,4318.7000059
1659657600,2022-08-05 00:00:00,AURY/USDT,2.132,2.132,1.8,2.017,102935.1887,199771.9823995
1659571200,2022-08-04 00:00:00,AURY/USDT,2.119,2.132,2.117,2.132,1654.8336,3519.0745401
1659484800,2022-08-03 00:00:00,AURY/USDT,2.175,2.178,2.119,2.127,2971.5127,6364.8742191
1659398400,2022-08-02 00:00:00,AURY/USDT,2.204,2.205,2.159,2.178,4088.8696,8910.3741456
1659312000,2022-08-01 00:00:00,AURY/USDT,2.208,2.224,2.182,2.204,735.6152,1617.6090621
1659225600,2022-07-31 00:00:00,AURY/USDT,2.213,2.224,2.196,2.213,3589.73,7936.4313861
1659139200,2022-07-30 00:00:00,AURY/USDT,2.223,2.241,2.191,2.211,5204.1726,11596.3287974
1659052800,2022-07-29 00:00:00,AURY/USDT,2.213,2.235,2.18,2.226,3418.2968,7569.4841676
1658966400,2022-07-28 00:00:00,AURY/USDT,2.2,2.212,2.18,2.208,4869.8797,10700.7787508
1658880000,2022-07-27 00:00:00,AURY/USDT,2.198,2.203,2.176,2.2,1432.5715,3139.5353974
1658793600,2022-07-26 00:00:00,AURY/USDT,2.196,2.22,2.191,2.197,1885.2667,4164.7493428
1658707200,2022-07-25 00:00:00,AURY/USDT,2.265,2.276,2.192,2.196,4361.9123,9670.786175
1658620800,2022-07-24 00:00:00,AURY/USDT,2.231,2.277,2.188,2.277,5200.6542,11598.3723722
1658534400,2022-07-23 00:00:00,AURY/USDT,2.26,2.269,2.214,2.219,4465.1033,9995.5080944
1658448000,2022-07-22 00:00:00,AURY/USDT,2.319,2.366,2.254,2.26,7002.3328,16188.3246223
1658361600,2022-07-21 00:00:00,AURY/USDT,2.446,2.449,2.292,2.316,4148.9674,9853.0539925
1658275200,2022-07-20 00:00:00,AURY/USDT,2.509,2.511,2.397,2.435,2550.49415651,6253.64839018359
1658188800,2022-07-19 00:00:00,AURY/USDT,2.544,2.548,2.494,2.494,2389.34571685,6033.00272035377
1658102400,2022-07-18 00:00:00,AURY/USDT,2.5,2.564,2.49,2.544,10751.82137027,27027.97948684094
1658016000,2022-07-17 00:00:00,AURY/USDT,2.577,2.577,2.053,2.514,27849.21371396,69170.28039045702
1657929600,2022-07-16 00:00:00,AURY/USDT,2.577,2.583,2.483,2.577,5349.10527328,13536.79676435839
1657843200,2022-07-15 00:00:00,AURY/USDT,2.564,2.619,2.549,2.577,4318.03248833,11124.08142818161
1657756800,2022-07-14 00:00:00,AURY/USDT,2.53,2.8,2.527,2.564,9174.84535039,23643.35512001533
1657670400,2022-07-13 00:00:00,AURY/USDT,2.418,2.536,2.402,2.53,9014.8382256,22442.19653871361
1657584000,2022-07-12 00:00:00,AURY/USDT,2.371,2.459,2.343,2.418,9038.04488897,21742.44975890511
1657497600,2022-07-11 00:00:00,AURY/USDT,2.359,2.387,2.322,2.371,3253.33912704,7664.3489045105
1657411200,2022-07-10 00:00:00,AURY/USDT,2.402,2.415,2.343,2.373,2597.81204923,6211.44528755517
1657324800,2022-07-09 00:00:00,AURY/USDT,2.39,2.402,2.343,2.398,81753.32872383,194691.01513787295
1657238400,2022-07-08 00:00:00,AURY/USDT,2.362,2.405,2.344,2.404,3126.74733741,7432.63937462977
1657152000,2022-07-07 00:00:00,AURY/USDT,2.114,2.367,2.114,2.362,6249.87164074,14152.53753273303
1657065600,2022-07-06 00:00:00,AURY/USDT,2.005,2.128,1.999,2.127,2308.0778,4770.6266474
1656979200,2022-07-05 00:00:00,AURY/USDT,1.991,2.026,1.943,2.005,2631.10422474,5219.89993471371
1656892800,2022-07-04 00:00:00,AURY/USDT,1.892,2.01,1.892,1.994,9114.84651844,17962.89122744575
1656806400,2022-07-03 00:00:00,AURY/USDT,1.981,2,1.867,1.892,3766.8062748,7169.14600014293
1656720000,2022-07-02 00:00:00,AURY/USDT,1.979,2.053,1.971,1.994,5122.33904549,10222.90200324884
1656633600,2022-07-01 00:00:00,AURY/USDT,2.05,2.092,1.977,1.98,245233.77531788,504645.20344838778
1656547200,2022-06-30 00:00:00,AURY/USDT,2.09,2.097,2.002,2.05,57455.39265004,118256.04564334959
1656460800,2022-06-29 00:00:00,AURY/USDT,2.14,2.159,2.089,2.089,79167.49331302,168933.63103774396
1656374400,2022-06-28 00:00:00,AURY/USDT,2.237,2.239,2.139,2.139,29111.93176801,63361.15390475552
1656288000,2022-06-27 00:00:00,AURY/USDT,2.247,2.265,2.227,2.237,18443.70137465,41404.21689298194
1656201600,2022-06-26 00:00:00,AURY/USDT,2.261,2.279,2.244,2.247,24153.49465713,54426.36477090846
1656115200,2022-06-25 00:00:00,AURY/USDT,2.322,2.327,2.237,2.261,12626.38067463,28756.54627999242
1656028800,2022-06-24 00:00:00,AURY/USDT,2.207,2.33,2.202,2.323,43260.50217627,98926.23612264854
1655942400,2022-06-23 00:00:00,AURY/USDT,2.197,2.231,2.193,2.207,13164.81978146,29257.69594954592
1655856000,2022-06-22 00:00:00,AURY/USDT,2.207,2.218,2.153,2.199,37965.97339133,82916.30361914277
1655769600,2022-06-21 00:00:00,AURY/USDT,2.185,2.224,2.131,2.207,27727.03152864,60718.23297660394
1655683200,2022-06-20 00:00:00,AURY/USDT,2.19,2.213,2.121,2.188,61654.87405171,134565.91871640979
1655596800,2022-06-19 00:00:00,AURY/USDT,2.143,2.212,2.126,2.191,3517.15633791,7638.2142340342
1655510400,2022-06-18 00:00:00,AURY/USDT,2.304,2.314,2.067,2.143,11710.61351427,25477.90000361024
1655424000,2022-06-17 00:00:00,AURY/USDT,2.298,2.347,2.291,2.304,8042.86189334,18511.59180719797
1655337600,2022-06-16 00:00:00,AURY/USDT,2.406,2.439,2.291,2.295,5610.08108636,13331.17212756358
1655251200,2022-06-15 00:00:00,AURY/USDT,2.194,2.411,2.186,2.411,14436.35304328,32982.39459493524
1655164800,2022-06-14 00:00:00,AURY/USDT,2.089,2.246,2.032,2.198,45142.3501594,99348.20756206658
1655078400,2022-06-13 00:00:00,AURY/USDT,2.274,2.283,2.069,2.1,18631.10928597,39884.40343360146
1654992000,2022-06-12 00:00:00,AURY/USDT,2.325,2.336,2.273,2.273,15392.88970621,35271.95499839049
1654905600,2022-06-11 00:00:00,AURY/USDT,2.433,2.479,2.324,2.325,27812.37664332,67490.033539599
1654819200,2022-06-10 00:00:00,AURY/USDT,2.675,2.677,2.432,2.433,20366.36847164,53264.10130441614
1654732800,2022-06-09 00:00:00,AURY/USDT,2.412,2.691,2.403,2.685,55478.08445029,138436.93547313859
1654646400,2022-06-08 00:00:00,AURY/USDT,2.39,2.42,2.381,2.406,23806.94586956,57210.9007101817
1654560000,2022-06-07 00:00:00,AURY/USDT,2.528,2.528,2.353,2.39,18638.07195411,44806.10452636629
1654473600,2022-06-06 00:00:00,AURY/USDT,2.449,2.548,2.449,2.531,15206.60531308,38275.65385028873
1654387200,2022-06-05 00:00:00,AURY/USDT,2.282,2.467,2.266,2.45,17781.28273363,42756.58425013587
1654300800,2022-06-04 00:00:00,AURY/USDT,2.178,2.298,2.161,2.284,8074.0646078,18057.53070640989
1654214400,2022-06-03 00:00:00,AURY/USDT,2.228,2.241,2.137,2.168,12617.35637729,27591.27678526412
1654128000,2022-06-02 00:00:00,AURY/USDT,2.278,2.414,2.212,2.228,70149.74806845,163337.78535372029
1654041600,2022-06-01 00:00:00,AURY/USDT,1.859,2.646,1.859,2.279,241802.85894019,559550.31595015776
1653955200,2022-05-31 00:00:00,AURY/USDT,1.769,1.924,1.766,1.859,89225.08527514,163569.41194280845
1653868800,2022-05-30 00:00:00,AURY/USDT,1.755,1.771,1.697,1.769,33026.3495988,57165.1953747913
1653782400,2022-05-29 00:00:00,AURY/USDT,1.775,1.776,1.734,1.755,27296.63803663,47933.85964367145
1653696000,2022-05-28 00:00:00,AURY/USDT,1.9,1.9,1.766,1.776,18469.71814165,34141.13357239501
1653609600,2022-05-27 00:00:00,AURY/USDT,2.031,2.198,1.877,1.893,68726.59894824,137826.83530421072
1653523200,2022-05-26 00:00:00,AURY/USDT,2.917,2.92,2.016,2.031,32993.83693521,76193.44502739794
1653436800,2022-05-25 00:00:00,AURY/USDT,3.249,3.249,2.915,2.918,5460.37191145,16723.0146469219
1653350400,2022-05-24 00:00:00,AURY/USDT,3.659,3.659,3.25,3.25,6772.64328722,23448.49665105607
1653264000,2022-05-23 00:00:00,AURY/USDT,3.756,3.764,3.65,3.657,7243.06843524,26731.65183285826
1653177600,2022-05-22 00:00:00,AURY/USDT,3.918,3.93,3.751,3.751,2717.71439641,10452.06459632174
1653091200,2022-05-21 00:00:00,AURY/USDT,4.197,4.197,3.919,3.919,3914.27171288,15813.92101530917
1653004800,2022-05-20 00:00:00,AURY/USDT,4.743,4.752,4.199,4.2,5292.32226233,23749.03853918046
1652918400,2022-05-19 00:00:00,AURY/USDT,4.7,4.748,4.7,4.744,1172.46785543,5518.03668809252
1652832000,2022-05-18 00:00:00,AURY/USDT,4.842,4.847,4.7,4.7,2977.50564724,14140.94779104354
1652745600,2022-05-17 00:00:00,AURY/USDT,4.91,4.927,4.818,4.844,3306.61368826,16130.21623022995
1652659200,2022-05-16 00:00:00,AURY/USDT,5.129,5.171,4.91,4.91,10079.32619966,50679.43716168086
1652572800,2022-05-15 00:00:00,AURY/USDT,5.23,5.245,5.128,5.13,3694.23443914,19119.54491494337
1652486400,2022-05-14 00:00:00,AURY/USDT,5.377,5.412,5.183,5.23,4919.52334274,25953.14213974045
1652400000,2022-05-13 00:00:00,AURY/USDT,5.284,5.511,5.218,5.382,8071.76324317,43531.56704606384
1652313600,2022-05-12 00:00:00,AURY/USDT,5.543,5.568,5.222,5.277,13368.23207007,72440.85345163649
1652227200,2022-05-11 00:00:00,AURY/USDT,6.513,6.538,5.507,5.543,18162.1825011,113459.19827395921
1652140800,2022-05-10 00:00:00,AURY/USDT,6.589,6.675,6.476,6.525,8819.72983509,57751.47713740632
1652054400,2022-05-09 00:00:00,AURY/USDT,6.877,6.907,6.589,6.589,9205.05683221,61542.45234317737
1651968000,2022-05-08 00:00:00,AURY/USDT,7.062,7.084,6.877,6.877,3556.82643664,24709.08360757063
1651881600,2022-05-07 00:00:00,AURY/USDT,7.227,7.235,7.054,7.077,2130.0919548,15189.895438315
1651795200,2022-05-06 00:00:00,AURY/USDT,7.413,7.415,7.204,7.233,3417.47126597,24918.80478751818
1651708800,2022-05-05 00:00:00,AURY/USDT,7.719,7.823,7.381,7.414,6593.79468383,50203.75079638486
1651622400,2022-05-04 00:00:00,AURY/USDT,7.238,7.769,7.227,7.755,10376.46209867,77788.60507163735
1651536000,2022-05-03 00:00:00,AURY/USDT,7.284,7.29,7.186,7.227,4577.96228018,33034.62319689801
1651449600,2022-05-02 00:00:00,AURY/USDT,7.292,7.293,7.225,7.283,2405.99878326,17456.46022305584
1651363200,2022-05-01 00:00:00,AURY/USDT,7.389,7.407,7.212,7.292,1888.61156919,13742.87072167819
1651276800,2022-04-30 00:00:00,AURY/USDT,7.538,7.54,7.389,7.389,3057.00722011,22905.00333861091
1651190400,2022-04-29 00:00:00,AURY/USDT,7.74,7.759,7.518,7.537,2890.73085555,22042.89957269594
1651104000,2022-04-28 00:00:00,AURY/USDT,7.908,7.929,7.7,7.7,3518.02649958,27399.4881992992
1651017600,2022-04-27 00:00:00,AURY/USDT,8.052,8.099,7.865,7.865,4775.0517583,38258.07683280096
1650931200,2022-04-26 00:00:00,AURY/USDT,8.296,8.329,8.023,8.073,9626.39880499,78643.89962704326
1650844800,2022-04-25 00:00:00,AURY/USDT,8.479,8.503,8.253,8.332,3691.06164776,30735.37183357519
1650758400,2022-04-24 00:00:00,AURY/USDT,8.605,8.651,8.439,8.486,3155.57223865,26838.35633077994
1650672000,2022-04-23 00:00:00,AURY/USDT,8.829,8.846,8.604,8.605,3372.2213777,29417.36355505353
1650585600,2022-04-22 00:00:00,AURY/USDT,9.127,9.174,8.826,8.829,2970.7896514,26741.00168005594
1650499200,2022-04-21 00:00:00,AURY/USDT,9.209,9.263,9.109,9.166,8444.04735424,77263.84508834052
1650412800,2022-04-20 00:00:00,AURY/USDT,9.366,9.408,9.206,9.21,9934.46610012,92012.93615582809
1650326400,2022-04-19 00:00:00,AURY/USDT,9.427,9.46,9.291,9.354,4527.83775645,42552.77915938608
1650240000,2022-04-18 00:00:00,AURY/USDT,9.501,9.598,9.371,9.427,19333.53793749,182890.58672986346
1650153600,2022-04-17 00:00:00,AURY/USDT,9.264,9.595,9.206,9.505,4946.02744427,46360.94486749085
1650067200,2022-04-16 00:00:00,AURY/USDT,9.362,9.416,9.207,9.23,12593.82940204,117206.67024123683
1649980800,2022-04-15 00:00:00,AURY/USDT,9.369,9.424,9.354,9.361,4806.23915463,45061.6369948572
1649894400,2022-04-14 00:00:00,AURY/USDT,9.502,9.505,9.362,9.37,6974.43486686,65592.58573988657
1649808000,2022-04-13 00:00:00,AURY/USDT,9.803,9.824,9.493,9.505,14157.5031205,136453.54712745318
1649721600,2022-04-12 00:00:00,AURY/USDT,9.873,9.886,9.677,9.803,31120.32263103,304744.30317057601
1649635200,2022-04-11 00:00:00,AURY/USDT,10.394,12.911,9.873,9.875,76229.10678909,798159.02175405438
1649548800,2022-04-10 00:00:00,AURY/USDT,10.1,10.419,10.081,10.379,16660.13253483,170483.44278950863
1649462400,2022-04-09 00:00:00,AURY/USDT,9.898,10.124,9.891,10.109,8947.65136501,89708.35459952574
1649376000,2022-04-08 00:00:00,AURY/USDT,9.91,9.997,9.84,9.948,18674.79153035,185418.34823994395
1649289600,2022-04-07 00:00:00,AURY/USDT,9.878,9.932,9.824,9.882,14133.113772,139538.41169569298
1649203200,2022-04-06 00:00:00,AURY/USDT,10.064,10.115,9.86,9.877,13935.54626739,139124.98800900143
1649116800,2022-04-05 00:00:00,AURY/USDT,9.98,10.141,9.979,10.064,6169.0395953,62169.94323042799
1649030400,2022-04-04 00:00:00,AURY/USDT,10.094,10.234,9.933,10.03,15884.81855201,160110.68218526226
1648944000,2022-04-03 00:00:00,AURY/USDT,9.576,10.149,9.53,10.098,22311.6103585,219733.85139886485
1648857600,2022-04-02 00:00:00,AURY/USDT,9.499,9.642,9.424,9.565,9897.71364705,94553.09077635294
1648771200,2022-04-01 00:00:00,AURY/USDT,9.237,9.524,9.191,9.5,7219.83330934,67744.7370179495
1648684800,2022-03-31 00:00:00,AURY/USDT,9.641,9.884,9.155,9.218,22616.35534832,213390.97091745613
1648598400,2022-03-30 00:00:00,AURY/USDT,9.494,9.801,9.427,9.684,15403.63053289,148758.0125459615
1648512000,2022-03-29 00:00:00,AURY/USDT,9.029,9.544,9.028,9.494,15633.80152899,144961.77853936857
1648425600,2022-03-28 00:00:00,AURY/USDT,8.515,9.093,8.465,9.031,10466.18245961,92377.59529770552
1648339200,2022-03-27 00:00:00,AURY/USDT,8.289,8.615,8.241,8.515,16599.22114021,140169.64262658143
1648252800,2022-03-26 00:00:00,AURY/USDT,8.231,8.295,8.217,8.283,2684.48525387,22174.08115299903
1648166400,2022-03-25 00:00:00,AURY/USDT,8.207,8.377,8.205,8.232,3827.67679922,31655.7001540913
1648080000,2022-03-24 00:00:00,AURY/USDT,8.089,8.232,8.079,8.207,9231.1469149,75338.91889065375
1647993600,2022-03-23 00:00:00,AURY/USDT,8.114,8.143,8.066,8.089,4398.65333383,35601.87322986174
1647907200,2022-03-22 00:00:00,AURY/USDT,8.124,8.234,8.095,8.108,7973.54854389,65185.86818720486
1647820800,2022-03-21 00:00:00,AURY/USDT,8.244,8.27,8.121,8.125,2208.43048487,18152.80770322897
1647734400,2022-03-20 00:00:00,AURY/USDT,8.249,8.279,8.241,8.245,1591.0549732,13128.66032522533
1647648000,2022-03-19 00:00:00,AURY/USDT,8.144,8.289,8.111,8.264,2099.61060437,17250.93828986795
1647561600,2022-03-18 00:00:00,AURY/USDT,8.09,8.149,8.064,8.116,3855.05847092,31263.15540394106
1647475200,2022-03-17 00:00:00,AURY/USDT,8.01,8.142,8.001,8.086,5555.90000641,44931.5625614016
1647388800,2022-03-16 00:00:00,AURY/USDT,7.993,8.049,7.952,8.01,4703.44259991,37644.81633867998
1647302400,2022-03-15 00:00:00,AURY/USDT,8.027,8.039,7.947,7.998,4408.29604639,35166.25565362218
1647216000,2022-03-14 00:00:00,AURY/USDT,8.004,8.029,7.997,8.027,2207.56045836,17686.2995631503
1647129600,2022-03-13 00:00:00,AURY/USDT,8.03,8.073,8,8.003,2923.7953797,23468.73225494665
1647043200,2022-03-12 00:00:00,AURY/USDT,8.038,8.095,8.009,8.032,3686.63595112,29643.09834591161
1646956800,2022-03-11 00:00:00,AURY/USDT,8.089,8.12,8.029,8.076,3358.04131405,27104.17502043995
1646870400,2022-03-10 00:00:00,AURY/USDT,8.056,8.118,8.042,8.092,2193.8198735,17685.47548087505
1646784000,2022-03-09 00:00:00,AURY/USDT,8.073,8.142,8.057,8.093,2849.71659625,23086.89573387834
1646697600,2022-03-08 00:00:00,AURY/USDT,8.091,8.162,8.053,8.103,4976.13902219,40217.52721941529
1646611200,2022-03-07 00:00:00,AURY/USDT,8.152,8.193,8.09,8.131,4315.77924496,35090.23286952519
1646524800,2022-03-06 00:00:00,AURY/USDT,8.16,8.178,8.103,8.145,2480.10090919,20167.38701654506
1646438400,2022-03-05 00:00:00,AURY/USDT,8.143,8.181,8.094,8.161,1548.97246179,12609.23678347307
1646352000,2022-03-04 00:00:00,AURY/USDT,8.183,8.219,8.118,8.154,4882.72369757,39806.955310771
1646265600,2022-03-03 00:00:00,AURY/USDT,8.226,8.268,8.178,8.182,1537.25149,12638.02569719094
1646179200,2022-03-02 00:00:00,AURY/USDT,8.291,8.328,8.212,8.224,6971.3706842,57558.73393666306
1646092800,2022-03-01 00:00:00,AURY/USDT,8.177,8.405,8.091,8.291,4217.25681531,34785.63891229295
1646006400,2022-02-28 00:00:00,AURY/USDT,8.263,8.317,8.096,8.181,3655.71972738,29907.20616902339
1645920000,2022-02-27 00:00:00,AURY/USDT,8.518,8.587,8.253,8.268,2789.82423741,23535.00144659925
1645833600,2022-02-26 00:00:00,AURY/USDT,8.565,8.593,8.495,8.506,3545.62248814,30228.41427127338
1645747200,2022-02-25 00:00:00,AURY/USDT,8.363,8.588,8.336,8.548,3672.78787698,31227.71149655284
1645660800,2022-02-24 00:00:00,AURY/USDT,8.586,8.618,8.299,8.363,10172.82874467,85668.0533510633
1645574400,2022-02-23 00:00:00,AURY/USDT,8.66,8.696,8.573,8.594,7749.10766345,66815.45637133059
1645488000,2022-02-22 00:00:00,AURY/USDT,8.813,8.862,8.626,8.66,6324.29425424,55371.53239913339
1645401600,2022-02-21 00:00:00,AURY/USDT,8.833,8.904,8.81,8.815,5019.90902542,44422.80398522177
1645315200,2022-02-20 00:00:00,AURY/USDT,8.593,8.841,8.521,8.831,10125.74771123,87728.24133806961
1645228800,2022-02-19 00:00:00,AURY/USDT,8.659,8.7,8.545,8.593,3358.61157509,28849.62502988311
1645142400,2022-02-18 00:00:00,AURY/USDT,8.777,8.817,8.606,8.665,5619.64282935,48852.67023104868
1645056000,2022-02-17 00:00:00,AURY/USDT,9.243,9.256,8.737,8.797,8019.25782002,72501.64264721047
1644969600,2022-02-16 00:00:00,AURY/USDT,9.274,9.289,9.154,9.243,4956.05008635,45659.24165670922
1644883200,2022-02-15 00:00:00,AURY/USDT,9.222,9.276,9.179,9.272,4165.64485632,38440.32872736197
1644796800,2022-02-14 00:00:00,AURY/USDT,9.234,9.25,9.096,9.226,2825.05834335,25998.24834271888
1644710400,2022-02-13 00:00:00,AURY/USDT,9.34,9.343,9.118,9.226,6467.77715514,59709.40891032495
1644624000,2022-02-12 00:00:00,AURY/USDT,9.439,9.44,9.206,9.285,7689.17245193,71697.97683342725
1644537600,2022-02-11 00:00:00,AURY/USDT,9.556,9.743,9.385,9.412,11729.72933317,111423.02896138253
1644451200,2022-02-10 00:00:00,AURY/USDT,9.66,9.782,9.439,9.556,8820.2495097,84711.44511773422
1644364800,2022-02-09 00:00:00,AURY/USDT,9.604,9.811,9.526,9.66,5329.97884786,51282.00704486737
1644278400,2022-02-08 00:00:00,AURY/USDT,9.646,9.704,9.442,9.605,6688.73729575,64082.92871644261
1644192000,2022-02-07 00:00:00,AURY/USDT,9.635,10.019,9.44,9.657,15134.09968511,146865.97957872653
1644105600,2022-02-06 00:00:00,AURY/USDT,9.29,10.159,8.85,9.649,19583.19121153,183567.94980384359
1644019200,2022-02-05 00:00:00,AURY/USDT,9.25,9.435,9.157,9.256,9546.16673583,88398.24848024938
1643932800,2022-02-04 00:00:00,AURY/USDT,9.034,9.401,8.713,9.25,11818.04571066,107493.19142782963
1643846400,2022-02-03 00:00:00,AURY/USDT,9.038,9.093,8.934,9.041,3041.24064561,27392.17326410682
1643760000,2022-02-02 00:00:00,AURY/USDT,9.116,9.199,9,9.053,3530.56475203,32128.44794996236
1643673600,2022-02-01 00:00:00,AURY/USDT,8.715,9.203,8.584,9.123,11479.40576715,101992.85971743
1643587200,2022-01-31 00:00:00,AURY/USDT,8.833,8.852,8.647,8.696,5238.06783655,45844.98280706513
1643500800,2022-01-30 00:00:00,AURY/USDT,9.098,9.098,8.61,8.795,14821.57500873,131651.75320133279
1643414400,2022-01-29 00:00:00,AURY/USDT,9.092,9.25,9.016,9.098,3752.19359748,34195.25120700551
1643328000,2022-01-28 00:00:00,AURY/USDT,9.104,9.183,8.938,9.122,5289.6799518,48053.53460796282
1643241600,2022-01-27 00:00:00,AURY/USDT,8.999,9.676,8.581,9.119,21446.41582501,194943.77711580302
1643155200,2022-01-26 00:00:00,AURY/USDT,9.295,9.299,8.937,8.999,7529.57944396,68394.84188142228
1643068800,2022-01-25 00:00:00,AURY/USDT,9.497,9.533,9.258,9.295,3448.48882591,32343.39634407685
1642982400,2022-01-24 00:00:00,AURY/USDT,9.915,9.931,9.356,9.491,11132.66343276,106532.95123360464
1642896000,2022-01-23 00:00:00,AURY/USDT,10.029,10.095,9.733,9.915,6523.23635986,64597.36036269438
1642809600,2022-01-22 00:00:00,AURY/USDT,10.573,10.617,9.5,10.081,22346.94785022,226912.71086943678
1642723200,2022-01-21 00:00:00,AURY/USDT,11.496,11.54,10.446,10.611,32865.5059825,357165.82183371622
1642636800,2022-01-20 00:00:00,AURY/USDT,11.501,11.731,11.28,11.496,6189.31048389,71410.03936207217
1642550400,2022-01-19 00:00:00,AURY/USDT,11.659,11.66,11.294,11.517,8653.23589479,99676.22989815099
1642464000,2022-01-18 00:00:00,AURY/USDT,11.798,11.799,11.447,11.66,12112.43842371,141517.57877278406
1642377600,2022-01-17 00:00:00,AURY/USDT,12.512,13.193,11.6,11.798,49543.01290742,598648.24943402406
1642291200,2022-01-16 00:00:00,AURY/USDT,12.886,13.3,12.329,12.501,42311.97884682,534337.22917798032
