https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUPER,Volume USDT
1657238400,2022-07-08 00:00:00,SUPER/USDT,0.1329,0.1347,0.127,0.1285,831937.34765506,108553.048649652725
1657152000,2022-07-07 00:00:00,SUPER/USDT,0.126,0.1487,0.1243,0.1334,3526934.96294805,478563.539327516369
1657065600,2022-07-06 00:00:00,SUPER/USDT,0.1209,0.1301,0.1173,0.1265,677302.73630275,82086.414464520287
1656979200,2022-07-05 00:00:00,SUPER/USDT,0.1244,0.1261,0.1165,0.1206,414615.68867724,50031.481200205769
1656892800,2022-07-04 00:00:00,SUPER/USDT,0.1215,0.1255,0.1175,0.1246,338693.91979527,41126.82413912211
1656806400,2022-07-03 00:00:00,SUPER/USDT,0.1234,0.1244,0.1192,0.123,377647.61440745,46091.578212520879
1656720000,2022-07-02 00:00:00,SUPER/USDT,0.1214,0.1253,0.1178,0.1235,378196.27013132,45666.393487079776
1656633600,2022-07-01 00:00:00,SUPER/USDT,0.1224,0.1493,0.1184,0.1214,3274896.42853111,438321.286143943127
1656547200,2022-06-30 00:00:00,SUPER/USDT,0.1268,0.1275,0.114,0.1227,932701.0251858,110420.257272915421
1656460800,2022-06-29 00:00:00,SUPER/USDT,0.1344,0.1369,0.125,0.1266,432325.31966523,55753.875940568853
1656374400,2022-06-28 00:00:00,SUPER/USDT,0.1447,0.148,0.1335,0.1339,565040.99166393,80336.67627185642
1656288000,2022-06-27 00:00:00,SUPER/USDT,0.1424,0.1522,0.1405,0.1454,707274.25929876,103301.771172002953
1656201600,2022-06-26 00:00:00,SUPER/USDT,0.1528,0.1575,0.1421,0.1424,888534.93272003,134884.2826317395
1656115200,2022-06-25 00:00:00,SUPER/USDT,0.146,0.1537,0.1412,0.1528,590932.50443807,87096.391734492667
1656028800,2022-06-24 00:00:00,SUPER/USDT,0.141,0.1478,0.1371,0.1464,580859.13320352,82610.005232827788
1655942400,2022-06-23 00:00:00,SUPER/USDT,0.1321,0.1419,0.1318,0.1414,543991.48348143,75128.151359671728
1655856000,2022-06-22 00:00:00,SUPER/USDT,0.1419,0.1427,0.1311,0.1321,1215959.37084025,164987.483519776361
1655769600,2022-06-21 00:00:00,SUPER/USDT,0.143,0.1518,0.1401,0.1413,1564319.34166087,228652.280883701017
1655683200,2022-06-20 00:00:00,SUPER/USDT,0.1543,0.1627,0.1375,0.1432,3883657.28892719,568962.174877480667
1655596800,2022-06-19 00:00:00,SUPER/USDT,0.1215,0.1886,0.1167,0.154,5690851.25398146,874433.181454245395
1655510400,2022-06-18 00:00:00,SUPER/USDT,0.1287,0.1311,0.109,0.1208,593762.52211652,70750.889098562405
1655424000,2022-06-17 00:00:00,SUPER/USDT,0.126,0.1326,0.1243,0.1292,644075.80009691,83464.556161302685
1655337600,2022-06-16 00:00:00,SUPER/USDT,0.1426,0.1448,0.1242,0.1252,400814.37727521,53512.826772424548
1655251200,2022-06-15 00:00:00,SUPER/USDT,0.1361,0.1428,0.1207,0.1426,1115668.50555533,145862.961176018482
1655164800,2022-06-14 00:00:00,SUPER/USDT,0.1329,0.1544,0.1221,0.1373,1452291.99188221,201385.844065904854
1655078400,2022-06-13 00:00:00,SUPER/USDT,0.1508,0.1523,0.1232,0.1326,1415571.4069851,192596.886841080913
1654992000,2022-06-12 00:00:00,SUPER/USDT,0.164,0.1646,0.1496,0.1504,765034.08064312,120251.450550922896
1654905600,2022-06-11 00:00:00,SUPER/USDT,0.1775,0.1814,0.1588,0.1638,477033.16685143,80549.93601838526
1654819200,2022-06-10 00:00:00,SUPER/USDT,0.1907,0.1935,0.1769,0.1773,463045.30791439,85176.940505680125
1654732800,2022-06-09 00:00:00,SUPER/USDT,0.1919,0.1984,0.1907,0.1907,453133.83069775,88169.338789926835
1654646400,2022-06-08 00:00:00,SUPER/USDT,0.1968,0.1991,0.19,0.1918,443286.51208575,86150.50422763784
1654560000,2022-06-07 00:00:00,SUPER/USDT,0.2029,0.2069,0.188,0.1976,1052407.87268647,205298.399717028414
1654473600,2022-06-06 00:00:00,SUPER/USDT,0.2032,0.2129,0.1985,0.2029,556346.88082456,115226.80178311294
1654387200,2022-06-05 00:00:00,SUPER/USDT,0.1996,0.2154,0.1948,0.2018,460087.00558985,93150.209218969542
1654300800,2022-06-04 00:00:00,SUPER/USDT,0.1939,0.2033,0.1927,0.1994,197702.85414288,38917.830074119276
1654214400,2022-06-03 00:00:00,SUPER/USDT,0.209,0.2112,0.1881,0.1935,913092.90773776,178553.55083393195
1654128000,2022-06-02 00:00:00,SUPER/USDT,0.1995,0.2196,0.1956,0.2094,964586.56948869,199886.912087622981
1654041600,2022-06-01 00:00:00,SUPER/USDT,0.2308,0.2326,0.195,0.2002,890096.05215492,187854.334845597197
1653955200,2022-05-31 00:00:00,SUPER/USDT,0.2163,0.2717,0.2126,0.2305,3272931.58764384,776999.893834179083
1653868800,2022-05-30 00:00:00,SUPER/USDT,0.206,0.2218,0.2015,0.2163,1222616.31474769,258438.297098954139
1653782400,2022-05-29 00:00:00,SUPER/USDT,0.1822,0.2309,0.1777,0.2063,1796140.60648472,363989.666105661022
1653696000,2022-05-28 00:00:00,SUPER/USDT,0.1756,0.1846,0.1724,0.1822,329336.73083795,59303.103914395695
1653609600,2022-05-27 00:00:00,SUPER/USDT,0.1902,0.1912,0.1734,0.1758,1001006.26620775,182790.832455278695
1653523200,2022-05-26 00:00:00,SUPER/USDT,0.2123,0.216,0.1825,0.1886,1201024.44465197,235583.92901879527
1653436800,2022-05-25 00:00:00,SUPER/USDT,0.2185,0.2258,0.2102,0.2124,753183.05875446,164127.974827484619
1653350400,2022-05-24 00:00:00,SUPER/USDT,0.2088,0.2313,0.1978,0.2185,1178888.13387049,249671.397758493347
1653264000,2022-05-23 00:00:00,SUPER/USDT,0.2102,0.2442,0.2074,0.2087,3673142.51237974,830186.843263999716
1653177600,2022-05-22 00:00:00,SUPER/USDT,0.1997,0.2209,0.1979,0.2105,1522271.46844954,318904.896352507826
1653091200,2022-05-21 00:00:00,SUPER/USDT,0.1901,0.2033,0.1883,0.1998,514121.2734379,101357.040748217124
1653004800,2022-05-20 00:00:00,SUPER/USDT,0.2043,0.2083,0.1872,0.1907,661494.91910416,131363.357318538574
1652918400,2022-05-19 00:00:00,SUPER/USDT,0.1852,0.2075,0.1807,0.206,1306298.3694051,255870.136472640426
1652832000,2022-05-18 00:00:00,SUPER/USDT,0.2095,0.2124,0.1823,0.1839,663510.78398628,128909.473588065584
1652745600,2022-05-17 00:00:00,SUPER/USDT,0.1937,0.2184,0.1937,0.2095,1092615.00440412,222524.331494952999
1652659200,2022-05-16 00:00:00,SUPER/USDT,0.2181,0.2181,0.1926,0.1941,651061.92530624,132703.673834021349
1652572800,2022-05-15 00:00:00,SUPER/USDT,0.1968,0.2197,0.188,0.2183,773112.58584344,157709.767585942993
1652486400,2022-05-14 00:00:00,SUPER/USDT,0.1955,0.2099,0.1753,0.1987,1133220.48548635,218150.969499102928
1652400000,2022-05-13 00:00:00,SUPER/USDT,0.1718,0.2353,0.1688,0.1964,2491514.86952476,514438.255608492579
1652313600,2022-05-12 00:00:00,SUPER/USDT,0.1851,0.205,0.1457,0.1724,3065221.21702223,521165.828478284834
1652227200,2022-05-11 00:00:00,SUPER/USDT,0.307,0.3104,0.165,0.1847,3654515.06315617,868553.766789886418
1652140800,2022-05-10 00:00:00,SUPER/USDT,0.281,0.3369,0.2761,0.3081,1105872.88739874,339625.753085234436
1652054400,2022-05-09 00:00:00,SUPER/USDT,0.3559,0.3619,0.2823,0.283,1675495.59348274,537457.823137773858
1651968000,2022-05-08 00:00:00,SUPER/USDT,0.3702,0.3723,0.35,0.3552,609945.62710081,219125.919315650438
1651881600,2022-05-07 00:00:00,SUPER/USDT,0.3953,0.405,0.3594,0.3703,781317.92407201,300209.168686181673
1651795200,2022-05-06 00:00:00,SUPER/USDT,0.4099,0.4204,0.3828,0.3959,938830.28310653,375713.653170678942
1651708800,2022-05-05 00:00:00,SUPER/USDT,0.4602,0.4658,0.3937,0.4101,1252438.99585001,537026.123293274138
1651622400,2022-05-04 00:00:00,SUPER/USDT,0.416,0.4955,0.4141,0.4601,4499921.2553037,2037169.80013621508
1651536000,2022-05-03 00:00:00,SUPER/USDT,0.4258,0.4465,0.4093,0.4166,813705.09788576,348805.146637475853
1651449600,2022-05-02 00:00:00,SUPER/USDT,0.4288,0.4685,0.4125,0.426,2535402.30909554,1096773.752897588597
1651363200,2022-05-01 00:00:00,SUPER/USDT,0.4117,0.4423,0.4002,0.4291,964073.82108228,404243.003841369054
1651276800,2022-04-30 00:00:00,SUPER/USDT,0.4652,0.474,0.4096,0.4138,794606.58337697,352876.039670633609
1651190400,2022-04-29 00:00:00,SUPER/USDT,0.5119,0.5137,0.4531,0.4652,989016.18909613,474648.704639361528
1651104000,2022-04-28 00:00:00,SUPER/USDT,0.5131,0.5304,0.5019,0.5117,623390.47986931,322412.177264256464
1651017600,2022-04-27 00:00:00,SUPER/USDT,0.5031,0.5232,0.4928,0.5134,424081.82490711,214599.994002782157
1650931200,2022-04-26 00:00:00,SUPER/USDT,0.5615,0.5702,0.499,0.5046,814152.81036418,427843.075818407888
1650844800,2022-04-25 00:00:00,SUPER/USDT,0.5729,0.5754,0.5159,0.5607,1191236.90315938,652122.487093332057
1650758400,2022-04-24 00:00:00,SUPER/USDT,0.5808,0.5901,0.5646,0.5743,432364.0330569,250340.329432601968
1650672000,2022-04-23 00:00:00,SUPER/USDT,0.5916,0.5956,0.5788,0.5802,414260.91354865,244046.140131456575
1650585600,2022-04-22 00:00:00,SUPER/USDT,0.6074,0.6236,0.5834,0.5919,687655.60703767,412619.472540793949
1650499200,2022-04-21 00:00:00,SUPER/USDT,0.626,0.6463,0.594,0.6086,938571.73370515,585580.043752280138
1650412800,2022-04-20 00:00:00,SUPER/USDT,0.6432,0.6587,0.6178,0.6269,884639.24386333,564052.647967564848
1650326400,2022-04-19 00:00:00,SUPER/USDT,0.6303,0.6503,0.5649,0.6436,1288737.27301953,806281.943669564735
1650240000,2022-04-18 00:00:00,SUPER/USDT,0.6194,0.6443,0.5965,0.6292,932164.57021188,573364.11338209335
1650153600,2022-04-17 00:00:00,SUPER/USDT,0.6601,0.6601,0.6,0.6189,789508.39549821,503934.305670973361
1650067200,2022-04-16 00:00:00,SUPER/USDT,0.6436,0.6815,0.6237,0.66,1082573.21235755,701144.126389904612
1649980800,2022-04-15 00:00:00,SUPER/USDT,0.6251,0.6527,0.6217,0.645,563057.69697181,360469.214177089773
1649894400,2022-04-14 00:00:00,SUPER/USDT,0.6534,0.6585,0.6121,0.6255,799965.46662216,510462.98305945899
1649808000,2022-04-13 00:00:00,SUPER/USDT,0.6362,0.6657,0.6108,0.6557,1067245.84660982,685502.325181682838
1649721600,2022-04-12 00:00:00,SUPER/USDT,0.6056,0.6666,0.5967,0.6369,955499.70607324,605298.848212381453
1649635200,2022-04-11 00:00:00,SUPER/USDT,0.6911,0.6933,0.6,0.605,1814981.18804762,1159792.89165196801
1649548800,2022-04-10 00:00:00,SUPER/USDT,0.7268,0.73,0.683,0.6892,658666.28563402,468917.233043293454
1649462400,2022-04-09 00:00:00,SUPER/USDT,0.7121,0.7291,0.7025,0.7284,627246.61565237,450645.072471542618
1649376000,2022-04-08 00:00:00,SUPER/USDT,0.7636,0.7958,0.6928,0.7148,2261603.99557623,1672147.447214170485
1649289600,2022-04-07 00:00:00,SUPER/USDT,0.73,0.8201,0.7213,0.7632,2241510.86136604,1700298.544598411954
1649203200,2022-04-06 00:00:00,SUPER/USDT,0.7709,0.833,0.705,0.7294,3286035.41350391,2495666.68072222605
1649116800,2022-04-05 00:00:00,SUPER/USDT,0.8313,0.8384,0.7689,0.7689,1029932.51210104,830515.191639760567
1649030400,2022-04-04 00:00:00,SUPER/USDT,0.8691,0.8757,0.7671,0.8324,1749246.2796615,1435095.832231299449
1648944000,2022-04-03 00:00:00,SUPER/USDT,0.8371,0.8852,0.818,0.8705,918417.80966676,783431.399838837011
1648857600,2022-04-02 00:00:00,SUPER/USDT,0.8694,0.913,0.835,0.8366,1944011.31402845,1700619.906110743937
1648771200,2022-04-01 00:00:00,SUPER/USDT,0.8125,0.9264,0.7812,0.8715,3924755.37838623,3424821.799966636109
1648684800,2022-03-31 00:00:00,SUPER/USDT,0.7969,0.8866,0.7677,0.8142,4092946.85739282,3396183.141975113932
1648598400,2022-03-30 00:00:00,SUPER/USDT,0.7856,0.8252,0.7602,0.7969,2009957.44967722,1594043.300698006182
1648512000,2022-03-29 00:00:00,SUPER/USDT,0.7432,0.8361,0.7427,0.7837,3073751.22552733,2437894.637698712934
1648425600,2022-03-28 00:00:00,SUPER/USDT,0.7356,0.8767,0.7274,0.7444,3710518.14047394,2952351.447095607713
1648339200,2022-03-27 00:00:00,SUPER/USDT,0.697,0.7473,0.6884,0.7356,1207030.9339945,855857.563965963419
1648252800,2022-03-26 00:00:00,SUPER/USDT,0.6709,0.6979,0.6568,0.6977,679049.95256018,459047.944389656865
1648166400,2022-03-25 00:00:00,SUPER/USDT,0.7028,0.7178,0.6676,0.6714,813155.30445769,563343.592151884044
1648080000,2022-03-24 00:00:00,SUPER/USDT,0.6933,0.7263,0.6773,0.7033,2159554.97924557,1512229.718875045206
1647993600,2022-03-23 00:00:00,SUPER/USDT,0.6655,0.7094,0.645,0.6939,1901905.3847248,1297922.55754605619
1647907200,2022-03-22 00:00:00,SUPER/USDT,0.6385,0.6811,0.6371,0.6652,1141884.29494743,763300.320011990214
1647820800,2022-03-21 00:00:00,SUPER/USDT,0.6417,0.6627,0.6253,0.6385,552700.19995877,357770.239730815664
1647734400,2022-03-20 00:00:00,SUPER/USDT,0.6658,0.6835,0.6276,0.6423,963662.0488397,633495.001224175106
1647648000,2022-03-19 00:00:00,SUPER/USDT,0.6726,0.72,0.6409,0.6661,2016276.2427735,1353773.942238437518
1647561600,2022-03-18 00:00:00,SUPER/USDT,0.6048,0.6792,0.5892,0.672,1625688.05190058,1028657.388211230555
1647475200,2022-03-17 00:00:00,SUPER/USDT,0.6295,0.6317,0.6036,0.6066,620043.85873164,380234.107380503043
1647388800,2022-03-16 00:00:00,SUPER/USDT,0.5861,0.6303,0.578,0.628,1419673.77349821,850701.134322779522
1647302400,2022-03-15 00:00:00,SUPER/USDT,0.5872,0.6081,0.57,0.5867,1010330.87471736,596588.404301991758
1647216000,2022-03-14 00:00:00,SUPER/USDT,0.5716,0.5927,0.5672,0.5872,499319.59227503,288013.069645812583
1647129600,2022-03-13 00:00:00,SUPER/USDT,0.5883,0.6356,0.5691,0.5741,1778165.55550119,1073727.235643617711
1647043200,2022-03-12 00:00:00,SUPER/USDT,0.5859,0.6133,0.5859,0.5887,542256.84896017,323416.453228169121
1646956800,2022-03-11 00:00:00,SUPER/USDT,0.609,0.62,0.5815,0.5859,1127135.77558974,674402.427715924632
1646870400,2022-03-10 00:00:00,SUPER/USDT,0.6504,0.6522,0.5929,0.6096,2417874.46694053,1468207.905341591351
1646784000,2022-03-09 00:00:00,SUPER/USDT,0.591,0.6688,0.5902,0.6504,2394490.34792648,1532603.307272591993
1646697600,2022-03-08 00:00:00,SUPER/USDT,0.5942,0.6157,0.58,0.5916,1475377.82019128,883700.257010664746
1646611200,2022-03-07 00:00:00,SUPER/USDT,0.6342,0.6435,0.5882,0.5954,2521000.77428869,1563589.414474388205
1646524800,2022-03-06 00:00:00,SUPER/USDT,0.6613,0.7147,0.6268,0.6358,2302805.95600868,1512455.110968534317
1646438400,2022-03-05 00:00:00,SUPER/USDT,0.6432,0.6759,0.6257,0.6625,1189146.54272934,778595.795765960788
1646352000,2022-03-04 00:00:00,SUPER/USDT,0.7168,0.7168,0.6267,0.6422,1951697.06443184,1315478.190924578788
1646265600,2022-03-03 00:00:00,SUPER/USDT,0.7437,0.7613,0.6828,0.7179,1613413.22475074,1151139.779115076895
1646179200,2022-03-02 00:00:00,SUPER/USDT,0.775,0.7982,0.7314,0.7436,2255058.09415926,1728307.61803103999
1646092800,2022-03-01 00:00:00,SUPER/USDT,0.7491,0.8431,0.7389,0.7742,3933296.44526626,3063573.60920518267
1646006400,2022-02-28 00:00:00,SUPER/USDT,0.672,0.7613,0.6572,0.7484,2115881.80777517,1508462.95592375838
1645920000,2022-02-27 00:00:00,SUPER/USDT,0.7016,0.7339,0.6562,0.6724,2138143.92995722,1480966.465300020488
1645833600,2022-02-26 00:00:00,SUPER/USDT,0.7225,0.7484,0.6966,0.7012,1683144.70453958,1214563.973662744735
1645747200,2022-02-25 00:00:00,SUPER/USDT,0.6487,0.7491,0.6348,0.7234,2817545.58595663,1958071.366711091726
1645660800,2022-02-24 00:00:00,SUPER/USDT,0.6754,0.7317,0.5508,0.6487,4510450.75604517,2759169.559793429891
1645574400,2022-02-23 00:00:00,SUPER/USDT,0.7171,0.7734,0.674,0.6754,1677856.46204377,1223244.463563706955
1645488000,2022-02-22 00:00:00,SUPER/USDT,0.7122,0.7333,0.6664,0.7158,2175487.11609182,1525005.571961136991
1645401600,2022-02-21 00:00:00,SUPER/USDT,0.7756,0.8669,0.7065,0.7137,3540296.67571353,2813498.107204782495
1645315200,2022-02-20 00:00:00,SUPER/USDT,0.8436,0.8439,0.7565,0.7743,2040128.31338856,1609309.108222571114
1645228800,2022-02-19 00:00:00,SUPER/USDT,0.8834,0.9171,0.8201,0.8432,1632250.37865366,1403562.067183402518
1645142400,2022-02-18 00:00:00,SUPER/USDT,0.9355,1.0022,0.8706,0.8847,3584296.33504499,3344575.758304653442
1645056000,2022-02-17 00:00:00,SUPER/USDT,1.0383,1.0652,0.9143,0.9349,5906728.80021509,5877943.289646231324
1644969600,2022-02-16 00:00:00,SUPER/USDT,1.1151,1.2295,1.0295,1.0368,10616998.56827262,11981249.761560690479
1644883200,2022-02-15 00:00:00,SUPER/USDT,0.9293,1.1576,0.927,1.1122,6833004.70129145,7265811.010141431003
1644796800,2022-02-14 00:00:00,SUPER/USDT,0.9075,0.9576,0.862,0.9293,2434017.17217485,2212850.804045005965
1644710400,2022-02-13 00:00:00,SUPER/USDT,0.9359,1.0028,0.8979,0.9061,1695087.11635287,1598692.080974648065
1644624000,2022-02-12 00:00:00,SUPER/USDT,0.9226,0.9683,0.8772,0.9398,2737020.25290712,2526751.832206685057
1644537600,2022-02-11 00:00:00,SUPER/USDT,0.9977,1.0622,0.8957,0.9232,3982366.80980699,3909083.282770064459
1644451200,2022-02-10 00:00:00,SUPER/USDT,1.0957,1.1242,0.9896,0.9995,4415159.92741844,4670083.763886804977
1644364800,2022-02-09 00:00:00,SUPER/USDT,1.0591,1.1534,0.9896,1.0925,4362687.22697257,4705430.385691860745
1644278400,2022-02-08 00:00:00,SUPER/USDT,0.9396,1.1376,0.9263,1.0591,7377774.95151606,7576807.490152769337
