https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTRG,Volume USDT
1642723200,2022-01-21 00:00:00,MTRG/USDT,4.83,4.88,3.59,3.76,55802.23561134,234746.8317832185
1642636800,2022-01-20 00:00:00,MTRG/USDT,4.98,5.44,4.79,4.83,81199.29410443,415181.3251051064
1642550400,2022-01-19 00:00:00,MTRG/USDT,4.59,6.15,4.43,4.98,62228.72682179,317116.8468911836
1642464000,2022-01-18 00:00:00,MTRG/USDT,4.83,4.99,4.45,4.59,20950.40239294,98095.5415740671
1642377600,2022-01-17 00:00:00,MTRG/USDT,4.61,5.23,4.51,4.83,36876.85550604,177187.8261046166
1642291200,2022-01-16 00:00:00,MTRG/USDT,4.62,4.75,4.49,4.61,16994.24448373,78667.5154254251
1642204800,2022-01-15 00:00:00,MTRG/USDT,4.97,5.08,4.61,4.61,24919.72525354,120274.000357862
1642118400,2022-01-14 00:00:00,MTRG/USDT,5.15,5.5,4.92,4.97,30173.27892013,156140.6641109156
1642032000,2022-01-13 00:00:00,MTRG/USDT,5.21,6.35,4.97,5.16,38885.34578962,207894.3152972425
1641945600,2022-01-12 00:00:00,MTRG/USDT,4.76,5.47,4.75,5.22,42503.41519297,216062.4662892007
1641859200,2022-01-11 00:00:00,MTRG/USDT,4.38,4.76,4.34,4.73,24992.31021262,112458.5653493946
1641772800,2022-01-10 00:00:00,MTRG/USDT,4.25,4.61,4.2,4.39,28848.27205822,126355.381376127
1641686400,2022-01-09 00:00:00,MTRG/USDT,4.43,4.5,4.2,4.25,22834.21678843,99245.1216123313
1641600000,2022-01-08 00:00:00,MTRG/USDT,4.73,4.98,4.21,4.43,30735.49855595,143067.0086284567
1641513600,2022-01-07 00:00:00,MTRG/USDT,5.1,5.22,4.5,4.73,52162.13506666,250579.402459297
1641427200,2022-01-06 00:00:00,MTRG/USDT,4.44,5.42,4.1,5.1,95102.26406448,454005.2305318667
1641340800,2022-01-05 00:00:00,MTRG/USDT,4.87,5.27,4.14,4.44,58990.02183953,289724.5321430694
1641254400,2022-01-04 00:00:00,MTRG/USDT,5.04,5.35,4.47,4.87,53372.24606465,266280.7228647431
1641168000,2022-01-03 00:00:00,MTRG/USDT,4.98,5.12,4.86,5.04,42189.53626876,210205.4607315353
1641081600,2022-01-02 00:00:00,MTRG/USDT,5.05,5.16,4.87,4.98,20179.38597681,101274.5509832685
1640995200,2022-01-01 00:00:00,MTRG/USDT,4.98,5.24,4.87,5.05,18076.05567186,90879.4625575415
1640908800,2021-12-31 00:00:00,MTRG/USDT,5.32,5.33,4.79,4.98,49330.04602578,251955.6813648839
1640822400,2021-12-30 00:00:00,MTRG/USDT,5.67,5.76,5.23,5.32,26273.71199987,145262.3567354075
1640736000,2021-12-29 00:00:00,MTRG/USDT,5.78,5.98,5.48,5.63,25649.15601353,147175.1373812418
1640649600,2021-12-28 00:00:00,MTRG/USDT,6.41,6.76,5.75,5.83,34534.1818287,220668.7316092771
