https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM3S,Volume USDT
1663372800,2022-09-17 00:00:00,ATOM3S/USDT,0.0158,0.0167,0.0157,0.0165,2454081.2002,40213.67952047
1663369200,2022-09-16 23:00:00,ATOM3S/USDT,0.0172,0.0176,0.0154,0.0159,3083546.0057,50485.67816687
1663365600,2022-09-16 22:00:00,ATOM3S/USDT,0.0172,0.0174,0.0164,0.0173,2173943.7259,36835.96607935
1663362000,2022-09-16 21:00:00,ATOM3S/USDT,0.0182,0.0186,0.0155,0.0171,5221762.3851,88534.23860778
1663358400,2022-09-16 20:00:00,ATOM3S/USDT,0.0195,0.0199,0.0175,0.0181,3445663.0439,64635.97866579
1663354800,2022-09-16 19:00:00,ATOM3S/USDT,0.0209,0.021,0.0194,0.0195,1423417.8855,28888.38713346
1663351200,2022-09-16 18:00:00,ATOM3S/USDT,0.02,0.0217,0.0198,0.021,1654487.8041,34734.02509496
1663347600,2022-09-16 17:00:00,ATOM3S/USDT,0.0195,0.0205,0.0191,0.0202,1825550.6134,35889.85173502
1663344000,2022-09-16 16:00:00,ATOM3S/USDT,0.0187,0.0201,0.0181,0.0197,1819127.6497,35186.956559
1663340400,2022-09-16 15:00:00,ATOM3S/USDT,0.0185,0.0192,0.0179,0.0186,2563498.4329,47859.49559733
1663336800,2022-09-16 14:00:00,ATOM3S/USDT,0.0225,0.0225,0.0177,0.0185,7096864.2922,137513.19594182
1663333200,2022-09-16 13:00:00,ATOM3S/USDT,0.0217,0.023,0.0211,0.0225,2040268.0705,44730.16237844
1663329600,2022-09-16 12:00:00,ATOM3S/USDT,0.0209,0.0219,0.0199,0.0217,3107991.1656,64828.23872612
1663326000,2022-09-16 11:00:00,ATOM3S/USDT,0.0238,0.024,0.0205,0.021,2907301.5494,64580.42442081
1663322400,2022-09-16 10:00:00,ATOM3S/USDT,0.0241,0.0249,0.0236,0.0239,827907.3334,19964.28341336
1663318800,2022-09-16 09:00:00,ATOM3S/USDT,0.0263,0.0264,0.0237,0.024,775502.21664509,19257.830447998633
1663315200,2022-09-16 08:00:00,ATOM3S/USDT,0.0257,0.0265,0.0249,0.0263,1345899.7495,34444.03962964
1663311600,2022-09-16 07:00:00,ATOM3S/USDT,0.0262,0.0262,0.0251,0.0256,523682.8586,13427.85242075
1663308000,2022-09-16 06:00:00,ATOM3S/USDT,0.0247,0.0268,0.0242,0.0263,2072089.0863,52536.782005
1663304400,2022-09-16 05:00:00,ATOM3S/USDT,0.0243,0.025,0.0241,0.0248,486727.5346,12045.21904647
1663300800,2022-09-16 04:00:00,ATOM3S/USDT,0.0233,0.0243,0.0233,0.0241,315135.3817,7499.90232423
1663297200,2022-09-16 03:00:00,ATOM3S/USDT,0.0241,0.0246,0.023,0.0233,1368763.5327,32867.536412
1663293600,2022-09-16 02:00:00,ATOM3S/USDT,0.0235,0.0251,0.0235,0.0241,1065834.9176,25997.02580657
1663290000,2022-09-16 01:00:00,ATOM3S/USDT,0.023,0.0241,0.0228,0.0235,341269.333,8067.89781084
1663286400,2022-09-16 00:00:00,ATOM3S/USDT,0.0249,0.0257,0.0222,0.023,1571500.6204,38000.76333041
1663282800,2022-09-15 23:00:00,ATOM3S/USDT,0.0231,0.026,0.0225,0.0249,2251542.5317,55602.57140523
1663279200,2022-09-15 22:00:00,ATOM3S/USDT,0.0219,0.0238,0.0212,0.0231,2039196.7847,45804.60037101
1663275600,2022-09-15 21:00:00,ATOM3S/USDT,0.0225,0.0228,0.0211,0.0219,1590099.0345,35119.41340817
1663272000,2022-09-15 20:00:00,ATOM3S/USDT,0.0233,0.0238,0.0221,0.0225,1030580.4041,23416.20016573
1663268400,2022-09-15 19:00:00,ATOM3S/USDT,0.0224,0.0238,0.0222,0.0231,1594144.8986,36939.18117719
1663264800,2022-09-15 18:00:00,ATOM3S/USDT,0.0245,0.0247,0.0219,0.0226,1816745.3356,41774.59526864
1663261200,2022-09-15 17:00:00,ATOM3S/USDT,0.0241,0.025,0.0238,0.0245,885472.7129,21724.80189726
1663257600,2022-09-15 16:00:00,ATOM3S/USDT,0.0255,0.0267,0.0242,0.0242,1942929.3501,49570.91888992
1663254000,2022-09-15 15:00:00,ATOM3S/USDT,0.0258,0.029,0.0248,0.0255,3587263.4625,95686.13518633
1663250400,2022-09-15 14:00:00,ATOM3S/USDT,0.0259,0.0281,0.023,0.0255,2285780.156,58012.71077889
1663246800,2022-09-15 13:00:00,ATOM3S/USDT,0.0265,0.0277,0.0254,0.0258,809140.6245,21597.07486258
1663243200,2022-09-15 12:00:00,ATOM3S/USDT,0.0271,0.0272,0.0252,0.0267,729226.3307,19148.17556944
1663239600,2022-09-15 11:00:00,ATOM3S/USDT,0.0281,0.0285,0.0258,0.0271,656720.5255,17855.38874676
1663236000,2022-09-15 10:00:00,ATOM3S/USDT,0.0279,0.0288,0.0268,0.0281,319930.7426,8781.11147897
1663232400,2022-09-15 09:00:00,ATOM3S/USDT,0.0282,0.0291,0.0272,0.0279,515777.4255,14673.43959698
1663228800,2022-09-15 08:00:00,ATOM3S/USDT,0.0279,0.0299,0.0264,0.0285,2058146.4101,55732.95109543
1663225200,2022-09-15 07:00:00,ATOM3S/USDT,0.0317,0.032,0.0274,0.0277,1344388.78318927,39830.091261461706
1663221600,2022-09-15 06:00:00,ATOM3S/USDT,0.0334,0.0357,0.0305,0.0317,1675887.9199,54807.32724851
1663218000,2022-09-15 05:00:00,ATOM3S/USDT,0.0339,0.0342,0.0331,0.0333,472053.1673,15803.8640969
1663214400,2022-09-15 04:00:00,ATOM3S/USDT,0.0343,0.0344,0.0338,0.0339,778355.768,26698.28829376
1663210800,2022-09-15 03:00:00,ATOM3S/USDT,0.0337,0.0348,0.0335,0.034,498464.3611,16930.49263079
1663207200,2022-09-15 02:00:00,ATOM3S/USDT,0.0327,0.0345,0.0327,0.0338,760692.7003,25747.78746944
1663203600,2022-09-15 01:00:00,ATOM3S/USDT,0.0322,0.0332,0.0318,0.0322,327165.6361,10657.579861
1663200000,2022-09-15 00:00:00,ATOM3S/USDT,0.0312,0.0323,0.0306,0.0319,306001.7014,9570.58654877
1663196400,2022-09-14 23:00:00,ATOM3S/USDT,0.0304,0.0313,0.0304,0.0311,894315.213,27649.96383654
1663192800,2022-09-14 22:00:00,ATOM3S/USDT,0.0306,0.0311,0.0296,0.0304,893960.4013,26771.40425315
1663189200,2022-09-14 21:00:00,ATOM3S/USDT,0.0324,0.033,0.0306,0.0306,485209.4909,15275.04686299
1663185600,2022-09-14 20:00:00,ATOM3S/USDT,0.0324,0.0328,0.032,0.0321,628202.2865,20231.43766899
1663182000,2022-09-14 19:00:00,ATOM3S/USDT,0.0339,0.0341,0.0326,0.0326,253267.7384,8487.8971678
1663178400,2022-09-14 18:00:00,ATOM3S/USDT,0.032,0.0348,0.0317,0.0343,1323794.511,43739.32979365
1663174800,2022-09-14 17:00:00,ATOM3S/USDT,0.0315,0.032,0.0308,0.032,403804.187,12803.9991853
1663171200,2022-09-14 16:00:00,ATOM3S/USDT,0.03,0.0319,0.03,0.0315,762840.2282,23679.61352456
1663167600,2022-09-14 15:00:00,ATOM3S/USDT,0.0295,0.03,0.0294,0.03,376559.7397,11197.4361249
1663164000,2022-09-14 14:00:00,ATOM3S/USDT,0.0297,0.0304,0.029,0.0298,676807.1404,20047.19396906
1663160400,2022-09-14 13:00:00,ATOM3S/USDT,0.0292,0.0305,0.0286,0.0295,373174.8063,11057.03414078
1663156800,2022-09-14 12:00:00,ATOM3S/USDT,0.0299,0.031,0.028,0.0293,364298.0171,10720.9828033
1663153200,2022-09-14 11:00:00,ATOM3S/USDT,0.0289,0.0302,0.0288,0.0295,90352.0447,2671.06677645
1663149600,2022-09-14 10:00:00,ATOM3S/USDT,0.0286,0.0296,0.0286,0.0292,123671.371,3605.57430036
1663146000,2022-09-14 09:00:00,ATOM3S/USDT,0.0295,0.0295,0.028,0.0288,115435.5614,3330.34471641
1663142400,2022-09-14 08:00:00,ATOM3S/USDT,0.03,0.031,0.0287,0.0293,388075.6374,11676.70041727
1663138800,2022-09-14 07:00:00,ATOM3S/USDT,0.0288,0.0309,0.0285,0.0298,209399.6112,6252.63238065
1663135200,2022-09-14 06:00:00,ATOM3S/USDT,0.0286,0.0294,0.0281,0.0291,159786.731,4582.4271124
1663131600,2022-09-14 05:00:00,ATOM3S/USDT,0.0285,0.0291,0.0284,0.0288,134106.6925,3855.17310797
1663128000,2022-09-14 04:00:00,ATOM3S/USDT,0.0293,0.03,0.0285,0.0287,417644.8562,12168.68880533
1663124400,2022-09-14 03:00:00,ATOM3S/USDT,0.0292,0.0299,0.029,0.0297,124231.0973,3660.19879852
1663120800,2022-09-14 02:00:00,ATOM3S/USDT,0.0302,0.0305,0.029,0.0291,764480.8117,22495.75958858
1663117200,2022-09-14 01:00:00,ATOM3S/USDT,0.0302,0.031,0.0301,0.0301,263232.1746,8002.11780437
1663113600,2022-09-14 00:00:00,ATOM3S/USDT,0.0309,0.032,0.03,0.0302,1100216.9331,34018.99722929
1663110000,2022-09-13 23:00:00,ATOM3S/USDT,0.0303,0.0314,0.0303,0.0311,304009.8541,9409.73254674
1663106400,2022-09-13 22:00:00,ATOM3S/USDT,0.0297,0.0307,0.0294,0.0299,170688.1057,5124.02296186
1663102800,2022-09-13 21:00:00,ATOM3S/USDT,0.0303,0.0306,0.0292,0.0294,960446.2639,28589.61662322
1663099200,2022-09-13 20:00:00,ATOM3S/USDT,0.0303,0.0304,0.0299,0.0303,241970.7759,7299.94354091
1663095600,2022-09-13 19:00:00,ATOM3S/USDT,0.0304,0.0323,0.0302,0.0302,1390864.8294,43045.72732481
1663092000,2022-09-13 18:00:00,ATOM3S/USDT,0.0292,0.0308,0.0291,0.0308,781962.8328,23252.71054437
1663088400,2022-09-13 17:00:00,ATOM3S/USDT,0.0291,0.0292,0.0286,0.029,725366.8094,21055.62242313
1663084800,2022-09-13 16:00:00,ATOM3S/USDT,0.0296,0.0299,0.0286,0.0291,722464.0406,20933.36723313
1663081200,2022-09-13 15:00:00,ATOM3S/USDT,0.0284,0.0299,0.0279,0.0293,1375759.8308,39336.2110106
1663077600,2022-09-13 14:00:00,ATOM3S/USDT,0.0281,0.0294,0.0275,0.0287,2074134.5551,58133.07085914
1663074000,2022-09-13 13:00:00,ATOM3S/USDT,0.0265,0.0282,0.0259,0.0281,3363449.6339,91577.17875481
1663070400,2022-09-13 12:00:00,ATOM3S/USDT,0.0222,0.028,0.0216,0.0265,5067489.0931,127050.13670442
1663066800,2022-09-13 11:00:00,ATOM3S/USDT,0.0218,0.0226,0.0215,0.022,637789.8123,14070.48094533
1663063200,2022-09-13 10:00:00,ATOM3S/USDT,0.023,0.0232,0.0218,0.0219,695307.0586,15752.46974106
1663059600,2022-09-13 09:00:00,ATOM3S/USDT,0.0225,0.023,0.0223,0.023,460584.5544,10459.95894352
1663056000,2022-09-13 08:00:00,ATOM3S/USDT,0.0218,0.023,0.0218,0.0227,323315.6255,7202.11168341
1663052400,2022-09-13 07:00:00,ATOM3S/USDT,0.0223,0.0225,0.0215,0.0215,276309.9155,6060.2707218
1663048800,2022-09-13 06:00:00,ATOM3S/USDT,0.0226,0.0226,0.021,0.0222,1456488.2085,31334.0695641
1663045200,2022-09-13 05:00:00,ATOM3S/USDT,0.0232,0.0234,0.022,0.0227,373858.1344,8385.67095219
1663041600,2022-09-13 04:00:00,ATOM3S/USDT,0.0225,0.0235,0.0224,0.0234,225105.6085,5188.15568195
1663038000,2022-09-13 03:00:00,ATOM3S/USDT,0.0237,0.0241,0.022,0.0222,801180.4085,18372.33810166
1663034400,2022-09-13 02:00:00,ATOM3S/USDT,0.0246,0.0254,0.0235,0.0237,475721.0829,11427.1177197
1663030800,2022-09-13 01:00:00,ATOM3S/USDT,0.0248,0.0256,0.0244,0.0246,586043.2323,14625.21516399
1663027200,2022-09-13 00:00:00,ATOM3S/USDT,0.024,0.0255,0.024,0.0248,583213.7948,14283.71490212
1663023600,2022-09-12 23:00:00,ATOM3S/USDT,0.0243,0.0243,0.0237,0.0238,368892.9826,8851.36200393
1663020000,2022-09-12 22:00:00,ATOM3S/USDT,0.0241,0.0247,0.0238,0.0243,121068.9598,2939.01576929
1663016400,2022-09-12 21:00:00,ATOM3S/USDT,0.0232,0.0244,0.0232,0.0244,82617.685,1970.23766536
1663012800,2022-09-12 20:00:00,ATOM3S/USDT,0.024,0.0243,0.023,0.0231,492426.553,11715.21067051
1663009200,2022-09-12 19:00:00,ATOM3S/USDT,0.0245,0.0245,0.0238,0.0239,216116.6089,5191.82980817
1663005600,2022-09-12 18:00:00,ATOM3S/USDT,0.0243,0.0251,0.0242,0.0245,410349.181,10104.14834342
1663002000,2022-09-12 17:00:00,ATOM3S/USDT,0.0245,0.0251,0.0241,0.0243,1113002.0707,27543.44773199
1662998400,2022-09-12 16:00:00,ATOM3S/USDT,0.0245,0.0263,0.0239,0.0245,2926111.6332,74253.63178717
1662994800,2022-09-12 15:00:00,ATOM3S/USDT,0.0223,0.0247,0.0222,0.0244,1607184.23965765,37729.858495572425
1662991200,2022-09-12 14:00:00,ATOM3S/USDT,0.0212,0.0225,0.0212,0.0222,607414.5903,13220.68213676
1662987600,2022-09-12 13:00:00,ATOM3S/USDT,0.0214,0.0219,0.0208,0.0213,476926.6527,10143.47126378
1662984000,2022-09-12 12:00:00,ATOM3S/USDT,0.0214,0.0219,0.021,0.0212,334514.4826,7151.78880098
1662980400,2022-09-12 11:00:00,ATOM3S/USDT,0.0208,0.0215,0.0205,0.0213,1095066.9341,22916.52288564
1662976800,2022-09-12 10:00:00,ATOM3S/USDT,0.0218,0.0224,0.0198,0.0205,1251461.2988,25883.27400342
1662973200,2022-09-12 09:00:00,ATOM3S/USDT,0.0222,0.0225,0.0209,0.0218,2532849.1853,54914.61866997
1662969600,2022-09-12 08:00:00,ATOM3S/USDT,0.0234,0.024,0.022,0.0223,1511312.0815,34725.75315824
1662966000,2022-09-12 07:00:00,ATOM3S/USDT,0.0245,0.0246,0.0232,0.0234,1042665.1282,24979.11718982
1662962400,2022-09-12 06:00:00,ATOM3S/USDT,0.0243,0.025,0.0243,0.0246,463720.3811,11469.99459183
1662958800,2022-09-12 05:00:00,ATOM3S/USDT,0.0247,0.0252,0.0241,0.0243,644738.5059,15813.12447774
1662955200,2022-09-12 04:00:00,ATOM3S/USDT,0.0245,0.0248,0.024,0.0248,2019783.8128,48995.69729668
1662951600,2022-09-12 03:00:00,ATOM3S/USDT,0.0243,0.0248,0.0239,0.0246,1700923.9978,41501.04175012
1662948000,2022-09-12 02:00:00,ATOM3S/USDT,0.022,0.0245,0.0218,0.0243,1176968.2486,27414.04576329
1662944400,2022-09-12 01:00:00,ATOM3S/USDT,0.0248,0.0249,0.0215,0.022,4954379.4924,110846.62754013
1662940800,2022-09-12 00:00:00,ATOM3S/USDT,0.0231,0.0249,0.023,0.0245,184455.4049,4413.47316466
1662937200,2022-09-11 23:00:00,ATOM3S/USDT,0.0237,0.024,0.023,0.0232,523464.5946,12298.60884325
1662933600,2022-09-11 22:00:00,ATOM3S/USDT,0.0245,0.0246,0.023,0.0239,401581.7456,9505.39735407
1662930000,2022-09-11 21:00:00,ATOM3S/USDT,0.0232,0.0249,0.023,0.0249,2637154.5535,62883.56668751
1662926400,2022-09-11 20:00:00,ATOM3S/USDT,0.0229,0.0239,0.0225,0.0234,477333.8391,11164.73352651
1662922800,2022-09-11 19:00:00,ATOM3S/USDT,0.0233,0.0237,0.0227,0.0229,965942.9567,22297.89511951
1662919200,2022-09-11 18:00:00,ATOM3S/USDT,0.0227,0.0234,0.0226,0.0233,577765.1964,13298.91563818
1662915600,2022-09-11 17:00:00,ATOM3S/USDT,0.0225,0.023,0.0219,0.0226,306032.397,6876.42095023
1662912000,2022-09-11 16:00:00,ATOM3S/USDT,0.0226,0.023,0.0223,0.0228,561528.6409,12680.81557484
1662908400,2022-09-11 15:00:00,ATOM3S/USDT,0.0229,0.023,0.0225,0.0228,634997.5612,14383.14000818
1662904800,2022-09-11 14:00:00,ATOM3S/USDT,0.0229,0.0234,0.0226,0.023,412047.3098,9486.54171963
1662901200,2022-09-11 13:00:00,ATOM3S/USDT,0.023,0.0236,0.0226,0.0229,446016.9218,10289.04020715
1662897600,2022-09-11 12:00:00,ATOM3S/USDT,0.0229,0.0234,0.0225,0.0234,1167104.9581,26730.85316231
1662894000,2022-09-11 11:00:00,ATOM3S/USDT,0.0225,0.0229,0.0224,0.0226,766412.1512,17276.5298044
1662890400,2022-09-11 10:00:00,ATOM3S/USDT,0.023,0.023,0.0226,0.0226,240921.9305,5494.82214201
1662886800,2022-09-11 09:00:00,ATOM3S/USDT,0.0227,0.0229,0.0223,0.0228,443978.0342,10027.63386684
1662883200,2022-09-11 08:00:00,ATOM3S/USDT,0.0222,0.0227,0.022,0.0227,338280.4768,7546.74687146
1662879600,2022-09-11 07:00:00,ATOM3S/USDT,0.0225,0.0228,0.0208,0.0219,1135054.3847,24787.41273279
1662876000,2022-09-11 06:00:00,ATOM3S/USDT,0.0228,0.024,0.0226,0.0226,2340111.72622702,54490.334076207672
1662872400,2022-09-11 05:00:00,ATOM3S/USDT,0.0232,0.0232,0.0224,0.0226,651002.5625,14751.81942347
1662868800,2022-09-11 04:00:00,ATOM3S/USDT,0.0227,0.0234,0.0224,0.0233,463491.7787,10620.02063682
1662865200,2022-09-11 03:00:00,ATOM3S/USDT,0.0229,0.0233,0.0227,0.0227,294206.0436,6737.45684828
1662861600,2022-09-11 02:00:00,ATOM3S/USDT,0.023,0.0233,0.0226,0.023,382427.0541,8831.4889913
1662858000,2022-09-11 01:00:00,ATOM3S/USDT,0.0227,0.0233,0.0222,0.023,513860.8122,11585.24238844
1662854400,2022-09-11 00:00:00,ATOM3S/USDT,0.0218,0.023,0.0217,0.0225,1011441.8211,22452.97040112
1662850800,2022-09-10 23:00:00,ATOM3S/USDT,0.0215,0.0222,0.0211,0.0221,562421.9801,12253.39771482
1662847200,2022-09-10 22:00:00,ATOM3S/USDT,0.0212,0.0215,0.0205,0.0215,948834.6442,19840.79941265
1662843600,2022-09-10 21:00:00,ATOM3S/USDT,0.0211,0.0216,0.0205,0.0214,1091005.3761,22914.67366828
1662840000,2022-09-10 20:00:00,ATOM3S/USDT,0.0221,0.0226,0.0211,0.0211,2945615.5604,65080.09050119
1662836400,2022-09-10 19:00:00,ATOM3S/USDT,0.0217,0.0223,0.0217,0.0221,490788.8884,10760.70916346
1662832800,2022-09-10 18:00:00,ATOM3S/USDT,0.0224,0.0224,0.0208,0.0217,1067148.8295,22973.69706588
1662829200,2022-09-10 17:00:00,ATOM3S/USDT,0.0226,0.0235,0.0225,0.0227,276449.1168,6330.79425329
1662825600,2022-09-10 16:00:00,ATOM3S/USDT,0.0232,0.0239,0.0223,0.0228,2974105.3621,69723.96575339
1662822000,2022-09-10 15:00:00,ATOM3S/USDT,0.0229,0.0232,0.0224,0.0232,1118237.5471,25564.43855413
1662818400,2022-09-10 14:00:00,ATOM3S/USDT,0.0231,0.0233,0.0226,0.0229,658439.0954,15101.35665158
1662814800,2022-09-10 13:00:00,ATOM3S/USDT,0.0226,0.0235,0.0223,0.0232,1131521.4311,25782.63936211
1662811200,2022-09-10 12:00:00,ATOM3S/USDT,0.0221,0.023,0.022,0.0226,663883.0434,14854.40140278
1662807600,2022-09-10 11:00:00,ATOM3S/USDT,0.0226,0.0229,0.0215,0.0219,586036.539,12974.62232997
1662804000,2022-09-10 10:00:00,ATOM3S/USDT,0.0224,0.0233,0.0222,0.0225,848948.5148,19173.61407625
1662800400,2022-09-10 09:00:00,ATOM3S/USDT,0.023,0.023,0.0221,0.0226,778582.1094,17418.99103969
1662796800,2022-09-10 08:00:00,ATOM3S/USDT,0.0233,0.0237,0.0226,0.0228,1430711.2538,32881.23436309
1662793200,2022-09-10 07:00:00,ATOM3S/USDT,0.0218,0.0236,0.0218,0.0234,1176025.8901,26831.12506782
1662789600,2022-09-10 06:00:00,ATOM3S/USDT,0.0219,0.0223,0.021,0.0218,871016.5021,18784.26371494
1662786000,2022-09-10 05:00:00,ATOM3S/USDT,0.0225,0.0228,0.021,0.0219,1153822.2781,25265.26298729
1662782400,2022-09-10 04:00:00,ATOM3S/USDT,0.023,0.023,0.0219,0.0225,849732.0427,18937.54217193
1662778800,2022-09-10 03:00:00,ATOM3S/USDT,0.0221,0.023,0.0221,0.023,898209.5335,20179.09471328
1662775200,2022-09-10 02:00:00,ATOM3S/USDT,0.0221,0.0227,0.0219,0.0221,880479.3089,19702.92334464
1662771600,2022-09-10 01:00:00,ATOM3S/USDT,0.0221,0.0222,0.0211,0.0219,774157.9544,16624.59380867
1662768000,2022-09-10 00:00:00,ATOM3S/USDT,0.0217,0.023,0.0209,0.022,1650147.3263,36708.53588261
1662764400,2022-09-09 23:00:00,ATOM3S/USDT,0.0218,0.0225,0.0211,0.022,1123288.3352,24502.51102887
1662760800,2022-09-09 22:00:00,ATOM3S/USDT,0.0213,0.022,0.0209,0.022,896494.1175,19209.94742105
1662757200,2022-09-09 21:00:00,ATOM3S/USDT,0.0221,0.0221,0.0209,0.0214,894659.5481,19081.39144486
1662753600,2022-09-09 20:00:00,ATOM3S/USDT,0.022,0.0226,0.0215,0.0218,898252.6573,19795.50736512
1662750000,2022-09-09 19:00:00,ATOM3S/USDT,0.0224,0.0225,0.0215,0.022,1238160.7466,27404.76724506
1662746400,2022-09-09 18:00:00,ATOM3S/USDT,0.023,0.0234,0.022,0.0227,3016398.7782,68805.38107431
1662742800,2022-09-09 17:00:00,ATOM3S/USDT,0.0223,0.0234,0.0217,0.0233,2965220.2781,66954.2935296
1662739200,2022-09-09 16:00:00,ATOM3S/USDT,0.0204,0.0227,0.0197,0.0223,3946824.1937,85413.30543475
1662735600,2022-09-09 15:00:00,ATOM3S/USDT,0.0201,0.0211,0.0195,0.0205,1476523.4857,30102.80830818
1662732000,2022-09-09 14:00:00,ATOM3S/USDT,0.0217,0.0219,0.0194,0.02,5960290.3639,122286.71065621
1662728400,2022-09-09 13:00:00,ATOM3S/USDT,0.0213,0.0226,0.0212,0.0214,3407664.491,74343.83244834
1662724800,2022-09-09 12:00:00,ATOM3S/USDT,0.0237,0.0237,0.0207,0.0214,4668958.9932,102088.41657519
1662721200,2022-09-09 11:00:00,ATOM3S/USDT,0.0232,0.0237,0.0225,0.0237,2517193.20387544,58297.918454162488
1662717600,2022-09-09 10:00:00,ATOM3S/USDT,0.0228,0.0233,0.0221,0.0233,2480966.3606,57048.33350358
1662714000,2022-09-09 09:00:00,ATOM3S/USDT,0.0232,0.0246,0.0227,0.0227,3245805.1793,77345.62102284
1662710400,2022-09-09 08:00:00,ATOM3S/USDT,0.0398,0.0403,0.0204,0.0235,6315467.0078,163160.19900691
1662706800,2022-09-09 07:00:00,ATOM3S/USDT,0.0433,0.0438,0.0396,0.0396,1879847.4203,79261.87021085
1662703200,2022-09-09 06:00:00,ATOM3S/USDT,0.044,0.0441,0.043,0.0434,335997.1437,14653.95418081
1662699600,2022-09-09 05:00:00,ATOM3S/USDT,0.0436,0.0442,0.0427,0.0439,734532.9952,31972.62600499
1662696000,2022-09-09 04:00:00,ATOM3S/USDT,0.0443,0.0451,0.0424,0.0436,1110324.666,48812.73563594
1662692400,2022-09-09 03:00:00,ATOM3S/USDT,0.0458,0.0463,0.0441,0.0443,445929.0813,19985.37151654
1662688800,2022-09-09 02:00:00,ATOM3S/USDT,0.0464,0.0468,0.0456,0.0457,417078.4797,19328.90218864
1662685200,2022-09-09 01:00:00,ATOM3S/USDT,0.0456,0.0468,0.0446,0.0465,465975.7386,21286.76278294
1662681600,2022-09-09 00:00:00,ATOM3S/USDT,0.0456,0.0464,0.0447,0.0454,357255.8846,16315.43730167
1662678000,2022-09-08 23:00:00,ATOM3S/USDT,0.0466,0.0474,0.0451,0.0455,345382.9362,16144.60974792
1662674400,2022-09-08 22:00:00,ATOM3S/USDT,0.0461,0.0468,0.0447,0.0467,708253.4288,32230.37645874
1662670800,2022-09-08 21:00:00,ATOM3S/USDT,0.0454,0.0465,0.0447,0.0463,847184.9796,38605.46342485
1662667200,2022-09-08 20:00:00,ATOM3S/USDT,0.0453,0.047,0.0438,0.0453,1527262.5832,68221.21784083
1662663600,2022-09-08 19:00:00,ATOM3S/USDT,0.0471,0.0482,0.0449,0.0451,549409.5018,25645.09997369
1662660000,2022-09-08 18:00:00,ATOM3S/USDT,0.0474,0.0476,0.0458,0.0472,271863.8144,12767.88380279
