Mask,PartNumber,Temperature,Corner,Site,vddio_typ,vddio_typ_unit,dtlg_pad_RPPULLUP,dtlg_pad_RPPULLUP_unit,,filename,
SG802,56-28-102,-40,TYP-ENG,1,2.4,V,41632.157,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_20_01_56.csv,
SG802,56-28-102,-40,TYP-ENG,1,2.7,V,42170.418,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_20_01_56.csv,
SG802,56-28-102,-40,TYP-ENG,1,3,V,41636.565,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_20_01_56.csv,
SG802,56-28-102,-40,TYP-ENG,1,3.3,V,41815.283,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_20_01_56.csv,
SG802,56-28-102,-40,TYP-ENG,1,3.6,V,41905.76,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_20_01_56.csv,
SG802,56-28-102,-10,TYP-ENG,1,1.71,V,42481.607,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_21_20_45.csv,
SG802,56-28-102,-10,TYP-ENG,1,1.8,V,42010.226,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_21_20_45.csv,
SG802,56-28-102,-10,TYP-ENG,1,1.95,V,42344.304,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_21_20_45.csv,
SG802,56-28-102,-10,TYP-ENG,1,2.4,V,42235.845,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_21_20_45.csv,
SG802,56-28-102,-10,TYP-ENG,1,2.7,V,42010.226,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_21_20_45.csv,
SG802,56-28-102,-10,TYP-ENG,1,3,V,41974.351,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_21_20_45.csv,
SG802,56-28-102,-10,TYP-ENG,1,3.3,V,42010.226,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_21_20_45.csv,
SG802,56-28-102,-10,TYP-ENG,1,3.6,V,42025.193,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_21_20_45.csv,
SG802,56-28-102,85,TYP-ENG,1,1.71,V,40692.258,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_22_35_34.csv,
SG802,56-28-102,85,TYP-ENG,1,1.8,V,40988.435,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_22_35_34.csv,
SG802,56-28-102,85,TYP-ENG,1,1.95,V,40673.173,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_22_35_34.csv,
SG802,56-28-102,85,TYP-ENG,1,2.4,V,40874.815,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_22_35_34.csv,
SG802,56-28-102,85,TYP-ENG,1,2.7,V,40752.435,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_22_35_34.csv,
SG802,56-28-102,85,TYP-ENG,1,3,V,40823.891,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_22_35_34.csv,
SG802,56-28-102,85,TYP-ENG,1,3.3,V,40836.225,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_22_35_34.csv,
SG802,56-28-102,85,TYP-ENG,1,3.6,V,41059.769,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_22_35_34.csv,
SG802,56-28-102,25,TYP-ENG,1,1.71,V,40692.258,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_23_49_52.csv,
SG802,56-28-102,25,TYP-ENG,1,1.8,V,41420.195,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_23_49_52.csv,
SG802,56-28-102,25,TYP-ENG,1,1.95,V,40776.997,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_23_49_52.csv,
SG802,56-28-102,25,TYP-ENG,1,2.4,V,41544.186,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_23_49_52.csv,
SG802,56-28-102,25,TYP-ENG,1,2.7,V,41791.94,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_23_49_52.csv,
SG802,56-28-102,25,TYP-ENG,1,3,V,41426.013,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_23_49_52.csv,
SG802,56-28-102,25,TYP-ENG,1,3.3,V,41574.134,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_23_49_52.csv,
SG802,56-28-102,25,TYP-ENG,1,3.6,V,41449.303,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_11_23_49_52.csv,
SG802,235-37-231,125,SS-ENG,1,1.71,V,40457.213,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_10_32_26.csv,
SG802,235-37-231,125,SS-ENG,1,1.8,V,41102.688,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_10_32_26.csv,
SG802,235-37-231,125,SS-ENG,1,1.95,V,40881.353,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_10_32_26.csv,
SG802,235-37-231,125,SS-ENG,1,2.4,V,40558.609,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_10_32_26.csv,
SG802,235-37-231,125,SS-ENG,1,2.7,V,40454.292,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_10_32_26.csv,
SG802,235-37-231,125,SS-ENG,1,3,V,40638.251,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_10_32_26.csv,
SG802,235-37-231,125,SS-ENG,1,3.3,V,40959.971,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_10_32_26.csv,
SG802,235-37-231,125,SS-ENG,1,3.6,V,40621.458,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_10_32_26.csv,
SG802,235-37-231,85,SS-ENG,1,1.71,V,40340.705,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_11_59_07.csv,
SG802,235-37-231,85,SS-ENG,1,1.8,V,40649.454,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_11_59_07.csv,
SG802,235-37-231,85,SS-ENG,1,1.95,V,40086.295,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_11_59_07.csv,
SG802,235-37-231,85,SS-ENG,1,2.4,V,40391.959,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_11_59_07.csv,
SG802,235-37-231,85,SS-ENG,1,2.7,V,40808.827,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_11_59_07.csv,
SG802,235-37-231,85,SS-ENG,1,3,V,40638.251,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_11_59_07.csv,
SG802,235-37-231,85,SS-ENG,1,3.3,V,40713.224,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_11_59_07.csv,
SG802,235-37-231,85,SS-ENG,1,3.6,V,40565.583,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_11_59_07.csv,
SG802,235-37-231,-40,SS-ENG,1,1.71,V,41629.45,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_14_05_09.csv,
SG802,235-37-231,-40,SS-ENG,1,1.8,V,42010.226,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_14_05_09.csv,
SG802,235-37-231,-40,SS-ENG,1,1.95,V,41708.586,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_14_05_09.csv,
SG802,235-37-231,-40,SS-ENG,1,2.4,V,41720.501,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_14_05_09.csv,
SG802,235-37-231,-40,SS-ENG,1,2.7,V,41713.124,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_14_05_09.csv,
SG802,235-37-231,-40,SS-ENG,1,3,V,41636.565,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_14_05_09.csv,
SG802,235-37-231,-40,SS-ENG,1,3.3,V,41815.283,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_14_05_09.csv,
SG802,235-37-231,-40,SS-ENG,1,3.6,V,41801.813,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_14_05_09.csv,
SG802,235-37-231,-10,SS-ENG,1,1.71,V,41383.486,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_15_41_20.csv,
SG802,235-37-231,-10,SS-ENG,1,1.8,V,41536.872,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_15_41_20.csv,
SG802,235-37-231,-10,SS-ENG,1,1.95,V,41599.97,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_15_41_20.csv,
SG802,235-37-231,-10,SS-ENG,1,2.4,V,40874.815,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_15_41_20.csv,
SG802,235-37-231,-10,SS-ENG,1,2.7,V,41035.963,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_15_41_20.csv,
SG802,235-37-231,-10,SS-ENG,1,3,V,41636.565,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_15_41_20.csv,
SG802,235-37-231,-10,SS-ENG,1,3.3,V,41510.297,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_15_41_20.csv,
SG802,235-37-231,-10,SS-ENG,1,3.6,V,41507.641,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_15_41_20.csv,
SG802,235-37-231,25,SS-ENG,1,1.71,V,40810.808,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_17_26_40.csv,
SG802,235-37-231,25,SS-ENG,1,1.8,V,40343.61,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_17_26_40.csv,
SG802,235-37-231,25,SS-ENG,1,1.95,V,41277.49,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_17_26_40.csv,
SG802,235-37-231,25,SS-ENG,1,2.4,V,40874.815,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_17_26_40.csv,
SG802,235-37-231,25,SS-ENG,1,2.7,V,41035.963,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_17_26_40.csv,
SG802,235-37-231,25,SS-ENG,1,3,V,41165.8,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_17_26_40.csv,
SG802,235-37-231,25,SS-ENG,1,3.3,V,40959.971,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_17_26_40.csv,
SG802,235-37-231,25,SS-ENG,1,3.6,V,41117.015,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_17_26_40.csv,
SG802,158-155-51,-40,FF-ENG,1,1.71,V,40109.692,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_19_11_04.csv,
SG802,158-155-51,-40,FF-ENG,1,1.8,V,40649.454,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_19_11_04.csv,
SG802,158-155-51,-40,FF-ENG,1,1.95,V,40288.496,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_19_11_04.csv,
SG802,158-155-51,-40,FF-ENG,1,2.4,V,40226.672,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_19_11_04.csv,
SG802,158-155-51,-40,FF-ENG,1,2.7,V,40454.292,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_19_11_04.csv,
SG802,158-155-51,-40,FF-ENG,1,3,V,40504.297,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_19_11_04.csv,
SG802,158-155-51,-40,FF-ENG,1,3.3,V,40243.514,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_19_11_04.csv,
SG802,158-155-51,-40,FF-ENG,1,3.6,V,40468.17,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_19_11_04.csv,
SG802,158-155-51,125,FF-ENG,1,1.71,V,38723.732,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_20_30_25.csv,
SG802,158-155-51,125,FF-ENG,1,1.8,V,39087.05,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_20_30_25.csv,
SG802,158-155-51,125,FF-ENG,1,1.95,V,39033.326,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_20_30_25.csv,
SG802,158-155-51,125,FF-ENG,1,2.4,V,39009.496,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_20_30_25.csv,
SG802,158-155-51,125,FF-ENG,1,2.7,V,39199.617,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_20_30_25.csv,
SG802,158-155-51,125,FF-ENG,1,3,V,39305.849,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_20_30_25.csv,
SG802,158-155-51,125,FF-ENG,1,3.3,V,39335.876,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_20_30_25.csv,
SG802,158-155-51,125,FF-ENG,1,3.6,V,39269.213,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_20_30_25.csv,
SG802,158-155-51,-10,FF-ENG,1,1.71,V,40574.395,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_21_36_15.csv,
SG802,158-155-51,-10,FF-ENG,1,1.8,V,40343.61,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_21_36_15.csv,
SG802,158-155-51,-10,FF-ENG,1,1.95,V,40364.848,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_21_36_15.csv,
SG802,158-155-51,-10,FF-ENG,1,2.4,V,39678.68,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_21_36_15.csv,
SG802,158-155-51,-10,FF-ENG,1,2.7,V,40233.532,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_21_36_15.csv,
SG802,158-155-51,-10,FF-ENG,1,3,V,40124.053,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_21_36_15.csv,
SG802,158-155-51,-10,FF-ENG,1,3.3,V,40079.438,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_21_36_15.csv,
SG802,158-155-51,-10,FF-ENG,1,3.6,V,39933.891,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_21_36_15.csv,
SG802,158-155-51,85,FF-ENG,1,1.71,V,39571.497,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_22_48_53.csv,
SG802,158-155-51,85,FF-ENG,1,1.8,V,39087.05,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_22_48_53.csv,
SG802,158-155-51,85,FF-ENG,1,1.95,V,39516.113,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_22_48_53.csv,
SG802,158-155-51,85,FF-ENG,1,2.4,V,39301.921,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_22_48_53.csv,
SG802,158-155-51,85,FF-ENG,1,2.7,V,39199.617,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_22_48_53.csv,
SG802,158-155-51,85,FF-ENG,1,3,V,39305.849,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_22_48_53.csv,
SG802,158-155-51,85,FF-ENG,1,3.3,V,39235.966,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_22_48_53.csv,
SG802,158-155-51,85,FF-ENG,1,3.6,V,39413.537,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_14_22_48_53.csv,
SG802,158-155-51,25,FF-ENG,1,1.71,V,39909.715,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_00_30_25.csv,
SG802,158-155-51,25,FF-ENG,1,1.8,V,39906.873,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_00_30_25.csv,
SG802,158-155-51,25,FF-ENG,1,1.95,V,39886.114,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_00_30_25.csv,
SG802,158-155-51,25,FF-ENG,1,2.4,V,40165.038,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_00_30_25.csv,
SG802,158-155-51,25,FF-ENG,1,2.7,V,39745.524,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_00_30_25.csv,
SG802,158-155-51,25,FF-ENG,1,3,V,39670.674,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_00_30_25.csv,
SG802,158-155-51,25,FF-ENG,1,3.3,V,39960.947,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_00_30_25.csv,
SG802,158-155-51,25,FF-ENG,1,3.6,V,39625.366,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_00_30_25.csv,
SG802,72-36-30,-10,FF-ENG45,1,1.71,V,41140.411,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_15_09_59_17.csv,
